GE_ElectionYear,VoteShare_UKIP,Party
2010,0.0449717962277455,UKIP
2010,0.0,UKIP
2010,0.0316441601036584,UKIP
2010,0.0197136515949345,UKIP
2010,0.0566610696295238,UKIP
2010,0.0193584529836501,UKIP
2010,0.0454471323729274,UKIP
2010,0.0438696919233972,UKIP
2010,0.0679620781761408,UKIP
2010,0.0498924272328017,UKIP
2010,0.028670357056216,UKIP
2010,0.0466744142050215,UKIP
2010,0.045094565727088,UKIP
2010,0.0190599220378932,UKIP
2010,0.0382737135846424,UKIP
2010,0.0409839301930746,UKIP
2010,0.0358835750448797,UKIP
2010,0.0189015843350465,UKIP
2010,0.0,UKIP
2010,0.0103500573864568,UKIP
2010,0.0494760906839398,UKIP
2010,0.0325252694711236,UKIP
2010,0.0251873531107268,UKIP
2010,0.0,UKIP
2010,0.0323369494523791,UKIP
2010,0.0,UKIP
2010,0.0346811030282524,UKIP
2010,0.0,UKIP
2010,0.0360566902876198,UKIP
2010,0.0,UKIP
2010,0.0176084289528758,UKIP
2010,0.0236876160468126,UKIP
2010,0.0194963777782338,UKIP
2010,0.0168110755321153,UKIP
2010,0.0251723271844389,UKIP
2010,0.032596737934663,UKIP
2010,0.0398382685218219,UKIP
2010,0.0242896720572128,UKIP
2010,0.0291309669522644,UKIP
2010,0.0272024504084014,UKIP
2010,0.0207037517308073,UKIP
2010,0.0261372938837563,UKIP
2010,0.04087112906802,UKIP
2010,0.0384178222323255,UKIP
2010,0.0,UKIP
2010,0.0431727428304724,UKIP
2010,0.0647997950994621,UKIP
2010,0.0391243066290807,UKIP
2010,0.0419391362617557,UKIP
2010,0.0394909605090395,UKIP
2010,0.0399571212375988,UKIP
2010,0.060905589068973,UKIP
2010,0.094631884057971,UKIP
2010,0.0202306813575561,UKIP
2010,0.0687579502089769,UKIP
2010,0.0719892460212679,UKIP
2010,0.0440578487033911,UKIP
2010,0.0,UKIP
2010,0.0352414791419924,UKIP
2010,0.0200118296529968,UKIP
2010,0.050342458793163,UKIP
2010,0.0,UKIP
2010,0.0072660522390913,UKIP
2010,0.0160513345112992,UKIP
2010,0.0402632827324478,UKIP
2010,0.0477859541592498,UKIP
2010,0.0398641564480102,UKIP
2010,0.0324083830933146,UKIP
2010,0.0182891538372497,UKIP
2010,0.0335428837994535,UKIP
2010,0.0233431341385887,UKIP
2010,0.0261281187341092,UKIP
2010,0.0118344264368439,UKIP
2010,0.045219834459716,UKIP
2010,0.0329495651384063,UKIP
2010,0.0571373232616696,UKIP
2010,0.0413947172456087,UKIP
2010,0.0226449447152313,UKIP
2010,0.173807799731044,UKIP
2010,0.0222009798064285,UKIP
2010,0.0291230957589868,UKIP
2010,0.0285136006761415,UKIP
2010,0.0210702964758531,UKIP
2010,0.051142750093668,UKIP
2010,0.0226535341830823,UKIP
2010,0.0,UKIP
2010,0.0506436354223049,UKIP
2010,0.0238380211450229,UKIP
2010,0.0346803046598916,UKIP
2010,0.0387530736247434,UKIP
2010,0.0229620853080569,UKIP
2010,0.0293566792978788,UKIP
2010,0.0,UKIP
2010,0.0532734393852208,UKIP
2010,0.0441969299887683,UKIP
2010,0.0335997908184229,UKIP
2010,0.0299952062455772,UKIP
2010,0.0272318708104814,UKIP
2010,0.0279706189438206,UKIP
2010,0.0119931754315536,UKIP
2010,0.0225817451597014,UKIP
2010,0.0405956830142628,UKIP
2010,0.0312397739915792,UKIP
2010,0.0682022293834857,UKIP
2010,0.0262840439845961,UKIP
2010,0.0340364608189367,UKIP
2010,0.0284935188112551,UKIP
2010,0.0406035279463174,UKIP
2010,0.0850129512708434,UKIP
2010,0.0179794752376053,UKIP
2010,0.0261808078649284,UKIP
2010,0.0185073077920955,UKIP
2010,0.0,UKIP
2010,0.0710314459814082,UKIP
2010,0.0292594117774551,UKIP
2010,0.0210322627314815,UKIP
2010,0.0422804253643167,UKIP
2010,0.0232313553182041,UKIP
2010,0.0,UKIP
2010,0.0297582002166747,UKIP
