store_id,custom_id,cpi_item_id,product_id,brand_id,product_title,product_quantity,date_qoute_s,date_quote_e,observations,product_breadcrumb,product_url
5,,,4061464696884,,Plant Menu Peri Peri No Chicken Skewers 240g/6 Pack,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-peri-peri-no-chicken-skewers-240g6-pack/4061464696884
5,,,4061463578013,,Plant Menu Organic Super Firm Tofu 200g,,,,,"['Home/Vegan Range', 'Home/Chilled Food']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-organic-super-firm-tofu-200g/4061463578013
5,,,4088600551807,,Plant Menu Strawberry & Vanilla Vegan Ice Cream Cones 4,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-strawberry-vanilla-vegan-ice-cream-cones-4x65g/4088600551807
5,,,4061464443150,,Plant Menu Pulled BBQ No Pork Chunks 280g,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-pulled-bbq-no-pork-chunks-280g/4061464443150
5,,,4088600206462,,The Foodie Market Gluten Free Red Lentil & Beetroot Fus,,,,,"['Home/Vegan Range', 'Home/Food Cupboard']",https://groceries.aldi.co.uk/en-GB/p-the-foodie-market-gluten-free-red-lentil-beetroot-fusilli-250g/4088600206462
5,,,4088600465371,,Plant Menu Meat-free Mince 400g,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-meat-free-mince-400g/4088600465371
5,,,4088600551029,,Plant Menu Coconut Oil Alternative To Cheddar Slices 18,,,,,"['Home/Vegan Range', 'Home/Chilled Food']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-coconut-oil-alternative-to-cheddar-slices-180g9-pack/4088600551029
5,,,4088600213293,,Plant Menu Onion & Rosemary Sausages 300g/6 Pack,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-onion-rosemary-sausages-300g6-pack/4088600213293
5,,,4088600532370,,Plant Menu No Lamb Koftas 200g/4 Pack,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-no-lamb-koftas-200g4-pack/4088600532370
5,,,4061464696877,,Plant Menu BBQ No Pork Ribs 240g,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-bbq-no-pork-ribs-240g/4061464696877
5,,,4061464443174,,Plant Menu Spiced Kebab Pieces - Made With Soya Protein,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-spiced-kebab-pieces-made-with-soya-protein-280g/4061464443174
5,,,4088600551012,,Plant Menu Coconut Oil Alternative To Cheddar Block 200,,,,,"['Home/Vegan Range', 'Home/Chilled Food']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-coconut-oil-alternative-to-cheddar-block-200g/4088600551012
5,,,4088600003429,,The Deli Houmous 200g,,,,,"['Home/Vegan Range', 'Home/Chilled Food']",https://groceries.aldi.co.uk/en-GB/p-the-deli-houmous-200g/4088600003429
5,,,8719200238398,,Flora Lighter Vegan Spread 450g,,,,,"['Home/Vegan Range', 'Home/Food Cupboard', 'Home/Chilled Food']",https://groceries.aldi.co.uk/en-GB/p-flora-lighter-vegan-spread-450g/8719200238398
5,,,4088600316505,,Acti Leaf Vanilla Soya Pot 500g,,,,,"['Home/Vegan Range', 'Home/Chilled Food']",https://groceries.aldi.co.uk/en-GB/p-acti-leaf-vanilla-soya-pot-500g/4088600316505
5,,,4088600551036,,Plant Menu Coconut Oil Alternative To Grated Cheddar 20,,,,,"['Home/Vegan Range', 'Home/Chilled Food']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-coconut-oil-alternative-to-grated-cheddar-200g/4088600551036
5,,,4088600272689,,Foodie Market Mixed Nuts 200g,,,,,"['Home/Vegan Range', 'Home/Food Cupboard']",https://groceries.aldi.co.uk/en-GB/p-foodie-market-mixed-nuts-200g/4088600272689
5,,,4088600275338,,Actileaf UHT Oat Drink 1l,,,,,"['Home/Vegan Range', 'Home/Chilled Food']",https://groceries.aldi.co.uk/en-GB/p-actileaf-uht-oat-drink-1l/4088600275338
5,,,4088600031644,,The Deli Moroccan Style Falafel 200g,,,,,"['Home/Vegan Range', 'Home/Chilled Food']",https://groceries.aldi.co.uk/en-GB/p-the-deli-moroccan-style-falafel-200g/4088600031644
5,,,4088600316482,,Acti Leaf Blueberry Soya Pot 500g,,,,,"['Home/Vegan Range', 'Home/Chilled Food']",https://groceries.aldi.co.uk/en-GB/p-acti-leaf-blueberry-soya-pot-500g/4088600316482
5,,,4088600003412,,The Deli Reduced Fat Houmous 200g,,,,,"['Home/Vegan Range', 'Home/Chilled Food']",https://groceries.aldi.co.uk/en-GB/p-the-deli-reduced-fat-houmous-200g/4088600003412
5,,,4088600316499,,Acti Leaf Plain Soya Pot 500g,,,,,"['Home/Vegan Range', 'Home/Chilled Food']",https://groceries.aldi.co.uk/en-GB/p-acti-leaf-plain-soya-pot-500g/4088600316499
5,,,4088600031620,,The Deli Sweet Potato Pakora 200g,,,,,"['Home/Vegan Range', 'Home/Chilled Food']",https://groceries.aldi.co.uk/en-GB/p-the-deli-sweet-potato-pakora-200g/4088600031620
5,,,4088600180335,,Dominion Leo Lion Fruit Jellies 170g,,,,,"['Home/Vegan Range', 'Home/Food Cupboard']",https://groceries.aldi.co.uk/en-GB/p-dominion-leo-lion-fruit-jellies-170g/4088600180335
5,,,4088600526089,,Savour Bakes Lightly Salted Rice Cakes 130g,,,,,"['Home/Vegan Range', 'Home/Food Cupboard']",https://groceries.aldi.co.uk/en-GB/p-savour-bakes-lightly-salted-rice-cakes-130g/4088600526089
5,,,4088600545844,,Plant Menu No Chicken Kievs 2x140g,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-no-chicken-kievs-2x140g/4088600545844
5,,,4088600272696,,The Foodie Market Whole Chia Seeds 200g,,,,,"['Home/Vegan Range', 'Home/Food Cupboard']",https://groceries.aldi.co.uk/en-GB/p-the-foodie-market-whole-chia-seeds-200g/4088600272696
5,,,4088600455532,,Plant Menu Ultimate No Beef Burgers 227g/2 Pack,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-ultimate-no-beef-burgers-227g2-pack/4088600455532
5,,,4088600540412,,The Deli Butternut Squash & Tomato Falafel 200g,,,,,"['Home/Vegan Range', 'Home/Chilled Food']",https://groceries.aldi.co.uk/en-GB/p-the-deli-butternut-squash-tomato-falafel-200g/4088600540412
5,,,4088600180366,,Dominion Wendy Worm Chewy Fruit Gums 170g,,,,,"['Home/Vegan Range', 'Home/Food Cupboard']",https://groceries.aldi.co.uk/en-GB/p-dominion-wendy-worm-chewy-fruit-gums-170g/4088600180366
5,,,4088600526065,,Savour Bakes Multigrain Rice Cakes 130g,,,,,"['Home/Vegan Range', 'Home/Food Cupboard']",https://groceries.aldi.co.uk/en-GB/p-savour-bakes-multigrain-rice-cakes-130g/4088600526065
5,,,4088600470566,,Foodie Market Sour Cream & Chive Hummus Bites 25g,,,,,"['Home/Vegan Range', 'Home/Food Cupboard']",https://groceries.aldi.co.uk/en-GB/p-foodie-market-sour-cream-chive-hummus-bites-25g/4088600470566
5,,,4088600470559,,Foodie Market BBQ Hummus Bites 25g,,,,,"['Home/Vegan Range', 'Home/Food Cupboard']",https://groceries.aldi.co.uk/en-GB/p-foodie-market-bbq-hummus-bites-25g/4088600470559
5,,,4088600213309,,Plant Menu Meat - Free Meatballs 304g,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-meat-free-meatballs-304g/4088600213309
5,,,4088600272672,,Foodie Market Brazil Nuts 200g,,,,,"['Home/Vegan Range', 'Home/Food Cupboard']",https://groceries.aldi.co.uk/en-GB/p-foodie-market-brazil-nuts-200g/4088600272672
