store_id,custom_id,cpi_item_id,product_id,brand_id,product_title,product_quantity,date_qoute_s,date_quote_e,observations,product_breadcrumb,product_url
5,,,4088600180359,,Dominion Walter Worm Chewy Fruit Gums 170g,,,,,"['Home/Vegan Range', 'Home/Food Cupboard']",https://groceries.aldi.co.uk/en-GB/p-dominion-walter-worm-chewy-fruit-gums-170g/4088600180359
5,,,4088600526072,,Savour Bakes Corn Cakes 130g,,,,,"['Home/Vegan Range', 'Home/Food Cupboard']",https://groceries.aldi.co.uk/en-GB/p-savour-bakes-corn-cakes-130g/4088600526072
5,,,4088600471778,,Plant Menu Vegetable Burgers 454g/4 Pack,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-vegetable-burgers-454g4-pack/4088600471778
5,,,4088600109572,,Specially Selected Valencia Orange Lollies 4x73ml,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-specially-selected-valencia-orange-lollies-4x73ml/4088600109572
5,,,7350071700105,,Alska Fruit Cider - Strawberry & Lime 500ml,,,,,"['Home/Vegan Range', 'Home/Drinks']",https://groceries.aldi.co.uk/en-GB/p-alska-fruit-cider-strawberry-lime-500ml/7350071700105
5,,,4088600273693,,Castellore Italian Primitivo Puglia 75cl,,,,,"['Home/Vegan Range', 'Home/Drinks']",https://groceries.aldi.co.uk/en-GB/p-castellore-italian-primitivo-puglia-75cl/4088600273693
5,,,4088600454887,,Plant Menu No Chicken Burgers 227g/2 Pack,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-no-chicken-burgers-227g2-pack/4088600454887
5,,,4088600037745,,Actileaf Unsweetened Almond Original UHT Drink 1l,,,,,"['Home/Vegan Range', 'Home/Chilled Food']",https://groceries.aldi.co.uk/en-GB/p-actileaf-unsweetened-almond-original-uht-drink-1l/4088600037745
5,,,4088600052854,,Actileaf Sweetened UHT Soya Drink 1l,,,,,"['Home/Vegan Range', 'Home/Chilled Food']",https://groceries.aldi.co.uk/en-GB/p-actileaf-sweetened-uht-soya-drink-1l/4088600052854
5,,,7350071700631,,Alska Cider - Peach Mango 4x330ml,,,,,"['Home/Vegan Range', 'Home/Drinks']",https://groceries.aldi.co.uk/en-GB/p-alska-cider-peach-mango-4x330ml/7350071700631
5,,,4088600367231,,Snackrite Pop Outs BBQ Flavour 100g,,,,,"['Home/Vegan Range', 'Home/Food Cupboard']",https://groceries.aldi.co.uk/en-GB/p-snackrite-popouts-bbq-flavour-100g/4088600367231
5,,,4088600300658,,Plant Menu Vegetable Fingers 453g/16 Pack,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-vegetable-fingers-453g16-pack/4088600300658
5,,,4088600374376,,Gianni's Fruit Tower Ice Lollies 3x64g,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-giannis-fruit-tower-ice-lollies-3x64g/4088600374376
5,,,4088600471785,,Plant Menu Spicy Bean Burgers 454g/4 Pack,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-spicy-bean-burgers-454g4-pack/4088600471785
5,,,4088600005027,,The Deli Caramelised Onion Houmous 200g,,,,,"['Home/Vegan Range', 'Home/Chilled Food']",https://groceries.aldi.co.uk/en-GB/p-the-deli-caramelised-onion-houmous-200g/4088600005027
5,,,4088600226910,,Dominion Sour Watermelon Gummy Candies 120g,,,,,"['Home/Vegan Range', 'Home/Food Cupboard']",https://groceries.aldi.co.uk/en-GB/p-dominion-sour-watermelon-gummy-candies-120g/4088600226910
5,,,4088600353272,,Moser Roth Vegan Classic Cocoa Bar 100g,,,,,"['Home/Vegan Range', 'Home/Food Cupboard']",https://groceries.aldi.co.uk/en-GB/p-moser-roth-vegan-classic-cocoa-bar-100g/4088600353272
5,,,7350071700204,,Alska Fruit Cider - Nordic Berries 500ml,,,,,"['Home/Vegan Range', 'Home/Drinks']",https://groceries.aldi.co.uk/en-GB/p-alska-fruit-cider-nordic-berries-500ml/7350071700204
5,,,4088600552354,,Plant Menu Battered No Pork Sausages 180g/2 Pack,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-battered-no-pork-sausages-180g2-pack/4088600552354
5,,,4088600226927,,Dominion Juicy Strawberry Gummy Candies 120g,,,,,"['Home/Vegan Range', 'Home/Food Cupboard']",https://groceries.aldi.co.uk/en-GB/p-dominion-juicy-strawberry-gummy-candies-120g/4088600226927
5,,,4088600499178,,Four Seasons Waffle Fries 550g,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-four-seasons-waffle-fries-550g/4088600499178
5,,,4088600020259,,The Foodie Market Exotic Coconut Mix 25g,,,,,"['Home/Vegan Range', 'Home/Food Cupboard']",https://groceries.aldi.co.uk/en-GB/p-the-foodie-market-exotic-coconut-mix-25g/4088600020259
5,,,4088600226934,,Dominion Fizzy Pineapple Gummy Candies 120g,,,,,"['Home/Vegan Range', 'Home/Food Cupboard']",https://groceries.aldi.co.uk/en-GB/p-dominion-fizzy-pineapple-gummy-candies-120g/4088600226934
5,,,4088600177250,,Plant Menu No Pork Sausage Rolls 400g/4 Pack,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-no-pork-sausage-rolls-400g4-pack/4088600177250
5,,,4088600446387,,The Deli XXL Houmous Dip 300g,,,,,"['Home/Vegan Range', 'Home/Chilled Food']",https://groceries.aldi.co.uk/en-GB/p-the-deli-xxl-houmous-dip300g/4088600446387
5,,,4088600353265,,Moser Roth Vegan Blonde Cocoa Bar 100g,,,,,"['Home/Vegan Range', 'Home/Food Cupboard']",https://groceries.aldi.co.uk/en-GB/p-moser-roth-vegan-blonde-cocoa-bar-100g/4088600353265
5,,,4088600005034,,The Deli Moroccan Inspired Houmous 200g,,,,,"['Home/Vegan Range', 'Home/Chilled Food']",https://groceries.aldi.co.uk/en-GB/p-the-deli-moroccan-inspired-houmous-200g/4088600005034
5,,,4088600352244,,Actileaf UHT Sweetened Coconut Drink 1l,,,,,"['Home/Vegan Range', 'Home/Chilled Food']",https://groceries.aldi.co.uk/en-GB/p-actileaf-uht-sweetened-coconut-drink-1l/4088600352244
5,,,4088600251806,,Specially Selected Ancient Grains Farmhouse 800g,,,,,"['Home/Vegan Range', 'Home/Bakery']",https://groceries.aldi.co.uk/en-GB/p-specially-selected-ancient-grains-farmhouse-800g/4088600251806
5,,,4088600297569,,Plant Menu Mushroom Bolognese 380g,,,,,"['Home/Vegan Range', 'Home/Chilled Food']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-mushroom-bolognese-380g/4088600297569
5,,,4088600379524,,Gianni's Lemon Sorbet 500ml,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-giannis-lemon-sorbet-500ml/4088600379524
5,,,4088600333489,,Plant Menu Coronation Chickpea Curry With Rice 380g,,,,,"['Home/Vegan Range', 'Home/Chilled Food']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-coronation-chickpea-curry-with-rice-380g/4088600333489
5,,,4088600514451,,Specially Selected Red Pepper Muhammara Style Dip 150g,,,,,"['Home/Vegan Range', 'Home/Chilled Food']",https://groceries.aldi.co.uk/en-GB/p-specially-selected-red-pepper-muhammara-style-dip150g/4088600514451
5,,,4088600225272,,Plant Menu Coleslaw 300g,,,,,"['Home/Vegan Range', 'Home/Chilled Food']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-coleslaw-300g/4088600225272
5,,,4088600251653,,The Deli Guacamole Dip 150g,,,,,"['Home/Vegan Range', 'Home/Chilled Food']",https://groceries.aldi.co.uk/en-GB/p-the-deli-guacamole-dip150g/4088600251653
5,,,4088600551791,,Plant Menu Chocolate & Nut Vegan Ice Cream Cones 4x65g,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-chocolate-nut-vegan-ice-cream-cones-4x65g/4088600551791
5,,,4088600268910,,The Foodie Market Dried Mango 100g,,,,,"['Home/Vegan Range', 'Home/Food Cupboard']",https://groceries.aldi.co.uk/en-GB/p-the-foodie-market-dried-mango-100g/4088600268910
5,,,5060415520826,,Riya's Original Recipe Garlic & Coriander Naan Bread 2x,,,,,"['Home/Vegan Range', 'Home/Bakery']",https://groceries.aldi.co.uk/en-GB/p-riyas-original-recipe-garlic-coriander-naan-bread-2x200g/5060415520826
5,,,5000168034928,,Mcvitie's Hobnobs The Oaty One Biscuit 255g,,,,,"['Home/Vegan Range', 'Home/Food Cupboard']",https://groceries.aldi.co.uk/en-GB/p-mcvities-hobnobs-the-oaty-one-biscuit-255g/5000168034928
5,,,4088600020235,,The Foodie Market Totally Nuts & Seeds 25g,,,,,"['Home/Vegan Range', 'Home/Food Cupboard']",https://groceries.aldi.co.uk/en-GB/p-the-foodie-market-totally-nuts-seeds-25g/4088600020235
5,,,4088600256290,,Plant Menu Falafel & Houmous Wrap 211g,,,,,"['Home/Vegan Range', 'Home/Chilled Food']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-falafel-houmous-wrap211g/4088600256290
5,,,4088600052922,,Actileaf Unsweetened UHT Soya Drink 1l,,,,,"['Home/Vegan Range', 'Home/Chilled Food']",https://groceries.aldi.co.uk/en-GB/p-actileaf-unsweetened-uht-soya-drink-1l/4088600052922
5,,,4088600251660,,The Deli Salsa Dip 200g,,,,,"['Home/Vegan Range', 'Home/Chilled Food']",https://groceries.aldi.co.uk/en-GB/p-the-deli-salsa-dip200g/4088600251660
5,,,4088600554433,,Plant Menu Battered No Chicken Balls 260g,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-battered-no-chicken-balls-260g/4088600554433
5,,,5060415520802,,Riya's Original Recipe Plain Naan Bread 2x200g,,,,,"['Home/Vegan Range', 'Home/Bakery']",https://groceries.aldi.co.uk/en-GB/p-riyas-original-recipe-plain-naan-bread-2x200g/5060415520802
5,,,4088600206479,,The Foodie Market Gluten Free Green Pea Penne 250g,,,,,"['Home/Vegan Range', 'Home/Food Cupboard']",https://groceries.aldi.co.uk/en-GB/p-the-foodie-market-gluten-free-green-pea-penne-250g/4088600206479
5,,,4088600206486,,The Foodie Market Gluten Free Chickpea Fusilli 250g,,,,,"['Home/Vegan Range', 'Home/Food Cupboard']",https://groceries.aldi.co.uk/en-GB/p-the-foodie-market-gluten-free-chickpea-fusilli-250g/4088600206486
5,,,4088600559766,,Plant Menu Ultimate No Pork Vegan Sausages 270g/6 Pack,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-ultimate-no-pork-vegan-sausages-270g6-pack/4088600559766
5,,,4088600474021,,Plant Menu Salt & Vinegar No Fish Fillets 224g/2 Pack,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-salt-vinegar-no-fish-fillets-224g2-pack/4088600474021
5,,,4088600225289,,Plant Menu Vegan Potato Salad 300g,,,,,"['Home/Vegan Range', 'Home/Chilled Food']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-vegan-potato-salad-300g/4088600225289
5,,,4061464696778,,Plant Menu Salt & Chilli No Chicken Skewers 240g,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-salt-chilli-no-chicken-skewers-240g/4061464696778
5,,,4061464604438,,Plant Menu Spicy No Chicken Burgers 240g/2 Pack,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-spicy-no-chicken-burgers-240g2-pack/4061464604438
5,,,4088600412702,,Plant Menu Meat-free Hotdogs 240g/4 Pack,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-meat-free-hotdogs-240g4-pack/4088600412702
5,,,4088600223612,,The Foodie Market Dried Prunes 500g,,,,,"['Home/Vegan Range', 'Home/Food Cupboard']",https://groceries.aldi.co.uk/en-GB/p-the-foodie-market-dried-prunes-500g/4088600223612
5,,,4088600552217,,Plant Menu No Chicken Southern Fried Wings 210g/6 Pack,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-no-chicken-southern-fried-wings-210g6-pack/4088600552217
5,,,4088600552224,,Plant Menu No Chicken Buffalo Wings 210g/6 Pack,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-no-chicken-buffalo-wings-210g6-pack/4088600552224
5,,,4088600391373,,Plant Menu Peri-peri No Chicken Fillets 240g/2 Pack,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-peri-peri-no-chicken-fillets-240g2-pack/4088600391373
5,,,8421826410026,,Wao Mochi Ice Cream Mango (216ml) 6x36ml,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-wao-mochi-ice-cream-mango-216ml-6x36ml/8421826410026
5,,,4088600552774,,Plant Menu Crispy Battered No Beef Strips 250g,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-crispy-battered-no-beef-strips-250g/4088600552774
5,,,4088600551616,,Plant Menu No BBQ Pulled Pork 310g,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-no-bbq-pulled-pork-310g/4088600551616
5,,,4088600513379,,Plant Menu No Chicken Peri Peri Pieces 200g,,,,,"['Home/Vegan Range', 'Home/Chilled Food']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-no-chicken-peri-peri-pieces-200g/4088600513379
5,,,4088600551609,,Plant Menu No Hoisin Shredded Duck 310g,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-no-hoisin-shredded-duck-310g/4088600551609
5,,,4088600404080,,Worldwide Foods Pesto Infused Grains 250g,,,,,"['Home/Vegan Range', 'Home/Food Cupboard']",https://groceries.aldi.co.uk/en-GB/p-worldwide-foods-pesto-infused-grains-250g/4088600404080
5,,,4061464604421,,Plant Menu No Chicken Peri-peri Fillets 240g/2 Pack,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-no-chicken-peri-peri-fillets-240g2-pack/4061464604421
5,,,4088600268880,,Foodie Market Raisins & Cranberries 300g,,,,,"['Home/Vegan Range', 'Home/Food Cupboard']",https://groceries.aldi.co.uk/en-GB/p-foodie-market-raisins-cranberries-300g/4088600268880
5,,,4088600483467,,"Plant Menu No Sausage, Bean & Vegan Melt Bakes 2x154g",,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-no-sausage-bean-vegan-melt-bakes-2x154g/4088600483467
5,,,4061464604605,,Plant Menu No Chicken Katsu Fillets 240g/2 Pack,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-no-chicken-katsu-fillets-240g2-pack/4061464604605
5,,,4061459314359,,Plant Menu Fajita No Beef Pieces 200g,,,,,"['Home/Vegan Range', 'Home/Chilled Food']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-fajita-no-beef-pieces-200g/4061459314359
5,,,4088600510002,,Plant Menu No Chicken Bakes 2x140g,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-plant-menu-no-chicken-bakes-2x140g/4088600510002
5,,,4088600094038,,Costellore Prosecco Spumante Doc 75cl,,,,,"['Home/Vegan Range', 'Home/Drinks']",https://groceries.aldi.co.uk/en-GB/p-costellore-prosecco-spumante-doc-75cl/4088600094038
5,,,5000382110170,,Barr Limeade Soft Drink Cans 6 X 330ml,,,,,"['Home/Vegan Range', 'Home/Drinks']",https://groceries.aldi.co.uk/en-GB/p-barr-limeade-soft-drink-cans-6-x-330ml/5000382110170
5,,,5000382110095,,Barr American Cream Soda Cans 6 X 330ml,,,,,"['Home/Vegan Range', 'Home/Drinks']",https://groceries.aldi.co.uk/en-GB/p-barr-american-cream-soda-cans-6-x-330ml/5000382110095
5,,,4088600269078,,Castellore Soave Doc 75cl,,,,,"['Home/Vegan Range', 'Home/Drinks']",https://groceries.aldi.co.uk/en-GB/p-castellore-soave-doc-75cl/4088600269078
5,,,7350071700280,,Alska Fruit Cider 0.5% - Strawberry & Lime 500ml,,,,,"['Home/Vegan Range', 'Home/Drinks']",https://groceries.aldi.co.uk/en-GB/p-alska-fruit-cider-05-strawberry-lime-500ml/7350071700280
5,,,4088600241425,,Specially Selected Golden & Crispy Halloumi Burgers 170,,,,,"['Home/Vegan Range', 'Home/Frozen']",https://groceries.aldi.co.uk/en-GB/p-specially-selected-golden-crispy-halloumi-burgers-170g2-pack/4088600241425
5,,,5060143114168,,Stewart Brewing Hazy IPA 400ml,,,,,"['Home/Vegan Range', 'Home/Drinks']",https://groceries.aldi.co.uk/en-GB/p-stewart-brewing-hazy-ipa-400ml/5060143114168
5,,,4088600253909,,Specially Selected Bake At Home Plain Ciabatta 300g,,,,,['Home/Bakery'],https://groceries.aldi.co.uk/en-GB/p-specially-selected-bake-at-home-plain-ciabatta-300g/4088600253909
5,,,4088600111827,,Village Bakery White Tortilla Wraps 8x62g,,,,,['Home/Bakery'],https://groceries.aldi.co.uk/en-GB/p-village-bakery-white-tortilla-wraps-8x62g/4088600111827
5,,,4088600253305,,Village Bakery Toastie Thick Sliced White Bread 800g,,,,,['Home/Bakery'],https://groceries.aldi.co.uk/en-GB/p-village-bakery-toastie-thick-sliced-white-bread-800g/4088600253305
5,,,4088600041858,,Specially Selected Sliced Brioche Burger Buns 200g/4 Pa,,,,,['Home/Bakery'],https://groceries.aldi.co.uk/en-GB/p-specially-selected-sliced-brioche-burger-buns-200g4-pack/4088600041858
5,,,5010003000131,,Hovis Soft White Medium 800g,,,,,['Home/Bakery'],https://groceries.aldi.co.uk/en-GB/p-hovis-soft-white-medium-800g/5010003000131
5,,,4088600079813,,Village Bakery Toasting Waffles 250g/12 Pack,,,,,['Home/Bakery'],https://groceries.aldi.co.uk/en-GB/p-village-bakery-toasting-waffles-250g12-pack/4088600079813
5,,,4088600111667,,Village Bakery Super Soft Mini Original Wraps 8 Pack,,,,,['Home/Bakery'],https://groceries.aldi.co.uk/en-GB/p-village-bakery-super-soft-mini-original-wraps-8-pack/4088600111667
5,,,4088600041995,,Specially Selected Sliced Seeded Brioche Burger Buns 20,,,,,['Home/Bakery'],https://groceries.aldi.co.uk/en-GB/p-specially-selected-sliced-seeded-brioche-burger-buns-200g4-pack/4088600041995
5,,,5010003054226,,Hovis Soft White Thick 800g,,,,,['Home/Bakery'],https://groceries.aldi.co.uk/en-GB/p-hovis-soft-white-thick-800g/5010003054226
5,,,4088600102276,,Village Bakery Hot Cross Buns 420g/6 Pack,,,,,['Home/Bakery'],https://groceries.aldi.co.uk/en-GB/p-village-bakery-hot-cross-buns-420g6-pack/4088600102276
5,,,4088600287805,,Village Bakery Original Bagels 425g/5 Pack,,,,,['Home/Bakery'],https://groceries.aldi.co.uk/en-GB/p-village-bakery-original-bagels-425g5-pack/4088600287805
5,,,4088600102269,,Specially Selected Luxury Fruited Hot Cross Buns 300g/4,,,,,['Home/Bakery'],https://groceries.aldi.co.uk/en-GB/p-specially-selected-luxury-fruited-hot-cross-buns-300g4-pack/4088600102269
