store_id,product_id,date,price,original_price,unit_price
5,4061464696884,2023-07-28,£1.99,£,£0.83 per 100g
5,4061464696884,2023-07-29,£1.99,£,£0.83 per 100g
5,4061464696884,2023-07-30,1.99,,£0.83 per 100g
5,4061464696884,2023-07-31,1.99,,£0.83 per 100g
5,4061463578013,2023-07-28,£0.99,£,£0.50 per 100g
5,4061463578013,2023-07-29,£0.99,£,£0.50 per 100g
5,4061463578013,2023-07-30,0.99,,£0.50 per 100g
5,4061463578013,2023-07-31,0.99,,£0.50 per 100g
5,4088600551807,2023-07-28,£1.69,£,£0.38 per 100ml
5,4088600551807,2023-07-29,£1.69,£,£0.38 per 100ml
5,4088600551807,2023-07-30,1.69,,£0.38 per 100ml
5,4088600551807,2023-07-31,1.69,,£0.38 per 100ml
5,4061464443150,2023-07-28,£1.99,£,£0.71 per 100g
5,4061464443150,2023-07-29,£1.99,£,£0.71 per 100g
5,4061464443150,2023-07-30,1.99,,£0.71 per 100g
5,4061464443150,2023-07-31,1.99,,£0.71 per 100g
5,4088600206462,2023-07-28,£1.09,£,£0.44 per 100g
5,4088600206462,2023-07-29,£1.09,£,£0.44 per 100g
5,4088600206462,2023-07-30,1.09,,£0.44 per 100g
5,4088600206462,2023-07-31,1.09,,£0.44 per 100g
5,4088600465371,2023-07-28,£1.35,£,£0.34 per 100g
5,4088600465371,2023-07-29,£1.35,£,£0.34 per 100g
5,4088600465371,2023-07-30,1.35,,£0.34 per 100g
5,4088600465371,2023-07-31,1.35,,£0.34 per 100g
5,4088600551029,2023-07-28,£1.99,£,£11.06 per kg
5,4088600551029,2023-07-29,£1.99,£,£11.06 per kg
5,4088600551029,2023-07-30,1.99,,£11.06 per kg
5,4088600551029,2023-07-31,1.99,,£11.06 per kg
5,4088600213293,2023-07-28,£1.35,£,£0.45 per 100g
5,4088600213293,2023-07-29,£1.35,£,£0.45 per 100g
5,4088600213293,2023-07-30,1.35,,£0.45 per 100g
5,4088600213293,2023-07-31,1.35,,£0.45 per 100g
5,4088600532370,2023-07-28,£1.69,£,£0.70 per 100g
5,4088600532370,2023-07-29,£1.69,£,£0.70 per 100g
5,4088600532370,2023-07-30,1.69,,£0.70 per 100g
5,4088600532370,2023-07-31,1.69,,£0.70 per 100g
5,4061464696877,2023-07-28,£1.99,£,£0.83 per 100g
5,4061464696877,2023-07-29,£1.99,£,£0.83 per 100g
5,4061464696877,2023-07-30,1.99,,£0.83 per 100g
5,4061464696877,2023-07-31,1.99,,£0.83 per 100g
5,4061464443174,2023-07-28,£1.99,£,£0.71 per 100g
5,4061464443174,2023-07-29,£1.99,£,£0.71 per 100g
5,4061464443174,2023-07-30,1.99,,£0.71 per 100g
5,4061464443174,2023-07-31,1.99,,£0.71 per 100g
5,4088600551012,2023-07-28,£1.99,£,£9.95 per kg
5,4088600551012,2023-07-29,£1.99,£,£9.95 per kg
5,4088600551012,2023-07-30,1.99,,£9.95 per kg
5,4088600551012,2023-07-31,1.99,,£9.95 per kg
5,4088600003429,2023-07-28,£0.89,£,£0.45 per 100g
5,4088600003429,2023-07-29,£0.89,£,£0.45 per 100g
5,4088600003429,2023-07-30,0.89,,£0.45 per 100g
5,4088600003429,2023-07-31,0.89,,£0.45 per 100g
5,8719200238398,2023-07-28,£2.15,£,£4.78 per kg
5,8719200238398,2023-07-29,£2.15,£,£4.78 per kg
5,8719200238398,2023-07-30,2.15,,£4.78 per kg
5,8719200238398,2023-07-31,2.15,,£4.78 per kg
5,4088600316505,2023-07-28,£1.09,£,£21.80 per 100g
5,4088600316505,2023-07-29,£1.09,£,£21.80 per 100g
5,4088600316505,2023-07-30,1.09,,£21.80 per 100g
5,4088600316505,2023-07-31,1.09,,£21.80 per 100g
5,4088600551036,2023-07-28,£1.99,£,£9.95 per kg
5,4088600551036,2023-07-29,£1.99,£,£9.95 per kg
5,4088600551036,2023-07-30,1.99,,£9.95 per kg
5,4088600551036,2023-07-31,1.99,,£9.95 per kg
5,4088600272689,2023-07-28,£1.69,£,£8.45 per kg
5,4088600272689,2023-07-29,£1.69,£,£8.45 per kg
5,4088600272689,2023-07-30,1.69,,£8.45 per kg
5,4088600272689,2023-07-31,1.69,,£8.45 per kg
5,4088600275338,2023-07-28,£1.09,£,£1.09 per litre
5,4088600275338,2023-07-29,£1.09,£,£1.09 per litre
5,4088600275338,2023-07-30,1.09,,£1.09 per litre
5,4088600275338,2023-07-31,1.09,,£1.09 per litre
5,4088600031644,2023-07-28,£1.25,£,£0.63 per 100g
5,4088600031644,2023-07-29,£1.25,£,£0.63 per 100g
5,4088600031644,2023-07-30,1.25,,£0.63 per 100g
5,4088600031644,2023-07-31,1.25,,£0.63 per 100g
5,4088600316482,2023-07-28,£1.09,£,£21.80 per 100g
5,4088600316482,2023-07-29,£1.09,£,£21.80 per 100g
5,4088600316482,2023-07-30,1.09,,£21.80 per 100g
5,4088600316482,2023-07-31,1.09,,£21.80 per 100g
5,4088600003412,2023-07-28,£0.89,£,£0.45 per 100g
5,4088600003412,2023-07-29,£0.89,£,£0.45 per 100g
5,4088600003412,2023-07-30,0.89,,£0.45 per 100g
5,4088600003412,2023-07-31,0.89,,£0.45 per 100g
5,4088600316499,2023-07-28,£1.09,£,£21.80 per 100g
5,4088600316499,2023-07-29,£1.09,£,£21.80 per 100g
5,4088600316499,2023-07-30,1.09,,£21.80 per 100g
5,4088600316499,2023-07-31,1.09,,£21.80 per 100g
5,4088600031620,2023-07-28,£1.25,£,£0.63 per 100g
5,4088600031620,2023-07-29,£1.25,£,£0.63 per 100g
5,4088600031620,2023-07-30,1.25,,£0.63 per 100g
5,4088600031620,2023-07-31,1.25,,£0.63 per 100g
