Date,Value
1878-05-27,14.8
1879-05-26,12.1
1880-05-31,11.1
1881-05-30,22.5
1882-05-29,19.1
1883-05-28,16.5
1884-05-26,19.3
1885-05-25,13.0
1886-05-31,14.5
1887-05-30,12.9
1888-05-28,12.9
1889-05-27,12.6
1890-05-26,15.2
1891-05-25,10.4
1892-05-30,20.6
1893-05-29,19.2
1894-05-28,11.3
1895-05-27,21.6
1896-05-25,17.4
1897-05-31,18.0
1898-05-30,13.2
1899-05-29,17.9
1900-05-28,17.8
1901-05-27,18.5
1902-05-26,17.9
1903-05-25,19.2
1904-05-30,16.9
1905-05-29,21.5
1906-05-28,18.2
1907-05-27,18.5
1908-05-25,13.7
1909-05-31,19.3
1910-05-30,14.0
1911-05-29,24.1
1912-05-27,18.4
1913-05-26,24.2
1914-05-25,11.9
1915-05-31,15.5
1916-05-29,19.0
1917-05-28,23.0
1918-05-27,18.3
1919-05-26,18.5
1920-05-31,15.7
1921-05-30,17.4
1922-05-29,24.3
1923-05-28,10.3
1924-05-26,15.2
1925-05-25,17.0
1926-05-31,15.7
1927-05-30,17.9
1928-05-28,23.6
1929-05-27,22.7
1930-05-26,18.0
1931-05-25,18.4
1932-05-30,16.6
1933-05-29,16.4
1934-05-28,14.9
1935-05-27,17.9
1936-05-25,19.6
1937-05-31,17.1
1938-05-30,14.7
1939-05-29,19.5
1940-05-27,18.2
1941-05-26,15.0
1942-05-25,12.6
1943-05-31,17.9
1944-05-29,28.9
1945-05-28,14.0
1946-05-27,16.3
1947-05-26,21.0
1948-05-31,15.6
1949-05-30,15.8
1950-05-29,17.2
1951-05-28,15.2
1952-05-26,19.2
1953-05-25,27.6
1954-05-31,18.7
1955-05-30,20.1
1956-05-28,21.6
1957-05-27,17.7
1958-05-26,15.0
1959-05-25,15.9
1960-05-30,17.9
1961-05-29,13.3
1962-05-28,14.2
1963-05-27,17.2
1964-05-25,22.2
1965-05-31,11.5
1966-05-30,18.9
1967-05-29,15.7
1968-05-27,17.1
1969-05-26,14.7
1970-05-25,18.1
1971-05-31,16.8
1972-05-29,13.9
1973-05-28,19.4
1974-05-27,17.0
1975-05-26,16.9
1976-05-31,16.2
1977-05-30,13.0
1978-05-29,22.6
1979-05-28,14.1
1980-05-26,16.4
1981-05-25,12.8
1982-05-31,24.1
1983-05-30,16.0
1984-05-28,12.1
1985-05-27,16.1
1986-05-26,16.9
1987-05-25,16.5
1988-05-30,15.5
1989-05-29,17.8
1990-05-28,21.0
1991-05-27,19.2
1992-05-25,24.0
1993-05-31,15.5
1994-05-30,16.7
1995-05-29,16.7
1996-05-27,14.9
1997-05-26,19.9
1998-05-25,18.0
1999-05-31,16.3
2000-05-29,15.4
2001-05-28,21.0
2002-05-27,16.4
2003-05-26,17.3
2004-05-31,20.0
2005-05-30,16.7
2006-05-29,13.0
2007-05-28,10.7
2008-05-26,13.9
2009-05-25,20.8
2010-05-31,16.5
2011-05-30,15.1
2012-05-28,24.7
2013-05-27,15.4
2014-05-26,15.9
2015-05-25,14.6
2016-05-30,18.6
2017-05-29,17.3
2018-05-28,22.9
2019-05-27,16.2
2020-05-25,22.2
2021-05-31,21.8
2022-05-30,13.8
2023-05-29,18.0
2024-05-27,15.9
2025-05-26,16.7
2026-05-25,34.8
