"Section ID","Section","HS2 ID","HS2","HS4 ID","HS4","Trade Value"
17,"Transportation",1786,"Railway and trams",178604,"Railway Maintenance Vehicles",7092.000000000001
17,"Transportation",1786,"Railway and trams",178606,"Railway Freight Cars",143057591
17,"Transportation",1786,"Railway and trams",178607,"Locomotive Parts",197851098
17,"Transportation",1786,"Railway and trams",178608,"Railway Track Fixtures",5346669
17,"Transportation",1786,"Railway and trams",178609,"Railway Cargo Containers",28563827.999999996
17,"Transportation",1787,"Cars, tractors, trucks & parts thereof.",178701,"Tractors",12257785274
17,"Transportation",1787,"Cars, tractors, trucks & parts thereof.",178702,"Buses",56523753
17,"Transportation",1787,"Cars, tractors, trucks & parts thereof.",178703,"Cars",44855835847
17,"Transportation",1787,"Cars, tractors, trucks & parts thereof.",178704,"Delivery Trucks",26333983848
17,"Transportation",1787,"Cars, tractors, trucks & parts thereof.",178705,"Special purpose motor vehicles",9153849
17,"Transportation",1787,"Cars, tractors, trucks & parts thereof.",178706,"Motor vehicle (8701 to 8705) chassis fitted with engine",1650892.9999999998
17,"Transportation",1787,"Cars, tractors, trucks & parts thereof.",178707,"Vehicle Bodies (including cabs) for the motor vehicles (8701 to 8705)",238529757
17,"Transportation",1787,"Cars, tractors, trucks & parts thereof.",178708,"Motor vehicles; parts and accessories (8701 to 8705)",35172380599
17,"Transportation",1787,"Cars, tractors, trucks & parts thereof.",178709,"Work Trucks",67996080
17,"Transportation",1787,"Cars, tractors, trucks & parts thereof.",178710,"Tanks and Armored vehicles",2251927
17,"Transportation",1787,"Cars, tractors, trucks & parts thereof.",178711,"Motorcycles and cycles",73957392
17,"Transportation",1787,"Cars, tractors, trucks & parts thereof.",178712,"Bicycles, delivery tricycles, other cycles",239423
17,"Transportation",1787,"Cars, tractors, trucks & parts thereof.",178713,"Wheelchairs",42078617.99999999
17,"Transportation",1787,"Cars, tractors, trucks & parts thereof.",178714,"Bi-Wheel Vehicle Parts",75696236
17,"Transportation",1787,"Cars, tractors, trucks & parts thereof.",178715,"Baby Carriages",2580019
17,"Transportation",1787,"Cars, tractors, trucks & parts thereof.",178716,"Trailers and semi-trailers, not mechanically propelled vehicles",4225855721
17,"Transportation",1788,"Aircraft and Spacecraft",178801,"Non-powered Aircraft",179886
17,"Transportation",1788,"Aircraft and Spacecraft",178802,"Planes, Helicopters, and/or Spacecraft",4906754
17,"Transportation",1788,"Aircraft and Spacecraft",178803,"Aircraft parts (gliders, balloons, and powered aircraft)",1261414038
17,"Transportation",1788,"Aircraft and Spacecraft",178804,"Parachutes",4657237
17,"Transportation",1788,"Aircraft and Spacecraft",178805,"Aircraft Launch Gear",514779
17,"Transportation",1789,"Ships, boats, & floating structures",178901,"Passenger and Cargo Ships",177800
17,"Transportation",1789,"Ships, boats, & floating structures",178903,"Recreational Boats",243353323
17,"Transportation",1789,"Ships, boats, & floating structures",178906,"Other Sea Vessels",79403222.00000001
17,"Transportation",1789,"Ships, boats, & floating structures",178907,"Other Floating Structures",53429966
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189001,"Optical Fibers and optical fibre bundles",594520818
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189002,"Mirrors and Lenses",3837156
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189003,"Eyewear Frames",1048056
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189004,"Eyewear",146355319.00000003
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189005,"Binoculars and Telescopes",2435329
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189006,"Cameras",1392212
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189007,"Video Cameras",34219
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189008,"Image Projectors",2536772
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189009,"Photocopiers",752945
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189010,"Photo Lab Equipment",76340
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189011,"Microscopes",252927
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189012,"Non-optical Microscopes",33806
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189013,"LCDs",68672520
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189014,"Compasses",155876815
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189015,"Surveying Equipment",86343244
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189016,"Balances",20491.999999999996
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189017,"Drafting Tools",8258087.000000001
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189018,"Medical Instruments",11771532410
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189019,"Therapeutic Appliances",794016593
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189020,"Breathing Appliances",28832011.000000004
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189021,"Orthopedic Appliances",1788147771
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189022,"X-Ray Equipment",449388324
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189023,"Instructional Models",25607866
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189024,"Tensile Testing Machines",1154195
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189025,"Hydrometers",265800840
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189026,"Gas and Liquid Flow Measuring Instruments",930674010
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189027,"Chemical Analysis Instruments",543653099
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189028,"Utility Meters",1420942197
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189029,"Revolution Counters",1161559493
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189030,"Oscilloscopes",360738718
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189031,"Other Measuring Instruments",538322365
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189032,"Thermostats",1383569365
18,"Instruments",1890,"Optical, photo, & film equipment; medical instruments",189033,"Opto-Electric Instrument Parts",6507010
18,"Instruments",1891,"Clocks, watches, & parts",189102,"Base Metal Watches",1649124.9999999998
18,"Instruments",1891,"Clocks, watches, & parts",189104,"Dashboard Clocks",364825.99999999994
18,"Instruments",1891,"Clocks, watches, & parts",189105,"Other Clocks",135235
18,"Instruments",1891,"Clocks, watches, & parts",189106,"Time Recording Instruments",848553
18,"Instruments",1891,"Clocks, watches, & parts",189107,"Time Switches",37953392
18,"Instruments",1891,"Clocks, watches, & parts",189111,"Watch Cases and Parts",6170
18,"Instruments",1891,"Clocks, watches, & parts",189112,"Clock Cases and Parts",11069
18,"Instruments",1891,"Clocks, watches, & parts",189113,"Watch Straps",16807
18,"Instruments",1891,"Clocks, watches, & parts",189114,"Other Clocks and Watches",1209335
18,"Instruments",1892,"Musical instruments",189201,"Pianos",55279
18,"Instruments",1892,"Musical instruments",189202,"String Instruments",48932393
18,"Instruments",1892,"Musical instruments",189205,"Wind Instruments",16760
18,"Instruments",1892,"Musical instruments",189206,"Percussion",117333
18,"Instruments",1892,"Musical instruments",189207,"Electric Musical Instruments",48618263
18,"Instruments",1892,"Musical instruments",189208,"Other Musical Instruments",2351
18,"Instruments",1892,"Musical instruments",189209,"Musical Instrument Parts",7331721
19,"Weapons",1993,"Weapons",199303,"Other Firearms",52303.00000000001
19,"Weapons",1993,"Weapons",199304,"Spring, Air, and Gas Guns",26499050
19,"Weapons",1993,"Weapons",199305,"Weapons Parts and Accessories",34736957
19,"Weapons",1993,"Weapons",199306,"Explosive Ammunition",24281452
19,"Weapons",1993,"Weapons",199307,"Bladed Weapons and Accessories",3006.9999999999995
20,"Miscellaneous",2094,"Furniture, bedding, lamps, & prefab buildings",209401,"Seats",8228770603
20,"Miscellaneous",2094,"Furniture, bedding, lamps, & prefab buildings",209402,"Medical Furniture",161276305
20,"Miscellaneous",2094,"Furniture, bedding, lamps, & prefab buildings",209403,"Other Furniture",2441233353
20,"Miscellaneous",2094,"Furniture, bedding, lamps, & prefab buildings",209404,"Mattresses",604917738
20,"Miscellaneous",2094,"Furniture, bedding, lamps, & prefab buildings",209405,"Light Fixtures",1786093585
20,"Miscellaneous",2094,"Furniture, bedding, lamps, & prefab buildings",209406,"Prefabricated Buildings",56262450
20,"Miscellaneous",2095,"Toys, games, & sports",209503,"Other toys",924580965.9999999
20,"Miscellaneous",2095,"Toys, games, & sports",209504,"Video and Card Games",297926627
20,"Miscellaneous",2095,"Toys, games, & sports",209505,"Party Decorations",56399613
20,"Miscellaneous",2095,"Toys, games, & sports",209506,"Sports Equipment",264172885
20,"Miscellaneous",2095,"Toys, games, & sports",209507,"Fishing and Hunting Equipment",18281557
20,"Miscellaneous",2095,"Toys, games, & sports",209508,"Fairground Amusements",5761005.999999999
20,"Miscellaneous",2096,"Misc. manufactures",209601,"Worked Ivory and Bone",11196526.000000002
20,"Miscellaneous",2096,"Misc. manufactures",209602,"Vegetable and Mineral Carvings",77980701
20,"Miscellaneous",2096,"Misc. manufactures",209603,"Brooms",131449570
20,"Miscellaneous",2096,"Misc. manufactures",209604,"Hand Sifters",224569.00000000003
20,"Miscellaneous",2096,"Misc. manufactures",209605,"Travel Kits",39656
20,"Miscellaneous",2096,"Misc. manufactures",209606,"Buttons",3432209
20,"Miscellaneous",2096,"Misc. manufactures",209607,"Zippers",1877284
20,"Miscellaneous",2096,"Misc. manufactures",209608,"Pens",142817155
20,"Miscellaneous",2096,"Misc. manufactures",209609,"Pencils and Crayons",40263640
20,"Miscellaneous",2096,"Misc. manufactures",209610,"Chalkboards",119091.00000000001
20,"Miscellaneous",2096,"Misc. manufactures",209611,"Rubber Stamps",62343
20,"Miscellaneous",2096,"Misc. manufactures",209612,"Ink Ribbons",4609321
20,"Miscellaneous",2096,"Misc. manufactures",209613,"Lighters",9424915
20,"Miscellaneous",2096,"Misc. manufactures",209614,"Smoking Pipes",30517
20,"Miscellaneous",2096,"Misc. manufactures",209615,"Combs",1691180.0000000002
20,"Miscellaneous",2096,"Misc. manufactures",209616,"Scent Sprays",20052715
20,"Miscellaneous",2096,"Misc. manufactures",209617,"Vacuum Flask",4252021
20,"Miscellaneous",2096,"Misc. manufactures",209618,"Mannequins",17281153.000000004
21,"Arts and Antiques",2197,"Art & antiques",219701,"Paintings",12852794.999999998
21,"Arts and Antiques",2197,"Art & antiques",219702,"Prints",1917535
21,"Arts and Antiques",2197,"Art & antiques",219703,"Sculptures",15516928.999999998
21,"Arts and Antiques",2197,"Art & antiques",219704,"Revenue Stamps",192939.00000000003
21,"Arts and Antiques",2197,"Art & antiques",219705,"Collector's Items",3652245.9999999995
21,"Arts and Antiques",2197,"Art & antiques",219706,"Antiques",375908
