date,id,value
2009-09-01,E06000024,1210
2009-09-01,E06000026,2290
2009-09-01,E06000029,790
2009-09-01,E10000027,3070
2009-09-01,E06000025,1560
2009-09-01,E06000030,1080
2009-09-01,E06000027,910
2009-09-01,E06000054,3790
2009-09-01,E08000025,5320
2009-09-01,E08000026,1820
2009-09-01,E08000027,2050
2009-09-01,E06000019,1060
2009-09-01,E08000028,2050
2009-09-01,E06000051,2490
2009-09-01,E08000029,1080
2009-09-01,E10000028,4720
2009-09-01,E06000021,1860
2009-09-01,E06000020,980
2009-09-01,E08000030,1680
2009-09-01,E10000031,2470
2009-09-01,E08000031,1560
2009-09-01,E10000034,2590
2009-09-01,E08000016,1990
2009-09-01,E08000032,2720
2009-09-01,E08000033,1230
2009-09-01,E08000017,2440
2009-09-01,E06000011,5400
2009-09-01,E06000010,1970
2009-09-01,E08000034,2600
2009-09-01,E08000035,3650
2009-09-01,E06000012,890
2009-09-01,E06000013,930
2009-09-01,E10000023,4430
2009-09-01,E08000018,1820
2009-09-01,E08000019,3530
2009-09-01,E08000036,1980
2009-09-01,E06000014,950
2010-09-01,E06000015,2600
2010-09-01,E10000007,7750
2010-09-01,E06000016,2540
2010-09-01,E10000018,5710
2010-09-01,E10000019,6070
2010-09-01,E10000021,5800
2010-09-01,E06000018,2640
2010-09-01,E10000024,7530
2010-09-01,E06000017,230
2010-09-01,E06000055,850
2010-09-01,E10000003,3220
2010-09-01,E06000056,1630
2010-09-01,E10000012,10930
2010-09-01,E10000015,6440
2010-09-01,E06000032,1430
2010-09-01,E10000020,6200
2010-09-01,E06000031,1400
2010-09-01,E06000033,1150
2010-09-01,E10000029,5360
2010-09-01,E06000034,1150
2010-09-01,E09000002,1420
2010-09-01,E09000003,1190
2010-09-01,E09000004,1730
2010-09-01,E09000005,1470
2010-09-01,E09000006,1540
2010-09-01,E09000007,700
2010-09-01,E09000001,40
2010-09-01,E09000008,2270
2010-09-01,E09000009,1770
2010-09-01,E09000010,1550
2010-09-01,E09000011,1860
2010-09-01,E09000012,1140
2010-09-01,E09000013,690
2010-09-01,E09000014,1260
2010-09-01,E09000015,1090
2010-09-01,E09000016,1450
2010-09-01,E09000017,1780
2010-09-01,E09000018,1300
2010-09-01,E09000019,870
2010-09-01,E09000020,310
2010-09-01,E09000021,590
2010-09-01,E09000022,1450
2010-09-01,E09000023,1580
2010-09-01,E09000024,950
2010-09-01,E09000025,1990
2010-09-01,E09000026,1170
2010-09-01,E09000027,460
2010-09-01,E09000028,1590
2010-09-01,E09000029,1210
2010-09-01,E09000030,1690
2010-09-01,E09000031,1580
2010-09-01,E09000032,920
2010-09-01,E09000033,840
2010-09-01,E06000047,6980
2010-09-01,E06000005,1430
2010-09-01,E08000037,2660
2010-09-01,E06000001,1080
2010-09-01,E06000002,1750
2010-09-01,E08000021,3010
2010-09-01,E08000022,2920
2010-09-01,E06000057,3860
2010-09-01,E06000003,1860
2010-09-01,E08000023,2270
2010-09-01,E06000004,2290
2010-09-01,E08000024,4440
2010-09-01,E06000008,1550
2010-09-01,E06000009,1800
2010-09-01,E08000001,2820
2010-09-01,E08000002,1720
2010-09-01,E06000049,3080
2010-09-01,E06000050,3290
2010-09-01,E10000006,5280
2010-09-01,E06000006,1810
2010-09-01,E08000011,2580
2010-09-01,E10000017,11920
2010-09-01,E08000012,6470
2010-09-01,E08000003,4760
2010-09-01,E08000004,2510
2010-09-01,E08000005,2350
2010-09-01,E08000006,2710
2010-09-01,E08000014,3370
2010-09-01,E08000013,2070
2010-09-01,E08000007,3180
2010-09-01,E08000008,3020
2010-09-01,E08000009,1660
2010-09-01,E06000007,2440
2010-09-01,E08000010,4150
2010-09-01,E08000015,4140
2010-09-01,E06000036,810
2010-09-01,E06000043,1500
2010-09-01,E10000002,2690
2010-09-01,E10000011,3910
2010-09-01,E10000014,11230
2010-09-01,E06000046,1690
2010-09-01,E10000016,9040
2010-09-01,E06000035,2440
2010-09-01,E06000042,1980
2010-09-01,E10000025,3600
2010-09-01,E06000044,1390
2010-09-01,E06000038,1330
2010-09-01,E06000039,780
2010-09-01,E06000045,1850
2010-09-01,E10000030,5130
2010-09-01,E06000037,1020
2010-09-01,E10000032,4780
2010-09-01,E06000040,660
2010-09-01,E06000041,2520
2010-09-01,E06000022,1030
2010-09-01,E06000028,1600
2010-09-01,E06000023,3520
2010-09-01,E06000052,5050
2010-09-01,E10000008,6900
2010-09-01,E10000009,5500
2010-09-01,E10000013,4140
2010-09-01,E06000024,2020
2010-09-01,E06000026,3160
2010-09-01,E06000029,1130
2010-09-01,E10000027,4620
2010-09-01,E06000025,2580
2010-09-01,E06000030,1640
2010-09-01,E06000027,1520
2010-09-01,E06000054,4930
2010-09-01,E08000025,9800
2010-09-01,E08000026,3150
2010-09-01,E08000027,3450
2010-09-01,E06000019,1650
2010-09-01,E08000028,3640
2010-09-01,E06000051,3440
2010-09-01,E08000029,1630
2010-09-01,E10000028,8540
2010-09-01,E06000021,2960
2010-09-01,E06000020,1730
2010-09-01,E08000030,2740
2010-09-01,E10000031,4100
2010-09-01,E08000031,2530
2010-09-01,E10000034,4940
2010-09-01,E08000016,2800
2010-09-01,E08000032,4620
2010-09-01,E08000033,2200
2010-09-01,E08000017,3610
2010-09-01,E06000011,5530
2010-09-01,E06000010,3170
2010-09-01,E08000034,4310
2010-09-01,E08000035,7030
2010-09-01,E06000012,1330
2010-09-01,E06000013,1520
2010-09-01,E10000023,6420
2010-09-01,E08000018,2880
2010-09-01,E08000019,5350
2010-09-01,E08000036,3540
2010-09-01,E06000014,1490
2011-09-01,E06000015,2800
2011-09-01,E10000007,9100
2011-09-01,E06000016,2940
2011-09-01,E10000018,6180
2011-09-01,E10000019,6920
2011-09-01,E10000021,7130
2011-09-01,E06000018,2920
2011-09-01,E10000024,8510
2011-09-01,E06000017,290
2011-09-01,E06000055,960
2011-09-01,E10000003,4180
2011-09-01,E06000056,1960
2011-09-01,E10000012,11920
2011-09-01,E10000015,6920
2011-09-01,E06000032,1640
2011-09-01,E10000020,7640
2011-09-01,E06000031,1710
2011-09-01,E06000033,1220
2011-09-01,E10000029,6400
2011-09-01,E06000034,1270
2011-09-01,E09000002,1580
2011-09-01,E09000003,1420
2011-09-01,E09000004,1950
2011-09-01,E09000005,1730
2011-09-01,E09000006,1910
2011-09-01,E09000007,720
2011-09-01,E09000001,20
2011-09-01,E09000008,2740
2011-09-01,E09000009,1880
2011-09-01,E09000010,1840
2011-09-01,E09000011,2180
2011-09-01,E09000012,1320
2011-09-01,E09000013,720
2011-09-01,E09000014,1350
2011-09-01,E09000015,1120
2011-09-01,E09000016,1720
2011-09-01,E09000017,2100
2011-09-01,E09000018,1730
2011-09-01,E09000019,890
2011-09-01,E09000020,330
2011-09-01,E09000021,610
2011-09-01,E09000022,1700
2011-09-01,E09000023,2170
2011-09-01,E09000024,1000
2011-09-01,E09000025,2210
2011-09-01,E09000026,1330
2011-09-01,E09000027,550
2011-09-01,E09000028,1780
2011-09-01,E09000029,1300
2011-09-01,E09000030,1690
2011-09-01,E09000031,1780
2011-09-01,E09000032,1040
2011-09-01,E09000033,830
2011-09-01,E06000047,7940
2011-09-01,E06000005,1850
2011-09-01,E08000037,2780
2011-09-01,E06000001,1400
2011-09-01,E06000002,1890
2011-09-01,E08000021,3240
2011-09-01,E08000022,3130
2011-09-01,E06000057,4510
2011-09-01,E06000003,2050
2011-09-01,E08000023,2450
2011-09-01,E06000004,2680
2011-09-01,E08000024,4420
2011-09-01,E06000008,1900
2011-09-01,E06000009,1940
2011-09-01,E08000001,3280
2011-09-01,E08000002,2050
2011-09-01,E06000049,3730
2011-09-01,E06000050,3770
2011-09-01,E10000006,5840
2011-09-01,E06000006,2010
2011-09-01,E08000011,2910
2011-09-01,E10000017,13230
2011-09-01,E08000012,7290
2011-09-01,E08000003,5190
2011-09-01,E08000004,2710
2011-09-01,E08000005,2760
2011-09-01,E08000006,3150
2011-09-01,E08000014,3840
2011-09-01,E08000013,2850
2011-09-01,E08000007,3380
2011-09-01,E08000008,3130
2011-09-01,E08000009,2130
2011-09-01,E06000007,2870
2011-09-01,E08000010,4510
2011-09-01,E08000015,4870
2011-09-01,E06000036,860
2011-09-01,E06000043,1720
2011-09-01,E10000002,2770
2011-09-01,E10000011,3850
2011-09-01,E10000014,12970
2011-09-01,E06000046,1760
2011-09-01,E10000016,11220
2011-09-01,E06000035,2700
2011-09-01,E06000042,2230
2011-09-01,E10000025,4460
2011-09-01,E06000044,2110
2011-09-01,E06000038,1350
2011-09-01,E06000039,1020
2011-09-01,E06000045,2000
2011-09-01,E10000030,5960
2011-09-01,E06000037,1180
2011-09-01,E10000032,5500
2011-09-01,E06000040,750
2011-09-01,E06000041,2460
2011-09-01,E06000022,1200
2011-09-01,E06000028,1640
2011-09-01,E06000023,3800
2011-09-01,E06000052,6260
2011-09-01,E10000008,7830
2011-09-01,E10000009,5920
2011-09-01,E10000013,5010
2011-09-01,E06000024,2100
2011-09-01,E06000026,3910
2011-09-01,E06000029,1250
2011-09-01,E10000027,5230
2011-09-01,E06000025,2830
2011-09-01,E06000030,1980
2011-09-01,E06000027,1670
2011-09-01,E06000054,5330
2011-09-01,E08000025,10400
2011-09-01,E08000026,3800
2011-09-01,E08000027,3350
2011-09-01,E06000019,2030
2011-09-01,E08000028,3820
2011-09-01,E06000051,4010
2011-09-01,E08000029,2070
2011-09-01,E10000028,9220
2011-09-01,E06000021,3270
2011-09-01,E06000020,1960
2011-09-01,E08000030,3250
2011-09-01,E10000031,4690
2011-09-01,E08000031,2940
2011-09-01,E10000034,5670
2011-09-01,E08000016,3460
2011-09-01,E08000032,4950
2011-09-01,E08000033,2230
2011-09-01,E08000017,4550
2011-09-01,E06000011,6040
2011-09-01,E06000010,3440
2011-09-01,E08000034,4780
2011-09-01,E08000035,7310
2011-09-01,E06000012,1660
2011-09-01,E06000013,1700
2011-09-01,E10000023,9740
2011-09-01,E08000018,3410
2011-09-01,E08000019,5430
2011-09-01,E08000036,3850
2011-09-01,E06000014,1660
2012-09-01,E06000015,2600
2012-09-01,E10000007,9100
2012-09-01,E06000016,3010
2012-09-01,E10000018,6640
2012-09-01,E10000019,7330
2012-09-01,E10000021,7880
2012-09-01,E06000018,3210
2012-09-01,E10000024,8960
2012-09-01,E06000017,280
2012-09-01,E06000055,1320
2012-09-01,E10000003,4400
2012-09-01,E06000056,2020
2012-09-01,E10000012,11760
2012-09-01,E10000015,7080
2012-09-01,E06000032,1580
2012-09-01,E10000020,7210
2012-09-01,E06000031,1840
2012-09-01,E06000033,1400
2012-09-01,E10000029,6320
2012-09-01,E06000034,1310
2012-09-01,E09000002,1770
2012-09-01,E09000003,1330
2012-09-01,E09000004,2070
2012-09-01,E09000005,1520
2012-09-01,E09000006,1930
2012-09-01,E09000007,690
2012-09-01,E09000001,20
2012-09-01,E09000008,2690
2012-09-01,E09000009,1670
2012-09-01,E09000010,1860
2012-09-01,E09000011,1990
2012-09-01,E09000012,1180
2012-09-01,E09000013,570
2012-09-01,E09000014,1190
2012-09-01,E09000015,970
2012-09-01,E09000016,1950
2012-09-01,E09000017,1990
2012-09-01,E09000018,1460
2012-09-01,E09000019,890
2012-09-01,E09000020,280
2012-09-01,E09000021,580
2012-09-01,E09000022,1520
2012-09-01,E09000023,1910
2012-09-01,E09000024,970
2012-09-01,E09000025,2150
2012-09-01,E09000026,1410
2012-09-01,E09000027,500
2012-09-01,E09000028,1790
2012-09-01,E09000029,1250
2012-09-01,E09000030,1560
2012-09-01,E09000031,1710
2012-09-01,E09000032,1010
2012-09-01,E09000033,700
2012-09-01,E06000047,7260
2012-09-01,E06000005,1550
2012-09-01,E08000037,2560
2012-09-01,E06000001,1240
2012-09-01,E06000002,1900
2012-09-01,E08000021,2900
2012-09-01,E08000022,2870
2012-09-01,E06000057,4410
2012-09-01,E06000003,2120
2012-09-01,E08000023,2260
2012-09-01,E06000004,2720
2012-09-01,E08000024,4090
2012-09-01,E06000008,1930
2012-09-01,E06000009,2000
2012-09-01,E08000001,3250
2012-09-01,E08000002,2120
2012-09-01,E06000049,3570
2012-09-01,E06000050,3570
2012-09-01,E10000006,5730
2012-09-01,E06000006,1630
2012-09-01,E08000011,2560
2012-09-01,E10000017,13930
2012-09-01,E08000012,6120
2012-09-01,E08000003,4790
2012-09-01,E08000004,2640
2012-09-01,E08000005,2350
2012-09-01,E08000006,2880
2012-09-01,E08000014,3860
2012-09-01,E08000013,2330
2012-09-01,E08000007,2900
2012-09-01,E08000008,2790
2012-09-01,E08000009,2150
2012-09-01,E06000007,2250
2012-09-01,E08000010,4300
2012-09-01,E08000015,4510
2012-09-01,E06000036,990
2012-09-01,E06000043,1700
2012-09-01,E10000002,3130
2012-09-01,E10000011,3930
2012-09-01,E10000014,13200
2012-09-01,E06000046,1630
2012-09-01,E10000016,11600
2012-09-01,E06000035,2870
2012-09-01,E06000042,2320
2012-09-01,E10000025,4540
2012-09-01,E06000044,1970
2012-09-01,E06000038,1320
2012-09-01,E06000039,1060
2012-09-01,E06000045,2070
2012-09-01,E10000030,6220
2012-09-01,E06000037,1220
2012-09-01,E10000032,5610
2012-09-01,E06000040,870
2012-09-01,E06000041,2720
2012-09-01,E06000022,1110
2012-09-01,E06000028,1970
2012-09-01,E06000023,3480
2012-09-01,E06000052,5430
2012-09-01,E10000008,7200
2012-09-01,E10000009,5180
2012-09-01,E10000013,5110
2012-09-01,E06000024,1890
2012-09-01,E06000026,3400
2012-09-01,E06000029,1460
2012-09-01,E10000027,5150
2012-09-01,E06000025,2620
2012-09-01,E06000030,1840
2012-09-01,E06000027,1600
2012-09-01,E06000054,5110
2012-09-01,E08000025,10950
2012-09-01,E08000026,3650
2012-09-01,E08000027,3570
2012-09-01,E06000019,1850
2012-09-01,E08000028,3870
2012-09-01,E06000051,3810
2012-09-01,E08000029,2220
2012-09-01,E10000028,9620
2012-09-01,E06000021,3740
2012-09-01,E06000020,2350
2012-09-01,E08000030,3090
2012-09-01,E10000031,5300
2012-09-01,E08000031,2730
2012-09-01,E10000034,5690
2012-09-01,E08000016,3200
2012-09-01,E08000032,4780
2012-09-01,E08000033,2380
2012-09-01,E08000017,3640
2012-09-01,E06000011,5010
2012-09-01,E06000010,3200
2012-09-01,E08000034,4150
2012-09-01,E08000035,6850
2012-09-01,E06000012,1590
2012-09-01,E06000013,1820
2012-09-01,E10000023,9940
2012-09-01,E08000018,3140
2012-09-01,E08000019,5060
2012-09-01,E08000036,3570
2012-09-01,E06000014,1580
2013-09-01,E06000015,2480
2013-09-01,E10000007,8030
2013-09-01,E06000016,2380
2013-09-01,E10000018,5070
2013-09-01,E10000019,5760
2013-09-01,E10000021,6140
2013-09-01,E06000018,2810
2013-09-01,E10000024,7430
2013-09-01,E06000017,210
2013-09-01,E06000055,1080
2013-09-01,E10000003,3770
2013-09-01,E06000056,1770
2013-09-01,E10000012,10390
2013-09-01,E10000015,6010
2013-09-01,E06000032,1550
2013-09-01,E10000020,6270
2013-09-01,E06000031,1390
2013-09-01,E06000033,1250
2013-09-01,E10000029,5750
2013-09-01,E06000034,1190
2013-09-01,E09000002,1640
2013-09-01,E09000003,1130
2013-09-01,E09000004,1640
2013-09-01,E09000005,1340
2013-09-01,E09000006,1560
2013-09-01,E09000007,600
2013-09-01,E09000001,30
2013-09-01,E09000008,2140
2013-09-01,E09000009,1590
2013-09-01,E09000010,1620
2013-09-01,E09000011,1650
2013-09-01,E09000012,1090
2013-09-01,E09000013,510
2013-09-01,E09000014,1080
2013-09-01,E09000015,830
2013-09-01,E09000016,1820
2013-09-01,E09000017,1660
2013-09-01,E09000018,1350
2013-09-01,E09000019,790
2013-09-01,E09000020,270
2013-09-01,E09000021,540
2013-09-01,E09000022,1310
2013-09-01,E09000023,1810
2013-09-01,E09000024,780
2013-09-01,E09000025,2130
2013-09-01,E09000026,1320
2013-09-01,E09000027,460
2013-09-01,E09000028,1530
2013-09-01,E09000029,1060
2013-09-01,E09000030,1660
2013-09-01,E09000031,1670
2013-09-01,E09000032,810
2013-09-01,E09000033,620
2013-09-01,E06000047,6110
2013-09-01,E06000005,1230
2013-09-01,E08000037,2230
2013-09-01,E06000001,1260
2013-09-01,E06000002,1480
2013-09-01,E08000021,2520
2013-09-01,E08000022,2370
2013-09-01,E06000057,3860
2013-09-01,E06000003,1690
2013-09-01,E08000023,1890
2013-09-01,E06000004,2340
2013-09-01,E08000024,3520
2013-09-01,E06000008,1720
2013-09-01,E06000009,1570
2013-09-01,E08000001,2710
2013-09-01,E08000002,1730
2013-09-01,E06000049,3080
2013-09-01,E06000050,3080
2013-09-01,E10000006,5550
2013-09-01,E06000006,1420
2013-09-01,E08000011,2010
2013-09-01,E10000017,11100
2013-09-01,E08000012,4600
2013-09-01,E08000003,4300
2013-09-01,E08000004,2370
2013-09-01,E08000005,2180
2013-09-01,E08000006,2640
2013-09-01,E08000014,2890
2013-09-01,E08000013,2080
2013-09-01,E08000007,2810
2013-09-01,E08000008,2720
2013-09-01,E08000009,1940
2013-09-01,E06000007,2090
2013-09-01,E08000010,3570
2013-09-01,E08000015,3530
2013-09-01,E06000036,800
2013-09-01,E06000043,1370
2013-09-01,E10000002,2780
2013-09-01,E10000011,3370
2013-09-01,E10000014,12750
2013-09-01,E06000046,1430
2013-09-01,E10000016,9680
2013-09-01,E06000035,2580
2013-09-01,E06000042,1810
2013-09-01,E10000025,3740
2013-09-01,E06000044,1640
2013-09-01,E06000038,1130
2013-09-01,E06000039,930
2013-09-01,E06000045,1810
2013-09-01,E10000030,5720
2013-09-01,E06000037,1060
2013-09-01,E10000032,4800
2013-09-01,E06000040,690
2013-09-01,E06000041,2110
2013-09-01,E06000022,990
2013-09-01,E06000028,1630
2013-09-01,E06000023,3010
2013-09-01,E06000052,4810
2013-09-01,E10000008,6350
2013-09-01,E10000009,5170
2013-09-01,E10000013,4350
2013-09-01,E06000024,1770
2013-09-01,E06000026,2830
2013-09-01,E06000029,1190
2013-09-01,E10000027,4190
2013-09-01,E06000025,2350
2013-09-01,E06000030,1560
2013-09-01,E06000027,1300
2013-09-01,E06000054,4470
2013-09-01,E08000025,9310
2013-09-01,E08000026,2940
2013-09-01,E08000027,2990
2013-09-01,E06000019,1670
2013-09-01,E08000028,3250
2013-09-01,E06000051,3340
2013-09-01,E08000029,1760
2013-09-01,E10000028,8340
2013-09-01,E06000021,2990
2013-09-01,E06000020,1830
2013-09-01,E08000030,2480
2013-09-01,E10000031,4220
2013-09-01,E08000031,2460
2013-09-01,E10000034,4820
2013-09-01,E08000016,2850
2013-09-01,E08000032,4240
2013-09-01,E08000033,2030
2013-09-01,E08000017,3350
2013-09-01,E06000011,4830
2013-09-01,E06000010,2570
2013-09-01,E08000034,3800
2013-09-01,E08000035,6010
2013-09-01,E06000012,1340
2013-09-01,E06000013,1520
2013-09-01,E10000023,8470
2013-09-01,E08000018,2880
2013-09-01,E08000019,4650
2013-09-01,E08000036,3310
2013-09-01,E06000014,1300
2014-09-01,E06000015,2820
2014-09-01,E10000007,9490
2014-09-01,E06000016,3120
2014-09-01,E10000018,6360
2014-09-01,E10000019,6480
2014-09-01,E10000021,7280
2014-09-01,E06000018,3350
2014-09-01,E10000024,8870
2014-09-01,E06000017,300
2014-09-01,E06000055,1200
2014-09-01,E10000003,4200
2014-09-01,E06000056,2070
2014-09-01,E10000012,11710
2014-09-01,E10000015,6560
2014-09-01,E06000032,1670
2014-09-01,E10000020,7290
2014-09-01,E06000031,1670
2014-09-01,E06000033,1390
2014-09-01,E10000029,6570
2014-09-01,E06000034,1480
2014-09-01,E09000002,1810
2014-09-01,E09000003,1430
2014-09-01,E09000004,1790
2014-09-01,E09000005,1890
2014-09-01,E09000006,1670
2014-09-01,E09000007,700
2014-09-01,E09000001,20
2014-09-01,E09000008,2440
2014-09-01,E09000009,1760
2014-09-01,E09000010,2000
2014-09-01,E09000011,1770
2014-09-01,E09000012,1280
2014-09-01,E09000013,610
2014-09-01,E09000014,1380
2014-09-01,E09000015,1110
2014-09-01,E09000016,2020
2014-09-01,E09000017,1890
2014-09-01,E09000018,1600
2014-09-01,E09000019,820
2014-09-01,E09000020,280
2014-09-01,E09000021,560
2014-09-01,E09000022,1580
2014-09-01,E09000023,1810
2014-09-01,E09000024,950
2014-09-01,E09000025,2390
2014-09-01,E09000026,1550
2014-09-01,E09000027,470
2014-09-01,E09000028,1630
2014-09-01,E09000029,1180
2014-09-01,E09000030,1670
2014-09-01,E09000031,1870
2014-09-01,E09000032,930
2014-09-01,E09000033,720
2014-09-01,E06000047,7510
2014-09-01,E06000005,1340
2014-09-01,E08000037,2590
2014-09-01,E06000001,1370
2014-09-01,E06000002,1710
2014-09-01,E08000021,2790
2014-09-01,E08000022,2700
2014-09-01,E06000057,3850
2014-09-01,E06000003,1930
2014-09-01,E08000023,2330
2014-09-01,E06000004,2500
2014-09-01,E08000024,4590
2014-09-01,E06000008,1670
2014-09-01,E06000009,1940
2014-09-01,E08000001,3150
2014-09-01,E08000002,1980
2014-09-01,E06000049,3360
2014-09-01,E06000050,3300
2014-09-01,E10000006,5890
2014-09-01,E06000006,1420
2014-09-01,E08000011,2180
2014-09-01,E10000017,12810
2014-09-01,E08000012,5080
2014-09-01,E08000003,4830
2014-09-01,E08000004,2760
2014-09-01,E08000005,2630
2014-09-01,E08000006,2870
2014-09-01,E08000014,3100
2014-09-01,E08000013,2260
2014-09-01,E08000007,2970
2014-09-01,E08000008,2720
2014-09-01,E08000009,2100
2014-09-01,E06000007,2220
2014-09-01,E08000010,4240
2014-09-01,E08000015,3850
2014-09-01,E06000036,890
2014-09-01,E06000043,1310
2014-09-01,E10000002,2760
2014-09-01,E10000011,3590
2014-09-01,E10000014,13870
2014-09-01,E06000046,1580
2014-09-01,E10000016,11020
2014-09-01,E06000035,2740
2014-09-01,E06000042,1840
2014-09-01,E10000025,4360
2014-09-01,E06000044,1970
2014-09-01,E06000038,1190
2014-09-01,E06000039,980
2014-09-01,E06000045,2000
2014-09-01,E10000030,5710
2014-09-01,E06000037,1240
2014-09-01,E10000032,5400
2014-09-01,E06000040,660
2014-09-01,E06000041,1920
2014-09-01,E06000022,1080
2014-09-01,E06000028,1830
2014-09-01,E06000023,3180
2014-09-01,E06000052,5400
2014-09-01,E10000008,6850
2014-09-01,E10000009,5680
2014-09-01,E10000013,4910
2014-09-01,E06000024,1850
2014-09-01,E06000026,3240
2014-09-01,E06000029,1280
2014-09-01,E10000027,4890
2014-09-01,E06000025,2560
2014-09-01,E06000030,1790
2014-09-01,E06000027,1550
2014-09-01,E06000054,5390
2014-09-01,E08000025,11470
2014-09-01,E08000026,3460
2014-09-01,E08000027,3530
2014-09-01,E06000019,1700
2014-09-01,E08000028,3820
2014-09-01,E06000051,3890
2014-09-01,E08000029,2130
2014-09-01,E10000028,9640
2014-09-01,E06000021,3230
2014-09-01,E06000020,2050
2014-09-01,E08000030,3050
2014-09-01,E10000031,5080
2014-09-01,E08000031,2770
2014-09-01,E10000034,5420
2014-09-01,E08000016,3060
2014-09-01,E08000032,4400
2014-09-01,E08000033,2350
2014-09-01,E08000017,3990
2014-09-01,E06000011,5360
2014-09-01,E06000010,3520
2014-09-01,E08000034,4220
2014-09-01,E08000035,6850
2014-09-01,E06000012,1570
2014-09-01,E06000013,1960
2014-09-01,E10000023,11220
2014-09-01,E08000018,3200
2014-09-01,E08000019,5310
2014-09-01,E08000036,3860
2014-09-01,E06000014,1700
2015-09-01,E06000015,2740
2015-09-01,E10000007,9250
2015-09-01,E06000016,3220
2015-09-01,E10000018,6090
2015-09-01,E10000019,6840
2015-09-01,E10000021,7340
2015-09-01,E06000018,3280
2015-09-01,E10000024,9050
2015-09-01,E06000017,270
2015-09-01,E06000055,1360
2015-09-01,E10000003,4400
2015-09-01,E06000056,2060
2015-09-01,E10000012,11750
2015-09-01,E10000015,6830
2015-09-01,E06000032,1740
2015-09-01,E10000020,7670
2015-09-01,E06000031,1680
2015-09-01,E06000033,1420
2015-09-01,E10000029,6340
2015-09-01,E06000034,1400
2015-09-01,E09000002,1790
2015-09-01,E09000003,1490
2015-09-01,E09000004,1910
2015-09-01,E09000005,1860
2015-09-01,E09000006,1710
2015-09-01,E09000007,690
2015-09-01,E09000001,20
2015-09-01,E09000008,2510
2015-09-01,E09000009,1760
2015-09-01,E09000010,2100
2015-09-01,E09000011,1980
2015-09-01,E09000012,1300
2015-09-01,E09000013,610
2015-09-01,E09000014,1460
2015-09-01,E09000015,1210
