id,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
E06000001,670.0,1080.0,1400.0,1240.0,1260.0,1370.0,1460.0,1320.0,850.0,940.0,720.0,660.0,730.0,660.0,400.0
E06000002,1020.0,1750.0,1890.0,1900.0,1480.0,1710.0,1910.0,1860.0,1250.0,1270.0,940.0,900.0,1020.0,1040.0,570.0
E06000003,970.0,1860.0,2050.0,2120.0,1690.0,1930.0,2090.0,2110.0,1400.0,1380.0,1100.0,980.0,1090.0,990.0,550.0
E06000004,1270.0,2290.0,2680.0,2720.0,2340.0,2500.0,2770.0,2460.0,1670.0,1710.0,1360.0,1400.0,1600.0,1430.0,790.0
E06000005,690.0,1430.0,1850.0,1550.0,1230.0,1340.0,1700.0,1410.0,900.0,980.0,750.0,730.0,910.0,910.0,480.0
E06000006,1070.0,1810.0,2010.0,1630.0,1420.0,1420.0,1440.0,1440.0,1030.0,1090.0,870.0,800.0,910.0,840.0,540.0
E06000007,1890.0,2440.0,2870.0,2250.0,2090.0,2220.0,2280.0,2300.0,1700.0,1720.0,1450.0,1380.0,1560.0,1440.0,860.0
E06000008,950.0,1550.0,1900.0,1930.0,1720.0,1670.0,1900.0,1850.0,1240.0,1370.0,1020.0,1030.0,1150.0,1040.0,630.0
E06000009,1300.0,1800.0,1940.0,2000.0,1570.0,1940.0,2110.0,1960.0,1320.0,1290.0,990.0,1040.0,1090.0,1060.0,560.0
E06000010,1970.0,3170.0,3440.0,3200.0,2570.0,3520.0,3580.0,4030.0,2360.0,2630.0,1890.0,1920.0,1980.0,1890.0,1110.0
E06000011,5400.0,5530.0,6040.0,5010.0,4830.0,5360.0,5070.0,5440.0,4240.0,4390.0,3510.0,3200.0,3370.0,2980.0,1560.0
E06000012,890.0,1330.0,1660.0,1590.0,1340.0,1570.0,1780.0,1380.0,1260.0,1260.0,950.0,910.0,1010.0,1050.0,610.0
E06000013,930.0,1520.0,1700.0,1820.0,1520.0,1960.0,1940.0,2010.0,1530.0,1470.0,940.0,1180.0,1210.0,1050.0,680.0
E06000014,950.0,1490.0,1660.0,1580.0,1300.0,1700.0,1720.0,1420.0,1140.0,1340.0,970.0,1010.0,1170.0,1100.0,680.0
E06000015,1780.0,2600.0,2800.0,2600.0,2480.0,2820.0,2740.0,2990.0,2180.0,2130.0,1660.0,1750.0,1860.0,1800.0,1100.0
E06000016,1220.0,2540.0,2940.0,3010.0,2380.0,3120.0,3220.0,3050.0,2000.0,2320.0,1760.0,1740.0,1900.0,1840.0,1090.0
E06000017,140.0,230.0,290.0,280.0,210.0,300.0,270.0,240.0,160.0,170.0,160.0,170.0,200.0,140.0,100.0
E06000018,1700.0,2640.0,2920.0,3210.0,2810.0,3350.0,3280.0,3200.0,2090.0,2130.0,1740.0,1530.0,1680.0,1780.0,920.0
E06000019,1060.0,1650.0,2030.0,1850.0,1670.0,1700.0,1590.0,1470.0,1030.0,1270.0,1010.0,1090.0,1070.0,1100.0,670.0
E06000020,980.0,1730.0,1960.0,2350.0,1830.0,2050.0,2230.0,2110.0,1490.0,1690.0,1360.0,1230.0,1330.0,1350.0,820.0
E06000021,1860.0,2960.0,3270.0,3740.0,2990.0,3230.0,3410.0,3020.0,2020.0,2020.0,1550.0,1720.0,1860.0,1890.0,1040.0
E06000022,680.0,1030.0,1200.0,1110.0,990.0,1080.0,1100.0,1040.0,980.0,1060.0,880.0,910.0,920.0,940.0,610.0
E06000023,2100.0,3520.0,3800.0,3480.0,3010.0,3180.0,3290.0,3210.0,2880.0,2860.0,2400.0,2610.0,2790.0,2720.0,1570.0
E06000024,1210.0,2020.0,2100.0,1890.0,1770.0,1850.0,1830.0,1750.0,1480.0,1430.0,1200.0,1110.0,1250.0,1310.0,830.0
E06000025,1560.0,2580.0,2830.0,2620.0,2350.0,2560.0,2640.0,2620.0,2390.0,2320.0,1960.0,2040.0,2220.0,2170.0,1350.0
E06000026,2290.0,3160.0,3910.0,3400.0,2830.0,3240.0,3560.0,3760.0,2520.0,2550.0,2160.0,2330.0,2470.0,2290.0,1420.0
E06000027,910.0,1520.0,1670.0,1600.0,1300.0,1550.0,1510.0,1630.0,950.0,1000.0,800.0,830.0,930.0,880.0,530.0
E06000028,990.0,1600.0,1640.0,1970.0,1630.0,1830.0,1690.0,1690.0,1290.0,,,,,,
E06000029,790.0,1130.0,1250.0,1460.0,1190.0,1280.0,1320.0,1300.0,1030.0,,,,,,
E06000030,1080.0,1640.0,1980.0,1840.0,1560.0,1790.0,1950.0,1820.0,1580.0,1530.0,1280.0,1150.0,1410.0,1350.0,870.0
E06000031,800.0,1400.0,1710.0,1840.0,1390.0,1670.0,1680.0,1740.0,1280.0,1420.0,1140.0,1050.0,1150.0,1150.0,680.0
E06000032,660.0,1430.0,1640.0,1580.0,1550.0,1670.0,1740.0,1590.0,1200.0,1110.0,1030.0,970.0,1030.0,1050.0,650.0
E06000033,640.0,1150.0,1220.0,1400.0,1250.0,1390.0,1420.0,1360.0,1110.0,1020.0,860.0,790.0,950.0,880.0,520.0
E06000034,670.0,1150.0,1270.0,1310.0,1190.0,1480.0,1400.0,1360.0,1210.0,1150.0,1060.0,1040.0,1080.0,1030.0,670.0
