id,name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
E14000530,Aldershot,0.0,0.35802469135802467,0.3950617283950617,0.13580246913580246,0.16049382716049382,0.1728395061728395,0.06172839506172839,-0.12345679012345678,-0.1111111111111111,-0.2345679012345679,-0.2962962962962963,-0.08641975308641975,-0.16049382716049382
E14000531,Aldridge-Brownhills,0.0,0.0875,0.0625,-0.1,0.1,0.1625,0.0625,-0.2,-0.1375,-0.275,-0.35,-0.25,-0.35
E14000532,Altrincham and Sale West,0.0,0.46938775510204084,0.5102040816326531,0.24489795918367346,0.40816326530612246,0.3673469387755102,0.3469387755102041,-0.02040816326530612,0.10204081632653061,-0.1836734693877551,0.0,0.061224489795918366,-0.12244897959183673
E14000533,Amber Valley,0.0,0.21348314606741572,0.20224719101123595,0.0449438202247191,0.30337078651685395,0.2808988764044944,0.2696629213483146,-0.1348314606741573,-0.1797752808988764,-0.3258426966292135,-0.33707865168539325,-0.23595505617977527,-0.24719101123595505
E14000534,Arundel and South Downs,0.0,0.02127659574468085,0.0,-0.14893617021276595,-0.06382978723404255,-0.06382978723404255,0.0,-0.0851063829787234,-0.1276595744680851,-0.1276595744680851,-0.10638297872340426,-0.0851063829787234,-0.10638297872340426
E14000535,Ashfield,0.0,0.1732283464566929,0.08661417322834646,-0.09448818897637795,0.14960629921259844,0.13385826771653545,0.08661417322834646,-0.2047244094488189,-0.2047244094488189,-0.4566929133858268,-0.4015748031496063,-0.33070866141732286,-0.4251968503937008
E14000536,Ashford,0.0,0.7402597402597403,0.4675324675324675,-0.012987012987012988,0.2987012987012987,0.22077922077922077,0.19480519480519481,-0.1038961038961039,0.05194805194805195,-0.15584415584415584,-0.11688311688311688,0.025974025974025976,0.0
E14000537,Ashton-under-Lyne,0.0,0.07142857142857142,-0.09523809523809523,-0.11904761904761904,-0.11904761904761904,-0.14285714285714285,-0.10317460317460317,-0.31746031746031744,-0.3253968253968254,-0.4603174603174603,-0.5,-0.40476190476190477,-0.46825396825396826
E14000538,Aylesbury,0.0,0.06578947368421052,0.2894736842105263,0.13157894736842105,0.06578947368421052,0.13157894736842105,0.18421052631578946,0.039473684210526314,0.14473684210526316,-0.15789473684210525,-0.039473684210526314,0.02631578947368421,0.11842105263157894
E14000539,Banbury,0.0,0.27848101265822783,0.27848101265822783,-0.0379746835443038,0.12658227848101267,0.12658227848101267,0.10126582278481013,-0.06329113924050633,0.02531645569620253,-0.12658227848101267,-0.08860759493670886,0.02531645569620253,-0.0379746835443038
