date,id,value
2009-09-01,E14000848,380
2009-09-01,E14000849,670
2009-09-01,E14000850,510
2009-09-01,E14000851,580
2009-09-01,E14000852,460
2009-09-01,E14000853,890
2009-09-01,E14000854,450
2009-09-01,E14000855,550
2009-09-01,E14000856,620
2009-09-01,E14000857,990
2009-09-01,E14000858,420
2009-09-01,E14000859,460
2009-09-01,E14000860,370
2009-09-01,E14000861,470
2009-09-01,E14000862,510
2009-09-01,E14000863,460
2009-09-01,E14000864,370
2009-09-01,E14000865,460
2009-09-01,E14000866,790
2009-09-01,E14000867,450
2009-09-01,E14000868,500
2009-09-01,E14000869,370
2009-09-01,E14000870,580
2009-09-01,E14000871,700
2009-09-01,E14000872,330
2009-09-01,z,2790
2009-09-01,E14000873,350
2009-09-01,E14000874,350
2009-09-01,E14000875,470
2009-09-01,E14000876,660
2009-09-01,E14000877,420
2009-09-01,E14000878,520
2009-09-01,E14000879,880
2009-09-01,E14000880,870
2009-09-01,E14000881,480
2009-09-01,E14000882,400
2009-09-01,E14000883,400
2009-09-01,E14000884,280
2009-09-01,E14000885,700
2009-09-01,E14000886,460
2009-09-01,E14000887,140
2009-09-01,E14000888,490
2009-09-01,E14000889,410
2009-09-01,E14000890,580
2009-09-01,E14000891,660
2009-09-01,E14000892,440
2009-09-01,E14000893,230
2009-09-01,E14000894,680
2009-09-01,E14000895,580
2009-09-01,E14000896,130
2009-09-01,E14000897,660
2009-09-01,E14000898,840
2009-09-01,E14000899,410
2009-09-01,E14000900,390
2009-09-01,E14000901,470
2009-09-01,E14000902,660
2009-09-01,E14000903,620
2009-09-01,E14000904,700
2009-09-01,E14000905,570
2009-09-01,E14000906,220
2009-09-01,E14000907,200
2009-09-01,E14000908,360
2009-09-01,E14000909,370
2009-09-01,E14000910,370
2009-09-01,E14000911,790
2009-09-01,E14000912,430
2009-09-01,E14000913,560
2009-09-01,E14000914,530
2009-09-01,E14000915,570
2009-09-01,E14000916,490
2009-09-01,E14000917,510
2009-09-01,E14000918,220
2009-09-01,E14000919,440
2009-09-01,E14000920,740
2009-09-01,E14000921,870
2009-09-01,E14000922,310
2009-09-01,E14000923,730
2009-09-01,E14000924,640
2009-09-01,E14000925,460
2009-09-01,E14000926,510
2009-09-01,E14000927,440
2009-09-01,E14000928,510
2009-09-01,E14000929,690
2009-09-01,E14000930,460
2009-09-01,E14000931,470
2009-09-01,E14000932,530
2009-09-01,E14000933,560
2009-09-01,E14000934,360
2009-09-01,E14000935,510
2009-09-01,E14000936,1920
2009-09-01,E14000937,450
2009-09-01,E14000938,830
2009-09-01,E14000939,470
2009-09-01,E14000940,520
2009-09-01,E14000941,370
2009-09-01,E14000942,530
2009-09-01,E14000943,670
2009-09-01,E14000944,660
2009-09-01,E14000945,570
2009-09-01,E14000946,380
2009-09-01,E14000947,500
2009-09-01,E14000948,360
2009-09-01,E14000949,440
2009-09-01,E14000950,780
2009-09-01,E14000951,280
2009-09-01,E14000952,510
2009-09-01,E14000953,220
2009-09-01,E14000954,940
2009-09-01,E14000955,530
2009-09-01,E14000956,430
2009-09-01,E14000957,300
2009-09-01,E14000958,550
2009-09-01,E14000959,370
2009-09-01,E14000960,250
2009-09-01,E14000961,650
2009-09-01,E14000962,710
2009-09-01,E14000963,720
2009-09-01,E14000964,570
2009-09-01,E14000965,420
2009-09-01,E14000966,480
2009-09-01,E14000967,670
2009-09-01,E14000968,380
2009-09-01,E14000969,630
2009-09-01,E14000970,670
2009-09-01,E14000971,600
2009-09-01,E14000972,610
2009-09-01,E14000973,730
2009-09-01,E14000974,670
2009-09-01,E14000975,410
2009-09-01,E14000976,480
2009-09-01,E14000977,290
2009-09-01,E14000978,200
2009-09-01,E14000979,570
2009-09-01,E14000980,520
2009-09-01,E14000981,490
2009-09-01,E14000982,850
2009-09-01,E14000983,1360
2009-09-01,E14000984,310
2009-09-01,E14000985,410
2009-09-01,E14000986,460
2009-09-01,E14000987,340
2009-09-01,E14000988,660
2009-09-01,E14000989,550
2009-09-01,E14000990,460
2009-09-01,E14000991,350
2009-09-01,E14000992,1360
2009-09-01,E14000993,490
2009-09-01,E14000994,460
2009-09-01,E14000995,430
2009-09-01,E14000996,560
2009-09-01,E14000997,240
2009-09-01,E14000998,140
2009-09-01,E14000999,710
2009-09-01,E14001000,590
2009-09-01,E14001001,450
2009-09-01,E14001002,330
2009-09-01,E14001003,600
2009-09-01,E14001004,210
2009-09-01,E14001005,190
2009-09-01,E14001006,660
2009-09-01,E14001007,410
2009-09-01,E14001008,250
2009-09-01,E14001009,530
2009-09-01,E14001010,710
2009-09-01,E14001011,630
2009-09-01,E14001012,590
2009-09-01,E14001013,320
2009-09-01,E14001014,630
2009-09-01,E14001015,410
2009-09-01,E14001016,600
2009-09-01,E14001017,1050
2009-09-01,E14001018,840
2009-09-01,E14001019,350
2009-09-01,E14001020,810
2009-09-01,E14001021,380
2009-09-01,E14001022,540
2009-09-01,E14001023,350
2009-09-01,E14001024,520
2009-09-01,E14001025,560
2009-09-01,E14001026,480
2009-09-01,E14001027,310
2009-09-01,E14001028,710
2009-09-01,E14001029,540
2009-09-01,E14001030,670
2009-09-01,E14001031,520
2009-09-01,E14001032,430
2009-09-01,E14001033,550
2009-09-01,E14001034,460
2009-09-01,E14001035,310
2009-09-01,E14001036,180
2009-09-01,E14001037,370
2009-09-01,E14001038,700
2009-09-01,E14001039,810
2009-09-01,E14001040,110
2009-09-01,E14001041,970
2009-09-01,E14001042,320
2009-09-01,E14001043,350
2009-09-01,E14001044,430
2009-09-01,E14001045,440
2009-09-01,E14001046,530
2009-09-01,E14001047,360
2009-09-01,E14001048,2450
2009-09-01,E14001049,660
2009-09-01,E14001050,600
2009-09-01,E14001051,400
2009-09-01,E14001052,470
2009-09-01,E14001053,520
2009-09-01,E14001054,740
2009-09-01,E14001055,330
2009-09-01,E14001056,420
2009-09-01,E14001057,460
2009-09-01,E14001058,460
2009-09-01,E14001059,620
2009-09-01,E14001060,770
2009-09-01,E14001061,530
2009-09-01,E14001062,420
2010-09-01,E14000530,810
2010-09-01,E14000531,800
2010-09-01,E14000532,490
2010-09-01,E14000533,890
2010-09-01,E14000534,470
2010-09-01,E14000535,1270
2010-09-01,E14000536,770
2010-09-01,E14000537,1260
2010-09-01,E14000538,760
2010-09-01,E14000539,790
2010-09-01,E14000540,930
2010-09-01,E14000541,1070
2010-09-01,E14000542,1130
2010-09-01,E14000543,1230
2010-09-01,E14000544,660
2010-09-01,E14000545,910
2010-09-01,E14000546,1000
2010-09-01,E14000547,460
2010-09-01,E14000548,1160
2010-09-01,E14000549,340
2010-09-01,E14000550,450
2010-09-01,E14000551,400
2010-09-01,E14000552,620
2010-09-01,E14000553,680
2010-09-01,E14000554,780
2010-09-01,E14000555,790
2010-09-01,E14000556,3540
2010-09-01,E14000557,610
2010-09-01,E14000558,630
2010-09-01,E14000559,1310
2010-09-01,E14000560,740
2010-09-01,E14000561,1050
2010-09-01,E14000562,830
2010-09-01,E14000563,1060
2010-09-01,E14000564,1050
2010-09-01,E14000565,1360
2010-09-01,E14000566,1060
2010-09-01,E14000567,930
2010-09-01,E14000568,1130
2010-09-01,E14000569,1160
2010-09-01,E14000570,1060
2010-09-01,E14000571,1170
2010-09-01,E14000572,990
2010-09-01,E14000573,1070
2010-09-01,E14000574,1180
2010-09-01,E14000575,1320
2010-09-01,E14000576,850
2010-09-01,E14000577,1030
2010-09-01,E14000578,1000
2010-09-01,E14000579,1030
2010-09-01,E14000580,990
2010-09-01,E14000581,1510
2010-09-01,E14000582,880
2010-09-01,E14000583,1080
2010-09-01,E14000584,920
2010-09-01,E14000585,820
2010-09-01,E14000586,800
2010-09-01,E14000587,1140
2010-09-01,E14000588,1120
2010-09-01,E14000589,820
2010-09-01,E14000590,820
2010-09-01,E14000591,690
2010-09-01,E14000592,630
2010-09-01,E14000593,540
2010-09-01,E14000594,520
2010-09-01,E14000595,1030
2010-09-01,E14000596,810
2010-09-01,E14000597,640
2010-09-01,E14000598,520
2010-09-01,E14000599,1050
2010-09-01,E14000600,800
2010-09-01,E14000601,1100
2010-09-01,E14000602,570
2010-09-01,E14000603,690
2010-09-01,E14000604,460
2010-09-01,E14000605,820
2010-09-01,E14000606,570
2010-09-01,E14000607,690
2010-09-01,E14000608,470
2010-09-01,E14000609,890
2010-09-01,E14000610,1010
2010-09-01,E14000611,770
2010-09-01,E14000612,950
2010-09-01,E14000613,910
2010-09-01,E14000614,1020
2010-09-01,E14000615,790
2010-09-01,E14000616,800
2010-09-01,E14000617,380
2010-09-01,E14000618,1260
2010-09-01,E14000619,540
2010-09-01,E14000620,950
2010-09-01,E14000621,680
2010-09-01,E14000622,980
2010-09-01,E14000623,720
2010-09-01,E14000624,660
2010-09-01,E14000625,760
2010-09-01,E14000626,820
2010-09-01,E14000627,760
2010-09-01,E14000628,740
2010-09-01,E14000629,230
2010-09-01,E14000630,590
2010-09-01,E14000631,360
2010-09-01,E14000632,1110
2010-09-01,E14000633,560
2010-09-01,E14000634,530
2010-09-01,E14000635,690
2010-09-01,E14000636,380
2010-09-01,E14000637,1040
2010-09-01,E14000638,640
2010-09-01,E14000639,570
2010-09-01,E14000640,750
2010-09-01,E14000641,840
2010-09-01,E14000642,840
2010-09-01,E14000643,780
2010-09-01,E14000644,870
2010-09-01,E14000645,1010
2010-09-01,E14000646,800
2010-09-01,E14000647,890
2010-09-01,E14000648,950
2010-09-01,E14000649,1230
2010-09-01,E14000650,1070
2010-09-01,E14000651,850
2010-09-01,E14000652,770
2010-09-01,E14000653,1230
2010-09-01,E14000654,820
2010-09-01,E14000655,920
2010-09-01,E14000656,530
2010-09-01,E14000657,770
2010-09-01,E14000658,1310
2010-09-01,E14000659,680
2010-09-01,E14000660,620
2010-09-01,E14000661,1320
2010-09-01,E14000662,1060
2010-09-01,E14000663,1120
2010-09-01,E14000664,530
2010-09-01,E14000665,1870
2010-09-01,E14000666,1160
2010-09-01,E14000667,1120
2010-09-01,E14000668,1230
2010-09-01,E14000669,1260
2010-09-01,E14000670,680
2010-09-01,E14000671,1060
2010-09-01,E14000672,950
2010-09-01,E14000673,520
2010-09-01,E14000674,450
2010-09-01,E14000675,790
2010-09-01,E14000676,530
2010-09-01,E14000677,1250
2010-09-01,E14000678,1360
2010-09-01,E14000679,930
2010-09-01,E14000680,440
2010-09-01,E14000681,580
2010-09-01,E14000682,560
2010-09-01,E14000683,770
2010-09-01,E14000684,880
2010-09-01,E14000685,900
2010-09-01,E14000686,800
2010-09-01,E14000687,640
2010-09-01,E14000688,1070
2010-09-01,E14000689,900
2010-09-01,E14000690,640
2010-09-01,E14000691,570
2010-09-01,E14000692,340
2010-09-01,E14000693,590
2010-09-01,E14000694,350
2010-09-01,E14000695,970
2010-09-01,E14000696,960
2010-09-01,E14000697,370
2010-09-01,E14000698,900
2010-09-01,E14000699,710
2010-09-01,E14000700,660
2010-09-01,E14000701,760
2010-09-01,E14000702,850
2010-09-01,E14000703,300
2010-09-01,E14000704,760
2010-09-01,E14000705,630
2010-09-01,E14000706,780
2010-09-01,E14000707,870
2010-09-01,E14000708,1740
2010-09-01,E14000709,1230
2010-09-01,E14000710,870
2010-09-01,E14000711,700
2010-09-01,E14000712,1050
2010-09-01,E14000713,1730
2010-09-01,E14000714,840
2010-09-01,E14000715,600
2010-09-01,E14000716,760
2010-09-01,E14000717,760
2010-09-01,E14000718,720
2010-09-01,E14000719,410
2010-09-01,E14000720,560
2010-09-01,E14000721,580
2010-09-01,E14000722,940
2010-09-01,E14000723,1180
2010-09-01,E14000724,720
2010-09-01,E14000725,1440
2010-09-01,E14000726,510
2010-09-01,E14000727,320
2010-09-01,E14000728,750
2010-09-01,E14000729,800
2010-09-01,E14000730,1990
2010-09-01,E14000731,450
2010-09-01,E14000732,520
2010-09-01,E14000733,1080
2010-09-01,E14000734,620
2010-09-01,E14000735,980
2010-09-01,E14000736,650
2010-09-01,E14000737,770
2010-09-01,E14000738,910
2010-09-01,E14000739,630
2010-09-01,E14000740,890
2010-09-01,E14000741,510
2010-09-01,E14000742,460
2010-09-01,E14000743,960
2010-09-01,E14000744,590
2010-09-01,E14000745,570
2010-09-01,E14000746,650
2010-09-01,E14000747,1200
2010-09-01,E14000748,800
2010-09-01,E14000749,410
2010-09-01,E14000750,540
2010-09-01,E14000751,600
2010-09-01,E14000752,470
2010-09-01,E14000753,530
2010-09-01,E14000754,1610
2010-09-01,E14000755,520
2010-09-01,E14000756,980
2010-09-01,E14000757,620
2010-09-01,E14000758,1070
2010-09-01,E14000759,480
2010-09-01,E14000760,550
2010-09-01,E14000761,840
2010-09-01,E14000762,1690
2010-09-01,E14000763,420
2010-09-01,E14000764,450
2010-09-01,E14000765,1240
2010-09-01,E14000766,790
2010-09-01,E14000767,440
2010-09-01,E14000768,260
2010-09-01,E14000769,840
2010-09-01,E14000770,490
2010-09-01,E14000771,1280
2010-09-01,E14000772,1010
2010-09-01,E14000773,1050
2010-09-01,E14000774,930
2010-09-01,E14000775,1810
2010-09-01,E14000776,750
2010-09-01,E14000777,1220
2010-09-01,E14000778,1120
2010-09-01,E14000779,630
2010-09-01,E14000780,560
2010-09-01,E14000781,1110
2010-09-01,E14000782,760
2010-09-01,E14000783,770
2010-09-01,E14000784,1010
2010-09-01,E14000785,1270
2010-09-01,E14000786,580
2010-09-01,E14000787,610
2010-09-01,E14000788,610
2010-09-01,E14000789,590
2010-09-01,E14000790,550
2010-09-01,E14000791,860
2010-09-01,E14000792,1000
2010-09-01,E14000793,1220
2010-09-01,E14000794,1550
2010-09-01,E14000795,1090
2010-09-01,E14000796,1330
2010-09-01,E14000797,710
2010-09-01,E14000798,670
2010-09-01,E14000799,560
2010-09-01,E14000800,720
2010-09-01,E14000801,750
2010-09-01,E14000802,670
2010-09-01,E14000803,440
2010-09-01,E14000804,560
2010-09-01,E14000805,1340
2010-09-01,E14000806,740
2010-09-01,E14000807,1310
2010-09-01,E14000808,920
2010-09-01,E14000809,630
2010-09-01,E14000810,1330
2010-09-01,E14000811,710
2010-09-01,E14000812,910
2010-09-01,E14000813,560
2010-09-01,E14000814,890
2010-09-01,E14000815,590
2010-09-01,E14000816,730
2010-09-01,E14000817,520
2010-09-01,E14000818,710
2010-09-01,E14000819,1120
2010-09-01,E14000820,1220
2010-09-01,E14000821,960
2010-09-01,E14000822,1020
2010-09-01,E14000823,720
2010-09-01,E14000824,270
2010-09-01,E14000825,980
2010-09-01,E14000826,1040
2010-09-01,E14000827,910
2010-09-01,E14000828,580
2010-09-01,E14000829,790
2010-09-01,E14000830,710
2010-09-01,E14000831,1000
2010-09-01,E14000832,930
2010-09-01,E14000833,1080
2010-09-01,E14000834,1040
2010-09-01,E14000835,890
2010-09-01,E14000836,1280
2010-09-01,E14000837,830
2010-09-01,E14000838,650
2010-09-01,E14000839,2160
2010-09-01,E14000840,1370
2010-09-01,E14000841,560
2010-09-01,E14000842,730
2010-09-01,E14000843,990
2010-09-01,E14000844,520
2010-09-01,E14000845,640
2010-09-01,E14000846,570
2010-09-01,E14000847,690
2010-09-01,E14000848,600
2010-09-01,E14000849,1050
2010-09-01,E14000850,780
2010-09-01,E14000851,880
2010-09-01,E14000852,950
2010-09-01,E14000853,1730
2010-09-01,E14000854,850
2010-09-01,E14000855,900
2010-09-01,E14000856,1200
2010-09-01,E14000857,930
2010-09-01,E14000858,970
2010-09-01,E14000859,770
2010-09-01,E14000860,520
2010-09-01,E14000861,800
2010-09-01,E14000862,870
2010-09-01,E14000863,700
2010-09-01,E14000864,550
2010-09-01,E14000865,730
2010-09-01,E14000866,1200
2010-09-01,E14000867,720
2010-09-01,E14000868,830
2010-09-01,E14000869,650
2010-09-01,E14000870,1060
2010-09-01,E14000871,1170
2010-09-01,E14000872,460
2010-09-01,z,4220
2010-09-01,E14000873,630
2010-09-01,E14000874,500
2010-09-01,E14000875,820
2010-09-01,E14000876,980
2010-09-01,E14000877,710
2010-09-01,E14000878,840
2010-09-01,E14000879,1190
2010-09-01,E14000880,1280
2010-09-01,E14000881,740
2010-09-01,E14000882,890
2010-09-01,E14000883,790
2010-09-01,E14000884,610
2010-09-01,E14000885,1070
2010-09-01,E14000886,770
2010-09-01,E14000887,290
2010-09-01,E14000888,790
2010-09-01,E14000889,790
2010-09-01,E14000890,920
2010-09-01,E14000891,1270
2010-09-01,E14000892,920
2010-09-01,E14000893,410
2010-09-01,E14000894,1000
2010-09-01,E14000895,1150
2010-09-01,E14000896,220
2010-09-01,E14000897,1150
2010-09-01,E14000898,1200
2010-09-01,E14000899,750
2010-09-01,E14000900,580
2010-09-01,E14000901,770
2010-09-01,E14000902,1020
2010-09-01,E14000903,980
2010-09-01,E14000904,1040
2010-09-01,E14000905,870
2010-09-01,E14000906,440
2010-09-01,E14000907,340
2010-09-01,E14000908,590
2010-09-01,E14000909,690
2010-09-01,E14000910,620
2010-09-01,E14000911,1300
2010-09-01,E14000912,570
2010-09-01,E14000913,860
2010-09-01,E14000914,840
2010-09-01,E14000915,1290
2010-09-01,E14000916,860
2010-09-01,E14000917,880
2010-09-01,E14000918,440
2010-09-01,E14000919,630
2010-09-01,E14000920,1210
2010-09-01,E14000921,1250
2010-09-01,E14000922,450
2010-09-01,E14000923,1150
2010-09-01,E14000924,990
2010-09-01,E14000925,750
2010-09-01,E14000926,950
2010-09-01,E14000927,750
2010-09-01,E14000928,820
2010-09-01,E14000929,930
2010-09-01,E14000930,730
2010-09-01,E14000931,720
2010-09-01,E14000932,750
2010-09-01,E14000933,770
2010-09-01,E14000934,580
2010-09-01,E14000935,970
2010-09-01,E14000936,1680
2010-09-01,E14000937,570
2010-09-01,E14000938,980
2010-09-01,E14000939,880
2010-09-01,E14000940,960
2010-09-01,E14000941,580
2010-09-01,E14000942,710
2010-09-01,E14000943,1060
2010-09-01,E14000944,1270
2010-09-01,E14000945,830
2010-09-01,E14000946,570
2010-09-01,E14000947,760
2010-09-01,E14000948,620
2010-09-01,E14000949,700
2010-09-01,E14000950,1010
2010-09-01,E14000951,480
2010-09-01,E14000952,820
2010-09-01,E14000953,360
2010-09-01,E14000954,1280
2010-09-01,E14000955,890
2010-09-01,E14000956,820
2010-09-01,E14000957,520
2010-09-01,E14000958,1000
2010-09-01,E14000959,570
2010-09-01,E14000960,430
2010-09-01,E14000961,1030
2010-09-01,E14000962,1140
2010-09-01,E14000963,1240
2010-09-01,E14000964,710
2010-09-01,E14000965,820
2010-09-01,E14000966,780
2010-09-01,E14000967,1150
2010-09-01,E14000968,680
2010-09-01,E14000969,1090
2010-09-01,E14000970,1180
2010-09-01,E14000971,1110
2010-09-01,E14000972,900
2010-09-01,E14000973,1240
2010-09-01,E14000974,1110
2010-09-01,E14000975,700
2010-09-01,E14000976,810
2010-09-01,E14000977,510
2010-09-01,E14000978,540
2010-09-01,E14000979,980
2010-09-01,E14000980,600
2010-09-01,E14000981,760
2010-09-01,E14000982,1390
2010-09-01,E14000983,890
