time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,pcon_code,pcon_name,starts,starts_since_may_2010,starts_since_may_2015
201617,Academic year,Local authority,E92000001,England,E12000008,South East,E10000032,938,West Sussex,,,5920,38560,13070
201617,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,868,Windsor and Maidenhead,,,740,5130,1550
201617,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,872,Wokingham,,,810,14190,2290
201617,Academic year,Local authority,E92000001,England,E12000009,South West,E06000022,800,Bath and North East Somerset,,,1040,7690,2420
201617,Academic year,Local authority,E92000001,England,E12000009,South West,E06000028,837,Bournemouth,,,1690,12240,3790
201617,Academic year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",,,3210,23970,7280
201617,Academic year,Local authority,E92000001,England,E12000009,South West,E06000052,908,Cornwall,,,5360,38440,11930
201617,Academic year,Local authority,E92000001,England,E12000009,South West,E10000008,878,Devon,,,7510,51080,16190
201617,Academic year,Local authority,E92000001,England,E12000009,South West,E10000009,835,Dorset,,,5560,39850,12450
201617,Academic year,Local authority,E92000001,England,E12000009,South West,E10000013,916,Gloucestershire,,,4920,34180,11270
201617,Academic year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,,,1750,13400,4010
201617,Academic year,Local authority,E92000001,England,E12000009,South West,E06000026,879,Plymouth,,,3760,24410,8040
201617,Academic year,Local authority,E92000001,England,E12000009,South West,E06000029,836,Poole,,,1300,9110,2890
201617,Academic year,Local authority,E92000001,England,E12000009,South West,E10000027,933,Somerset,,,4930,34940,11230
201617,Academic year,Local authority,E92000001,England,E12000009,South West,E06000025,803,South Gloucestershire,,,2620,18480,5780
201617,Academic year,Local authority,E92000001,England,E12000009,South West,E06000030,866,Swindon,,,1820,12840,4190
201617,Academic year,Local authority,E92000001,England,E12000009,South West,E06000027,880,Torbay,,,1630,10980,3410
201617,Academic year,Local authority,E92000001,England,E12000009,South West,E06000054,865,Wiltshire,,,6460,39030,14210
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,330,Birmingham,,,10860,74830,24040
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,,,3400,23980,7270
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,,,3730,24710,8200
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000019,884,"Herefordshire, County of",,,1470,12170,3430
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,,,3880,26730,8710
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000051,893,Shropshire,,,4000,27420,9330
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,,,1880,13850,4210
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,860,Staffordshire,,,9620,65570,21320
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000021,861,Stoke-on-Trent,,,3020,23090,7170
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000020,894,Telford and Wrekin,,,2110,14480,4880
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,,,3110,21440,7180
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,937,Warwickshire,,,4820,33740,10840
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000031,336,Wolverhampton,,,2850,19630,6560
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000034,885,Worcestershire,,,5570,38080,12300
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,,,2930,22020,6870
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000032,380,Bradford,,,5350,34010,11640
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000033,381,Calderdale,,,2430,16490,5600
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,,,3850,27760,8900
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000011,811,East Riding of Yorkshire,,,5440,38510,11690
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000010,810,"Kingston upon Hull, City of",,,4030,24030,8660
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000034,382,Kirklees,,,4240,30690,9740
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000035,383,Leeds,,,7100,49110,15970
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000012,812,North East Lincolnshire,,,1380,10870,3480
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000013,813,North Lincolnshire,,,2010,12680,4410
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E10000023,815,North Yorkshire,,,8500,64810,20220
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000018,372,Rotherham,,,3120,22410,7230
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000019,373,Sheffield,,,5240,37360,11880
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000036,384,Wakefield,,,4110,26770,9190
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000014,816,York,,,1420,11110,3480
201617,Academic year,Local authority,E92000001,England,z,Outside of England and unknown,z,z,Outside of England and unknown,,,5740,39340,12500
201718,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000015,831,Derby,,,2180,21650,8620
201718,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000007,830,Derbyshire,,,6440,69400,27090
201718,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,856,Leicester,,,2000,22520,9040
201718,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,855,Leicestershire,,,4890,47730,18570
201718,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,,,5070,52240,20300
201718,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000021,928,Northamptonshire,,,4770,54390,20980
201718,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,,,2090,23930,9420
201718,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,,,6090,66090,25740
201718,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000017,857,Rutland,,,160,1990,760
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000055,822,Bedford,,,940,9130,3880
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000003,873,Cambridgeshire,,,3160,32100,12850
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000056,823,Central Bedfordshire,,,1920,15720,6510
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,,,9130,90550,34860
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,,,5940,53260,21110
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000032,821,Luton,,,1200,12520,4890
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,,,5950,56030,22110
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,,,1280,12900,5100
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,,,1110,10460,4190
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,,,4870,48540,18760
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,,,1210,10530,4270
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000002,301,Barking and Dagenham,,,1280,13190,5270
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000003,302,Barnet,,,1180,10660,4440
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,,,1630,14750,5730
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000005,304,Brent,,,1220,12800,5230
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000006,305,Bromley,,,1480,13600,5140
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000007,202,Camden,,,680,5550,2230
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000001,201,City of London,,,20,180,70
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000008,306,Croydon,,,1910,19270,7350
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000009,307,Ealing,,,1360,13580,5250
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000010,308,Enfield,,,1570,14620,6110
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000011,203,Greenwich,,,1550,15010,5800
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000012,204,Hackney,,,940,9690,3930
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000013,205,Hammersmith and Fulham,,,600,4920,1940
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000014,309,Haringey,,,1000,10250,4250
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000015,310,Harrow,,,930,8370,3450
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000016,311,Havering,,,1700,14960,6270
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000017,312,Hillingdon,,,1570,14960,5720
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000018,313,Hounslow,,,1220,11720,4510
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000019,206,Islington,,,820,6940,2800
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000020,207,Kensington and Chelsea,,,250,2300,870
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000021,314,Kingston upon Thames,,,560,4740,1930
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,,,1230,12010,4710
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,,,1380,14440,5480
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000024,315,Merton,,,780,7310,2790
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000025,316,Newham,,,1570,17480,7120
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000026,317,Redbridge,,,1260,11240,4720
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000027,318,Richmond upon Thames,,,510,3990,1610
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,,,1200,12820,4780
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000029,319,Sutton,,,1060,9580,3660
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000030,211,Tower Hamlets,,,1420,12910,4970
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000031,320,Waltham Forest,,,1310,13780,5480
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000032,212,Wandsworth,,,980,7710,3150
201718,Academic year,Local authority,E92000001,England,E12000007,London,E09000033,213,Westminster,,,670,5740,2090
201718,Academic year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,,,4730,57150,22200
201718,Academic year,Local authority,E92000001,England,E12000001,North East,E06000005,841,Darlington,,,900,11560,4320
201718,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,,,1730,20140,7590
201718,Academic year,Local authority,E92000001,England,E12000001,North East,E06000001,805,Hartlepool,,,850,10090,3940
201718,Academic year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,,,1250,13950,5440
201718,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,,,1890,22490,8280
201718,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,,,1790,21090,7300
201718,Academic year,Local authority,E92000001,England,E12000001,North East,E06000057,929,Northumberland,,,2620,31390,11180
201718,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,,,1400,15480,6040
201718,Academic year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,,,1340,17720,6660
201718,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,,,1670,19720,7490
201718,Academic year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,,,2480,33010,12280
201718,Academic year,Local authority,E92000001,England,E12000002,North West,E06000008,889,Blackburn with Darwen,,,1240,13940,5340
201718,Academic year,Local authority,E92000001,England,E12000002,North West,E06000009,890,Blackpool,,,1320,14910,5900
201718,Academic year,Local authority,E92000001,England,E12000002,North West,E08000001,350,Bolton,,,2060,23760,8990
201718,Academic year,Local authority,E92000001,England,E12000002,North West,E08000002,351,Bury,,,1520,15210,5890
201718,Academic year,Local authority,E92000001,England,E12000002,North West,E06000049,895,Cheshire East,,,2630,26410,9950
201718,Academic year,Local authority,E92000001,England,E12000002,North West,E06000050,896,Cheshire West and Chester,,,2440,26330,9830
201718,Academic year,Local authority,E92000001,England,E12000002,North West,E10000006,909,Cumbria,,,4540,45200,17390
201718,Academic year,Local authority,E92000001,England,E12000002,North West,E06000006,876,Halton,,,1030,12460,4210
201718,Academic year,Local authority,E92000001,England,E12000002,North West,E08000011,340,Knowsley,,,1360,18350,6240
201718,Academic year,Local authority,E92000001,England,E12000002,North West,E10000017,888,Lancashire,,,9470,101450,39850
201718,Academic year,Local authority,E92000001,England,E12000002,North West,E08000012,341,Liverpool,,,3430,44410,15010
201718,Academic year,Local authority,E92000001,England,E12000002,North West,E08000003,352,Manchester,,,3720,37380,14020
201718,Academic year,Local authority,E92000001,England,E12000002,North West,E08000004,353,Oldham,,,1900,20750,8030
201718,Academic year,Local authority,E92000001,England,E12000002,North West,E08000005,354,Rochdale,,,1990,19690,7690
201718,Academic year,Local authority,E92000001,England,E12000002,North West,E08000006,355,Salford,,,2200,22290,8350
201718,Academic year,Local authority,E92000001,England,E12000002,North West,E08000014,343,Sefton,,,2100,26120,9230
201718,Academic year,Local authority,E92000001,England,E12000002,North West,E08000013,342,St. Helens,,,1540,18140,6790
201718,Academic year,Local authority,E92000001,England,E12000002,North West,E08000007,356,Stockport,,,2550,24100,9050
201718,Academic year,Local authority,E92000001,England,E12000002,North West,E08000008,357,Tameside,,,2050,22210,8040
201718,Academic year,Local authority,E92000001,England,E12000002,North West,E08000009,358,Trafford,,,1450,15570,5900
201718,Academic year,Local authority,E92000001,England,E12000002,North West,E06000007,877,Warrington,,,1700,18770,6840
201718,Academic year,Local authority,E92000001,England,E12000002,North West,E08000010,359,Wigan,,,3150,33240,12890
201718,Academic year,Local authority,E92000001,England,E12000002,North West,E08000015,344,Wirral,,,2770,32330,11850
201718,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,867,Bracknell Forest,,,710,6810,2580
201718,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,,,1190,12060,4550
201718,Academic year,Local authority,E92000001,England,E12000008,South East,E10000002,825,Buckinghamshire,,,2610,22890,8910
201718,Academic year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,,,2810,29780,11540
201718,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,,,11230,104660,41710
201718,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,,,1110,12360,4460
201718,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,886,Kent,,,8290,84000,32970
201718,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,,,2650,21860,8860
201718,Academic year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,,,1400,15870,5820
201718,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,,,3410,32820,12530
201718,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,,,1570,14810,6030
201718,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,870,Reading,,,970,9580,3410
201718,Academic year,Local authority,E92000001,England,E12000008,South East,E06000039,871,Slough,,,780,7680,3020
201718,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,852,Southampton,,,1720,15860,6310
201718,Academic year,Local authority,E92000001,England,E12000008,South East,E10000030,936,Surrey,,,4970,45770,17330
201718,Academic year,Local authority,E92000001,England,E12000008,South East,E06000037,869,West Berkshire,,,970,8920,3280
201718,Academic year,Local authority,E92000001,England,E12000008,South East,E10000032,938,West Sussex,,,4790,43350,17860
201718,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,868,Windsor and Maidenhead,,,630,5760,2180
201718,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,872,Wokingham,,,750,14950,3040
201718,Academic year,Local authority,E92000001,England,E12000009,South West,E06000022,800,Bath and North East Somerset,,,980,8670,3390
201718,Academic year,Local authority,E92000001,England,E12000009,South West,E06000028,837,Bournemouth,,,1290,13530,5080
201718,Academic year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",,,2880,26850,10160
201718,Academic year,Local authority,E92000001,England,E12000009,South West,E06000052,908,Cornwall,,,3990,42430,15910
201718,Academic year,Local authority,E92000001,England,E12000009,South West,E10000008,878,Devon,,,5780,56860,21970
201718,Academic year,Local authority,E92000001,England,E12000009,South West,E10000009,835,Dorset,,,4800,44650,17240
201718,Academic year,Local authority,E92000001,England,E12000009,South West,E10000013,916,Gloucestershire,,,4140,38320,15420
201718,Academic year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,,,1480,14880,5490
201718,Academic year,Local authority,E92000001,England,E12000009,South West,E06000026,879,Plymouth,,,2520,26940,10570
201718,Academic year,Local authority,E92000001,England,E12000009,South West,E06000029,836,Poole,,,1030,10130,3910
201718,Academic year,Local authority,E92000001,England,E12000009,South West,E10000027,933,Somerset,,,3920,38860,15150
201718,Academic year,Local authority,E92000001,England,E12000009,South West,E06000025,803,South Gloucestershire,,,2390,20870,8170
201718,Academic year,Local authority,E92000001,England,E12000009,South West,E06000030,866,Swindon,,,1580,14420,5770
201718,Academic year,Local authority,E92000001,England,E12000009,South West,E06000027,880,Torbay,,,950,11920,4350
201718,Academic year,Local authority,E92000001,England,E12000009,South West,E06000054,865,Wiltshire,,,5720,44750,19930
201718,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,330,Birmingham,,,6800,81640,30840
201718,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,,,2400,26390,9680
201718,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,,,2710,27420,10910
201718,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000019,884,"Herefordshire, County of",,,1030,13200,4470
201718,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,,,2570,29310,11280
201718,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000051,893,Shropshire,,,3500,30920,12830
201718,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,,,1410,15260,5620
201718,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,860,Staffordshire,,,6850,72420,28170
201718,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000021,861,Stoke-on-Trent,,,2020,25110,9190
201718,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000020,894,Telford and Wrekin,,,1490,15970,6370
201718,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,,,2100,23540,9280
201718,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,937,Warwickshire,,,3660,37390,14500
201718,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000031,336,Wolverhampton,,,2030,21660,8590
201718,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000034,885,Worcestershire,,,4060,42140,16360
201718,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,,,1870,23890,8740
201718,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000032,380,Bradford,,,4040,38050,15680
201718,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000033,381,Calderdale,,,1840,18320,7430
201718,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,,,2440,30200,11340
201718,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000011,811,East Riding of Yorkshire,,,4240,42750,15930
201718,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000010,810,"Kingston upon Hull, City of",,,2360,26390,11020
201718,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000034,382,Kirklees,,,3040,33730,12780
201718,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000035,383,Leeds,,,5610,54710,21570
201718,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000012,812,North East Lincolnshire,,,1260,12120,4740
201718,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000013,813,North Lincolnshire,,,1530,14210,5940
201718,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E10000023,815,North Yorkshire,,,6840,71650,27060
201718,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000018,372,Rotherham,,,2010,24420,9240
201718,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000019,373,Sheffield,,,3580,40940,15460
201718,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000036,384,Wakefield,,,2810,29580,11990
201718,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000014,816,York,,,1140,12260,4620
201718,Academic year,Local authority,E92000001,England,z,Outside of England and unknown,z,z,Outside of England and unknown,,,4570,43910,17060
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000015,831,Derby,,,2130,23790,10750
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000007,830,Derbyshire,,,6510,75920,33600
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,856,Leicester,,,2320,24840,11350
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,855,Leicestershire,,,5250,52980,23820
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,,,5540,57780,25830
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000021,928,Northamptonshire,,,5640,60030,26620
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,,,2130,26060,11550
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,,,6220,72310,31960
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000017,857,Rutland,,,170,2160,930
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000055,822,Bedford,,,1180,10320,5060
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000003,873,Cambridgeshire,,,3660,35750,16510
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000056,823,Central Bedfordshire,,,2190,17900,8700
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,,,9360,99910,44220
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,,,6210,59470,27320
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000032,821,Luton,,,1110,13630,6000
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,,,5730,61770,27850
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,,,1420,14320,6520
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,,,1020,11480,5210
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,,,5220,53760,23980
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,,,1150,11680,5420
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000002,301,Barking and Dagenham,,,1300,14490,6570
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000003,302,Barnet,,,1280,11940,5720
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,,,1810,16560,7540
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000005,304,Brent,,,1400,14200,6620
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000006,305,Bromley,,,1620,15230,6760
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000007,202,Camden,,,710,6250,2940
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000001,201,City of London,,,40,220,120
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000008,306,Croydon,,,2170,21440,9520
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000009,307,Ealing,,,1500,15080,6750
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000010,308,Enfield,,,1580,16190,7680
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000011,203,Greenwich,,,1470,16480,7270
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000012,204,Hackney,,,1280,10980,5210
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000013,205,Hammersmith and Fulham,,,700,5620,2630
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000014,309,Haringey,,,1020,11260,5270
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000015,310,Harrow,,,990,9360,4430
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000016,311,Havering,,,1750,16710,8020
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000017,312,Hillingdon,,,1620,16580,7330
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000018,313,Hounslow,,,1340,13060,5850
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000019,206,Islington,,,930,7870,3730
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000020,207,Kensington and Chelsea,,,330,2630,1200
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000021,314,Kingston upon Thames,,,690,5430,2620
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,,,1480,13490,6180
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,,,1610,16050,7090
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000024,315,Merton,,,840,8160,3640
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000025,316,Newham,,,1820,19300,8950
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000026,317,Redbridge,,,1430,12670,6150
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000027,318,Richmond upon Thames,,,570,4560,2180
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,,,1410,14240,6190
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000029,319,Sutton,,,1170,10750,4830
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000030,211,Tower Hamlets,,,1560,14470,6530
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000031,320,Waltham Forest,,,1380,15160,6850
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000032,212,Wandsworth,,,1240,8960,4390
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000033,213,Westminster,,,720,6460,2810
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,,,4670,61820,26870
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E06000005,841,Darlington,,,980,12550,5310
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,,,1760,21900,9350
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E06000001,805,Hartlepool,,,940,11030,4880
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,,,1270,15220,6710
