quote_date,description,item_id,price,item_name
2016-12-01,FRESH BONELESS CHICKEN BREAST,210910,8.27305,Chicken
2016-12-01,FRESH WHITE FISH FILLETS KG,211101,14.500525,Fish
2016-12-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.128471,Milk
2016-12-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0370748,Bread
2017-01-01,BANANAS-PER KG,212719,0.98249996,Bananas
2017-01-01,BREAKFAST CEREAL 1,210213,2.2605882,Cereal
2017-01-01,BUTTER 250G SPEC COO,211306,1.4757202,Butter
2017-01-01,CHOCOLATE 4,212211,0.6588667,Chocolate
2017-01-01,FRESH BONELESS CHICKEN BREAST,210910,8.186039,Chicken
2017-01-01,FRESH WHITE FISH FILLETS KG,211101,14.345049,Fish
2017-01-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1302881,Milk
2017-01-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0181208,Bread
2017-02-01,BANANAS-PER KG,212719,0.98977184,Bananas
2017-02-01,BREAKFAST CEREAL 1,210213,2.3935513,Cereal
2017-02-01,BUTTER 250G SPEC COO,211306,1.5047321,Butter
2017-02-01,CHOCOLATE 4,212211,0.65664387,Chocolate
2017-02-01,FRESH BONELESS CHICKEN BREAST,210910,8.453676,Chicken
2017-02-01,FRESH WHITE FISH FILLETS KG,211101,14.923579,Fish
2017-02-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1249181,Milk
2017-02-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0347297,Bread
2017-03-01,BANANAS-PER KG,212719,0.99217564,Bananas
2017-03-01,BREAKFAST CEREAL 1,210213,2.27801,Cereal
2017-03-01,BUTTER 250G SPEC COO,211306,1.5003493,Butter
2017-03-01,CHOCOLATE 4,212211,0.6577397,Chocolate
2017-03-01,FRESH BONELESS CHICKEN BREAST,210910,8.195019,Chicken
2017-03-01,FRESH WHITE FISH FILLETS KG,211101,14.708868,Fish
2017-03-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1177143,Milk
2017-03-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0347297,Bread
2017-04-01,BANANAS-PER KG,212719,0.9988672,Bananas
2017-04-01,BREAKFAST CEREAL 1,210213,2.2903,Cereal
2017-04-01,BUTTER 250G SPEC COO,211306,1.51658,Butter
2017-04-01,CHOCOLATE 4,212211,0.66657716,Chocolate
2017-04-01,FRESH BONELESS CHICKEN BREAST,210910,8.375249,Chicken
2017-04-01,FRESH WHITE FISH FILLETS KG,211101,14.625893,Fish
2017-04-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1170782,Milk
2017-04-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0359459,Bread
2017-05-01,BANANAS-PER KG,212719,1.0046564,Bananas
2017-05-01,BREAKFAST CEREAL 1,210213,2.2006912,Cereal
2017-05-01,BUTTER 250G SPEC COO,211306,1.5387654,Butter
2017-05-01,CHOCOLATE 4,212211,0.67170066,Chocolate
2017-05-01,FRESH BONELESS CHICKEN BREAST,210910,8.197779,Chicken
2017-05-01,FRESH WHITE FISH FILLETS KG,211101,14.816393,Fish
2017-05-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1273878,Milk
2017-05-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0359459,Bread
2017-06-01,BANANAS-PER KG,212719,0.99678165,Bananas
2017-06-01,BREAKFAST CEREAL 1,210213,2.338318,Cereal
2017-06-01,BUTTER 250G SPEC COO,211306,1.4992796,Butter
2017-06-01,CHOCOLATE 4,212211,0.685,Chocolate
2017-06-01,FRESH BONELESS CHICKEN BREAST,210910,8.204731,Chicken
2017-06-01,FRESH WHITE FISH FILLETS KG,211101,14.681984,Fish
2017-06-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1228396,Milk
2017-06-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0486302,Bread
2017-07-01,BANANAS-PER KG,212719,0.99890625,Bananas
2017-07-01,BREAKFAST CEREAL 1,210213,2.322902,Cereal
2017-07-01,BUTTER 250G SPEC COO,211306,1.5581405,Butter
2017-07-01,CHOCOLATE 4,212211,0.69107383,Chocolate
2017-07-01,FRESH BONELESS CHICKEN BREAST,210910,8.128461,Chicken
2017-07-01,FRESH WHITE FISH FILLETS KG,211101,14.792031,Fish
2017-07-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1241633,Milk
2017-07-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0504082,Bread
2017-08-01,BANANAS-PER KG,212719,1.001508,Bananas
2017-08-01,BREAKFAST CEREAL 1,210213,2.361239,Cereal
2017-08-01,BUTTER 250G SPEC COO,211306,1.5990871,Butter
2017-08-01,CHOCOLATE 4,212211,0.68993247,Chocolate
2017-08-01,FRESH BONELESS CHICKEN BREAST,210910,8.095336,Chicken
2017-08-01,FRESH WHITE FISH FILLETS KG,211101,14.686999,Fish
2017-08-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1185892,Milk
2017-08-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0473334,Bread
2017-09-01,BANANAS-PER KG,212719,1.0078486,Bananas
2017-09-01,BREAKFAST CEREAL 1,210213,2.226036,Cereal
2017-09-01,BUTTER 250G SPEC COO,211306,1.7063333,Butter
2017-09-01,CHOCOLATE 4,212211,0.70496595,Chocolate
2017-09-01,FRESH BONELESS CHICKEN BREAST,210910,8.146704,Chicken
2017-09-01,FRESH WHITE FISH FILLETS KG,211101,15.166356,Fish
2017-09-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1217427,Milk
2017-09-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0376871,Bread
2017-10-01,BANANAS-PER KG,212719,1.0028627,Bananas
2017-10-01,BREAKFAST CEREAL 1,210213,2.3333921,Cereal
2017-10-01,BUTTER 250G SPEC COO,211306,1.7590376,Butter
2017-10-01,CHOCOLATE 4,212211,0.69739723,Chocolate
2017-10-01,FRESH BONELESS CHICKEN BREAST,210910,8.16651,Chicken
2017-10-01,FRESH WHITE FISH FILLETS KG,211101,15.11322,Fish
2017-10-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1219008,Milk
2017-10-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0481879,Bread
2017-11-01,BANANAS-PER KG,212719,1.0026071,Bananas
2017-11-01,BREAKFAST CEREAL 1,210213,2.22827,Cereal
2017-11-01,BUTTER 250G SPEC COO,211306,1.8050632,Butter
2017-11-01,CHOCOLATE 4,212211,0.6991096,Chocolate
2017-11-01,FRESH BONELESS CHICKEN BREAST,210910,8.135936,Chicken
2017-11-01,FRESH WHITE FISH FILLETS KG,211101,15.469028,Fish
2017-11-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1225417,Milk
2017-11-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0666896,Bread
2017-12-01,BANANAS-PER KG,212719,1.01063,Bananas
2017-12-01,BREAKFAST CEREAL 1,210213,2.3076568,Cereal
2017-12-01,BUTTER 250G SPEC COO,211306,1.8024242,Butter
2017-12-01,CHOCOLATE 4,212211,0.70462584,Chocolate
2017-12-01,FRESH BONELESS CHICKEN BREAST,210910,8.1046295,Chicken
2017-12-01,FRESH WHITE FISH FILLETS KG,211101,15.015416,Fish
2017-12-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1889167,Milk
2017-12-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0625874,Bread
2018-01-01,BANANAS-PER KG,212719,1.0070866,Bananas
2018-01-01,BREAKFAST CEREAL 1,210213,2.2134166,Cereal
2018-01-01,BUTTER 250G SPEC COO,211306,1.8211617,Butter
2018-01-01,CHOCOLATE 4,212211,0.7122297,Chocolate
2018-01-01,FRESH BONELESS CHICKEN BREAST,210910,8.082783,Chicken
2018-01-01,FRESH WHITE FISH FILLETS KG,211101,14.878888,Fish
2018-01-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1946913,Milk
2018-01-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0831082,Bread
2018-02-01,BANANAS-PER KG,212719,1.0342566,Bananas
2018-02-01,BREAKFAST CEREAL 1,210213,2.3211913,Cereal
2018-02-01,BUTTER 250G SPEC COO,211306,1.8025,Butter
2018-02-01,CHOCOLATE 4,212211,0.7074286,Chocolate
2018-02-01,FRESH BONELESS CHICKEN BREAST,210910,7.9538527,Chicken
2018-02-01,FRESH WHITE FISH FILLETS KG,211101,14.646262,Fish
2018-02-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.187303,Milk
2018-02-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0446099,Bread
2018-03-01,BANANAS-PER KG,212719,1.0337148,Bananas
2018-03-01,BREAKFAST CEREAL 1,210213,2.256141,Cereal
2018-03-01,BUTTER 250G SPEC COO,211306,1.7740599,Butter
2018-03-01,CHOCOLATE 4,212211,0.7156644,Chocolate
2018-03-01,FRESH BONELESS CHICKEN BREAST,210910,8.004921,Chicken
2018-03-01,FRESH WHITE FISH FILLETS KG,211101,14.959322,Fish
2018-03-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.2023503,Milk
2018-03-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0514865,Bread
2018-04-01,BANANAS-PER KG,212719,1.0332142,Bananas
2018-04-01,BREAKFAST CEREAL 1,210213,2.2444067,Cereal
2018-04-01,BUTTER 250G SPEC COO,211306,1.8033197,Butter
2018-04-01,CHOCOLATE 4,212211,0.7119178,Chocolate
2018-04-01,FRESH BONELESS CHICKEN BREAST,210910,8.029091,Chicken
2018-04-01,FRESH WHITE FISH FILLETS KG,211101,15.114471,Fish
2018-04-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1897551,Milk
2018-04-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0506293,Bread
2018-05-01,BANANAS-PER KG,212719,1.0373913,Bananas
2018-05-01,BREAKFAST CEREAL 1,210213,2.245307,Cereal
2018-05-01,BUTTER 250G SPEC COO,211306,1.802438,Butter
2018-05-01,CHOCOLATE 4,212211,0.7017241,Chocolate
2018-05-01,FRESH BONELESS CHICKEN BREAST,210910,8.0445795,Chicken
2018-05-01,FRESH WHITE FISH FILLETS KG,211101,14.589669,Fish
2018-05-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1921225,Milk
2018-05-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0439456,Bread
2018-06-01,BANANAS-PER KG,212719,1.0291389,Bananas
2018-06-01,BREAKFAST CEREAL 1,210213,2.2455173,Cereal
2018-06-01,BUTTER 250G SPEC COO,211306,1.7821622,Butter
2018-06-01,CHOCOLATE 4,212211,0.7121127,Chocolate
2018-06-01,FRESH BONELESS CHICKEN BREAST,210910,8.033984,Chicken
2018-06-01,FRESH WHITE FISH FILLETS KG,211101,15.314522,Fish
2018-06-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1911837,Milk
2018-06-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0351701,Bread
2018-07-01,BANANAS-PER KG,212719,1.0353649,Bananas
2018-07-01,BREAKFAST CEREAL 1,210213,2.2707326,Cereal
2018-07-01,BUTTER 250G SPEC COO,211306,1.8011914,Butter
2018-07-01,CHOCOLATE 4,212211,0.7106164,Chocolate
2018-07-01,FRESH BONELESS CHICKEN BREAST,210910,8.0681715,Chicken
2018-07-01,FRESH WHITE FISH FILLETS KG,211101,15.018559,Fish
2018-07-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1901236,Milk
2018-07-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0363265,Bread
2018-08-01,BANANAS-PER KG,212719,1.0322818,Bananas
2018-08-01,BREAKFAST CEREAL 1,210213,2.2804484,Cereal
2018-08-01,BUTTER 250G SPEC COO,211306,1.8095417,Butter
2018-08-01,CHOCOLATE 4,212211,0.70575345,Chocolate
2018-08-01,FRESH BONELESS CHICKEN BREAST,210910,7.970934,Chicken
2018-08-01,FRESH WHITE FISH FILLETS KG,211101,15.041,Fish
2018-08-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1929387,Milk
2018-08-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0414865,Bread
2018-09-01,BANANAS-PER KG,212719,1.0332812,Bananas
2018-09-01,BREAKFAST CEREAL 1,210213,2.123919,Cereal
2018-09-01,BUTTER 250G SPEC COO,211306,1.8130126,Butter
2018-09-01,CHOCOLATE 4,212211,0.708,Chocolate
2018-09-01,FRESH BONELESS CHICKEN BREAST,210910,8.003045,Chicken
2018-09-01,FRESH WHITE FISH FILLETS KG,211101,15.079449,Fish
2018-09-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.195,Milk
2018-09-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0384353,Bread
2018-10-01,BANANAS-PER KG,212719,1.0366924,Bananas
2018-10-01,BREAKFAST CEREAL 1,210213,2.2560182,Cereal
2018-10-01,BUTTER 250G SPEC COO,211306,1.8183043,Butter
2018-10-01,CHOCOLATE 4,212211,0.71000004,Chocolate
2018-10-01,FRESH BONELESS CHICKEN BREAST,210910,8.028755,Chicken
2018-10-01,FRESH WHITE FISH FILLETS KG,211101,15.308991,Fish
2018-10-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1935918,Milk
2018-10-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0381334,Bread
2018-11-01,BANANAS-PER KG,212719,1.0373294,Bananas
2018-11-01,BREAKFAST CEREAL 1,210213,2.222155,Cereal
2018-11-01,BUTTER 250G SPEC COO,211306,1.7957083,Butter
2018-11-01,CHOCOLATE 4,212211,0.71524477,Chocolate
2018-11-01,FRESH BONELESS CHICKEN BREAST,210910,7.863992,Chicken
2018-11-01,FRESH WHITE FISH FILLETS KG,211101,15.153813,Fish
2018-11-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1947131,Milk
2018-11-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0418792,Bread
2018-12-01,BANANAS-PER KG,212719,1.0374502,Bananas
2018-12-01,BREAKFAST CEREAL 1,210213,2.3755844,Cereal
2018-12-01,BUTTER 250G SPEC COO,211306,1.7959821,Butter
2018-12-01,CHOCOLATE 4,212211,0.7149306,Chocolate
2018-12-01,FRESH BONELESS CHICKEN BREAST,210910,7.83531,Chicken
2018-12-01,FRESH WHITE FISH FILLETS KG,211101,15.202885,Fish
2018-12-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1943154,Milk
2018-12-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0518492,Bread
2019-01-01,BANANAS-PER KG,212719,1.03772,Bananas
2019-01-01,BREAKFAST CEREAL 1,210213,2.2601266,Cereal
2019-01-01,BUTTER 250G SPEC COO,211306,1.8087096,Butter
2019-01-01,CHOCOLATE 4,212211,0.7108276,Chocolate
2019-01-01,FRESH BONELESS CHICKEN BREAST,210910,7.9501157,Chicken
2019-01-01,FRESH WHITE FISH FILLETS KG,211101,15.044615,Fish
2019-01-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.2133884,Milk
2019-01-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0471812,Bread
2019-02-01,BANANAS-PER KG,212719,1.0343548,Bananas
2019-02-01,BREAKFAST CEREAL 1,210213,2.3288038,Cereal
2019-02-01,BUTTER 250G SPEC COO,211306,1.7788159,Butter
2019-02-01,CHOCOLATE 4,212211,0.71578944,Chocolate
2019-02-01,FRESH BONELESS CHICKEN BREAST,210910,7.9230857,Chicken
2019-02-01,FRESH WHITE FISH FILLETS KG,211101,15.4626665,Fish
2019-02-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.206307,Milk
2019-02-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0744828,Bread
2019-03-01,BANANAS-PER KG,212719,1.046371,Bananas
2019-03-01,BREAKFAST CEREAL 1,210213,2.1907282,Cereal
2019-03-01,BUTTER 250G SPEC COO,211306,1.7851502,Butter
2019-03-01,CHOCOLATE 4,212211,0.72014385,Chocolate
2019-03-01,FRESH BONELESS CHICKEN BREAST,210910,7.911085,Chicken
2019-03-01,FRESH WHITE FISH FILLETS KG,211101,15.439597,Fish
2019-03-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.2012653,Milk
2019-03-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0605406,Bread
2019-04-01,BANANAS-PER KG,212719,1.0438399,Bananas
2019-04-01,BREAKFAST CEREAL 1,210213,2.2095122,Cereal
2019-04-01,BUTTER 250G SPEC COO,211306,1.7763042,Butter
2019-04-01,CHOCOLATE 4,212211,0.71583337,Chocolate
2019-04-01,FRESH BONELESS CHICKEN BREAST,210910,7.910669,Chicken
2019-04-01,FRESH WHITE FISH FILLETS KG,211101,15.153636,Fish
2019-04-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.19,Milk
2019-04-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0608553,Bread
2019-05-01,BANANAS-PER KG,212719,1.0361167,Bananas
2019-05-01,BREAKFAST CEREAL 1,210213,2.3266523,Cereal
2019-05-01,BUTTER 250G SPEC COO,211306,1.7936777,Butter
2019-05-01,CHOCOLATE 4,212211,0.71959186,Chocolate
2019-05-01,FRESH BONELESS CHICKEN BREAST,210910,7.880307,Chicken
2019-05-01,FRESH WHITE FISH FILLETS KG,211101,15.014474,Fish
2019-05-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1878512,Milk
2019-05-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0643449,Bread
2019-06-01,BANANAS-PER KG,212719,1.0416797,Bananas
2019-06-01,BREAKFAST CEREAL 1,210213,2.3714347,Cereal
2019-06-01,BUTTER 250G SPEC COO,211306,1.7942387,Butter
2019-06-01,CHOCOLATE 4,212211,0.71916085,Chocolate
2019-06-01,FRESH BONELESS CHICKEN BREAST,210910,7.924183,Chicken
2019-06-01,FRESH WHITE FISH FILLETS KG,211101,15.402991,Fish
2019-06-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.18781,Milk
2019-06-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0487324,Bread
2019-07-01,BANANAS-PER KG,212719,1.0402783,Bananas
2019-07-01,BREAKFAST CEREAL 1,210213,2.3890002,Cereal
2019-07-01,BUTTER 250G SPEC COO,211306,1.802459,Butter
2019-07-01,CHOCOLATE 4,212211,0.72406894,Chocolate
2019-07-01,FRESH BONELESS CHICKEN BREAST,210910,7.8523192,Chicken
2019-07-01,FRESH WHITE FISH FILLETS KG,211101,15.618685,Fish
2019-07-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1897119,Milk
2019-07-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0676389,Bread
2019-08-01,BANANAS-PER KG,212719,1.051131,Bananas
2019-08-01,BREAKFAST CEREAL 1,210213,2.5245795,Cereal
2019-08-01,BUTTER 250G SPEC COO,211306,1.7765843,Butter
2019-08-01,CHOCOLATE 4,212211,0.7206383,Chocolate
2019-08-01,FRESH BONELESS CHICKEN BREAST,210910,7.8008204,Chicken
2019-08-01,FRESH WHITE FISH FILLETS KG,211101,15.558189,Fish
2019-08-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1897131,Milk
2019-08-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0510345,Bread
2019-09-01,BANANAS-PER KG,212719,1.0486056,Bananas
2019-09-01,BREAKFAST CEREAL 1,210213,2.3396153,Cereal
2019-09-01,BUTTER 250G SPEC COO,211306,1.78,Butter
2019-09-01,CHOCOLATE 4,212211,0.7240278,Chocolate
2019-09-01,FRESH BONELESS CHICKEN BREAST,210910,7.626378,Chicken
2019-09-01,FRESH WHITE FISH FILLETS KG,211101,15.477218,Fish
2019-09-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1800001,Milk
2019-09-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0067123,Bread
2019-10-01,BANANAS-PER KG,212719,1.062495,Bananas
2019-10-01,BREAKFAST CEREAL 1,210213,2.3649538,Cereal
2019-10-01,BUTTER 250G SPEC COO,211306,1.7986475,Butter
2019-10-01,CHOCOLATE 4,212211,0.71814287,Chocolate
2019-10-01,FRESH BONELESS CHICKEN BREAST,210910,7.728846,Chicken
2019-10-01,FRESH WHITE FISH FILLETS KG,211101,15.607027,Fish
2019-10-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1818519,Milk
2019-10-01,WHITE SLICED LOAF BRANDED 750G,210111,0.99499995,Bread
2019-11-01,BANANAS-PER KG,212719,1.0694588,Bananas
2019-11-01,BREAKFAST CEREAL 1,210213,2.6156223,Cereal
2019-11-01,BUTTER 250G SPEC COO,211306,1.7765272,Butter
2019-11-01,CHOCOLATE 4,212211,0.72496456,Chocolate
2019-11-01,FRESH BONELESS CHICKEN BREAST,210910,7.6753197,Chicken
2019-11-01,FRESH WHITE FISH FILLETS KG,211101,15.58,Fish
2019-11-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1875309,Milk
2019-11-01,WHITE SLICED LOAF BRANDED 750G,210111,0.9909934,Bread
2019-12-01,BANANAS-PER KG,212719,1.0704546,Bananas
2019-12-01,BREAKFAST CEREAL 1,210213,2.6128373,Cereal
2019-12-01,BUTTER 250G SPEC COO,211306,1.785926,Butter
2019-12-01,CHOCOLATE 4,212211,0.7295312,Chocolate
2019-12-01,FRESH BONELESS CHICKEN BREAST,210910,7.6492276,Chicken
2019-12-01,FRESH WHITE FISH FILLETS KG,211101,15.887381,Fish
2019-12-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1992694,Milk
2019-12-01,WHITE SLICED LOAF BRANDED 750G,210111,0.99632657,Bread
2020-01-01,BANANAS-PER KG,212719,1.0688577,Bananas
2020-01-01,BREAKFAST CEREAL 1,210213,2.5342922,Cereal
2020-01-01,BUTTER 250G SPEC COO,211306,1.7874589,Butter
2020-01-01,CHOCOLATE 4,212211,0.7207971,Chocolate
2020-01-01,FRESH BONELESS CHICKEN BREAST,210910,7.6418147,Chicken
2020-01-01,FRESH WHITE FISH FILLETS KG,211101,15.734673,Fish
2020-01-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.2010812,Milk
2020-01-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0020666,Bread
2020-02-01,BANANAS-PER KG,212719,1.0743521,Bananas
2020-02-01,BREAKFAST CEREAL 1,210213,2.5393991,Cereal
2020-02-01,BUTTER 250G SPEC COO,211306,1.7864609,Butter
2020-02-01,CHOCOLATE 4,212211,0.73007697,Chocolate
2020-02-01,FRESH BONELESS CHICKEN BREAST,210910,7.63096,Chicken
2020-02-01,FRESH WHITE FISH FILLETS KG,211101,15.827407,Fish
2020-02-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1995435,Milk
2020-02-01,WHITE SLICED LOAF BRANDED 750G,210111,0.99952376,Bread
2020-03-01,BANANAS-PER KG,212719,1.0574174,Bananas
2020-03-01,BREAKFAST CEREAL 1,210213,2.582328,Cereal
2020-03-01,BUTTER 250G SPEC COO,211306,1.8130614,Butter
2020-03-01,CHOCOLATE 4,212211,0.7314504,Chocolate
2020-03-01,FRESH BONELESS CHICKEN BREAST,210910,8.654964,Chicken
2020-03-01,FRESH WHITE FISH FILLETS KG,211101,16.292414,Fish
2020-03-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1876549,Milk
2020-03-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0056,Bread
2020-04-01,BANANAS-PER KG,212719,0.9099375,Bananas
2020-04-01,BREAKFAST CEREAL 1,210213,2.3141809,Cereal
2020-04-01,BUTTER 250G SPEC COO,211306,1.8226767,Butter
2020-04-01,CHOCOLATE 4,212211,0.7113953,Chocolate
2020-04-01,FRESH BONELESS CHICKEN BREAST,210910,7.489504,Chicken
2020-04-01,FRESH WHITE FISH FILLETS KG,211101,14.586,Fish
2020-04-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.2051742,Milk
2020-04-01,WHITE SLICED LOAF BRANDED 750G,210111,0.97675925,Bread
2020-05-01,BANANAS-PER KG,212719,0.86889905,Bananas
2020-05-01,BREAKFAST CEREAL 1,210213,2.4672828,Cereal
2020-05-01,BUTTER 250G SPEC COO,211306,1.7926339,Butter
2020-05-01,CHOCOLATE 4,212211,0.6767568,Chocolate
2020-05-01,FRESH BONELESS CHICKEN BREAST,210910,7.3973937,Chicken
2020-05-01,FRESH WHITE FISH FILLETS KG,211101,16.311012,Fish
2020-05-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.19819,Milk
2020-05-01,WHITE SLICED LOAF BRANDED 750G,210111,0.99388057,Bread
2020-06-01,BANANAS-PER KG,212719,0.9006198,Bananas
2020-06-01,BREAKFAST CEREAL 1,210213,2.525404,Cereal
2020-06-01,BUTTER 250G SPEC COO,211306,1.8178605,Butter
2020-06-01,CHOCOLATE 4,212211,0.67417717,Chocolate
2020-06-01,FRESH BONELESS CHICKEN BREAST,210910,7.6889887,Chicken
2020-06-01,FRESH WHITE FISH FILLETS KG,211101,16.555895,Fish
2020-06-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1978666,Milk
2020-06-01,WHITE SLICED LOAF BRANDED 750G,210111,0.9927612,Bread
2020-07-01,BANANAS-PER KG,212719,0.9201594,Bananas
2020-07-01,BREAKFAST CEREAL 1,210213,2.6021287,Cereal
2020-07-01,BUTTER 250G SPEC COO,211306,1.7951092,Butter
2020-07-01,CHOCOLATE 4,212211,0.6741026,Chocolate
2020-07-01,FRESH BONELESS CHICKEN BREAST,210910,7.8714504,Chicken
2020-07-01,FRESH WHITE FISH FILLETS KG,211101,16.55147,Fish
2020-07-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1961946,Milk
2020-07-01,WHITE SLICED LOAF BRANDED 750G,210111,0.9888806,Bread
2020-08-01,BANANAS-PER KG,212719,1.0155349,Bananas
2020-08-01,BREAKFAST CEREAL 1,210213,2.48405,Cereal
2020-08-01,BUTTER 250G SPEC COO,211306,1.7821941,Butter
2020-08-01,CHOCOLATE 4,212211,0.7310656,Chocolate
2020-08-01,FRESH BONELESS CHICKEN BREAST,210910,7.8283706,Chicken
2020-08-01,FRESH WHITE FISH FILLETS KG,211101,15.939143,Fish
2020-08-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1909322,Milk
2020-08-01,WHITE SLICED LOAF BRANDED 750G,210111,1.005,Bread
2020-09-01,BANANAS-PER KG,212719,1.0100217,Bananas
2020-09-01,BREAKFAST CEREAL 1,210213,2.5412443,Cereal
2020-09-01,BUTTER 250G SPEC COO,211306,1.7536099,Butter
2020-09-01,CHOCOLATE 4,212211,0.7376378,Chocolate
2020-09-01,FRESH BONELESS CHICKEN BREAST,210910,7.8032627,Chicken
2020-09-01,FRESH WHITE FISH FILLETS KG,211101,15.936214,Fish
2020-09-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1910374,Milk
2020-09-01,WHITE SLICED LOAF BRANDED 750G,210111,0.9987162,Bread
2020-10-01,BANANAS-PER KG,212719,1.0061772,Bananas
2020-10-01,BREAKFAST CEREAL 1,210213,2.5984054,Cereal
2020-10-01,BUTTER 250G SPEC COO,211306,1.7360085,Butter
2020-10-01,CHOCOLATE 4,212211,0.7352542,Chocolate
2020-10-01,FRESH BONELESS CHICKEN BREAST,210910,7.67105,Chicken
2020-10-01,FRESH WHITE FISH FILLETS KG,211101,15.549687,Fish
2020-10-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1902092,Milk
2020-10-01,WHITE SLICED LOAF BRANDED 750G,210111,0.99944824,Bread
