abbrv,discipline,event,event_id,year,competitor,medal,noc,position
ATH,athletics,"Javelin Throw, women",manual_26,2020,Kelsey-Lee Barber,Gold,AUS,1
ATH,athletics,"400 metres, men",manual_3,2020,Steven Gardiner,Gold,BAH,1
ATH,athletics,"400 metres, women",manual_16,2020,Shaunae Miller-Uibo,Gold,BAH,1
ATH,athletics,"Heptathlon, women",manual_27,2020,Nafissatou Thiam,Gold,BEL,1
BOX,boxing,Men's Middle (69-75kg),manual_31,2020,SOUSA Hebert,Gold,BRA,1
CAN,canoe sprint,Men's Canoe Single 1000m,manual_37,2020,QUEIROZ dos SANTOS Isaquias,Gold,BRA,1
FTB,Football,"Football, Men",manual_72,2020,Brazil,Gold,BRA,1
BOX,boxing,Women's Fly (48-51kg),manual_33,2020,KRASTEVA Stoyka Zhelyazkova,Gold,BUL,1
CTR,Cycling Track,Women's Sprint,manual_47,2020,MITCHELL Kelsey,Gold,CAN,1
ATH,athletics,"200 metres, men",manual_2,2020,Andre De Grasse,Gold,CAN,1
ATH,athletics,"Decathlon, men",manual_15,2020,Damian Warner,Gold,CAN,1
FTB,Football,"Football, Women",manual_73,2020,Canada,Gold,CAN,1
ATH,athletics,"Shot Put, women",manual_25,2020,Lijiao Gong,Gold,CHN,1
CAN,Canoe Sprint,Women's Canoe Double 500m,manual_39,2020,CHN,Gold,CHN,1
DIV,Diving,Men's 10m Platform,manual_48,2020,CAO Yuan,GOld,CHN,1
TTN,Table Tennis,"Team, Men",manual_54,2020,China (CHN),Gold,CHN,1
BOX,boxing,Men's Heavy (81-91kg),manual_29,2020,la CRUZ Julio,Gold,CUB,1
BOX,boxing,Men's Light (57-63kg),manual_30,2020,CRUZ Andy,Gold,CUB,1
CTR,Cycling Track,Men's Madison,manual_42,2020,"Lasse Norman Hansen
Michael Mørkøv",Gold,DEN,1
HAN,Handball,"Handball, Men",manual_64,2020,France,Gold,FRA,1
HAN,Handball,"Handball, Women",manual_65,2020,France,Gold,FRA,1
VOL,Volleyball,"Volleyball, Men",manual_68,2020,France,Gold,FRA,1
BOX,boxing,Men's Fly (48-52kg),manual_28,2020,YAFAI Galal,Gold,GBR,1
BOX,boxing,Women's Middle (69-75kg),manual_35,2020,PRICE Lauren,Gold,GBR,1
CTR,Cycling Track,Men's Keirin,manual_41,2020,KENNY Jason,Gold,GBR,1
CAN,Canoe Sprint,Men's Kayak Four 500m,manual_38,2020,GER,Gold,GER,1
CTR,Cycling Track,Women's Madison,manual_45,2020,"Katie Archibald
Laura Kenny",Gold,GBR,1
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Ben Maher,Gold,GBR,1
MOP,Modern Penthatlon,"Modern Penthatlon, Men",manual_70,2020,Joe Choong,Gold,GBR,1
MOP,Modern Penthatlon,"Modern Penthatlon, Women",manual_71,2020,Kate French,Gold,GBR,1
CAN,Canoe Sprint,Women's Kayak Four 500m,manual_40,2020,HUN,Gold,HUN,1
ATH,athletics,"Javelin Throw, men",manual_14,2020,Neeraj Chopra,Gold,IND,1
BOX,boxing,Women's Light (57-60kg),manual_34,2020,HARRINGTON Kellie Anne,Gold,IRL,1
ATH,athletics,"4 x 100 metres Relay, men",manual_7,2020,"Lorenzo Patta, Marcell Jacobs, Eseosa Desalu, Filippo Tortu",Gold,ITA,1
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Massimo Stano,Gold,ITA,1
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Antonella Palmisano,Gold,ITA,1
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Hansle Parchment,Gold,JAM,1
ATH,athletics,"4 x 100 metres Relay, women",manual_19,2020,"Briana Williams, Elaine Thompson-Herah, Shelly-Ann Fraser-Pryce, Shericka Jackson",Gold,JAM,1
BSB,Baseball,"Baseball, Men",manual_61,2020,Japan,Gold,JPN,1
KTE,Karate,Men's Kata,manual_52,2020,KIYUNA Ryo,Gold,JPN,1
WRE,Wrestling,Men's Freestyle 65kg,manual_56,2020,OTOGURO Takuto,Gold,JPN,1
WRE,Wrestling,Women's Freestyle 50kg,manual_59,2020,SUSAKI Yui,Gold,JPN,1
WRE,Wrestling,Women's Freestyle 53kg,manual_60,2020,MUKAIDA Mayu,Gold,JPN,1
ATH,athletics,"Marathon, men",manual_9,2020,Eliud Kipchoge,Gold,KEN,1
ATH,athletics,"1,500 metres, women",manual_17,2020,Faith Kipyegon,Gold,KEN,1
ATH,athletics,"Marathon, women",manual_21,2020,Peres Jepchirchir,Gold,KEN,1
CTR,Cycling Track,Men's Sprint,manual_43,2020,LAVREYSEN Harrie,Gold,NED,1
CTR,Cycling Track,Women's Keirin,manual_44,2020,BRASPENNINCX Shanne,Gold,NED,1
ATH,athletics,"10,000 metres, women",manual_18,2020,Sifan Hassan,Gold,NED,1
HOK,Hockey,"Hockey, Women",manual_51,2020,Netherlands,Gold,NED,1
BVO,Beach Volleyball,"Beach Volleyball, Men",manual_66,2020,Mol – Sørum (NOR),Gold,NOR,1
ATH,athletics,"1,500 metres, men",manual_4,2020,Jakob Ingebrigtsen,Gold,NOR,1
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Dawid Tomala,Gold,POL,1
ATH,athletics,"Triple Jump, men",manual_12,2020,Pedro Pichardo,Gold,POR,1
SWA,artistic swimming,Women's team,manual_1,2020,ROC,Gold,ROC,1
ATH,athletics,"High Jump, women",manual_23,2020,Mariya Lasitskene,Gold,ROC,1
WRE,Wrestling,Men's Freestyle 74kg,manual_57,2020,SIDAKOV Zaurbek,Gold,ROC,1
WRE,Wrestling,Men's Freestyle 97kg,manual_58,2020,SADULAEV Abdulrashid,Gold,ROC,1
CLB,Sport Climbing,Women's Combined,manual_53,2020,GARNBRET Janja,Gold,SLO,1
BOX,boxing,Women's Welter (64-69kg),manual_36,2020,SURMENELI Busenaz,Gold,TUR,1
ATH,athletics,"5,000 metres, men",manual_5,2020,Joshua Cheptegei,Gold,UGA,1
ATH,athletics,"4 x 400 metres Relay, men",manual_8,2020,"Michael Cherry, Michael Norman, Bryce Deadmon, Rai Benjamin",Gold,USA,1
ATH,athletics,"Shot Put, Men",manual_13,2020,Ryan Crouser,Gold,USA,1
ATH,athletics,"4 x 400 metres Relay, women",manual_20,2020,"Sydney McLaughlin, Allyson Felix, Dalilah Muhammad, Athing Mu",Gold,USA,1
ATH,athletics,"Pole Vault, women",manual_24,2020,Katie Nageotte,Gold,USA,1
BAS,Basketball,"Basketball, Men",manual_62,2020,United States,Gold,USA,1
BAS,Basketball,"Basketball, Women",manual_63,2020,United States,Gold,USA,1
VOL,Volleyball,"Volleyball, Women",manual_69,2020,United States,Gold,USA,1
CTR,Cycling Track,Women's Omnium,manual_46,2020,VALENTE Jennifer,Gold,USA,1
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,KORDA Nelly,Gold,USA,1
WRE,Wrestling,Men's Freestyle 125kg,manual_55,2020,STEVESON Gable Dan,Gold,USA,1
BVO,Beach Volleyball,"Beach Volleyball, Women",manual_67,2020,Ross – Klineman (USA),Gold,USA,1
BOX,boxing,Men's Super Heavy (+91kg),manual_32,2020,JALOLOV Bakhodir,Gold,UZB,1
HOK,Hockey,"Hockey, Women",manual_51,2020,Argentina,Silver,ARG,2
BVO,Beach Volleyball,"Beach Volleyball, Women",manual_67,2020,Clancy – Artacho del Solar (AUS),Silver,AUS,2
ATH,athletics,"High Jump, women",manual_23,2020,Nicola McDermott,Silver,AUS,2
WRE,Wrestling,Men's Freestyle 65kg,manual_56,2020,ALIYEV Haji,Silver,AZE,2
ATH,athletics,"10,000 metres, women",manual_18,2020,Kalkidan Gezahegne,Silver,BRN,2
CAN,Canoe Sprint,Women's Kayak Four 500m,manual_40,2020,BLR,Silver,BLR,2
WRE,Wrestling,Men's Freestyle 74kg,manual_57,2020,KADZIMAHAMEDAU Mahamedkhabib,Silver,BLR,2
BOX,boxing,Women's Light (57-60kg),manual_34,2020,FERREIRA Beatriz,Silver,BRA,2
VOL,Volleyball,"Volleyball, Women",manual_69,2020,Brazil,Silver,BRA,2
ATH,athletics,"5,000 metres, men",manual_5,2020,Mohammed Ahmed,Silver,CAN,2
SWA,artistic swimming,Women's team,manual_1,2020,China,Silver,CHN,2
ATH,athletics,"Triple Jump, men",manual_12,2020,Zhu Yaming,Silver,CHN,2
BOX,boxing,Women's Middle (69-75kg),manual_35,2020,LI Qian,Silver,CHN,2
BOX,boxing,Women's Welter (64-69kg),manual_36,2020,GU Hong,Silver,CHN,2
CAN,canoe sprint,Men's Canoe Single 1000m,manual_37,2020,LIU Hao,Silver,CHN,2
DIV,Diving,Men's 10m Platform,manual_48,2020,YANG Jian,Silver,CHN,2
WRE,Wrestling,Women's Freestyle 50kg,manual_59,2020,SUN Yanan,Silver,CHN,2
WRE,Wrestling,Women's Freestyle 53kg,manual_60,2020,PANG Qianyu,Silver,CHN,2
ATH,athletics,"400 metres, men",manual_3,2020,Anthony Zambrano,Silver,COL,2
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Sandra Arenas,Silver,COL,2
ATH,athletics,"Javelin Throw, men",manual_14,2020,Jakub Vadlejch,Silver,CZE,2
CTR,Cycling Track,Women's Madison,manual_45,2020,"Amalie Dideriksen
Julie Leth",Silver,DEN,2
HAN,Handball,"Handball, Men",manual_64,2020,Denmark,Silver,DEN,2
ATH,athletics,"400 metres, women",manual_16,2020,Marileidy Paulino,Silver,DOM,2
MOP,Modern Penthatlon,"Modern Penthatlon, Men",manual_70,2020,Ahmed El-Gendy,Silver,EGY,2
CAN,Canoe Sprint,Men's Kayak Four 500m,manual_38,2020,ESP,Silver,ESP,2
KTE,Karate,Men's Kata,manual_52,2020,QUINTERO Damian,Silver,ESP,2
ATH,athletics,"Decathlon, men",manual_15,2020,Kevin Mayer,Silver,FRA,2
BAS,Basketball,"Basketball, Men",manual_62,2020,France,Silver,FRA,2
WRE,Wrestling,Men's Freestyle 125kg,manual_55,2020,PETRIASHVILI Geno,Silver,GEO,2
TTN,Table Tennis,"Team, Men",manual_54,2020,Germany (GER),Silver,GER,2
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Jonathan Hilbert,Silver,GER,2
ATH,athletics,"4 x 100 metres Relay, men",manual_7,2020,"Chijindu Ujah, Zharnel Hughes, Richard Kilty, Nethaneel Mitchell-Blake",Silver,GBR,2
ATH,athletics,"1,500 metres, women",manual_17,2020,Laura Muir,Silver,GBR,2
CTR,Cycling Track,Men's Madison,manual_42,2020,"Ethan Hayter
Matthew Walls",Silver,GBR,2
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Koki Ikeda,Silver,JPN,2
BAS,Basketball,"Basketball, Women",manual_63,2020,Japan,Silver,JPN,2
CTR,Cycling Track,Women's Omnium,manual_46,2020,KAJIHARA Yumi,Silver,JPN,2
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,INAMI Mone,Silver,JPN,2
CLB,Sport Climbing,Women's Combined,manual_53,2020,NONAKA Miho,Silver,JPN,2
ATH,athletics,"1,500 metres, men",manual_4,2020,Timothy Cheruiyot,Silver,KEN,2
ATH,athletics,"Marathon, women",manual_21,2020,Brigid Kosgei,Silver,KEN,2
MOP,Modern Penthatlon,"Modern Penthatlon, Women",manual_71,2020,Laura Asadauskaitė,Silver,LTU,2
CTR,Cycling Track,Men's Keirin,manual_41,2020,AWANG Mohd Azizulhasni,Silver,MAS,2
CTR,Cycling Track,Men's Sprint,manual_43,2020,HOOGLAND Jeffrey,Silver,NED,2
ATH,athletics,"4 x 400 metres Relay, men",manual_8,2020,"Liemarvin Bonevacia, Terrence Agard, Tony van Diepen, Ramsey Angela",Silver,NED,2
ATH,athletics,"Marathon, men",manual_9,2020,Abdi Nageeye,Silver,NED,2
ATH,athletics,"Heptathlon, women",manual_27,2020,Anouk Vetter,Silver,NED,2
CTR,Cycling Track,Women's Keirin,manual_44,2020,ANDREWS Ellesse,Silver,NZL,2
BOX,boxing,Men's Fly (48-52kg),manual_28,2020,PAALAM Carlo,Silver,PHI,2
ATH,athletics,"4 x 400 metres Relay, women",manual_20,2020,"Natalia Kaczmarek, Iga Baumgart-Witan, Małgorzata Hołub-Kowalik, Justyna Święty-Ersetic",Silver,POL,2
ATH,athletics,"Pole Vault, women",manual_24,2020,Anzhelika Sidorova,Silver,ROC,2
BOX,boxing,Men's Heavy (81-91kg),manual_29,2020,GADZHIMAGOMEDOV Muslim,Silver,ROC,2
HAN,Handball,"Handball, Women",manual_65,2020,ROC,Silver,ROC,2
BVO,Beach Volleyball,"Beach Volleyball, Men",manual_66,2020,Krasilnikov – Stoyanovskiy (ROC),Silver,ROC,2
VOL,Volleyball,"Volleyball, Men",manual_68,2020,ROC,Silver,ROC,2
FTB,Football,"Football, Men",manual_72,2020,Spain,Silver,ESP,2
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Peder Fredricson,Silver,SWE,2
FTB,Football,"Football, Women",manual_73,2020,Sweden,Silver,SWE,2
BOX,boxing,Women's Fly (48-51kg),manual_33,2020,CAKIROGLU Buse Naz,Silver,TUR,2
ATH,athletics,"Javelin Throw, women",manual_26,2020,Eda Tuğsuz,Silver,TUR,2
BOX,boxing,Men's Middle (69-75kg),manual_31,2020,KHYZHNIAK Oleksandr,Silver,UKR,2
CAN,Canoe Sprint,Women's Canoe Double 500m,manual_39,2020,UKR,Silver,UKR,2
CTR,Cycling Track,Women's Sprint,manual_47,2020,STARIKOVA Olena,Silver,UKR,2
ATH,athletics,"200 metres, men",manual_2,2020,Kenneth Bednarek,Silver,USA,2
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Grant Holloway,Silver,USA,2
ATH,athletics,"Shot Put, Men",manual_13,2020,Joe Kovacs,Silver,USA,2
ATH,athletics,"4 x 100 metres Relay, women",manual_19,2020,"Javianne Oliver, Teahna Daniels, Jenna Prandini, Gabrielle Thomas",Silver,USA,2
ATH,athletics,"Shot Put, women",manual_25,2020,Raven Saunders,Silver,USA,2
BSB,Baseball,"Baseball, Men",manual_61,2020,United States,Silver,USA,2
BOX,boxing,Men's Light (57-63kg),manual_30,2020,DAVIS Keyshawn,Silver,USA,2
BOX,boxing,Men's Super Heavy (+91kg),manual_32,2020,TORREZ JR Richard,Silver,USA,2
WRE,Wrestling,Men's Freestyle 97kg,manual_58,2020,SNYDER Kyle Frederick,Silver,USA,2
VOL,Volleyball,"Volleyball, Men",manual_68,2020,Argentina,Bronze,ARG,3
BOX,boxing,Men's Light (57-63kg),manual_30,2020,BACHKOV Hovhannes,Bronze,ARM,3
BOX,boxing,Men's Light (57-63kg),manual_30,2020,GARSIDE Harry,Bronze,AUS,3
ATH,athletics,"Decathlon, men",manual_15,2020,Ashley Moloney,Bronze,AUS,3
BAS,Basketball,"Basketball, Men",manual_62,2020,Australia,Bronze,AUS,3
WRE,Wrestling,Women's Freestyle 50kg,manual_59,2020,STADNIK Mariya,Bronze,AZE,3
ATH,athletics,"Marathon, men",manual_9,2020,Bashir Abdi,Bronze,BEL,3
WRE,Wrestling,Women's Freestyle 53kg,manual_60,2020,KALADZINSKAYA Vanesa,Bronze,BLR,3
ATH,athletics,"4 x 400 metres Relay, men",manual_8,2020,"Isaac Makwala, Baboloki Thebe, Zibane Ngozi, Bayapo Ndori",Bronze,BOT,3
BOX,boxing,Men's Heavy (81-91kg),manual_29,2020,TEIXEIRA Abner,Bronze,BRA,3
ATH,athletics,"Triple Jump, men",manual_12,2020,Hugues Fabrice Zango,Bronze,BUR,3
CAN,Canoe Sprint,Women's Canoe Double 500m,manual_39,2020,CAN,Bronze,CAN,3
CTR,Cycling Track,Women's Keirin,manual_44,2020,GENEST Lauriane,Bronze,CAN,3
ATH,athletics,"4 x 100 metres Relay, men",manual_7,2020,"Aaron Brown, Jerome Blake, Brendon Rodney, Andre De Grasse",Bronze,CAN,3
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Evan Dunfee,Bronze,CAN,3
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Liu Hong,Bronze,CHN,3
ATH,athletics,"Javelin Throw, women",manual_26,2020,Lü Huihui,Bronze,CHN,3
WRE,Wrestling,Men's Freestyle 97kg,manual_58,2020,SALAS PEREZ Reineris,Bronze,CUB,3
ATH,athletics,"Javelin Throw, men",manual_14,2020,Vítězslav Veselý,Bronze,CZE,3
BSB,Baseball,"Baseball, Men",manual_61,2020,Dominican Republic,Bronze,DOM,3
ATH,athletics,"10,000 metres, women",manual_18,2020,Letesenbet Gidey,Bronze,ETH,3
BOX,boxing,Women's Light (57-60kg),manual_34,2020,POTKONEN Mira Marjut Johanna,Bronze,FIN,3
CTR,Cycling Track,Men's Madison,manual_42,2020,"Benjamin Thomas
Donavan Grondin",Bronze,FRA,3
BAS,Basketball,"Basketball, Women",manual_63,2020,France,Bronze,FRA,3
BOX,boxing,Men's Super Heavy (+91kg),manual_32,2020,CLARKE Frazer,Bronze,GBR,3
CTR,Cycling Track,Men's Sprint,manual_43,2020,CARLIN Jack,Bronze,GBR,3
DIV,Diving,Men's 10m Platform,manual_48,2020,DALEY Thomas,Bronze,GBR,3
ATH,athletics,"1,500 metres, men",manual_4,2020,Josh Kerr,Bronze,GBR,3
ATH,athletics,"4 x 100 metres Relay, women",manual_19,2020,"Asha Philip, Imani Lansiquot, Dina Asher-Smith, Daryll Neita",Bronze,GBR,3
ATH,athletics,"Pole Vault, women",manual_24,2020,Holly Bradshaw,Bronze,GBR,3
HOK,Hockey,"Hockey, Women",manual_51,2020,Great Britain,Bronze,GBR,3
ATH,athletics,"400 metres, men",manual_3,2020,Kirani James,Bronze,GRN,3
CTR,Cycling Track,Women's Sprint,manual_47,2020,LEE Wai Sze,Bronze,HKG,3
MOP,Modern Penthatlon,"Modern Penthatlon, Women",manual_71,2020,Sarolta Kovács,Bronze,HUN,3
BOX,boxing,Women's Welter (64-69kg),manual_36,2020,BORGOHAIN Lovlina,Bronze,IND,3
WRE,Wrestling,Men's Freestyle 65kg,manual_56,2020,BAJRANG Bajrang,Bronze,IND,3
WRE,Wrestling,Men's Freestyle 125kg,manual_55,2020,ZARE Amir Hossein,Bronze,IRI,3
WRE,Wrestling,Men's Freestyle 97kg,manual_58,2020,CONYEDO RUANO Abraham de Jesus,Bronze,ITA,3
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Ronald Levy,Bronze,JAM,3
ATH,athletics,"4 x 400 metres Relay, women",manual_20,2020,"Roneisha McGregor, Janieve Russell, Shericka Jackson, Candice McLeod",Bronze,JAM,3
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Toshikazu Yamanishi,Bronze,JPN,3
BOX,boxing,Men's Fly (48-52kg),manual_28,2020,TANAKA Ryomei,Bronze,JPN,3
BOX,boxing,Women's Fly (48-51kg),manual_33,2020,NAMIKI Tsukimi,Bronze,JPN,3
CLB,Sport Climbing,Women's Combined,manual_53,2020,NOGUCHI Akiyo,Bronze,JPN,3
TTN,Table Tennis,"Team, Men",manual_54,2020,Japan (JPN),Bronze,JPN,3
BOX,boxing,Men's Fly (48-52kg),manual_28,2020,BIBOSSINOV Saken,Bronze,KAZ,3
BOX,boxing,Men's Super Heavy (+91kg),manual_32,2020,KUNKABAYEV Kamshybek,Bronze,KAZ,3
CAN,canoe sprint,Men's Canoe Single 1000m,manual_37,2020,TARNOVSCHI Serghei,Bronze,MDA,3
FTB,Football,"Football, Men",manual_72,2020,Mexico,Bronze,MEX,3
WRE,Wrestling,Women's Freestyle 53kg,manual_60,2020,BAT OCHIR Bolortuya,Bronze,MGL,3
BOX,boxing,Women's Middle (69-75kg),manual_35,2020,FONTIJN Nouchka,Bronze,NED,3
CTR,Cycling Track,Men's Keirin,manual_41,2020,LAVREYSEN Harrie,Bronze,NED,3
CTR,Cycling Track,Women's Omnium,manual_46,2020,WILD Kirsten,Bronze,NED,3
ATH,athletics,"1,500 metres, women",manual_17,2020,Sifan Hassan,Bronze,NED,3
ATH,athletics,"Heptathlon, women",manual_27,2020,Emma Oosterwegel,Bronze,NED,3
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Maikel van der Vleuten,Bronze,NED,3
ATH,athletics,"Shot Put, Men",manual_13,2020,Tom Walsh,Bronze,NZL,3
ATH,athletics,"Shot Put, women",manual_25,2020,Valerie Adams,Bronze,NZL,3
HAN,Handball,"Handball, Women",manual_65,2020,Norway,Bronze,NOR,3
BOX,boxing,Men's Heavy (81-91kg),manual_29,2020,NYIKA David,Bronze,NZL,3
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,KO Lydia,Bronze,NZL,3
BOX,boxing,Men's Middle (69-75kg),manual_31,2020,MARCIAL Eumir,Bronze,PHI,3
CAN,Canoe Sprint,Women's Kayak Four 500m,manual_40,2020,POL,Bronze,POL,3
BVO,Beach Volleyball,"Beach Volleyball, Men",manual_66,2020,Cherif – Ahmed (QAT),Bronze,QAT,3
BOX,boxing,Men's Middle (69-75kg),manual_31,2020,BAKSHI Gleb,Bronze,ROC,3
BOX,boxing,Women's Middle (69-75kg),manual_35,2020,MAGOMEDALIEVA Zenfira,Bronze,ROC,3
CTR,Cycling Track,Women's Madison,manual_45,2020,"Gulnaz Khatuntseva
Maria Novolodskaya",Silver,ROC,3
WRE,Wrestling,Men's Freestyle 65kg,manual_56,2020,RASHIDOV Gadzhimurad,Bronze,ROC,3
VOL,Volleyball,"Volleyball, Women",manual_69,2020,Serbia,Bronze,SRB,3
MOP,Modern Penthatlon,"Modern Penthatlon, Men",manual_70,2020,Jun Woong-tae,Bronze,KOR,3
HAN,Handball,"Handball, Men",manual_64,2020,Spain,Bronze,ESP,3
BVO,Beach Volleyball,"Beach Volleyball, Women",manual_67,2020,Heidrich – Vergé-Dépré (SUI),Bronze,SUI,3
CAN,Canoe Sprint,Men's Kayak Four 500m,manual_38,2020,SVK,Bronze,SVK,3
BOX,boxing,Women's Light (57-60kg),manual_34,2020,SEESONDEE Sudaporn,Bronze,THA,3
BOX,boxing,Women's Fly (48-51kg),manual_33,2020,HUANG Hsiao-Wen,Bronze,TPE,3
KTE,Karate,Men's Kata,manual_52,2020,SOFUOGLU Ali,Bronze,TUR,3
WRE,Wrestling,Men's Freestyle 125kg,manual_55,2020,AKGUL Taha,Bronze,TUR,3
SWA,artistic swimming,Women's team,manual_1,2020,Ukraine,Bronze,UKR,3
ATH,athletics,"High Jump, women",manual_23,2020,Yaroslava Mahuchikh,Bronze,UKR,3
ATH,athletics,"200 metres, men",manual_2,2020,Noah Lyles,Bronze,USA,3
