Date,Series,Value
2002 Q1,All,23.6
2002 Q2,All,23.3
2002 Q3,All,23.3
2002 Q4,All,23.2
2003 Q1,All,23.3
2003 Q2,All,23.3
2003 Q3,All,23.3
2003 Q4,All,23.5
2004 Q1,All,23.2
2004 Q2,All,23.4
2004 Q3,All,23.5
2004 Q4,All,23.3
2005 Q1,All,23.3
2005 Q2,All,23.4
2005 Q3,All,23.3
2005 Q4,All,23.3
2006 Q1,All,23
2006 Q2,All,22.9
2006 Q3,All,22.9
2006 Q4,All,23
2007 Q1,All,23.2
2007 Q2,All,23.2
2007 Q3,All,23.2
2007 Q4,All,23.1
2008 Q1,All,23
2008 Q2,All,22.9
2008 Q3,All,23
2008 Q4,All,22.9
2009 Q1,All,22.8
2009 Q2,All,23.1
2009 Q3,All,23.3
2009 Q4,All,23.4
2010 Q1,All,23.6
2010 Q2,All,23.5
2010 Q3,All,23.2
2010 Q4,All,23.5
2011 Q1,All,23.4
2011 Q2,All,23.3
2011 Q3,All,23.4
2011 Q4,All,23.2
2012 Q1,All,23.1
2012 Q2,All,22.8
2012 Q3,All,22.7
2012 Q4,All,22.4
2013 Q1,All,22.6
2013 Q2,All,22.5
2013 Q3,All,22.3
2013 Q4,All,22.3
2014 Q1,All,22.2
2014 Q2,All,22.2
2014 Q3,All,22.2
2014 Q4,All,22.3
2015 Q1,All,22.1
2015 Q2,All,22.1
2015 Q3,All,22
2015 Q4,All,21.8
2016 Q1,All,21.8
2016 Q2,All,21.6
2016 Q3,All,21.7
2016 Q4,All,21.6
2017 Q1,All,21.6
2017 Q2,All,21.3
2017 Q3,All,21.6
2017 Q4,All,21.3
2018 Q1,All,21.1
2018 Q2,All,21.2
2018 Q3,All,21.1
2018 Q4,All,20.9
2019 Q1,All,20.8
2019 Q2,All,20.7
2019 Q3,All,20.8
2019 Q4,All,20.5
2020 Q1,All,20.4
2020 Q2,All,21
2020 Q3,All,21.1
2020 Q4,All,21.2
2021 Q1,All,21.4
2021 Q2,All,21.2
2021 Q3,All,21.2
2021 Q4,All,21.3
2022 Q1,All,21.4
2022 Q2,All,21.4
2022 Q3,All,21.6
2022 Q4,All,21.4
2023 Q1,All,21
2023 Q2,All,20.9
1971 FEB,All,24.9
1971 MAR,All,25
1971 APR,All,25
1971 MAY,All,24.9
1971 JUN,All,25
1971 JUL,All,25
1971 AUG,All,25.1
1971 SEP,All,25.2
1971 OCT,All,25.2
1971 NOV,All,25.2
1971 DEC,All,25.1
1972 JAN,All,25
1972 FEB,All,24.8
1972 MAR,All,24.7
1972 APR,All,24.7
1972 MAY,All,24.8
1972 JUN,All,24.8
1972 JUL,All,24.9
1972 AUG,All,24.8
1972 SEP,All,24.8
1972 OCT,All,24.7
1972 NOV,All,24.6
1972 DEC,All,24.5
1973 JAN,All,24.4
1973 FEB,All,24.3
1973 MAR,All,24.2
1973 APR,All,24.1
1973 MAY,All,24.2
1973 JUN,All,24.3
1973 JUL,All,24.3
1973 AUG,All,24.4
1973 SEP,All,24.4
1973 OCT,All,24.4
1973 NOV,All,24.4
1973 DEC,All,24.4
1974 JAN,All,24.4
1974 FEB,All,24.4
1974 MAR,All,24.3
1974 APR,All,24.3
1974 MAY,All,24.3
1974 JUN,All,24.2
1974 JUL,All,24.1
1974 AUG,All,24.1
1974 SEP,All,24
1974 OCT,All,24
1974 NOV,All,24.1
1974 DEC,All,24.1
1975 JAN,All,24.1
1975 FEB,All,24.1
1975 MAR,All,24.1
1975 APR,All,24.1
1975 MAY,All,24
1975 JUN,All,23.9
1975 JUL,All,23.9
1975 AUG,All,23.9
1975 SEP,All,23.8
1975 OCT,All,23.8
1975 NOV,All,23.8
1975 DEC,All,23.8
1976 JAN,All,23.8
1976 FEB,All,23.9
1976 MAR,All,23.9
1976 APR,All,23.9
1976 MAY,All,23.9
1976 JUN,All,23.9
1976 JUL,All,23.9
1976 AUG,All,24
1976 SEP,All,24
1976 OCT,All,24
1976 NOV,All,24
1976 DEC,All,24
1977 JAN,All,24
1977 FEB,All,24.1
1977 MAR,All,24.1
1977 APR,All,24.1
1977 MAY,All,24.1
1977 JUN,All,24.1
1977 JUL,All,24.1
1977 AUG,All,24.1
1977 SEP,All,24.1
1977 OCT,All,24.1
1977 NOV,All,24.1
1977 DEC,All,24.2
1978 JAN,All,24.2
1978 FEB,All,24.2
1978 MAR,All,24.2
1978 APR,All,24.2
1978 MAY,All,24.3
1978 JUN,All,24.3
1978 JUL,All,24.3
1978 AUG,All,24.3
1978 SEP,All,24.2
1978 OCT,All,24.2
1978 NOV,All,24.2
1978 DEC,All,24.2
1979 JAN,All,24.2
1979 FEB,All,24.2
1979 MAR,All,24.2
1979 APR,All,24.2
1979 MAY,All,24.2
1979 JUN,All,24.2
1979 JUL,All,24.2
1979 AUG,All,24.1
1979 SEP,All,24.1
1979 OCT,All,24.1
1979 NOV,All,24.1
1979 DEC,All,24.1
1980 JAN,All,24
1980 FEB,All,24
1980 MAR,All,24
1980 APR,All,24
1980 MAY,All,23.9
1980 JUN,All,23.9
1980 JUL,All,23.9
1980 AUG,All,23.9
1980 SEP,All,23.9
1980 OCT,All,23.9
1980 NOV,All,23.9
1980 DEC,All,23.8
1981 JAN,All,23.8
1981 FEB,All,23.8
1981 MAR,All,23.9
1981 APR,All,23.9
1981 MAY,All,23.9
1981 JUN,All,24
1981 JUL,All,24.1
1981 AUG,All,24.1
1981 SEP,All,24.2
1981 OCT,All,24.3
1981 NOV,All,24.4
1981 DEC,All,24.5
1982 JAN,All,24.6
1982 FEB,All,24.6
1982 MAR,All,24.7
1982 APR,All,24.8
1982 MAY,All,24.9
1982 JUN,All,25
1982 JUL,All,25.1
1982 AUG,All,25.2
1982 SEP,All,25.3
1982 OCT,All,25.4
1982 NOV,All,25.5
1982 DEC,All,25.7
1983 JAN,All,25.8
1983 FEB,All,25.8
1983 MAR,All,25.9
1983 APR,All,25.9
1983 MAY,All,25.9
1983 JUN,All,25.7
1983 JUL,All,25.6
1983 AUG,All,25.4
1983 SEP,All,25.2
1983 OCT,All,25
1983 NOV,All,24.9
1983 DEC,All,24.7
1984 JAN,All,24.6
1984 FEB,All,24.5
1984 MAR,All,24.4
1984 APR,All,24.3
1984 MAY,All,24.2
1984 JUN,All,24.2
1984 JUL,All,24.2
1984 AUG,All,24.2
1984 SEP,All,24.1
1984 OCT,All,24.1
1984 NOV,All,24
1984 DEC,All,24
1985 JAN,All,24
1985 FEB,All,24
1985 MAR,All,23.9
1985 APR,All,23.9
1985 MAY,All,23.9
1985 JUN,All,23.9
1985 JUL,All,23.9
1985 AUG,All,23.9
1985 SEP,All,23.8
1985 OCT,All,23.8
1985 NOV,All,23.8
1985 DEC,All,23.8
1986 JAN,All,23.8
1986 FEB,All,23.8
1986 MAR,All,23.7
1986 APR,All,23.7
1986 MAY,All,23.7
1986 JUN,All,23.6
1986 JUL,All,23.5
1986 AUG,All,23.5
1986 SEP,All,23.5
1986 OCT,All,23.4
1986 NOV,All,23.4
1986 DEC,All,23.3
1987 JAN,All,23.3
1987 FEB,All,23.4
1987 MAR,All,23.3
1987 APR,All,23.3
1987 MAY,All,23.2
1987 JUN,All,23.1
1987 JUL,All,23
1987 AUG,All,23
1987 SEP,All,22.9
1987 OCT,All,22.9
1987 NOV,All,22.8
1987 DEC,All,22.7
1988 JAN,All,22.7
1988 FEB,All,22.6
1988 MAR,All,22.6
1988 APR,All,22.6
1988 MAY,All,22.5
1988 JUN,All,22.5
1988 JUL,All,22.5
1988 AUG,All,22.4
1988 SEP,All,22.3
1988 OCT,All,22.2
1988 NOV,All,22.2
1988 DEC,All,22.1
1989 JAN,All,22.1
1989 FEB,All,22
1989 MAR,All,21.9
1989 APR,All,21.9
1989 MAY,All,21.9
1989 JUN,All,21.9
1989 JUL,All,21.9
1989 AUG,All,21.9
1989 SEP,All,21.8
1989 OCT,All,21.8
1989 NOV,All,21.7
1989 DEC,All,21.7
1990 JAN,All,21.7
1990 FEB,All,21.8
1990 MAR,All,21.7
1990 APR,All,21.7
1990 MAY,All,21.7
1990 JUN,All,21.7
1990 JUL,All,21.7
1990 AUG,All,21.7
1990 SEP,All,21.8
1990 OCT,All,21.8
1990 NOV,All,21.8
1990 DEC,All,21.9
1991 JAN,All,22
1991 FEB,All,22
1991 MAR,All,22.1
1991 APR,All,22.1
1991 MAY,All,22.2
1991 JUN,All,22.3
1991 JUL,All,22.4
1991 AUG,All,22.5
1991 SEP,All,22.6
1991 OCT,All,22.8
1991 NOV,All,22.9
1991 DEC,All,23
1992 JAN,All,23
1992 FEB,All,23.1
1992 MAR,All,23.1
1992 APR,All,23.2
1992 MAY,All,23.3
1992 JUN,All,23.4
1992 JUL,All,23.4
1992 AUG,All,23.4
1992 SEP,All,23.5
1992 OCT,All,23.4
1992 NOV,All,23.5
1992 DEC,All,23.4
1993 JAN,All,23.4
1993 FEB,All,23.4
1993 MAR,All,23.5
1993 APR,All,23.5
1993 MAY,All,23.6
1993 JUN,All,23.6
1993 JUL,All,23.7
1993 AUG,All,23.6
1993 SEP,All,23.6
1993 OCT,All,23.6
1993 NOV,All,23.6
1993 DEC,All,23.6
1994 JAN,All,23.6
1994 FEB,All,23.6
1994 MAR,All,23.6
1994 APR,All,23.7
1994 MAY,All,23.7
1994 JUN,All,23.6
1994 JUL,All,23.7
1994 AUG,All,23.7
1994 SEP,All,23.9
1994 OCT,All,24
1994 NOV,All,24.1
1994 DEC,All,24.2
1995 JAN,All,24.1
1995 FEB,All,24
1995 MAR,All,23.9
1995 APR,All,23.9
1995 MAY,All,23.9
1995 JUN,All,23.8
1995 JUL,All,23.7
1995 AUG,All,23.7
1995 SEP,All,23.7
1995 OCT,All,23.7
1995 NOV,All,23.7
1995 DEC,All,23.6
1996 JAN,All,23.7
1996 FEB,All,23.8
1996 MAR,All,23.7
1996 APR,All,23.7
1996 MAY,All,23.7
1996 JUN,All,23.8
1996 JUL,All,23.8
1996 AUG,All,23.8
1996 SEP,All,23.7
1996 OCT,All,23.6
1996 NOV,All,23.6
1996 DEC,All,23.6
1997 JAN,All,23.6
1997 FEB,All,23.6
1997 MAR,All,23.6
1997 APR,All,23.6
1997 MAY,All,23.4
1997 JUN,All,23.4
1997 JUL,All,23.6
1997 AUG,All,23.6
1997 SEP,All,23.7
1997 OCT,All,23.7
1997 NOV,All,23.8
1997 DEC,All,23.9
1998 JAN,All,23.9
1998 FEB,All,23.8
1998 MAR,All,23.8
1998 APR,All,23.9
1998 MAY,All,23.9
1998 JUN,All,23.7
1998 JUL,All,23.6
1998 AUG,All,23.6
1998 SEP,All,23.6
1998 OCT,All,23.5
1998 NOV,All,23.5
1998 DEC,All,23.3
1999 JAN,All,23.3
1999 FEB,All,23.4
1999 MAR,All,23.4
1999 APR,All,23.5
1999 MAY,All,23.4
1999 JUN,All,23.5
1999 JUL,All,23.4
1999 AUG,All,23.3
1999 SEP,All,23.4
1999 OCT,All,23.3
1999 NOV,All,23.2
1999 DEC,All,23.3
2000 JAN,All,23.3
2000 FEB,All,23.2
2000 MAR,All,23.2
2000 APR,All,23.2
2000 MAY,All,23.3
2000 JUN,All,23.3
2000 JUL,All,23.3
2000 AUG,All,23.2
2000 SEP,All,23.3
2000 OCT,All,23.5
2000 NOV,All,23.5
2000 DEC,All,23.3
2001 JAN,All,23.3
2001 FEB,All,23.4
2001 MAR,All,23.4
2001 APR,All,23.5
2001 MAY,All,23.4
2001 JUN,All,23.5
2001 JUL,All,23.5
2001 AUG,All,23.5
2001 SEP,All,23.5
2001 OCT,All,23.4
2001 NOV,All,23.4
2001 DEC,All,23.5
2002 JAN,All,23.6
2002 FEB,All,23.6
2002 MAR,All,23.4
2002 APR,All,23.3
2002 MAY,All,23.3
2002 JUN,All,23.4
2002 JUL,All,23.3
2002 AUG,All,23.3
2002 SEP,All,23.2
2002 OCT,All,23.2
2002 NOV,All,23.2
2002 DEC,All,23.4
2003 JAN,All,23.4
2003 FEB,All,23.3
2003 MAR,All,23.3
2003 APR,All,23.3
2003 MAY,All,23.3
2003 JUN,All,23.2
2003 JUL,All,23.3
2003 AUG,All,23.3
2003 SEP,All,23.3
2003 OCT,All,23.4
2003 NOV,All,23.5
2003 DEC,All,23.3
2004 JAN,All,23.2
2004 FEB,All,23.2
2004 MAR,All,23.3
2004 APR,All,23.4
2004 MAY,All,23.4
2004 JUN,All,23.5
2004 JUL,All,23.5
2004 AUG,All,23.5
2004 SEP,All,23.5
2004 OCT,All,23.4
2004 NOV,All,23.3
2004 DEC,All,23.2
2005 JAN,All,23.1
2005 FEB,All,23.3
2005 MAR,All,23.4
2005 APR,All,23.4
2005 MAY,All,23.4
2005 JUN,All,23.4
2005 JUL,All,23.3
2005 AUG,All,23.3
2005 SEP,All,23.3
2005 OCT,All,23.3
2005 NOV,All,23.3
2005 DEC,All,23.3
2006 JAN,All,23.2
2006 FEB,All,23
2006 MAR,All,22.9
2006 APR,All,23
2006 MAY,All,22.9
2006 JUN,All,22.8
2006 JUL,All,22.7
2006 AUG,All,22.9
2006 SEP,All,22.9
2006 OCT,All,23
2006 NOV,All,23
2006 DEC,All,23.1
2007 JAN,All,23.2
2007 FEB,All,23.2
2007 MAR,All,23.2
2007 APR,All,23.1
2007 MAY,All,23.2
2007 JUN,All,23.2
2007 JUL,All,23.2
2007 AUG,All,23.2
2007 SEP,All,23.1
2007 OCT,All,23.1
2007 NOV,All,23.1
2007 DEC,All,23
2008 JAN,All,22.9
2008 FEB,All,23
2008 MAR,All,22.9
2008 APR,All,22.9
2008 MAY,All,22.9
2008 JUN,All,22.9
2008 JUL,All,23
2008 AUG,All,23
2008 SEP,All,23.1
2008 OCT,All,22.9
2008 NOV,All,22.9
2008 DEC,All,22.7
2009 JAN,All,22.8
2009 FEB,All,22.8
2009 MAR,All,22.9
2009 APR,All,23
2009 MAY,All,23.1
2009 JUN,All,23.3
2009 JUL,All,23.2
2009 AUG,All,23.3
2009 SEP,All,23.3
2009 OCT,All,23.4
2009 NOV,All,23.4
2009 DEC,All,23.6
2010 JAN,All,23.6
2010 FEB,All,23.6
2010 MAR,All,23.6
2010 APR,All,23.4
2010 MAY,All,23.5
2010 JUN,All,23.3
2010 JUL,All,23.3
2010 AUG,All,23.2
2010 SEP,All,23.3
2010 OCT,All,23.5
2010 NOV,All,23.5
2010 DEC,All,23.3
2011 JAN,All,23.3
2011 FEB,All,23.4
2011 MAR,All,23.5
2011 APR,All,23.4
2011 MAY,All,23.3
2011 JUN,All,23.5
2011 JUL,All,23.4
2011 AUG,All,23.4
2011 SEP,All,23.3
2011 OCT,All,23.2
2011 NOV,All,23.2
2011 DEC,All,23.2
2012 JAN,All,23.2
2012 FEB,All,23.1
2012 MAR,All,23.1
2012 APR,All,23
2012 MAY,All,22.8
2012 JUN,All,22.6
2012 JUL,All,22.6
2012 AUG,All,22.7
2012 SEP,All,22.7
2012 OCT,All,22.5
2012 NOV,All,22.4
2012 DEC,All,22.4
2013 JAN,All,22.5
2013 FEB,All,22.6
2013 MAR,All,22.6
2013 APR,All,22.6
2013 MAY,All,22.5
2013 JUN,All,22.4
2013 JUL,All,22.4
2013 AUG,All,22.3
2013 SEP,All,22.3
2013 OCT,All,22.3
2013 NOV,All,22.3
2013 DEC,All,22.2
2014 JAN,All,22.1
2014 FEB,All,22.2
2014 MAR,All,22.1
2014 APR,All,22
2014 MAY,All,22.2
2014 JUN,All,22.3
2014 JUL,All,22.2
2014 AUG,All,22.2
2014 SEP,All,22.2
2014 OCT,All,22.3
2014 NOV,All,22.3
2014 DEC,All,22.2
2015 JAN,All,22.1
2015 FEB,All,22.1
2015 MAR,All,22.2
2015 APR,All,22.2
2015 MAY,All,22.1
2015 JUN,All,22.1
2015 JUL,All,22.1
2015 AUG,All,22
2015 SEP,All,21.9
2015 OCT,All,21.9
2015 NOV,All,21.8
2015 DEC,All,21.8
2016 JAN,All,21.8
2016 FEB,All,21.8
2016 MAR,All,21.8
2016 APR,All,21.7
2016 MAY,All,21.6
2016 JUN,All,21.6
2016 JUL,All,21.5
2016 AUG,All,21.7
2016 SEP,All,21.7
2016 OCT,All,21.7
2016 NOV,All,21.6
2016 DEC,All,21.7
2017 JAN,All,21.6
2017 FEB,All,21.6
2017 MAR,All,21.6
2017 APR,All,21.5
2017 MAY,All,21.3
2017 JUN,All,21.3
2017 JUL,All,21.4
2017 AUG,All,21.6
2017 SEP,All,21.5
2017 OCT,All,21.2
2017 NOV,All,21.3
2017 DEC,All,21.2
2018 JAN,All,21.2
2018 FEB,All,21.1
2018 MAR,All,21
2018 APR,All,21
2018 MAY,All,21.2
2018 JUN,All,21.2
2018 JUL,All,21.2
2018 AUG,All,21.1
2018 SEP,All,21
2018 OCT,All,21
2018 NOV,All,20.9
2018 DEC,All,20.7
2019 JAN,All,20.7
2019 FEB,All,20.8
2019 MAR,All,20.8
2019 APR,All,20.9
2019 MAY,All,20.7
2019 JUN,All,20.8
2019 JUL,All,21
2019 AUG,All,20.8
2019 SEP,All,20.8
2019 OCT,All,20.6
2019 NOV,All,20.5
2019 DEC,All,20.4
2020 JAN,All,20.2
2020 FEB,All,20.4
2020 MAR,All,20.7
2020 APR,All,20.8
2020 MAY,All,21
2020 JUN,All,20.9
2020 JUL,All,21
2020 AUG,All,21.1
2020 SEP,All,21.1
2020 OCT,All,21
2020 NOV,All,21.2
2020 DEC,All,21.3
2021 JAN,All,21.2
2021 FEB,All,21.4
2021 MAR,All,21.4
2021 APR,All,21.4
2021 MAY,All,21.2
2021 JUN,All,21.2
2021 JUL,All,21.2
2021 AUG,All,21.2
2021 SEP,All,21.3
2021 OCT,All,21.3
2021 NOV,All,21.3
2021 DEC,All,21.4
2022 JAN,All,21.5
2022 FEB,All,21.4
2022 MAR,All,21.3
2022 APR,All,21.1
2022 MAY,All,21.4
2022 JUN,All,21.7
2022 JUL,All,21.7
2022 AUG,All,21.6
2022 SEP,All,21.5
2022 OCT,All,21.5
2022 NOV,All,21.4
2022 DEC,All,21.3
2023 JAN,All,21.1
2023 FEB,All,21
2023 MAR,All,21
2023 APR,All,20.8
2023 MAY,All,20.9
1971,Male,5.1
1972,Male,5.2
1973,Male,5.6
1974,Male,6.3
1975,Male,6.2
1976,Male,6.4
1977,Male,7.1
1978,Male,7.9
1979,Male,8.5
1980,Male,8.8
1981,Male,9.1
1982,Male,10.4
1983,Male,11.5
1984,Male,11.2
1985,Male,11.4
1986,Male,11.8
1987,Male,11.7
1988,Male,11.4
1989,Male,11.2
1990,Male,11.4
1991,Male,12.3
1992,Male,13.6
1993,Male,14.2
1994,Male,14.6
1995,Male,15
1996,Male,15.2
1997,Male,15.4
1998,Male,15.7
1999,Male,15.5
2000,Male,15.7
2001,Male,16
2002,Male,16.1
2003,Male,16
2004,Male,16.4
2005,Male,16.5
2006,Male,16.2
2007,Male,16.3
2008,Male,16.2
2009,Male,16.7
2010,Male,17.2
2011,Male,17.2
2012,Male,16.7
2013,Male,16.7
2014,Male,16.7
2015,Male,16.7
2016,Male,16.5
2017,Male,16.6
2018,Male,16.3
2019,Male,16.2
2020,Male,17
2021,Male,17.8
2022,Male,17.9
1971 Q1,Male,4.9
1971 Q2,Male,4.9
1971 Q3,Male,5.3
1971 Q4,Male,5.4
1972 Q1,Male,5.1
1972 Q2,Male,5.1
1972 Q3,Male,5.4
1972 Q4,Male,5.4
1973 Q1,Male,5.2
1973 Q2,Male,5.3
1973 Q3,Male,5.8
1973 Q4,Male,6.1
1974 Q1,Male,6.2
1974 Q2,Male,6.4
1974 Q3,Male,6.2
1974 Q4,Male,6.3
1975 Q1,Male,6.4
1975 Q2,Male,6.3
1975 Q3,Male,6.1
1975 Q4,Male,6.1
1976 Q1,Male,6.2
1976 Q2,Male,6.3
1976 Q3,Male,6.5
1976 Q4,Male,6.7
1977 Q1,Male,6.9
1977 Q2,Male,7
1977 Q3,Male,7.1
1977 Q4,Male,7.3
1978 Q1,Male,7.6
1978 Q2,Male,7.9
1978 Q3,Male,8
1978 Q4,Male,8.1
1979 Q1,Male,8.2
1979 Q2,Male,8.5
1979 Q3,Male,8.6
1979 Q4,Male,8.7
1980 Q1,Male,8.8
1980 Q2,Male,8.8
1980 Q3,Male,8.7
1980 Q4,Male,8.7
1981 Q1,Male,8.7
1981 Q2,Male,8.8
1981 Q3,Male,9.1
1981 Q4,Male,9.6
1982 Q1,Male,9.9
1982 Q2,Male,10.2
1982 Q3,Male,10.5
1982 Q4,Male,11
1983 Q1,Male,11.4
1983 Q2,Male,11.6
1983 Q3,Male,11.5
1983 Q4,Male,11.4
1984 Q1,Male,11.3
1984 Q2,Male,11.2
1984 Q3,Male,11.2
1984 Q4,Male,11.1
1985 Q1,Male,11.1
1985 Q2,Male,11.3
1985 Q3,Male,11.4
1985 Q4,Male,11.6
1986 Q1,Male,11.7
1986 Q2,Male,11.8
1986 Q3,Male,11.7
1986 Q4,Male,11.8
1987 Q1,Male,11.9
1987 Q2,Male,11.8
1987 Q3,Male,11.6
1987 Q4,Male,11.5
1988 Q1,Male,11.3
1988 Q2,Male,11.4
1988 Q3,Male,11.4
1988 Q4,Male,11.4
1989 Q1,Male,11.2
1989 Q2,Male,11.2
1989 Q3,Male,11.2
1989 Q4,Male,11.2
1990 Q1,Male,11.2
1990 Q2,Male,11.3
1990 Q3,Male,11.4
1990 Q4,Male,11.6
1991 Q1,Male,11.8
1991 Q2,Male,12.1
1991 Q3,Male,12.4
1991 Q4,Male,12.9
1992 Q1,Male,13.1
1992 Q2,Male,13.5
1992 Q3,Male,13.7
1992 Q4,Male,13.9
1993 Q1,Male,13.8
1993 Q2,Male,14.2
1993 Q3,Male,14.4
1993 Q4,Male,14.4
1994 Q1,Male,14.5
1994 Q2,Male,14.6
1994 Q3,Male,14.6
1994 Q4,Male,14.9
1995 Q1,Male,15
1995 Q2,Male,15
1995 Q3,Male,14.9
1995 Q4,Male,15
1996 Q1,Male,15.1
1996 Q2,Male,15.1
1996 Q3,Male,15.3
1996 Q4,Male,15.4
1997 Q1,Male,15.3
1997 Q2,Male,15.3
1997 Q3,Male,15.5
1997 Q4,Male,15.6
1998 Q1,Male,15.7
1998 Q2,Male,15.9
1998 Q3,Male,15.6
1998 Q4,Male,15.5
1999 Q1,Male,15.5
1999 Q2,Male,15.6
1999 Q3,Male,15.5
1999 Q4,Male,15.5
2000 Q1,Male,15.6
2000 Q2,Male,15.6
2000 Q3,Male,15.8
2000 Q4,Male,15.9
2001 Q1,Male,15.8
2001 Q2,Male,16.1
2001 Q3,Male,16
2001 Q4,Male,16
2002 Q1,Male,16.2
2002 Q2,Male,16.2
2002 Q3,Male,16.2
2002 Q4,Male,15.8
2003 Q1,Male,16
2003 Q2,Male,15.8
2003 Q3,Male,16
2003 Q4,Male,16.4
2004 Q1,Male,16.2
2004 Q2,Male,16.4
2004 Q3,Male,16.5
2004 Q4,Male,16.3
2005 Q1,Male,16.3
2005 Q2,Male,16.6
2005 Q3,Male,16.5
2005 Q4,Male,16.4
2006 Q1,Male,16.4
2006 Q2,Male,16.2
2006 Q3,Male,16
2006 Q4,Male,16.2
2007 Q1,Male,16.3
2007 Q2,Male,16.3
2007 Q3,Male,16.4
2007 Q4,Male,16.3
2008 Q1,Male,16.2
2008 Q2,Male,16.2
2008 Q3,Male,16.3
2008 Q4,Male,16.1
2009 Q1,Male,16
2009 Q2,Male,16.5
2009 Q3,Male,16.9
2009 Q4,Male,17.3
2010 Q1,Male,17.4
2010 Q2,Male,17.2
2010 Q3,Male,17
2010 Q4,Male,17.1
2011 Q1,Male,17.2
2011 Q2,Male,17.2
2011 Q3,Male,17.4
2011 Q4,Male,17.2
2012 Q1,Male,17
2012 Q2,Male,16.6
2012 Q3,Male,16.6
