year,survey_name,region,application_method,crop_group,chemical_group,area_treated,weight_applied
1990,Arable crops,Eastern,OT,Cereals,Fungicides,4608478.249999996,1645427.809999999
1990,Arable crops,Eastern,OT,Cereals,Growth regulators,836859.36,923962.809999999
1990,Arable crops,Eastern,OT,Cereals,Herbicides,3464791.429999998,3216268.979999999
1990,Arable crops,Eastern,OT,Cereals,Insecticides,1221252.31,123480.76
1990,Arable crops,Eastern,OT,Cereals,Molluscicides,77523.25,20811.41
1990,Arable crops,Eastern,OT,Oilseeds,Fungicides,226062.25,119733.79
1990,Arable crops,Eastern,OT,Oilseeds,Growth regulators,1887.14,2172.81
1990,Arable crops,Eastern,OT,Oilseeds,Herbicides,351926.55,260479.76
1990,Arable crops,Eastern,OT,Oilseeds,Insecticides,239658.19,18882.38
1990,Arable crops,Eastern,OT,Oilseeds,Molluscicides,10421.82,4646.2300000000005
1990,Arable crops,Eastern,OT,Potatoes,Fungicides,473511.3,403483.95
1990,Arable crops,Eastern,OT,Potatoes,Growth regulators,2452.14,9527.38
1990,Arable crops,Eastern,OT,Potatoes,Herbicides,111439.57999999999,82199.81
1990,Arable crops,Eastern,OT,Potatoes,Insecticides,111661.92,75500.72
1990,Arable crops,Eastern,OT,Potatoes,Molluscicides,16283.06,3540.7
1990,Arable crops,Eastern,OT,Potatoes,Others,25865.32,3461998.9
1990,Arable crops,Eastern,OT,Pulses,Fungicides,153760.9599999999,88901.14999999989
1990,Arable crops,Eastern,OT,Pulses,Growth regulators,1961.9299999999998,940.44
1990,Arable crops,Eastern,OT,Pulses,Herbicides,220950.8899999999,174135.10999999978
1990,Arable crops,Eastern,OT,Pulses,Insecticides,105393.16,12807.58
1990,Arable crops,Eastern,OT,Sugar beet,Fungicides,41281.950000000004,190735.71000000002
1990,Arable crops,Eastern,OT,Sugar beet,Herbicides,818503.15,488323.35
1990,Arable crops,Eastern,OT,Sugar beet,Insecticides,262490.79000000004,74786.74
1990,Arable crops,Eastern,OT,Sugar beet,Molluscicides,1431.41,232.26
1990,Arable crops,Eastern,ST,Cereals,Fungicides,1310134.33,35632.62
1990,Arable crops,Eastern,ST,Cereals,Insecticides,57698.97,6378.7300000000005
1990,Arable crops,Eastern,ST,Oilseeds,Fungicides,245064.3,2590.96
1990,Arable crops,Eastern,ST,Oilseeds,Insecticides,116807.78,10174.11
1990,Arable crops,Eastern,ST,Potatoes,Fungicides,44408.7,11434.82
1990,Arable crops,Eastern,ST,Pulses,Fungicides,54123.6399999999,7294.91
1990,Arable crops,Eastern,ST,Sugar beet,Fungicides,284189.62,13383.169999999998
1990,Arable crops,Eastern,ST,Sugar beet,Molluscicides,141664.96,1869.98
1990,Arable crops,Midlands & Western,OT,Cereals,Fungicides,1289494.34,436148.9799999998
1990,Arable crops,Midlands & Western,OT,Cereals,Growth regulators,267817.82,323653.49
1990,Arable crops,Midlands & Western,OT,Cereals,Herbicides,1371414.2799999977,1205865.63
1990,Arable crops,Midlands & Western,OT,Cereals,Insecticides,352202.66000000003,32829.49
1990,Arable crops,Midlands & Western,OT,Cereals,Molluscicides,29320.08,7152.539999999999
1990,Arable crops,Midlands & Western,OT,Oilseeds,Fungicides,71838.52,26854.72
1990,Arable crops,Midlands & Western,OT,Oilseeds,Herbicides,125657.58999999991,52262.59
1990,Arable crops,Midlands & Western,OT,Oilseeds,Insecticides,65805.23999999999,3054.92
1990,Arable crops,Midlands & Western,OT,Oilseeds,Molluscicides,1076.27,152.14
1990,Arable crops,Midlands & Western,OT,Potatoes,Fungicides,292335.33,222013.80000000002
1990,Arable crops,Midlands & Western,OT,Potatoes,Growth regulators,114.9,459.58
1990,Arable crops,Midlands & Western,OT,Potatoes,Herbicides,70673.02,49370.77999999999
1990,Arable crops,Midlands & Western,OT,Potatoes,Insecticides,30629.57,15986.509999999998
1990,Arable crops,Midlands & Western,OT,Potatoes,Molluscicides,628.61,372.68
1990,Arable crops,Midlands & Western,OT,Potatoes,Others,14565.87,1794299.8
1990,Arable crops,Midlands & Western,OT,Pulses,Fungicides,30954.669999999882,20028.46999999999
1990,Arable crops,Midlands & Western,OT,Pulses,Growth regulators,409.73,158.12
1990,Arable crops,Midlands & Western,OT,Pulses,Herbicides,65479.20999999998,46199.14999999999
1990,Arable crops,Midlands & Western,OT,Pulses,Insecticides,27216.739999999998,3100.0200000000004
1990,Arable crops,Midlands & Western,OT,Sugar beet,Fungicides,4250.17,34001.4
1990,Arable crops,Midlands & Western,OT,Sugar beet,Herbicides,190205.5499999999,103266.76
1990,Arable crops,Midlands & Western,OT,Sugar beet,Insecticides,40783.079999999994,5930.71
1990,Arable crops,Midlands & Western,ST,Cereals,Fungicides,542221.21,16905.15
1990,Arable crops,Midlands & Western,ST,Cereals,Insecticides,47662.77,2147.13999999999
1990,Arable crops,Midlands & Western,ST,Oilseeds,Fungicides,103185.70999999999,1142.36
1990,Arable crops,Midlands & Western,ST,Oilseeds,Insecticides,50504.06,4197.94
1990,Arable crops,Midlands & Western,ST,Potatoes,Fungicides,16179.09,6468.4400000000005
1990,Arable crops,Midlands & Western,ST,Pulses,Fungicides,16390.73,2085.36
1990,Arable crops,Midlands & Western,ST,Sugar beet,Fungicides,52385.03,2512.45
1990,Arable crops,Midlands & Western,ST,Sugar beet,Molluscicides,25091.73,331.21
1990,Arable crops,Northern,OT,Cereals,Fungicides,2003015.589999998,629663.589999999
1990,Arable crops,Northern,OT,Cereals,Growth regulators,447382.27,458543.79
1990,Arable crops,Northern,OT,Cereals,Herbicides,1477198.2799999986,1363387.759999999
1990,Arable crops,Northern,OT,Cereals,Insecticides,493985.38,37054.5
1990,Arable crops,Northern,OT,Cereals,Molluscicides,22657.41,5476.98
1990,Arable crops,Northern,OT,Oilseeds,Fungicides,107078.29,65147.45999999999
1990,Arable crops,Northern,OT,Oilseeds,Growth regulators,4183.24,7304.5
1990,Arable crops,Northern,OT,Oilseeds,Herbicides,163164.05,99482.56999999999
1990,Arable crops,Northern,OT,Oilseeds,Insecticides,111207.65,13195.5
1990,Arable crops,Northern,OT,Oilseeds,Molluscicides,5839.55,1216.67
1990,Arable crops,Northern,OT,Potatoes,Fungicides,224190.86,178457.94
1990,Arable crops,Northern,OT,Potatoes,Growth regulators,1072.57,4236.41
1990,Arable crops,Northern,OT,Potatoes,Herbicides,49822.55,38104.55999999999
1990,Arable crops,Northern,OT,Potatoes,Insecticides,35546.7,22037.62
1990,Arable crops,Northern,OT,Potatoes,Molluscicides,3650.5,2338.35
1990,Arable crops,Northern,OT,Potatoes,Others,10419.34,1473999.0
1990,Arable crops,Northern,OT,Pulses,Fungicides,28348.09999999999,16276.689999999999
1990,Arable crops,Northern,OT,Pulses,Herbicides,51567.96,35248.89
1990,Arable crops,Northern,OT,Pulses,Insecticides,17894.97,2640.79
1990,Arable crops,Northern,OT,Sugar beet,Fungicides,1492.9099999999999,3604.9300000000003
1990,Arable crops,Northern,OT,Sugar beet,Herbicides,159142.1499999999,79116.48
1990,Arable crops,Northern,OT,Sugar beet,Insecticides,40307.810000000005,10361.05
1990,Arable crops,Northern,ST,Cereals,Fungicides,678695.96,16637.07
1990,Arable crops,Northern,ST,Cereals,Insecticides,14802.650000000001,830.13
1990,Arable crops,Northern,ST,Oilseeds,Fungicides,151025.03,1525.95
1990,Arable crops,Northern,ST,Oilseeds,Insecticides,72947.54,6461.8
1990,Arable crops,Northern,ST,Potatoes,Fungicides,15204.099999999999,4070.88
1990,Arable crops,Northern,ST,Pulses,Fungicides,19106.16,2608.999999999999
1990,Arable crops,Northern,ST,Sugar beet,Fungicides,48282.44,2270.49
1990,Arable crops,Northern,ST,Sugar beet,Molluscicides,24141.22,318.66
1990,Arable crops,Scotland,OT,Cereals,Fungicides,1498977.0,652809.0399999999
1990,Arable crops,Scotland,OT,Cereals,Growth regulators,381832.0,260371.16999999998
1990,Arable crops,Scotland,OT,Cereals,Herbicides,1052786.0,550121.2599999997
1990,Arable crops,Scotland,OT,Cereals,Insecticides,156633.0,19506.0
1990,Arable crops,Scotland,OT,Cereals,Molluscicides,12096.0,2749.0
1990,Arable crops,Scotland,OT,Oilseeds,Fungicides,186784.0,225675.8099999999
1990,Arable crops,Scotland,OT,Oilseeds,Growth regulators,6702.0,8994.83
1990,Arable crops,Scotland,OT,Oilseeds,Herbicides,91140.0,47526.36
1990,Arable crops,Scotland,OT,Oilseeds,Insecticides,21976.0,1154.0
1990,Arable crops,Scotland,OT,Oilseeds,Molluscicides,2939.0,596.0
1990,Arable crops,Scotland,OT,Potatoes,Fungicides,185226.0,125656.18999999999
1990,Arable crops,Scotland,OT,Potatoes,Herbicides,55097.0,50882.82999999999
1990,Arable crops,Scotland,OT,Potatoes,Insecticides,53651.0,12004.0
1990,Arable crops,Scotland,OT,Potatoes,Molluscicides,3073.0,391.0
1990,Arable crops,Scotland,OT,Potatoes,Others,28936.0,4340649.0
1990,Arable crops,Scotland,OT,Pulses,Fungicides,10081.0,7961.71
1990,Arable crops,Scotland,OT,Pulses,Growth regulators,107.0,151.0
1990,Arable crops,Scotland,OT,Pulses,Herbicides,11422.0,9044.07
1990,Arable crops,Scotland,OT,Pulses,Insecticides,386.0,44.0
1990,Arable crops,Scotland,OT,Pulses,Others,53.0,6795.0
1990,Arable crops,Scotland,ST,Cereals,Fungicides,553407.0,22876.0
1990,Arable crops,Scotland,ST,Cereals,Insecticides,3562.0,419.0
1990,Arable crops,Scotland,ST,Oilseeds,Fungicides,68343.0,557.0
1990,Arable crops,Scotland,ST,Oilseeds,Insecticides,34000.0,2618.0
1990,Arable crops,Scotland,ST,Potatoes,Fungicides,12501.0,21789.0
1990,Arable crops,Scotland,ST,Pulses,Fungicides,3909.0,584.0
1990,Arable crops,South Eastern,OT,Cereals,Fungicides,1588415.6099999978,420274.7699999989
1990,Arable crops,South Eastern,OT,Cereals,Growth regulators,369451.81000000006,328754.02999999997
1990,Arable crops,South Eastern,OT,Cereals,Herbicides,1297573.3299999998,1101976.4499999997
1990,Arable crops,South Eastern,OT,Cereals,Insecticides,452168.4,43809.53
1990,Arable crops,South Eastern,OT,Cereals,Molluscicides,16794.16,6924.360000000001
1990,Arable crops,South Eastern,OT,Oilseeds,Fungicides,102522.73,37738.26999999999
1990,Arable crops,South Eastern,OT,Oilseeds,Growth regulators,3330.1,4381.59
1990,Arable crops,South Eastern,OT,Oilseeds,Herbicides,144959.2299999999,62086.579999999994
1990,Arable crops,South Eastern,OT,Oilseeds,Insecticides,96924.48,7085.31
1990,Arable crops,South Eastern,OT,Oilseeds,Molluscicides,2165.07,1076.56
1990,Arable crops,South Eastern,OT,Potatoes,Fungicides,67325.26999999999,51085.19
1990,Arable crops,South Eastern,OT,Potatoes,Growth regulators,271.12,1084.48
1990,Arable crops,South Eastern,OT,Potatoes,Herbicides,17652.99999999999,16285.869999999999
1990,Arable crops,South Eastern,OT,Potatoes,Insecticides,8819.7,8190.63
1990,Arable crops,South Eastern,OT,Potatoes,Others,548.79,73949.7
1990,Arable crops,South Eastern,OT,Pulses,Fungicides,95744.36,37360.0799999999
1990,Arable crops,South Eastern,OT,Pulses,Herbicides,88947.15,57129.07
1990,Arable crops,South Eastern,OT,Pulses,Insecticides,67720.14,8548.449999999999
1990,Arable crops,South Eastern,OT,Sugar beet,Fungicides,135.69,133.28
1990,Arable crops,South Eastern,OT,Sugar beet,Herbicides,407.07,128.84
1990,Arable crops,South Eastern,OT,Sugar beet,Insecticides,271.38,158.93
1990,Arable crops,South Eastern,ST,Cereals,Fungicides,587549.6999999998,22248.79
1990,Arable crops,South Eastern,ST,Cereals,Insecticides,70678.67,3033.02
1990,Arable crops,South Eastern,ST,Oilseeds,Fungicides,106519.81,1104.21
1990,Arable crops,South Eastern,ST,Oilseeds,Insecticides,50053.47,4200.94
1990,Arable crops,South Eastern,ST,Potatoes,Fungicides,9932.07,2839.83
1990,Arable crops,South Eastern,ST,Pulses,Fungicides,26313.13999999999,3960.709999999999
1990,Arable crops,South Eastern,ST,Sugar beet,Fungicides,271.38,12.76
1990,Arable crops,South Eastern,ST,Sugar beet,Molluscicides,135.69,1.79
1990,Arable crops,South Western,OT,Cereals,Fungicides,1352624.9199999988,357804.9199999997
1990,Arable crops,South Western,OT,Cereals,Growth regulators,272583.109999999,252259.34999999998
1990,Arable crops,South Western,OT,Cereals,Herbicides,1125644.939999999,810436.269999999
1990,Arable crops,South Western,OT,Cereals,Insecticides,351913.2,21462.97
1990,Arable crops,South Western,OT,Cereals,Molluscicides,15101.12,2664.67
1990,Arable crops,South Western,OT,Oilseeds,Fungicides,21889.45,10374.91
1990,Arable crops,South Western,OT,Oilseeds,Growth regulators,2372.02999999999,3301.65
1990,Arable crops,South Western,OT,Oilseeds,Herbicides,52978.22,29881.57
1990,Arable crops,South Western,OT,Oilseeds,Insecticides,27035.41,4736.7
1990,Arable crops,South Western,OT,Oilseeds,Molluscicides,1179.58,324.39000000000004
1990,Arable crops,South Western,OT,Potatoes,Fungicides,111244.44,70912.67999999989
1990,Arable crops,South Western,OT,Potatoes,Growth regulators,468.6,1874.4
1990,Arable crops,South Western,OT,Potatoes,Herbicides,17510.78,15571.6
1990,Arable crops,South Western,OT,Potatoes,Insecticides,21932.57,7110.389999999999
1990,Arable crops,South Western,OT,Potatoes,Others,301.06,40568.12
1990,Arable crops,South Western,OT,Pulses,Fungicides,36292.859999999986,22191.87
1990,Arable crops,South Western,OT,Pulses,Herbicides,38894.08,27657.62
1990,Arable crops,South Western,OT,Pulses,Insecticides,33374.87999999999,4878.26
1990,Arable crops,South Western,ST,Cereals,Fungicides,451603.11,11097.64
1990,Arable crops,South Western,ST,Cereals,Insecticides,193390.83999999898,8249.76
1990,Arable crops,South Western,ST,Oilseeds,Fungicides,37165.89,361.86
1990,Arable crops,South Western,ST,Oilseeds,Insecticides,17933.95,1505.18
1990,Arable crops,South Western,ST,Potatoes,Fungicides,2296.9,1354.33
1990,Arable crops,South Western,ST,Pulses,Fungicides,18739.010000000002,2845.48
1990,Arable crops,Wales,OT,Cereals,Fungicides,93448.15999999999,22387.53
1990,Arable crops,Wales,OT,Cereals,Growth regulators,12560.45,18035.37
1990,Arable crops,Wales,OT,Cereals,Herbicides,107969.2699999999,93822.69
1990,Arable crops,Wales,OT,Cereals,Insecticides,35734.12,7317.44
1990,Arable crops,Wales,OT,Oilseeds,Herbicides,734.0,440.4
1990,Arable crops,Wales,OT,Potatoes,Fungicides,26024.68,18486.24
1990,Arable crops,Wales,OT,Potatoes,Herbicides,10315.49,9390.76
1990,Arable crops,Wales,OT,Potatoes,Insecticides,5393.72,15399.04
1990,Arable crops,Wales,OT,Pulses,Herbicides,948.02,943.28
1990,Arable crops,Wales,OT,Pulses,Insecticides,474.01,167.23
1990,Arable crops,Wales,ST,Cereals,Fungicides,24501.75,870.84
1990,Arable crops,Wales,ST,Cereals,Insecticides,944.26,108.54
1990,Arable crops,Wales,ST,Oilseeds,Fungicides,1468.0,13.11
1990,Arable crops,Wales,ST,Oilseeds,Insecticides,734.0,61.6
1990,Soft fruit,Eastern,OT,Other soft fruit,Fungicides,16357.72,19260.299999999992
1990,Soft fruit,Eastern,OT,Other soft fruit,Herbicides,4390.08,6720.61
1990,Soft fruit,Eastern,OT,Other soft fruit,Insecticides,7049.49,3850.07
1990,Soft fruit,Eastern,OT,Other soft fruit,Molluscicides,62.96,13.85
1990,Soft fruit,Eastern,OT,Other soft fruit,Others,48.67,2832.9
1990,Soft fruit,Eastern,OT,Strawberries,Fungicides,5409.8099999999995,6972.280000000001
1990,Soft fruit,Eastern,OT,Strawberries,Herbicides,4185.339999999999,5956.67
1990,Soft fruit,Eastern,OT,Strawberries,Insecticides,3429.02,1340.94
1990,Soft fruit,Eastern,OT,Strawberries,Molluscicides,242.59,74.47999999999999
1990,Soft fruit,Midlands & Western,OT,Other soft fruit,Fungicides,10677.94,10708.869999999999
1990,Soft fruit,Midlands & Western,OT,Other soft fruit,Growth regulators,8.23,4.41
1990,Soft fruit,Midlands & Western,OT,Other soft fruit,Herbicides,3667.74,4925.56
1990,Soft fruit,Midlands & Western,OT,Other soft fruit,Insecticides,6216.59,3682.88
1990,Soft fruit,Midlands & Western,OT,Other soft fruit,Molluscicides,199.51,81.51
1990,Soft fruit,Midlands & Western,OT,Other soft fruit,Others,9.18,529.66
1990,Soft fruit,Midlands & Western,OT,Strawberries,Fungicides,4123.64,6096.59
1990,Soft fruit,Midlands & Western,OT,Strawberries,Herbicides,3900.769999999999,5623.26
1990,Soft fruit,Midlands & Western,OT,Strawberries,Insecticides,2854.94,1240.8899999999999
1990,Soft fruit,Midlands & Western,OT,Strawberries,Molluscicides,346.89,77.51
1990,Soft fruit,Midlands & Western,OT,Strawberries,Others,7.53,2079.83
1990,Soft fruit,Northern,OT,Other soft fruit,Fungicides,580.17,959.35
1990,Soft fruit,Northern,OT,Other soft fruit,Herbicides,443.79,623.59
1990,Soft fruit,Northern,OT,Other soft fruit,Insecticides,130.31,46.6
1990,Soft fruit,Northern,OT,Other soft fruit,Others,14.28,823.72
1990,Soft fruit,Northern,OT,Strawberries,Fungicides,1735.17,2535.6000000000004
1990,Soft fruit,Northern,OT,Strawberries,Herbicides,1840.03,2267.43
1990,Soft fruit,Northern,OT,Strawberries,Insecticides,1141.42,451.3
1990,Soft fruit,Northern,OT,Strawberries,Molluscicides,186.67000000000002,62.22
1990,Soft fruit,Northern,OT,Strawberries,Others,0.44,171.97
1990,Soft fruit,Scotland,OT,Other soft fruit,Fungicides,10567.0,16104.45
1990,Soft fruit,Scotland,OT,Other soft fruit,Herbicides,6377.0,3643.86
1990,Soft fruit,Scotland,OT,Other soft fruit,Insecticides,3638.0,2253.14
1990,Soft fruit,Scotland,OT,Other soft fruit,Molluscicides,45.0,10.0
1990,Soft fruit,Scotland,OT,Other soft fruit,Others,68.0,3810.0
1990,Soft fruit,Scotland,OT,Strawberries,Fungicides,2130.0,2828.0
1990,Soft fruit,Scotland,OT,Strawberries,Herbicides,2340.0,2202.0
1990,Soft fruit,Scotland,OT,Strawberries,Insecticides,723.0,360.38
1990,Soft fruit,Scotland,OT,Strawberries,Molluscicides,145.0,31.0
1990,Soft fruit,Scotland,OT,Strawberries,Others,1.0,540.0
1990,Soft fruit,South Eastern,OT,Other soft fruit,Fungicides,25946.46,29104.29
1990,Soft fruit,South Eastern,OT,Other soft fruit,Growth regulators,36.7,11.3
1990,Soft fruit,South Eastern,OT,Other soft fruit,Herbicides,6550.74,7387.859999999999
1990,Soft fruit,South Eastern,OT,Other soft fruit,Insecticides,7206.74,3930.1
1990,Soft fruit,South Eastern,OT,Other soft fruit,Molluscicides,58.94,11.53
1990,Soft fruit,South Eastern,OT,Other soft fruit,Others,39.19,621.55
1990,Soft fruit,South Eastern,OT,Strawberries,Fungicides,14285.18,11873.26
1990,Soft fruit,South Eastern,OT,Strawberries,Herbicides,8429.189999999999,9888.92999999999
1990,Soft fruit,South Eastern,OT,Strawberries,Insecticides,6180.9,2721.589999999999
1990,Soft fruit,South Eastern,OT,Strawberries,Molluscicides,559.71,158.78
1990,Soft fruit,South Eastern,OT,Strawberries,Others,56.980000000000004,35839.14
1990,Soft fruit,South Western,OT,Other soft fruit,Fungicides,5753.869999999999,6237.98
1990,Soft fruit,South Western,OT,Other soft fruit,Herbicides,1673.31,1994.74
1990,Soft fruit,South Western,OT,Other soft fruit,Insecticides,2552.75,1160.599999999999
1990,Soft fruit,South Western,OT,Other soft fruit,Others,9.15,1592.28
1990,Soft fruit,South Western,OT,Strawberries,Fungicides,2061.19,2127.78
1990,Soft fruit,South Western,OT,Strawberries,Herbicides,1499.76,2667.73
1990,Soft fruit,South Western,OT,Strawberries,Insecticides,768.0500000000001,392.55
1990,Soft fruit,South Western,OT,Strawberries,Molluscicides,156.88,40.8
1990,Soft fruit,South Western,OT,Strawberries,Others,29.66,11572.16
1990,Soft fruit,Wales,OT,Other soft fruit,Fungicides,929.9599999999999,932.3000000000001
1990,Soft fruit,Wales,OT,Other soft fruit,Herbicides,557.28,746.38
1990,Soft fruit,Wales,OT,Other soft fruit,Insecticides,790.09,301.03
1990,Soft fruit,Wales,OT,Other soft fruit,Molluscicides,0.69,0.15
1990,Soft fruit,Wales,OT,Other soft fruit,Others,2.31,133.31
1990,Soft fruit,Wales,OT,Strawberries,Fungicides,410.84,605.0999999999999
1990,Soft fruit,Wales,OT,Strawberries,Herbicides,499.85,639.01
1990,Soft fruit,Wales,OT,Strawberries,Insecticides,308.61,153.16
1990,Soft fruit,Wales,OT,Strawberries,Molluscicides,3.52,0.79
1991,Edible protected crops,Eastern,OT,Protected edible crops,Fungicides,2334.869999999999,3972.33
1991,Edible protected crops,Eastern,OT,Protected edible crops,Growth regulators,12.2,4.24
1991,Edible protected crops,Eastern,OT,Protected edible crops,Herbicides,120.41999999999999,94.67
1991,Edible protected crops,Eastern,OT,Protected edible crops,Insecticides,1535.3,1237.9
1991,Edible protected crops,Eastern,OT,Protected edible crops,Molluscicides,130.02,57.53
1991,Edible protected crops,Eastern,OT,Protected edible crops,Others,59.31,18494.14
1991,Edible protected crops,Midlands & Western,OT,Protected edible crops,Fungicides,2270.21,4211.379999999999
1991,Edible protected crops,Midlands & Western,OT,Protected edible crops,Growth regulators,25.25,11.96
1991,Edible protected crops,Midlands & Western,OT,Protected edible crops,Herbicides,95.99000000000001,74.67
1991,Edible protected crops,Midlands & Western,OT,Protected edible crops,Insecticides,930.59,365.72999999999996
1991,Edible protected crops,Midlands & Western,OT,Protected edible crops,Molluscicides,86.83000000000001,13.99
1991,Edible protected crops,Midlands & Western,OT,Protected edible crops,Others,135.29000000000002,45950.44
1991,Edible protected crops,Northern,OT,Protected edible crops,Fungicides,2819.25,4301.81
1991,Edible protected crops,Northern,OT,Protected edible crops,Growth regulators,49.790000000000006,13.44
1991,Edible protected crops,Northern,OT,Protected edible crops,Herbicides,129.26,118.77000000000001
1991,Edible protected crops,Northern,OT,Protected edible crops,Insecticides,1710.07,1110.48
1991,Edible protected crops,Northern,OT,Protected edible crops,Molluscicides,28.740000000000002,4.29
1991,Edible protected crops,Northern,OT,Protected edible crops,Others,101.23,14351.609999999999
1991,Edible protected crops,Scotland,OT,Protected edible crops,Fungicides,68.31,122.11
1991,Edible protected crops,Scotland,OT,Protected edible crops,Growth regulators,0.66,0.3
1991,Edible protected crops,Scotland,OT,Protected edible crops,Herbicides,2.66,3.4
1991,Edible protected crops,Scotland,OT,Protected edible crops,Insecticides,64.37,17.8
1991,Edible protected crops,Scotland,OT,Protected edible crops,Molluscicides,2.56,1.95
1991,Edible protected crops,Scotland,OT,Protected edible crops,Others,3.9499999999999997,1293.0
1991,Edible protected crops,South Eastern,OT,Protected edible crops,Fungicides,1711.9599999999998,2723.5499999999997
1991,Edible protected crops,South Eastern,OT,Protected edible crops,Growth regulators,25.94,16.950000000000003
1991,Edible protected crops,South Eastern,OT,Protected edible crops,Herbicides,112.52000000000001,108.5
1991,Edible protected crops,South Eastern,OT,Protected edible crops,Insecticides,1284.649999999999,937.1099999999999
1991,Edible protected crops,South Eastern,OT,Protected edible crops,Molluscicides,84.0,21.37
1991,Edible protected crops,South Eastern,OT,Protected edible crops,Others,86.47999999999999,21102.22
1991,Edible protected crops,South Western,OT,Protected edible crops,Fungicides,602.23,1238.71
1991,Edible protected crops,South Western,OT,Protected edible crops,Growth regulators,16.07,11.72
1991,Edible protected crops,South Western,OT,Protected edible crops,Herbicides,43.83,66.57
1991,Edible protected crops,South Western,OT,Protected edible crops,Insecticides,283.0599999999999,226.53
1991,Edible protected crops,South Western,OT,Protected edible crops,Molluscicides,13.49,4.45
1991,Edible protected crops,South Western,OT,Protected edible crops,Others,29.28,11168.41
1991,Edible protected crops,Wales,OT,Protected edible crops,Fungicides,7.67,11.120000000000001
1991,Edible protected crops,Wales,OT,Protected edible crops,Insecticides,27.689999999999998,28.88
1991,Edible protected crops,Wales,OT,Protected edible crops,Molluscicides,3.97,1.08
1991,Edible protected crops,Wales,OT,Protected edible crops,Others,2.4,1459.43
1991,Outdoor vegetables,Eastern,OT,Brassicas,Fungicides,29699.37999999999,23153.3
1991,Outdoor vegetables,Eastern,OT,Brassicas,Herbicides,33805.71,84388.90000000001
1991,Outdoor vegetables,Eastern,OT,Brassicas,Insecticides,130851.59999999999,46009.319999999985
1991,Outdoor vegetables,Eastern,OT,Brassicas,Molluscicides,2584.26,759.22
1991,Outdoor vegetables,Eastern,OT,Brassicas,Others,31.24,57.04
1991,Outdoor vegetables,Eastern,OT,"Carrots, parsnips etc.",Fungicides,18268.48,55399.77
1991,Outdoor vegetables,Eastern,OT,"Carrots, parsnips etc.",Herbicides,51241.75,50922.159999999996
1991,Outdoor vegetables,Eastern,OT,"Carrots, parsnips etc.",Insecticides,77342.09999999999,55964.72
1991,Outdoor vegetables,Eastern,OT,Cucurbits,Fungicides,52.209999999999994,28.54
1991,Outdoor vegetables,Eastern,OT,Cucurbits,Herbicides,16.4,36.22
1991,Outdoor vegetables,Eastern,OT,Cucurbits,Insecticides,52.21,13.3
1991,Outdoor vegetables,Eastern,OT,"Lettuce, endive etc.",Fungicides,10012.3,6769.94
1991,Outdoor vegetables,Eastern,OT,"Lettuce, endive etc.",Herbicides,3899.289999999999,4845.64
1991,Outdoor vegetables,Eastern,OT,"Lettuce, endive etc.",Insecticides,23369.89,4403.34
1991,Outdoor vegetables,Eastern,OT,Onions & leeks,Fungicides,28834.85,20744.0
1991,Outdoor vegetables,Eastern,OT,Onions & leeks,Growth regulators,3605.56,10326.7
1991,Outdoor vegetables,Eastern,OT,Onions & leeks,Herbicides,61118.409999999996,55887.880000000005
1991,Outdoor vegetables,Eastern,OT,Onions & leeks,Insecticides,3908.6800000000003,2779.82
1991,Outdoor vegetables,Eastern,OT,Other outdoor vegetables,Herbicides,2591.04,1522.07
1991,Outdoor vegetables,Eastern,OT,Other outdoor vegetables,Insecticides,1141.62,48.46
1991,Outdoor vegetables,Eastern,OT,Other root vegetables,Fungicides,95.8,95.05
1991,Outdoor vegetables,Eastern,OT,Other root vegetables,Herbicides,4777.32,2253.77
1991,Outdoor vegetables,Eastern,OT,Other root vegetables,Insecticides,1144.72,329.15999999999997
1991,Outdoor vegetables,Eastern,OT,Peas & beans,Fungicides,15066.369999999999,8233.26999999999
1991,Outdoor vegetables,Eastern,OT,Peas & beans,Herbicides,120371.76,75031.28
1991,Outdoor vegetables,Eastern,OT,Peas & beans,Insecticides,31193.56,4506.01
1991,Outdoor vegetables,Eastern,OT,Root crucifers,Fungicides,66.74,48.21
1991,Outdoor vegetables,Eastern,OT,Root crucifers,Herbicides,282.78,115.19999999999999
1991,Outdoor vegetables,Eastern,OT,Root crucifers,Insecticides,522.52,875.86
1991,Outdoor vegetables,Eastern,OT,Sweetcorn,Herbicides,442.8,630.99
1991,Outdoor vegetables,Midlands & Western,OT,Brassicas,Fungicides,9895.2,7757.23
1991,Outdoor vegetables,Midlands & Western,OT,Brassicas,Herbicides,7583.840000000001,20723.47
1991,Outdoor vegetables,Midlands & Western,OT,Brassicas,Insecticides,26700.23,10406.519999999999
1991,Outdoor vegetables,Midlands & Western,OT,Brassicas,Molluscicides,200.63,96.34
1991,Outdoor vegetables,Midlands & Western,OT,Brassicas,Others,6.06,2326.3
1991,Outdoor vegetables,Midlands & Western,OT,"Carrots, parsnips etc.",Fungicides,4646.860000000001,13364.93
1991,Outdoor vegetables,Midlands & Western,OT,"Carrots, parsnips etc.",Herbicides,10940.26,13389.800000000001
1991,Outdoor vegetables,Midlands & Western,OT,"Carrots, parsnips etc.",Insecticides,10222.38,10489.56
1991,Outdoor vegetables,Midlands & Western,OT,Cucurbits,Herbicides,93.74,374.94
1991,Outdoor vegetables,Midlands & Western,OT,Cucurbits,Insecticides,8.84,2.15
