"Title","BoP: total secondry income balance as per cent of GDP"
"CDID","D28N"
"Source dataset ID","PNBP"
"PreUnit",""
"Unit",""
"Release date","28-03-2024"
"Next release","28 June 2024"
"Important notes",
"1948","0.8"
"1949","0.2"
"1950","0.3"
"1951","0.2"
"1952","1.1"
"1953","0.9"
"1954","0.3"
"1955","0.2"
"1956","0.0"
"1957","0.0"
"1958","0.0"
"1959","0.0"
"1960","0.0"
"1961","0.0"
"1962","0.0"
"1963","-0.1"
"1964","-0.2"
"1965","-0.2"
"1966","-0.2"
"1967","-0.3"
"1968","-0.3"
"1969","-0.2"
"1970","-0.2"
"1971","-0.1"
"1972","-0.2"
"1973","-0.4"
"1974","-0.3"
"1975","-0.3"
"1976","-0.4"
"1977","-0.6"
"1978","-0.8"
"1979","-0.8"
"1980","-0.6"
"1981","-0.4"
"1982","-0.5"
"1983","-0.4"
"1984","-0.4"
"1985","-0.7"
"1986","-0.5"
"1987","-0.7"
"1988","-0.6"
"1989","-0.7"
"1990","-0.7"
"1991","-0.1"
"1992","-0.7"
"1993","-0.7"
"1994","-0.6"
"1995","-0.9"
"1996","-0.5"
"1997","-0.6"
"1998","-0.9"
"1999","-0.8"
"2000","-0.9"
"2001","-0.6"
"2002","-0.8"
"2003","-0.8"
"2004","-0.8"
"2005","-0.9"
"2006","-0.8"
"2007","-0.9"
"2008","-0.9"
"2009","-1.0"
"2010","-1.2"
"2011","-1.3"
"2012","-1.2"
"2013","-1.5"
"2014","-1.3"
"2015","-1.3"
"2016","-1.2"
"2017","-1.1"
"2018","-1.2"
"2019","-1.2"
"2020","-1.3"
"2021","-0.9"
"2022","-0.9"
"2023","-0.8"
"1955 Q1","0.4"
"1955 Q2","0.3"
"1955 Q3","0.2"
"1955 Q4","0.0"
"1956 Q1","0.0"
"1956 Q2","-0.1"
"1956 Q3","0.1"
"1956 Q4","0.0"
"1957 Q1","0.0"
"1957 Q2","0.1"
"1957 Q3","0.0"
"1957 Q4","-0.2"
"1958 Q1","-0.1"
"1958 Q2","0.1"
"1958 Q3","0.0"
"1958 Q4","-0.1"
"1959 Q1","-0.1"
"1959 Q2","0.1"
"1959 Q3","0.0"
"1959 Q4","0.0"
"1960 Q1","0.0"
"1960 Q2","0.0"
"1960 Q3","-0.1"
"1960 Q4","0.0"
"1961 Q1","-0.1"
"1961 Q2","0.0"
"1961 Q3","0.0"
"1961 Q4","0.0"
"1962 Q1","-0.1"
