"Title","BoP: total primary income balance as per cent of GDP"
"CDID","D28M"
"Source dataset ID","UKEA"
"PreUnit",""
"Unit",""
"Release date","28-03-2024"
"Next release","28 June 2024"
"Important notes",
"1955","0.6"
"1956","0.8"
"1957","0.9"
"1958","1.0"
"1959","0.8"
"1960","0.6"
"1961","0.7"
"1962","0.9"
"1963","1.0"
"1964","1.0"
"1965","1.0"
"1966","0.8"
"1967","0.8"
"1968","0.6"
"1969","0.8"
"1970","0.8"
"1971","0.6"
"1972","0.4"
"1973","1.1"
"1974","1.0"
"1975","0.1"
"1976","0.5"
"1977","-0.5"
"1978","-0.2"
"1979","-0.2"
"1980","-0.9"
"1981","-0.7"
"1982","-0.8"
"1983","-0.3"
"1984","-0.1"
"1985","-0.7"
"1986","0.0"
"1987","-0.2"
"1988","-0.2"
"1989","-0.4"
"1990","-0.7"
"1991","-0.8"
"1992","-0.1"
"1993","-0.3"
"1994","0.2"
"1995","-0.1"
"1996","-0.2"
"1997","-0.1"
"1998","1.1"
"1999","-0.3"
"2000","0.3"
"2001","0.5"
"2002","1.2"
"2003","1.1"
"2004","0.8"
"2005","1.0"
"2006","-0.4"
"2007","-0.9"
"2008","-1.3"
"2009","-0.8"
"2010","0.0"
"2011","0.4"
"2012","-0.9"
"2013","-1.8"
"2014","-1.8"
"2015","-2.2"
"2016","-2.3"
"2017","-1.1"
"2018","-1.4"
"2019","-0.1"
"2020","-2.1"
"2021","0.5"
"2022","0.5"
"2023","-1.3"
"1955 Q1","0.6"
"1955 Q2","0.8"
"1955 Q3","1.0"
"1955 Q4","0.2"
"1956 Q1","0.5"
"1956 Q2","0.7"
"1956 Q3","1.0"
"1956 Q4","1.1"
"1957 Q1","0.5"
"1957 Q2","0.8"
"1957 Q3","1.1"
"1957 Q4","1.1"
"1958 Q1","1.1"
"1958 Q2","0.4"
"1958 Q3","1.5"
"1958 Q4","1.0"
"1959 Q1","0.5"
"1959 Q2","1.0"
"1959 Q3","1.1"
"1959 Q4","0.6"
"1960 Q1","0.5"
"1960 Q2","0.4"
"1960 Q3","0.7"
"1960 Q4","0.9"
"1961 Q1","0.9"
"1961 Q2","0.5"
"1961 Q3","0.9"
"1961 Q4","0.5"
"1962 Q1","1.1"
"1962 Q2","1.0"
"1962 Q3","0.9"
"1962 Q4","0.7"
