"Title","BoP: current account balance as per cent of GDP"
"CDID","AA6H"
"Source dataset ID","UKEA"
"PreUnit",""
"Unit",""
"Release date","28-03-2024"
"Next release","28 June 2024"
"Important notes",
"1948","0.8"
"1949","0.4"
"1950","2.8"
"1951","-2.2"
"1952","1.6"
"1953","1.3"
"1954","1.0"
"1955","-0.5"
"1956","1.3"
"1957","1.3"
"1958","1.7"
"1959","0.8"
"1960","-0.7"
"1961","0.3"
"1962","0.7"
"1963","0.6"
"1964","-1.0"
"1965","-0.1"
"1966","0.4"
"1967","-0.7"
"1968","-0.6"
"1969","0.9"
"1970","1.4"
"1971","1.7"
"1972","0.1"
"1973","-1.4"
"1974","-3.6"
"1975","-1.5"
"1976","-0.7"
"1977","-0.2"
"1978","0.4"
"1979","-0.4"
"1980","0.7"
"1981","1.7"
"1982","0.7"
"1983","0.4"
"1984","-0.3"
"1985","-0.1"
"1986","-0.7"
"1987","-1.3"
"1988","-3.3"
"1989","-3.8"
"1990","-2.8"
"1991","-1.1"
"1992","-1.3"
"1993","-1.1"
"1994","-0.2"
"1995","-0.4"
"1996","-0.3"
"1997","-0.1"
"1998","-0.3"
"1999","-2.1"
"2000","-1.8"
"2001","-1.8"
"2002","-2.0"
"2003","-1.8"
"2004","-2.3"
"2005","-2.0"
"2006","-3.1"
"2007","-3.7"
"2008","-3.9"
"2009","-3.1"
"2010","-2.8"
"2011","-1.6"
"2012","-3.1"
"2013","-4.6"
"2014","-5.0"
"2015","-4.9"
"2016","-5.4"
"2017","-3.5"
"2018","-3.9"
"2019","-2.7"
"2020","-2.9"
"2021","-0.5"
"2022","-3.1"
"2023","-3.3"
"1955 Q1","-0.5"
"1955 Q2","-0.3"
"1955 Q3","-0.2"
"1955 Q4","-0.8"
"1956 Q1","0.6"
"1956 Q2","1.4"
"1956 Q3","1.4"
"1956 Q4","1.8"
"1957 Q1","0.7"
"1957 Q2","1.2"
"1957 Q3","1.4"
"1957 Q4","2.0"
"1958 Q1","2.4"
"1958 Q2","1.0"
"1958 Q3","2.1"
"1958 Q4","1.3"
"1959 Q1","0.6"
"1959 Q2","1.2"
"1959 Q3","1.3"
"1959 Q4","0.2"
"1960 Q1","-0.2"
"1960 Q2","-1.2"
"1960 Q3","-1.0"
"1960 Q4","-0.6"
"1961 Q1","0.2"
"1961 Q2","-0.3"
"1961 Q3","1.0"
"1961 Q4","0.5"
"1962 Q1","0.7"
"1962 Q2","0.9"
"1962 Q3","0.5"
"1962 Q4","0.6"
"1963 Q1","1.2"
"1963 Q2","0.6"
"1963 Q3","0.5"
"1963 Q4","0.0"
"1964 Q1","-0.7"
"1964 Q2","-0.5"
"1964 Q3","-1.2"
"1964 Q4","-1.3"
"1965 Q1","0.2"
"1965 Q2","-0.2"
"1965 Q3","-0.3"
"1965 Q4","-0.1"
"1966 Q1","-0.4"
"1966 Q2","0.1"
"1966 Q3","0.1"
"1966 Q4","1.7"
"1967 Q1","0.6"
"1967 Q2","-0.4"
"1967 Q3","-0.3"
"1967 Q4","-2.5"
"1968 Q1","-1.0"
"1968 Q2","-0.7"
"1968 Q3","-0.2"
"1968 Q4","-0.5"
"1969 Q1","0.3"
"1969 Q2","0.8"
"1969 Q3","1.4"
"1969 Q4","1.0"
"1970 Q1","2.4"
"1970 Q2","1.1"
"1970 Q3","0.6"
"1970 Q4","1.5"
"1971 Q1","1.4"
"1971 Q2","1.7"
"1971 Q3","2.2"
"1971 Q4","1.5"
"1972 Q1","0.8"
"1972 Q2","0.8"
"1972 Q3","-0.9"
"1972 Q4","-0.1"
"1973 Q1","-1.2"
"1973 Q2","-0.6"
"1973 Q3","-1.7"
"1973 Q4","-2.0"
"1974 Q1","-3.6"
"1974 Q2","-4.0"
"1974 Q3","-3.5"
"1974 Q4","-3.5"
"1975 Q1","-1.7"
"1975 Q2","-1.2"
"1975 Q3","-2.5"
"1975 Q4","-0.7"
"1976 Q1","0.4"
"1976 Q2","-1.0"
"1976 Q3","-1.4"
"1976 Q4","-0.9"
"1977 Q1","-1.0"
"1977 Q2","-1.0"
"1977 Q3","0.6"
"1977 Q4","0.6"
"1978 Q1","-0.3"
"1978 Q2","1.0"
"1978 Q3","0.2"
"1978 Q4","0.8"
"1979 Q1","-1.3"
"1979 Q2","-0.2"
"1979 Q3","0.3"
"1979 Q4","-0.6"
"1980 Q1","-0.4"
"1980 Q2","-0.7"
"1980 Q3","1.3"
"1980 Q4","2.4"
"1981 Q1","4.0"
"1981 Q2","2.1"
"1981 Q3","-0.1"
"1981 Q4","0.9"
"1982 Q1","1.3"
"1982 Q2","-0.1"
"1982 Q3","0.3"
"1982 Q4","1.4"
"1983 Q1","1.4"
"1983 Q2","-0.5"
"1983 Q3","0.9"
"1983 Q4","-0.1"
"1984 Q1","1.0"
"1984 Q2","-1.2"
"1984 Q3","-0.9"
"1984 Q4","0.0"
"1985 Q1","-1.1"
"1985 Q2","0.5"
"1985 Q3","0.3"
"1985 Q4","0.0"
"1986 Q1","0.4"
"1986 Q2","-0.8"
"1986 Q3","-1.6"
"1986 Q4","-1.0"
"1987 Q1","0.1"
"1987 Q2","-1.2"
"1987 Q3","-1.5"
"1987 Q4","-2.6"
"1988 Q1","-2.8"
"1988 Q2","-2.9"
"1988 Q3","-2.9"
"1988 Q4","-4.5"
"1989 Q1","-3.7"
"1989 Q2","-4.0"
"1989 Q3","-4.3"
"1989 Q4","-3.3"
"1990 Q1","-3.7"
"1990 Q2","-3.6"
"1990 Q3","-2.0"
"1990 Q4","-2.1"
"1991 Q1","-1.5"
"1991 Q2","-0.8"
"1991 Q3","-1.2"
"1991 Q4","-0.8"
"1992 Q1","-1.0"
"1992 Q2","-1.4"
"1992 Q3","-1.6"
"1992 Q4","-1.2"
"1993 Q1","-0.9"
"1993 Q2","-1.4"
"1993 Q3","-1.0"
"1993 Q4","-0.8"
"1994 Q1","-0.2"
"1994 Q2","-0.6"
"1994 Q3","0.1"
"1994 Q4","0.0"
"1995 Q1","0.7"
"1995 Q2","-1.1"
"1995 Q3","-0.9"
"1995 Q4","-0.2"
"1996 Q1","-0.4"
"1996 Q2","-0.2"
"1996 Q3","-0.3"
"1996 Q4","-0.2"
"1997 Q1","0.3"
