date,value,series
1964.08,0.08808511,Medecine
1964.992,0.08808511,Medecine
1966,0.09148936,Medecine
1967.008,0.10255319,Medecine
1968.064,0.09744681,Medecine
1969.024,0.09234043,Medecine
1970.032,0.10765957,Medecine
1971.04,0.12638298,Medecine
1972.048,0.15106383,Medecine
1973.056,0.17744681,Medecine
1974.064,0.20297872,Medecine
1975.072,0.22595745,Medecine
1976.032,0.24212766,Medecine
1977.04,0.24978723,Medecine
1978.096,0.26085106,Medecine
1979.104,0.2812766,Medecine
1980.064,0.29404255,Medecine
1981.12,0.31617021,Medecine
1982.08,0.32723404,Medecine
1984.096,0.34595745,Medecine
1985.056,0.35021277,Medecine
1986.064,0.3587234,Medecine
1987.12,0.36893617,Medecine
1988.128,0.38340426,Medecine
1989.088,0.39106383,Medecine
1990.096,0.4012766,Medecine
1991.152,0.40978723,Medecine
1992.112,0.41574468,Medecine
1993.12,0.41829787,Medecine
1994.128,0.41744681,Medecine
1995.088,0.42340426,Medecine
1996.048,0.42510638,Medecine
1997.056,0.42340426,Medecine
1957.984,0.003829787,Dentistry
1960,0.00212766,Dentistry
1962.016,0.009787234,Dentistry
1963.984,0.014893617,Dentistry
1966,0.00893617,Dentistry
1967.008,0.011489362,Dentistry
1968.016,0.012340426,Dentistry
1968.976,0.014893617,Dentistry
1969.984,0.021702128,Dentistry
1970.992,0.036170213,Dentistry
1972,0.053191489,Dentistry
1972.96,0.08893617,Dentistry
1974.016,0.134893617,Dentistry
1975.024,0.145957447,Dentistry
1976.032,0.165531915,Dentistry
1977.04,0.179148936,Dentistry
1978.048,0.191914894,Dentistry
1979.056,0.212340426,Dentistry
1980.064,0.244680851,Dentistry
1981.072,0.257446809,Dentistry
1982.08,0.280425532,Dentistry
1983.088,0.298297872,Dentistry
1984.096,0.327234043,Dentistry
1985.104,0.333191489,Dentistry
1986.064,0.385106383,Dentistry
1987.072,0.400425532,Dentistry
1988.08,0.402978723,Dentistry
1989.136,0.422553191,Dentistry
1990.144,0.480425532,Dentistry
1991.104,0.454042553,Dentistry
1992.112,0.446382979,Dentistry
1958.08,0.031914894,Law
1959.04,0.037021277,Law
1960.048,0.037021277,Law
1961.056,0.036170213,Law
1962.016,0.036170213,Law
1962.976,0.040425532,Law
1964.032,0.040425532,Law
1965.04,0.04212766,Law
1967.008,0.046382979,Law
1968.016,0.071914894,Law
1969.024,0.07106383,Law
1970.032,0.102553191,Law
1970.992,0.118723404,Law
1972.048,0.155319149,Law
1973.056,0.200425532,Law
1974.064,0.236170213,Law
1975.024,0.267659574,Law
1976.08,0.283829787,Law
1977.088,0.3,Law
1978.096,0.328085106,Law
1979.056,0.330638298,Law
1980.112,0.360425532,Law
1981.072,0.370638298,Law
1982.08,0.382553191,Law
1983.136,0.390212766,Law
1984.096,0.397021277,Law
1985.056,0.403829787,Law
1986.16,0.409787234,Law
1987.12,0.424255319,Law
1988.176,0.428510638,Law
1989.04,0.426808511,Law
1990.144,0.420851064,Law
1991.152,0.425106383,Law
1992.16,0.426808511,Law
1993.12,0.435319149,Law
1994.128,0.434468085,Law
1995.136,0.443829787,Law
1996.096,0.446382979,Law
1997.152,0.459148936,Law
1998.16,0.473617021,Law
1958.08,0.042978723,MBA
1960.048,0.031914894,MBA
1962.016,0.03106383,MBA
1964.032,0.029361702,MBA
1966,0.04212766,MBA
1968.016,0.042978723,MBA
1969.024,0.046382979,MBA
1969.984,0.047234043,MBA
1970.992,0.06,MBA
1972.048,0.080425532,MBA
1973.008,0.104255319,MBA
1974.016,0.144255319,MBA
1975.024,0.177446809,MBA
1976.08,0.211489362,MBA
1977.088,0.238723404,MBA
1978.096,0.279574468,MBA
1979.104,0.312765957,MBA
1980.112,0.348510638,MBA
1981.072,0.360425532,MBA
1982.08,0.374893617,MBA
1983.136,0.385957447,MBA
1984.096,0.387659574,MBA
1985.104,0.411489362,MBA
1986.112,0.418297872,MBA
1987.072,0.418297872,MBA
1988.128,0.422553191,MBA
1989.136,0.435319149,MBA
1990.144,0.440425532,MBA
1991.056,0.444680851,MBA
1992.064,0.454893617,MBA
1993.024,0.459148936,MBA
