Date,Series,Value
2015-03-01,Work Age Employment (%),0.7340000000000001
2015-04-01,Work Age Employment (%),0.733
2015-05-01,Work Age Employment (%),0.7340000000000001
2015-06-01,Work Age Employment (%),0.735
2015-07-01,Work Age Employment (%),0.735
2015-08-01,Work Age Employment (%),0.737
2015-09-01,Work Age Employment (%),0.7390000000000001
2015-10-01,Work Age Employment (%),0.74
2015-11-01,Work Age Employment (%),0.741
2015-12-01,Work Age Employment (%),0.74
2016-01-01,Work Age Employment (%),0.741
2016-02-01,Work Age Employment (%),0.741
2016-03-01,Work Age Employment (%),0.741
2016-04-01,Work Age Employment (%),0.743
2016-05-01,Work Age Employment (%),0.7440000000000001
2016-06-01,Work Age Employment (%),0.745
2016-07-01,Work Age Employment (%),0.7440000000000001
2016-08-01,Work Age Employment (%),0.7440000000000001
2016-09-01,Work Age Employment (%),0.7440000000000001
2016-10-01,Work Age Employment (%),0.7440000000000001
2016-11-01,Work Age Employment (%),0.745
2016-12-01,Work Age Employment (%),0.745
2017-01-01,Work Age Employment (%),0.746
2017-02-01,Work Age Employment (%),0.747
2017-03-01,Work Age Employment (%),0.747
2017-04-01,Work Age Employment (%),0.748
2017-05-01,Work Age Employment (%),0.75
2017-06-01,Work Age Employment (%),0.752
2017-07-01,Work Age Employment (%),0.7509999999999999
2017-08-01,Work Age Employment (%),0.7490000000000001
2017-09-01,Work Age Employment (%),0.75
2017-10-01,Work Age Employment (%),0.752
2017-11-01,Work Age Employment (%),0.7509999999999999
2017-12-01,Work Age Employment (%),0.752
2018-01-01,Work Age Employment (%),0.753
2018-02-01,Work Age Employment (%),0.755
2018-03-01,Work Age Employment (%),0.755
2018-04-01,Work Age Employment (%),0.755
2018-05-01,Work Age Employment (%),0.754
2018-06-01,Work Age Employment (%),0.754
2018-07-01,Work Age Employment (%),0.754
2018-08-01,Work Age Employment (%),0.754
2018-09-01,Work Age Employment (%),0.7559999999999999
2018-10-01,Work Age Employment (%),0.7559999999999999
2018-11-01,Work Age Employment (%),0.757
2018-12-01,Work Age Employment (%),0.76
2019-01-01,Work Age Employment (%),0.76
2019-02-01,Work Age Employment (%),0.759
2019-03-01,Work Age Employment (%),0.76
2019-04-01,Work Age Employment (%),0.76
2019-05-01,Work Age Employment (%),0.7609999999999999
2019-06-01,Work Age Employment (%),0.76
2019-07-01,Work Age Employment (%),0.759
2019-08-01,Work Age Employment (%),0.76
2019-09-01,Work Age Employment (%),0.76
2019-10-01,Work Age Employment (%),0.762
2019-11-01,Work Age Employment (%),0.764
2019-12-01,Work Age Employment (%),0.764
2020-01-01,Work Age Employment (%),0.765
2020-02-01,Work Age Employment (%),0.759
2020-03-01,Work Age Employment (%),0.757
2020-04-01,Work Age Employment (%),0.755
2020-05-01,Work Age Employment (%),0.754
2020-06-01,Work Age Employment (%),0.753
2020-07-01,Work Age Employment (%),0.75
2020-08-01,Work Age Employment (%),0.746
2020-09-01,Work Age Employment (%),0.745
2020-10-01,Work Age Employment (%),0.745
2020-11-01,Work Age Employment (%),0.743
2020-12-01,Work Age Employment (%),0.743
2021-01-01,Work Age Employment (%),0.745
2021-02-01,Work Age Employment (%),0.7440000000000001
2021-03-01,Work Age Employment (%),0.7440000000000001
2021-04-01,Work Age Employment (%),0.745
2021-05-01,Work Age Employment (%),0.747
2021-06-01,Work Age Employment (%),0.748
2021-07-01,Work Age Employment (%),0.7490000000000001
2021-08-01,Work Age Employment (%),0.75
2021-09-01,Work Age Employment (%),0.75
2021-10-01,Work Age Employment (%),0.75
2021-11-01,Work Age Employment (%),0.7509999999999999
2021-12-01,Work Age Employment (%),0.75
2022-01-01,Work Age Employment (%),0.75
2022-02-01,Work Age Employment (%),0.7509999999999999
2022-03-01,Work Age Employment (%),0.752
2022-04-01,Work Age Employment (%),0.754
2022-05-01,Work Age Employment (%),0.7509999999999999
2022-06-01,Work Age Employment (%),0.75
2022-07-01,Work Age Employment (%),0.75
2022-08-01,Work Age Employment (%),0.75
2022-09-01,Work Age Employment (%),0.75
2022-10-01,Work Age Employment (%),0.75
2022-11-01,Work Age Employment (%),0.7509999999999999
2022-12-01,Work Age Employment (%),0.752
2023-01-01,Work Age Employment (%),0.752
2023-02-01,Work Age Employment (%),0.753
2023-03-01,Work Age Employment (%),0.755
2023-04-01,Work Age Employment (%),0.754
2023-05-01,Work Age Employment (%),0.752
2023-06-01,Work Age Employment (%),0.7490000000000001
2023-07-01,Work Age Employment (%),0.747
2023-08-01,Work Age Employment (%),0.7490000000000001
2023-09-01,Work Age Employment (%),0.7490000000000001
2023-10-01,Work Age Employment (%),0.7490000000000001
2023-11-01,Work Age Employment (%),0.7490000000000001
2023-12-01,Work Age Employment (%),0.747
2024-01-01,Work Age Employment (%),0.746
2024-02-01,Work Age Employment (%),0.745
2024-03-01,Work Age Employment (%),0.7440000000000001
2024-04-01,Work Age Employment (%),0.7440000000000001
2024-05-01,Work Age Employment (%),0.746
2024-06-01,Work Age Employment (%),0.747
2024-07-01,Work Age Employment (%),0.75
2024-08-01,Work Age Employment (%),0.7490000000000001
2024-09-01,Work Age Employment (%),0.7490000000000001
2024-10-01,Work Age Employment (%),0.7490000000000001
2024-11-01,Work Age Employment (%),0.75
2024-12-01,Work Age Employment (%),0.75
2025-01-01,Work Age Employment (%),0.7509999999999999
2025-02-01,Work Age Employment (%),0.75
2025-03-01,Work Age Employment (%),0.7509999999999999
2025-04-01,Work Age Employment (%),0.752
2025-05-01,Work Age Employment (%),0.753
2025-06-01,Work Age Employment (%),0.752
2025-07-01,Work Age Employment (%),0.7509999999999999
2025-08-01,Work Age Employment (%),0.75
2025-09-01,Work Age Employment (%),0.7490000000000001
2025-10-01,Work Age Employment (%),0.7509999999999999
2000-01-01,Real Average Weekly Earnings (£),423.9527356231867
2000-02-01,Real Average Weekly Earnings (£),414.2736481092207
2000-03-01,Real Average Weekly Earnings (£),429.21980024175593
2000-04-01,Real Average Weekly Earnings (£),426.4663760702282
2000-05-01,Real Average Weekly Earnings (£),430.20737923594504
2000-06-01,Real Average Weekly Earnings (£),428.7613729535348
2000-07-01,Real Average Weekly Earnings (£),431.73994403749725
2000-08-01,Real Average Weekly Earnings (£),434.52301046528885
2000-09-01,Real Average Weekly Earnings (£),435.58639655190456
2000-10-01,Real Average Weekly Earnings (£),435.95320124754306
2000-11-01,Real Average Weekly Earnings (£),437.1481355203839
2000-12-01,Real Average Weekly Earnings (£),443.0559891940694
2001-01-01,Real Average Weekly Earnings (£),442.9672439031228
2001-02-01,Real Average Weekly Earnings (£),446.107649853953
2001-03-01,Real Average Weekly Earnings (£),444.8430282951424
2001-04-01,Real Average Weekly Earnings (£),446.02186794617455
2001-05-01,Real Average Weekly Earnings (£),444.2331741703526
2001-06-01,Real Average Weekly Earnings (£),445.7564012007622
2001-07-01,Real Average Weekly Earnings (£),446.1247091109193
2001-08-01,Real Average Weekly Earnings (£),448.3119244158936
2001-09-01,Real Average Weekly Earnings (£),448.9758756431582
2001-10-01,Real Average Weekly Earnings (£),451.5368436174289
2001-11-01,Real Average Weekly Earnings (£),452.8341026291611
2001-12-01,Real Average Weekly Earnings (£),453.2575683613226
2002-01-01,Real Average Weekly Earnings (£),451.45866442845255
2002-02-01,Real Average Weekly Earnings (£),452.46081702336335
2002-03-01,Real Average Weekly Earnings (£),449.29075180005105
2002-04-01,Real Average Weekly Earnings (£),456.14825055109463
2002-05-01,Real Average Weekly Earnings (£),456.478496331932
2002-06-01,Real Average Weekly Earnings (£),458.659510486238
2002-07-01,Real Average Weekly Earnings (£),459.13903237476313
2002-08-01,Real Average Weekly Earnings (£),457.8939821514708
2002-09-01,Real Average Weekly Earnings (£),458.8890913101895
2002-10-01,Real Average Weekly Earnings (£),458.19920612618904
2002-11-01,Real Average Weekly Earnings (£),459.051144834191
2002-12-01,Real Average Weekly Earnings (£),457.8435585448687
2003-01-01,Real Average Weekly Earnings (£),454.6517530453689
2003-02-01,Real Average Weekly Earnings (£),455.0503363050835
2003-03-01,Real Average Weekly Earnings (£),461.7823030580163
2003-04-01,Real Average Weekly Earnings (£),461.6188815859171
2003-05-01,Real Average Weekly Earnings (£),463.59165655371544
2003-06-01,Real Average Weekly Earnings (£),465.08840971663057
2003-07-01,Real Average Weekly Earnings (£),466.80680214583504
2003-08-01,Real Average Weekly Earnings (£),466.81543291603134
2003-09-01,Real Average Weekly Earnings (£),468.58757118532753
2003-10-01,Real Average Weekly Earnings (£),470.2253446439231
2003-11-01,Real Average Weekly Earnings (£),470.71854517530994
2003-12-01,Real Average Weekly Earnings (£),470.6689756994597
2004-01-01,Real Average Weekly Earnings (£),480.7226110446579
2004-02-01,Real Average Weekly Earnings (£),464.53181145822833
2004-03-01,Real Average Weekly Earnings (£),473.7132286744594
2004-04-01,Real Average Weekly Earnings (£),475.19705201329566
2004-05-01,Real Average Weekly Earnings (£),476.50391196468917
2004-06-01,Real Average Weekly Earnings (£),476.65154664072935
2004-07-01,Real Average Weekly Earnings (£),477.83837480159417
2004-08-01,Real Average Weekly Earnings (£),480.7447967123852
2004-09-01,Real Average Weekly Earnings (£),482.74137531433985
2004-10-01,Real Average Weekly Earnings (£),484.612836364599
2004-11-01,Real Average Weekly Earnings (£),483.6560548703661
2004-12-01,Real Average Weekly Earnings (£),484.0761928142118
2005-01-01,Real Average Weekly Earnings (£),491.49595144594525
2005-02-01,Real Average Weekly Earnings (£),482.28127451502957
2005-03-01,Real Average Weekly Earnings (£),484.1639415273246
2005-04-01,Real Average Weekly Earnings (£),487.63928131110123
2005-05-01,Real Average Weekly Earnings (£),488.1751066789312
2005-06-01,Real Average Weekly Earnings (£),488.0842640997931
2005-07-01,Real Average Weekly Earnings (£),489.9000507660985
2005-08-01,Real Average Weekly Earnings (£),493.7508566617747
2005-09-01,Real Average Weekly Earnings (£),493.97807568697664
2005-10-01,Real Average Weekly Earnings (£),494.38095675063147
2005-11-01,Real Average Weekly Earnings (£),496.56173274989095
2005-12-01,Real Average Weekly Earnings (£),496.25064355663176
2006-01-01,Real Average Weekly Earnings (£),497.1490373810102
2006-02-01,Real Average Weekly Earnings (£),498.70028216691367
2006-03-01,Real Average Weekly Earnings (£),503.206049929877
2006-04-01,Real Average Weekly Earnings (£),498.6314539565763
2006-05-01,Real Average Weekly Earnings (£),499.7902366326682
2006-06-01,Real Average Weekly Earnings (£),502.6846758065035
2006-07-01,Real Average Weekly Earnings (£),501.4416751571263
2006-08-01,Real Average Weekly Earnings (£),499.93577443021337
2006-09-01,Real Average Weekly Earnings (£),500.66180993793387
2006-10-01,Real Average Weekly Earnings (£),503.99185449296493
2006-11-01,Real Average Weekly Earnings (£),504.52046838572824
2006-12-01,Real Average Weekly Earnings (£),509.57803316125114
2007-01-01,Real Average Weekly Earnings (£),512.9466860093519
2007-02-01,Real Average Weekly Earnings (£),
2007-03-01,Real Average Weekly Earnings (£),510.2718736727569
2007-04-01,Real Average Weekly Earnings (£),506.38306833810753
2007-05-01,Real Average Weekly Earnings (£),510.67181110204024
2007-06-01,Real Average Weekly Earnings (£),512.921279608459
2007-07-01,Real Average Weekly Earnings (£),515.7871856796996
2007-08-01,Real Average Weekly Earnings (£),517.1977891577303
2007-09-01,Real Average Weekly Earnings (£),519.2658862919728
2007-10-01,Real Average Weekly Earnings (£),514.7137214296746
2007-11-01,Real Average Weekly Earnings (£),
2007-12-01,Real Average Weekly Earnings (£),514.9024319242592
2008-01-01,Real Average Weekly Earnings (£),520.3647352883661
2008-02-01,Real Average Weekly Earnings (£),525.3864977125739
2008-03-01,Real Average Weekly Earnings (£),522.637894127914
2008-04-01,Real Average Weekly Earnings (£),515.270138434468
2008-05-01,Real Average Weekly Earnings (£),514.879266298963
2008-06-01,Real Average Weekly Earnings (£),
2008-07-01,Real Average Weekly Earnings (£),510.67047175416155
2008-08-01,Real Average Weekly Earnings (£),508.8277273914671
2008-09-01,Real Average Weekly Earnings (£),506.78251058085567
2008-10-01,Real Average Weekly Earnings (£),509.8311521506824
2008-11-01,Real Average Weekly Earnings (£),508.53904073287174
2008-12-01,Real Average Weekly Earnings (£),512.5819245766916
2009-01-01,Real Average Weekly Earnings (£),497.44554132269803
2009-02-01,Real Average Weekly Earnings (£),479.2611370882536
2009-03-01,Real Average Weekly Earnings (£),504.4267418093509
2009-04-01,Real Average Weekly Earnings (£),510.32842762170475
2009-05-01,Real Average Weekly Earnings (£),508.093295719247
2009-06-01,Real Average Weekly Earnings (£),506.7630767983979
2009-07-01,Real Average Weekly Earnings (£),503.7707613224335
2009-08-01,Real Average Weekly Earnings (£),504.0420804137034
2009-09-01,Real Average Weekly Earnings (£),504.9545108755863
2009-10-01,Real Average Weekly Earnings (£),503.9321597719447
2009-11-01,Real Average Weekly Earnings (£),502.62897235229616
2009-12-01,Real Average Weekly Earnings (£),502.8358738553872
2010-01-01,Real Average Weekly Earnings (£),494.2565159638652
2010-02-01,Real Average Weekly Earnings (£),505.89448449184994
2010-03-01,Real Average Weekly Earnings (£),499.28466671693275
2010-04-01,Real Average Weekly Earnings (£),497.88513591216577
2010-05-01,Real Average Weekly Earnings (£),498.54187578459937
2010-06-01,Real Average Weekly Earnings (£),496.2755323972142
2010-07-01,Real Average Weekly Earnings (£),496.55746868543787
2010-08-01,Real Average Weekly Earnings (£),497.15107029251226
2010-09-01,Real Average Weekly Earnings (£),498.08282548627193
2010-10-01,Real Average Weekly Earnings (£),496.7325015884898
2010-11-01,Real Average Weekly Earnings (£),496.0483209542633
2010-12-01,Real Average Weekly Earnings (£),493.91404212739485
2011-01-01,Real Average Weekly Earnings (£),497.15692130290284
2011-02-01,Real Average Weekly Earnings (£),493.05902401511537
2011-03-01,Real Average Weekly Earnings (£),493.25901208104864
2011-04-01,Real Average Weekly Earnings (£),486.84389245945107
2011-05-01,Real Average Weekly Earnings (£),487.8280989416632
2011-06-01,Real Average Weekly Earnings (£),490.00919651917314
2011-07-01,Real Average Weekly Earnings (£),488.20900865523333
2011-08-01,Real Average Weekly Earnings (£),484.5638484035862
2011-09-01,Real Average Weekly Earnings (£),482.6072252791598
2011-10-01,Real Average Weekly Earnings (£),483.1202648711601
2011-11-01,Real Average Weekly Earnings (£),483.0314228735279
2011-12-01,Real Average Weekly Earnings (£),482.1735644368721
2012-01-01,Real Average Weekly Earnings (£),480.87468633163354
2012-02-01,Real Average Weekly Earnings (£),481.645970233609
2012-03-01,Real Average Weekly Earnings (£),480.62878919049
2012-04-01,Real Average Weekly Earnings (£),482.203513853991
2012-05-01,Real Average Weekly Earnings (£),482.65069385028715
2012-06-01,Real Average Weekly Earnings (£),483.69397154908546
2012-07-01,Real Average Weekly Earnings (£),483.0389166537345
2012-08-01,Real Average Weekly Earnings (£),483.26210105706946
2012-09-01,Real Average Weekly Earnings (£),480.1075160211866
2012-10-01,Real Average Weekly Earnings (£),477.44939311931097
2012-11-01,Real Average Weekly Earnings (£),477.51761257090106
2012-12-01,Real Average Weekly Earnings (£),474.9127265669494
2013-01-01,Real Average Weekly Earnings (£),473.83586356854653
2013-02-01,Real Average Weekly Earnings (£),473.2768668304254
2013-03-01,Real Average Weekly Earnings (£),464.2012267761367
2013-04-01,Real Average Weekly Earnings (£),488.16238368389867
2013-05-01,Real Average Weekly Earnings (£),477.2053441469166
2013-06-01,Real Average Weekly Earnings (£),474.9783359439771
2013-07-01,Real Average Weekly Earnings (£),473.59529196919607
2013-08-01,Real Average Weekly Earnings (£),472.8955029984544
2013-09-01,Real Average Weekly Earnings (£),472.21268075421756
2013-10-01,Real Average Weekly Earnings (£),471.88217569096605
2013-11-01,Real Average Weekly Earnings (£),471.23872077863007
2013-12-01,Real Average Weekly Earnings (£),471.55721712313266
2014-01-01,Real Average Weekly Earnings (£),471.9242705521234
2014-02-01,Real Average Weekly Earnings (£),474.80416908278784
2014-03-01,Real Average Weekly Earnings (£),463.8572793165464
2014-04-01,Real Average Weekly Earnings (£),470.8237134619744
2014-05-01,Real Average Weekly Earnings (£),470.7279074946977
2014-06-01,Real Average Weekly Earnings (£),469.65201658298747
2014-07-01,Real Average Weekly Earnings (£),468.33284016077164
2014-08-01,Real Average Weekly Earnings (£),469.8006598240982
2014-09-01,Real Average Weekly Earnings (£),473.0583844474181
2014-10-01,Real Average Weekly Earnings (£),474.713256240218
2014-11-01,Real Average Weekly Earnings (£),475.62837012032173
2014-12-01,Real Average Weekly Earnings (£),479.76760869346623
2015-01-01,Real Average Weekly Earnings (£),477.0775937394691
2015-02-01,Real Average Weekly Earnings (£),481.38740958295426
2015-03-01,Real Average Weekly Earnings (£),482.23765766435497
2015-04-01,Real Average Weekly Earnings (£),483.39098949521474
2015-05-01,Real Average Weekly Earnings (£),482.77127150498256
2015-06-01,Real Average Weekly Earnings (£),480.74359254782865
2015-07-01,Real Average Weekly Earnings (£),484.13587477429274
2015-08-01,Real Average Weekly Earnings (£),484.45716329114094
2015-09-01,Real Average Weekly Earnings (£),483.28780922821875
2015-10-01,Real Average Weekly Earnings (£),483.7076489746225
2015-11-01,Real Average Weekly Earnings (£),484.29554205219733
2015-12-01,Real Average Weekly Earnings (£),487.12391097474136
2016-01-01,Real Average Weekly Earnings (£),488.95618738386713
2016-02-01,Real Average Weekly Earnings (£),487.58664917018984
2016-03-01,Real Average Weekly Earnings (£),489.4588736679949
2016-04-01,Real Average Weekly Earnings (£),495.8658293400562
2016-05-01,Real Average Weekly Earnings (£),492.9978125318022
2016-06-01,Real Average Weekly Earnings (£),491.6879713630138
2016-07-01,Real Average Weekly Earnings (£),493.6903209203032
2016-08-01,Real Average Weekly Earnings (£),492.1218744173946
2016-09-01,Real Average Weekly Earnings (£),491.2113740701261
2016-10-01,Real Average Weekly Earnings (£),492.31074236229574
2016-11-01,Real Average Weekly Earnings (£),492.749224655239
2016-12-01,Real Average Weekly Earnings (£),488.53593448060985
2017-01-01,Real Average Weekly Earnings (£),487.7968189931495
2017-02-01,Real Average Weekly Earnings (£),489.49384347188624
2017-03-01,Real Average Weekly Earnings (£),490.287890075089
2017-04-01,Real Average Weekly Earnings (£),489.2911357051161
2017-05-01,Real Average Weekly Earnings (£),489.2387845039152
2017-06-01,Real Average Weekly Earnings (£),493.1535332500951
2017-07-01,Real Average Weekly Earnings (£),488.8962325400813
2017-08-01,Real Average Weekly Earnings (£),489.99258383767864
2017-09-01,Real Average Weekly Earnings (£),490.8183001745638
2017-10-01,Real Average Weekly Earnings (£),489.11603158806247
2017-11-01,Real Average Weekly Earnings (£),488.5200005286385
2017-12-01,Real Average Weekly Earnings (£),488.9279540594288
2018-01-01,Real Average Weekly Earnings (£),485.37603720756505
2018-02-01,Real Average Weekly Earnings (£),488.3467595564658
2018-03-01,Real Average Weekly Earnings (£),491.58847404551506
2018-04-01,Real Average Weekly Earnings (£),491.16132459674117
2018-05-01,Real Average Weekly Earnings (£),490.5754995882044
2018-06-01,Real Average Weekly Earnings (£),492.3899930731705
2018-07-01,Real Average Weekly Earnings (£),492.4533397954176
2018-08-01,Real Average Weekly Earnings (£),493.6239547536646
2018-09-01,Real Average Weekly Earnings (£),492.90503430542327
2018-10-01,Real Average Weekly Earnings (£),497.28158206445266
2018-11-01,Real Average Weekly Earnings (£),492.6299070071894
2018-12-01,Real Average Weekly Earnings (£),493.2013442161546
2019-01-01,Real Average Weekly Earnings (£),493.8884878358051
2019-02-01,Real Average Weekly Earnings (£),494.8459971021814
2019-03-01,Real Average Weekly Earnings (£),495.5847068011163
2019-04-01,Real Average Weekly Earnings (£),499.8902066582861
2019-05-01,Real Average Weekly Earnings (£),501.2132982972409
2019-06-01,Real Average Weekly Earnings (£),502.2056279047813
2019-07-01,Real Average Weekly Earnings (£),502.6472114297162
2019-08-01,Real Average Weekly Earnings (£),501.5745125268292
