REF_AREA,TIME_PERIOD,gfcf_pct_gdp
NZL,1978,23.5589396503102
NOR,1978,31.7786515886456
USA,1978,23.7350415610825
CHN,1978,29.2905992184108
AUS,1979,26.3699417677386
CAN,1979,23.3060276487441
DNK,1979,22.3332921295025
FRA,1979,23.9351457297081
KOR,1979,34.2215788738977
NZL,1979,21.3857750289911
NOR,1979,30.4868304177027
USA,1979,24.426633395919
CHN,1979,28.3039540319439
AUS,1980,28.3547754962938
CAN,1980,23.8622351927927
DNK,1980,20.477367977065
FIN,1980,27.3172905525847
FRA,1980,24.7845795308479
KOR,1980,32.5920135367139
NZL,1980,21.6640372000332
NOR,1980,27.8962796791494
CHE,1980,30.6032916327953
USA,1980,23.5318780936035
CHN,1980,28.5092586548295
AUS,1981,28.9106549697641
CAN,1981,25.019681939852
DNK,1981,17.2912332337804
FIN,1981,27.127505845879
FRA,1981,24.2570975467873
KOR,1981,28.7894480923786
NZL,1981,24.7033551554828
NOR,1981,28.1713254048486
CHE,1981,30.9046550783351
USA,1981,23.3473784713074
CHN,1981,27.2089307743645
AUS,1982,26.5114292944203
CAN,1982,22.5685955778361
DNK,1982,17.9485156561173
FIN,1982,27.4233501589082
FRA,1982,23.6181805877523
KOR,1982,29.4185099231206
NZL,1982,25.7301305042346
NOR,1982,28.3331478389909
CHE,1982,29.3294320425217
USA,1982,22.5161037374069
CHN,1982,28.1856007132774
AUS,1983,26.0048331081934
CAN,1983,21.0234123555716
DNK,1983,18.1941018433336
FIN,1983,27.8029160382102
FRA,1983,22.2177272788779
KOR,1983,29.9563456960596
NZL,1983,25.8381096571861
NOR,1983,28.8971371512064
CHE,1983,30.0114723250633
USA,1983,22.4112406089314
CHN,1983,28.1226688769167
AUS,1984,26.9836759448146
CAN,1984,20.1597018091457
DNK,1984,19.0741414255665
FIN,1984,26.3313498746304
FRA,1984,21.4770395906001
KOR,1984,29.3711860569831
NZL,1984,26.3593720084243
NOR,1984,27.519023230652
CHE,1984,29.7663327539324
USA,1984,23.4759002410583
CHN,1984,29.2647139487686
AUS,1985,28.1039671054143
CAN,1985,20.7064818499801
DNK,1985,20.7338253592482
FIN,1985,26.6620867325032
FRA,1985,21.2857063384416
KOR,1985,29.1591435249288
NZL,1985,27.3492227979275
NOR,1985,25.9815932375774
CHE,1985,30.1386524730772
USA,1985,23.6853416437369
CHN,1985,30.374400772277
AUS,1986,27.898086950456
CAN,1986,21.0365911550804
DNK,1986,22.6545514348354
FIN,1986,26.1407875422809
FRA,1986,21.2744446594564
KOR,1986,29.0941845675189
NZL,1986,24.093246367809
NOR,1986,28.8093388691074
CHE,1986,30.8999220379066
USA,1986,23.5971413417369
CHN,1986,30.9027243343081
AUS,1987,27.7266657230595
CAN,1987,21.8600261867618
DNK,1987,22.3855354315372
FIN,1987,26.9270540963749
FRA,1987,21.9015871811541
KOR,1987,29.8814961510205
NZL,1987,23.2645489667014
NOR,1987,29.1208964298428
CHE,1987,31.2173865384177
USA,1987,23.0610590880116
CHN,1987,30.5048335123523
AUS,1988,28.6614220204633
CAN,1988,22.6287059694302
DNK,1988,20.8453680896825
FIN,1988,28.1792227769884
FRA,1988,22.6367382528957
KOR,1988,30.2829069536122
NZL,1988,21.2529941827307
NOR,1988,29.675763909385
CHE,1988,32.9714217567173
USA,1988,22.4748579091359
CHN,1988,30.9994476010101
AUS,1989,27.623562275288
CAN,1989,22.9614088588238
DNK,1989,20.7692812877177
FIN,1989,30.5626717592808
FRA,1989,23.1633352159279
KOR,1989,32.2855231494174
NZL,1989,21.6339675524174
NOR,1989,26.8513030667367
CHE,1989,33.5046596170961
USA,1989,22.0229262015251
CHN,1989,25.5613015688553
AUS,1990,24.5348574396361
CAN,1990,21.7046416899472
DNK,1990,20.4180565114236
FIN,1990,29.6776746844906
FRA,1990,23.380842142933
KOR,1990,36.8006594663315
NZL,1990,20.6733484834553
NOR,1990,22.8350320926145
CHE,1990,32.9511469046182
USA,1990,21.2852817238692
CHN,1990,23.9423361678724
AUS,1991,22.8064877617222
CAN,1991,20.2636750060205
CRI,1991,17.0050963111381
DNK,1991,19.5783194383695
FIN,1991,25.8706982844914
FRA,1991,23.1542814081211
DEU,1991,24.8395021393432
KOR,1991,38.4053521114365
NZL,1991,17.6602998670475
NOR,1991,21.7498832407064
CHE,1991,31.5794389910353
USA,1991,20.1170193089492
CHN,1991,26.0333742620373
AUS,1992,23.4529547171169
CAN,1992,19.3853036317779
CRI,1992,19.3713082901497
DNK,1992,18.6888849635419
FIN,1992,22.2253673955606
FRA,1992,21.928086301218
DEU,1992,25.0085093193129
KOR,1992,36.4406324034501
NZL,1992,17.8696351520413
NOR,1992,20.8774396040797
CHE,1992,28.3390596831463
USA,1992,19.8271651099707
CHN,1992,30.615923445537
AUS,1993,23.9305264869908
CAN,1993,18.6566394971066
CRI,1993,20.3928921622498
DNK,1993,18.0637772571533
FIN,1993,19.1718257212942
FRA,1993,20.4658265941959
DEU,1993,23.9617262453481
KOR,1993,35.8115117006778
MEX,1993,20.0554152351357
NZL,1993,19.5317765297074
NOR,1993,21.3010038566707
SWE,1993,19.2068385074479
CHE,1993,26.5450952827297
USA,1993,20.090153048184
CHN,1993,37.3107535797341
ZAF,1993,14.7481136266225
AUS,1994,25.0572393420043
CAN,1994,19.3942462612315
CRI,1994,19.9861393749258
DNK,1994,18.3043146723041
FIN,1994,18.6737418087947
FRA,1994,20.1350361018155
DEU,1994,24.0247113741961
JPN,1994,30.6213094478722
KOR,1994,35.8839272866306
MEX,1994,21.6662652273206
NZL,1994,21.294701986755
NOR,1994,21.6248236261789
SWE,1994,19.2513835667518
CHE,1994,26.7892255688597
USA,1994,20.4037991908043
CHN,1994,34.6945082292652
ZAF,1994,14.9889178035533
AUS,1995,24.1113881616574
AUT,1995,25.6814354164967
BEL,1995,21.2317407409695
CAN,1995,18.347300032106
CRI,1995,19.7915168681632
CZE,1995,33.4816504944355
DNK,1995,19.4560070015007
EST,1995,26.5046167208809
FIN,1995,19.2973368273508
FRA,1995,19.7468961999087
DEU,1995,23.4646539609354
GRC,1995,20.9666915518956
HUN,1995,21.7047010170121
ISL,1995,16.9371992976083
IRL,1995,18.0715458384805
ISR,1995,28.0372300554047
ITA,1995,19.8701107669712
JPN,1995,30.6058604694855
KOR,1995,36.531648072225
LVA,1995,14.1892283640129
LTU,1995,20.2351090297598
LUX,1995,21.1528428109666
MEX,1995,16.2136300636286
NLD,1995,20.9073665583943
NZL,1995,22.4253130357978
NOR,1995,21.4390876489143
POL,1995,17.6302972738112
PRT,1995,23.2815275215569
SVK,1995,26.5113642258876
SVN,1995,23.1095164244689
ESP,1995,21.8968015834563
SWE,1995,19.5446497049005
CHE,1995,26.7268779025909
TUR,1995,24.0389345418313
GBR,1995,18.324149248878
USA,1995,20.8645990856506
EA,1995,21.6164313834327
EU,1995,21.5067305347834
BRA,1995,20.2862976165379
CHN,1995,32.6282664763419
ZAF,1995,15.7024085188471
AUS,1996,24.0009111568284
AUT,1996,25.979239242187
BEL,1996,21.1846630058459
CAN,1996,18.8067696787985
CHL,1996,27.8972581434828
CRI,1996,17.9523193645625
CZE,1996,34.1632093780358
DNK,1996,19.5896914546946
EST,1996,27.0301420443399
FIN,1996,20.524235857105
FRA,1996,19.4613166260042
DEU,1996,22.9329136765255
GRC,1996,22.1084204256441
HUN,1996,22.7893893148991
ISL,1996,20.0500943648011
IRL,1996,19.8192149815246
ISR,1996,28.7054805024429
ITA,1996,19.6680414917594
JPN,1996,31.5756660152016
KOR,1996,36.9245900296277
LVA,1996,18.135660092583
LTU,1996,20.4665025481945
LUX,1996,19.8397296677453
MEX,1996,17.7149734982107
NLD,1996,21.5273675065161
NZL,1996,22.3449817509223
NOR,1996,21.8224244125188
POL,1996,19.5780131375009
PRT,1996,23.8237858649358
SVK,1996,33.5259973488921
SVN,1996,23.9079907934176
ESP,1996,21.6960564152279
SWE,1996,20.0250892066356
CHE,1996,25.6022751160971
TUR,1996,24.6428864592005
GBR,1996,18.8632117240526
USA,1996,21.3203021086514
EA,1996,21.419741910979
EU,1996,21.3870867173331
BRA,1996,18.6406537878768
CHN,1996,31.9095811418268
ZAF,1996,15.8049468068138
AUS,1997,25.1156707378023
AUT,1997,25.5410733787967
BEL,1997,21.8542937017378
CAN,1997,20.2994511128802
CHL,1997,28.6348402037345
CRI,1997,19.2696393054032
CZE,1997,32.3173712169401
DNK,1997,20.7948183691866
EST,1997,28.5961751110966
FIN,1997,21.3697591275144
FRA,1997,18.9622191489104
DEU,1997,22.5726166390468
GRC,1997,21.5899393287131
HUN,1997,23.1976474946744
ISL,1997,21.3407273690846
IRL,1997,21.0464062901053
ISR,1997,27.4287017394341
ITA,1997,19.6429778111712
JPN,1997,30.583719409639
KOR,1997,35.0892771123029
LVA,1997,17.5665492549178
LTU,1997,22.2643428170202
LUX,1997,20.6270026127991
MEX,1997,19.394799246083
NLD,1997,21.6512470919223
NZL,1997,22.1497128246227
NOR,1997,23.5510014544308
POL,1997,22.2441969794351
PRT,1997,25.9973618932139
SVK,1997,35.7095364907817
SVN,1997,25.2194317152813
ESP,1997,22.1386166086352
SWE,1997,19.7081236429224
CHE,1997,25.6786368424935
TUR,1997,24.8723887580504
GBR,1997,17.5464952391087
USA,1997,21.5828362218031
EA,1997,21.3120371462791
EU,1997,21.3498871582978
BRA,1997,19.1229011235393
CHN,1997,31.2502337176691
ZAF,1997,16.150122567749
AUS,1998,25.3296988202281
AUT,1998,25.5828500219553
BEL,1998,21.7804884968778
CAN,1998,20.5547191637216
CHL,1998,27.5785924607662
CRI,1998,22.1180461226918
CZE,1998,30.8398236143565
DNK,1998,21.5345615753645
EST,1998,31.3367940967271
FIN,1998,22.2177014223912
FRA,1998,19.3445588173251
DEU,1998,22.700871775346
GRC,1998,24.513590443098
HUN,1998,24.1105827537385
ISL,1998,25.314417296249
IRL,1998,22.5256735243123
ISR,1998,25.6416804074164
ITA,1998,19.9639380023847
JPN,1998,29.2825836621016
KOR,1998,30.1295522577848
LVA,1998,24.0444782862804
LTU,1998,23.7805107906207
LUX,1998,21.1674490643603
MEX,1998,21.0153555544032
NLD,1998,21.8063565149339
NZL,1998,20.5584730452039
NOR,1998,26.5037815281309
POL,1998,24.0035720382944
PRT,1998,27.3482230413821
SVK,1998,37.4903361475626
SVN,1998,26.2372570302607
ESP,1998,23.283395642947
SWE,1998,20.5620825743072
CHE,1998,26.8201777664561
TUR,1998,22.2059950300579
GBR,1998,17.9523615781349
USA,1998,22.2552546299898
EA,1998,21.7214199322239
EU,1998,21.7909040158886
BRA,1998,18.5423484994237
CHN,1998,33.0698931681417
ZAF,1998,16.5139632875837
AUS,1999,25.8919654195344
AUT,1999,25.0791470374047
BEL,1999,22.1665354285214
CAN,1999,20.1901526598652
CHL,1999,22.4124643536637
CRI,1999,21.0870091643534
CZE,1999,30.0159001444465
DNK,1999,20.8924153475453
EST,1999,25.9049960337544
FIN,1999,22.4489313410252
FRA,1999,20.1747054792753
DEU,1999,22.8334713369664
GRC,1999,25.3860316372939
HUN,1999,25.036764024712
ISL,1999,23.2268671829074
IRL,1999,24.1598759836935
ISR,1999,25.3767309855858
ITA,1999,20.3715223230068
JPN,1999,28.9020639123722
KOR,1999,29.5595294039352
LVA,1999,22.9011615541372
LTU,1999,21.8521123576777
LUX,1999,23.1595864055053
MEX,1999,20.8990237530958
NLD,1999,22.8662622012029
NZL,1999,21.875331190165
NOR,1999,23.4519287180123
POL,1999,24.3244640085765
PRT,1999,27.5911355459617
SVK,1999,31.4454436087114
SVN,1999,27.8104974959678
ESP,1999,24.7406937010493
SWE,1999,21.1538088212455
CHE,1999,27.2540389143025
TUR,1999,19.9197266233737
GBR,1999,17.9086810601045
USA,1999,22.7876835757891
EA,1999,22.2447786341603
EU,1999,22.2736559090697
BRA,1999,17.0162942188184
CHN,1999,32.675048616256
ZAF,1999,14.84126714239
AUS,2000,23.1582021660242
AUT,2000,25.7060500153806
BEL,2000,22.5070638327085
CAN,2000,19.5991939034655
CHL,2000,22.0430833648887
CRI,2000,19.6895820526764
CZE,2000,31.1058465641539
DNK,2000,21.4595866119596
EST,2000,26.6871983232534
FIN,2000,23.0668836977402
FRA,2000,20.8814379037151
DEU,2000,22.8829484518656
GRC,2000,25.9373550047489
HUN,2000,25.4713634057908
ISL,2000,24.2476144667749
IRL,2000,23.7420479842825
ISR,2000,24.16656357167
ITA,2000,21.2257586739508
JPN,2000,28.4871419080841
KOR,2000,31.4951209990461
LVA,2000,25.1981759822131
LTU,2000,19.1061474786222
LUX,2000,20.6250606074725
MEX,2000,21.2303615297886
NLD,2000,22.5278698603024
NZL,2000,20.850300400534
NOR,2000,19.7994608821495
POL,2000,23.8127420447032
PRT,2000,28.0030505913879
SVK,2000,26.9076819797917
SVN,2000,27.5926956706145
ESP,2000,25.9726762707912
SWE,2000,21.7434172971739
CHE,2000,27.5120429587696
TUR,2000,22.3110253626893
GBR,2000,18.2268711999631
USA,2000,23.1462794870174
EA,2000,22.680082785604
EU,2000,22.7065726151004
BRA,2000,18.3044880030163
CHN,2000,32.6471790154044
ZAF,2000,14.3870501721392
AUS,2001,24.2554623623273
AUT,2001,24.9279130843663
BEL,2001,22.3902708268942
CAN,2001,20.1516238358891
CHL,2001,22.4880808842325
CRI,2001,19.8348156806269
CZE,2001,31.0000794883727
DNK,2001,21.2637917919829
EST,2001,27.4503368465858
FIN,2001,22.8776112797605
FRA,2001,20.8602882389306
DEU,2001,21.5433631059471
GRC,2001,25.5981999270113
HUN,2001,24.8292566680683
ISL,2001,22.9243406432373
IRL,2001,23.9363907336518
ISR,2001,23.6885018828238
ITA,2001,21.191892455513
JPN,2001,27.7309731011096
KOR,2001,30.5058350146188
LVA,2001,27.1694812879386
LTU,2001,20.5013954830704
LUX,2001,21.8791594885554
MEX,2001,19.6734365225867
NLD,2001,22.0921396195394
NZL,2001,21.4867300640189
NOR,2001,19.4990387487649
POL,2001,20.5657674406759
PRT,2001,27.3815897887365
SVK,2001,29.7492996540798
SVN,2001,26.6156141858758
ESP,2001,25.9006959047475
SWE,2001,22.1805552893982
CHE,2001,26.8655926994514
TUR,2001,18.0765433658716
GBR,2001,18.1067705481417
USA,2001,22.5385088106337
EA,2001,22.2190151622048
EU,2001,22.2413749546344
BRA,2001,18.4180864549246
CHN,2001,33.4598817910203
ZAF,2001,14.3633053151305
AUS,2002,26.007030943111
AUT,2002,23.6230774933433
BEL,2002,20.696424121126
CAN,2002,19.9748009121266
CHL,2002,22.2745048950692
CRI,2002,19.7839966150368
CZE,2002,29.6344638830734
DNK,2002,20.5871139257349
EST,2002,30.5528210671262
FIN,2002,21.6087308003234
FRA,2002,20.3363313536887
DEU,2002,19.8867030080599
GRC,2002,23.8758544441672
HUN,2002,24.7043468872676
ISL,2002,19.6024046096939
IRL,2002,23.5930865727787
ISR,2002,23.4357894455046
ITA,2002,21.81208675062
JPN,2002,26.2604182019213
KOR,2002,30.187571612987
LVA,2002,24.3012953068221
LTU,2002,20.6880453917028
LUX,2002,21.3026787232898
MEX,2002,19.3679310017379
NLD,2002,21.0144740217259
NZL,2002,21.9369299394155
NOR,2002,19.3890591984758
POL,2002,18.5432520005891
PRT,2002,25.8571046731868
SVK,2002,28.4571029898706
SVN,2002,24.8641492188658
ESP,2002,26.1773351970806
SWE,2002,21.6669413046726
CHE,2002,27.0789343194828
TUR,2002,19.6716406093757
GBR,2002,18.1258715971091
USA,2002,21.5399006030501
EA,2002,21.5208121540795
EU,2002,21.5358692416513
BRA,2002,17.9262506756565
CHN,2002,34.9878641071948
ZAF,2002,14.0272880088378
AUS,2003,26.5880659201753
AUT,2003,24.1941211784257
BEL,2003,20.4941888377035
CAN,2003,20.0123212089768
CHL,2003,22.0896272484295
CRI,2003,19.7901755210378
CZE,2003,29.2515839879825
DNK,2003,20.6976456717052
EST,2003,32.7509600935362
FIN,2003,21.7883649498398
FRA,2003,20.4989506339345
DEU,2003,19.2638822568625
GRC,2003,24.8780066078366
HUN,2003,23.6514153458044
ISL,2003,21.1815719778907
IRL,2003,24.9110722258477
ISR,2003,22.3136389155725
ITA,2003,21.2842346571997
JPN,2003,25.7133538154767
KOR,2003,31.0719624895722
LVA,2003,25.3765187818879
LTU,2003,21.5317479936968
LUX,2003,21.0489975573913
MEX,2003,20.1040413113799
NLD,2003,20.5161768961412
NZL,2003,23.2574394463668
NOR,2003,18.8415702283426
POL,2003,18.2509197048003
PRT,2003,23.7604429031882
SVK,2003,25.3106835058969
SVN,2003,25.2648383041519
ESP,2003,27.1239081928981
SWE,2003,21.0990556783309
CHE,2003,26.530065001712
TUR,2003,20.944423985752
GBR,2003,17.8654766487499
USA,2003,21.6226056064488
EA,2003,21.4133908861141
EU,2003,21.4203141714041
BRA,2003,16.6047588542081
CHN,2003,38.0846809344133
ZAF,2003,14.656917328809
AUS,2004,26.9676243082002
AUT,2004,23.7682465989068
BEL,2004,21.4618504095247
CAN,2004,20.8744874529378
CHL,2004,21.398579280032
CRI,2004,19.8781564478268
CZE,2004,28.5804641980298
DNK,2004,20.6579399200817
EST,2004,31.7144924448828
FIN,2004,22.2601596310972
FRA,2004,20.8372793779546
DEU,2004,18.8314639081743
GRC,2004,25.0449223267563
HUN,2004,24.0648512912948
ISL,2004,24.6369176806854
IRL,2004,26.9502517554933
ISR,2004,21.6904307173947
ITA,2004,21.3598020854476
JPN,2004,25.3239274810451
KOR,2004,30.9148949506372
LVA,2004,29.4387765998433
LTU,2004,22.8037214491576
LUX,2004,21.2432820905258
MEX,2004,20.780907227933
NLD,2004,20.1789782400536
NZL,2004,24.2180928842247
NOR,2004,19.5897597648484
POL,2004,18.5995674990585
PRT,2004,23.4240673865132
SVK,2004,24.721622234297
SVN,2004,26.2122144927747
ESP,2004,27.8253003573011
SWE,2004,21.3471687403972
CHE,2004,27.3118644797508
TUR,2004,25.6417206005922
GBR,2004,17.7987601938902
USA,2004,22.1277370028278
EA,2004,21.5396583525748
EU,2004,21.5482728382569
BRA,2004,17.3202332623243
CHN,2004,39.3505370582361
ZAF,2004,15.167231133467
AUS,2005,27.7412866557676
AUT,2005,23.2345865138882
BEL,2005,22.1538935922611
CAN,2005,21.8371682411947
CHL,2005,23.3687952185554
COL,2005,20.9561543150332
CRI,2005,19.9518024341423
CZE,2005,28.5248592592412
DNK,2005,21.1723797337583
EST,2005,32.8564413275648
FIN,2005,22.9209429997692
FRA,2005,21.2552645424979
DEU,2005,18.7644203275559
GRC,2005,21.3568869290307
HUN,2005,23.8577292678604
ISL,2005,29.1014370962433
IRL,2005,29.8289263186121
ISR,2005,22.1652760957323
ITA,2005,21.6734394073244
JPN,2005,25.9010440257525
KOR,2005,30.4585673582197
LVA,2005,32.0297241247039
LTU,2005,23.4031539477796
LUX,2005,19.3477913830151
MEX,2005,20.7103497137228
NLD,2005,20.3123361573035
NZL,2005,24.7454568887743
NOR,2005,20.2992232993179
POL,2005,19.1151050092974
PRT,2005,23.1265756274961
SVK,2005,27.0979138790485
SVN,2005,26.7841485641497
ESP,2005,29.0284035934931
SWE,2005,21.5097260897802
CHE,2005,27.2629980574945
TUR,2005,26.877034266657
GBR,2005,18.1300681489885
USA,2005,22.934640837162
EA,2005,21.8611193648435
EU,2005,21.881134394649
OECD,2005,23.0397287632797
BRA,2005,17.0561839202732
CHN,2005,39.2703289759488
ZAF,2005,15.878304904018
AUS,2006,27.3471755803552
AUT,2006,22.8306809334341
BEL,2006,22.3254390645591
CAN,2006,22.8847443946428
CHL,2006,21.0647060199942
COL,2006,22.5775935262733
CRI,2006,20.2930668010762
CZE,2006,28.1510781666578
DNK,2006,23.2747647050451
EST,2006,36.7942355900279
FIN,2006,22.7685828498042
FRA,2006,21.8977868505057
DEU,2006,19.4624059220668
GRC,2006,24.0565850146599
HUN,2006,23.5148918369988
ISL,2006,34.9959952803715
IRL,2006,30.9866918814921
ISR,2006,22.5447693731566
ITA,2006,21.9242418666958
JPN,2006,26.0446863446433
KOR,2006,30.5042866575012
LVA,2006,35.3212529611428
LTU,2006,26.0125284066362
LUX,2006,18.2150542888824
MEX,2006,21.6799481845682
NLD,2006,20.9095675502686
NZL,2006,23.9135363918071
NOR,2006,20.8689402666492
POL,2006,20.6873646209386
PRT,2006,22.5328535552248
SVK,2006,26.3756839954384
SVN,2006,27.9014984676058
ESP,2006,30.0454936237283
SWE,2006,22.5576014619411
CHE,2006,27.0602553446201
TUR,2006,29.042534748313
GBR,2006,18.3547575232734
USA,2006,23.038173633353
EA,2006,22.5143535984801
EU,2006,22.6138447172859
OECD,2006,23.4361640575637
BRA,2006,17.2102993376669
CHN,2006,38.5215726233992
ZAF,2006,17.365539560224
AUS,2007,28.1494081563949
AUT,2007,23.139397249766
BEL,2007,23.2930144412895
CAN,2007,23.338980934434
CHL,2007,21.9798432661115
COL,2007,24.0773758127074
CRI,2007,22.3649992803716
CZE,2007,29.6665559482128
DNK,2007,23.4983863063468
EST,2007,36.3905729206913
FIN,2007,24.1971784303348
FRA,2007,22.5857089020594
DEU,2007,19.7151702055684
GRC,2007,25.5308773868923
HUN,2007,23.7033612332997
ISL,2007,29.0119225192696
IRL,2007,28.7070823487234
ISR,2007,23.3123310826083
ITA,2007,21.9944755997434
JPN,2007,25.4051268567059
KOR,2007,30.0691213268305
LVA,2007,38.113521636451
LTU,2007,28.5825377834702
LUX,2007,18.9176381438526
MEX,2007,22.3548818443625
NLD,2007,23.1038497049496
NZL,2007,23.9128105681562
NOR,2007,23.4914035999041
POL,2007,22.6927183608956
PRT,2007,22.5096224343179
SVK,2007,26.2297796014925
SVN,2007,28.7632143196817
ESP,2007,29.8758005495847
SWE,2007,23.5097905127659
CHE,2007,27.207257649809
TUR,2007,28.5042445362368
GBR,2007,18.8197810313528
USA,2007,22.3230143949646
EA,2007,22.9793630147496
EU,2007,23.2550781162018
OECD,2007,23.4059515988673
BRA,2007,17.9957613913524
CHN,2007,37.6709873123357
ZAF,2007,19.0216163052076
AUS,2008,27.5129887832226
AUT,2008,23.5337969993628
BEL,2008,24.1181419052712
CAN,2008,23.4690028792287
CHL,2008,26.8810652987222
COL,2008,21.9137810195697
CRI,2008,23.7449715293857
CZE,2008,28.9056718357901
DNK,2008,22.9393877468768
EST,2008,31.1290081136854
FIN,2008,24.4953745888094
FRA,2008,22.9330135074895
DEU,2008,19.9630399184329
GRC,2008,23.2806960910544
HUN,2008,23.3584432583345
ISL,2008,25.1262761669675
IRL,2008,24.8421188254276
ISR,2008,22.833015437498
ITA,2008,21.562045770846
JPN,2008,25.2928155191183
KOR,2008,30.8917515930741
LVA,2008,33.4181287502584
LTU,2008,26.0480842795474
LUX,2008,20.1440835676294
MEX,2008,23.5591739565606
NLD,2008,21.931094627813
NZL,2008,22.8771597134429
NOR,2008,22.4854555543479
POL,2008,23.2187374798418
PRT,2008,22.8522358901842
SVK,2008,25.6301340300419
SVN,2008,29.5862294177318
ESP,2008,27.8566240453349
SWE,2008,23.9954149226696
CHE,2008,26.7342723960095
TUR,2008,27.3051055518607
GBR,2008,18.4126120244636
USA,2008,21.235472613082
EA,2008,22.6558856695602
EU,2008,23.0478343005003
OECD,2008,22.9378554491819
BRA,2008,19.3853295895194
CHN,2008,38.8030814219879
IDN,2008,31.4286756922672
ZAF,2008,21.6148222146382
AUS,2009,26.9461352407809
AUT,2009,22.663710860869
CAN,2009,22.3069697467248
CHL,2009,24.1203156039831
COL,2009,22.6467081627038
CRI,2009,21.0035629737532
CZE,2009,27.1841500644404
DNK,2009,20.1024313779465
EST,2009,22.6771433235998
FIN,2009,22.9565025999395
FRA,2009,21.4495235712121
DEU,2009,18.8381977329318
GRC,2009,20.4384468311416
HUN,2009,22.6849719281542
ISL,2009,15.2646256576666
IRL,2009,21.1631244309548
ISR,2009,21.4323549209423
ITA,2009,20.3159597572588
JPN,2009,23.624293447427
KOR,2009,30.8870549838266
LVA,2009,22.9165263311155
LTU,2009,17.8342711295586
LUX,2009,18.0192474186727
MEX,2009,22.7743858141364
NLD,2009,21.0824646565308
NZL,2009,20.3634011223437
NOR,2009,23.153019700686
POL,2009,21.6390287021933
PRT,2009,21.2015952644164
SVK,2009,21.699930377173
SVN,2009,24.4165583250535
ESP,2009,23.1621916327272
SWE,2009,22.0664924860152
CHE,2009,25.2148516404917
TUR,2009,22.9623515960112
GBR,2009,16.988851517085
USA,2009,18.8101353585392
EA,2009,20.8193232749514
EU,2009,21.0559526514171
BRA,2009,19.1019579299879
CHN,2009,43.4097668520056
IDN,2009,31.2587403048387
ZAF,2009,19.4908649743518
AUS,2010,25.9432868336906
AUT,2010,21.8611552738301
BEL,2010,21.9382428923496
CAN,2010,23.4612088007068
CHL,2010,23.0154606048216
COL,2010,22.0429732014851
CRI,2010,19.4564092872103
CZE,2010,26.5219620764145
DNK,2010,17.9939144621449
EST,2010,21.233264639646
FIN,2010,22.8209857186136
FRA,2010,21.4821676799635
DEU,2010,19.1861612229759
GRC,2010,16.8200572212589
HUN,2010,20.1115497896952
ISL,2010,13.909027144792
IRL,2010,17.5913855903599
ISR,2010,21.5231690339545
ITA,2010,20.2386645229593
JPN,2010,22.6196594231882
KOR,2010,30.4627998691082
LVA,2010,19.5198322313546
LTU,2010,17.0850042600278
LUX,2010,16.8240877972083
MEX,2010,22.5530971621501
NLD,2010,19.4400813658009
NZL,2010,19.9529077040053
NOR,2010,20.6378334435552
POL,2010,19.610376998578
PRT,2010,20.648039322463
SVK,2010,21.8497529970948
SVN,2010,21.2216012051908
ESP,2010,21.8742137780893
SWE,2010,22.0467665339345
