country,country_code,year,gdp_per_worker,growth_rate,indexed_2000
France,FRA,1994-01-01,102997.280896988,3.510640699219225,90.28549850923405
France,FRA,1995-01-01,103861.106716702,0.8386879849555884,91.04271213738826
France,FRA,1996-01-01,104743.827813621,0.8499053445740534,91.81648901368908
France,FRA,1997-01-01,107767.786904362,2.8870045651966825,94.46723524311761
France,FRA,1998-01-01,110118.75734761,2.1815150062739486,96.52805215595833
France,FRA,1999-01-01,112443.256907393,2.110902461826103,98.56566518527124
France,FRA,2000-01-01,114079.539458326,1.4552073605272886,100.0
France,FRA,2001-01-01,113668.312593653,-0.36047381206620877,99.6395261879338
France,FRA,2002-01-01,113477.058780925,-0.1682560498735497,99.47187665705725
France,FRA,2003-01-01,111944.494702587,-1.350549701236714,98.12845952405081
France,FRA,2004-01-01,115221.089981375,2.9269820615057673,101.00066193155173
France,FRA,2005-01-01,116068.699855343,0.7356377848057205,101.74366096362411
France,FRA,2006-01-01,118414.913863891,2.0214011283594013,103.80030847437698
France,FRA,2007-01-01,119244.035824042,0.700183729478554,104.52710134546311
France,FRA,2008-01-01,118113.340267968,-0.9482197983825991,103.53595467582998
France,FRA,2009-01-01,116073.22490969,-1.7272522762031062,101.7476275420031
France,FRA,2010-01-01,118246.591713229,1.8724101145892735,103.6527604114542
France,FRA,2011-01-01,120919.272904966,2.2602606578452367,105.99558297580487
France,FRA,2012-01-01,120917.696040329,-0.0013040639420980327,105.99420072562707
France,FRA,2013-01-01,121102.542388199,0.15286955832201077,106.15623359212327
France,FRA,2014-01-01,123181.733488365,1.7168847648970642,107.978813793655
France,FRA,2015-01-01,124330.364039763,0.932468247417928,108.98568194621936
France,FRA,2016-01-01,124907.32987333,0.4640586698374749,109.49143945217227
France,FRA,2017-01-01,126319.192445818,1.1303280391309123,110.72905189274825
France,FRA,2018-01-01,127060.863354141,0.5871403180804258,111.37918680023876
France,FRA,2019-01-01,128928.445413505,1.4698326534731132,113.01627445700146
France,FRA,2020-01-01,119633.985563165,-7.209006376002137,104.86892402547616
France,FRA,2021-01-01,123998.870932207,3.6485329386083176,108.6951012609098
France,FRA,2022-01-01,124988.856698658,0.7983828876895416,109.56290434913373
France,FRA,2023-01-01,125877.393888068,0.7108931250985329,110.34177950381002
France,FRA,2024-01-01,127331.963264779,1.1555445594976455,111.61682793371916
Germany,DEU,1991-01-01,93375.5231036302,,84.3206723624638
Germany,DEU,1992-01-01,96468.9113641434,3.3128470478072547,87.11408726751489
Germany,DEU,1993-01-01,97187.0555790706,0.7444307236104342,87.76259129772708
Germany,DEU,1994-01-01,100261.628039716,3.163561692785266,90.53901501661767
Germany,DEU,1995-01-01,101493.210450794,1.2283686542474026,91.65116789694615
Germany,DEU,1996-01-01,103304.570198061,1.7847102670431214,93.28687570026788
Germany,DEU,1997-01-01,105779.444559159,2.3957065562085322,95.52175549750132
Germany,DEU,1998-01-01,107815.996830943,1.9252816842359355,97.36081836055533
Germany,DEU,1999-01-01,108403.179271506,0.5446153240912022,97.89106029700753
Germany,DEU,2000-01-01,110738.589348817,2.154374154896077,100.0
Germany,DEU,2001-01-01,112130.588109901,1.257013268156526,101.25701326815653
Germany,DEU,2002-01-01,112474.235960238,0.30647110313930526,101.56733675372536
Germany,DEU,2003-01-01,112979.619367312,0.44933259849184726,102.02371190717984
Germany,DEU,2004-01-01,115960.37424064,2.638312015937272,104.7154157575322
Germany,DEU,2005-01-01,115549.947258408,-0.35393726945057713,104.34478887430618
Germany,DEU,2006-01-01,117199.199257401,1.427306578777321,105.83410891052046
Germany,DEU,2007-01-01,118256.209426977,0.9018919721921703,106.78861824262557
Germany,DEU,2008-01-01,117711.281958109,-0.4608024149501344,106.29653371087167
Germany,DEU,2009-01-01,111572.236862386,-5.215341294055198,100.75280669409928
Germany,DEU,2010-01-01,115038.62159444,3.106852411975458,103.88304769900788
Germany,DEU,2011-01-01,118953.663674602,3.403241473080376,107.41843866180038
Germany,DEU,2012-01-01,118067.208501224,-0.7452104844814955,106.6179451946263
Germany,DEU,2013-01-01,117300.55098369,-0.6493399202591066,105.92563231431764
Germany,DEU,2014-01-01,118668.341750626,1.1660565576765203,107.16078509617905
Germany,DEU,2015-01-01,119496.711236216,0.6980543196017264,107.90882558546207
Germany,DEU,2016-01-01,120306.575313947,0.6777291771068894,108.64015518112812
Germany,DEU,2017-01-01,122479.574426158,1.8062180778901205,110.60243330385752
Germany,DEU,2018-01-01,122737.088773668,0.21025085098189678,110.83497586108557
Germany,DEU,2019-01-01,122616.680134217,-0.0981028967316,110.72624353917408
Germany,DEU,2020-01-01,120091.530286554,-2.0593852687081027,108.44596359113447
Germany,DEU,2021-01-01,124673.857586199,3.815695652067186,112.58393150872377
Germany,DEU,2022-01-01,125524.782244326,0.6825205176142601,113.3523399408076
Germany,DEU,2023-01-01,123751.082077915,-1.4130278776015803,111.75063977753028
Germany,DEU,2024-01-01,123471.847647958,-0.22564201077546198,111.49848338688182
Italy,ITA,1991-01-01,113547.427049917,,82.42408238552109
Italy,ITA,1992-01-01,116924.617528551,2.974255398274539,84.87558510535071
Italy,ITA,1993-01-01,118028.437141828,0.9440438092581216,85.67684781210937
Italy,ITA,1994-01-01,123263.841556152,4.435714427051929,89.47722811115443
Italy,ITA,1995-01-01,128417.199705904,4.18075413251211,93.21805102306881
Italy,ITA,1996-01-01,129167.047375735,0.5839152944841164,93.76236548021252
Italy,ITA,1997-01-01,131544.341349698,1.8404802325841407,95.48804328247913
Italy,ITA,1998-01-01,133217.63946026,1.2720411181456281,96.70269045594496
Italy,ITA,1999-01-01,134044.734688578,0.6208601440988115,97.30307891925717
Italy,ITA,2000-01-01,137760.013534422,2.7716708563567227,100.0
Italy,ITA,2001-01-01,138281.531746285,0.3785700933694347,100.37857009336943
Italy,ITA,2002-01-01,136760.136332236,-1.1002159108567167,99.27418909411172
Italy,ITA,2003-01-01,134507.141386962,-1.6474061855281552,97.6387399623424
Italy,ITA,2004-01-01,131557.776852993,-2.1927196605004085,95.49779611492325
Italy,ITA,2005-01-01,133079.562274572,1.1567430356317798,96.60246022066447
Italy,ITA,2006-01-01,133599.823357692,0.3909398815473919,96.980117764223
Italy,ITA,2007-01-01,134494.832108608,0.6699176154745246,97.62980465663345
Italy,ITA,2008-01-01,132053.366724573,-1.8152856476027823,95.85754482491895
Italy,ITA,2009-01-01,127384.927121217,-3.535267384051688,92.46872430757087
Italy,ITA,2010-01-01,130400.840172424,2.367558799430891,94.65797572663625
Italy,ITA,2011-01-01,131113.625450201,0.5466109549865816,95.17538659172658
Italy,ITA,2012-01-01,127403.878180522,-2.8294139964027076,92.48248088236988
Italy,ITA,2013-01-01,127703.119582524,0.23487621120763524,92.69970022949722
Italy,ITA,2014-01-01,127704.332531807,0.0009498196183121976,92.70058070943612
Italy,ITA,2015-01-01,127989.523015079,0.2233209145045878,92.90760049402749
Italy,ITA,2016-01-01,127855.903439134,-0.10439883890281942,92.81060603785926
Italy,ITA,2017-01-01,128328.067500085,0.3692939068517642,93.15334995086927
Italy,ITA,2018-01-01,127537.426110316,-0.6161094803118439,92.5794233305939
Italy,ITA,2019-01-01,127844.962730741,0.24113441034867567,92.80266417714634
Italy,ITA,2020-01-01,119219.509149299,-6.746807537195176,86.5414470357247
Italy,ITA,2021-01-01,130053.456175498,9.087394423534834,94.4058096676955
Italy,ITA,2022-01-01,132513.138774295,1.8912858382462483,96.19129337642234
Italy,ITA,2023-01-01,130817.545907376,-1.2795658472832927,94.96046243831756
Italy,ITA,2024-01-01,130388.06581365,-0.32830465573027157,94.64870281902958
Japan,JPN,1991-01-01,70473.4579400424,,92.00770463990311
Japan,JPN,1992-01-01,70251.7666469464,-0.31457416675169103,91.71827216968477
Japan,JPN,1993-01-01,69777.4152187582,-0.675216369393361,91.0989753822703
Japan,JPN,1994-01-01,70467.273655584,0.9886557629901205,91.99963065241207
Japan,JPN,1995-01-01,72260.6717603363,2.5450085007087564,94.34102907313661
Japan,JPN,1996-01-01,74185.1509627112,2.6632456569982033,96.85356243269435
Japan,JPN,1997-01-01,74274.1791767179,0.12000813215498063,96.96979458389538
Japan,JPN,1998-01-01,73854.3423213555,-0.5652527702305288,96.42167013372304
Japan,JPN,1999-01-01,74297.9325530085,0.6006285043103521,97.00080616887828
Japan,JPN,2000-01-01,76595.1701717364,3.0919267061555455,100.0
Japan,JPN,2001-01-01,77336.5420071513,0.9679093782971604,100.96790937829716
Japan,JPN,2002-01-01,78318.8391742534,1.2701591532386702,102.25036252109932
Japan,JPN,2003-01-01,79729.8910828422,1.8016762294565059,104.09258299717506
Japan,JPN,2004-01-01,81367.8752352009,2.0544166436359257,106.23107834705958
Japan,JPN,2005-01-01,82495.4524024282,1.3857768363348955,107.70320402378191
Japan,JPN,2006-01-01,83263.9190256313,0.9315260427379402,108.70648741812661
Japan,JPN,2007-01-01,84101.7683466273,1.0062573690989618,109.80035445846012
Japan,JPN,2008-01-01,83402.4918841693,-0.831464636481738,108.88740334040644
Japan,JPN,2009-01-01,79864.6079136099,-4.241940367288866,104.26846462321708
Japan,JPN,2010-01-01,83467.6524010132,4.511440776496056,108.97247465325528
Japan,JPN,2011-01-01,83543.0726000156,0.0903585962140685,109.07094065161169
Japan,JPN,2012-01-01,84905.3270249865,1.6306012965228822,110.84945282400658
Japan,JPN,2013-01-01,85997.7218498617,1.2866034006955962,112.2756456536927
Japan,JPN,2014-01-01,85562.2629518529,-0.506360969385955,111.70712560597633
Japan,JPN,2015-01-01,86597.7821013644,1.2102521763527996,113.0590635247638
Japan,JPN,2016-01-01,86240.9099959869,-0.4121030547407867,112.59314367031692
Japan,JPN,2017-01-01,86700.1536098057,0.5325124860581454,113.19271621880674
Japan,JPN,2018-01-01,85515.4689479469,-1.366415874175353,111.6460329759827
Japan,JPN,2019-01-01,84299.252416948,-1.4222181623528285,110.05818281745185
Japan,JPN,2020-01-01,81349.2692847553,-3.499417904208635,106.20678706289128
Japan,JPN,2021-01-01,83620.4025490706,2.7918299503901123,109.17189995346013
Japan,JPN,2022-01-01,83825.8964657049,0.2457461461199184,109.44018569024163
Japan,JPN,2023-01-01,84722.5218987574,1.069628206623885,110.610788785766
Japan,JPN,2024-01-01,84353.7909513892,-0.43522187383520095,110.12938643814871
United Kingdom,GBR,1991-01-01,70964.8504250811,,77.29180443206346
United Kingdom,GBR,1992-01-01,73310.2889928306,3.3050708254865224,79.84635331083969
United Kingdom,GBR,1993-01-01,76908.097054848,4.907644085769802,83.76492814680196
United Kingdom,GBR,1994-01-01,80175.8410970987,4.2488946773969305,87.32401172035681
United Kingdom,GBR,1995-01-01,82132.8572005454,2.440904986673753,89.45550787700256
United Kingdom,GBR,1996-01-01,83423.2472668193,1.5711009092537864,90.86094417463575
United Kingdom,GBR,1997-01-01,85915.364398288,2.987317340330775,93.5752489155529
United Kingdom,GBR,1998-01-01,87677.514482391,2.051030216125227,95.4945055456253
United Kingdom,GBR,1999-01-01,89202.871215966,1.7397353729517118,97.15585723782787
United Kingdom,GBR,2000-01-01,91814.19808546,2.927402261718459,100.0
United Kingdom,GBR,2001-01-01,93075.1727694413,1.3733983526247107,101.3733983526247
United Kingdom,GBR,2002-01-01,93943.6016817349,0.933040344114966,102.31925305745509
United Kingdom,GBR,2003-01-01,96018.2980328286,2.208448807532881,104.57892138147899
United Kingdom,GBR,2004-01-01,97304.8199071008,1.3398715668052397,105.98014461394105
United Kingdom,GBR,2005-01-01,99037.4346011674,1.7806052112534276,107.86723259183081
United Kingdom,GBR,2006-01-01,100191.576238733,1.165358979878084,109.1242730731857
United Kingdom,GBR,2007-01-01,102351.147261506,2.155441708619543,111.47638316923303
United Kingdom,GBR,2008-01-01,101389.796101274,-0.9392675958734165,110.42932162507273
United Kingdom,GBR,2009-01-01,98279.9169810692,-3.0672505910737557,107.04217760480897
United Kingdom,GBR,2010-01-01,100307.632874196,2.0632047272866494,109.25067687334193
United Kingdom,GBR,2011-01-01,100638.569418694,0.32992159720590664,109.61111845144073
United Kingdom,GBR,2012-01-01,101221.514921612,0.5792466112000572,110.2460371405692
United Kingdom,GBR,2013-01-01,101704.680741773,0.47733510068008744,110.77228017294996
United Kingdom,GBR,2014-01-01,102469.971430303,0.7524635866790419,111.60580124538548
United Kingdom,GBR,2015-01-01,102842.271318694,0.3633258438490161,112.01129396454472
United Kingdom,GBR,2016-01-01,103399.446982843,0.5417768948552171,112.618145274873
United Kingdom,GBR,2017-01-01,105575.926152627,2.1049234142858975,114.9886709834983
United Kingdom,GBR,2018-01-01,105985.061323432,0.3875269540269288,115.43428307763672
United Kingdom,GBR,2019-01-01,106175.236523448,0.17943585411122065,115.64141356941423
United Kingdom,GBR,2020-01-01,96172.8986957219,-9.420593874087723,104.74730564678553
United Kingdom,GBR,2021-01-01,105285.801024902,9.475540877697885,114.67267941163384
United Kingdom,GBR,2022-01-01,108290.950138112,2.854277674630823,117.94575609898108
United Kingdom,GBR,2023-01-01,107342.137070302,-0.8761702308456187,116.91235049549601
United Kingdom,GBR,2024-01-01,107932.043406526,0.5495571006171263,117.55485061914241
United States,USA,1991-01-01,92226.4112223463,,83.8938622029102
United States,USA,1992-01-01,94644.53193571,2.6219395087746733,86.09350852144529
United States,USA,1993-01-01,95590.4919895656,0.9994872757130624,86.95400218433207
United States,USA,1994-01-01,96896.9971339889,1.3667731143866435,88.14246610807069
United States,USA,1995-01-01,97546.7646951955,0.670575539413365,88.73352792562713
United States,USA,1996-01-01,99446.0311320971,1.947031706111657,90.46119784829054
United States,USA,1997-01-01,101486.043688418,2.0513765437366605,92.31689764213358
United States,USA,1998-01-01,104208.956941677,2.683042075833475,94.79379884897615
United States,USA,1999-01-01,107377.611310531,3.040673721192144,97.67616897989672
United States,USA,2000-01-01,109932.251061803,2.379117695106947,100.0
United States,USA,2001-01-01,111034.529494008,1.002688857508538,101.00268885750853
United States,USA,2002-01-01,113396.808933308,2.1275178541892092,103.15153909616319
United States,USA,2003-01-01,116237.533111269,2.50511826980222,105.73560714764334
United States,USA,2004-01-01,119148.824713745,2.5046054613780733,108.3838669388845
United States,USA,2005-01-01,121196.232573808,1.7183617756884262,110.24629387937527
United States,USA,2006-01-01,122255.200071888,0.8737627198395881,111.20958489529804
United States,USA,2007-01-01,123651.003100458,1.1417126042485126,112.47927874318013
United States,USA,2008-01-01,123985.504587741,0.27052064188370917,112.78355841002235
United States,USA,2009-01-01,125344.453011453,1.0960542752401548,114.01972742374336
United States,USA,2010-01-01,129284.288220084,3.143206670877574,117.60360310224289
United States,USA,2011-01-01,130147.263454206,0.6675020190024528,118.38860952736998
United States,USA,2012-01-01,130909.115508954,0.5853769295856681,119.08162913480047
United States,USA,2013-01-01,132306.492107158,1.067440256372687,120.35275438212976
United States,USA,2014-01-01,133281.603731104,0.7370096572103524,121.2397658046447
United States,USA,2015-01-01,135038.955151866,1.3185251164200107,122.83834256786773
United States,USA,2016-01-01,135265.257758258,0.16758320303760232,123.04419899690127
United States,USA,2017-01-01,136420.185572236,0.8538244284737484,124.09478042575665
United States,USA,2018-01-01,138621.235992433,1.613434559529714,126.09696849971834
United States,USA,2019-01-01,140253.575221907,1.1775535095958078,127.58182777778069
United States,USA,2020-01-01,145799.895376767,3.9544946687346094,132.6270443555272
United States,USA,2021-01-01,149654.666813837,2.6438780543077467,136.13354167531998
United States,USA,2022-01-01,148654.120404472,-0.6685701359447904,135.22339347067484
United States,USA,2023-01-01,150436.445055838,1.1989742675927895,136.84468716215397
United States,USA,2024-01-01,153543.964207,2.065669093688416,139.6714455712172
