Date,Adj Close,Close,High,Low,Open,Midmarket_Rate
2015-10-27,0.010011,0.010011,0.01004,0.009838,0.010021,0.009939
2015-10-28,0.010034,0.010034,0.010041,0.009857,0.010011,0.009949
2015-10-29,0.010027,0.010027,0.010039,0.009823,0.010034,0.009931
2015-10-30,0.009809,0.009809,0.010005,0.009809,0.009997,0.009907
2015-11-02,0.009977,0.009977,0.010005,0.009804,0.009992,0.009905
2015-11-03,0.009979,0.009979,0.009997,0.009804,0.009976,0.0099
2015-11-04,0.009984,0.009984,0.010004,0.009809,0.009978,0.009906
2015-11-05,0.00997,0.00997,0.010005,0.009794,0.009984,0.0099
2015-11-06,0.00978,0.00978,0.009986,0.00978,0.009969,0.009883
2015-11-09,0.009955,0.009955,0.00998,0.00979,0.009855,0.009885
2015-11-10,0.009961,0.009961,0.009986,0.009766,0.009957,0.009876
2015-11-11,0.009959,0.009959,0.009967,0.009775,0.009962,0.009871
2015-11-12,0.009955,0.009955,0.010005,0.00992,0.009961,0.009962
2015-11-13,0.00993,0.00993,0.009967,0.00977,0.009956,0.009869
2015-11-16,0.009963,0.009963,0.009981,0.009887,0.009887,0.009934
2015-11-17,0.009967,0.009967,0.009975,0.009904,0.009963,0.009939
2015-11-18,0.009967,0.009967,0.009982,0.009924,0.009969,0.009953
2015-11-19,0.009966,0.009966,0.009982,0.009921,0.009967,0.009951
2015-11-20,0.009885,0.009885,0.009977,0.009885,0.009968,0.009931
2015-11-23,0.009984,0.009984,0.009986,0.009925,0.009955,0.009955
2015-11-24,0.009973,0.009973,0.009984,0.009936,0.009984,0.00996
2015-11-25,0.009979,0.009979,0.009985,0.009938,0.009972,0.009962
2015-11-26,0.009986,0.009986,0.009994,0.009925,0.009976,0.009959
2015-11-27,0.009939,0.009939,0.009989,0.009804,0.009984,0.009896
2015-11-30,0.009969,0.009969,0.009986,0.009938,0.009973,0.009962
2015-12-01,0.009968,0.009968,0.009979,0.009923,0.009969,0.009951
2015-12-02,0.009969,0.009969,0.009981,0.009929,0.00997,0.009955
2015-12-03,0.009972,0.009972,0.009982,0.009924,0.00997,0.009953
2015-12-04,0.009914,0.009914,0.009979,0.009914,0.009972,0.009946
2015-12-07,0.009969,0.009969,0.009981,0.009927,0.009947,0.009954
2015-12-08,0.009984,0.009984,0.009994,0.009939,0.00997,0.009967
2015-12-09,0.009992,0.009992,0.010047,0.009957,0.009984,0.010002
2015-12-10,0.009993,0.009993,0.010013,0.009958,0.009991,0.009986
2015-12-11,0.009942,0.009942,0.010003,0.009913,0.009993,0.009958
2015-12-14,0.009952,0.009952,0.009979,0.009927,0.009967,0.009953
2015-12-15,0.009957,0.009957,0.009978,0.009785,0.009954,0.009881
2015-12-16,0.009945,0.009945,0.009979,0.009888,0.009958,0.009934
2015-12-17,0.009946,0.009946,0.00997,0.00977,0.009943,0.00987
2015-12-18,0.009951,0.009951,0.009965,0.009915,0.009945,0.00994
2015-12-21,0.009956,0.009956,0.009972,0.00978,0.009954,0.009876
2015-12-22,0.009962,0.009962,0.009975,0.00979,0.009957,0.009882
2015-12-23,0.00995,0.00995,0.009964,0.009884,0.009964,0.009924
2015-12-24,0.009919,0.009919,0.009963,0.009775,0.009948,0.009869
2015-12-25,0.00993,0.00993,0.009948,0.00993,0.009948,0.009939
2015-12-28,0.009952,0.009952,0.009963,0.00978,0.009955,0.009872
2015-12-29,0.009953,0.009953,0.009972,0.009874,0.009953,0.009923
2015-12-30,0.009944,0.009944,0.009969,0.0099,0.009952,0.009935
2015-12-31,0.009878,0.009878,0.009977,0.009775,0.009945,0.009876
2016-01-01,0.00988,0.00988,0.00996,0.00988,0.009956,0.00992
2016-01-04,0.009952,0.009952,0.009966,0.00978,0.009944,0.009873
2016-01-05,0.009956,0.009956,0.009964,0.009907,0.009954,0.009936
2016-01-06,0.009966,0.009966,0.009968,0.009923,0.009956,0.009945
2016-01-07,0.009963,0.009963,0.009985,0.00979,0.009966,0.009887
2016-01-08,0.009961,0.009961,0.009984,0.009911,0.009963,0.009947
2016-01-11,0.009944,0.009944,0.009969,0.00978,0.009969,0.009875
2016-01-12,0.009944,0.009944,0.00996,0.00977,0.009945,0.009865
2016-01-13,0.009945,0.009945,0.00996,0.009896,0.009944,0.009928
2016-01-14,0.009944,0.009944,0.009969,0.009893,0.009944,0.009931
2016-01-15,0.009909,0.009909,0.009969,0.009904,0.009945,0.009937
2016-01-18,0.009939,0.009939,0.009954,0.009895,0.00995,0.009925
2016-01-19,0.009944,0.009944,0.009968,0.009907,0.009939,0.009937
2016-01-20,0.009944,0.009944,0.009953,0.009766,0.009944,0.009859
2016-01-21,0.009953,0.009953,0.009966,0.009887,0.009945,0.009927
2016-01-22,0.009874,0.009874,0.009957,0.009874,0.009956,0.009915
2016-01-25,0.009949,0.009949,0.009955,0.009933,0.009954,0.009944
2016-01-26,0.009944,0.009944,0.009965,0.00979,0.00995,0.009877
2016-01-27,0.009964,0.009964,0.009968,0.009785,0.009944,0.009876
2016-01-28,0.009952,0.009952,0.009965,0.009904,0.009964,0.009935
2016-01-29,0.009833,0.009833,0.009959,0.009833,0.009953,0.009896
2016-02-01,0.009943,0.009943,0.009959,0.00977,0.009839,0.009865
2016-02-02,0.009948,0.009948,0.009965,0.009918,0.009944,0.009941
2016-02-03,0.009956,0.009956,0.009964,0.009898,0.009948,0.009931
2016-02-04,0.00997,0.00997,0.009976,0.009794,0.009955,0.009885
2016-02-05,0.009958,0.009958,0.009978,0.009914,0.009969,0.009946
2016-02-08,0.009989,0.009989,0.009998,0.009941,0.009945,0.00997
2016-02-09,0.009967,0.009967,0.010006,0.009809,0.009988,0.009907
2016-02-10,0.009997,0.009997,0.010008,0.009947,0.009967,0.009978
2016-02-11,0.009997,0.009997,0.010008,0.009929,0.009998,0.009968
2016-02-12,0.009934,0.009934,0.010008,0.009934,0.009996,0.009971
2016-02-15,0.009969,0.009969,0.01,0.009952,0.009973,0.009976
2016-02-16,0.010001,0.010001,0.010006,0.009828,0.009968,0.009917
2016-02-17,0.009997,0.009997,0.010006,0.009944,0.010001,0.009975
2016-02-18,0.010005,0.010005,0.010012,0.009828,0.01,0.00992
2016-02-19,0.009991,0.009991,0.010011,0.009975,0.010006,0.009993
2016-02-22,0.010005,0.010005,0.010013,0.009949,0.009977,0.009981
2016-02-23,0.009994,0.009994,0.010012,0.009818,0.010007,0.009915
2016-02-24,0.009992,0.009992,0.010013,0.00996,0.009992,0.009987
2016-02-25,0.010007,0.010007,0.010022,0.009833,0.009992,0.009927
2016-02-26,0.009882,0.009882,0.010019,0.009882,0.010008,0.009951
2016-02-29,0.009995,0.009995,0.010027,0.009878,0.009878,0.009953
2016-03-01,0.010025,0.010025,0.010031,0.009857,0.009995,0.009944
2016-03-02,0.010039,0.010039,0.010056,0.009862,0.010023,0.009959
2016-03-03,0.010054,0.010054,0.010075,0.009877,0.010039,0.009976
2016-03-04,0.010018,0.010018,0.010068,0.009872,0.010053,0.00997
2016-03-07,0.010031,0.010031,0.010049,0.010003,0.010035,0.010026
2016-03-08,0.010013,0.010013,0.010042,0.009976,0.010034,0.010009
2016-03-09,0.010023,0.010023,0.010047,0.009838,0.010011,0.009942
2016-03-10,0.010009,0.010009,0.010051,0.009999,0.010023,0.010025
2016-03-11,0.010038,0.010038,0.010048,0.010008,0.01001,0.010028
2016-03-14,0.01002,0.01002,0.010042,0.009852,0.010042,0.009947
2016-03-15,0.010033,0.010033,0.010046,0.009852,0.01002,0.009949
2016-03-16,0.010033,0.010033,0.010104,0.009998,0.01003,0.010051
2016-03-17,0.010026,0.010026,0.010045,0.009857,0.010029,0.009951
2016-03-18,0.010019,0.010019,0.010019,0.010019,0.010019,0.010019
2016-03-21,0.010019,0.010019,0.010043,0.009847,0.010026,0.009945
2016-03-22,0.010009,0.010009,0.010047,0.009833,0.010018,0.00994
2016-03-23,0.010029,0.010029,0.010039,0.00995,0.010008,0.009995
2016-03-24,0.009847,0.009847,0.01004,0.009847,0.010028,0.009944
2016-03-25,0.010005,0.010005,0.010009,0.009852,0.010007,0.00993
2016-03-28,0.010033,0.010033,0.010033,0.009852,0.009999,0.009943
2016-03-29,0.010037,0.010037,0.010039,0.009852,0.010035,0.009945
2016-03-30,0.010047,0.010047,0.010051,0.009991,0.01004,0.010021
2016-03-31,0.010031,0.010031,0.010049,0.00999,0.010047,0.010019
2016-04-01,0.010016,0.010016,0.010045,0.009985,0.010032,0.010015
2016-04-04,0.010027,0.010027,0.010041,0.009862,0.010018,0.009952
2016-04-05,0.010037,0.010037,0.010051,0.009989,0.01003,0.01002
2016-04-06,0.010035,0.010035,0.010054,0.010007,0.010037,0.01003
2016-04-07,0.010035,0.010035,0.010049,0.009872,0.010036,0.00996
2016-04-08,0.010065,0.010065,0.010071,0.0099,0.010037,0.009986
2016-04-11,0.0099,0.0099,0.010076,0.0099,0.010071,0.009988
2016-04-12,0.010067,0.010067,0.010072,0.009896,0.009896,0.009984
2016-04-13,0.010059,0.010059,0.010074,0.010043,0.010066,0.010059
2016-04-14,0.010059,0.010059,0.01007,0.010025,0.010058,0.010048
2016-04-15,0.010054,0.010054,0.010065,0.009877,0.010058,0.009971
2016-04-18,0.010057,0.010057,0.010068,0.009901,0.010065,0.009985
2016-04-19,0.010059,0.010059,0.010067,0.010016,0.010016,0.010041
2016-04-20,0.010062,0.010062,0.010068,0.009881,0.010059,0.009975
2016-04-21,0.010069,0.010069,0.01007,0.010015,0.010061,0.010043
2016-04-22,0.010055,0.010055,0.010069,0.010022,0.010068,0.010045
2016-04-25,0.010059,0.010059,0.010066,0.010017,0.010061,0.010041
2016-04-26,0.010057,0.010057,0.010066,0.009886,0.010058,0.009976
2016-04-27,0.010059,0.010059,0.010069,0.01002,0.010057,0.010045
2016-04-28,0.010057,0.010057,0.01007,0.009886,0.010057,0.009978
2016-04-29,0.010068,0.010068,0.010081,0.01002,0.01006,0.010051
2016-05-02,0.010065,0.010065,0.010082,0.010027,0.010082,0.010054
2016-05-03,0.010106,0.010106,0.010108,0.009896,0.010064,0.010002
2016-05-04,0.0101,0.0101,0.010127,0.010075,0.010104,0.010101
2016-05-05,0.010118,0.010118,0.010133,0.009942,0.010101,0.010038
2016-05-06,0.010139,0.010139,0.010163,0.010099,0.010114,0.010131
2016-05-09,0.010122,0.010122,0.010149,0.01008,0.010124,0.010114
2016-05-10,0.010107,0.010107,0.01013,0.009935,0.01012,0.010033
2016-05-11,0.010108,0.010108,0.010137,0.010077,0.010109,0.010107
2016-05-12,0.010109,0.010109,0.010146,0.010102,0.010109,0.010124
2016-05-13,0.010108,0.010108,0.010139,0.010074,0.010108,0.010107
2016-05-16,0.010109,0.010109,0.010123,0.00994,0.010116,0.010032
2016-05-17,0.01009,0.01009,0.010113,0.010059,0.010108,0.010086
2016-05-18,0.010071,0.010071,0.010099,0.009901,0.010091,0.01
2016-05-19,0.010104,0.010104,0.010129,0.009935,0.010072,0.010032
2016-05-20,0.009921,0.009921,0.010126,0.009921,0.010104,0.010023
2016-05-23,0.010091,0.010091,0.01012,0.009921,0.010093,0.01002
2016-05-24,0.0101,0.0101,0.010108,0.010056,0.010094,0.010082
2016-05-25,0.010093,0.010093,0.010128,0.010071,0.010102,0.010099
2016-05-26,0.010091,0.010091,0.010123,0.009932,0.010095,0.010028
2016-05-27,0.010105,0.010105,0.010126,0.010071,0.010094,0.010098
2016-05-30,0.010095,0.010095,0.010117,0.009935,0.009935,0.010026
2016-05-31,0.010102,0.010102,0.010116,0.010089,0.010096,0.010103
2016-06-01,0.01009,0.01009,0.010107,0.010053,0.010103,0.01008
2016-06-02,0.01009,0.01009,0.010115,0.010043,0.010096,0.010079
2016-06-03,0.010073,0.010073,0.010117,0.009916,0.010091,0.010017
2016-06-06,0.010059,0.010059,0.010224,0.010041,0.010224,0.010132
2016-06-07,0.010067,0.010067,0.010087,0.010019,0.010062,0.010053
2016-06-08,0.010066,0.010066,0.010078,0.010027,0.010067,0.010052
2016-06-09,0.010068,0.010068,0.010081,0.010017,0.010067,0.010049
2016-06-10,0.010056,0.010056,0.010074,0.00999,0.00999,0.010032
2016-06-13,0.010077,0.010077,0.010085,0.009886,0.010054,0.009986
2016-06-14,0.010062,0.010062,0.010081,0.010029,0.010071,0.010055
2016-06-15,0.010047,0.010047,0.010074,0.009877,0.01006,0.009975
2016-06-16,0.01005,0.01005,0.010068,0.009981,0.010049,0.010024
2016-06-17,0.010026,0.010026,0.010069,0.009872,0.01005,0.00997
2016-06-20,0.010047,0.010047,0.010068,0.009881,0.010047,0.009975
2016-06-21,0.010068,0.010068,0.010071,0.010009,0.010049,0.01004
2016-06-22,0.010058,0.010058,0.010069,0.010014,0.010065,0.010042
2016-06-23,0.010076,0.010076,0.010081,0.009921,0.010057,0.010001
2016-06-24,0.010072,0.010072,0.010095,0.009901,0.010075,0.009998
2016-06-27,0.010052,0.010052,0.010067,0.009886,0.010011,0.009976
2016-06-28,0.010061,0.010061,0.010117,0.00999,0.010052,0.010053
2016-06-29,0.010071,0.010071,0.010076,0.010027,0.01006,0.010052
2016-06-30,0.009992,0.009992,0.010084,0.009992,0.010068,0.010038
2016-07-01,0.010039,0.010039,0.010088,0.0099,0.010065,0.009994
2016-07-04,0.010065,0.010065,0.010073,0.010038,0.010064,0.010056
2016-07-05,0.010076,0.010076,0.010084,0.0099,0.01006,0.009992
2016-07-06,0.010072,0.010072,0.010082,0.009901,0.01008,0.009991
2016-07-07,0.010063,0.010063,0.010073,0.009999,0.010071,0.010036
2016-07-08,0.010003,0.010003,0.010071,0.010003,0.01006,0.010037
2016-07-11,0.010072,0.010072,0.010076,0.009877,0.010044,0.009976
2016-07-12,0.010051,0.010051,0.010072,0.010005,0.01007,0.010039
2016-07-13,0.010046,0.010046,0.010057,0.009997,0.010051,0.010027
2016-07-14,0.010046,0.010046,0.010071,0.009867,0.010046,0.009969
2016-07-15,0.010057,0.010057,0.010059,0.009877,0.01005,0.009968
2016-07-18,0.010041,0.010041,0.010067,0.009862,0.009928,0.009964
2016-07-19,0.010026,0.010026,0.010042,0.009852,0.01004,0.009947
2016-07-20,0.010032,0.010032,0.010053,0.009974,0.010027,0.010013
2016-07-21,0.010031,0.010031,0.010036,0.009985,0.01003,0.01001
2016-07-22,0.010016,0.010016,0.010046,0.009989,0.010031,0.010018
2016-07-25,0.010052,0.010052,0.010058,0.009847,0.010012,0.009953
2016-07-26,0.010055,0.010055,0.010061,0.010012,0.010051,0.010037
2016-07-27,0.010043,0.010043,0.010059,0.009877,0.010053,0.009968
2016-07-28,0.01004,0.01004,0.010049,0.010002,0.010041,0.010025
2016-07-29,0.010037,0.010037,0.01005,0.009991,0.010048,0.010021
2016-08-01,0.010049,0.010049,0.010053,0.009867,0.009867,0.00996
2016-08-02,0.010033,0.010033,0.010051,0.009986,0.01005,0.010018
2016-08-03,0.010039,0.010039,0.010069,0.010013,0.010033,0.010041
2016-08-04,0.010041,0.010041,0.010051,0.009867,0.010039,0.009959
2016-08-05,0.010043,0.010043,0.010053,0.010004,0.010042,0.010028
2016-08-08,0.010021,0.010021,0.010051,0.009997,0.010041,0.010024
2016-08-09,0.010032,0.010032,0.010047,0.009857,0.010022,0.009952
2016-08-10,0.010029,0.010029,0.01004,0.009862,0.01003,0.009951
2016-08-11,0.010034,0.010034,0.01004,0.009989,0.010029,0.010015
2016-08-12,0.010039,0.010039,0.010042,0.00999,0.010031,0.010016
2016-08-15,0.010033,0.010033,0.010039,0.009984,0.009999,0.010012
2016-08-16,0.010026,0.010026,0.01004,0.009862,0.010031,0.009951
2016-08-17,0.010028,0.010028,0.010046,0.009999,0.010027,0.010022
2016-08-18,0.010049,0.010049,0.010053,0.009875,0.010029,0.009964
2016-08-19,0.010048,0.010048,0.010049,0.01,0.010046,0.010025
2016-08-22,0.010038,0.010038,0.010047,0.009862,0.010027,0.009955
2016-08-23,0.010037,0.010037,0.010045,0.010001,0.010037,0.010023
