typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20140101,2014,52,2014,842,USA,USA,M,Import,0,W00,World,0,W00,World,H4,HS,True,842211,Dish washing machines; of the household type,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,1193970.0,True,-1,N/A,,False,49767870.0,True,,False,340185114.0,,340185114.0,6,True,False
C,A,20150101,2015,52,2015,842,USA,USA,M,Import,0,W00,World,0,W00,World,H4,HS,True,842211,Dish washing machines; of the household type,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,1044256.0,False,-1,N/A,,False,49156840.0,True,,False,334285345.0,,334285345.0,4,True,False
C,A,20160101,2016,52,2016,842,USA,USA,M,Import,0,W00,World,0,W00,World,H4,HS,True,842211,Dish washing machines; of the household type,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,1127469.0,False,5,u,1127469.0,False,61141322.856,True,0.0,False,358686053.0,,358686053.0,4,False,True
C,A,20170101,2017,52,2017,842,USA,USA,M,Import,0,W00,World,0,W00,World,H5,HS,True,842211,Dish washing machines; of the household type,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,1303163.0,False,-1,N/A,0.0,False,73016263.672,True,0.0,False,421945000.0,0.0,421945000.0,4,False,True
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,0,W00,World,0,W00,World,H5,HS,True,842211,Dish washing machines; of the household type,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,1365689.0,False,-1,N/A,0.0,False,71484366.069,True,0.0,False,435938070.0,0.0,435938070.0,4,False,True
C,A,20190101,2019,52,2019,842,USA,USA,M,Import,0,W00,World,0,W00,World,H5,HS,True,842211,Dish washing machines; of the household type,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,1478941.0,False,-1,N/A,0.0,False,78626430.171,True,0.0,False,470261967.0,438106387.0,470261967.0,4,False,True
C,A,20200101,2020,52,2020,842,USA,USA,M,Import,0,W00,World,0,W00,World,H5,HS,True,842211,Dish washing machines; of the household type,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,1835705.0,False,5,u,1835705.0,False,90743454.162,True,0.0,False,563293985.0,0.0,563293985.0,4,False,True
C,A,20210101,2021,52,2021,842,USA,USA,M,Import,0,W00,World,0,W00,World,H5,HS,True,842211,Dish washing machines; of the household type,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,2371569.0,False,5,u,2371569.0,False,119037190.765,True,0.0,False,767468164.0,0.0,767468164.0,4,False,True
C,A,20220101,2022,52,2022,842,USA,USA,M,Import,0,W00,World,0,W00,World,H6,HS,True,842211,Dish washing machines; of the household type,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,2608674.0,False,5,u,2608674.0,False,138366774.174,True,0.0,False,927793310.0,798441437.0,927793310.0,4,False,True
C,A,20230101,2023,52,2023,842,USA,USA,M,Import,0,W00,World,0,W00,World,H6,HS,True,842211,Dish washing machines; of the household type,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,2424454.0,False,5,u,2424454.0,False,112753318.816,True,0.0,False,845797548.0,786651263.0,845797548.0,4,False,True
C,A,20240101,2024,52,2024,842,USA,USA,M,Import,0,W00,World,0,W00,World,H6,HS,True,842211,Dish washing machines; of the household type,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,2337027.0,False,5,u,2337027.0,False,114873908.069,True,0.0,False,745748538.0,692632294.0,745748538.0,4,False,True
