typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20140101,2014,52,2014,842,USA,USA,M,Import,0,W00,World,0,W00,World,H4,HS,True,841810,"Refrigerators and freezers; combined refrigerator-freezers, fitted with separate external doors, electric or other",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,11213587.0,True,-1,N/A,,False,826105664.0,True,,False,4219589322.0,,4219589322.0,6,True,False
C,A,20140101,2014,52,2014,842,USA,USA,M,Import,0,W00,World,0,W00,World,H4,HS,True,841829,"Refrigerators; household, electric or not, other than compression-type",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,128562.0,True,-1,N/A,,False,5490741.0,True,,False,31649304.0,,31649304.0,6,True,False
C,A,20150101,2015,52,2015,842,USA,USA,M,Import,0,W00,World,0,W00,World,H4,HS,True,841810,"Refrigerators and freezers; combined refrigerator-freezers, fitted with separate external doors, electric or other",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,7267182.0,False,-1,N/A,,False,905505017.0,True,,False,4659855987.0,,4659855987.0,4,True,False
C,A,20150101,2015,52,2015,842,USA,USA,M,Import,0,W00,World,0,W00,World,H4,HS,True,841829,"Refrigerators; household, electric or not, other than compression-type",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,203749.0,False,-1,N/A,,False,6741465.0,True,,False,38631971.0,,38631971.0,4,True,False
C,A,20160101,2016,52,2016,842,USA,USA,M,Import,0,W00,World,0,W00,World,H4,HS,True,841810,"Refrigerators and freezers; combined refrigerator-freezers, fitted with separate external doors, electric or other",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,7737759.0,False,5,u,7737759.0,False,1109946880.132,True,0.0,False,4870650620.0,,4870650620.0,4,False,True
C,A,20160101,2016,52,2016,842,USA,USA,M,Import,0,W00,World,0,W00,World,H4,HS,True,841829,"Refrigerators; household, electric or not, other than compression-type",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,196764.0,False,5,u,196764.0,False,7750071.712,True,0.0,False,46371847.0,,46371847.0,4,False,True
C,A,20170101,2017,52,2017,842,USA,USA,M,Import,0,W00,World,0,W00,World,H5,HS,True,841810,"Refrigerators and freezers; combined refrigerator-freezers, fitted with separate external doors, electric or other",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,8288772.0,False,-1,N/A,0.0,False,1163478171.116,True,0.0,False,5053215470.0,0.0,5053215470.0,4,False,True
C,A,20170101,2017,52,2017,842,USA,USA,M,Import,0,W00,World,0,W00,World,H5,HS,True,841829,"Refrigerators; household, electric or not, other than compression-type",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,259414.0,False,-1,N/A,0.0,False,11207792.103,True,0.0,False,68780428.0,0.0,68780428.0,4,False,True
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,0,W00,World,0,W00,World,H5,HS,True,841810,"Refrigerators and freezers; combined refrigerator-freezers, fitted with separate external doors, electric or other",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,9026610.0,False,-1,N/A,0.0,False,1138660263.195,True,0.0,False,5271528284.0,0.0,5271528284.0,4,False,True
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,0,W00,World,0,W00,World,H5,HS,True,841829,"Refrigerators; household, electric or not, other than compression-type",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,332361.0,False,-1,N/A,0.0,False,14104822.068,True,0.0,False,92179221.0,0.0,92179221.0,4,False,True
