typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20140101,2014,52,2014,842,USA,USA,M,Import,0,W00,World,0,W00,World,H4,HS,True,845011,"Washing machines; household or laundry-type, fully-automatic, (of a dry linen capacity not exceeding 10kg)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,743263.0,True,-1,N/A,,False,46777704.0,True,,False,195170102.0,,195170102.0,6,True,False
C,A,20150101,2015,52,2015,842,USA,USA,M,Import,0,W00,World,0,W00,World,H4,HS,True,845011,"Washing machines; household or laundry-type, fully-automatic, (of a dry linen capacity not exceeding 10kg)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,522517.0,False,-1,N/A,,False,55184768.0,True,,False,225069087.0,,225069087.0,4,True,False
C,A,20160101,2016,52,2016,842,USA,USA,M,Import,0,W00,World,0,W00,World,H4,HS,True,845011,"Washing machines; household or laundry-type, fully-automatic, (of a dry linen capacity not exceeding 10kg)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,620875.0,False,5,u,620875.0,False,73848319.424,True,0.0,False,252153066.0,,252153066.0,4,False,True
C,A,20170101,2017,52,2017,842,USA,USA,M,Import,0,W00,World,0,W00,World,H5,HS,True,845011,"Washing machines; household or laundry-type, fully-automatic, (of a dry linen capacity not exceeding 10kg)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,755295.0,False,-1,N/A,0.0,False,88247110.054,True,0.0,False,292898376.0,0.0,292898376.0,4,False,True
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,0,W00,World,0,W00,World,H5,HS,True,845011,"Washing machines; household or laundry-type, fully-automatic, (of a dry linen capacity not exceeding 10kg)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,630069.0,False,-1,N/A,0.0,False,74460337.827,True,0.0,False,254265224.0,0.0,254265224.0,4,False,True
C,A,20190101,2019,52,2019,842,USA,USA,M,Import,0,W00,World,0,W00,World,H5,HS,True,845011,"Washing machines; household or laundry-type, fully-automatic, (of a dry linen capacity not exceeding 10kg)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,841265.0,False,-1,N/A,0.0,False,96988162.398,True,0.0,False,317316793.0,302157120.0,317316793.0,4,False,True
C,A,20200101,2020,52,2020,842,USA,USA,M,Import,0,W00,World,0,W00,World,H5,HS,True,845011,"Washing machines; household or laundry-type, fully-automatic, (of a dry linen capacity not exceeding 10kg)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,1096605.0,False,5,u,1096605.0,False,120062904.968,True,0.0,False,408299152.0,0.0,408299152.0,4,False,True
C,A,20210101,2021,52,2021,842,USA,USA,M,Import,0,W00,World,0,W00,World,H5,HS,True,845011,"Washing machines; household or laundry-type, fully-automatic, (of a dry linen capacity not exceeding 10kg)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,1049392.0,False,5,u,1049392.0,False,110602340.012,True,0.0,False,382187646.0,0.0,382187646.0,4,False,True
C,A,20220101,2022,52,2022,842,USA,USA,M,Import,0,W00,World,0,W00,World,H6,HS,True,845011,"Washing machines; household or laundry-type, fully-automatic, (of a dry linen capacity not exceeding 10kg)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,900709.0,False,5,u,900709.0,False,107279965.138,True,0.0,False,379349804.0,358423452.0,379349804.0,4,False,True
C,A,20230101,2023,52,2023,842,USA,USA,M,Import,0,W00,World,0,W00,World,H6,HS,True,845011,"Washing machines; household or laundry-type, fully-automatic, (of a dry linen capacity not exceeding 10kg)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,963438.0,False,5,u,963438.0,False,123476852.521,True,0.0,False,481656741.0,460924431.0,481656741.0,4,False,True
C,A,20240101,2024,52,2024,842,USA,USA,M,Import,0,W00,World,0,W00,World,H6,HS,True,845011,"Washing machines; household or laundry-type, fully-automatic, (of a dry linen capacity not exceeding 10kg)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,957803.0,False,5,u,957803.0,False,134569911.412,True,0.0,False,473387695.0,452126322.0,473387695.0,4,False,True
