state_id,district_id,gender,value
1,1,female,0.40197004826019017
1,2,female,0.3521540423889561
1,3,female,0.5857821743768791
1,4,female,0.48173293768545994
1,5,female,0.4369480144558732
1,6,female,0.49215661535873495
1,7,female,0.5853524175384885
1,8,female,0.4348544973544973
1,9,female,0.35378940026722017
1,10,female,0.5720128221877975
1,11,female,0.3658246928241904
1,12,female,0.4496030262376564
1,13,female,0.418405434228219
1,14,female,0.4373284708781669
1,15,female,0.4022469273415271
1,16,female,0.397098638218774
1,17,female,0.26763777858149485
1,18,female,0.32004305705059205
1,19,female,0.49787950496710776
1,20,female,0.3760947908703724
1,21,female,0.7455754920535161
1,22,female,0.6993023255813954
2,23,female,0.5455074842910305
2,24,female,0.774567794327716
2,25,female,0.6202509277257466
2,26,female,0.6599911364030496
2,27,female,0.6950642397437288
2,28,female,0.8042581532247669
2,29,female,0.7872807129934758
2,30,female,0.749665660200466
2,31,female,0.7352667865707434
2,32,female,0.6602131508352982
2,33,female,0.7408184538367343
2,34,female,0.6642947279865395
3,35,female,0.7168285850229161
3,36,female,0.717057214466663
3,37,female,0.762835239088454
3,38,female,0.7826951283481957
3,39,female,0.7089066956638058
3,40,female,0.7201689791850061
3,41,female,0.7578586833660305
3,42,female,0.6246375914114091
3,43,female,0.5642135168317962
3,44,female,0.5431682573833857
3,45,female,0.5940845507103646
3,46,female,0.5730244053639597
3,47,female,0.4965827073206658
3,48,female,0.6617523384788951
3,49,female,0.6914778380823157
3,50,female,0.5684314657553605
3,51,female,0.7367354038459232
3,52,female,0.7715044051422247
3,53,female,0.5717460565201017
3,54,female,0.5857734412184674
4,55,female,0.7921488200284972
5,56,female,0.5398615904251414
5,57,female,0.6671884940633198
5,58,female,0.645245174952545
5,59,female,0.5666335112476799
5,60,female,0.7557020231424822
5,61,female,0.6768851651059635
5,62,female,0.6720211238140471
5,63,female,0.6307045346259814
5,64,female,0.6409009715869253
5,65,female,0.6074524191699151
5,66,female,0.7378712561220405
5,67,female,0.5809262636765675
5,68,female,0.5914920417779147
6,69,female,0.7369422273685952
6,70,female,0.7249604668255417
6,71,female,0.6734646631471423
6,72,female,0.6449473733893425
6,73,female,0.5204983535845641
6,74,female,0.6214752993341204
6,75,female,0.6204085298570658
6,76,female,0.6497819182898413
6,77,female,0.5336354059748257
6,78,female,0.5181059105141779
6,79,female,0.5419415244499298
6,80,female,0.5584156656660932
6,81,female,0.5665106653525879
6,82,female,0.6727427075066572
6,83,female,0.6604691163058315
6,84,female,0.5825193604796403
6,85,female,0.6473115948727921
6,86,female,0.7549380470794753
6,87,female,0.25072599548429014
6,88,female,0.7056479350997462
6,89,female,0.45177588052463924
7,90,female,0.7543416890470692
