Date,Series,Value,Series_Code,Date Label
1996-04-01,Other,256,BEDU,1996 Q2
1996-07-01,Other,250,BEDU,1996 Q3
1996-10-01,Other,249,BEDU,1996 Q4
1997-01-01,Other,243,BEDU,1997 Q1
1997-04-01,Other,258,BEDU,1997 Q2
1997-07-01,Other,274,BEDU,1997 Q3
1997-10-01,Other,255,BEDU,1997 Q4
1998-01-01,Other,258,BEDU,1998 Q1
1998-04-01,Other,272,BEDU,1998 Q2
1998-07-01,Other,255,BEDU,1998 Q3
1998-10-01,Other,268,BEDU,1998 Q4
1999-01-01,Other,271,BEDU,1999 Q1
1999-04-01,Other,280,BEDU,1999 Q2
1999-07-01,Other,283,BEDU,1999 Q3
1999-10-01,Other,292,BEDU,1999 Q4
2000-01-01,Other,300,BEDU,2000 Q1
2000-04-01,Other,302,BEDU,2000 Q2
2000-07-01,Other,347,BEDU,2000 Q3
2000-10-01,Other,329,BEDU,2000 Q4
2001-01-01,Other,334,BEDU,2001 Q1
2001-04-01,Other,315,BEDU,2001 Q2
2001-07-01,Other,313,BEDU,2001 Q3
2001-10-01,Other,327,BEDU,2001 Q4
2002-01-01,Other,331,BEDU,2002 Q1
2002-04-01,Other,345,BEDU,2002 Q2
2002-07-01,Other,349,BEDU,2002 Q3
2002-10-01,Other,320,BEDU,2002 Q4
2003-01-01,Other,331,BEDU,2003 Q1
2003-04-01,Other,335,BEDU,2003 Q2
2003-07-01,Other,343,BEDU,2003 Q3
2003-10-01,Other,364,BEDU,2003 Q4
2004-01-01,Other,352,BEDU,2004 Q1
2004-04-01,Other,350,BEDU,2004 Q2
2004-07-01,Other,342,BEDU,2004 Q3
2004-10-01,Other,357,BEDU,2004 Q4
2005-01-01,Other,377,BEDU,2005 Q1
2005-04-01,Other,358,BEDU,2005 Q2
2005-07-01,Other,346,BEDU,2005 Q3
2005-10-01,Other,358,BEDU,2005 Q4
2006-01-01,Other,356,BEDU,2006 Q1
2006-04-01,Other,355,BEDU,2006 Q2
2006-07-01,Other,346,BEDU,2006 Q3
2006-10-01,Other,341,BEDU,2006 Q4
2007-01-01,Other,347,BEDU,2007 Q1
2007-04-01,Other,339,BEDU,2007 Q2
2007-07-01,Other,365,BEDU,2007 Q3
2007-10-01,Other,354,BEDU,2007 Q4
2008-01-01,Other,352,BEDU,2008 Q1
2008-04-01,Other,353,BEDU,2008 Q2
2008-07-01,Other,339,BEDU,2008 Q3
2008-10-01,Other,320,BEDU,2008 Q4
2009-01-01,Other,301,BEDU,2009 Q1
2009-04-01,Other,338,BEDU,2009 Q2
2009-07-01,Other,323,BEDU,2009 Q3
2009-10-01,Other,315,BEDU,2009 Q4
2010-01-01,Other,332,BEDU,2010 Q1
2010-04-01,Other,328,BEDU,2010 Q2
2010-07-01,Other,347,BEDU,2010 Q3
2010-10-01,Other,365,BEDU,2010 Q4
2011-01-01,Other,347,BEDU,2011 Q1
2011-04-01,Other,327,BEDU,2011 Q2
2011-07-01,Other,330,BEDU,2011 Q3
2011-10-01,Other,350,BEDU,2011 Q4
2012-01-01,Other,351,BEDU,2012 Q1
2012-04-01,Other,361,BEDU,2012 Q2
2012-07-01,Other,348,BEDU,2012 Q3
2012-10-01,Other,309,BEDU,2012 Q4
2013-01-01,Other,323,BEDU,2013 Q1
2013-04-01,Other,330,BEDU,2013 Q2
2013-07-01,Other,319,BEDU,2013 Q3
2013-10-01,Other,319,BEDU,2013 Q4
2014-01-01,Other,347,BEDU,2014 Q1
2014-04-01,Other,341,BEDU,2014 Q2
2014-07-01,Other,369,BEDU,2014 Q3
2014-10-01,Other,359,BEDU,2014 Q4
2015-01-01,Other,355,BEDU,2015 Q1
2015-04-01,Other,355,BEDU,2015 Q2
2015-07-01,Other,362,BEDU,2015 Q3
2015-10-01,Other,378,BEDU,2015 Q4
2016-01-01,Other,381,BEDU,2016 Q1
2016-04-01,Other,395,BEDU,2016 Q2
2016-07-01,Other,417,BEDU,2016 Q3
2016-10-01,Other,444,BEDU,2016 Q4
2017-01-01,Other,413,BEDU,2017 Q1
2017-04-01,Other,413,BEDU,2017 Q2
2017-07-01,Other,415,BEDU,2017 Q3
2017-10-01,Other,418,BEDU,2017 Q4
2018-01-01,Other,428,BEDU,2018 Q1
2018-04-01,Other,422,BEDU,2018 Q2
2018-07-01,Other,416,BEDU,2018 Q3
2018-10-01,Other,407,BEDU,2018 Q4
2019-01-01,Other,416,BEDU,2019 Q1
2019-04-01,Other,431,BEDU,2019 Q2
2019-07-01,Other,409,BEDU,2019 Q3
2019-10-01,Other,399,BEDU,2019 Q4
2020-01-01,Other,436,BEDU,2020 Q1
2020-04-01,Other,576,BEDU,2020 Q2
2020-07-01,Other,490,BEDU,2020 Q3
2020-10-01,Other,515,BEDU,2020 Q4
2021-01-01,Other,522,BEDU,2021 Q1
2021-04-01,Other,476,BEDU,2021 Q2
2021-07-01,Other,469,BEDU,2021 Q3
2021-10-01,Other,510,BEDU,2021 Q4
2022-01-01,Other,469,BEDU,2022 Q1
2022-04-01,Other,442,BEDU,2022 Q2
2022-07-01,Other,455,BEDU,2022 Q3
2022-10-01,Other,538,BEDU,2022 Q4
2023-01-01,Other,464,BEDU,2023 Q1
2023-04-01,Other,474,BEDU,2023 Q2
1993-04-01,Students,734,BEEX,1993 Q2
1993-07-01,Students,736,BEEX,1993 Q3
1993-10-01,Students,722,BEEX,1993 Q4
1994-01-01,Students,724,BEEX,1994 Q1
1994-04-01,Students,757,BEEX,1994 Q2
1994-07-01,Students,749,BEEX,1994 Q3
1994-10-01,Students,765,BEEX,1994 Q4
1995-01-01,Students,759,BEEX,1995 Q1
1995-04-01,Students,750,BEEX,1995 Q2
1995-07-01,Students,715,BEEX,1995 Q3
1995-10-01,Students,704,BEEX,1995 Q4
1996-01-01,Students,700,BEEX,1996 Q1
1996-04-01,Students,693,BEEX,1996 Q2
1996-07-01,Students,720,BEEX,1996 Q3
1996-10-01,Students,717,BEEX,1996 Q4
1997-01-01,Students,703,BEEX,1997 Q1
1997-04-01,Students,693,BEEX,1997 Q2
1997-07-01,Students,714,BEEX,1997 Q3
1997-10-01,Students,709,BEEX,1997 Q4
1998-01-01,Students,718,BEEX,1998 Q1
1998-04-01,Students,711,BEEX,1998 Q2
1998-07-01,Students,688,BEEX,1998 Q3
1998-10-01,Students,721,BEEX,1998 Q4
1999-01-01,Students,711,BEEX,1999 Q1
1999-04-01,Students,705,BEEX,1999 Q2
1999-07-01,Students,693,BEEX,1999 Q3
1999-10-01,Students,686,BEEX,1999 Q4
2000-01-01,Students,692,BEEX,2000 Q1
2000-04-01,Students,713,BEEX,2000 Q2
2000-07-01,Students,711,BEEX,2000 Q3
2000-10-01,Students,721,BEEX,2000 Q4
2001-01-01,Students,709,BEEX,2001 Q1
2001-04-01,Students,739,BEEX,2001 Q2
2001-07-01,Students,741,BEEX,2001 Q3
2001-10-01,Students,726,BEEX,2001 Q4
2002-01-01,Students,744,BEEX,2002 Q1
2002-04-01,Students,750,BEEX,2002 Q2
2002-07-01,Students,779,BEEX,2002 Q3
2002-10-01,Students,768,BEEX,2002 Q4
2003-01-01,Students,785,BEEX,2003 Q1
2003-04-01,Students,822,BEEX,2003 Q2
2003-07-01,Students,823,BEEX,2003 Q3
2003-10-01,Students,852,BEEX,2003 Q4
2004-01-01,Students,850,BEEX,2004 Q1
2004-04-01,Students,859,BEEX,2004 Q2
2004-07-01,Students,872,BEEX,2004 Q3
2004-10-01,Students,858,BEEX,2004 Q4
2005-01-01,Students,858,BEEX,2005 Q1
2005-04-01,Students,885,BEEX,2005 Q2
2005-07-01,Students,931,BEEX,2005 Q3
2005-10-01,Students,912,BEEX,2005 Q4
2006-01-01,Students,910,BEEX,2006 Q1
2006-04-01,Students,892,BEEX,2006 Q2
2006-07-01,Students,884,BEEX,2006 Q3
2006-10-01,Students,915,BEEX,2006 Q4
2007-01-01,Students,927,BEEX,2007 Q1
2007-04-01,Students,949,BEEX,2007 Q2
2007-07-01,Students,958,BEEX,2007 Q3
2007-10-01,Students,960,BEEX,2007 Q4
2008-01-01,Students,963,BEEX,2008 Q1
2008-04-01,Students,979,BEEX,2008 Q2
2008-07-01,Students,976,BEEX,2008 Q3
2008-10-01,Students,1022,BEEX,2008 Q4
2009-01-01,Students,1030,BEEX,2009 Q1
2009-04-01,Students,1066,BEEX,2009 Q2
2009-07-01,Students,1120,BEEX,2009 Q3
2009-10-01,Students,1185,BEEX,2009 Q4
2010-01-01,Students,1191,BEEX,2010 Q1
2010-04-01,Students,1155,BEEX,2010 Q2
2010-07-01,Students,1102,BEEX,2010 Q3
2010-10-01,Students,1091,BEEX,2010 Q4
2011-01-01,Students,1155,BEEX,2011 Q1
2011-04-01,Students,1173,BEEX,2011 Q2
2011-07-01,Students,1192,BEEX,2011 Q3
2011-10-01,Students,1196,BEEX,2011 Q4
2012-01-01,Students,1165,BEEX,2012 Q1
2012-04-01,Students,1111,BEEX,2012 Q2
2012-07-01,Students,1147,BEEX,2012 Q3
2012-10-01,Students,1167,BEEX,2012 Q4
2013-01-01,Students,1209,BEEX,2013 Q1
2013-04-01,Students,1209,BEEX,2013 Q2
2013-07-01,Students,1185,BEEX,2013 Q3
2013-10-01,Students,1168,BEEX,2013 Q4
2014-01-01,Students,1183,BEEX,2014 Q1
2014-04-01,Students,1201,BEEX,2014 Q2
2014-07-01,Students,1204,BEEX,2014 Q3
2014-10-01,Students,1235,BEEX,2014 Q4
2015-01-01,Students,1218,BEEX,2015 Q1
2015-04-01,Students,1226,BEEX,2015 Q2
2015-07-01,Students,1177,BEEX,2015 Q3
2015-10-01,Students,1180,BEEX,2015 Q4
2016-01-01,Students,1161,BEEX,2016 Q1
2016-04-01,Students,1178,BEEX,2016 Q2
2016-07-01,Students,1189,BEEX,2016 Q3
2016-10-01,Students,1169,BEEX,2016 Q4
2017-01-01,Students,1179,BEEX,2017 Q1
2017-04-01,Students,1160,BEEX,2017 Q2
2017-07-01,Students,1193,BEEX,2017 Q3
2017-10-01,Students,1176,BEEX,2017 Q4
2018-01-01,Students,1170,BEEX,2018 Q1
2018-04-01,Students,1141,BEEX,2018 Q2
2018-07-01,Students,1177,BEEX,2018 Q3
2018-10-01,Students,1140,BEEX,2018 Q4
2019-01-01,Students,1147,BEEX,2019 Q1
2019-04-01,Students,1132,BEEX,2019 Q2
2019-07-01,Students,1146,BEEX,2019 Q3
2019-10-01,Students,1141,BEEX,2019 Q4
2020-01-01,Students,1078,BEEX,2020 Q1
2020-04-01,Students,1067,BEEX,2020 Q2
2020-07-01,Students,1185,BEEX,2020 Q3
2020-10-01,Students,1212,BEEX,2020 Q4
2021-01-01,Students,1270,BEEX,2021 Q1
2021-04-01,Students,1271,BEEX,2021 Q2
2021-07-01,Students,1194,BEEX,2021 Q3
2021-10-01,Students,1172,BEEX,2021 Q4
2022-01-01,Students,1180,BEEX,2022 Q1
2022-04-01,Students,1184,BEEX,2022 Q2
2022-07-01,Students,1241,BEEX,2022 Q3
2022-10-01,Students,1175,BEEX,2022 Q4
2023-01-01,Students,1062,BEEX,2023 Q1
2023-04-01,Students,1038,BEEX,2023 Q2
1993-04-01,Discouraged workers,87,YCFP,1993 Q2
1993-07-01,Discouraged workers,87,YCFP,1993 Q3
1993-10-01,Discouraged workers,85,YCFP,1993 Q4
1994-01-01,Discouraged workers,88,YCFP,1994 Q1
1994-04-01,Discouraged workers,76,YCFP,1994 Q2
1994-07-01,Discouraged workers,83,YCFP,1994 Q3
1994-10-01,Discouraged workers,74,YCFP,1994 Q4
1995-01-01,Discouraged workers,66,YCFP,1995 Q1
1995-04-01,Discouraged workers,63,YCFP,1995 Q2
1995-07-01,Discouraged workers,63,YCFP,1995 Q3
1995-10-01,Discouraged workers,61,YCFP,1995 Q4
1996-01-01,Discouraged workers,60,YCFP,1996 Q1
1996-04-01,Discouraged workers,59,YCFP,1996 Q2
1996-07-01,Discouraged workers,54,YCFP,1996 Q3
1996-10-01,Discouraged workers,52,YCFP,1996 Q4
1997-01-01,Discouraged workers,48,YCFP,1997 Q1
1997-04-01,Discouraged workers,54,YCFP,1997 Q2
1997-07-01,Discouraged workers,39,YCFP,1997 Q3
1997-10-01,Discouraged workers,44,YCFP,1997 Q4
1998-01-01,Discouraged workers,41,YCFP,1998 Q1
1998-04-01,Discouraged workers,44,YCFP,1998 Q2
1998-07-01,Discouraged workers,43,YCFP,1998 Q3
1998-10-01,Discouraged workers,35,YCFP,1998 Q4
1999-01-01,Discouraged workers,46,YCFP,1999 Q1
1999-04-01,Discouraged workers,40,YCFP,1999 Q2
1999-07-01,Discouraged workers,37,YCFP,1999 Q3
1999-10-01,Discouraged workers,42,YCFP,1999 Q4
2000-01-01,Discouraged workers,44,YCFP,2000 Q1
2000-04-01,Discouraged workers,38,YCFP,2000 Q2
2000-07-01,Discouraged workers,30,YCFP,2000 Q3
2000-10-01,Discouraged workers,25,YCFP,2000 Q4
2001-01-01,Discouraged workers,26,YCFP,2001 Q1
2001-04-01,Discouraged workers,20,YCFP,2001 Q2
2001-07-01,Discouraged workers,20,YCFP,2001 Q3
2001-10-01,Discouraged workers,21,YCFP,2001 Q4
2002-01-01,Discouraged workers,26,YCFP,2002 Q1
2002-04-01,Discouraged workers,21,YCFP,2002 Q2
2002-07-01,Discouraged workers,22,YCFP,2002 Q3
2002-10-01,Discouraged workers,24,YCFP,2002 Q4
2003-01-01,Discouraged workers,23,YCFP,2003 Q1
2003-04-01,Discouraged workers,19,YCFP,2003 Q2
2003-07-01,Discouraged workers,20,YCFP,2003 Q3
2003-10-01,Discouraged workers,18,YCFP,2003 Q4
2004-01-01,Discouraged workers,21,YCFP,2004 Q1
2004-04-01,Discouraged workers,22,YCFP,2004 Q2
2004-07-01,Discouraged workers,19,YCFP,2004 Q3
2004-10-01,Discouraged workers,21,YCFP,2004 Q4
2005-01-01,Discouraged workers,23,YCFP,2005 Q1
2005-04-01,Discouraged workers,21,YCFP,2005 Q2
2005-07-01,Discouraged workers,19,YCFP,2005 Q3
2005-10-01,Discouraged workers,31,YCFP,2005 Q4
2006-01-01,Discouraged workers,23,YCFP,2006 Q1
2006-04-01,Discouraged workers,26,YCFP,2006 Q2
2006-07-01,Discouraged workers,26,YCFP,2006 Q3
2006-10-01,Discouraged workers,28,YCFP,2006 Q4
2007-01-01,Discouraged workers,26,YCFP,2007 Q1
2007-04-01,Discouraged workers,19,YCFP,2007 Q2
2007-07-01,Discouraged workers,24,YCFP,2007 Q3
2007-10-01,Discouraged workers,16,YCFP,2007 Q4
2008-01-01,Discouraged workers,22,YCFP,2008 Q1
2008-04-01,Discouraged workers,22,YCFP,2008 Q2
2008-07-01,Discouraged workers,20,YCFP,2008 Q3
2008-10-01,Discouraged workers,32,YCFP,2008 Q4
2009-01-01,Discouraged workers,33,YCFP,2009 Q1
2009-04-01,Discouraged workers,35,YCFP,2009 Q2
2009-07-01,Discouraged workers,47,YCFP,2009 Q3
2009-10-01,Discouraged workers,49,YCFP,2009 Q4
2010-01-01,Discouraged workers,43,YCFP,2010 Q1
2010-04-01,Discouraged workers,40,YCFP,2010 Q2
2010-07-01,Discouraged workers,41,YCFP,2010 Q3
2010-10-01,Discouraged workers,47,YCFP,2010 Q4
2011-01-01,Discouraged workers,53,YCFP,2011 Q1
2011-04-01,Discouraged workers,43,YCFP,2011 Q2
2011-07-01,Discouraged workers,43,YCFP,2011 Q3
2011-10-01,Discouraged workers,44,YCFP,2011 Q4
2012-01-01,Discouraged workers,54,YCFP,2012 Q1
2012-04-01,Discouraged workers,41,YCFP,2012 Q2
2012-07-01,Discouraged workers,40,YCFP,2012 Q3
2012-10-01,Discouraged workers,36,YCFP,2012 Q4
2013-01-01,Discouraged workers,42,YCFP,2013 Q1
2013-04-01,Discouraged workers,33,YCFP,2013 Q2
2013-07-01,Discouraged workers,25,YCFP,2013 Q3
2013-10-01,Discouraged workers,23,YCFP,2013 Q4
2014-01-01,Discouraged workers,23,YCFP,2014 Q1
2014-04-01,Discouraged workers,24,YCFP,2014 Q2
2014-07-01,Discouraged workers,22,YCFP,2014 Q3
2014-10-01,Discouraged workers,24,YCFP,2014 Q4
2015-01-01,Discouraged workers,25,YCFP,2015 Q1
2015-04-01,Discouraged workers,24,YCFP,2015 Q2
2015-07-01,Discouraged workers,23,YCFP,2015 Q3
2015-10-01,Discouraged workers,20,YCFP,2015 Q4
2016-01-01,Discouraged workers,15,YCFP,2016 Q1
2016-04-01,Discouraged workers,16,YCFP,2016 Q2
2016-07-01,Discouraged workers,17,YCFP,2016 Q3
2016-10-01,Discouraged workers,20,YCFP,2016 Q4
2017-01-01,Discouraged workers,20,YCFP,2017 Q1
2017-04-01,Discouraged workers,14,YCFP,2017 Q2
2017-07-01,Discouraged workers,21,YCFP,2017 Q3
2017-10-01,Discouraged workers,22,YCFP,2017 Q4
2018-01-01,Discouraged workers,18,YCFP,2018 Q1
2018-04-01,Discouraged workers,16,YCFP,2018 Q2
2018-07-01,Discouraged workers,21,YCFP,2018 Q3
2018-10-01,Discouraged workers,20,YCFP,2018 Q4
2019-01-01,Discouraged workers,25,YCFP,2019 Q1
2019-04-01,Discouraged workers,24,YCFP,2019 Q2
2019-07-01,Discouraged workers,18,YCFP,2019 Q3
2019-10-01,Discouraged workers,20,YCFP,2019 Q4
2020-01-01,Discouraged workers,25,YCFP,2020 Q1
2020-04-01,Discouraged workers,29,YCFP,2020 Q2
2020-07-01,Discouraged workers,43,YCFP,2020 Q3
2020-10-01,Discouraged workers,46,YCFP,2020 Q4
2021-01-01,Discouraged workers,48,YCFP,2021 Q1
2021-04-01,Discouraged workers,29,YCFP,2021 Q2
2021-07-01,Discouraged workers,20,YCFP,2021 Q3
2021-10-01,Discouraged workers,11,YCFP,2021 Q4
2022-01-01,Discouraged workers,8,YCFP,2022 Q1
2022-04-01,Discouraged workers,11,YCFP,2022 Q2
2022-07-01,Discouraged workers,11,YCFP,2022 Q3
2022-10-01,Discouraged workers,20,YCFP,2022 Q4
2023-01-01,Discouraged workers,17,YCFP,2023 Q1
2023-04-01,Discouraged workers,18,YCFP,2023 Q2
