Date,Series,Value,Series_Code,Date Label
1997-04-01,Discouraged workers,51,LFM3,1997 Q2
1997-07-01,Discouraged workers,41,LFM3,1997 Q3
1997-10-01,Discouraged workers,43,LFM3,1997 Q4
1998-01-01,Discouraged workers,53,LFM3,1998 Q1
1998-04-01,Discouraged workers,41,LFM3,1998 Q2
1998-07-01,Discouraged workers,34,LFM3,1998 Q3
1998-10-01,Discouraged workers,42,LFM3,1998 Q4
1999-01-01,Discouraged workers,42,LFM3,1999 Q1
1999-04-01,Discouraged workers,37,LFM3,1999 Q2
1999-07-01,Discouraged workers,41,LFM3,1999 Q3
1999-10-01,Discouraged workers,35,LFM3,1999 Q4
2000-01-01,Discouraged workers,36,LFM3,2000 Q1
2000-04-01,Discouraged workers,47,LFM3,2000 Q2
2000-07-01,Discouraged workers,30,LFM3,2000 Q3
2000-10-01,Discouraged workers,26,LFM3,2000 Q4
2001-01-01,Discouraged workers,24,LFM3,2001 Q1
2001-04-01,Discouraged workers,17,LFM3,2001 Q2
2001-07-01,Discouraged workers,16,LFM3,2001 Q3
2001-10-01,Discouraged workers,22,LFM3,2001 Q4
2002-01-01,Discouraged workers,23,LFM3,2002 Q1
2002-04-01,Discouraged workers,19,LFM3,2002 Q2
2002-07-01,Discouraged workers,18,LFM3,2002 Q3
2002-10-01,Discouraged workers,21,LFM3,2002 Q4
2003-01-01,Discouraged workers,22,LFM3,2003 Q1
2003-04-01,Discouraged workers,26,LFM3,2003 Q2
2003-07-01,Discouraged workers,18,LFM3,2003 Q3
2003-10-01,Discouraged workers,21,LFM3,2003 Q4
2004-01-01,Discouraged workers,19,LFM3,2004 Q1
2004-04-01,Discouraged workers,16,LFM3,2004 Q2
2004-07-01,Discouraged workers,16,LFM3,2004 Q3
2004-10-01,Discouraged workers,13,LFM3,2004 Q4
2005-01-01,Discouraged workers,26,LFM3,2005 Q1
2005-04-01,Discouraged workers,15,LFM3,2005 Q2
2005-07-01,Discouraged workers,14,LFM3,2005 Q3
2005-10-01,Discouraged workers,14,LFM3,2005 Q4
2006-01-01,Discouraged workers,14,LFM3,2006 Q1
2006-04-01,Discouraged workers,12,LFM3,2006 Q2
2006-07-01,Discouraged workers,17,LFM3,2006 Q3
2006-10-01,Discouraged workers,18,LFM3,2006 Q4
2007-01-01,Discouraged workers,20,LFM3,2007 Q1
2007-04-01,Discouraged workers,20,LFM3,2007 Q2
2007-07-01,Discouraged workers,22,LFM3,2007 Q3
2007-10-01,Discouraged workers,23,LFM3,2007 Q4
2008-01-01,Discouraged workers,26,LFM3,2008 Q1
2008-04-01,Discouraged workers,17,LFM3,2008 Q2
2008-07-01,Discouraged workers,23,LFM3,2008 Q3
2008-10-01,Discouraged workers,24,LFM3,2008 Q4
2009-01-01,Discouraged workers,28,LFM3,2009 Q1
2009-04-01,Discouraged workers,31,LFM3,2009 Q2
2009-07-01,Discouraged workers,38,LFM3,2009 Q3
2009-10-01,Discouraged workers,39,LFM3,2009 Q4
2010-01-01,Discouraged workers,28,LFM3,2010 Q1
2010-04-01,Discouraged workers,30,LFM3,2010 Q2
2010-07-01,Discouraged workers,30,LFM3,2010 Q3
2010-10-01,Discouraged workers,35,LFM3,2010 Q4
2011-01-01,Discouraged workers,32,LFM3,2011 Q1
2011-04-01,Discouraged workers,35,LFM3,2011 Q2
2011-07-01,Discouraged workers,30,LFM3,2011 Q3
2011-10-01,Discouraged workers,26,LFM3,2011 Q4
2012-01-01,Discouraged workers,36,LFM3,2012 Q1
2012-04-01,Discouraged workers,37,LFM3,2012 Q2
2012-07-01,Discouraged workers,32,LFM3,2012 Q3
2012-10-01,Discouraged workers,32,LFM3,2012 Q4
2013-01-01,Discouraged workers,33,LFM3,2013 Q1
2013-04-01,Discouraged workers,25,LFM3,2013 Q2
2013-07-01,Discouraged workers,30,LFM3,2013 Q3
2013-10-01,Discouraged workers,26,LFM3,2013 Q4
2014-01-01,Discouraged workers,18,LFM3,2014 Q1
2014-04-01,Discouraged workers,16,LFM3,2014 Q2
2014-07-01,Discouraged workers,23,LFM3,2014 Q3
2014-10-01,Discouraged workers,22,LFM3,2014 Q4
2015-01-01,Discouraged workers,17,LFM3,2015 Q1
2015-04-01,Discouraged workers,14,LFM3,2015 Q2
2015-07-01,Discouraged workers,16,LFM3,2015 Q3
2015-10-01,Discouraged workers,14,LFM3,2015 Q4
2016-01-01,Discouraged workers,12,LFM3,2016 Q1
2016-04-01,Discouraged workers,19,LFM3,2016 Q2
2016-07-01,Discouraged workers,14,LFM3,2016 Q3
2016-10-01,Discouraged workers,15,LFM3,2016 Q4
2017-01-01,Discouraged workers,18,LFM3,2017 Q1
2017-04-01,Discouraged workers,15,LFM3,2017 Q2
2017-07-01,Discouraged workers,17,LFM3,2017 Q3
2017-10-01,Discouraged workers,17,LFM3,2017 Q4
2018-01-01,Discouraged workers,15,LFM3,2018 Q1
2018-04-01,Discouraged workers,11,LFM3,2018 Q2
2018-07-01,Discouraged workers,11,LFM3,2018 Q3
2018-10-01,Discouraged workers,12,LFM3,2018 Q4
2019-01-01,Discouraged workers,9,LFM3,2019 Q1
2019-04-01,Discouraged workers,12,LFM3,2019 Q2
2019-07-01,Discouraged workers,17,LFM3,2019 Q3
2019-10-01,Discouraged workers,13,LFM3,2019 Q4
2020-01-01,Discouraged workers,12,LFM3,2020 Q1
2020-04-01,Discouraged workers,29,LFM3,2020 Q2
2020-07-01,Discouraged workers,18,LFM3,2020 Q3
2020-10-01,Discouraged workers,28,LFM3,2020 Q4
2021-01-01,Discouraged workers,34,LFM3,2021 Q1
2021-04-01,Discouraged workers,31,LFM3,2021 Q2
2021-07-01,Discouraged workers,17,LFM3,2021 Q3
2021-10-01,Discouraged workers,13,LFM3,2021 Q4
2022-01-01,Discouraged workers,12,LFM3,2022 Q1
2022-04-01,Discouraged workers,7,LFM3,2022 Q2
2022-07-01,Discouraged workers,8,LFM3,2022 Q3
2022-10-01,Discouraged workers,10,LFM3,2022 Q4
2023-01-01,Discouraged workers,14,LFM3,2023 Q1
2023-04-01,Discouraged workers,6,LFM3,2023 Q2
