Date,Value,Series,Age_Midpoint,Date Label
1997-10-01,1870, Aged 35-49,42.0,1997 Q4
1998-01-01,1887, Aged 35-49,42.0,1998 Q1
1998-04-01,1892, Aged 35-49,42.0,1998 Q2
1998-07-01,1877, Aged 35-49,42.0,1998 Q3
1998-10-01,1835, Aged 35-49,42.0,1998 Q4
1999-01-01,1846, Aged 35-49,42.0,1999 Q1
1999-04-01,1835, Aged 35-49,42.0,1999 Q2
1999-07-01,1845, Aged 35-49,42.0,1999 Q3
1999-10-01,1833, Aged 35-49,42.0,1999 Q4
2000-01-01,1846, Aged 35-49,42.0,2000 Q1
2000-04-01,1841, Aged 35-49,42.0,2000 Q2
2000-07-01,1821, Aged 35-49,42.0,2000 Q3
2000-10-01,1866, Aged 35-49,42.0,2000 Q4
2001-01-01,1855, Aged 35-49,42.0,2001 Q1
2001-04-01,1908, Aged 35-49,42.0,2001 Q2
2001-07-01,1923, Aged 35-49,42.0,2001 Q3
2001-10-01,1944, Aged 35-49,42.0,2001 Q4
2002-01-01,1937, Aged 35-49,42.0,2002 Q1
2002-04-01,1893, Aged 35-49,42.0,2002 Q2
2002-07-01,1908, Aged 35-49,42.0,2002 Q3
2002-10-01,1917, Aged 35-49,42.0,2002 Q4
2003-01-01,1936, Aged 35-49,42.0,2003 Q1
2003-04-01,1943, Aged 35-49,42.0,2003 Q2
2003-07-01,1968, Aged 35-49,42.0,2003 Q3
2003-10-01,1973, Aged 35-49,42.0,2003 Q4
2004-01-01,1969, Aged 35-49,42.0,2004 Q1
2004-04-01,1987, Aged 35-49,42.0,2004 Q2
2004-07-01,2001, Aged 35-49,42.0,2004 Q3
2004-10-01,2009, Aged 35-49,42.0,2004 Q4
2005-01-01,2004, Aged 35-49,42.0,2005 Q1
2005-04-01,2001, Aged 35-49,42.0,2005 Q2
2005-07-01,1963, Aged 35-49,42.0,2005 Q3
2005-10-01,1977, Aged 35-49,42.0,2005 Q4
2006-01-01,1935, Aged 35-49,42.0,2006 Q1
2006-04-01,1957, Aged 35-49,42.0,2006 Q2
2006-07-01,1952, Aged 35-49,42.0,2006 Q3
2006-10-01,1956, Aged 35-49,42.0,2006 Q4
2007-01-01,1996, Aged 35-49,42.0,2007 Q1
2007-04-01,1990, Aged 35-49,42.0,2007 Q2
2007-07-01,1984, Aged 35-49,42.0,2007 Q3
2007-10-01,1977, Aged 35-49,42.0,2007 Q4
2008-01-01,1970, Aged 35-49,42.0,2008 Q1
2008-04-01,1944, Aged 35-49,42.0,2008 Q2
2008-07-01,1956, Aged 35-49,42.0,2008 Q3
2008-10-01,1922, Aged 35-49,42.0,2008 Q4
2009-01-01,1878, Aged 35-49,42.0,2009 Q1
2009-04-01,1903, Aged 35-49,42.0,2009 Q2
2009-07-01,1902, Aged 35-49,42.0,2009 Q3
2009-10-01,1904, Aged 35-49,42.0,2009 Q4
2010-01-01,1956, Aged 35-49,42.0,2010 Q1
2010-04-01,1926, Aged 35-49,42.0,2010 Q2
2010-07-01,1907, Aged 35-49,42.0,2010 Q3
2010-10-01,1915, Aged 35-49,42.0,2010 Q4
2011-01-01,1903, Aged 35-49,42.0,2011 Q1
2011-04-01,1884, Aged 35-49,42.0,2011 Q2
2011-07-01,1883, Aged 35-49,42.0,2011 Q3
2011-10-01,1839, Aged 35-49,42.0,2011 Q4
2012-01-01,1831, Aged 35-49,42.0,2012 Q1
2012-04-01,1802, Aged 35-49,42.0,2012 Q2
2012-07-01,1765, Aged 35-49,42.0,2012 Q3
2012-10-01,1753, Aged 35-49,42.0,2012 Q4
2013-01-01,1775, Aged 35-49,42.0,2013 Q1
2013-04-01,1774, Aged 35-49,42.0,2013 Q2
2013-07-01,1791, Aged 35-49,42.0,2013 Q3
2013-10-01,1802, Aged 35-49,42.0,2013 Q4
2014-01-01,1745, Aged 35-49,42.0,2014 Q1
2014-04-01,1693, Aged 35-49,42.0,2014 Q2
2014-07-01,1680, Aged 35-49,42.0,2014 Q3
2014-10-01,1691, Aged 35-49,42.0,2014 Q4
2015-01-01,1688, Aged 35-49,42.0,2015 Q1
2015-04-01,1729, Aged 35-49,42.0,2015 Q2
2015-07-01,1776, Aged 35-49,42.0,2015 Q3
2015-10-01,1767, Aged 35-49,42.0,2015 Q4
2016-01-01,1743, Aged 35-49,42.0,2016 Q1
2016-04-01,1734, Aged 35-49,42.0,2016 Q2
2016-07-01,1720, Aged 35-49,42.0,2016 Q3
2016-10-01,1719, Aged 35-49,42.0,2016 Q4
2017-01-01,1725, Aged 35-49,42.0,2017 Q1
2017-04-01,1666, Aged 35-49,42.0,2017 Q2
2017-07-01,1686, Aged 35-49,42.0,2017 Q3
2017-10-01,1628, Aged 35-49,42.0,2017 Q4
2018-01-01,1586, Aged 35-49,42.0,2018 Q1
2018-04-01,1597, Aged 35-49,42.0,2018 Q2
2018-07-01,1597, Aged 35-49,42.0,2018 Q3
2018-10-01,1574, Aged 35-49,42.0,2018 Q4
2019-01-01,1592, Aged 35-49,42.0,2019 Q1
2019-04-01,1587, Aged 35-49,42.0,2019 Q2
2019-07-01,1567, Aged 35-49,42.0,2019 Q3
2019-10-01,1531, Aged 35-49,42.0,2019 Q4
2020-01-01,1561, Aged 35-49,42.0,2020 Q1
2020-04-01,1609, Aged 35-49,42.0,2020 Q2
2020-07-01,1627, Aged 35-49,42.0,2020 Q3
2020-10-01,1583, Aged 35-49,42.0,2020 Q4
2021-01-01,1539, Aged 35-49,42.0,2021 Q1
2021-04-01,1511, Aged 35-49,42.0,2021 Q2
2021-07-01,1493, Aged 35-49,42.0,2021 Q3
2021-10-01,1531, Aged 35-49,42.0,2021 Q4
2022-01-01,1555, Aged 35-49,42.0,2022 Q1
2022-04-01,1528, Aged 35-49,42.0,2022 Q2
2022-07-01,1562, Aged 35-49,42.0,2022 Q3
2022-10-01,1569, Aged 35-49,42.0,2022 Q4
2023-01-01,1567, Aged 35-49,42.0,2023 Q1
2023-04-01,1546, Aged 35-49,42.0,2023 Q2
