COU,Partner country/territory,COUNTERPART_AREA,Year,Value
GBR,Saudi Arabia,SAU,2021,-19.638040894085
GBR,Brazil,BRA,2021,-22.100987111417
GBR,South America,A7,2021,-22.439088184319
GBR,Cyprus,CYP,2021,-23.574038528198
GBR,Mauritius,MUS,2021,-24.044069064649
GBR,Curaçao,CUW,2021,-26.299984910591
GBR,Denmark,DNK,2021,-29.159266437414
GBR,Turkey,TUR,2021,-35.934009862448
GBR,Thailand,THA,2021,-43.436552434663
GBR,Thailand,THA,2021,-44.349115612105
GBR,Sweden,SWE,2021,-45.106250825309
GBR,Malta,MLT,2021,-54.690864704264
GBR,"Korea, Republic of (South Korea)",KOR,2021,-64.276622668501
GBR,Barbados,BRB,2021,-71.212060632737
GBR,Italy,ITA,2021,-115.54000133425
GBR,Bahamas,BHS,2021,-161.02147372765
GBR,Cayman Islands,CYM,2021,-168.72910096286
GBR,Bahamas,BHS,2021,-169.13504759285
GBR,South Africa,ZAF,2021,-200.10666341128
GBR,"AUSTRALIA, OCEANIA AND POLAR REGIONS",O1,2021,-368.02567070151
GBR,Norway,NOR,2021,-369.34040110041
GBR,Australia,AUS,2021,-434.73076354883
GBR,Other Asian countries,S6,2021,-679.51470385144
GBR,Cyprus,CYP,2021,-736.80037042641
GBR,Cyprus,CYP,2021,-760.37440894085
GBR,Australia,AUS,2021,-936.08750990371
GBR,"AUSTRALIA, OCEANIA AND POLAR REGIONS",O1,2021,-956.9675957359
GBR,India,IND,2021,-1151.6765724897
GBR,India,IND,2021,-1232.6472737276
GBR,"AUSTRALIA, OCEANIA AND POLAR REGIONS",O1,2021,-1324.9932664374
GBR,France,FRA,2021,-1337.9771268226
GBR,Australia,AUS,2021,-1370.8182735901
GBR,Switzerland,CHE,2021,-1723.8704539202
GBR,Jersey,JEY,2021,-2336.406480055
GBR,Bermuda,BMU,2021,-2349.9401788171
GBR,Guernsey,GGY,2021,-3306.3013259972
GBR,"Hong Kong, China",HKG,2021,-7309.3115460798
GBR,Spain,ESP,2021,-8732.4879037139
GBR,Central America and Caribbean countries,A5,2021,-10108.92372077
GBR,Cayman Islands,CYM,2021,-10970.598543329
GBR,EUROPE,E1,2021,-18939.975075653
GBR,EU27 (Excluding the United Kingdom),B6,2021,-24741.669587345
GBR,EU28,B5,2021,-24741.669587345
GBR,Netherlands,NLD,2021,-38275.045997249
