date,value
1950-01-01,1.93
1951-01-01,1.89
1952-01-01,1.86
1953-01-01,1.82
1954-01-01,1.79
1955-01-01,1.78
1956-01-01,1.76
1957-01-01,1.74
1958-01-01,1.72
1959-01-01,1.73
1960-01-01,1.68
1961-01-01,1.69
1962-01-01,1.66
1963-01-01,1.65
1964-01-01,1.64
1965-01-01,1.62
1966-01-01,1.61
1967-01-01,1.6
1968-01-01,1.6
1969-01-01,1.59
1970-01-01,1.65
1971-01-01,1.64
1972-01-01,1.64
1973-01-01,1.61
1974-01-01,1.62
1975-01-01,1.62
1976-01-01,1.6
1977-01-01,1.6
1978-01-01,1.6
1979-01-01,1.6
1980-01-01,1.64
1981-01-01,1.58
1982-01-01,1.56
1983-01-01,1.55
1984-01-01,1.56
1985-01-01,1.55
1986-01-01,1.58
1987-01-01,1.59
1988-01-01,1.59
1989-01-01,1.58
1990-01-01,1.55
1991-01-01,1.59
1992-01-01,1.56
1993-01-01,1.56
1994-01-01,1.55
1995-01-01,1.55
1996-01-01,1.56
1997-01-01,1.59
1998-01-01,1.61
1999-01-01,1.65
2000-01-01,1.69
2001-01-01,1.68
2002-01-01,1.68
2003-01-01,1.66
2004-01-01,1.66
2005-01-01,1.68
2006-01-01,1.69
2007-01-01,1.69
2008-01-01,1.73
2009-01-01,1.7
2010-01-01,1.72
2011-01-01,1.72
2012-01-01,1.72
2013-01-01,1.72
2014-01-01,1.72
2015-01-01,1.7
2016-01-01,1.68
