date,value
2008-07-01,100
2009-01-01,197
2009-04-01,242
2009-07-01,305
2009-10-01,360
2010-01-01,431
2010-04-01,482
2010-07-01,550
2010-10-01,608
2011-01-01,680
2011-04-01,739
2011-07-01,800
2011-10-01,845
2012-01-01,901
2012-04-01,955
2012-07-01,1007
2012-10-01,1056
2013-01-01,1110
2013-04-01,1155
2013-07-01,1189
2013-10-01,1228
2014-01-01,1276
2014-04-01,1317
2014-07-01,1350
2014-10-01,1393
2015-01-01,1441
2015-04-01,1490
2015-07-01,1545
2015-10-01,1591
2016-01-01,1654
2016-04-01,1712
2016-07-01,1788
2016-10-01,1860
2017-01-01,1936
2017-04-01,2006
2017-07-01,2072
2017-10-01,2129
2018-01-01,2196
2018-04-01,2234
2018-07-01,2271
2018-10-01,2320
2019-01-01,2375
2019-04-01,2414
2019-07-01,2449
2019-10-01,2498
2020-01-01,2603
2020-04-01,2701
2020-07-01,2740
2020-10-01,2797
2021-01-01,2853
2021-04-01,2895
2021-07-01,2910
2022-04-01,2934
2023-01-01,2989
2023-10-01,3065
