DATE,DATE_NAME,DATE_CODE,DATE_TYPE,DATE_TYPECODE,DATE_SORTORDER,GEOGRAPHY,GEOGRAPHY_NAME,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,GEOGRAPHY_SORTORDER,CELL,CELL_NAME,CELL_CODE,CELL_TYPE,CELL_TYPECODE,CELL_SORTORDER,MEASURES,MEASURES_NAME,OBS_VALUE,OBS_STATUS,OBS_STATUS_NAME,OBS_CONF,OBS_CONF_NAME,URN,RECORD_OFFSET,RECORD_COUNT
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957700,Wales,W92000004,countries,499,3,402729729,T01:127 (Aged 50+ - All : All People ),T01:127,T,1,10,20701,Confidence,17100,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957700dd20701,301,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957700,Wales,W92000004,countries,499,3,402731265,T01:145 (Aged 50+ - Inactive : All People ),T01:145,T,1,11,20100,Value,701600,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957700dd20100,302,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957700,Wales,W92000004,countries,499,3,402731265,T01:145 (Aged 50+ - Inactive : All People ),T01:145,T,1,11,20701,Confidence,13900,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957700dd20701,303,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957700,Wales,W92000004,countries,499,3,402731521,T01:148 (Aged 50-64 - All : All People ),T01:148,T,1,12,20100,Value,565600,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957700dd20100,304,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957700,Wales,W92000004,countries,499,3,402731521,T01:148 (Aged 50-64 - All : All People ),T01:148,T,1,12,20701,Confidence,12400,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957700dd20701,305,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957700,Wales,W92000004,countries,499,3,402733057,T01:166 (Aged 50-64 - Inactive : All People ),T01:166,T,1,13,20100,Value,227500,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957700dd20100,306,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957700,Wales,W92000004,countries,499,3,402733057,T01:166 (Aged 50-64 - Inactive : All People ),T01:166,T,1,13,20701,Confidence,7900,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957700dd20701,307,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957701,Scotland,S92000003,countries,499,4,402720769,T01:22 (Aged 16-64 - All : All People ),T01:22,T,1,0,20100,Value,3316200,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957701dd20100,308,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957701,Scotland,S92000003,countries,499,4,402720769,T01:22 (Aged 16-64 - All : All People ),T01:22,T,1,0,20701,Confidence,34700,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957701dd20701,309,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957701,Scotland,S92000003,countries,499,4,402722305,T01:40 (Aged 16-64 - Inactive : All People ),T01:40,T,1,1,20100,Value,758800,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957701dd20100,310,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957701,Scotland,S92000003,countries,499,4,402722305,T01:40 (Aged 16-64 - Inactive : All People ),T01:40,T,1,1,20701,Confidence,16600,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957701dd20701,311,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957701,Scotland,S92000003,countries,499,4,402722561,T01:43 (Aged 16-19 - All : All People ),T01:43,T,1,2,20100,Value,257600,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957701dd20100,312,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957701,Scotland,S92000003,countries,499,4,402722561,T01:43 (Aged 16-19 - All : All People ),T01:43,T,1,2,20701,Confidence,9700,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957701dd20701,313,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957701,Scotland,S92000003,countries,499,4,402724097,T01:61 (Aged 16-19 - Inactive : All People ),T01:61,T,1,3,20100,Value,88100,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957701dd20100,314,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957701,Scotland,S92000003,countries,499,4,402724097,T01:61 (Aged 16-19 - Inactive : All People ),T01:61,T,1,3,20701,Confidence,5700,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957701dd20701,315,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957701,Scotland,S92000003,countries,499,4,402724353,T01:64 (Aged 20-24 - All : All People ),T01:64,T,1,4,20100,Value,332300,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957701dd20100,316,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957701,Scotland,S92000003,countries,499,4,402724353,T01:64 (Aged 20-24 - All : All People ),T01:64,T,1,4,20701,Confidence,11000,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957701dd20701,317,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957701,Scotland,S92000003,countries,499,4,402725889,T01:82 (Aged 20-24 - Inactive : All People ),T01:82,T,1,5,20100,Value,67000,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957701dd20100,318,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957701,Scotland,S92000003,countries,499,4,402725889,T01:82 (Aged 20-24 - Inactive : All People ),T01:82,T,1,5,20701,Confidence,4900,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957701dd20701,319,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957701,Scotland,S92000003,countries,499,4,402726145,T01:85 (Aged 25-34 - All : All People ),T01:85,T,1,6,20100,Value,628700,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957701dd20100,320,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957701,Scotland,S92000003,countries,499,4,402726145,T01:85 (Aged 25-34 - All : All People ),T01:85,T,1,6,20701,Confidence,15100,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957701dd20701,321,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957701,Scotland,S92000003,countries,499,4,402727681,T01:103 (Aged 25-34 - Inactive : All People ),T01:103,T,1,7,20100,Value,102100,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957701dd20100,322,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957701,Scotland,S92000003,countries,499,4,402727681,T01:103 (Aged 25-34 - Inactive : All People ),T01:103,T,1,7,20701,Confidence,6100,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957701dd20701,323,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957701,Scotland,S92000003,countries,499,4,402727937,T01:106 (Aged 35-49 - All : All People ),T01:106,T,1,8,20100,Value,1156800,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957701dd20100,324,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957701,Scotland,S92000003,countries,499,4,402727937,T01:106 (Aged 35-49 - All : All People ),T01:106,T,1,8,20701,Confidence,20500,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957701dd20701,325,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957701,Scotland,S92000003,countries,499,4,402729473,T01:124 (Aged 35-49 - Inactive : All People ),T01:124,T,1,9,20100,Value,170400,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957701dd20100,326,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957701,Scotland,S92000003,countries,499,4,402729473,T01:124 (Aged 35-49 - Inactive : All People ),T01:124,T,1,9,20701,Confidence,7900,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957701dd20701,327,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957701,Scotland,S92000003,countries,499,4,402729729,T01:127 (Aged 50+ - All : All People ),T01:127,T,1,10,20100,Value,1744400,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957701dd20100,328,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957701,Scotland,S92000003,countries,499,4,402729729,T01:127 (Aged 50+ - All : All People ),T01:127,T,1,10,20701,Confidence,25200,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957701dd20701,329,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957701,Scotland,S92000003,countries,499,4,402731265,T01:145 (Aged 50+ - Inactive : All People ),T01:145,T,1,11,20100,Value,1094600,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957701dd20100,330,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957701,Scotland,S92000003,countries,499,4,402731265,T01:145 (Aged 50+ - Inactive : All People ),T01:145,T,1,11,20701,Confidence,20000,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957701dd20701,331,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957701,Scotland,S92000003,countries,499,4,402731521,T01:148 (Aged 50-64 - All : All People ),T01:148,T,1,12,20100,Value,940700,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957701dd20100,332,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957701,Scotland,S92000003,countries,499,4,402731521,T01:148 (Aged 50-64 - All : All People ),T01:148,T,1,12,20701,Confidence,18500,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957701dd20701,333,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957701,Scotland,S92000003,countries,499,4,402733057,T01:166 (Aged 50-64 - Inactive : All People ),T01:166,T,1,13,20100,Value,331100,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957701dd20100,334,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957701,Scotland,S92000003,countries,499,4,402733057,T01:166 (Aged 50-64 - Inactive : All People ),T01:166,T,1,13,20701,Confidence,11000,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957701dd20701,335,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957702,Northern Ireland,N92000002,countries,499,5,402720769,T01:22 (Aged 16-64 - All : All People ),T01:22,T,1,0,20100,Value,1108500,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957702dd20100,336,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957702,Northern Ireland,N92000002,countries,499,5,402720769,T01:22 (Aged 16-64 - All : All People ),T01:22,T,1,0,20701,Confidence,31000,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957702dd20701,337,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957702,Northern Ireland,N92000002,countries,499,5,402722305,T01:40 (Aged 16-64 - Inactive : All People ),T01:40,T,1,1,20100,Value,325900,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957702dd20100,338,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957702,Northern Ireland,N92000002,countries,499,5,402722305,T01:40 (Aged 16-64 - Inactive : All People ),T01:40,T,1,1,20701,Confidence,16800,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957702dd20701,339,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957702,Northern Ireland,N92000002,countries,499,5,402722561,T01:43 (Aged 16-19 - All : All People ),T01:43,T,1,2,20100,Value,105200,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957702dd20100,340,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957702,Northern Ireland,N92000002,countries,499,5,402722561,T01:43 (Aged 16-19 - All : All People ),T01:43,T,1,2,20701,Confidence,9600,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957702dd20701,341,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957702,Northern Ireland,N92000002,countries,499,5,402724097,T01:61 (Aged 16-19 - Inactive : All People ),T01:61,T,1,3,20100,Value,59700,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957702dd20100,342,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957702,Northern Ireland,N92000002,countries,499,5,402724097,T01:61 (Aged 16-19 - Inactive : All People ),T01:61,T,1,3,20701,Confidence,7200,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957702dd20701,343,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957702,Northern Ireland,N92000002,countries,499,5,402724353,T01:64 (Aged 20-24 - All : All People ),T01:64,T,1,4,20100,Value,118400,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957702dd20100,344,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957702,Northern Ireland,N92000002,countries,499,5,402724353,T01:64 (Aged 20-24 - All : All People ),T01:64,T,1,4,20701,Confidence,10100,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957702dd20701,345,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957702,Northern Ireland,N92000002,countries,499,5,402725889,T01:82 (Aged 20-24 - Inactive : All People ),T01:82,T,1,5,20100,Value,25400,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957702dd20100,346,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957702,Northern Ireland,N92000002,countries,499,5,402725889,T01:82 (Aged 20-24 - Inactive : All People ),T01:82,T,1,5,20701,Confidence,4700,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957702dd20701,347,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957702,Northern Ireland,N92000002,countries,499,5,402726145,T01:85 (Aged 25-34 - All : All People ),T01:85,T,1,6,20100,Value,231300,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957702dd20100,348,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957702,Northern Ireland,N92000002,countries,499,5,402726145,T01:85 (Aged 25-34 - All : All People ),T01:85,T,1,6,20701,Confidence,14200,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957702dd20701,349,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957702,Northern Ireland,N92000002,countries,499,5,402727681,T01:103 (Aged 25-34 - Inactive : All People ),T01:103,T,1,7,20100,Value,39000,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957702dd20100,350,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957702,Northern Ireland,N92000002,countries,499,5,402727681,T01:103 (Aged 25-34 - Inactive : All People ),T01:103,T,1,7,20701,Confidence,5800,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957702dd20701,351,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957702,Northern Ireland,N92000002,countries,499,5,402727937,T01:106 (Aged 35-49 - All : All People ),T01:106,T,1,8,20100,Value,374400,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957702dd20100,352,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957702,Northern Ireland,N92000002,countries,499,5,402727937,T01:106 (Aged 35-49 - All : All People ),T01:106,T,1,8,20701,Confidence,18000,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957702dd20701,353,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957702,Northern Ireland,N92000002,countries,499,5,402729473,T01:124 (Aged 35-49 - Inactive : All People ),T01:124,T,1,9,20100,Value,80600,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957702dd20100,354,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957702,Northern Ireland,N92000002,countries,499,5,402729473,T01:124 (Aged 35-49 - Inactive : All People ),T01:124,T,1,9,20701,Confidence,8400,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957702dd20701,355,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957702,Northern Ireland,N92000002,countries,499,5,402729729,T01:127 (Aged 50+ - All : All People ),T01:127,T,1,10,20100,Value,502900,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957702dd20100,356,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957702,Northern Ireland,N92000002,countries,499,5,402729729,T01:127 (Aged 50+ - All : All People ),T01:127,T,1,10,20701,Confidence,20900,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957702dd20701,357,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957702,Northern Ireland,N92000002,countries,499,5,402731265,T01:145 (Aged 50+ - Inactive : All People ),T01:145,T,1,11,20100,Value,331900,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957702dd20100,358,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957702,Northern Ireland,N92000002,countries,499,5,402731265,T01:145 (Aged 50+ - Inactive : All People ),T01:145,T,1,11,20701,Confidence,17000,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957702dd20701,359,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957702,Northern Ireland,N92000002,countries,499,5,402731521,T01:148 (Aged 50-64 - All : All People ),T01:148,T,1,12,20100,Value,279200,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957702dd20100,360,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957702,Northern Ireland,N92000002,countries,499,5,402731521,T01:148 (Aged 50-64 - All : All People ),T01:148,T,1,12,20701,Confidence,15600,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957702dd20701,361,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957702,Northern Ireland,N92000002,countries,499,5,402733057,T01:166 (Aged 50-64 - Inactive : All People ),T01:166,T,1,13,20100,Value,121200,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957702dd20100,362,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957702,Northern Ireland,N92000002,countries,499,5,402733057,T01:166 (Aged 50-64 - Inactive : All People ),T01:166,T,1,13,20701,Confidence,10300,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957702dd20701,363,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957703,England and Wales,K04000001,countries,499,6,402720769,T01:22 (Aged 16-64 - All : All People ),T01:22,T,1,0,20100,Value,34426500,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957703dd20100,364,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957703,England and Wales,K04000001,countries,499,6,402720769,T01:22 (Aged 16-64 - All : All People ),T01:22,T,1,0,20701,Confidence,153600,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957703dd20701,365,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957703,England and Wales,K04000001,countries,499,6,402722305,T01:40 (Aged 16-64 - Inactive : All People ),T01:40,T,1,1,20100,Value,8128200,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957703dd20100,366,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957703,England and Wales,K04000001,countries,499,6,402722305,T01:40 (Aged 16-64 - Inactive : All People ),T01:40,T,1,1,20701,Confidence,74700,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957703dd20701,367,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957703,England and Wales,K04000001,countries,499,6,402722561,T01:43 (Aged 16-19 - All : All People ),T01:43,T,1,2,20100,Value,2705700,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957703dd20100,368,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957703,England and Wales,K04000001,countries,499,6,402722561,T01:43 (Aged 16-19 - All : All People ),T01:43,T,1,2,20701,Confidence,43100,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957703dd20701,369,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957703,England and Wales,K04000001,countries,499,6,402724097,T01:61 (Aged 16-19 - Inactive : All People ),T01:61,T,1,3,20100,Value,1206500,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957703dd20100,370,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957703,England and Wales,K04000001,countries,499,6,402724097,T01:61 (Aged 16-19 - Inactive : All People ),T01:61,T,1,3,20701,Confidence,28800,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957703dd20701,371,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957703,England and Wales,K04000001,countries,499,6,402724353,T01:64 (Aged 20-24 - All : All People ),T01:64,T,1,4,20100,Value,3433000,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957703dd20100,372,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957703,England and Wales,K04000001,countries,499,6,402724353,T01:64 (Aged 20-24 - All : All People ),T01:64,T,1,4,20701,Confidence,48500,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957703dd20701,373,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957703,England and Wales,K04000001,countries,499,6,402725889,T01:82 (Aged 20-24 - Inactive : All People ),T01:82,T,1,5,20100,Value,843800,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957703dd20100,374,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957703,England and Wales,K04000001,countries,499,6,402725889,T01:82 (Aged 20-24 - Inactive : All People ),T01:82,T,1,5,20701,Confidence,24100,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957703dd20701,375,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957703,England and Wales,K04000001,countries,499,6,402726145,T01:85 (Aged 25-34 - All : All People ),T01:85,T,1,6,20100,Value,7090900,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957703dd20100,376,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957703,England and Wales,K04000001,countries,499,6,402726145,T01:85 (Aged 25-34 - All : All People ),T01:85,T,1,6,20701,Confidence,69700,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957703dd20701,377,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957703,England and Wales,K04000001,countries,499,6,402727681,T01:103 (Aged 25-34 - Inactive : All People ),T01:103,T,1,7,20100,Value,1183600,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957703dd20100,378,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957703,England and Wales,K04000001,countries,499,6,402727681,T01:103 (Aged 25-34 - Inactive : All People ),T01:103,T,1,7,20701,Confidence,28500,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957703dd20701,379,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957703,England and Wales,K04000001,countries,499,6,402727937,T01:106 (Aged 35-49 - All : All People ),T01:106,T,1,8,20100,Value,11735000,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957703dd20100,380,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957703,England and Wales,K04000001,countries,499,6,402727937,T01:106 (Aged 35-49 - All : All People ),T01:106,T,1,8,20701,Confidence,89700,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957703dd20701,381,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957703,England and Wales,K04000001,countries,499,6,402729473,T01:124 (Aged 35-49 - Inactive : All People ),T01:124,T,1,9,20100,Value,1762400,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957703dd20100,382,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957703,England and Wales,K04000001,countries,499,6,402729473,T01:124 (Aged 35-49 - Inactive : All People ),T01:124,T,1,9,20701,Confidence,34800,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957703dd20701,383,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957703,England and Wales,K04000001,countries,499,6,402729729,T01:127 (Aged 50+ - All : All People ),T01:127,T,1,10,20100,Value,17662600,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957703dd20100,384,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957703,England and Wales,K04000001,countries,499,6,402729729,T01:127 (Aged 50+ - All : All People ),T01:127,T,1,10,20701,Confidence,110000,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957703dd20701,385,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957703,England and Wales,K04000001,countries,499,6,402731265,T01:145 (Aged 50+ - Inactive : All People ),T01:145,T,1,11,20100,Value,10809900,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957703dd20100,386,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957703,England and Wales,K04000001,countries,499,6,402731265,T01:145 (Aged 50+ - Inactive : All People ),T01:145,T,1,11,20701,Confidence,86100,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957703dd20701,387,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957703,England and Wales,K04000001,countries,499,6,402731521,T01:148 (Aged 50-64 - All : All People ),T01:148,T,1,12,20100,Value,9461900,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957703dd20100,388,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957703,England and Wales,K04000001,countries,499,6,402731521,T01:148 (Aged 50-64 - All : All People ),T01:148,T,1,12,20701,Confidence,80500,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957703dd20701,389,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957703,England and Wales,K04000001,countries,499,6,402733057,T01:166 (Aged 50-64 - Inactive : All People ),T01:166,T,1,13,20100,Value,3132000,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957703dd20100,390,3920
2006-03,Apr 2005-Mar 2006,2006-03,date,0,1,2092957703,England and Wales,K04000001,countries,499,6,402733057,T01:166 (Aged 50-64 - Inactive : All People ),T01:166,T,1,13,20701,Confidence,46300,A,Normal Value,F,Free (free for publication),Nm-17d1d32099e0d2092957703dd20701,391,3920
2007-03,Apr 2006-Mar 2007,2007-03,date,0,2,2092957697,United Kingdom,K02000001,countries,499,0,402720769,T01:22 (Aged 16-64 - All : All People ),T01:22,T,1,0,20100,Value,39237800,A,Normal Value,F,Free (free for publication),Nm-17d1d32115e0d2092957697dd20100,392,3920
2007-03,Apr 2006-Mar 2007,2007-03,date,0,2,2092957697,United Kingdom,K02000001,countries,499,0,402720769,T01:22 (Aged 16-64 - All : All People ),T01:22,T,1,0,20701,Confidence,161200,A,Normal Value,F,Free (free for publication),Nm-17d1d32115e0d2092957697dd20701,393,3920
2007-03,Apr 2006-Mar 2007,2007-03,date,0,2,2092957697,United Kingdom,K02000001,countries,499,0,402722305,T01:40 (Aged 16-64 - Inactive : All People ),T01:40,T,1,1,20100,Value,9191700,A,Normal Value,F,Free (free for publication),Nm-17d1d32115e0d2092957697dd20100,394,3920
