DATE,DATE_NAME,DATE_CODE,DATE_TYPE,DATE_TYPECODE,DATE_SORTORDER,GEOGRAPHY,GEOGRAPHY_NAME,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,GEOGRAPHY_SORTORDER,CELL,CELL_NAME,CELL_CODE,CELL_TYPE,CELL_TYPECODE,CELL_SORTORDER,MEASURES,MEASURES_NAME,OBS_VALUE,OBS_STATUS,OBS_STATUS_NAME,OBS_CONF,OBS_CONF_NAME,URN,RECORD_OFFSET,RECORD_COUNT
2005-03,Apr 2004-Mar 2005,2005-03,date,0,0,2092957699,England,E92000001,countries,499,2,402733057,T01:166 (Aged 50-64 - Inactive : All People ),T01:166,T,1,13,20701,Confidence,37100,A,Normal Value,F,Free (free for publication),Nm-17d1d32083e0d2092957699dd20701,83,3920
2005-03,Apr 2004-Mar 2005,2005-03,date,0,0,2092957700,Wales,W92000004,countries,499,3,402720769,T01:22 (Aged 16-64 - All : All People ),T01:22,T,1,0,20100,Value,1861100,A,Normal Value,F,Free (free for publication),Nm-17d1d32083e0d2092957700dd20100,84,3920
2005-03,Apr 2004-Mar 2005,2005-03,date,0,0,2092957700,Wales,W92000004,countries,499,3,402720769,T01:22 (Aged 16-64 - All : All People ),T01:22,T,1,0,20701,Confidence,21500,A,Normal Value,F,Free (free for publication),Nm-17d1d32083e0d2092957700dd20701,85,3920
2005-03,Apr 2004-Mar 2005,2005-03,date,0,0,2092957700,Wales,W92000004,countries,499,3,402722305,T01:40 (Aged 16-64 - Inactive : All People ),T01:40,T,1,1,20100,Value,504600,A,Normal Value,F,Free (free for publication),Nm-17d1d32083e0d2092957700dd20100,86,3920
2005-03,Apr 2004-Mar 2005,2005-03,date,0,0,2092957700,Wales,W92000004,countries,499,3,402722305,T01:40 (Aged 16-64 - Inactive : All People ),T01:40,T,1,1,20701,Confidence,11200,A,Normal Value,F,Free (free for publication),Nm-17d1d32083e0d2092957700dd20701,87,3920
2005-03,Apr 2004-Mar 2005,2005-03,date,0,0,2092957700,Wales,W92000004,countries,499,3,402722561,T01:43 (Aged 16-19 - All : All People ),T01:43,T,1,2,20100,Value,155000,A,Normal Value,F,Free (free for publication),Nm-17d1d32083e0d2092957700dd20100,88,3920
2005-03,Apr 2004-Mar 2005,2005-03,date,0,0,2092957700,Wales,W92000004,countries,499,3,402722561,T01:43 (Aged 16-19 - All : All People ),T01:43,T,1,2,20701,Confidence,6200,A,Normal Value,F,Free (free for publication),Nm-17d1d32083e0d2092957700dd20701,89,3920
2005-03,Apr 2004-Mar 2005,2005-03,date,0,0,2092957700,Wales,W92000004,countries,499,3,402724097,T01:61 (Aged 16-19 - Inactive : All People ),T01:61,T,1,3,20100,Value,62200,A,Normal Value,F,Free (free for publication),Nm-17d1d32083e0d2092957700dd20100,90,3920
2005-03,Apr 2004-Mar 2005,2005-03,date,0,0,2092957700,Wales,W92000004,countries,499,3,402724097,T01:61 (Aged 16-19 - Inactive : All People ),T01:61,T,1,3,20701,Confidence,3900,A,Normal Value,F,Free (free for publication),Nm-17d1d32083e0d2092957700dd20701,91,3920
2005-03,Apr 2004-Mar 2005,2005-03,date,0,0,2092957700,Wales,W92000004,countries,499,3,402724353,T01:64 (Aged 20-24 - All : All People ),T01:64,T,1,4,20100,Value,185700,A,Normal Value,F,Free (free for publication),Nm-17d1d32083e0d2092957700dd20100,92,3920
2005-03,Apr 2004-Mar 2005,2005-03,date,0,0,2092957700,Wales,W92000004,countries,499,3,402724353,T01:64 (Aged 20-24 - All : All People ),T01:64,T,1,4,20701,Confidence,6800,A,Normal Value,F,Free (free for publication),Nm-17d1d32083e0d2092957700dd20701,93,3920
2005-03,Apr 2004-Mar 2005,2005-03,date,0,0,2092957700,Wales,W92000004,countries,499,3,402725889,T01:82 (Aged 20-24 - Inactive : All People ),T01:82,T,1,5,20100,Value,48500,A,Normal Value,F,Free (free for publication),Nm-17d1d32083e0d2092957700dd20100,94,3920
2005-03,Apr 2004-Mar 2005,2005-03,date,0,0,2092957700,Wales,W92000004,countries,499,3,402725889,T01:82 (Aged 20-24 - Inactive : All People ),T01:82,T,1,5,20701,Confidence,3500,A,Normal Value,F,Free (free for publication),Nm-17d1d32083e0d2092957700dd20701,95,3920
2005-03,Apr 2004-Mar 2005,2005-03,date,0,0,2092957700,Wales,W92000004,countries,499,3,402726145,T01:85 (Aged 25-34 - All : All People ),T01:85,T,1,6,20100,Value,343900,A,Normal Value,F,Free (free for publication),Nm-17d1d32083e0d2092957700dd20100,96,3920
2005-03,Apr 2004-Mar 2005,2005-03,date,0,0,2092957700,Wales,W92000004,countries,499,3,402726145,T01:85 (Aged 25-34 - All : All People ),T01:85,T,1,6,20701,Confidence,9200,A,Normal Value,F,Free (free for publication),Nm-17d1d32083e0d2092957700dd20701,97,3920
2005-03,Apr 2004-Mar 2005,2005-03,date,0,0,2092957700,Wales,W92000004,countries,499,3,402727681,T01:103 (Aged 25-34 - Inactive : All People ),T01:103,T,1,7,20100,Value,62700,A,Normal Value,F,Free (free for publication),Nm-17d1d32083e0d2092957700dd20100,98,3920
2005-03,Apr 2004-Mar 2005,2005-03,date,0,0,2092957700,Wales,W92000004,countries,499,3,402727681,T01:103 (Aged 25-34 - Inactive : All People ),T01:103,T,1,7,20701,Confidence,3900,A,Normal Value,F,Free (free for publication),Nm-17d1d32083e0d2092957700dd20701,99,3920
2005-03,Apr 2004-Mar 2005,2005-03,date,0,0,2092957700,Wales,W92000004,countries,499,3,402727937,T01:106 (Aged 35-49 - All : All People ),T01:106,T,1,8,20100,Value,615300,A,Normal Value,F,Free (free for publication),Nm-17d1d32083e0d2092957700dd20100,100,3920
2005-03,Apr 2004-Mar 2005,2005-03,date,0,0,2092957700,Wales,W92000004,countries,499,3,402727937,T01:106 (Aged 35-49 - All : All People ),T01:106,T,1,8,20701,Confidence,12300,A,Normal Value,F,Free (free for publication),Nm-17d1d32083e0d2092957700dd20701,101,3920
2005-03,Apr 2004-Mar 2005,2005-03,date,0,0,2092957700,Wales,W92000004,countries,499,3,402729473,T01:124 (Aged 35-49 - Inactive : All People ),T01:124,T,1,9,20100,Value,103900,A,Normal Value,F,Free (free for publication),Nm-17d1d32083e0d2092957700dd20100,102,3920
