"ID","Constituency","County","Region_or_Country","Country","ElectorateSize","Turnout","PartyNameWinner","PartyNameRunnerUp","WinMargin","GE_ElectionYear","VoteShare_CON","VoteShare_LAB","VoteShare_LIBDEM","VoteShare_SNP","VoteShare_GREEN","VoteShare_PLAID_CYMRU","VoteShare_UKIP","VoteShare_OTHER","ENOP","VoteShare_Remaining"
"S14000033","GLASGOW NORTH WEST",NA,"Scotland","Scotland",60997,0.583340164270374,"LAB","LIBDEM",0.382524872126356,2010,0.0994041931313586,0.540526108706649,0.158001236580293,0.152605249845427,0.0247878140632904,0,0,0.0246753976729807,2.84474196188485,0.0494632117362711
"S14000034","GLASGOW SOUTH",NA,"Scotland","Scotland",65069,0.616176673992224,"LAB","SNP",0.315708085997905,2010,0.114530852496633,0.517184616152043,0.118197236494239,0.201476530154138,0.023968673617,0,0,0.024642091085948,2.9731611060242,0.0486107647029481
"S14000035","GLASGOW SOUTH WEST",NA,"Scotland","Scotland",58191,0.546149748242855,"LAB","SNP",0.461628016739561,2010,0.0655737704918033,0.624996066832384,0.0903055284604009,0.163368050092823,0,0,0,0.055756584122589,2.3101463519919,0.055756584122589
"S14000036","GLENROTHES",NA,"Scotland","Scotland",67765,0.597668412897513,"LAB","SNP",0.406113429298042,2010,0.0721463667563764,0.623367324263598,0.0767388459544209,0.217253894965556,0,0,0.0104935680600479,0,2.23718581592953,0.0104935680600479
"S14000037","GORDON",NA,"Scotland","Scotland",73420,0.664328520839008,"LIBDEM","SNP",0.138349564325987,2010,0.186796514607893,0.201148129164531,0.360328036904152,0.221978472578165,0.0154177344951307,0,0,0.0143311122501281,3.92299426635657,0.0297488467452588
"S14000038","INVERCLYDE",NA,"Scotland","Scotland",59209,0.633552331571214,"LAB","SNP",0.384303689486031,2010,0.120014928556195,0.559634250373214,0.133477287268074,0.175330560887183,0,0,0.0115429729153338,0,2.65756497232461,0.0115429729153338
"S14000039","INVERNESS, NAIRN, BADENOCH AND STRATHSPEY",NA,"Scotland","Scotland",72528,0.649211339069049,"LIBDEM","LAB",0.186148749097396,2010,0.133330501635306,0.221021110308797,0.407169859406193,0.186955783035297,0.0167565730790468,0,0.0121904600093446,0.0225757125260162,3.72708542308523,0.0515227456144077
"S14000040","KILMARNOCK AND LOUDOUN",NA,"Scotland","Scotland",74131,0.627982895145081,"LAB","SNP",0.265890490408781,2010,0.141602044980989,0.525422636564776,0.0734431722982407,0.259532146155994,0,0,0,0,2.71097542296141,0
"S14000041","KIRKCALDY AND COWDENBEATH",NA,"Scotland","Scotland",73534,0.62286833301602,"LAB","SNP",0.502357975634252,2010,0.0929653726911489,0.645364831230077,0.093205536876119,0.143006855595826,0,0,0.0165931618706607,0.00886424173616873,2.19958861877703,0.0254574036068294
"S14000042","LANARK AND HAMILTON EAST",NA,"Scotland","Scotland",74773,0.622604416032525,"LAB","SNP",0.289513253426129,2010,0.149954891094213,0.499591871804786,0.112750784035743,0.210078618378657,0,0,0.0132319456974696,0.0143918889891309,3.03668481860083,0.0276238346866005
