"ID","Constituency","County","Region_or_Country","Country","ElectorateSize","Turnout","PartyNameWinner","PartyNameRunnerUp","WinMargin","GE_ElectionYear","VoteShare_CON","VoteShare_LAB","VoteShare_LIBDEM","VoteShare_GREEN","VoteShare_SNP","VoteShare_PLAID_CYMRU","VoteShare_UKIP","VoteShare_OTHER","ENOP","VoteShare_Remaining"
"E14000530","ALDERSHOT","Hampshire","South East","England",76205,0.642346302736041,"CON","LAB",0.23438202247191,2017,0.550561797752809,0.316179775280899,0.0743003064351379,0.022267620020429,0,0,0.0366905005107252,0,2.43634726824159,0.0589581205311542
"E14000531","ALDRIDGE-BROWNHILLS","West Midlands","West Midlands","England",60363,0.666550701588722,"CON","LAB",0.355585932645706,2017,0.654082266683236,0.29849633403753,0.0333788989685597,0,0,0,0,0.0140425003106748,1.92962646219958,0.0140425003106748
"E14000532","ALTRINCHAM AND SALE WEST","Greater Manchester","North West","England",73226,0.72091879933357,"CON","LAB",0.121727599924228,2017,0.510191324114416,0.388463724190188,0.076738018564122,0.0189429816253078,0,0,0,0.00566395150596704,2.39533068069089,0.0246069331312749
"E14000533","AMBER VALLEY","Derbyshire","East Midlands","England",68065,0.673047821934915,"CON","LAB",0.181179192770295,2017,0.565475540808976,0.384296348038681,0.0240117002466656,0.0141887319639388,0,0,0,0.0120276789417389,2.13506955005895,0.0262164109056777
"E14000534","ARUNDEL AND SOUTH DOWNS","West Sussex","South East","England",79478,0.758146908578475,"CON","LAB",0.396358868826341,2017,0.623556160382369,0.227197291556028,0.0793779872543813,0.0421866702071163,0,0,0.0276818906001062,0,2.2257450250468,0.0698685608072225
"E14000535","ASHFIELD","Nottinghamshire","East Midlands","England",78076,0.640312003688714,"LAB","CON",0.00882123497289622,2017,0.416938371371992,0.425759606344888,0.0193827135799012,0.00796111455603785,0,0,0.0377052787390235,0.0922529154081571,2.73612629498056,0.137919308703218
"E14000536","ASHFORD","Kent","South East","England",87387,0.685216336526028,"CON","LAB",0.291888642094891,2017,0.589822809332153,0.297934167237262,0.0517877720068805,0.0234138846674126,0,0,0.0370413667562919,0,2.26624806645787,0.0604552514237045
"E14000537","ASHTON-UNDER-LYNE","Greater Manchester","North West","England",67674,0.587714631911813,"LAB","CON",0.28398662409172,2017,0.319563522992985,0.603550147084706,0.016242174339376,0.0134261936489578,0,0,0.0472179619339753,0,2.13189055119067,0.0606441555829331
"E14000538","AYLESBURY","Buckinghamshire","South East","England",82546,0.712124148959368,"CON","LAB",0.249323784087236,2017,0.549699743123012,0.300375959035776,0.0962863412891482,0.0210434989707909,0,0,0.0220471905142643,0.0105472670670092,2.48319660479355,0.0536379565520644
"E14000539","BANBURY","Oxfordshire","South East","England",83824,0.734419736590952,"CON","LAB",0.201406711932686,2017,0.542347552061337,0.340940840128651,0.0560735518664111,0.0198986387706702,0,0,0.0256814268542283,0.0150579903187031,2.41075388226183,0.0606380559436016
"E14000540","BARKING","London","London","England",77022,0.61903092622887,"LAB","CON",0.453197424442627,2017,0.224648167956543,0.677845592399169,0.0125631829526626,0.0151848822332683,0,0,0.0635709641561274,0.00618721030222949,1.94397688107206,0.0849430566916252
"E14000541","BARNSLEY CENTRAL","South Yorkshire","Yorkshire and The Humber","England",64204,0.608793844620273,"LAB","CON",0.397728144907514,2017,0.241410187530381,0.639138332437895,0.0140455906055722,0.0145828536342006,0,0,0.0854248215519226,0.00539821424002865,2.10742308587537,0.105405889426152
"E14000542","BARNSLEY EAST","South Yorkshire","Yorkshire and The Humber","England",69214,0.589129366891091,"LAB","CON",0.325755346282127,2017,0.269692956641161,0.595448302923288,0.0183931724543849,0,0,0,0.0796301746125172,0.0368353933686482,2.2971127322417,0.116465567981165
"E14000543","BARROW AND FURNESS","Cumbria","North West","England",69474,0.68500446210093,"LAB","CON",0.00439167892414372,2017,0.470329901239756,0.4747215801639,0.0268543811725152,0.00787980668207607,0,0,0.0202143307417525,0,2.23332600654873,0.0280941374238285
"E14000544","BASILDON AND BILLERICAY","Essex","Eastern","England",69149,0.649582785000506,"CON","LAB",0.298321385636048,2017,0.609577452246316,0.311256066610268,0.0344627988779554,0,0,0,0.0447036822654615,0,2.12021125876744,0.0447036822654615
"E14000545","BASINGSTOKE","Hampshire","South East","England",81875,0.683480916030534,"CON","LAB",0.16915654038599,2017,0.527340957827019,0.358184417441029,0.0608649035025018,0.0197641172265904,0,0,0.0300393137955683,0.00380629020729092,2.43074463534633,0.0536097212294496
"E14000546","BASSETLAW","Nottinghamshire","East Midlands","England",78540,0.665266106442577,"LAB","CON",0.0928612440191387,2017,0.432822966507177,0.525684210526316,0.0220861244019139,0,0,0,0,0.0194066985645933,2.15264849665081,0.0194066985645933
"E14000547","BATH","Avon","South West","England",66778,0.742505016622241,"LIBDEM","CON",0.114837746808382,2017,0.357824254280701,0.146804348264526,0.472662001089083,0.0227093963656899,0,0,0,0,2.67727010143919,0.0227093963656899
"E14000548","BATLEY AND SPEN","West Yorkshire","Yorkshire and The Humber","England",80161,0.670899814124075,"LAB","CON",0.166623280029751,2017,0.38830420230569,0.554927482335441,0.0227593901078468,0.0129230197099293,0,0,0,0.0210859055410933,2.17460194854289,0.0340089252510227
"E14000549","BATTERSEA","London","London","England",77574,0.709748111480651,"LAB","CON",0.0438809982200588,2017,0.415489120563769,0.459370118783828,0.0799338879000327,0.0157288677394747,0,0,0.00648407134294744,0.0229939336699481,2.55846277260351,0.0452068727523702
"E14000550","BEACONSFIELD","Buckinghamshire","South East","England",77524,0.72271812599969,"CON","LAB",0.438048832726494,2017,0.652513029199686,0.214464196473192,0.0793888769900764,0.0249161133718855,0,0,0.0287177839651603,0,2.0854350066865,0.0536338973370458
"E14000551","BECKENHAM","London","London","England",67925,0.760103054839897,"CON","LAB",0.292213829169088,2017,0.593298469881852,0.301084640712764,0.078888243269417,0.0267286461359675,0,0,0,0,2.22423485480216,0.0267286461359675
"E14000552","BEDFORD","Bedfordshire","Eastern","England",71829,0.674936307062607,"LAB","CON",0.0162747524752475,2017,0.452207095709571,0.468481848184818,0.0585189768976898,0.0207920792079208,0,0,0,0,2.33741370585347,0.0207920792079208
"E14000553","BERMONDSEY AND OLD SOUTHWARK","London","London","England",87282,0.670481886299581,"LAB","LIBDEM",0.221664018044804,2017,0.129543240887886,0.532475521607628,0.310811503562824,0.0109191572256113,0,0,0.0143196459390646,0.00193093077698604,2.51734810391334,0.027169733941662
"E14000554","BERWICK-UPON-TWEED","Northumberland","North East","England",58807,0.717805703402656,"CON","LAB",0.279091253671942,2017,0.524613853880413,0.245522600208472,0.211219558419407,0.0186439874917085,0,0,0,0,2.62838101676369,0.0186439874917085
"E14000555","BETHNAL GREEN AND BOW","London","London","England",86075,0.695033401103689,"LAB","CON",0.591608859172587,2017,0.126636021730046,0.718244880902633,0.0498453823652319,0.0253405766819891,0,0,0.0149435854575846,0.0649895528625157,1.85361604589059,0.105273715002089
"E14000556","BEVERLEY AND HOLDERNESS","Humberside","Yorkshire and The Humber","England",80657,0.68980993590141,"CON","LAB",0.252381465904598,2017,0.584115173083145,0.331733707178547,0.0504691038498868,0.0128689025486179,0,0,0,0.0208131133398037,2.20078310924797,0.0336820158884216
"E14000557","BEXHILL AND BATTLE","East Sussex","South East","England",81331,0.73123409278135,"CON","LAB",0.372696394942158,2017,0.61968657519505,0.246990180252892,0.0754136400322841,0.0241794457896153,0,0,0.0337301587301587,0,2.21031018805627,0.057909604519774
"E14000558","BEXLEYHEATH AND CRAYFORD","London","London","England",65315,0.691862512439715,"CON","LAB",0.200778950629578,2017,0.555732589789551,0.354953639159973,0.0265772643784992,0.0132996968288743,0,0,0.0430193188607847,0.00641749098231871,2.28516127036442,0.0627365066719777
"E14000559","BIRKENHEAD","Merseyside","North West","England",64484,0.677113702623907,"LAB","CON",0.584339142981472,2017,0.184229210086343,0.768568353067815,0.0256052034903694,0.0215972333554726,0,0,0,0,1.59805731939312,0.0215972333554726
"E14000560","BIRMINGHAM, EDGBASTON","West Midlands","West Midlands","England",68091,0.6404958070817,"LAB","CON",0.158603136751353,2017,0.394547372282858,0.553150509034211,0.0358616894432725,0.0128863615518665,0,0,0,0.00355406768779235,2.15932415611615,0.0164404292396588
"E14000561","BIRMINGHAM, ERDINGTON","West Midlands","West Midlands","England",65067,0.571979651743587,"LAB","CON",0.195743880484725,2017,0.383856839616304,0.579600720101029,0.0201520810382352,0.0163903592444313,0,0,0,0,2.06629578481818,0.0163903592444313
"E14000562","BIRMINGHAM, HALL GREEN","West Midlands","West Midlands","England",78271,0.69387129332703,"LAB","CON",0.62500460320383,2017,0.150966672804272,0.775971276008102,0.0577610016571534,0.0153010495304732,0,0,0,0,1.5911080913713,0.0153010495304732
"E14000563","BIRMINGHAM, HODGE HILL","West Midlands","West Midlands","England",75698,0.612882771011123,"LAB","CON",0.668750269431392,2017,0.141828684743717,0.810578954175109,0.0173513816441781,0.00834159589602104,0,0,0.0218993835409751,0,1.4749178731207,0.0302409794369962
"E14000564","BIRMINGHAM, LADYWOOD","West Midlands","West Midlands","England",70023,0.589906173685789,"LAB","CON",0.695136417556346,2017,0.131987314498753,0.8271237320551,0.0279855714527804,0.0129033819933667,0,0,0,0,1.42347942144425,0.0129033819933667
"E14000565","BIRMINGHAM, NORTHFIELD","West Midlands","West Midlands","England",72322,0.613202068526866,"LAB","CON",0.10523586182015,2017,0.426828718318752,0.532064580138901,0.0216244250022549,0.019482276540092,0,0,0,0,2.14535810751375,0.019482276540092
"E14000566","BIRMINGHAM, PERRY BARR","West Midlands","West Midlands","England",70106,0.630431061535389,"LAB","CON",0.415933208136299,2017,0.26531212525737,0.681245333393669,0.0244360476955449,0.0133719483222843,0,0,0,0.0156345453311311,1.86739237238616,0.0290064936534154
"E14000567","BIRMINGHAM, SELLY OAK","West Midlands","West Midlands","England",74370,0.658666128815383,"LAB","CON",0.310441972032255,2017,0.319056854139022,0.629498826171277,0.0335612942737573,0.0178830254159437,0,0,0,0,2.00195305977876,0.0178830254159437
"E14000568","BIRMINGHAM, YARDLEY","West Midlands","West Midlands","England",72581,0.613135669114507,"LAB","CON",0.372432699653948,2017,0.198283223225922,0.570715922879871,0.179407667071143,0.00629185205159319,0,0,0.0430542447530448,0.00224709001842614,2.50552269157974,0.0515931868230641
"E14000569","BISHOP AUCKLAND","Durham","North East","England",67661,0.639674258435435,"LAB","CON",0.0115986229523348,2017,0.4691666089046,0.480765231856935,0.027171276079573,0,0,0,0,0.0228968831588919,2.20987120014928,0.0228968831588919
"E14000570","BLACKBURN","Lancashire","North West","England",70664,0.672407449337711,"LAB","CON",0.428664632221404,2017,0.268967694412291,0.697632326633695,0.0149216037040934,0,0,0,0,0.0184783752499211,1.78699521533805,0.0184783752499211
"E14000571","BLACKLEY AND BROUGHTON","Greater Manchester","North West","England",71648,0.559862103617687,"LAB","CON",0.488644579064144,2017,0.215815321716152,0.704459900780296,0.0183730960037893,0.0115174631665545,0,0,0.0454964724652856,0.00433774586792312,1.83352013905462,0.0613516814997632
"E14000572","BLACKPOOL NORTH AND CLEVELEYS","Lancashire","North West","England",63967,0.64106492410149,"CON","LAB",0.0493330407003683,2017,0.493940059014315,0.444607018313946,0.0182164020776941,0.00929109664203673,0,0,0.0339454239520082,0,2.25620245510092,0.0432365205940449
"E14000573","BLACKPOOL SOUTH","Lancashire","North West","England",58470,0.597793740379682,"LAB","CON",0.0721826452665007,2017,0.430807083798243,0.502989729064744,0.0181386433210311,0.00975595800074386,0,0,0.0383085858152376,0,2.27022410381458,0.0480645438159815
"E14000574","BLAYDON","Tyne and Wear","North East","England",68459,0.702376604975241,"LAB","CON",0.28028034273355,2017,0.280800266200815,0.561080608934365,0.0907994343232676,0.0121246152566342,0,0,0.0511396722402462,0.00405540304467182,2.47106692504226,0.0673196905415523
"E14000575","BLYTH VALLEY","Northumberland","North East","England",63415,0.670030749822597,"LAB","CON",0.186279124499882,2017,0.373146622734761,0.559425747234643,0.0458225464815251,0.0216050835490704,0,0,0,0,2.19895215733455,0.0216050835490704
"E14000576","BOGNOR REGIS AND LITTLEHAMPTON","West Sussex","South East","England",75827,0.677225790285782,"CON","LAB",0.340668328400062,2017,0.589577815859168,0.248909487459106,0.0652749649478112,0.0193371241626422,0,0,0.0362400685465026,0.0406605390247702,2.39716577535314,0.096237731733915
"E14000577","BOLSOVER","Derbyshire","East Midlands","England",73429,0.633523539745877,"LAB","CON",0.113673982673746,2017,0.405533222984157,0.519207205657903,0.0294933253079387,0,0,0,0.0457662460500011,0,2.28834144361457,0.0457662460500011
"E14000578","BOLTON NORTH EAST","Greater Manchester","North West","England",67233,0.672036053723618,"LAB","CON",0.0840360312506917,2017,0.422127791425979,0.50616382267667,0.0291259987163314,0.00790120177943032,0,0,0.0346811854015891,0,2.29091282461165,0.0425823871810194
"E14000579","BOLTON SOUTH EAST","Greater Manchester","North West","England",68886,0.614391893853613,"LAB","CON",0.310138695272074,2017,0.296529074025943,0.606667769298018,0.0184533232521324,0.0126881364742575,0,0,0.0656616969496491,0,2.17019424372328,0.0783498334239066
"E14000580","BOLTON WEST","Greater Manchester","North West","England",72797,0.701320109345165,"CON","LAB",0.0183335292043718,2017,0.479080973087319,0.460747443882947,0.0290868492184746,0,0,0,0.0310847338112587,0,2.25418612415074,0.0310847338112587
"E14000581","BOOTLE","Merseyside","North West","England",72872,0.690086727412449,"LAB","CON",0.719853643016226,2017,0.120486000636335,0.840339643652561,0.0166441298122813,0.0140987909640471,0,0,0,0.00843143493477569,1.38651162784883,0.0225302258988228
"E14000582","BOSTON AND SKEGNESS","Lincolnshire","East Midlands","England",68402,0.626867635449256,"CON","LAB",0.386482893724201,2017,0.635998973856666,0.249516080132466,0.0179808297768138,0.0127568273513841,0,0,0.077147321532685,0.00659996734998484,2.11311824271311,0.096504116234054
"E14000583","BOSWORTH","Leicestershire","East Midlands","England",81661,0.687819154798496,"CON","LAB",0.326716279732232,2017,0.567298105682951,0.240581825950719,0.173479561316052,0.0186405070502777,0,0,0,0,2.43813606198986,0.0186405070502777
"E14000584","BOURNEMOUTH EAST","Dorset","South West","England",74591,0.65179445241383,"CON","LAB",0.16325229338928,2017,0.518758484511909,0.35550619112263,0.0651610514624213,0.0254226829569295,0,0,0.0288987617754741,0.00625282817063639,2.49214023263239,0.06057427290304
"E14000585","BOURNEMOUTH WEST","Dorset","South West","England",73195,0.60806065988114,"CON","LAB",0.173253645493967,2017,0.5350169636237,0.361763318129732,0.0658098726043094,0.0280180645741119,0,0,0,0.00939178106814658,2.36787266651918,0.0374098456422585
"E14000586","BRACKNELL","Berkshire","South East","England",79199,0.70571598126239,"CON","LAB",0.286552637228942,2017,0.588313175409719,0.301760538180777,0.0748944392757461,0,0,0,0.0272131968796966,0.0078186502540614,2.25437115207551,0.035031847133758
"E14000587","BRADFORD EAST","West Yorkshire","Yorkshire and The Humber","England",70389,0.648141044765517,"LAB","CON",0.450221384419797,2017,0.203651746964184,0.653873131383981,0.0184779273157687,0.00633466310113542,0,0,0.0300732102932796,0.087589320941651,2.09212918987299,0.123997194336066
"E14000588","BRADFORD SOUTH","West Yorkshire","Yorkshire and The Humber","England",67752,0.605871413390011,"LAB","CON",0.16321956685912,2017,0.381592730638992,0.544812297498112,0.0125703427610904,0.00901361787132451,0,0,0.0428268654534824,0.00918414577699822,2.24925729855901,0.0610246291018052
"E14000589","BRADFORD WEST","West Yorkshire","Yorkshire and The Humber","England",67568,0.673810087615439,"LAB","CON",0.48106659638025,2017,0.165656299420137,0.646722895800387,0.0156387278158496,0.0105649270778422,0,0,0.0194385872430153,0.141978562642769,2.14323463426684,0.171982076963627
"E14000590","BRAINTREE","Essex","Eastern","England",75316,0.694752774974773,"CON","LAB",0.35206207239231,2017,0.628234529679318,0.276172457287008,0.0430187669609754,0.0175056377326759,0,0,0.0350686083400222,0,2.10820701645436,0.0525742460726981
"E14000591","BRENT CENTRAL","London","London","England",80499,0.649647821712071,"LAB","CON",0.535356432614349,2017,0.195253939115802,0.730610371730151,0.0481681199326908,0.0153357809392688,0,0,0.0106317882820866,0,1.74038955396874,0.0259675692213554
"E14000592","BRENT NORTH","London","London","England",82567,0.683614519117807,"LAB","CON",0.302264191056622,2017,0.326606902416554,0.628871093473177,0.0285947133441996,0.0116930054567359,0,0,0,0.00423428530933314,1.98758461593271,0.015927290766069
"E14000593","BRENTFORD AND ISLEWORTH","London","London","England",85164,0.723650838382415,"LAB","CON",0.197666682892794,2017,0.376154083304938,0.573820766197732,0.0500251504973308,0,0,0,0,0,2.11298252009817,0
"E14000594","BRENTWOOD AND ONGAR","Essex","Eastern","England",75067,0.70483701226904,"CON","LAB",0.453638253638254,2017,0.657928557928558,0.204290304290304,0.0836514836514837,0.0172935172935173,0,0,0.0348705348705349,0.00196560196560197,2.06987496313296,0.0541296541296541
"E14000595","BRIDGWATER AND WEST SOMERSET","Somerset","South West","England",89294,0.652529845230363,"CON","LAB",0.265124341393928,2017,0.551100966241612,0.285976624847684,0.108672147184513,0.018174953232533,0,0,0.0360753084936585,0,2.50666586792045,0.0542502617261915
"E14000596","BRIGG AND GOOLE","Humberside","Yorkshire and The Humber","England",66069,0.681968850746946,"CON","LAB",0.274385778014515,2017,0.604101471469472,0.329715693454957,0.0185542756952305,0.0122067603258095,0,0,0.0354217990545309,0,2.10349623728754,0.0476285593803405
"E14000597","BRIGHTON, KEMPTOWN","East Sussex","South East","England",67893,0.724772804265535,"LAB","CON",0.200540573495641,2017,0.382770743999837,0.583311317495478,0.0296096083890503,0,0,0,0,0.00430833011563395,2.0506055567283,0.00430833011563395
"E14000598","BRIGHTON, PAVILION","East Sussex","South East","England",75486,0.764207932596773,"GREEN","LAB",0.254806108828679,2017,0.192105673721982,0.267824639866868,0,0.522630748695547,0,0,0.0109210047324354,0.00651793298316778,2.61821722801397,0.54006968641115
"E14000599","BRISTOL EAST","Avon","South West","England",72415,0.701498308361527,"LAB","CON",0.263666607610386,2017,0.343569755310144,0.60723636292053,0.0273430579342113,0.0218508238351149,0,0,0,0,2.04917495913001,0.0218508238351149
"E14000600","BRISTOL NORTH WEST","Avon","South West","England",75434,0.717130206538166,"LAB","CON",0.0880102040816326,2017,0.418496746524697,0.506506950606329,0.0520186335403727,0.022977669328601,0,0,0,0,2.29925900034791,0.022977669328601
"E14000601","BRISTOL SOUTH","Avon","South West","England",83012,0.655110104563196,"LAB","CON",0.293975947923945,2017,0.306700746570556,0.600676694494502,0.0334853444154316,0.0262586885366482,0,0,0.0307454672501931,0.0021330587326689,2.18513103132586,0.0591372145195101
"E14000602","BRISTOL WEST","Avon","South West","England",93003,0.769953657408901,"LAB","CON",0.521394257624846,2017,0.137931516031728,0.659325773656575,0.0726315495475366,0.128700703831974,0,0,0,0.00141045693218635,2.10270988611632,0.13011116076416
"E14000603","BROADLAND","Norfolk","Eastern","England",77334,0.723756691752657,"CON","LAB",0.282574904861446,2017,0.578978399528327,0.296403494666881,0.0794875917886048,0.0166514802308338,0,0,0.0284790337853531,0,2.32300111819025,0.045130514016187
"E14000604","BROMLEY AND CHISLEHURST","London","London","England",65117,0.71658706635748,"CON","LAB",0.205520552055206,2017,0.53951823753804,0.333997685482834,0.0722000771505722,0.0246453216750246,0,0,0.0296386781535296,0,2.44299827367647,0.0542839998285543
"E14000605","BROMSGROVE","Hereford and Worcester","West Midlands","England",73571,0.734528550651751,"CON","LAB",0.306680236861584,2017,0.619781643227239,0.313101406365655,0.046039970392302,0.0210769800148038,0,0,0,0,2.06302247346089,0.0210769800148038
"E14000606","BROXBOURNE","Hertfordshire","Eastern","England",73502,0.646036842534897,"CON","LAB",0.332568179425082,2017,0.621564704643572,0.28899652521849,0.0311887964620406,0.0178582710329578,0,0,0.0403917026429399,0,2.11512712154044,0.0582499736758977
"E14000607","BROXTOWE","Nottinghamshire","East Midlands","England",74013,0.749976355505114,"CON","LAB",0.0155473084960726,2017,0.46809468905383,0.452547380557757,0.0404806514376306,0.012268501837573,0,0,0.0266087771132089,0,2.34516628328887,0.0388772789507819
"E14000608","BUCKINGHAM","Buckinghamshire","South East","England",79615,0.66167179551592,"OTHER","GREEN",0.595360580117314,2017,0,0,0,0.162759353822206,0,0,0.0791207122382733,0.75811993393952,1.64609994119232,1
"E14000609","BURNLEY","Lancashire","North West","England",64709,0.622633636742957,"LAB","CON",0.157681806899975,2017,0.309729461404815,0.46741126830479,0.15006205013651,0.0114420451724994,0,0,0.061355174981385,0,2.93410329864801,0.0727972201538843
"E14000610","BURTON","Staffordshire","West Midlands","England",73954,0.674892500743706,"CON","LAB",0.201298310993569,2017,0.579751958486105,0.378453647492537,0.0252850073130172,0.0165093867083408,0,0,0,0,2.08224281022655,0.0165093867083408
"E14000611","BURY NORTH","Greater Manchester","North West","England",67580,0.708833974548683,"LAB","CON",0.0913303968436214,2017,0.444815564787174,0.536145961630796,0.0190384735820304,0,0,0,0,0,2.05898649438734,0
"E14000612","BURY SOUTH","Greater Manchester","North West","England",73715,0.691718103506749,"LAB","CON",0.11698372229849,2017,0.415767797607374,0.532751519905864,0.0208864483232006,0,0,0,0.0258089821533634,0.00478525201019808,2.1843013460603,0.0305942341635615
"E14000613","BURY ST EDMUNDS","Suffolk","Eastern","England",86071,0.722194467358344,"CON","LAB",0.296669884169884,2017,0.591924066924067,0.295254182754183,0.0573519948519949,0.0417631917631918,0,0,0,0.0137065637065637,2.25850679603014,0.0554697554697555
"E14000614","CALDER VALLEY","West Yorkshire","Yorkshire and The Humber","England",79045,0.734442406224303,"CON","LAB",0.0104902332311296,2017,0.461466910118166,0.450976676887036,0.0336238674337686,0.0108691907534365,0,0,0.0252523512591725,0.0178110035484204,2.38928478927835,0.0539325455610294
"E14000615","CAMBERWELL AND PECKHAM","London","London","England",85613,0.670599091259505,"LAB","CON",0.649968647669477,2017,0.12800459834181,0.777973246011287,0.059447502264335,0.0283390232007246,0,0,0,0.00623563018184352,1.59743506228705,0.0345746533825681
"E14000616","CAMBORNE AND REDRUTH","Cornwall","South West","England",68419,0.708224323652787,"CON","LAB",0.0325449892686148,2017,0.474678058444775,0.44213306917616,0.0614784546805349,0.0217104176985306,0,0,0,0,2.3526541379709,0.0217104176985306
"E14000617","CAMBRIDGE","Cambridgeshire","Eastern","England",78544,0.712135872886535,"LAB","LIBDEM",0.226356062502235,2017,0.163281724890049,0.519040297493474,0.29268423499124,0.0226159402152537,0,0,0,0.00237780240998319,2.61612352150931,0.0249937426252369
"E14000618","CANNOCK CHASE","Staffordshire","West Midlands","England",74540,0.642232358465254,"CON","LAB",0.175279913101604,2017,0.549757687165775,0.374477774064171,0.0165858957219251,0.0170245655080214,0,0,0.042154077540107,0,2.24815589000356,0.0591786430481283
"E14000619","CANTERBURY","Kent","South East","England",78182,0.726509938348981,"LAB","CON",0.00329225352112678,2017,0.446919014084507,0.450211267605634,0.0802992957746479,0.0225704225352113,0,0,0,0,2.44269324695849,0.0225704225352113
"E14000620","CARLISLE","Cumbria","North West","England",62294,0.691174109866119,"CON","LAB",0.0603632478632479,2017,0.498699368264586,0.438336120401338,0.0291713117800074,0,0,0,0.0337931995540691,0,2.25818986689259,0.0337931995540691
"E14000621","CARSHALTON AND WALLINGTON","London","London","England",70849,0.716354500416378,"LIBDEM","CON",0.0269737749492641,2017,0.383228577621027,0.184422595708628,0.410202352570291,0.00987133765491695,0,0,0,0.0122751364451362,2.86213172570028,0.0221464741000532
"E14000622","CASTLE POINT","Essex","Eastern","England",69470,0.643587159925148,"CON","LAB",0.42209796466115,2017,0.672690673227466,0.250592708566316,0.0234623126817267,0,0,0,0.0532543055244912,0,1.92791172301499,0.0532543055244912
"E14000623","CENTRAL DEVON","Devon","South West","England",74370,0.777786741965846,"CON","LAB",0.271073922965217,2017,0.540730239955743,0.269656316990526,0.117038932300671,0.0264677408201369,0,0,0.0229237258834106,0.0231830440495125,2.62766976711168,0.07257451075306
"E14000624","CENTRAL SUFFOLK AND NORTH IPSWICH","Suffolk","Eastern","England",78116,0.723590557632239,"CON","LAB",0.304030146486448,2017,0.601372868162197,0.297342721675748,0.0430082796688132,0.0293503644469606,0,0,0.0289257660462812,0,2.20453753649656,0.0582761304932418
"E14000625","CHARNWOOD","Leicestershire","East Midlands","England",78071,0.706741299586274,"CON","LAB",0.296161374510657,2017,0.603849499782514,0.307688125271857,0.0371900826446281,0.0187762795418298,0,0,0.0266601420907641,0.00583587066840655,2.1655020813187,0.0512722923010004
"E14000626","CHATHAM AND AYLESFORD","Kent","South East","England",70419,0.63747000099405,"CON","LAB",0.232969480953442,2017,0.569993316997104,0.337023836043662,0.0248607707730007,0.0127645355312987,0,0,0.0495656048117621,0.0057919358431722,2.26373031082647,0.068122076186233
"E14000627","CHEADLE","Greater Manchester","North West","England",73406,0.743426967822794,"CON","LIBDEM",0.08258814043832,2017,0.44585135234186,0.190885435754599,0.36326321190354,0,0,0,0,0,2.72345365971781,0
"E14000628","CHELMSFORD","Essex","Eastern","England",81032,0.701698094579919,"CON","LAB",0.238691523039043,2017,0.536844882166725,0.298153359127682,0.121632078790011,0.0144389729159339,0,0,0.0289307069996483,0,2.54493278996548,0.0433696799155821
"E14000629","CHELSEA AND FULHAM","London","London","England",63728,0.661059502887271,"CON","LAB",0.194360045575389,2017,0.526466957842765,0.332106912267376,0.109831940751994,0.0191559058108621,0,0,0.0124382833270034,0,2.49970519911154,0.0315941891378656
"E14000630","CHELTENHAM","Gloucestershire","South West","England",78878,0.722787088922133,"CON","LIBDEM",0.0450606889777591,2017,0.466831544236301,0.0948572230407633,0.421770855258542,0.0165403774643935,0,0,0,0,2.46856393745105,0.0165403774643935
"E14000631","CHESHAM AND AMERSHAM","Buckinghamshire","South East","England",71654,0.771094425991571,"CON","LAB",0.400709476580033,2017,0.606566278143778,0.205856801563744,0.129931948164772,0.0300441612973286,0,0,0.0276008108303772,0,2.33183700868035,0.0576449721277058
"E14000632","CHESTERFIELD","Derbyshire","East Midlands","England",72069,0.665015471284463,"LAB","CON",0.200408955286164,2017,0.347632858305339,0.548041813591504,0.0544995514010892,0.0162121559872306,0,0,0.0336136207148372,0,2.34983748778179,0.0498257767020677
"E14000633","CHICHESTER","West Sussex","South East","England",84991,0.704992293301644,"CON","LAB",0.377532627924831,2017,0.601355185420074,0.223822557495243,0.112637270936947,0.0332454354284188,0,0,0.0275376347675156,0.00140191595180079,2.34589082650342,0.0621849861477352
"E14000634","CHINGFORD AND WOODFORD GREEN","London","London","England",65958,0.711983383365172,"CON","LAB",0.0519154191776155,2017,0.49138646962373,0.439471050446115,0.0435041843231618,0.025638295606993,0,0,0,0,2.28756837706162,0.025638295606993
"E14000635","CHIPPENHAM","Wiltshire","South West","England",76432,0.747592631358593,"CON","LIBDEM",0.291039551977599,2017,0.547199859993,0.1966398319916,0.256160308015401,0,0,0,0,0,2.47700709675844,0
"E14000636","CHIPPING BARNET","London","London","England",77218,0.717747157398534,"CON","LAB",0.00636919690381249,2017,0.463327499413601,0.456958302509788,0.0543456687656749,0.0253685293109359,0,0,0,0,2.3414801767714,0.0253685293109359
"E14000637","CHORLEY","Lancashire","North West","England",76404,0.728155593947961,"LAB","CON",0.13502534421397,2017,0.417604342668153,0.552629686882122,0.020239421936226,0.00952654851349894,0,0,0,0,2.08206090278231,0.00952654851349894
"E14000638","CHRISTCHURCH","Dorset","South West","England",70309,0.720163848155997,"CON","LAB",0.497116561993917,2017,0.695777540782873,0.198660978788956,0.0793932930441996,0.0261681873839712,0,0,0,0,1.88479869228035,0.0261681873839712
"E14000639","CITIES OF LONDON AND WESTMINSTER","London","London","England",61533,0.62818325126355,"CON","LAB",0.0814404718787189,2017,0.465799141097946,0.384358669219227,0.110467222021007,0.02123971645884,0,0,0.0110208516583019,0.00711439954467843,2.64881974565219,0.0393749676618202
