"ID","Constituency","County","Region_or_Country","Country","ElectorateSize","Turnout","PartyNameWinner","PartyNameRunnerUp","WinMargin","GE_ElectionYear","VoteShare_CON","VoteShare_LAB","VoteShare_LIBDEM","VoteShare_SNP","VoteShare_GREEN","VoteShare_PLAID_CYMRU","VoteShare_UKIP","VoteShare_OTHER","ENOP","VoteShare_Remaining"
"E14000530","ALDERSHOT","Hampshire","South East","England",72430,0.637732983570344,"CON","LAB",0.322595310774826,2015,0.505921066874499,0.183325756099673,0.0882422982832154,0,0.0438397090342274,0,0.178671169708385,0,3.01935586213019,0.222510878742612
"E14000531","ALDRIDGE-BROWNHILLS","West Midlands","West Midlands","England",60215,0.655932907082953,"CON","LAB",0.296807352457149,2015,0.520495227485632,0.223687875028483,0.0336734435526749,0,0.0209129807327139,0,0.196242752614123,0.00498772058637365,2.76963124487273,0.22214345393321
"E14000532","ALTRINCHAM & SALE WEST","Greater Manchester","North West","England",71511,0.70642278810253,"CON","LAB",0.263079755329889,2015,0.529940416097551,0.266860660767662,0.0838331650731437,0,0.0392541124769879,0,0.0801116455846547,0,2.72451192324209,0.119365758061643
"E14000533","AMBER VALLEY","Derbyshire","East Midlands","England",69510,0.657703927492447,"CON","LAB",0.091978913751996,2015,0.43979263731216,0.347813723560164,0.0297482336986241,0,0.0237767132576503,0,0.158868692171402,0,2.93185059029427,0.182645405429053
"E14000534","ARUNDEL & SOUTH DOWNS","West Sussex","South East","England",77242,0.731169570958805,"CON","UKIP",0.463498415284098,2015,0.607875772438338,0.111974786196151,0.0719230837332011,0,0.0638490004780707,0,0.14437735715424,0,2.42632610277446,0.20822635763231
"E14000535","ASHFIELD","Nottinghamshire","East Midlands","England",77091,0.614974510643266,"LAB","CON",0.186040625197747,2015,0.224176844059145,0.410217469256892,0.148284081081651,0,0,0,0.214094370267249,0.00322723533506296,3.49200281004821,0.217321605602312
"E14000536","ASHFORD","Kent","South East","England",85177,0.673562111837703,"CON","UKIP",0.336331311441121,2015,0.524541588231193,0.184410513839504,0.0598375514188106,0,0.0430000697204211,0,0.188210276790072,0,2.85711214527864,0.231210346510493
"E14000537","ASHTON UNDER LYNE","Greater Manchester","North West","England",68343,0.569451150812812,"LAB","CON",0.27637596998818,2015,0.221234390256437,0.497610360244617,0.0242304332185621,0,0.0393391232848553,0,0.217585692995529,0,2.88984817414538,0.256924816280384
"E14000538","AYLESBURY","Buckinghamshire","South East","England",80315,0.690020544107576,"CON","UKIP",0.309605009112398,2015,0.506739565852866,0.151410166188491,0.106191017521067,0,0.0385246936971075,0,0.197134556740468,0,3.01811402275297,0.235659250437576
"E14000539","BANBURY","Oxfordshire","South East","England",86420,0.671233510761398,"CON","LAB",0.317111432905806,2015,0.530082057647221,0.212970624741415,0.0593021652185905,0,0.0463039580747483,0,0.138773962212109,0.0125672321059164,2.84559440991332,0.197645152392773
"E14000540","BARKING","London","London","England",73977,0.58181596982846,"LAB","UKIP",0.354824469691689,2015,0.163077066053298,0.576798866197347,0.0130573174415093,0,0.0208405938523733,0,0.221974396505657,0.00425175994981529,2.44387282186163,0.247066750307846
"E14000541","BARNSLEY CENTRAL","South Yorkshire","Yorkshire and The Humber","England",64534,0.566523073108749,"LAB","UKIP",0.340125820568928,2015,0.150027352297593,0.557330415754923,0.0210612691466083,0,0.0256564551422319,0,0.217204595185996,0.0287199124726477,2.61622652355379,0.271580962800875
