"Constituency_Name","ID","Region","Country","ElectorateSize","Votes_CON","VoteShare_CON","Votes_GREEN","VoteShare_GREEN","Votes_LAB","VoteShare_LAB","Votes_LIBDEM","VoteShare_LIBDEM","Votes_REFORM","VoteShare_REFORM","Votes_IND","VoteShare_IND","Votes_OTH","VoteShare_OTH","Votes_UKIP","VoteShare_UKIP","Votes_SNP","VoteShare_SNP","Votes_PC","VoteShare_PC","Votes_APNI","VoteShare_APNI","Votes_DUP","VoteShare_DUP","Votes_SDLP","VoteShare_SDLP","Votes_SF","VoteShare_SF","Votes_UUP","VoteShare_UUP","Votes_TUV","VoteShare_TUV","GE_ElectionYear","TotalVotes","PartyNameWinner","PartyNameRunnerUp","WinMargin","Turnout","ShareMuslimReligion","Constituency","Region_or_Country","Cand_Conservative","Cand_Labour","Cand_LiberalDemocrats","Cand_ReformUK","Cand_Green","Cand_SNP","Cand_PlaidCymru","IncumbentLabour","IncumbentConservative","IncumbentLabourCand","IncumbentConservativeCand","VoteShare_Sans_C_L","gss_code","Leave.preds","Remain.preds","LeavePct","RemainPct"
"Tooting","E14001550","London","England",76986,9722,0.1836,5672,0.1071,29209,0.5517,4438,0.0838,2546,0.0481,179,0.0034,1177,0.0222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,52943,"LAB","CON",0.3681,0.687696464292209,0.105681129701262,"TOOTING","London","Ethan Brooks","Rosena Allin-Khan","Judith Trounson","Andrew Price","Nick Humberstone",NA,NA,1,0,1,NA,0.0257,"E14001550",13825.5327778229,40454.7896874312,0.254706165142495,0.745293834857505
"Torbay","E14001551","South West","England",75742,13588,0.2947,1420,0.0308,3276,0.071,18937,0.4106,8660,0.1878,0,0,234,0.0051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,46115,"LIBDEM","CON",0.1159,0.608843178157429,0.00631159552154466,"TORBAY","South West","Kevin Foster","Chris Wongsosaputro","Steve Darling","Gordon Scott","Charlie West",NA,NA,0,1,NA,1,0.00510000000000005,"E14001551",33980.4792708232,20390.2720674809,0.62497718781539,0.37502281218461
"Torfaen","W07000109","Wales","Wales",70591,5737,0.1607,1705,0.0478,15176,0.425,1644,0.046,7854,0.22,881,0.0247,137,0.0038,0,0,0,0,2571,0.072,0,0,0,0,0,0,0,0,0,0,0,0,2024,35705,"LAB","REFORM",0.205,0.505801022793274,0.00396601794460578,"TORFAEN","Wales","Nathan Edmunds","Nick Thomas-Symonds","Brendan Roberts","Ian Williams","Philip Davies",NA,"Matthew Jones",1,0,1,NA,0.1005,"W07000109",28781,19363,0.597810734463277,0.402189265536723
"Torridge and Tavistock","E14001552","South West","England",74802,16049,0.3158,2350,0.0462,10765,0.2118,12099,0.2381,9152,0.1801,405,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,50820,"CON","LIBDEM",0.0777,0.679393599101628,0.0017080761613346,"TORRIDGE AND TAVISTOCK","South West","Geoffrey Cox","Isabel Saxby","Phil Hutty","Andrew Jackson","Judy Maciejowska",NA,NA,0,1,NA,1,0.00800000000000006,"E14001552",34425.3464868778,24484.6271811178,0.584372124844121,0.415627875155879
"Tottenham","E14001553","London","England",75968,2320,0.0578,7632,0.1901,23066,0.5745,1928,0.048,1602,0.0399,2348,0.0585,1252,0.0312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,40148,"LAB","GREEN",0.3844,0.528485678180286,0.158668770410597,"TOTTENHAM","London","Attic Rahman","David Lammy","Durgesh Hari Prabu","Roger Gravett","David Craig",NA,NA,1,0,1,NA,0.0897,"E14001553",14622.3761298474,28419.4407346619,0.339724881407236,0.660275118592764
"Truro and Falmouth","E14001554","South West","England",73326,12632,0.2513,3470,0.069,20783,0.4135,6552,0.1304,6163,0.1226,498,0.0099,166,0.0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,50264,"LAB","CON",0.1622,0.685486730491231,0.00503757100551181,"TRURO AND FALMOUTH","South West","Cherilyn Mackrory","Jayne Kirkham","Ruth Gripper","Steven Rubidge","Karen La Borde",NA,NA,0,1,NA,1,0.0132,"E14001554",24462.8655130102,27697.8145111797,0.468990540415987,0.531009459584013
"Tunbridge Wells","E14001555","South East","England",75213,14974,0.276,2344,0.0432,6178,0.1139,23661,0.4361,6484,0.1195,609,0.0112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,54250,"LIBDEM","CON",0.1601,0.721284884262029,0.0174531657576476,"TUNBRIDGE WELLS","South East","Neil Mahapatra","Hugo Pound","Mike Martin","John Gager","John Hurst",NA,NA,0,1,NA,0,0.0113,"E14001555",26302.1867663253,32704.6145649046,0.445748391252055,0.554251608747946
"Twickenham","E14001556","London","England",75889,8728,0.1627,3590,0.0669,6693,0.1248,30185,0.5628,4092,0.0763,0,0,347,0.0065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,53635,"LIBDEM","CON",0.4001,0.706755919830278,0.0415936626281453,"TWICKENHAM","London","Jonathan Hulley","Tom Bruce","Munira Wilson","Alexander Starling","Chantal Kerr-Shepherd",NA,NA,0,0,NA,NA,0.00650000000000006,"E14001556",19069.3561382542,39958.0811995196,0.323059190747742,0.676940809252258
"Tynemouth","E14001557","North East","England",73022,9036,0.1866,3592,0.0742,24491,0.5058,2709,0.056,7392,0.1527,804,0.0166,394,0.0081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,48418,"LAB","CON",0.3192,0.663060447536359,0.0133526484852302,"TYNEMOUTH","North East","Lewis Bartoli","Alan Campbell","John Appleby","Rosalyn Elliot","Chloe-Louise Fawcett Reilly",NA,NA,1,0,1,NA,0.0247,"E14001557",26429.6963653597,30176.9979097388,0.46690054425217,0.53309945574783
"Upper Bann","N05000017","Northern Ireland","Northern Ireland",76969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6322,0.1335,21642,0.457,1496,0.0316,14236,0.3006,3662,0.0773,0,0,2024,47358,"DUP","SF",0.1564,0.615286673855708,NA,"UPPER BANN","Northern Ireland",NA,NA,NA,NA,"",NA,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA
"Uxbridge and South Ruislip","E14001558","London","England",75042,16012,0.3487,4354,0.0948,16599,0.3615,1752,0.0382,6610,0.144,0,0,423,0.0093,164,0.0036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,45914,"LAB","CON",0.0128,0.611844034007622,0.121543739859383,"UXBRIDGE AND SOUTH RUISLIP","London","Steve Tuckwell","Danny Beales","Ian Rex-Hawkes","Tim Wheeler","Sarah Green",NA,NA,0,1,NA,1,0.0128,"E14001558",30645.5374264657,22333.0876534011,0.578450976790482,0.421549023209518
"Vale of Glamorgan","W07000110","Wales","Wales",70426,13524,0.2951,1881,0.041,17740,0.3871,1612,0.0352,6973,0.1522,182,0.004,669,0.0146,0,0,0,0,3245,0.0708,0,0,0,0,0,0,0,0,0,0,0,0,2024,45826,"LAB","CON",0.092,0.650697185698464,0.00835991057332669,"VALE OF GLAMORGAN","Wales","Alun Cairns","Kanishka Narayan","Steven Rajam","Toby Rhodes-Matthews","Lynden Mack",NA,"Ian Johnson",0,1,NA,1,0.0894,"W07000110",26547.9717676893,23663.1529641158,0.528726888901436,0.471273111098564
"Vauxhall and Camberwell Green","E14001559","London","England",69995,2809,0.0748,6416,0.1709,21528,0.5735,4549,0.1212,2033,0.0542,0,0,201,0.0054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,37536,"LAB","GREEN",0.4026,0.536266876205443,0.095307236612847,"VAUXHALL AND CAMBERWELL GREEN","London","Aarti Joshi","Florence Eshalomi","Chris French","Mike King","Catherine Dawkins",NA,NA,1,0,1,NA,0.00540000000000004,"E14001559",9557.83234771305,29955.7173724326,0.241887464310504,0.758112535689496
"Wakefield and Rothwell","E14001560","Yorkshire and the Humber","England",73968,7322,0.1801,2389,0.0588,17773,0.4372,3249,0.0799,8427,0.2073,0,0,1496,0.0368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,40656,"LAB","REFORM",0.2299,0.54964308890331,0.076379720095062,"WAKEFIELD AND ROTHWELL","Yorkshire and The Humber","Arnold Craven","Simon Lightwood","Stewart Golton","David Alan Dews","Ash Routh",NA,NA,1,0,1,NA,0.0367,"E14001560",30270.0565091431,18760.3415937689,0.617373255783239,0.382626744216761
"Wallasey","E14001561","North West","England",73054,4987,0.1167,3905,0.0914,24674,0.5772,1843,0.0431,6678,0.1562,0,0,659,0.0154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,42746,"LAB","REFORM",0.421,0.585128808826348,0.00768441029150981,"WALLASEY","North West","Robbie Lammas","Angela Eagle","Vicky Downie","David Burgess-Joyce","Jane Turner",NA,NA,1,0,1,NA,0.0154,"E14001561",25727.2033601741,22729.2398949848,0.530934621526005,0.469065378473995
"Walsall and Bloxwich","E14001562","West Midlands","England",74866,6679,0.1796,2288,0.0615,12514,0.3365,817,0.022,7293,0.1961,7600,0.2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,37191,"LAB","IND",0.1321,0.496767558037026,0.218614091040881,"WALSALL AND BLOXWICH","West Midlands","Shannon Lloyd","Valerie Vaz","","Elaine Williams","Sadat Hussain",NA,NA,1,1,1,0,0.2043,"E14001562",31901.8440722743,17213.1014868481,0.649534346604787,0.350465653395213
"Walthamstow","E14001563","London","England",70867,2353,0.0513,9176,0.2001,27172,0.5925,1736,0.0379,1836,0.04,1490,0.0325,2096,0.0457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,45859,"LAB","GREEN",0.3924,0.647113607179646,0.233214624105596,"WALTHAMSTOW","London","Sanjana Karnani","Stella Creasy","Rebecca Taylor","Martin Lonergan","Rosalinda Rowlands",NA,NA,1,0,1,NA,0.0781999999999999,"E14001563",15777.6432989297,28115.3806527897,0.359456740011453,0.640543259988547
"Warrington North","E14001564","North West","England",72350,6486,0.162,1889,0.0472,18730,0.4678,2737,0.0684,9540,0.2383,659,0.0165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,40041,"LAB","REFORM",0.2295,0.553434692467173,0.0142802446267992,"WARRINGTON NORTH","North West","Yasmin Al-Atroshi","Charlotte Nichols","David Crowther","Trevor Nicholls","Hannah Spencer",NA,NA,1,0,1,NA,0.0163,"E14001564",30344.4168202841,22168.1019834331,0.577851101252758,0.422148898747242
"Warrington South","E14001565","North West","England",76639,11861,0.2388,2313,0.0466,23201,0.4671,3829,0.0771,7913,0.1593,445,0.009,110,0.0022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,49672,"LAB","CON",0.2283,0.648129542400083,0.0218734017860655,"WARRINGTON SOUTH","North West","Andy Carter","Sarah Hall","Graham Gowland","Janet Barbara Balfe","Steph Davies",NA,NA,0,1,NA,1,0.0111,"E14001565",29085.7526301693,26099.6155915326,0.527055514304446,0.472944485695554
"Warwick and Leamington","E14001566","West Midlands","England",75440,11563,0.235,4471,0.0909,23975,0.4873,3881,0.0789,5154,0.1048,0,0,0,0,154,0.0031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,49198,"LAB","CON",0.2523,0.652147401908802,0.0167935024687964,"WARWICK AND LEAMINGTON","West Midlands","James Uffindell","Matt Western","Louis Adam","Nigel Clarke","Hema Yellapragada",NA,NA,1,0,1,NA,0.00310000000000006,"E14001566",22288.1851965305,30854.6169193835,0.419401768614232,0.580598231385768
"Washington and Gateshead South","E14001567","North East","England",71775,4654,0.1257,1687,0.0456,17682,0.4776,1602,0.0433,10769,0.2909,627,0.0169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,37021,"LAB","REFORM",0.1867,0.51579240682689,0.00666328214240385,"WASHINGTON AND GATESHEAD SOUTH","North East","Shaun Parsons","Sharon Hodgson","Ciaran Morrissey","Paul Donaghy","Michal Chantkowski",NA,NA,1,0,1,NA,0.0169,"E14001567",26309.0589899677,15286.1566416235,0.632502045980168,0.367497954019832
"Watford","E14001568","Eastern","England",70576,10985,0.2471,2428,0.0546,15708,0.3533,7577,0.1704,4930,0.1109,0,0,2827,0.0636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,44455,"LAB","CON",0.1062,0.629888347313534,0.124452584526389,"WATFORD","East of England","Dean Russell","Matt Turmaine","Ian Stotesbury","Gary Ling","Arran Bowen-la Grange",NA,NA,0,1,NA,1,0.0637,"E14001568",25969.3682395756,25493.9765569845,0.504618740624715,0.495381259375285
"Waveney Valley","E14001569","Eastern","England",70540,14874,0.3031,20467,0.4171,4621,0.0942,1214,0.0247,7779,0.1585,0,0,118,0.0024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,49073,"GREEN","CON",0.114,0.695676212078253,0.00274504021143615,"WAVENEY VALLEY","East of England","Richard Rout","Gurpreet Padda","John Shreeve","Scott Huggins","Adrian Ramsay",NA,NA,0,1,NA,NA,0.00239999999999993,"E14001569",32626.1069092073,26017.6277161749,0.556344290104028,0.443655709895972
"Weald of Kent","E14001570","South East","England",70110,20202,0.3984,4547,0.0897,11780,0.2323,3975,0.0784,10208,0.2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,50712,"CON","LAB",0.1661,0.723320496362858,0.00534373350283885,"WEALD OF KENT","South East","Katie Lam","Lenny Rolles","John Howson","Daniel Kersten","Kate Walder",NA,NA,0,1,NA,0,-0.000100000000000044,"E14001570",29859.6569254887,23444.1571281244,0.560178618652987,0.439821381347013
"Wellingborough and Rushden","E14001571","East Midlands","England",76669,12248,0.2785,2704,0.0615,17734,0.4032,1570,0.0357,9456,0.215,0,0,273,0.0062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,43985,"LAB","CON",0.1247,0.573699930871669,0.0175929876964654,"WELLINGBOROUGH AND RUSHDEN","East Midlands","David Goss","Gen Kitchen","Christopher Townsend","Ben Habib","Paul Mannion",NA,NA,1,0,1,NA,0.00610000000000002,"E14001571",34057.7112193881,18464.4777637458,0.6484442457325,0.3515557542675
"Wells and Mendip Hills","E14001572","South West","England",69843,12501,0.2482,2068,0.0411,3527,0.07,23622,0.469,6611,0.1313,2039,0.0405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,50368,"LIBDEM","CON",0.2208,0.721160316710336,0.00221261415847284,"WELLS AND MENDIP HILLS","South West","Meg Powell-Chandler","Joe Joseph","Tessa Munt","Helen Hims","Peter Welsh",NA,NA,0,1,NA,0,0.0404,"E14001572",26029.4070153803,27707.7520421604,0.484383757383016,0.515616242616984
"Welwyn Hatfield","E14001573","Eastern","England",74535,16078,0.3318,2986,0.0616,19877,0.4102,3117,0.0643,6397,0.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,48455,"LAB","CON",0.0784,0.650097269739049,0.0330277003683419,"WELWYN HATFIELD","East of England","Grant Shapps","Andrew Lewin","John Munro","Jack Aaron","Sarah Butcher",NA,NA,0,1,NA,1,9.9999999999989e-05,"E14001573",29105.0813308095,26067.9164071287,0.527524015806671,0.472475984193329
"West Aberdeenshire and Kincardine","S14000111","Scotland","Scotland",73634,17428,0.356,1032,0.021,6397,0.131,6342,0.129,3497,0.071,275,0.006,0,0,0,0,13987,0.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,48958,"CON","SNP",0.07,0.664883070320776,NA,"WEST ABERDEENSHIRE AND KINCARDINE","Scotland","Andrew Bowie","Kate Blake","Michael Turvey","Brandon Innes",NA,"Glen Reynolds",NA,0,1,NA,1,0.292,"S14000058",20939.0518512151,32635.0676016658,0.39084266927861,0.60915733072139
"West Bromwich","E14001574","West Midlands","England",72206,7318,0.2006,2036,0.0558,16872,0.4625,1314,0.036,7101,0.1946,1707,0.0468,0,0,133,0.0036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,36481,"LAB","CON",0.2619,0.505235022020331,0.116649231657167,"WEST BROMWICH","West Midlands","Will Goodhand","Sarah Coombes","Parmjit Singh Gillclarification needed","Ray Nock","Gita Joshi",NA,NA,0,1,NA,0,0.0504999999999999,"E14001574",33235.1570069117,15756.2670038906,0.678387241807536,0.321612758192464
"West Dorset","E14001575","South West","England",75390,19210,0.3652,2288,0.0435,3086,0.0587,26999,0.5132,0,0,1022,0.0194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,52605,"LIBDEM","CON",0.148,0.697771587743733,0.00527738310169111,"WEST DORSET","South West","Chris Loder","Donna Lumsden","Edward Morello","","Kelvin Clayton",NA,NA,0,1,NA,1,0.0194000000000001,"E14001575",29696.5972769907,29465.0025245559,0.501957306371123,0.498042693628877
"West Dunbartonshire","S14000106","Scotland","Scotland",70286,1474,0.0372,1496,0.0378,19312,0.4879,839,0.0212,2770,0.07,0,0,391,0.0098,0,0,13302,0.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,39584,"LAB","SNP",0.1519,0.563184702501209,NA,"WEST DUNBARTONSHIRE","Scotland","Maurice Corry","Douglas McAllister","Paul Donald Kennedy","David Smith",NA,"Martin Docherty-Hughes",NA,0,0,NA,NA,0.3459,"S14000106",17149.7101667633,27463.6121862984,0.38440782399131,0.61559217600869
"West Ham and Beckton","E14001576","London","England",70590,3781,0.104,3897,0.1072,16434,0.4521,1606,0.0442,2800,0.077,0,0,7830,0.2154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,36348,"LAB","OTH",0.2367,0.514917127071823,0.250810747782741,"WEST HAM AND BECKTON","London","Holly Ramsey","James Asser","Emily Bigland","Peter Monks","Rob Callender",NA,NA,1,0,0,NA,0.2155,"E14001576",22139.6719812523,20435.2787270326,0.520016385525586,0.479983614474414
"West Lancashire","E14001577","North West","England",73652,8680,0.1964,3263,0.0738,22305,0.5046,2043,0.0462,7909,0.1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,44200,"LAB","CON",0.3082,0.600119480801608,0.00455952772053479,"WEST LANCASHIRE","North West","Mike Prendergast","Ashley Dalton","Graham Smith","Simon Evans","Charlotte Houltram",NA,NA,1,0,1,NA,9.99999999999057e-05,"E14001577",29553.2618430614,24535.2588264513,0.546386950081984,0.453613049918016
"West Suffolk","E14001578","Eastern","England",76243,15814,0.3426,2910,0.063,12567,0.2722,4284,0.0928,9623,0.2085,830,0.018,133,0.0029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,46161,"CON","LAB",0.0704,0.605445745838962,0.0126243823190956,"WEST SUFFOLK","East of England","Nick Timothy","Rebecca Denness","Henry Batchelor","Ian Edmund Bonham","Mark Ereira-Guyer",NA,NA,0,1,NA,0,0.0209,"E14001578",35306.3111730051,20701.48157637,0.630382120770133,0.369617879229867
"West Tyrone","N05000018","Northern Ireland","Northern Ireland",70614,91,0.0021,0,0,0,0,0,0,0,0,0,0,3308,0.0757,0,0,0,0,0,0,2287,0.0523,6794,0.1555,5821,0.1332,22711,0.5198,2683,0.0614,0,0,2024,43695,"SF","DUP",0.3643,0.61878664287535,NA,"WEST TYRONE","Northern Ireland",NA,NA,NA,NA,"",NA,NA,0,0,NA,NA,0.9979,NA,NA,NA,NA,NA
"West Worcestershire","E14001579","West Midlands","England",76638,19783,0.3617,5068,0.0927,8335,0.1524,13236,0.242,7902,0.1445,0,0,363,0.0066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,54687,"CON","LIBDEM",0.1197,0.713575510843185,0.00426575989574849,"WEST WORCESTERSHIRE","West Midlands","Harriett Baldwin","Kash Haroon","Dan Boatright","Christopher Edmondson","Natalie McVey",NA,NA,0,1,NA,1,0.00670000000000001,"E14001579",31657.8863882084,28565.2433413562,0.525676538738022,0.474323461261978
"Westmorland and Lonsdale","E14001580","North West","England",72322,9589,0.1936,1486,0.03,2306,0.0466,31061,0.6271,4842,0.0978,111,0.0022,138,0.0028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,49533,"LIBDEM","CON",0.4335,0.68489532922209,0.00299111463006949,"WESTMORLAND AND LONSDALE","North West","Matty Jackman","Pippa Smith","Tim Farron","James Townley","Phil Clayton",NA,NA,0,0,NA,NA,0.00490000000000004,"E14001580",27611.852359241,28920.8125320215,0.488422974794322,0.511577025205678
"Weston-Super-Mare","E14001581","South West","England",70722,11901,0.2808,2688,0.0634,16310,0.3848,3756,0.0886,7735,0.1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,42390,"LAB","CON",0.104,0.59938915754645,0.00841966238804738,"WESTON-SUPER-MARE","South West","John Penrose","Daniel Aldridge","Patrick Keating","Richard Pearse","Tom Daw",NA,NA,0,1,NA,1,-9.99999999999335e-05,"E14001581",29592.7027320523,19961.5579562216,0.597177766775862,0.402822233224138
"Wetherby and Easingwold","E14001582","Yorkshire and the Humber","England",71455,20597,0.3941,4529,0.0867,15751,0.3014,3351,0.0641,7288,0.1395,0,0,743,0.0142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,52259,"CON","LAB",0.0927,0.731355398502554,0.006381676719993,"WETHERBY AND EASINGWOLD","Yorkshire and The Humber","Alec Shelbrooke","Ben Pickles","James Monaghan","Michael Jordan","Arnold Warneken",NA,NA,0,1,NA,1,0.0142000000000001,"E14001582",26246.5659913087,28396.3739580169,0.480328584363305,0.519671415636695
"Whitehaven and Workington","E14001583","North West","England",73385,8455,0.2017,1207,0.0288,22173,0.529,1189,0.0284,8887,0.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,41911,"LAB","REFORM",0.317,0.571111262519588,0.00380542864821284,"WHITEHAVEN AND WORKINGTON","North West","Andrew Johnson","Josh MacAlister","Chris Wills","David Surtees","Jill Perry",NA,NA,0,1,NA,0,9.9999999999989e-05,"E14001583",32289.5721100599,18849.3119756454,0.631409399859895,0.368590600140106
"Widnes and Halewood","E14001584","North West","England",70865,3507,0.092,2058,0.054,23484,0.6161,1593,0.0418,7059,0.1852,0,0,415,0.0109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,38116,"LAB","REFORM",0.4309,0.537867776758626,0.00585497835497835,"WIDNES AND HALEWOOD","North West","Sean Houlston","Derek Twigg","David Coveney","Jake Fraser","Nancy Mills",NA,NA,1,0,1,NA,0.0109,"E14001584",24850.1380266538,20873.4229453379,0.543486497953996,0.456513502046004
"Wigan","E14001585","North West","England",75607,4310,0.1054,1629,0.0398,19401,0.4744,1692,0.0414,9852,0.2409,4015,0.0981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,40899,"LAB","REFORM",0.2335,0.540941976272038,0.0148395403175814,"WIGAN","North West","Henry Mitson","Lisa Nandy","Brian Crombie-Fisher","Andy Dawber","Jane Leicester",NA,NA,1,0,1,NA,0.0981000000000001,"E14001585",31638.1521611709,19716.876471482,0.616067267481855,0.383932732518145
"Wimbledon","E14001586","London","England",74641,12180,0.2215,2442,0.0444,11733,0.2134,24790,0.4509,3221,0.0586,209,0.0038,410,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,54985,"LIBDEM","CON",0.2294,0.736659476695114,0.0749028382993758,"WIMBLEDON","London","Danielle Dunfield-Prayero","Eleanor Stringer","Paul Kohler","Ben Cronin","Rachel Brooks",NA,NA,0,1,NA,0,0.0111999999999999,"E14001586",17594.9521138323,42406.2043762108,0.293243549676448,0.706756450323552
"Winchester","E14001587","South East","England",76577,16118,0.2824,2740,0.048,3023,0.053,29939,0.5245,4797,0.084,269,0.0047,190,0.0034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,57076,"LIBDEM","CON",0.2421,0.745341290465806,0.00761566651397159,"WINCHESTER","South East","Flick Drummond","Hannah Dawson","Danny Chambers","Sean Whelan","Lorraine Abraham",NA,NA,0,1,NA,0,0.00809999999999989,"E14001587",24477.4365643545,37218.6543467785,0.396742098289691,0.603257901710309
"Windsor","E14001588","South East","England",74338,16483,0.3643,2288,0.0506,10026,0.2216,9539,0.2108,4660,0.103,1629,0.036,621,0.0137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,45246,"CON","LAB",0.1427,0.608652371599989,0.066566846463298,"WINDSOR","South East","Jack Rankin","Pavitar Mann","Julian Tisi","Harl Grewal","Michael Boyle",NA,NA,0,1,NA,0,0.0496999999999999,"E14001588",26705.906299533,28205.7585126618,0.486343045523584,0.513656954476416
"Wirral West","E14001589","North West","England",72126,13158,0.2634,4160,0.0833,23156,0.4636,3055,0.0612,6422,0.1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,49951,"LAB","CON",0.2002,0.692551923023598,0.00465306772545762,"WIRRAL WEST","North West","Jenny Johnson","Matthew Patrick","Peter Reisdorf","Ken Ferguson","Gail Jenkinson",NA,NA,1,0,0,NA,-0.0001000000000001,"E14001589",23016.3976717923,34781.7049981548,0.398220644079378,0.601779355920622
"Witham","E14001590","Eastern","England",75064,18827,0.3721,3539,0.0699,13682,0.2704,3439,0.068,9870,0.195,1246,0.0246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,50603,"CON","LAB",0.1017,0.674131407865288,0.00594714946973691,"WITHAM","East of England","Priti Patel","Rumi Chowdhury","Ashley Thompson","Timothy Blaxill","James Abbott",NA,NA,0,1,NA,1,0.0246,"E14001590",34982.7957654602,22978.5452242021,0.603553940749913,0.396446059250087
"Witney","E14001591","South East","England",70042,16493,0.3261,1661,0.0328,4773,0.0944,20832,0.4118,6307,0.1247,350,0.0069,168,0.0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,50584,"LIBDEM","CON",0.0857,0.722195254276006,0.00752590886658989,"WITNEY","South East","Robert Courts","Antonio Weiss","Charlie Maynard","Richard Langridge","Andrew Prosser",NA,NA,0,1,NA,1,0.0101999999999999,"E14001591",25140.3641114975,28361.4103505889,0.469897762537073,0.530102237462927
