latitude,longitude,accessibility_type_group_text
54.60469,-3.140965,Public Access
51.70607,-0.304092,Public Access
51.52054,0.5931054,Public Access
51.63333,-0.1266785,Public Access
51.62804,-2.43678,Private
52.52015,-1.290389,Public Access
52.62789,-1.689304,Public Access
53.5462,-1.172005,Public Access
53.5462,-1.172005,Public Access
53.81442,-1.605479,Public Access
53.5462,-1.172005,Public Access
53.5462,-1.172005,Private
53.5462,-1.172005,Public Access
53.5462,-1.172005,Private
53.5462,-1.172005,Public Access
51.70133,-0.3805123,Public Access
53.5462,-1.172005,Public Access
52.77407,-1.206893,Public Access
54.94394,-1.563044,Private
54.94394,-1.563044,Private
51.46025,0.1245267,Public Access
51.75759,-0.4831147,Public Access
51.46025,0.1245267,Public Access
51.91978,-0.4522462,Public Access
53.54214,-2.397353,Public Access
53.67286,-1.511727,Public Access
53.67286,-1.511727,Public Access
51.59116,-1.772819,Private
53.49383,-2.964309,Private
53.49383,-2.964309,Private
51.54212,0.7503363,Public Access
53.49383,-2.964309,Private
54.98284,-1.624969,Private
53.49383,-2.964309,Private
53.49383,-2.964309,Private
53.49383,-2.964309,Private
51.45513,0.1706813,Public Access
50.86092,0.2577056,Public Access
50.96159,-1.358839,Public Access
52.65313,-1.052488,Private
54.8501,-1.836013,Public Access
54.8501,-1.836013,Private
52.47772,-1.955138,Public Access
54.8501,-1.836013,Private
50.91149,-1.396524,Private
52.77139,-0.8789439,Public Access
52.77139,-0.8789439,Public Access
51.58594,0.0516245,Private
54.89775,-1.379144,Private
51.27891,1.122832,Public Access
52.33846,-0.1780842,Public Access
51.00197,-3.116682,Public Access
54.89775,-1.379144,Private
51.38891,0.5005851,Private
51.33325,1.415459,Public Access
51.33325,1.415459,Public Access
53.65128,-1.770152,Public Access
50.85108,-1.199204,Public Access
51.58427,-0.2989538,Public Access
52.05761,-2.682719,Private
51.58427,-0.2989538,Public Access
51.57995,0.119135,Public Access
51.26147,-2.940355,Private
54.89677,-1.367278,Public Access
52.19615,-1.677955,Public Access
53.93636,-1.066926,Public Access
51.45292,-0.4208558,Private
51.3922,-0.2461477,Public Access
53.2628,-0.7851534,Private
51.46636,-0.3019072,Public Access
52.48383,-1.770352,Public Access
51.46636,-0.3019072,Public Access
51.46636,-0.3019072,Public Access
51.3922,-0.2461477,Public Access
51.55147,-0.1103542,Private
51.55147,-0.1103542,Public Access
53.2628,-0.7851534,Public Access
51.34337,0.7544146,Private
52.65527,-1.159105,Public Access
51.34337,0.7544146,Private
54.86861,-1.70247,Public Access
53.38404,-2.193564,Public Access
51.6309,-0.3121788,Public Access
51.45877,-0.04965328,Private
51.45877,-0.04965328,Private
50.87637,-0.9705099,Public Access
53.39811,-2.925714,Public Access
53.39811,-2.925714,Public Access
53.39811,-2.925714,Public Access
53.81988,-3.0301,Public Access
54.18567,-3.086663,Public Access
52.45099,-1.937068,Public Access
52.45099,-1.937068,Public Access
52.45099,-1.937068,Public Access
51.3922,-0.5033238,Public Access
55.05823,-1.619256,Public Access
50.96167,-1.361918,Private
51.74465,0.09715232,Public Access
52.45099,-1.937068,Public Access
50.3662,-4.161655,Private
52.30111,0.685263,Public Access
52.45099,-1.937068,Public Access
53.8775,-2.38676,Public Access
52.45099,-1.937068,Public Access
53.36424,-2.186552,Public Access
52.45099,-1.937068,Public Access
50.3662,-4.161655,Private
50.3662,-4.161655,Private
52.85854,-2.730569,Private
51.30973,-2.831041,Public Access
52.45099,-1.937068,Public Access
51.73101,0.162051,Public Access
52.45099,-1.937068,Public Access
51.00945,-3.091426,Private
54.64479,-1.636145,Public Access
51.57459,-0.1225362,Private
50.97106,-1.351638,Public Access
51.57459,-0.1225362,Private
53.74773,-0.4465237,Public Access
53.74773,-0.4465237,Public Access
53.74773,-0.4465237,Public Access
53.50797,-1.231555,Public Access
53.74773,-0.4465237,Public Access
53.4363,-1.405909,Private
53.74773,-0.4465237,Public Access
53.74773,-0.4465237,Public Access
51.4578,-0.4289314,Private
51.35629,-1.984491,Private
51.76914,-1.206068,Public Access
51.76914,-1.206068,Public Access
51.76914,-1.206068,Public Access
51.76914,-1.206068,Public Access
51.55238,-0.06980733,Public Access
51.37528,-0.3710819,Private
51.21441,-2.193537,Public Access
50.05672,-5.662946,Public Access
52.21241,-0.8976865,Public Access
50.83453,-1.387182,Public Access
52.21241,-0.8976865,Public Access
52.21241,-0.8976865,Public Access
53.7893,-2.240823,Public Access
51.4176,-0.3841777,Public Access
53.7893,-2.240823,Public Access
55.00661,-1.569422,Public Access
51.44618,0.08099151,Public Access
51.01804,-3.105259,Public Access
53.50127,-2.653412,Public Access
51.29176,-2.501584,Public Access
50.83453,-1.387182,Public Access
50.84649,0.4679307,Public Access
54.66008,-2.750081,Public Access
52.4811,-2.122119,Public Access
50.82994,-0.2579436,Public Access
51.28365,-1.057461,Public Access
54.60677,-1.274875,Public Access
53.36956,0.01498483,Public Access
53.36956,0.01498483,Public Access
50.84288,-1.047269,Public Access
54.60677,-1.274875,Public Access
51.45342,-0.950839,Public Access
51.45342,-0.950839,Public Access
51.45342,-0.950839,Public Access
51.48099,-0.6251616,Public Access
51.48099,-0.6251616,Public Access
51.48099,-0.6251616,Public Access
51.48099,-0.6251616,Public Access
50.17007,-5.430351,Public Access
51.43751,-0.5375248,Public Access
53.15122,0.3335317,Public Access
50.96957,-1.37001,Public Access
54.99348,-1.463066,Public Access
51.38151,-2.354316,Public Access
51.34663,-0.646553,Public Access
51.34663,-0.646553,Public Access
53.5593,-0.4922168,Public Access
54.99348,-1.463066,Public Access
54.99348,-1.463066,Public Access
54.99348,-1.463066,Public Access
54.0272,-1.294288,Private
51.32031,-0.5552751,Public Access
51.64738,-0.07690517,Public Access
53.23709,-0.129499,Public Access
53.40524,-1.501707,Public Access
53.91599,-1.137551,Private
51.20127,-0.5939545,Public Access
52.52603,-0.3958197,Public Access
53.40524,-1.501707,Public Access
53.74213,-0.3392007,Public Access
53.37951,-2.583433,Private
51.37043,0.5744826,Public Access
53.48685,-2.140417,Public Access
51.18467,0.2489505,Private
51.59933,-1.125773,Public Access
53.66094,-1.483318,Public Access
51.32031,-0.5552751,Public Access
53.74213,-0.3392007,Public Access
51.59392,-0.167554,Public Access
52.81636,-2.124278,Public Access
51.88036,-0.008632638,Private
51.55789,-0.2800479,Public Access
51.87679,0.2117239,Public Access
50.56893,-4.155253,Public Access
53.63341,-1.815285,Private
51.87679,0.2117239,Public Access
51.87679,0.2117239,Public Access
53.22928,-1.306224,Public Access
53.74213,-0.3392007,Public Access
51.38151,-2.354316,Public Access
50.22557,-3.785065,Public Access
50.22557,-3.785065,Public Access
50.22557,-3.785065,Public Access
54.13742,-1.525883,Public Access
52.33569,-2.282667,Public Access
52.33569,-2.282667,Public Access
52.33569,-2.282667,Public Access
53.61962,-1.168253,Public Access
51.47494,-0.09057994,Public Access
53.55991,-2.873369,Public Access
52.33569,-2.282667,Public Access
51.50478,-0.04316395,Private
52.28284,-1.893027,Public Access
50.55341,-3.602303,Public Access
51.34658,-0.4616022,Public Access
54.04813,-2.80005,Public Access
50.85693,-0.9950951,Public Access
54.04813,-2.80005,Public Access
51.22523,0.3289391,Public Access
50.85693,-0.9950951,Public Access
52.57299,-0.2459325,Public Access
53.65059,-2.997713,Public Access
53.65059,-2.997713,Public Access
52.50211,-2.991362,Public Access
53.65059,-2.997713,Public Access
53.65059,-2.997713,Public Access
53.65059,-2.997713,Public Access
54.8179,-1.460326,Public Access
51.61168,0.208869,Public Access
51.60353,-0.2409905,Public Access
51.61168,0.208869,Public Access
51.61168,0.208869,Public Access
53.39137,-2.066684,Public Access
53.39137,-2.066684,Public Access
51.60353,-0.2409905,Private
53.39137,-2.066684,Public Access
51.60353,-0.2409905,Public Access
51.58571,-0.217813,Private
53.41743,-2.228191,Public Access
53.26291,-1.212283,Public Access
51.36685,0.07401262,Public Access
51.54786,-0.03693061,Private
50.72941,-1.881563,Public Access
51.34737,-2.896945,Public Access
51.50239,-0.1527021,Private
51.34737,-2.896945,Public Access
50.62353,-1.176159,Private
51.88984,0.5578398,Private
53.42302,-1.055681,Public Access
51.5281,-0.2169628,Public Access
51.5281,-0.2169628,Public Access
51.88984,0.5578398,Private
52.06373,-0.8066964,Public Access
51.08976,-1.339947,Private
52.38658,-2.244879,Public Access
51.51362,0.2776676,Public Access
52.38658,-2.244879,Public Access
52.38658,-2.244879,Public Access
52.38658,-2.244879,Public Access
52.38658,-2.244879,Public Access
51.61359,-1.788724,Public Access
51.52283,-2.505271,Public Access
52.33056,-2.056314,Public Access
51.54604,-0.1646236,Public Access
51.48181,-0.4828884,Public Access
51.49538,-0.1869707,Public Access
50.64488,-1.181208,Public Access
51.54604,-0.1646236,Public Access
51.48181,-0.4828884,Public Access
51.48181,-0.4828884,Public Access
50.43011,-5.052478,Public Access
50.64488,-1.181208,Public Access
51.48181,-0.4828884,Public Access
51.48181,-0.4828884,Public Access
51.54604,-0.1646236,Public Access
51.54604,-0.1646236,Public Access
52.31312,-0.6774707,Public Access
51.71791,0.4732959,Public Access
51.71791,0.4732959,Public Access
51.71791,0.4732959,Public Access
53.60987,-2.159461,Public Access
53.32621,-1.523255,Public Access
51.71791,0.4732959,Public Access
52.82581,-1.430258,Public Access
51.50764,0.06858953,Public Access
51.71791,0.4732959,Public Access
51.54328,0.14894,Public Access
52.82581,-1.430258,Public Access
51.71791,0.4732959,Public Access
52.75906,-2.748271,Public Access
52.32905,-0.2022163,Public Access
53.01681,-1.977142,Public Access
52.32905,-0.2022163,Public Access
53.14639,-2.372621,Public Access
51.43615,-0.3358851,Public Access
51.52496,-0.6209425,Public Access
51.87026,-2.253484,Public Access
53.25851,-1.38227,Public Access
51.96888,-0.2419033,Public Access
51.66671,-0.2657159,Private
54.61901,-3.563652,Public Access
50.14603,-5.069188,Public Access
53.16661,-1.057335,Private
51.66671,-0.2657159,Private
51.96888,-0.2419033,Public Access
52.41064,-1.780507,Public Access
51.62358,-1.260389,Public Access
51.66671,-0.2657159,Public Access
50.60875,-2.461094,Public Access
50.96321,-1.425548,Public Access
50.14603,-5.069188,Public Access
51.66671,-0.2657159,Public Access
51.24607,-0.5698507,Public Access
50.60875,-2.461094,Public Access
51.57489,0.7185083,Public Access
54.62664,-3.550266,Public Access
54.62664,-3.550266,Public Access
52.30289,-1.941154,Public Access
54.62664,-3.550266,Public Access
50.78057,-2.99019,Public Access
54.62664,-3.550266,Public Access
54.62664,-3.550266,Public Access
54.62664,-3.550266,Public Access
53.38004,-2.211694,Public Access
54.62664,-3.550266,Public Access
51.57284,0.04545059,Private
54.76721,-1.707518,Private
54.62664,-3.550266,Public Access
54.62664,-3.550266,Public Access
54.62664,-3.550266,Public Access
52.30289,-1.941154,Public Access
52.30289,-1.941154,Public Access
53.0197,-2.250618,Public Access
54.53141,-1.162715,Private
51.51712,-0.09847333,Public Access
51.42563,-0.9321717,Public Access
52.48277,-1.808419,Public Access
53.81513,-1.488586,Public Access
51.34295,0.508298,Public Access
51.65776,-0.2061449,Public Access
51.31037,0.0266546,Public Access
51.36525,-0.1620518,Public Access
53.25689,-2.122309,Public Access
53.25689,-2.122309,Public Access
53.81209,-1.516871,Public Access
53.96358,-1.047447,Public Access
51.40841,0.1240487,Public Access
50.38558,-4.129336,Public Access
51.55873,-1.8311,Public Access
53.70905,-1.249108,Public Access
52.64113,1.360121,Public Access
53.69451,-2.329219,Public Access
50.37005,-4.174382,Public Access
52.64113,1.360121,Public Access
52.64113,1.360121,Public Access
52.64113,1.360121,Public Access
52.64113,1.360121,Public Access
52.64113,1.360121,Public Access
53.70905,-1.249108,Public Access
53.71797,-1.364417,Public Access
52.42308,-0.802435,Public Access
53.70905,-1.249108,Public Access
53.70905,-1.249108,Public Access
53.70905,-1.249108,Public Access
52.64113,1.360121,Public Access
52.64113,1.360121,Public Access
51.45569,-0.08701216,Public Access
52.36079,-2.278134,Public Access
51.89605,-2.075529,Public Access
51.53241,-0.1879277,Public Access
53.77958,-2.898546,Public Access
51.56059,-1.79086,Public Access
53.79576,-0.4492185,Public Access
53.76693,-2.602992,Public Access
51.24096,-2.310687,Public Access
51.89605,-2.075529,Public Access
52.72378,-2.120978,Public Access
51.88151,-0.192778,Public Access
51.51542,0.3738369,Public Access
54.69874,-1.599737,Public Access
51.62024,-0.7817405,Public Access
51.46475,-0.9862769,Public Access
54.08303,-0.1918053,Public Access
51.38201,1.370628,Public Access
53.26291,-1.212283,Public Access
51.59477,-0.1860735,Public Access
53.26291,-1.212283,Public Access
51.38201,1.370628,Public Access
51.34303,-2.972279,Public Access
51.87137,-0.3986255,Public Access
51.87137,-0.3986255,Public Access
51.87137,-0.3986255,Public Access
52.55476,-1.733609,Public Access
51.87137,-0.3986255,Public Access
51.44542,-0.9651163,Public Access
53.5745,-0.6685777,Public Access
51.33986,-1.772727,Public Access
51.31729,-0.1230789,Public Access
51.33986,-1.772727,Public Access
51.33986,-1.772727,Public Access
51.31729,-0.1230789,Public Access
53.5745,-0.6685777,Public Access
51.33986,-1.772727,Public Access
53.5745,-0.6685777,Public Access
53.5745,-0.6685777,Public Access
51.31729,-0.1230789,Public Access
51.31729,-0.1230789,Public Access
51.31729,-0.1230789,Public Access
51.33986,-1.772727,Public Access
52.71233,-2.772932,Public Access
51.58759,-0.3300717,Public Access
51.35962,-0.4905683,Public Access
51.4414,-0.1780572,Public Access
52.58347,-1.108791,Public Access
51.48534,0.09580509,Public Access
51.48534,0.09580509,Public Access
51.48534,0.09580509,Public Access
51.59005,-1.721307,Public Access
52.58347,-1.108791,Public Access
51.59005,-1.721307,Public Access
51.59005,-1.721307,Public Access
53.41215,-1.372682,Public Access
51.59005,-1.721307,Public Access
51.59005,-1.721307,Public Access
51.48534,0.09580509,Public Access
53.48518,-2.240775,Public Access
51.59005,-1.721307,Public Access
52.58347,-1.108791,Public Access
53.29064,-2.948614,Public Access
52.22026,-2.741833,Private
51.42855,-0.4256457,Public Access
53.67355,-1.691635,Public Access
50.84861,-3.398347,Public Access
52.03801,-1.155094,Public Access
55.01847,-1.575655,Public Access
51.1537,1.358303,Public Access
50.84861,-3.398347,Public Access
51.1537,1.358303,Public Access
51.75339,-0.5641684,Public Access
51.1537,1.358303,Public Access
54.9266,-1.447233,Public Access
51.70169,-0.1817026,Public Access
52.62491,-1.062714,Public Access
52.19915,-2.220319,Public Access
52.19915,-2.220319,Public Access
52.40627,-0.7208165,Public Access
52.85876,-3.053198,Public Access
52.40627,-0.7208165,Public Access
52.19915,-2.220319,Public Access
53.48335,-2.284562,Public Access
52.96621,-1.095304,Public Access
52.19915,-2.220319,Public Access
52.19915,-2.220319,Public Access
52.40627,-0.7208165,Public Access
52.85876,-3.053198,Public Access
50.74946,-1.32531,Private
51.89977,-0.4829352,Public Access
51.3394,-2.965088,Public Access
51.57133,-1.762732,Public Access
51.24025,-0.1679836,Public Access
51.76997,0.09497333,Public Access
51.24025,-0.1679836,Public Access
52.58556,-2.087533,Public Access
53.25854,-2.132362,Public Access
53.38137,-1.503521,Public Access
51.77311,0.1314487,Public Access
53.40959,-1.395215,Public Access
51.52391,-0.6415008,Public Access
51.45036,-2.498197,Public Access
53.40959,-1.395215,Public Access
53.40959,-1.395215,Public Access
51.77311,0.1314487,Public Access
53.34392,0.01966076,Public Access
51.45036,-2.498197,Public Access
51.52391,-0.6415008,Public Access
51.45036,-2.498197,Public Access
52.28315,-1.58479,Public Access
53.73579,-2.453106,Private
51.57197,0.4317957,Public Access
51.38151,-2.354316,Public Access
52.30555,-1.963318,Public Access
52.21577,-2.162271,Public Access
51.53806,0.006629454,Public Access
51.51934,-0.08954485,Public Access
51.1744,0.3828207,Public Access
51.27045,1.347727,Private
53.9997,-1.520472,Public Access
53.9997,-1.520472,Public Access
53.9997,-1.520472,Public Access
53.9997,-1.520472,Public Access
53.9997,-1.520472,Public Access
53.9997,-1.520472,Public Access
53.9997,-1.520472,Private
53.9997,-1.520472,Public Access
53.9997,-1.520472,Public Access
53.9997,-1.520472,Public Access
53.9997,-1.520472,Public Access
52.6149,-1.119135,Public Access
51.47483,-0.02333585,Public Access
54.5413,-1.044714,Public Access
54.5413,-1.044714,Public Access
51.47483,-0.02333585,Public Access
50.64172,-1.180395,Public Access
51.54358,0.6575691,Public Access
51.55061,0.02619584,Public Access
51.54358,0.6575691,Public Access
51.90019,-2.099445,Public Access
51.85816,-2.230491,Public Access
54.3309,-2.746101,Public Access
54.3309,-2.746101,Public Access
50.81686,-1.158009,Public Access
51.42793,-0.3189217,Public Access
50.81686,-1.158009,Public Access
50.81686,-1.158009,Public Access
53.5479,-2.778133,Private
52.98112,-1.090644,Public Access
52.98112,-1.090644,Public Access
53.5479,-2.778133,Public Access
52.98112,-1.090644,Public Access
53.5479,-2.778133,Public Access
53.5479,-2.778133,Public Access
53.5479,-2.778133,Public Access
51.59891,-0.3590074,Public Access
50.75107,-1.980301,Public Access
53.5479,-2.778133,Public Access
53.5479,-2.778133,Private
51.59891,-0.3590074,Public Access
53.5479,-2.778133,Public Access
52.98112,-1.090644,Public Access
52.98112,-1.090644,Public Access
51.59891,-0.3590074,Public Access
52.98112,-1.090644,Public Access
54.88405,-2.919042,Public Access
52.08348,-0.8928581,Public Access
54.07898,-0.2146037,Public Access
54.88405,-2.919042,Public Access
54.07898,-0.2146037,Public Access
51.85266,-2.329289,Public Access
51.38255,-2.361667,Public Access
51.38255,-2.361667,Public Access
52.53501,-1.381894,Public Access
52.50134,-1.820562,Private
53.26051,-2.947377,Public Access
53.26051,-2.947377,Public Access
53.26051,-2.947377,Public Access
53.26051,-2.947377,Public Access
50.43597,-4.797451,Public Access
52.5627,-1.833771,Public Access
51.4159,-0.7489471,Private
54.54969,-3.432569,Public Access
52.11917,-0.4996367,Public Access
54.71553,-1.745796,Public Access
51.7623,-1.58164,Private
51.58973,-0.2747271,Private
52.11917,-0.4996367,Public Access
52.91536,-1.206552,Public Access
52.9388,0.7560279,Public Access
54.90648,-1.379726,Public Access
54.90648,-1.379726,Public Access
51.18802,-2.544036,Public Access
52.73496,-2.735822,Public Access
52.73496,-2.735822,Public Access
51.27724,0.5215383,Public Access
50.15545,-5.072585,Public Access
50.15545,-5.072585,Public Access
51.41555,-0.7520172,Public Access
51.10194,-0.8315825,Public Access
52.40254,-2.293095,Public Access
53.76943,-1.76317,Public Access
53.8673,-1.910829,Public Access
51.51238,-0.03695275,Public Access
51.51238,-0.03695275,Public Access
51.51238,-0.03695275,Public Access
51.39544,0.5149434,Public Access
50.60765,-2.467207,Public Access
51.22854,-2.997444,Private
53.14459,-1.339925,Public Access
51.22854,-2.997444,Public Access
52.81519,-1.405108,Public Access
52.81519,-1.405108,Public Access
52.81519,-1.405108,Public Access
50.60624,-1.972471,Public Access
52.89774,-1.155963,Public Access
53.42883,-1.318852,Public Access
53.18439,-2.611026,Public Access
53.47052,-1.338922,Public Access
51.86792,-2.226974,Public Access
51.36901,-0.7841315,Public Access
53.41259,-2.277768,Public Access
51.50461,-0.1474407,Private
53.82677,-1.70534,Public Access
53.52047,-2.657317,Public Access
52.47789,-1.854734,Public Access
53.41835,-2.525738,Private
54.55025,-1.297179,Public Access
53.49907,-2.314201,Private
52.47789,-1.854734,Public Access
53.39042,-3.061064,Private
53.49516,-2.065694,Private
53.82677,-1.70534,Public Access
53.07252,-0.8077997,Public Access
53.38134,-2.884703,Private
53.40635,-2.82366,Public Access
53.07252,-0.8077997,Public Access
53.07252,-0.8077997,Public Access
53.07252,-0.8077997,Public Access
51.52414,-0.04772487,Private
53.07252,-0.8077997,Public Access
53.44584,-2.690042,Public Access
51.47231,-0.07237379,Private
53.49302,-2.530112,Public Access
51.89822,-0.4516847,Public Access
53.44584,-2.690042,Public Access
51.5654,-0.1318386,Private
50.97646,0.2813542,Public Access
55.15662,-1.545989,Public Access
54.93633,-1.369889,Public Access
51.53824,-0.108999,Private
53.39854,-2.343457,Private
53.54288,-2.672195,Private
54.93633,-1.369889,Public Access
50.85316,-1.036617,Public Access
51.52976,-0.05708676,Private
54.93633,-1.369889,Public Access
51.53664,-0.1468016,Private
53.47467,-2.334444,Public Access
54.93633,-1.369889,Public Access
54.97076,-1.600285,Public Access
54.71407,-1.421619,Public Access
51.82883,1.239237,Public Access
51.37087,-2.140872,Public Access
51.614,-0.1369362,Not Known
51.70207,-0.9052528,Public Access
53.79684,-1.755912,Public Access
53.79684,-1.755912,Public Access
53.30825,-1.356315,Public Access
51.77299,0.4980236,Public Access
53.74461,-2.478614,Public Access
51.51942,-0.08519708,Public Access
51.40491,-0.493755,Public Access
54.52152,-1.24526,Public Access
51.60165,-0.01260591,Private
53.44624,-2.373623,Public Access
54.75683,-1.336457,Public Access
51.51942,-0.08519708,Public Access
52.7534,-1.907863,Public Access
51.27403,-1.088625,Public Access
52.7534,-1.907863,Public Access
53.74461,-2.478614,Public Access
53.74461,-2.478614,Public Access
51.87243,-2.224431,Public Access
52.61391,-1.989044,Public Access
53.74461,-2.478614,Public Access
51.51942,-0.08519708,Public Access
51.36319,-0.7925001,Public Access
51.59158,-0.2410049,Private
51.59158,-0.2410049,Private
51.59158,-0.2410049,Private
53.57899,-2.432294,Public Access
51.35073,-0.781467,Private
51.59158,-0.2410049,Private
51.95255,-0.2746632,Public Access
51.59158,-0.2410049,Private
52.71407,-2.522837,Public Access
51.45895,0.02575329,Public Access
51.36319,-0.7925001,Public Access
51.59158,-0.2410049,Private
51.36319,-0.7925001,Public Access
51.35073,-0.781467,Private
51.36319,-0.7925001,Public Access
51.7872,-0.2172248,Private
51.36319,-0.7925001,Public Access
52.71407,-2.522837,Public Access
51.59158,-0.2410049,Private
52.71407,-2.522837,Public Access
53.02547,-1.341743,Public Access
50.72786,-3.521737,Public Access
51.54403,-0.03838836,Public Access
51.54403,-0.03838836,Public Access
51.88095,-0.4137523,Public Access
52.71174,-2.01708,Public Access
51.27802,-0.8625431,Public Access
51.27802,-0.8625431,Public Access
54.5099,-1.564454,Public Access
51.27802,-0.8625431,Public Access
51.27802,-0.8625431,Public Access
51.27802,-0.8625431,Public Access
51.27802,-0.8625431,Public Access
51.27802,-0.8625431,Public Access
51.27802,-0.8625431,Public Access
53.13823,-1.146528,Public Access
51.55788,-0.2803381,Public Access
52.27297,-1.911316,Public Access
52.27297,-1.911316,Public Access
52.59437,-2.160684,Public Access
51.99048,1.308229,Public Access
50.88015,-2.895141,Public Access
53.21045,-2.897898,Public Access
51.61714,-0.2973102,Private
51.61714,-0.2973102,Public Access
51.61714,-0.2973102,Private
51.61714,-0.2973102,Public Access
50.04936,-5.086724,Private
51.31828,0.4307472,Public Access
51.31828,0.4307472,Public Access
50.85453,-3.744895,Private
50.80294,-0.5242679,Public Access
53.51939,-2.122561,Public Access
51.53376,0.06760442,Public Access
52.7388,-1.358133,Public Access
53.78336,-0.3491714,Public Access
54.31017,-1.70718,Public Access
51.13791,-0.9917939,Public Access
54.89714,-1.531601,Public Access
50.71633,-2.442097,Public Access
52.6225,-1.133157,Private
51.58473,0.3620011,Public Access
51.32254,-2.378458,Public Access
53.78336,-0.3491714,Public Access
50.71633,-2.442097,Public Access
52.6225,-1.133157,Private
52.71041,1.121068,Public Access
52.71041,1.121068,Public Access
51.70612,-1.784622,Private
51.5639,0.7061166,Private
52.98021,-0.2991081,Public Access
52.98021,-0.2991081,Public Access
51.39701,-1.307011,Public Access
53.54491,-2.123656,Public Access
51.39701,-1.307011,Public Access
53.21289,-0.5738785,Public Access
52.21995,-0.8818325,Public Access
53.54491,-2.123656,Public Access
54.93103,-1.433751,Public Access
53.55145,-1.48342,Public Access
53.45101,-2.067359,Public Access
50.11656,-5.54815,Public Access
51.50988,-0.1550793,Private
51.26586,-0.6174145,Public Access
51.26586,-0.6174145,Public Access
51.60331,-0.06577759,Public Access
53.69522,-1.326332,Public Access
53.45899,-2.757886,Public Access
51.54902,-0.2870279,Private
52.45046,-1.866012,Public Access
53.50124,-1.333349,Public Access
53.50124,-1.333349,Public Access
53.50124,-1.333349,Public Access
52.39558,-1.458662,Public Access
52.75393,-1.912933,Public Access
51.28968,0.2014799,Public Access
51.90908,1.214244,Public Access
52.74847,-1.18044,Public Access
51.11224,-0.7582918,Private
53.33082,-1.357336,Public Access
51.10675,-0.5112771,Public Access
51.57046,-0.3649452,Public Access
53.08376,-2.525843,Public Access
50.926,-2.58946,Private
52.69736,0.5766307,Public Access
51.39342,-0.2891349,Public Access
51.51889,-0.05667255,Public Access
52.44053,0.6028965,Public Access
51.87411,0.5709971,Public Access
52.69736,0.5766307,Public Access
51.52032,-0.1057048,Public Access
54.29232,-0.4128024,Public Access
54.29232,-0.4128024,Public Access
54.29232,-0.4128024,Public Access
51.87411,0.5709971,Public Access
51.89069,-0.5212276,Public Access
51.89069,-0.5212276,Public Access
53.78586,-1.76936,Public Access
52.80237,-2.103475,Public Access
53.20397,-2.936074,Public Access
51.32138,-0.2087069,Private
53.20397,-2.936074,Public Access
53.20397,-2.936074,Public Access
51.36844,1.438424,Private
51.36844,1.438424,Private
51.36844,1.438424,Private
52.9232,1.303968,Public Access
54.52419,-1.585917,Private
52.73792,-0.4458677,Public Access
51.71192,-1.943852,Public Access
54.64178,-3.533068,Public Access
54.64178,-3.533068,Public Access
51.9896,1.399657,Private
51.9896,1.399657,Private
51.06,-1.326729,Public Access
51.9896,1.399657,Private
53.71029,-2.786898,Public Access
53.44219,-1.961408,Public Access
51.3568,-0.1312747,Public Access
51.3568,-0.1312747,Public Access
51.57465,-0.2015292,Public Access
51.5011,-0.3739637,Private
51.45889,-0.4258353,Public Access
51.63003,0.4163199,Public Access
50.83366,-0.1917384,Public Access
50.83366,-0.1917384,Public Access
53.50833,-2.286353,Public Access
53.50833,-2.286353,Public Access
51.50727,-0.3559548,Public Access
52.58343,-1.143757,Private
50.79506,-1.107168,Public Access
51.6668,-1.16988,Public Access
52.58343,-1.143757,Private
50.79506,-1.107168,Public Access
51.09059,1.148936,Private
50.79506,-1.107168,Public Access
51.50727,-0.3559548,Public Access
52.25478,0.7290615,Public Access
51.09059,1.148936,Public Access
52.58343,-1.143757,Private
52.58343,-1.143757,Private
53.08427,-2.246773,Public Access
51.50727,-0.3559548,Public Access
52.43239,-1.918613,Public Access
51.6668,-1.16988,Public Access
53.08427,-2.246773,Public Access
52.43239,-1.918613,Public Access
52.58343,-1.143757,Private
51.09059,1.148936,Public Access
53.81864,-1.8125,Private
52.58343,-1.143757,Private
52.58343,-1.143757,Private
51.85475,-2.263418,Public Access
51.16605,-4.163873,Private
53.34832,-2.892206,Public Access
52.74847,-1.18044,Public Access
51.8257,-0.2196963,Public Access
51.53467,0.05374449,Public Access
51.72223,0.2532642,Public Access
51.53467,0.05374449,Public Access
51.55788,-0.2803381,Public Access
53.32191,-0.9429133,Public Access
53.34832,-2.892206,Public Access
53.07879,-2.043068,Public Access
51.55788,-0.2803381,Public Access
51.55788,-0.2803381,Public Access
52.37528,-1.403931,Public Access
53.32191,-0.9429133,Public Access
51.50354,0.2529781,Public Access
54.21314,-3.269531,Public Access
53.03822,-2.139281,Public Access
53.03822,-2.139281,Public Access
51.53807,-0.3802022,Public Access
55.4092,-1.705914,Private
55.4092,-1.705914,Private
55.4092,-1.705914,Private
51.58298,-0.2477266,Private
53.51226,-1.289715,Public Access
52.65716,-1.092075,Public Access
53.58704,-2.452781,Public Access
51.29942,-0.4967873,Public Access
53.59544,-2.29276,Public Access
52.40385,-1.884568,Public Access
52.19315,-2.214615,Public Access
53.67101,-2.630057,Private
52.40385,-1.884568,Public Access
52.19315,-2.214615,Public Access
53.59544,-2.29276,Public Access
53.59544,-2.29276,Public Access
51.66219,-0.2648451,Private
51.66219,-0.2648451,Private
55.17806,-1.551215,Private
55.17806,-1.551215,Private
51.66219,-0.2648451,Private
51.66219,-0.2648451,Private
