latitude,longitude,accessibility_type_group_text
52.63185,-1.14321,Public Access
52.63185,-1.14321,Public Access
53.57769,-1.458318,Private
53.53564,-1.374256,Public Access
53.53564,-1.374256,Private
53.51614,-1.396564,Private
53.51614,-1.396564,Private
53.51614,-1.396564,Private
53.53564,-1.374256,Public Access
53.51614,-1.396564,Private
53.57769,-1.458318,Private
53.53564,-1.374256,Public Access
53.57769,-1.458318,Private
53.51614,-1.396564,Private
53.53564,-1.374256,Public Access
53.51614,-1.396564,Private
53.57769,-1.458318,Private
53.51614,-1.396564,Private
53.53564,-1.374256,Public Access
53.54525,-1.50159,Public Access
53.54525,-1.50159,Public Access
53.54525,-1.50159,Public Access
53.54525,-1.50159,Public Access
53.54525,-1.50159,Public Access
53.54525,-1.50159,Public Access
53.54525,-1.50159,Public Access
53.54525,-1.50159,Public Access
53.54525,-1.50159,Private
53.54525,-1.50159,Public Access
53.23168,-0.5338609,Public Access
51.47803,-0.09956662,Private
54.54201,-1.243961,Private
51.47803,-0.09956662,Private
54.54201,-1.243961,Public Access
52.48858,-1.874843,Public Access
52.48858,-1.874843,Public Access
53.23168,-0.5338609,Private
52.48858,-1.874843,Public Access
53.57758,-1.457126,Private
53.57232,-1.460575,Private
54.92805,-1.77403,Public Access
54.92805,-1.77403,Private
54.92805,-1.77403,Private
54.92805,-1.77403,Public Access
54.92805,-1.77403,Public Access
54.92805,-1.77403,Public Access
51.19942,-0.5950316,Public Access
51.19942,-0.5950316,Public Access
51.19942,-0.5950316,Public Access
51.19942,-0.5950316,Public Access
52.25315,0.3917033,Public Access
52.25315,0.3917033,Public Access
54.14989,-2.471035,Public Access
52.56562,-2.177117,Public Access
52.56562,-2.177117,Public Access
52.25315,0.3917033,Public Access
52.56562,-2.177117,Public Access
52.56562,-2.177117,Public Access
52.25315,0.3917033,Public Access
52.56562,-2.177117,Public Access
54.09756,-0.2043922,Private
52.56562,-2.177117,Public Access
52.25315,0.3917033,Public Access
54.14989,-2.471035,Public Access
52.56562,-2.177117,Public Access
50.94897,-2.801779,Public Access
51.56013,-0.1162825,Public Access
52.25315,0.3917033,Public Access
51.69823,-0.03996715,Public Access
51.56013,-0.1162825,Public Access
54.14989,-2.471035,Public Access
52.25315,0.3917033,Public Access
51.99633,-2.127477,Private
51.59708,-0.1908489,Public Access
54.66065,-1.213759,Public Access
53.33681,-2.025415,Public Access
54.66065,-1.213759,Public Access
52.92754,-1.204716,Public Access
51.47915,-0.033216,Public Access
51.50472,-0.2238727,Public Access
53.33681,-2.025415,Public Access
52.67519,-0.7359374,Public Access
53.33681,-2.025415,Public Access
52.42902,-1.977106,Public Access
53.33681,-2.025415,Public Access
52.92754,-1.204716,Public Access
51.47915,-0.033216,Private
53.33681,-2.025415,Public Access
55.17376,-1.560954,Public Access
53.73554,-2.453073,Private
52.67519,-0.7359374,Public Access
53.52364,-1.133458,Public Access
51.27765,1.084811,Public Access
51.27765,1.084811,Public Access
54.66065,-1.213759,Public Access
51.89605,-2.075529,Public Access
54.58158,-1.343375,Public Access
52.54467,-2.032097,Public Access
52.54467,-2.032097,Public Access
52.90604,-1.468107,Public Access
52.90604,-1.468107,Public Access
52.90604,-1.468107,Public Access
52.90604,-1.468107,Public Access
51.90599,-0.3817385,Public Access
51.9041,-0.4023849,Public Access
51.9041,-0.4023849,Public Access
51.9041,-0.4023849,Public Access
51.9041,-0.4023849,Public Access
51.9041,-0.4023849,Public Access
51.90599,-0.3817385,Public Access
51.9041,-0.4023849,Public Access
51.9041,-0.4023849,Public Access
53.55037,-1.494632,Private
55.17603,-1.548145,Private
53.51877,-2.190503,Public Access
53.75441,-0.3010544,Public Access
53.56186,-2.122593,Private
53.55037,-1.494632,Private
53.56186,-2.122593,Public Access
53.75441,-0.3010544,Private
53.56186,-2.122593,Public Access
53.75441,-0.3010544,Public Access
51.66042,-0.1343238,Public Access
51.49691,-0.1430911,Public Access
53.52463,-2.187509,Public Access
53.52463,-2.187509,Public Access
55.17603,-1.548145,Private
51.66042,-0.1343238,Public Access
54.96871,-1.554012,Private
53.42878,-2.862871,Public Access
53.4008,-2.546909,Public Access
53.56186,-2.122593,Private
52.89075,-0.3482793,Private
52.29214,-1.576111,Private
53.52463,-2.187509,Public Access
54.28393,-0.4413834,Private
53.42878,-2.862871,Private
53.52463,-2.187509,Public Access
53.78794,-3.029874,Private
53.55037,-1.494632,Private
52.89075,-0.3482793,Public Access
53.52463,-2.187509,Public Access
53.55037,-1.494632,Private
53.7793,-0.3604608,Private
53.78794,-3.029874,Public Access
52.89075,-0.3482793,Private
53.51877,-2.190503,Public Access
51.66042,-0.1343238,Public Access
55.17603,-1.548145,Private
53.52463,-2.187509,Public Access
53.42878,-2.862871,Private
54.9589,-1.399034,Public Access
53.4008,-2.546909,Public Access
53.52463,-2.187509,Public Access
53.78794,-3.029874,Private
52.50779,1.736621,Public Access
53.55037,-1.494632,Public Access
52.29214,-1.576111,Private
55.17603,-1.548145,Public Access
53.42878,-2.862871,Public Access
52.89075,-0.3482793,Private
52.50779,1.736621,Public Access
53.4008,-2.546909,Private
53.51877,-2.190503,Public Access
53.55037,-1.494632,Public Access
53.46909,-2.993855,Public Access
53.46909,-2.993855,Private
53.75441,-0.3010544,Public Access
53.46909,-2.993855,Private
53.75441,-0.3010544,Public Access
54.28393,-0.4413834,Private
53.55037,-1.494632,Private
53.42878,-2.862871,Public Access
53.78794,-3.029874,Private
51.56361,-0.03498247,Public Access
51.51738,-0.1700692,Public Access
53.49249,-2.313317,Public Access
54.89579,-2.932481,Public Access
53.55405,-1.490306,Public Access
51.51738,-0.1700692,Public Access
51.52134,-0.0969239,Public Access
51.52134,-0.0969239,Public Access
51.44431,0.1141861,Public Access
53.24924,-2.536642,Public Access
53.24924,-2.536642,Public Access
53.55405,-1.490306,Public Access
51.62696,0.3017648,Private
52.51464,-2.083428,Private
50.70108,-1.296382,Public Access
51.42275,-0.9487774,Public Access
52.51464,-2.083428,Public Access
51.67047,-1.28596,Public Access
52.80247,0.01337382,Public Access
53.45835,-2.292846,Public Access
54.89579,-2.932481,Public Access
52.6114,-1.995579,Public Access
51.59055,-2.11375,Public Access
52.35218,0.5144962,Public Access
51.67047,-1.28596,Public Access
50.98948,-0.7387152,Private
52.51464,-2.083428,Public Access
52.35218,0.5144962,Public Access
52.35218,0.5144962,Public Access
51.48148,0.1715007,Public Access
52.35218,0.5144962,Public Access
53.49249,-2.313317,Public Access
53.55027,-0.1010819,Private
53.402,-2.59736,Public Access
53.402,-2.59736,Public Access
53.402,-2.59736,Public Access
53.402,-2.59736,Public Access
51.31197,1.150987,Public Access
53.402,-2.59736,Public Access
53.402,-2.59736,Public Access
53.75645,-1.877686,Private
53.402,-2.59736,Public Access
53.43085,-2.103529,Public Access
53.43085,-2.103529,Public Access
53.43085,-2.103529,Not Known
53.0514,-2.209263,Public Access
53.0514,-2.209263,Public Access
54.0272,-1.294288,Private
52.85658,-1.685687,Public Access
52.57251,-2.149301,Private
53.5417,-2.768474,Public Access
53.28043,-2.926719,Public Access
53.28043,-2.926719,Public Access
53.5417,-2.768474,Public Access
53.28043,-2.926719,Public Access
53.28043,-2.926719,Public Access
53.5417,-2.768474,Public Access
53.28043,-2.926719,Public Access
53.28043,-2.926719,Public Access
53.28043,-2.926719,Public Access
53.28043,-2.926719,Public Access
53.28043,-2.926719,Public Access
53.28043,-2.926719,Public Access
52.57251,-2.149301,Private
51.60668,-1.11356,Public Access
54.92088,-1.400209,Private
51.52195,-0.08024726,Public Access
54.53867,-1.261531,Public Access
53.58334,-1.631363,Public Access
54.92088,-1.400209,Private
54.92088,-1.400209,Private
51.52195,-0.08024726,Public Access
50.37686,-4.198274,Public Access
54.68834,-1.558501,Public Access
51.30805,0.4429857,Public Access
53.67286,-1.511727,Public Access
51.52195,-0.08024726,Public Access
54.53867,-1.261531,Public Access
54.53867,-1.261531,Public Access
51.88693,-0.405995,Public Access
51.74981,0.07339752,Public Access
53.36914,-2.918994,Public Access
51.88693,-0.405995,Public Access
50.70839,-2.454039,Public Access
50.70839,-2.454039,Public Access
50.70839,-2.454039,Public Access
50.70839,-2.454039,Public Access
50.70839,-2.454039,Public Access
50.70839,-2.454039,Public Access
50.70839,-2.454039,Not Known
50.70839,-2.454039,Public Access
50.70839,-2.454039,Public Access
53.11165,-2.010802,Public Access
51.45424,-2.601136,Public Access
53.50439,-1.329047,Public Access
51.12034,-3.004083,Public Access
52.60363,-2.076133,Public Access
53.55663,-2.076119,Public Access
53.55663,-2.076119,Public Access
53.53495,-2.082864,Public Access
51.20562,-2.180444,Public Access
53.55663,-2.076119,Public Access
53.53495,-2.082864,Public Access
53.68652,-1.497536,Public Access
51.12034,-3.004083,Public Access
53.24751,-1.426871,Public Access
51.12034,-3.004083,Public Access
53.55663,-2.076119,Public Access
52.05149,1.135417,Public Access
53.68652,-1.497536,Public Access
52.22314,-0.8671224,Public Access
53.55663,-2.076119,Public Access
53.55663,-2.076119,Public Access
53.53495,-2.082864,Public Access
53.68652,-1.497536,Public Access
52.60363,-2.076133,Public Access
53.53495,-2.082864,Private
51.12034,-3.004083,Public Access
53.10205,-1.372374,Public Access
53.53495,-2.082864,Public Access
53.53495,-2.082864,Public Access
51.20562,-2.180444,Public Access
53.2099,-1.228119,Private
52.60363,-2.076133,Public Access
53.24751,-1.426871,Public Access
53.26881,-2.158456,Public Access
51.74561,-0.3455617,Public Access
51.56733,0.5049353,Public Access
51.74561,-0.3455617,Public Access
51.74561,-0.3455617,Public Access
51.74561,-0.3455617,Public Access
52.58211,-0.2581293,Public Access
52.58211,-0.2581293,Public Access
52.03748,-2.758507,Public Access
52.03748,-2.758507,Public Access
52.69649,0.1771646,Public Access
51.66682,-0.03747486,Public Access
53.4013,-2.140315,Public Access
50.3459,-4.079067,Public Access
53.4013,-2.140315,Public Access
51.66682,-0.03747486,Public Access
51.46511,-1.133997,Private
51.66682,-0.03747486,Public Access
51.66682,-0.03747486,Public Access
52.2256,-0.8896214,Public Access
53.53669,-2.128345,Public Access
51.85847,-2.244074,Public Access
54.01633,-2.895893,Public Access
50.37514,-4.135662,Public Access
53.4855,-1.237196,Private
52.03565,-0.6877243,Public Access
50.46693,-3.537336,Public Access
54.01633,-2.895893,Public Access
51.64639,-0.3697186,Public Access
51.64639,-0.3697186,Public Access
54.66704,-1.459613,Public Access
52.28136,0.1940364,Public Access
51.61333,0.5976279,Public Access
50.37514,-4.135662,Public Access
50.46693,-3.537336,Public Access
51.90421,-0.175734,Public Access
51.64639,-0.3697186,Public Access
53.53669,-2.128345,Public Access
54.48373,-1.540863,Private
51.90421,-0.175734,Public Access
51.90421,-0.175734,Public Access
53.1835,-1.056711,Public Access
52.61465,-1.235665,Public Access
51.90421,-0.175734,Public Access
53.39458,-0.7574019,Public Access
52.58992,-1.985751,Public Access
53.53669,-2.128345,Public Access
51.8966,0.9052143,Public Access
51.64639,-0.3697186,Private
52.41718,-1.930139,Public Access
52.03565,-0.6877243,Public Access
52.58992,-1.985751,Public Access
50.46693,-3.537336,Public Access
51.64639,-0.3697186,Public Access
53.6833,-1.801548,Public Access
50.36923,-4.157785,Public Access
54.76663,-1.349134,Private
54.01633,-2.895893,Public Access
52.96366,-1.302036,Public Access
52.13849,1.026021,Public Access
52.6306,-1.132096,Public Access
53.40263,-2.571043,Public Access
52.76371,1.111449,Public Access
52.76371,1.111449,Public Access
52.76371,1.111449,Public Access
52.76371,1.111449,Public Access
52.9674,-1.218983,Public Access
52.9674,-1.218983,Public Access
53.85569,-1.60679,Public Access
53.85569,-1.60679,Public Access
53.85569,-1.60679,Public Access
53.85569,-1.60679,Public Access
53.85569,-1.60679,Public Access
53.85569,-1.60679,Public Access
53.85569,-1.60679,Public Access
51.51363,-0.2138178,Public Access
51.51363,-0.2138178,Public Access
51.51363,-0.2138178,Public Access
51.51363,-0.2138178,Public Access
51.51363,-0.2138178,Public Access
51.51363,-0.2138178,Public Access
51.51363,-0.2138178,Public Access
51.81863,-2.27336,Public Access
50.96599,-1.843579,Private
54.48237,-1.556134,Public Access
52.01664,-2.652646,Private
52.01664,-2.652646,Private
53.35336,-2.987552,Public Access
53.50665,-2.147855,Public Access
51.44823,-2.587738,Public Access
53.81513,-1.461728,Public Access
51.52953,-0.7995524,Public Access
51.51643,-1.255564,Public Access
52.23923,-0.8675376,Public Access
52.09076,-1.938427,Public Access
50.91012,-1.407494,Public Access
51.47567,-0.2301689,Public Access
51.41117,0.4573382,Private
53.35336,-2.987552,Public Access
52.2822,-1.909403,Public Access
53.81513,-1.461728,Public Access
50.44293,-3.565982,Public Access
50.85714,0.06798374,Public Access
50.44293,-3.565982,Public Access
51.45071,-0.9189258,Public Access
51.44856,-0.9627184,Private
53.77107,-0.2601344,Public Access
52.57079,-1.950877,Public Access
52.69422,-2.023715,Private
53.47185,-2.346054,Public Access
51.41277,-0.03751808,Public Access
52.80925,0.01637223,Public Access
53.77107,-0.2601344,Public Access
51.08662,-1.168985,Public Access
51.10926,-4.162419,Public Access
51.48651,-0.05205618,Public Access
51.44856,-0.9627184,Private
51.64726,-0.4174346,Public Access
53.81513,-1.461728,Private
53.77107,-0.2601344,Public Access
53.93636,-1.066926,Public Access
51.9564,-0.5392964,Private
54.85907,-1.829737,Public Access
52.33056,-2.056314,Public Access
53.77107,-0.2601344,Public Access
54.96521,-1.452857,Public Access
53.77107,-0.2601344,Public Access
53.88348,-2.764059,Public Access
50.93855,-0.6552649,Public Access
52.22871,-1.967295,Public Access
52.54905,-1.558965,Public Access
51.62852,-0.03940488,Public Access
53.90865,-0.8090153,Public Access
53.65066,-3.006237,Public Access
53.81513,-1.461728,Public Access
50.74704,-1.951014,Public Access
51.49701,-0.5358341,Public Access
53.77107,-0.2601344,Public Access
53.02547,-1.341743,Public Access
52.08523,-3.111677,Public Access
51.35105,-2.97889,Public Access
52.41299,-0.7104505,Public Access
51.27262,-0.08659165,Private
51.60837,-0.3520937,Public Access
53.77107,-0.2601344,Public Access
50.7846,-0.9570703,Private
50.86334,-1.331587,Public Access
53.47185,-2.346054,Public Access
53.37146,-2.320333,Private
53.44348,-2.716618,Public Access
54.94686,-1.449031,Public Access
52.36171,-0.6792496,Public Access
50.09917,-5.215685,Private
53.40653,-1.382464,Public Access
51.41282,-0.1199312,Public Access
53.40653,-1.382464,Public Access
51.41282,-0.1199312,Public Access
54.93957,-1.600761,Public Access
54.93957,-1.600761,Public Access
54.93957,-1.600761,Public Access
54.93957,-1.600761,Public Access
54.93957,-1.600761,Public Access
54.56734,-0.9349118,Public Access
52.45264,-2.377687,Public Access
51.88542,0.8390328,Private
51.52612,-0.09512836,Public Access
53.10715,-2.028487,Public Access
52.67244,-2.383848,Public Access
54.52835,-1.596366,Public Access
52.81558,-1.404886,Public Access
50.86692,-2.662403,Public Access
54.52835,-1.596366,Public Access
52.61533,-1.924765,Public Access
51.52152,-0.3160247,Private
54.99414,-1.432097,Public Access
53.5819,-0.678235,Public Access
53.4283,-2.729119,Public Access
53.35478,-2.889276,Private
53.35478,-2.889276,Private
53.35478,-2.889276,Private
53.35478,-2.889276,Public Access
54.90525,-1.387161,Private
53.8588,-3.033724,Public Access
51.73357,-1.191753,Public Access
51.73357,-1.191753,Public Access
51.73357,-1.191753,Public Access
53.56815,-1.191176,Private
53.56815,-1.191176,Public Access
53.56815,-1.191176,Private
53.56815,-1.191176,Public Access
53.56815,-1.191176,Public Access
53.56815,-1.191176,Public Access
53.56815,-1.191176,Public Access
53.56815,-1.191176,Public Access
51.43797,0.7749397,Public Access
51.43797,0.7749397,Private
51.43797,0.7749397,Private
53.56815,-1.191176,Not Known
52.76847,-2.056926,Private
52.4335,-1.732169,Public Access
51.42035,0.7834557,Private
51.42035,0.7834557,Public Access
51.42035,0.7834557,Private
51.42035,0.7834557,Public Access
51.42035,0.7834557,Private
51.42035,0.7834557,Public Access
51.42035,0.7834557,Public Access
51.42035,0.7834557,Private
51.42035,0.7834557,Private
53.04023,-2.147028,Public Access
53.07421,-1.396974,Public Access
53.51989,-1.134162,Public Access
53.4623,-2.951168,Public Access
52.5478,-0.226091,Public Access
52.61905,1.446282,Public Access
53.61063,-2.414311,Public Access
53.61063,-2.414311,Private
53.51989,-1.134162,Public Access
51.13674,-2.987661,Public Access
50.14534,-5.068458,Public Access
51.13674,-2.987661,Public Access
50.14534,-5.068458,Public Access
52.80356,-1.643049,Public Access
53.85504,-2.181422,Public Access
52.70762,-2.445588,Public Access
50.14534,-5.068458,Public Access
51.42793,-0.3189217,Public Access
50.76345,-1.306379,Public Access
53.64941,-2.674341,Public Access
52.80356,-1.643049,Public Access
54.96328,-1.710325,Public Access
50.14603,-5.069188,Public Access
54.96328,-1.710325,Public Access
52.58754,-2.128053,Public Access
54.20478,-0.3029526,Public Access
53.37422,-2.753695,Public Access
51.13674,-2.987661,Public Access
55.03555,-1.564983,Public Access
51.47696,-2.58551,Public Access
53.61735,-0.2147546,Public Access
53.61735,-0.2147546,Public Access
53.61735,-0.2147546,Public Access
54.97732,-1.610841,Public Access
54.97732,-1.610841,Public Access
52.5267,-2.064926,Public Access
52.5267,-2.064926,Public Access
52.5267,-2.064926,Public Access
51.25593,-0.7650093,Private
51.25593,-0.7650093,Private
51.25593,-0.7650093,Private
51.25593,-0.7650093,Private
53.83945,-2.624705,Public Access
52.36602,-1.254741,Public Access
52.8397,-1.634878,Public Access
52.36602,-1.254741,Public Access
52.38589,-1.85604,Public Access
52.36602,-1.254741,Public Access
53.37909,-2.723601,Private
53.47701,-2.250041,Public Access
53.37909,-2.723601,Private
52.36602,-1.254741,Public Access
51.51199,-0.1058295,Public Access
53.37909,-2.723601,Private
52.36602,-1.254741,Public Access
52.36602,-1.254741,Public Access
52.38589,-1.85604,Public Access
53.37909,-2.723601,Private
52.36602,-1.254741,Public Access
52.8397,-1.634878,Public Access
53.83945,-2.624705,Public Access
53.37909,-2.723601,Public Access
51.51199,-0.1058295,Public Access
53.37909,-2.723601,Private
52.36602,-1.254741,Public Access
53.37909,-2.723601,Private
53.37909,-2.723601,Private
52.48486,-1.889269,Public Access
53.3752,-2.735066,Private
53.3347,-2.715276,Private
51.48651,-0.05205618,Public Access
52.48486,-1.889269,Public Access
53.3752,-2.735066,Private
51.36545,0.5205738,Public Access
50.53683,-3.646189,Public Access
53.3752,-2.735066,Private
53.3347,-2.715276,Private
52.90113,0.5434836,Public Access
52.90113,0.5434836,Public Access
53.59874,-1.287285,Public Access
51.45877,-0.04965328,Private
53.3752,-2.735066,Private
53.3347,-2.715276,Private
53.3752,-2.735066,Private
53.3752,-2.735066,Private
51.64138,-0.1241804,Public Access
53.3347,-2.715276,Private
53.3347,-2.715276,Private
53.3752,-2.735066,Public Access
52.90113,0.5434836,Public Access
50.85775,-0.9816879,Public Access
53.3752,-2.735066,Private
50.53683,-3.646189,Public Access
53.69667,-2.294457,Public Access
53.59874,-1.287285,Public Access
51.56972,0.181369,Public Access
51.36545,0.5205738,Public Access
53.3347,-2.715276,Private
53.3347,-2.715276,Private
51.43721,-0.3493566,Private
52.52582,-2.01214,Public Access
52.90113,0.5434836,Public Access
53.3752,-2.735066,Public Access
53.3347,-2.715276,Private
53.69667,-2.294457,Public Access
52.48486,-1.889269,Public Access
53.3347,-2.715276,Private
51.45877,-0.04965328,Private
50.82042,-0.1451923,Public Access
53.3752,-2.735066,Public Access
53.3347,-2.715276,Public Access
53.3752,-2.735066,Private
53.3752,-2.735066,Public Access
51.36545,0.5205738,Public Access
53.3347,-2.715276,Private
51.61791,-0.1082173,Public Access
51.61791,-0.1082173,Public Access
51.90076,0.9008994,Public Access
51.90076,0.9008994,Public Access
50.81186,-0.3608202,Public Access
50.81186,-0.3608202,Public Access
50.81186,-0.3608202,Public Access
50.81186,-0.3608202,Public Access
50.81186,-0.3608202,Public Access
52.05208,-0.8385136,Public Access
52.05208,-0.8385136,Public Access
53.97062,-1.132706,Public Access
53.97062,-1.132706,Public Access
53.97062,-1.132706,Public Access
51.48497,-2.760134,Public Access
51.48497,-2.760134,Public Access
53.2099,-1.228119,Public Access
51.35131,-0.049737,Private
51.35131,-0.049737,Public Access
51.35131,-0.049737,Public Access
51.35131,-0.049737,Public Access
52.97766,-2.107528,Public Access
53.2099,-1.228119,Public Access
51.35131,-0.049737,Public Access
53.84074,-0.4190517,Public Access
54.90546,-1.387338,Public Access
54.90546,-1.387338,Public Access
54.90546,-1.387338,Public Access
54.90546,-1.387338,Public Access
51.06325,0.1666282,Public Access
54.90546,-1.387338,Public Access
53.4072,-2.826966,Public Access
52.91536,-1.206552,Public Access
54.90546,-1.387338,Public Access
54.90546,-1.387338,Public Access
54.90546,-1.387338,Public Access
53.78839,-2.241405,Public Access
53.41473,-1.392428,Public Access
52.94554,-1.14365,Public Access
52.94554,-1.14365,Public Access
54.85768,-1.829058,Public Access
50.52944,-2.45314,Public Access
53.41473,-1.392428,Public Access
54.90546,-1.387338,Public Access
53.84074,-0.4190517,Public Access
50.52944,-2.45314,Public Access
50.52944,-2.45314,Public Access
52.94554,-1.14365,Public Access
53.78839,-2.241405,Public Access
51.53918,-2.52402,Public Access
51.53918,-2.52402,Public Access
54.68231,-1.219159,Public Access
50.90963,-1.258792,Public Access
50.877,-1.875174,Public Access
50.877,-1.875174,Public Access
51.83432,-2.188554,Public Access
51.54499,-0.1036425,Public Access
50.73732,-3.537453,Public Access
51.83432,-2.188554,Public Access
53.60479,-2.588114,Public Access
53.46493,-0.5810169,Private
52.12699,-0.489902,Public Access
52.27352,-2.15647,Public Access
53.74265,-1.762368,Public Access
51.42049,-1.42856,Public Access
53.46493,-0.5810169,Public Access
51.54012,-0.572076,Public Access
51.08904,1.173317,Private
53.46493,-0.5810169,Public Access
53.74265,-1.762368,Public Access
52.20469,-2.222825,Public Access
51.11083,-1.045256,Public Access
50.92031,-1.293169,Public Access
51.58967,-0.01185749,Public Access
53.74265,-1.762368,Public Access
52.00063,-2.130562,Public Access
53.46493,-0.5810169,Public Access
51.08904,1.173317,Private
51.44342,-0.02480787,Public Access
53.74265,-1.762368,Public Access
52.27352,-2.15647,Public Access
53.00737,-1.718506,Public Access
54.94788,-1.585045,Public Access
52.08836,0.6053429,Public Access
51.45642,-0.01339352,Public Access
51.45642,-0.01339352,Public Access
51.45642,-0.01339352,Public Access
51.45642,-0.01339352,Public Access
52.06109,-1.334446,Public Access
53.59451,-2.413381,Public Access
53.5527,-1.483882,Public Access
50.917,-1.385335,Public Access
50.917,-1.385335,Public Access
52.28751,0.04815029,Public Access
52.28751,0.04815029,Public Access
53.81892,-1.551904,Public Access
51.39365,-0.1718436,Public Access
52.55511,-1.990866,Private
52.56295,-2.117949,Public Access
50.80454,-0.0572792,Private
51.89687,-0.4913951,Public Access
55.26445,-1.730743,Public Access
53.19514,-2.535859,Private
54.9737,-1.61543,Public Access
53.74809,-2.489464,Public Access
52.60106,-2.072873,Public Access
50.80454,-0.0572792,Private
53.19514,-2.535859,Private
53.49678,-2.510399,Public Access
52.59827,-2.183705,Public Access
51.28535,0.2203724,Private
53.771,-2.692599,Public Access
53.01462,-2.183465,Public Access
53.56699,-0.6396353,Public Access
51.79913,-0.8142856,Public Access
52.153,1.052916,Public Access
50.81834,-0.4086678,Public Access
51.79239,-2.61124,Public Access
50.80454,-0.0572792,Private
54.08872,-1.395476,Public Access
52.04474,0.7329874,Private
51.38265,0.539701,Public Access
51.38265,0.539701,Public Access
52.46862,-1.778601,Public Access
50.67688,-3.399393,Public Access
51.28535,0.2203724,Private
50.81834,-0.4086678,Public Access
50.80454,-0.0572792,Private
52.33268,-2.061655,Public Access
52.40134,1.296098,Public Access
52.04474,0.7329874,Private
52.46862,-1.778601,Public Access
51.55857,0.4595681,Public Access
52.46862,-1.778601,Public Access
51.22245,-2.610074,Private
53.19514,-2.535859,Private
52.33268,-2.061655,Public Access
53.74809,-2.489464,Public Access
53.49678,-2.510399,Public Access
50.80454,-0.0572792,Private
52.55511,-1.990866,Public Access
54.85891,-1.74679,Private
52.55511,-1.990866,Public Access
50.39724,-4.792522,Public Access
54.85891,-1.74679,Private
50.48005,-3.542054,Public Access
51.50263,-0.2221142,Public Access
52.55511,-1.990866,Private
50.80454,-0.0572792,Public Access
52.54057,-1.377068,Public Access
54.85891,-1.74679,Public Access
52.46779,-2.117372,Public Access
54.82377,-1.745413,Private
52.33268,-2.061655,Public Access
50.80454,-0.0572792,Private
53.19514,-2.535859,Private
53.49678,-2.510399,Public Access
51.28535,0.2203724,Public Access
51.26459,0.2471407,Private
53.72644,-1.728246,Public Access
52.56295,-2.117949,Public Access
52.153,1.052916,Public Access
52.32706,-0.03324847,Private
51.28535,0.2203724,Private
53.38825,-2.598094,Public Access
53.19514,-2.535859,Public Access
51.45897,-0.3052,Public Access
53.50607,-2.350759,Public Access
53.59615,-3.040797,Public Access
54.85891,-1.74679,Private
52.4482,0.05245917,Public Access
53.19514,-2.535859,Private
53.74809,-2.489464,Public Access
52.79139,-0.146709,Public Access
50.80454,-0.0572792,Private
51.67192,0.725027,Private
52.59827,-2.183705,Public Access
51.38265,0.539701,Public Access
52.97185,-1.315812,Public Access
50.99845,-0.7212849,Private
51.34341,-0.5062186,Public Access
51.38265,0.539701,Public Access
54.85891,-1.74679,Public Access
52.59039,-2.162356,Public Access
50.81834,-0.4086678,Private
53.38825,-2.598094,Public Access
52.46721,-0.102323,Public Access
53.42458,-1.547094,Private
51.54046,-2.41621,Public Access
52.04474,0.7329874,Private
53.01462,-2.183465,Public Access
52.46862,-1.778601,Public Access
52.04474,0.7329874,Private
52.46862,-1.778601,Public Access
53.09168,-0.8459871,Public Access
51.38265,0.539701,Public Access
54.85891,-1.74679,Public Access
51.21816,1.396047,Public Access
52.55511,-1.990866,Public Access
51.94572,-0.661812,Public Access
51.77402,0.1322744,Public Access
53.45574,-2.739361,Public Access
53.45574,-2.739361,Public Access
51.33691,-0.7482295,Public Access
52.05143,0.742017,Private
52.05143,0.742017,Private
52.05143,0.742017,Private
51.33691,-0.7482295,Public Access
52.90894,-0.6652393,Private
51.75313,-0.2409521,Public Access
51.75313,-0.2409521,Public Access
51.75313,-0.2409521,Public Access
51.50706,-0.2694809,Public Access
51.50706,-0.2694809,Public Access
51.50706,-0.2694809,Public Access
53.00371,-2.201399,Public Access
52.67769,-2.45821,Private
51.55527,-1.733681,Public Access
52.56918,-2.047935,Private
51.84552,-2.224185,Public Access
52.56918,-2.047935,Private
51.84552,-2.224185,Public Access
51.84552,-2.224185,Public Access
51.58179,-2.323658,Private
52.56918,-2.047935,Private
52.58117,-2.185002,Private
53.75581,-1.876399,Private
51.50985,-0.3994928,Public Access
53.63144,-2.683905,Public Access
51.84552,-2.224185,Public Access
52.56918,-2.047935,Private
51.84552,-2.224185,Private
51.54619,-0.1772057,Private
52.56918,-2.047935,Private
52.56918,-2.047935,Private
53.75581,-1.876399,Private
51.50985,-0.3994928,Public Access
53.00371,-2.201399,Public Access
51.84552,-2.224185,Public Access
53.39045,-2.638167,Private
52.60801,-1.081254,Public Access
51.55527,-1.733681,Public Access
52.56918,-2.047935,Private
51.84552,-2.224185,Public Access
52.58117,-2.185002,Private
53.00371,-2.201399,Public Access
53.50922,-2.077026,Public Access
53.55499,-1.470999,Public Access
52.94082,-1.092392,Public Access
53.18153,0.3502468,Public Access
51.28028,-3.012715,Public Access
51.75339,-0.5641684,Public Access
51.33956,1.402746,Public Access
50.47703,-3.553505,Public Access
51.72136,-0.5975978,Public Access
53.76227,-2.477005,Private
51.49228,-0.05110432,Public Access
51.72136,-0.5975978,Private
53.51141,-2.235888,Public Access
51.28028,-3.012715,Public Access
53.77227,-0.3713743,Private
52.13676,-0.4969366,Private
53.18153,0.3502468,Public Access
51.33956,1.402746,Public Access
51.37528,-0.3710819,Public Access
53.91599,-3.042384,Private
