date,series,price
2020-07-28,Cheapest tariff (Basket),812.48
2020-08-28,Cheapest tariff (Basket),806.62
2020-09-28,Cheapest tariff (Basket),837.26
2020-10-28,Cheapest tariff (Basket),854.39
2020-11-28,Cheapest tariff (Basket),843.93
2020-12-28,Cheapest tariff (Basket),885.31
2021-01-28,Cheapest tariff (Basket),935.56
2021-02-28,Cheapest tariff (Basket),932.95
2021-03-28,Cheapest tariff (Basket),913.93
2021-04-28,Cheapest tariff (Basket),920.82
2021-05-28,Cheapest tariff (Basket),943.97
2021-06-28,Cheapest tariff (Basket),968.44
2021-07-28,Cheapest tariff (Basket),1015.26
2021-08-28,Cheapest tariff (Basket),1084.13
2021-09-28,Cheapest tariff (Basket),1106.17
2021-10-28,Cheapest tariff (Basket),1267.12
2021-11-28,Cheapest tariff (Basket),1267.91
2021-12-28,Cheapest tariff (Basket),1267.78
2022-01-28,Cheapest tariff (Basket),1267.81
2022-02-28,Cheapest tariff (Basket),1267.97
2022-03-28,Cheapest tariff (Basket),1267.97
2022-04-28,Cheapest tariff (Basket),1959.49
2022-05-28,Cheapest tariff (Basket),1959.49
2022-06-28,Cheapest tariff (Basket),1959.59
2022-07-28,Cheapest tariff (Basket),1959.65
2022-08-28,Cheapest tariff (Basket),1959.65
2022-09-28,Cheapest tariff (Basket),1959.65
2022-10-28,Cheapest tariff (Basket),2482.1
2022-11-28,Cheapest tariff (Basket),2482.1
2022-12-28,Cheapest tariff (Basket),2482.1
2023-01-28,Cheapest tariff (Basket),2481.6
2023-02-28,Cheapest tariff (Basket),2481.6
2023-03-28,Cheapest tariff (Basket),2481.59
2023-04-28,Cheapest tariff (Basket),2489.23
2023-05-28,Cheapest tariff (Basket),2490.32
2023-06-28,Cheapest tariff (Basket),2441.77
2023-07-28,Cheapest tariff (Basket),2037.2
2023-08-28,Cheapest tariff (Basket),2030.8
2023-09-28,Cheapest tariff (Basket),1991.81
2023-10-28,Cheapest tariff (Basket),1810.53
2023-11-28,Cheapest tariff (Basket),1810.53
2023-12-28,Cheapest tariff (Basket),1810.53
2024-01-28,Cheapest tariff (Basket),1818.73
2024-02-28,Cheapest tariff (Basket),1665.72
2024-03-28,Cheapest tariff (Basket),1632.87
2024-04-28,Cheapest tariff (Basket),1589.24
2024-05-28,Cheapest tariff (Basket),1587.5
2024-06-28,Cheapest tariff (Basket),1578.77
2012-01-28,Default tariff cap level,
2012-02-28,Default tariff cap level,
2012-03-28,Default tariff cap level,
2012-04-28,Default tariff cap level,
2012-05-28,Default tariff cap level,
2012-06-28,Default tariff cap level,
2012-07-28,Default tariff cap level,
2012-08-28,Default tariff cap level,
2012-09-28,Default tariff cap level,
2012-10-28,Default tariff cap level,
2012-11-28,Default tariff cap level,
2012-12-28,Default tariff cap level,
2013-01-28,Default tariff cap level,
2013-02-28,Default tariff cap level,
2013-03-28,Default tariff cap level,
2013-04-28,Default tariff cap level,
2013-05-28,Default tariff cap level,
2013-06-28,Default tariff cap level,
2013-07-28,Default tariff cap level,
2013-08-28,Default tariff cap level,
2013-09-28,Default tariff cap level,
2013-10-28,Default tariff cap level,
2013-11-28,Default tariff cap level,
2013-12-28,Default tariff cap level,
2014-01-28,Default tariff cap level,
2014-02-28,Default tariff cap level,
2014-03-28,Default tariff cap level,
2014-04-28,Default tariff cap level,
2014-05-28,Default tariff cap level,
2014-06-28,Default tariff cap level,
2014-07-28,Default tariff cap level,
2014-08-28,Default tariff cap level,
2014-09-28,Default tariff cap level,
2014-10-28,Default tariff cap level,
2014-11-28,Default tariff cap level,
2014-12-28,Default tariff cap level,
2015-01-28,Default tariff cap level,
2015-02-28,Default tariff cap level,
2015-03-28,Default tariff cap level,
2015-04-28,Default tariff cap level,
2015-05-28,Default tariff cap level,
2015-06-28,Default tariff cap level,
2015-07-28,Default tariff cap level,
2015-08-28,Default tariff cap level,
2015-09-28,Default tariff cap level,
2015-10-28,Default tariff cap level,
2015-11-28,Default tariff cap level,
2015-12-28,Default tariff cap level,
2016-01-28,Default tariff cap level,
2016-02-28,Default tariff cap level,
2016-03-28,Default tariff cap level,
2016-04-28,Default tariff cap level,
2016-05-28,Default tariff cap level,
2016-06-28,Default tariff cap level,
2016-07-28,Default tariff cap level,
2016-08-28,Default tariff cap level,
2016-09-28,Default tariff cap level,
2016-10-28,Default tariff cap level,
2016-11-28,Default tariff cap level,
2016-12-28,Default tariff cap level,
2017-01-28,Default tariff cap level,
2017-02-28,Default tariff cap level,
2017-03-28,Default tariff cap level,
2017-04-28,Default tariff cap level,
2017-05-28,Default tariff cap level,
2017-06-28,Default tariff cap level,
2017-07-28,Default tariff cap level,
2017-08-28,Default tariff cap level,
2017-09-28,Default tariff cap level,
2017-10-28,Default tariff cap level,
2017-11-28,Default tariff cap level,
2017-12-28,Default tariff cap level,
2018-01-28,Default tariff cap level,
2018-02-28,Default tariff cap level,
2018-03-28,Default tariff cap level,
2018-04-28,Default tariff cap level,
2018-05-28,Default tariff cap level,
2018-06-28,Default tariff cap level,
2018-07-28,Default tariff cap level,
2018-08-28,Default tariff cap level,
2018-09-28,Default tariff cap level,
2018-10-28,Default tariff cap level,
2018-11-28,Default tariff cap level,
2018-12-28,Default tariff cap level,
2019-01-28,Default tariff cap level,1137.47
2019-02-28,Default tariff cap level,1137.47
2019-03-28,Default tariff cap level,1137.47
2019-04-28,Default tariff cap level,1254.0
2019-05-28,Default tariff cap level,1254.0
2019-06-28,Default tariff cap level,1254.0
2019-07-28,Default tariff cap level,1254.0
2019-08-28,Default tariff cap level,1254.0
2019-09-28,Default tariff cap level,1254.0
2019-10-28,Default tariff cap level,1179.0
2019-11-28,Default tariff cap level,1179.0
2019-12-28,Default tariff cap level,1179.0
2020-01-28,Default tariff cap level,1179.0
2020-02-28,Default tariff cap level,1179.0
2020-03-28,Default tariff cap level,1179.0
2020-04-28,Default tariff cap level,1127.0
2020-05-28,Default tariff cap level,1127.0
2020-06-28,Default tariff cap level,1127.0
2020-07-28,Default tariff cap level,1127.0
2020-08-28,Default tariff cap level,1127.0
2020-09-28,Default tariff cap level,1127.0
2020-10-28,Default tariff cap level,1042.0
2020-11-28,Default tariff cap level,1042.0
2020-12-28,Default tariff cap level,1042.0
2021-01-28,Default tariff cap level,1042.0
2021-02-28,Default tariff cap level,1042.0
2021-03-28,Default tariff cap level,1042.0
2021-04-28,Default tariff cap level,1138.0
2021-05-28,Default tariff cap level,1138.0
2021-06-28,Default tariff cap level,1138.0
2021-07-28,Default tariff cap level,1138.0
2021-08-28,Default tariff cap level,1138.0
2021-09-28,Default tariff cap level,1138.0
2021-10-28,Default tariff cap level,1277.0
2021-11-28,Default tariff cap level,1277.0
2021-12-28,Default tariff cap level,1277.0
2022-01-28,Default tariff cap level,1277.0
2022-02-28,Default tariff cap level,1277.0
2022-03-28,Default tariff cap level,1277.0
2022-04-28,Default tariff cap level,1971.0
2022-05-28,Default tariff cap level,1971.0
2022-06-28,Default tariff cap level,1971.0
2022-07-28,Default tariff cap level,1971.0
2022-08-28,Default tariff cap level,1971.0
2022-09-28,Default tariff cap level,1971.0
2022-10-28,Default tariff cap level,2500.0
2022-11-28,Default tariff cap level,2500.0
2022-12-28,Default tariff cap level,2500.0
2023-01-28,Default tariff cap level,2500.0
2023-02-28,Default tariff cap level,2500.0
2023-03-28,Default tariff cap level,2500.0
2023-04-28,Default tariff cap level,2500.0
2023-05-28,Default tariff cap level,2500.0
2023-06-28,Default tariff cap level,2500.0
2023-07-28,Default tariff cap level,2074.0
2023-08-28,Default tariff cap level,2074.0
2023-09-28,Default tariff cap level,2074.0
2023-10-28,Default tariff cap level,1834.0
2023-11-28,Default tariff cap level,1834.0
2023-12-28,Default tariff cap level,1834.0
2024-01-28,Default tariff cap level,1928.0
2024-02-28,Default tariff cap level,1928.0
2024-03-28,Default tariff cap level,1928.0
2024-04-28,Default tariff cap level,1690.0
2024-05-28,Default tariff cap level,1690.0
2024-06-28,Default tariff cap level,1690.0
