WEO code,ISO3,WEO Subject Code,Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Estimates Start After,p21,GrowthLatest
742,TGO,NGDPRPPPPC,Togo,1671.684,1640.389,1659.322,1725.272,1664.094,1545.724,1542.754,1480.863,1497.661,1537.12,1587.895,1645.254,1707.819,1766.368,1824.178,1881.176,1937.743,1972.697,2020.781,2079.853,2065.418,2121.653,2182.327,2246.88,2020.0,0,0.029579893389029176
866,TON,NGDPRPPPPC,Tonga,4855.669,4906.315,5105.802,5087.666,4971.243,4930.211,4802.235,4662.934,4872.448,4607.786,4633.408,4926.701,4965.598,5007.355,5135.242,5222.918,5622.503,5813.165,5834.512,5883.116,5919.295,5768.64,5662.797,5812.007,2020.0,0,0.02634916985369598
369,TTO,NGDPRPPPPC,Trinidad and Tobago,17798.062,18391.353,19620.585,22232.92,23740.927,25016.721,28431.669,29507.845,30338.387,28733.6,29566.437,29332.274,30464.687,31427.84,32266.491,31835.847,29526.524,28004.633,27645.252,27574.032,25374.552,24982.986,25471.134,26148.038,2019.0,0,0.02657533818478605
744,TUN,NGDPRPPPPC,Tunisia,7786.458,8010.609,8051.86,8366.581,8819.164,9049.966,9437.07,9970.557,10283.987,10481.659,10729.262,10390.981,10704.596,10837.399,11042.63,11021.166,11017.675,11138.348,11306.153,11364.832,10258.253,10607.348,10775.707,10825.056,2019.0,0,0.004579653103040028
186,TUR,NGDPRPPPPC,Türkiye,15198.583,14133.897,14864.246,15537.13,16852.71,18141.34,19159.887,19882.136,19783.247,18558.16,19804.918,21728.07,22496.657,24074.301,24929.24,26095.081,26599.436,28242.491,28660.967,28485.734,28878.96,31752.912,33284.398,33781.813,2022.0,1,0.014944389260097205
925,TKM,NGDPRPPPPC,Turkmenistan,4521.786,5383.596,6166.896,7146.792,8111.576,9070.931,9953.058,10924.714,12384.629,12982.037,14849.292,16476.443,17175.576,16803.615,17130.095,17327.622,16923.791,17511.847,17482.37,16409.212,15605.922,16085.676,16141.339,16293.589,2004.0,0,0.009432302983042484
869,TUV,NGDPRPPPPC,Tuvalu,,,3646.788,3517.987,3407.567,3238.097,3238.415,3417.911,3596.352,3350.978,3226.607,3425.032,3241.651,3374.068,3416.999,3722.956,3884.492,4100.191,4140.922,4694.969,4476.807,4539.866,4552.86,4728.742,2017.0,0,0.038631102208282385
746,UGA,NGDPRPPPPC,Uganda,1377.299,1451.028,1503.316,1540.368,1574.955,1676.199,1734.945,1811.853,1932.76,2020.024,2102.075,2190.543,2172.026,2192.777,2253.672,2364.492,2299.029,2383.481,2440.182,2564.021,2444.768,2515.973,2563.201,2630.279,2021.0,0,0.02616962150061582
926,UKR,NGDPRPPPPC,Ukraine,7295.688,8007.261,8505.308,9388.106,10572.024,10981.664,11888.365,12939.345,13289.867,11327.655,11839.776,12526.09,12576.492,12611.945,12467.834,11292.085,11612.979,11942.821,12428.081,12902.796,12512.756,13065.078,10722.109,11339.532,2020.0,0,0.057584100292209194
466,ARE,NGDPRPPPPC,United Arab Emirates,105865.836,101402.023,98267.968,100845.876,104333.745,100207.966,90166.979,75020.881,59645.263,55655.52,56104.613,59063.124,60923.347,63006.349,64605.401,67908.511,70253.338,69377,69819.141,69576.041,67703.847,68327.817,70909.848,71965.69,2021.0,0,0.014889920508643654
112,GBR,NGDPRPPPPC,United Kingdom,38999.65,39688.045,40218.694,41286.277,42033.818,42824.682,43452.099,44208.397,43779.611,41511.516,42182.201,42278.871,42608.485,43112.523,44153.813,44854.248,45449.885,46284.111,46792.679,47286.433,41892.221,44941.86,46406.964,46065.584,2020.0,1,-0.007356223518521862
111,USA,NGDPRPPPPC,United States,50146.224,50106.475,50460.274,51387.017,52883.647,54221.85,55205.935,55761.315,55313.757,53410.168,54438.394,54890.979,55745.733,56383.964,57259.636,58386.737,58938.894,59878.72,61313.664,62429.7,60205.076,63582.331,64660.929,65287.543,2021.0,1,0.00969076704728448
298,URY,NGDPRPPPPC,Uruguay,14355.534,13794.07,12745.818,12880.316,13512.655,14473.339,15041.188,16021.347,17149.28,17797.506,19081.126,19972.449,20595.644,21465.01,22073.38,22069.821,22357.801,22637.313,22662.6,22660.765,21200.621,22058.265,23058.629,23444.607,2015.0,0,0.0167389830505534
927,UZB,NGDPRPPPPC,Uzbekistan,2997.801,3082.744,3167.414,3259.936,3463.106,3660.823,3891.802,4205.409,4514.745,4798.689,5053.213,5224.145,5513.405,5829.285,6127.969,6458.147,6721.482,6897.807,7183.464,7476.063,7479.137,7880.899,8159.453,8408.701,2021.0,0,0.03054714574616689
846,VUT,NGDPRPPPPC,Vanuatu,2578.773,2435.482,2257.276,2300.205,2338.151,2406.836,2551.783,2566.141,2648.947,2671.672,2640.892,2662.569,2628.992,2581.797,2602.918,2553.722,2635.574,2739.068,2755.146,2780.495,2554.109,2485.447,2447.515,2448.301,2019.0,0,0.00032114205633062854
299,VEN,NGDPRPPPPC,Venezuela,16072.354,16344.033,14654.861,13302.039,15486.2,16817.907,18193.888,19485.748,20206.023,19268.582,18703.222,19201.845,19991.093,19973.37,18928.6,17511.156,14482.92,12322.101,10427.235,7836.525,5459.719,5557.005,6148.013,6548.41,2010.0,0,0.06512624485341849
582,VNM,NGDPRPPPPC,Vietnam,3599.173,3795.973,4011.636,4265.994,4556.153,4855.02,5145.627,5460.725,5714.783,5964.555,6284.506,6695.705,6988.794,7298.825,7684.58,8133.268,8585.476,9085.612,9661.291,10176.85,10350.775,10516.392,11250.457,11794.155,2020.0,1,0.04832674797121577
487,WBG,NGDPRPPPPC,West Bank and Gaza,4309.789,3802.477,3238.112,3592.491,4260.696,4605.633,4428.609,4463.905,4668.002,4938.184,5091.926,5443.689,5636.7,5763.351,5622.601,5701.394,6070.647,6025.007,5947.337,5879.786,5087.056,5312.497,5393.479,5455.872,2021.0,0,0.01156822896686907
474,YEM,NGDPRPPPPC,Yemen,3756.937,3793.405,3838.211,3878.036,3926.456,4036.84,4045.203,4054.669,4078.123,4111.558,4299.888,3645.229,3625.398,3692.523,3582.26,2508.695,2214.102,2047.94,2011.739,1990.717,1778.097,1721.819,1711.911,1665.927,2020.0,0,-0.02686120949044673
754,ZMB,NGDPRPPPPC,Zambia,2096.494,2142.792,2171.935,2252.12,2335.074,2422.44,2525.103,2641.037,2746.496,2894.97,3083.362,3146.851,3275.975,3330.892,3375.948,3365.373,3384.265,3395.477,3425.956,3372.366,3183.658,3236.796,3257.099,3296.386,2019.0,0,0.01206196065885618
698,ZWE,NGDPRPPPPC,Zimbabwe,2854.868,2849.222,2636.721,2207.35,2053.067,1884.797,1790.528,1725.327,1434.175,1526.394,1810.554,2047.779,2278.815,2260.054,2255.69,2258.279,2234.142,2311.529,2387.042,2201.268,1991.106,2117.353,2136.731,2143.04,2017.0,0,0.0029526412075267035
