Year,Country,Value
1983,CIV,1.535782303
1984,CIV,1.44159171
1985,CIV,1.454672264
1986,CIV,1.451765436
1987,CIV,1.398664703
1988,CIV,1.365923874
1989,CIV,1.354699467
1990,CIV,1.289501642
1991,CIV,1.242187104
1992,CIV,1.193877158
1993,CIV,1.148794854
1994,CIV,1.117348631
1995,CIV,1.155329333
1996,CIV,1.201668553
1997,CIV,1.27255021
1998,CIV,1.283009882
1999,CIV,1.259317154
2000,CIV,1.222045006
2001,CIV,1.164812407
2002,CIV,1.104916759
2003,CIV,1.027565279
2004,CIV,1.035797142
2005,CIV,1.022660488
2006,CIV,1.028475584
2007,CIV,1.017575639
2008,CIV,1.043766693
2009,CIV,1.05871616
2010,CIV,1.10752846
2011,CIV,1.026523768
2012,CIV,1.082273484
2013,CIV,1.174264598
2014,CIV,1.254923205
2015,CIV,1.310931093
2016,CIV,1.369249763
2017,CIV,1.43249051
2018,CIV,1.492395486
2019,CIV,1.545769933
2020,CIV,1.537305046
2021,CIV,1.605589911
1960,CMR,1
1961,CMR,0.995736665
1962,CMR,1.006003323
1963,CMR,1.019873059
1964,CMR,1.031588397
1965,CMR,1.027725851
1966,CMR,1.049427933
1967,CMR,0.912146388
1968,CMR,0.945953302
1969,CMR,0.96721376
1970,CMR,0.971383661
1971,CMR,0.978708614
1972,CMR,0.978002473
1973,CMR,1.002523268
1974,CMR,1.079892692
1975,CMR,1.168405895
1976,CMR,1.075046133
1977,CMR,1.191579267
1978,CMR,1.414493604
1979,CMR,1.457994269
1980,CMR,1.382951028
1981,CMR,1.562498559
1982,CMR,1.639470106
1983,CMR,1.71532649
1984,CMR,1.791599234
1985,CMR,1.877669673
1986,CMR,1.943668132
1987,CMR,1.84339571
1988,CMR,1.647745014
1989,CMR,1.569679125
1990,CMR,1.429832658
1991,CMR,1.334830926
1992,CMR,1.256031105
1993,CMR,1.123231798
1994,CMR,1.112065265
1995,CMR,1.112827978
1996,CMR,1.1286657
1997,CMR,1.148803512
1998,CMR,1.171706181
1999,CMR,1.192543371
2000,CMR,1.206032548
2001,CMR,1.225566402
2002,CMR,1.246579585
2003,CMR,1.279166822
2004,CMR,1.332261576
2005,CMR,1.325227845
2006,CMR,1.338811345
2007,CMR,1.358445609
2008,CMR,1.358050554
2009,CMR,1.353981535
2010,CMR,1.354070664
2011,CMR,1.360750927
2012,CMR,1.384180903
2013,CMR,1.413007991
2014,CMR,1.44916549
2015,CMR,1.483841085
2016,CMR,1.505419587
2017,CMR,1.515177907
2018,CMR,1.5321751
2019,CMR,1.542030406
2020,CMR,1.50467573
2021,CMR,1.519024071
1960,COD,1
1961,COD,0.868920721
1962,COD,1.02611242
1963,COD,1.051384178
1964,COD,0.998651165
1965,COD,0.981288114
1966,COD,1.018372307
1967,COD,0.97938276
1968,COD,0.992235736
1969,COD,1.053760856
1970,COD,1.021518038
1971,COD,1.053520197
1972,COD,1.027315054
1973,COD,1.081401821
1974,COD,1.085720329
1975,COD,1.004590675
1976,COD,0.927036152
1977,COD,0.910927902
1978,COD,0.836082196
1979,COD,0.810907881
1980,COD,0.803700648
1981,COD,0.800150062
1982,COD,0.77499641
1983,COD,0.764640451
1984,COD,0.783386038
1985,COD,0.763536751
1986,COD,0.776239976
1987,COD,0.772951339
1988,COD,0.752714836
1989,COD,0.720226663
1990,COD,0.651198603
1991,COD,0.577004124
1992,COD,0.501094203
1993,COD,0.419924001
1994,COD,0.384773939
1995,COD,0.371589349
1996,COD,0.360843884
1997,COD,0.335229754
1998,COD,0.322072656
1999,COD,0.299625699
2000,COD,0.270949439
2001,COD,0.257369339
2002,COD,0.25697883
2003,COD,0.263441503
2004,COD,0.272934361
2005,COD,0.280793583
2006,COD,0.286457606
2007,COD,0.294756323
2008,COD,0.303247491
2009,COD,0.302099814
2010,COD,0.313235697
2011,COD,0.323734798
2012,COD,0.335233919
2013,COD,0.351479286
2014,COD,0.37173216
2015,COD,0.384196653
2016,COD,0.380012767
2017,COD,0.380836038
2018,COD,0.390028811
2019,COD,0.394361899
2020,COD,0.388475301
2021,COD,0.399478395
1960,COG,1
1961,COG,1.055767315
1962,COG,1.081817651
1963,COG,1.01073937
1964,COG,1.021018071
1965,COG,1.029498526
1966,COG,1.014334747
1967,COG,1.006471647
1968,COG,1.052151586
1969,COG,1.098546099
1970,COG,1.133863193
1971,COG,1.185148349
1972,COG,1.248178179
1973,COG,1.309656096
1974,COG,1.369823816
1975,COG,1.435178304
1976,COG,1.413122663
1977,COG,1.255861114
1978,COG,1.304366539
1979,COG,1.399517048
1980,COG,1.609409836
1981,COG,1.851204043
1982,COG,2.238859976
1983,COG,2.321090844
1984,COG,2.421130709
1985,COG,2.321881863
1986,COG,2.099151769
1987,COG,2.041828859
1988,COG,2.018247028
1989,COG,2.011931635
1990,COG,1.97560864
1991,COG,1.967473124
1992,COG,1.964179324
1993,COG,1.890048545
1994,COG,1.736002378
1995,COG,1.757075196
1996,COG,1.784132095
1997,COG,1.73694447
1998,COG,1.763749398
1999,COG,1.67292885
2000,COG,1.732271079
2001,COG,1.731793939
2002,COG,1.769246784
2003,COG,1.734941157
2004,COG,1.735285681
2005,COG,1.803774343
2006,COG,1.876069473
2007,COG,1.688658802
2008,COG,1.736651101
2009,COG,1.862412113
2010,COG,1.964030296
2011,COG,1.943278766
2012,COG,2.078083746
2013,COG,2.014215022
2014,COG,2.098733253
2015,COG,1.976442321
2016,COG,1.721693692
2017,COG,1.607343806
2018,COG,1.493906798
2019,COG,1.457865067
2020,COG,1.335395652
2021,COG,1.276110907
1960,COL,1
1961,COL,1.018764474
1962,COL,1.04115887
1963,COL,1.042908333
1964,COL,1.074219036
1965,COL,1.0802481
1966,COL,1.104450687
1967,COL,1.118454591
1968,COL,1.153301743
1969,COL,1.192492792
1970,COL,1.235441425
1971,COL,1.278494693
1972,COL,1.345576128
1973,COL,1.404090277
1974,COL,1.452243711
1975,COL,1.453864256
1976,COL,1.490181597
1977,COL,1.51843804
1978,COL,1.610180627
1979,COL,1.658604335
1980,COL,1.687031889
1981,COL,1.686163473
1982,COL,1.663695716
1983,COL,1.651486645
1984,COL,1.668347848
1985,COL,1.682807419
1986,COL,1.74314017
1987,COL,1.798139907
1988,COL,1.832086193
1989,COL,1.855085164
1990,COL,1.894271955
1991,COL,1.893208295
1992,COL,1.931109419
1993,COL,1.995381315
1994,COL,2.070684355
1995,COL,2.137553072
1996,COL,2.142047338
1997,COL,2.176352302
1998,COL,2.15111641
1999,COL,2.02647007
2000,COL,2.052228179
2001,COL,2.054044069
2002,COL,2.073407404
2003,COL,2.122971131
2004,COL,2.204480021
2005,COL,2.279584355
2006,COL,2.401307855
2007,COL,2.531527121
2008,COL,2.584290282
2009,COL,2.58433324
2010,COL,2.670229616
2011,COL,2.824694382
2012,COL,2.904856074
2013,COL,3.0239048
2014,COL,3.130163408
2015,COL,3.192472957
2016,COL,3.224470243
2017,COL,3.219248088
2018,COL,3.239801043
2019,COL,3.282402884
2020,COL,3.006528644
2021,COL,3.289691894
1960,CRI,1
1961,CRI,0.982426335
1962,CRI,0.999456632
1963,CRI,1.031614822
1964,CRI,1.03349237
1965,CRI,1.081810982
1966,CRI,1.120919958
1967,CRI,1.148544478
1968,CRI,1.210204146
1969,CRI,1.241578403
1970,CRI,1.298967428
1971,CRI,1.350776208
1972,CRI,1.423836217
1973,CRI,1.494842882
1974,CRI,1.537879266
1975,CRI,1.530312682
1976,CRI,1.573258479
1977,CRI,1.668632738
1978,CRI,1.726230692
1979,CRI,1.762875629
1980,CRI,1.728278946
1981,CRI,1.643559252
1982,CRI,1.482330098
1983,CRI,1.483051695
1984,CRI,1.558280621
1985,CRI,1.526902523
1986,CRI,1.568213186
1987,CRI,1.599818111
1988,CRI,1.612349468
1989,CRI,1.660799557
1990,CRI,1.676652589
1991,CRI,1.671680786
1992,CRI,1.780144186
1993,CRI,1.859774779
1994,CRI,1.897144404
1995,CRI,1.929658795
1996,CRI,1.911119199
1997,CRI,1.970932404
1998,CRI,2.066640318
1999,CRI,2.109577139
2000,CRI,2.148369595
2001,CRI,2.182764623
2002,CRI,2.219346394
2003,CRI,2.278686746
2004,CRI,2.343594181
2005,CRI,2.401171579
2006,CRI,2.540435647
2007,CRI,2.710841853
2008,CRI,2.800245724
2009,CRI,2.73855471
2010,CRI,2.848443021
2011,CRI,2.937215492
2012,CRI,3.043772162
2013,CRI,3.083935125
2014,CRI,3.158398712
2015,CRI,3.239669952
2016,CRI,3.341768585
2017,CRI,3.44680926
2018,CRI,3.504071389
2019,CRI,3.557869066
2020,CRI,3.388040225
2021,CRI,3.623020648
1960,DNK,1
1961,DNK,1.056387436
1962,DNK,1.107595256
1963,DNK,1.105904954
1964,DNK,1.19880229
1965,DNK,1.24368167
1966,DNK,1.267550383
1967,DNK,1.327145773
1968,DNK,1.392340317
1969,DNK,1.474793108
1970,DNK,1.487126525
1971,DNK,1.521206995
1972,DNK,1.571963817
1973,DNK,1.62644202
1974,DNK,1.60071671
1975,DNK,1.572859347
1976,DNK,1.66186271
1977,DNK,1.687679982
1978,DNK,1.719902691
1979,DNK,1.782064968
1980,DNK,1.771302559
1981,DNK,1.760003347
1982,DNK,1.826193366
1983,DNK,1.874889633
1984,DNK,1.954023307
1985,DNK,2.031434107
1986,DNK,2.128211345
1987,DNK,2.130921841
1988,DNK,2.129596915
1989,DNK,2.142051455
1990,DNK,2.170123578
1991,DNK,2.194664208
1992,DNK,2.230227004
1993,DNK,2.223046567
1994,DNK,2.333695313
1995,DNK,2.391856791
1996,DNK,2.447333654
1997,DNK,2.516658405
1998,DNK,2.563156537
1999,DNK,2.63000223
2000,DNK,2.71944031
2001,DNK,2.732018654
2002,DNK,2.736004142
2003,DNK,2.739215067
2004,DNK,2.805044814
2005,DNK,2.862691585
2006,DNK,2.964948746
2007,DNK,2.978668497
2008,DNK,2.94605678
2009,DNK,2.786556853
2010,DNK,2.826111655
2011,DNK,2.852123008
2012,DNK,2.847847217
2013,DNK,2.86246876
2014,DNK,2.894111448
2015,DNK,2.941058747
2016,DNK,3.012919661
2017,DNK,3.078069684
2018,DNK,3.12378164
2019,DNK,3.159100911
2020,DNK,3.087072928
2021,DNK,3.222973015
1960,DOM,1
1961,DOM,0.945228081
1962,DOM,1.070937216
1963,DOM,1.104617608
1964,DOM,1.142723098
1965,DOM,0.970000308
1966,DOM,1.067917776
1967,DOM,1.070736707
1968,DOM,1.042355052
1969,DOM,1.123466284
1970,DOM,1.291760691
1971,DOM,1.393595054
1972,DOM,1.497759248
1973,DOM,1.646855595
1974,DOM,1.701026872
1975,DOM,1.744557896
1976,DOM,1.816103225
1977,DOM,1.860466387
1978,DOM,1.855212243
1979,DOM,1.894322177
1980,DOM,1.999104079
1981,DOM,2.038811607
1982,DOM,2.028723657
1983,DOM,2.076951946
1984,DOM,2.057818379
1985,DOM,1.971554708
1986,DOM,1.998478725
1987,DOM,2.155165695
1988,DOM,2.156050437
1989,DOM,2.203902153
1990,DOM,2.040152592
1991,DOM,2.017142494
1992,DOM,2.198496838
1993,DOM,2.314065785
1994,DOM,2.328789398
1995,DOM,2.415587588
1996,DOM,2.514438009
1997,DOM,2.691574244
1998,DOM,2.82650353
1999,DOM,2.948387708
2000,DOM,3.039075464
2001,DOM,3.067756418
2002,DOM,3.159708287
2003,DOM,3.073591624
2004,DOM,3.109611305
2005,DOM,3.357628659
2006,DOM,3.618526726
2007,DOM,3.838077974
2008,DOM,3.911036193
2009,DOM,3.896843723
2010,DOM,4.166680055
2011,DOM,4.24170827
2012,DOM,4.301744929
2013,DOM,4.455423252
2014,DOM,4.711537976
2015,DOM,4.97801042
2016,DOM,5.248097429
2017,DOM,5.431281075
2018,DOM,5.746678273
2019,DOM,5.972461339
2020,DOM,5.511443544
2021,DOM,6.122016489
1960,DZA,1
1961,DZA,0.848727817
1962,DZA,0.671258206
1963,DZA,0.887190575
1964,DZA,0.922833629
1965,DZA,0.964110017
1966,DZA,0.900894177
1967,DZA,0.964362953
1968,DZA,1.04467502
1969,DZA,1.1075824
1970,DZA,1.179095885
1971,DZA,1.02219221
1972,DZA,1.272797864
1973,DZA,1.290348596
1974,DZA,1.353454267
1975,DZA,1.370105824
1976,DZA,1.415190663
1977,DZA,1.434519257
1978,DZA,1.522418962
1979,DZA,1.588136261
1980,DZA,1.551798804
1981,DZA,1.547805436
1982,DZA,1.593446025
1983,DZA,1.624109086
1984,DZA,1.658026678
1985,DZA,1.661935978
1986,DZA,1.6139198
1987,DZA,1.554817901
1988,DZA,1.497559797
1989,DZA,1.522842784
1990,DZA,1.497214437
1991,DZA,1.444390199
1992,DZA,1.436614993
1993,DZA,1.375286826
1994,DZA,1.334483246
1995,DZA,1.358878093
1996,DZA,1.389866927
1997,DZA,1.381730016
1998,DZA,1.430426631
1999,DZA,1.455700363
2000,DZA,1.489975996
2001,DZA,1.513703814
2002,DZA,1.577054742
2003,DZA,1.667862212
2004,DZA,1.715271089
2005,DZA,1.791862146
2006,DZA,1.796249946
2007,DZA,1.827331704
2008,DZA,1.839481296
2009,DZA,1.835648706
2010,DZA,1.866711005
2011,DZA,1.884724348
2012,DZA,1.911303233
2013,DZA,1.926554817
2014,DZA,1.960576643
2015,DZA,1.992860621
2016,DZA,2.016040531
2017,DZA,2.002670731
2018,DZA,1.988492814
2019,DZA,1.97177244
2020,DZA,1.839073305
2021,DZA,1.872147562
1960,ECU,1
1961,ECU,1.021741434
1962,ECU,1.041550968
1963,ECU,1.033089467
1964,ECU,1.077726635
1965,ECU,1.080894542
1966,ECU,1.046174669
1967,ECU,1.063050843
1968,ECU,1.052253216
1969,ECU,1.069911743
1970,ECU,1.110982675
1971,ECU,1.147659628
1972,ECU,1.17154536
1973,ECU,1.297874419
1974,ECU,1.403524418
1975,ECU,1.514852984
1976,ECU,1.582683243
1977,ECU,1.564742541
1978,ECU,1.609850329
1979,ECU,1.625745576
1980,ECU,1.641824506
1981,ECU,1.68897971
1982,ECU,1.65575231
1983,ECU,1.608288149
1984,ECU,1.608967204
1985,ECU,1.630477742
1986,ECU,1.64505684
1987,ECU,1.600441539
1988,ECU,1.653848576
1989,ECU,1.631151402
1990,ECU,1.652391671
1991,ECU,1.685172108
1992,ECU,1.684863018
1993,ECU,1.684371823
1994,ECU,1.722851837
1995,ECU,1.729047895
1996,ECU,1.727092185
1997,ECU,1.769880887
1998,ECU,1.795955553
1999,ECU,1.681568205
2000,ECU,1.671054353
2001,ECU,1.708522411
2002,ECU,1.747889051
2003,ECU,1.764357385
2004,ECU,1.876303785
2005,ECU,1.941809218
2006,ECU,1.992723392
2007,ECU,2.001676685
2008,ECU,2.092952012
2009,ECU,2.069691687
2010,ECU,2.107373481
2011,ECU,2.236166292
2012,ECU,2.324774811
2013,ECU,2.402667466
2014,ECU,2.456977947
2015,ECU,2.423280021
2016,ECU,2.358081685
2017,ECU,2.376722966
2018,ECU,2.36227244
2019,ECU,2.317869084
2020,ECU,2.107607816
2021,ECU,2.171054781
1960,EGY,1
1961,EGY,1.024575343
1962,EGY,1.036741684
1963,EGY,1.11597631
1964,EGY,1.212043003
1965,EGY,1.238931919
1966,EGY,1.268738638
1967,EGY,1.247570579
1968,EGY,1.198089851
1969,EGY,1.231982849
1970,EGY,1.271555564
1971,EGY,1.294344689
1972,EGY,1.305448737
1973,EGY,1.322471627
1974,EGY,1.314420845
1975,EGY,1.400706637
1976,EGY,1.551760875
1977,EGY,1.652770169
1978,EGY,1.752232439
1979,EGY,1.786549816
1980,EGY,1.915266409
1981,EGY,2.003304203
1982,EGY,2.14496981
1983,EGY,2.194022863
1984,EGY,2.342414094
1985,EGY,2.410749498
1986,EGY,2.456948999
1987,EGY,2.482706365
1988,EGY,2.548031613
1989,EGY,2.603069825
1990,EGY,2.680936288
1991,EGY,2.646515798
1992,EGY,2.701373836
1993,EGY,2.716649452
1994,EGY,2.761879746
1995,EGY,2.827445025
1996,EGY,2.905190461
1997,EGY,2.999402903
1998,EGY,3.099445091
1999,EGY,3.218330708
2000,EGY,3.353142269
2001,EGY,3.40102095
2002,EGY,3.410249621
2003,EGY,3.446441221
2004,EGY,3.515322031
2005,EGY,3.600397241
2006,EGY,3.772644838
2007,EGY,3.961959356
2008,EGY,4.163154322
2009,EGY,4.273308
2010,EGY,4.403075423
2011,EGY,4.382935344
2012,EGY,4.380314885
2013,EGY,4.373583996
2014,EGY,4.396843768
2015,EGY,4.488981313
2016,EGY,4.587389149
2017,EGY,4.685042892
2018,EGY,4.841202257
2019,EGY,5.019400243
2020,EGY,5.109254447
2021,EGY,5.192398299
1960,ESP,1
1961,ESP,1.108044869
1962,ESP,1.207175774
1963,ESP,1.31146964
1964,ESP,1.367433268
1965,ESP,1.43724938
1966,ESP,1.525689583
1967,ESP,1.572438643
1968,ESP,1.654396854
1969,ESP,1.784086398
1970,ESP,1.840058947
1971,ESP,1.902546007
1972,ESP,2.035004933
1973,ESP,2.169397183
1974,ESP,2.266392413
1975,ESP,2.254174367
1976,ESP,2.304166828
1977,ESP,2.345311347
1978,ESP,2.356820451
1979,ESP,2.337104986
1980,ESP,2.369621488
1981,ESP,2.349719336
1982,ESP,2.36476715
1983,ESP,2.394930101
1984,ESP,2.427570535
1985,ESP,2.474940429
1986,ESP,2.54783434
1987,ESP,2.682201081
1988,ESP,2.812869659
1989,ESP,2.944028573
1990,ESP,3.052244231
1991,ESP,3.121997925
1992,ESP,3.135613426
1993,ESP,3.087219678
1994,ESP,3.145781361
1995,ESP,3.21829027
1996,ESP,3.290182158
1997,ESP,3.397730539
1998,ESP,3.532347443
1999,ESP,3.676039319
2000,ESP,3.85162169
2001,ESP,3.975417994
2002,ESP,4.026699979
2003,ESP,4.072455129
2004,ESP,4.127785484
2005,ESP,4.206863385
2006,ESP,4.306051652
2007,ESP,4.379451385
2008,ESP,4.348372835
2009,ESP,4.147836841
2010,ESP,4.135510345
2011,ESP,4.087281862
2012,ESP,3.963768024
2013,ESP,3.920969585
2014,ESP,3.987600686
2015,ESP,4.143879433
2016,ESP,4.266157687
2017,ESP,4.382814709
2018,ESP,4.463347196
2019,ESP,4.519345767
2020,ESP,3.987981017
2021,ESP,4.203655534
1960,FIN,1
1961,FIN,1.068479652
1962,FIN,1.092884246
1963,FIN,1.120834459
1964,FIN,1.173007653
1965,FIN,1.231099556
1966,FIN,1.255596554
1967,FIN,1.275899912
1968,FIN,1.299440345
1969,FIN,1.424926054
1970,FIN,1.499185193
1971,FIN,1.53258441
1972,FIN,1.641338953
1973,FIN,1.746023203
1974,FIN,1.793121442
1975,FIN,1.81740076
1976,FIN,1.81817045
1977,FIN,1.817433989
1978,FIN,1.865134829
1979,FIN,1.99286849
1980,FIN,2.093741807
1981,FIN,2.112264534
1982,FIN,2.165747157
1983,FIN,2.219974074
1984,FIN,2.279636319
1985,FIN,2.350713686
1986,FIN,2.407658075
1987,FIN,2.486664807
1988,FIN,2.60880331
1989,FIN,2.731637335
1990,FIN,2.73778106
1991,FIN,2.562591834
1992,FIN,2.464277151
1993,FIN,2.436147722
1994,FIN,2.521799881
1995,FIN,2.618129516
1996,FIN,2.70525221
1997,FIN,2.868055715
1998,FIN,3.016551923
1999,FIN,3.141364014
2000,FIN,3.315835303
2001,FIN,3.394641265
2002,FIN,3.44423455
2003,FIN,3.504881961
2004,FIN,3.634232707
2005,FIN,3.722496925
2006,FIN,3.857584155
2007,FIN,4.044766223
2008,FIN,4.057543089
2009,FIN,3.71212329
2010,FIN,3.812906202
2011,FIN,3.891962859
2012,FIN,3.819354743
2013,FIN,3.767517864
2014,FIN,3.738277842
2015,FIN,3.746241474
2016,FIN,3.840511141
2017,FIN,3.953826627
2018,FIN,3.99358845
2019,FIN,4.038047836
2020,FIN,3.943334929
2021,FIN,4.052170921
1960,FJI,1
1961,FJI,1.003478814
1962,FJI,1.007672779
1963,FJI,1.038507038
1964,FJI,1.056070284
1965,FJI,0.997327924
1966,FJI,0.969729474
1967,FJI,1.07192994
1968,FJI,1.130844395
1969,FJI,1.135578833
1970,FJI,1.253917891
1971,FJI,1.314475683
1972,FJI,1.387293152
1973,FJI,1.522483797
1974,FJI,1.537116607
1975,FJI,1.519750259
1976,FJI,1.532579475
1977,FJI,1.588716303
1978,FJI,1.580548024
1979,FJI,1.730758481
1980,FJI,1.661465839
1981,FJI,1.723721401
1982,FJI,1.581557937
1983,FJI,1.482516372
1984,FJI,1.568570949
1985,FJI,1.461446249
1986,FJI,1.542483782
1987,FJI,1.417317884
1988,FJI,1.412908205
1989,FJI,1.501636762
1990,FJI,1.573003814
1991,FJI,1.521948134
1992,FJI,1.610627203
1993,FJI,1.640058881
1994,FJI,1.720203483
1995,FJI,1.759997029
1996,FJI,1.834538267
1997,FJI,1.776262787
1998,FJI,1.778629342
1999,FJI,1.91288122
2000,FJI,1.859837744
2001,FJI,1.877167185
2002,FJI,1.917699831
2003,FJI,1.917887298
2004,FJI,1.99998994
2005,FJI,1.995047499
2006,FJI,2.013228982
2007,FJI,1.979148829
2008,FJI,1.986025093
2009,FJI,1.948390309
2010,FJI,1.997568648
2011,FJI,2.044409855
2012,FJI,2.067109513
2013,FJI,2.159297005
2014,FJI,2.275045841
2015,FJI,2.373199189
2016,FJI,2.428139349
2017,FJI,2.556322775
2018,FJI,2.653845188
2019,FJI,2.639926594
2020,FJI,2.186474085
2021,FJI,2.065312762
1960,FRA,1
1961,FRA,1.038410549
1962,FRA,1.097416869
1963,FRA,1.153484686
1964,FRA,1.216481718
1965,FRA,1.261417146
1966,FRA,1.313425589
1967,FRA,1.363907415
1968,FRA,1.411618738
1969,FRA,1.498540402
1970,FRA,1.57620367
1971,FRA,1.645338212
1972,FRA,1.704777956
1973,FRA,1.798731292
1974,FRA,1.863393216
1975,FRA,1.835183121
1976,FRA,1.906236475
1977,FRA,1.962983425
1978,FRA,2.031184246
1979,FRA,2.093019993
1980,FRA,2.114516162
1981,FRA,2.124829285
1982,FRA,2.165430496
1983,FRA,2.180611327
1984,FRA,2.202486061
1985,FRA,2.226615155
1986,FRA,2.266796305
1987,FRA,2.312538473
1988,FRA,2.409402967
1989,FRA,2.50128488
1990,FRA,2.56207228
1991,FRA,2.566252207
1992,FRA,2.594342353
1993,FRA,2.566856921
1994,FRA,2.617586389
1995,FRA,2.663032063
1996,FRA,2.691039825
1997,FRA,2.744110339
1998,FRA,2.832063275
1999,FRA,2.913873048
2000,FRA,3.007477864
2001,FRA,3.044846598
2002,FRA,3.057062191
2003,FRA,3.060406708
2004,FRA,3.123959876
2005,FRA,3.152190489
2006,FRA,3.207072813
2007,FRA,3.26464735
2008,FRA,3.25477232
2009,FRA,3.145073562
2010,FRA,3.190621941
2011,FRA,3.24488199
2012,FRA,3.239328006
2013,FRA,3.24121166
2014,FRA,3.256917419
2015,FRA,3.281475369
2016,FRA,3.30868066
2017,FRA,3.374688787
2018,FRA,3.425327313
2019,FRA,3.47656675
2020,FRA,3.197242888
2021,FRA,3.406186547
1960,GAB,1
1961,GAB,1.134433303
1962,GAB,1.204043534
1963,GAB,1.260998457
1964,GAB,1.300752637
1965,GAB,1.389318954
1966,GAB,1.430492198
1967,GAB,1.466434392
1968,GAB,1.479179997
1969,GAB,1.568613382
1970,GAB,1.668893207
1971,GAB,1.802371488
1972,GAB,1.966087282
1973,GAB,2.121957233
1974,GAB,2.897669241
1975,GAB,3.378666773
1976,GAB,4.478887231
1977,GAB,3.823676206
1978,GAB,2.833953898
1979,GAB,2.776999904
1980,GAB,2.776077698
1981,GAB,2.842300258
1982,GAB,2.682119203
1983,GAB,2.757410609
1984,GAB,2.885073259
1985,GAB,2.741883722
1986,GAB,2.646139643
1987,GAB,2.132652991
1988,GAB,2.340779789
1989,GAB,2.471622478
1990,GAB,2.529816383
1991,GAB,2.612776288
1992,GAB,2.465039541
1993,GAB,2.49511677
1994,GAB,2.520976466
1995,GAB,2.579490042
1996,GAB,2.606470294
1997,GAB,2.68781595
1998,GAB,2.712266674
1999,GAB,2.408413759
2000,GAB,2.303342206
2001,GAB,2.291927889
2002,GAB,2.226400383
2003,GAB,2.21582131
2004,GAB,2.170152115
2005,GAB,2.165214272
2006,GAB,2.042566025
2007,GAB,2.099283657
2008,GAB,1.966138437
2009,GAB,1.904927829
2010,GAB,1.971358266
2011,GAB,2.038036716
2012,GAB,2.070071697
2013,GAB,2.111473943
2014,GAB,2.130208483
2015,GAB,2.145572242
2016,GAB,2.12987415
2017,GAB,2.085938749
2018,GAB,2.053713661
2019,GAB,2.085920223
2020,GAB,2.003118397
2021,GAB,1.990214189
1960,GBR,1
1961,GBR,1.01899262
1962,GBR,1.021525009
1963,GBR,1.0633306
1964,GBR,1.114898359
1965,GBR,1.131488587
1966,GBR,1.14296941
1967,GBR,1.16850806
1968,GBR,1.22610472
1969,GBR,1.244510673
1970,GBR,1.324355529
1971,GBR,1.365057137
1972,GBR,1.419230195
1973,GBR,1.508900637
1974,GBR,1.470485879
1975,GBR,1.448923626
1976,GBR,1.491458072
1977,GBR,1.528616822
1978,GBR,1.592798481
1979,GBR,1.651030647
1980,GBR,1.615560115
1981,GBR,1.602275602
1982,GBR,1.63482512
1983,GBR,1.703264152
1984,GBR,1.739158405
1985,GBR,1.807182441
1986,GBR,1.859802356
1987,GBR,1.955933163
1988,GBR,2.063468035
1989,GBR,2.11115331
1990,GBR,2.120296317
1991,GBR,2.090432246
1992,GBR,2.093148407
1993,GBR,2.140127251
1994,GBR,2.216785915
1995,GBR,2.266902646
1996,GBR,2.304276005
1997,GBR,2.39870817
1998,GBR,2.4672421
1999,GBR,2.53314676
2000,GBR,2.62741511
2001,GBR,2.67378643
2002,GBR,2.709637697
2003,GBR,2.781280144
2004,GBR,2.830351385
2005,GBR,2.885990992
2006,GBR,2.926747815
2007,GBR,2.978490808
2008,GBR,2.950580027
2009,GBR,2.796263664
2010,GBR,2.841850425
2011,GBR,2.849831456
2012,GBR,2.871076341
2013,GBR,2.903812726
2014,GBR,2.974737359
2015,GBR,3.021886333
2016,GBR,3.06400686
2017,GBR,3.117625564
2018,GBR,3.151627135
2019,GBR,3.184175276
2020,GBR,2.822600493
2021,GBR,3.023928702
1960,GHA,1
1961,GHA,1.005559587
1962,GHA,1.022126269
1963,GHA,1.041827589
1964,GHA,1.039485448
1965,GHA,1.028471961
1966,GHA,0.961110677
1967,GHA,0.966983694
1968,GHA,0.947253801
1969,GHA,0.979514311
1970,GHA,1.046615659
1971,GHA,1.071349679
1972,GHA,1.016023611
1973,GHA,1.015910147
1974,GHA,1.054687552
1975,GHA,0.897260987
1976,GHA,0.840945551
1977,GHA,0.834924895
1978,GHA,0.878291634
1979,GHA,0.829998441
1980,GHA,0.809344952
1981,GHA,0.758757479
1982,GHA,0.685347558
1983,GHA,0.633962831
1984,GHA,0.670285634
1985,GHA,0.688471894
1986,GHA,0.707666045
1987,GHA,0.724025037
1988,GHA,0.745962828
1989,GHA,0.764071802
1990,GHA,0.769341393
1991,GHA,0.78970669
1992,GHA,0.800236291
1993,GHA,0.81877763
1994,GHA,0.82608182
1995,GHA,0.840424138
1996,GHA,0.859144872
1997,GHA,0.874418713
1998,GHA,0.8936689
1999,GHA,0.910509015
2000,GHA,0.920733415
2001,GHA,0.932429523
2002,GHA,0.947973599
2003,GHA,0.97056215
2004,GHA,0.997921417
2005,GHA,1.029059633
2006,GHA,1.066399864
2007,GHA,1.08413636
2008,GHA,1.153281632
2009,GHA,1.178879502
2010,GHA,1.240973891
2011,GHA,1.381204843
2012,GHA,1.472866454
2013,GHA,1.542279295
2014,GHA,1.548593401
2015,GHA,1.544484473
2016,GHA,1.559670332
2017,GHA,1.649181031
2018,GHA,1.714646054
2019,GHA,1.788478331
2020,GHA,1.760906495
2021,GHA,1.818352231
1960,GRC,1
1961,GRC,1.12309795
1962,GRC,1.120499524
