date,value
1991-01-01,2.2
1992-01-01,2.295
1993-01-01,2.339
1994-01-01,2.381
1995-01-01,2.464
1996-01-01,2.51
1997-01-01,2.694
1998-01-01,2.895
1999-01-01,3.068
2000-01-01,3.27
2001-01-01,3.618
2002-01-01,3.934
2003-01-01,4.32
2004-01-01,4.272
2005-01-01,4.25
2006-01-01,3.59
2007-01-01,4.092
2008-01-01,4.548
2009-01-01,5.0
2010-01-01,3.38
2011-01-01,3.75
2012-01-01,4.099
2013-01-01,4.43
2014-01-01,4.393
2015-01-01,4.371
2016-01-01,4.35
2017-01-01,4.37
2018-01-01,4.38
2019-01-01,4.382
2020-01-01,5.209
2021-01-01,5.097
2022-01-01,4.699
