date,value
1991-01-01,56.999
1992-01-01,56.973
1993-01-01,56.991
1994-01-01,57.02
1995-01-01,57.03
1996-01-01,56.955
1997-01-01,56.808
1998-01-01,56.655
1999-01-01,56.521
2000-01-01,56.373
2001-01-01,56.121
2002-01-01,55.905
2003-01-01,55.661
2004-01-01,55.675
2005-01-01,55.673
2006-01-01,55.985
2007-01-01,55.505
2008-01-01,55.053
2009-01-01,54.605
2010-01-01,55.345
2011-01-01,54.942
2012-01-01,54.553
2013-01-01,54.175
2014-01-01,54.006
2015-01-01,53.829
2016-01-01,53.65
2017-01-01,55.781
2018-01-01,55.911
2019-01-01,56.019
2020-01-01,55.007
2021-01-01,55.277
2022-01-01,55.993
