date,region,value,region_short,label_wrapped
2023-03-01,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",139.54639850590132,,"Lochaber, Skye and Lochalsh,|Arran and Cumbrae and Argyll|and Bute"
2023-04-01,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",141.1442667148295,,"Lochaber, Skye and Lochalsh,|Arran and Cumbrae and Argyll|and Bute"
2023-05-01,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",139.41451023416292,,"Lochaber, Skye and Lochalsh,|Arran and Cumbrae and Argyll|and Bute"
2023-06-01,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",140.17783367509026,,"Lochaber, Skye and Lochalsh,|Arran and Cumbrae and Argyll|and Bute"
2023-07-01,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",140.14608891818833,,"Lochaber, Skye and Lochalsh,|Arran and Cumbrae and Argyll|and Bute"
2023-08-01,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",140.51080115318413,,"Lochaber, Skye and Lochalsh,|Arran and Cumbrae and Argyll|and Bute"
2023-09-01,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",140.90200276335992,,"Lochaber, Skye and Lochalsh,|Arran and Cumbrae and Argyll|and Bute"
2023-10-01,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",141.09730456747968,,"Lochaber, Skye and Lochalsh,|Arran and Cumbrae and Argyll|and Bute"
2023-11-01,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",143.88571865002285,,"Lochaber, Skye and Lochalsh,|Arran and Cumbrae and Argyll|and Bute"
2023-12-01,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",146.09771233444704,,"Lochaber, Skye and Lochalsh,|Arran and Cumbrae and Argyll|and Bute"
2024-01-01,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",144.93404699963153,,"Lochaber, Skye and Lochalsh,|Arran and Cumbrae and Argyll|and Bute"
2024-02-01,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",146.15299022636893,,"Lochaber, Skye and Lochalsh,|Arran and Cumbrae and Argyll|and Bute"
2014-07-01,Na h-Eileanan Siar,100.0,,Na h-Eileanan Siar
2014-08-01,Na h-Eileanan Siar,99.46157927385254,,Na h-Eileanan Siar
2014-09-01,Na h-Eileanan Siar,99.42053418602129,,Na h-Eileanan Siar
2014-10-01,Na h-Eileanan Siar,99.02058786412685,,Na h-Eileanan Siar
2014-11-01,Na h-Eileanan Siar,98.86010899143817,,Na h-Eileanan Siar
2014-12-01,Na h-Eileanan Siar,100.12391732860777,,Na h-Eileanan Siar
2015-01-01,Na h-Eileanan Siar,101.32687566764365,,Na h-Eileanan Siar
2015-02-01,Na h-Eileanan Siar,99.5910865906049,,Na h-Eileanan Siar
2015-03-01,Na h-Eileanan Siar,98.61639350672665,,Na h-Eileanan Siar
2015-04-01,Na h-Eileanan Siar,102.13806826361993,,Na h-Eileanan Siar
2015-05-01,Na h-Eileanan Siar,100.56293580134124,,Na h-Eileanan Siar
2015-06-01,Na h-Eileanan Siar,99.5028776441355,,Na h-Eileanan Siar
2015-07-01,Na h-Eileanan Siar,100.58822849809728,,Na h-Eileanan Siar
2015-08-01,Na h-Eileanan Siar,98.91065883653594,,Na h-Eileanan Siar
2015-09-01,Na h-Eileanan Siar,99.53900372014155,,Na h-Eileanan Siar
2015-10-01,Na h-Eileanan Siar,100.17834195086141,,Na h-Eileanan Siar
2015-11-01,Na h-Eileanan Siar,100.58159871883514,,Na h-Eileanan Siar
2015-12-01,Na h-Eileanan Siar,99.68700954297182,,Na h-Eileanan Siar
2016-01-01,Na h-Eileanan Siar,100.2371123667601,,Na h-Eileanan Siar
2016-02-01,Na h-Eileanan Siar,98.86642327852361,,Na h-Eileanan Siar
2016-03-01,Na h-Eileanan Siar,98.72107914321212,,Na h-Eileanan Siar
2016-04-01,Na h-Eileanan Siar,99.4098030084623,,Na h-Eileanan Siar
2016-05-01,Na h-Eileanan Siar,97.28899794352424,,Na h-Eileanan Siar
2016-06-01,Na h-Eileanan Siar,98.48494880139634,,Na h-Eileanan Siar
2016-07-01,Na h-Eileanan Siar,98.51013040935777,,Na h-Eileanan Siar
2016-08-01,Na h-Eileanan Siar,98.21347444868853,,Na h-Eileanan Siar
2016-09-01,Na h-Eileanan Siar,99.6750119531543,,Na h-Eileanan Siar
2016-10-01,Na h-Eileanan Siar,99.8170189810758,,Na h-Eileanan Siar
2016-11-01,Na h-Eileanan Siar,100.48461375759182,,Na h-Eileanan Siar
2016-12-01,Na h-Eileanan Siar,99.29042698977806,,Na h-Eileanan Siar
2017-01-01,Na h-Eileanan Siar,99.13760880036544,,Na h-Eileanan Siar
2017-02-01,Na h-Eileanan Siar,99.90597000069319,,Na h-Eileanan Siar
2017-03-01,Na h-Eileanan Siar,99.90657876728764,,Na h-Eileanan Siar
2017-04-01,Na h-Eileanan Siar,99.14092813354827,,Na h-Eileanan Siar
2017-05-01,Na h-Eileanan Siar,101.11748662046558,,Na h-Eileanan Siar
2017-06-01,Na h-Eileanan Siar,102.46228757600694,,Na h-Eileanan Siar
2017-07-01,Na h-Eileanan Siar,101.2741751434823,,Na h-Eileanan Siar
2017-08-01,Na h-Eileanan Siar,101.83739088858594,,Na h-Eileanan Siar
2017-09-01,Na h-Eileanan Siar,101.9087321124823,,Na h-Eileanan Siar
2017-10-01,Na h-Eileanan Siar,101.38382422731078,,Na h-Eileanan Siar
2017-11-01,Na h-Eileanan Siar,102.26024371992825,,Na h-Eileanan Siar
2017-12-01,Na h-Eileanan Siar,103.0785904342772,,Na h-Eileanan Siar
2018-01-01,Na h-Eileanan Siar,102.71805841670918,,Na h-Eileanan Siar
2018-02-01,Na h-Eileanan Siar,103.75572107292224,,Na h-Eileanan Siar
2018-03-01,Na h-Eileanan Siar,104.49176432112304,,Na h-Eileanan Siar
2018-04-01,Na h-Eileanan Siar,102.35067444228983,,Na h-Eileanan Siar
2018-05-01,Na h-Eileanan Siar,103.40464048999934,,Na h-Eileanan Siar
2018-06-01,Na h-Eileanan Siar,103.78034723691063,,Na h-Eileanan Siar
2018-07-01,Na h-Eileanan Siar,102.77416270153729,,Na h-Eileanan Siar
2018-08-01,Na h-Eileanan Siar,104.11388023383748,,Na h-Eileanan Siar
2018-09-01,Na h-Eileanan Siar,103.22397456155474,,Na h-Eileanan Siar
2018-10-01,Na h-Eileanan Siar,104.0271776514229,,Na h-Eileanan Siar
2018-11-01,Na h-Eileanan Siar,104.18812309704894,,Na h-Eileanan Siar
2018-12-01,Na h-Eileanan Siar,103.32972665046844,,Na h-Eileanan Siar
2019-01-01,Na h-Eileanan Siar,103.27877244215829,,Na h-Eileanan Siar
2019-02-01,Na h-Eileanan Siar,104.31062737618933,,Na h-Eileanan Siar
2019-03-01,Na h-Eileanan Siar,107.57394070169015,,Na h-Eileanan Siar
2019-04-01,Na h-Eileanan Siar,107.56905279472745,,Na h-Eileanan Siar
2019-05-01,Na h-Eileanan Siar,107.96631521134421,,Na h-Eileanan Siar
2019-06-01,Na h-Eileanan Siar,107.20459712093393,,Na h-Eileanan Siar
2019-07-01,Na h-Eileanan Siar,107.78835540593623,,Na h-Eileanan Siar
2019-08-01,Na h-Eileanan Siar,107.8867178682327,,Na h-Eileanan Siar
2019-09-01,Na h-Eileanan Siar,107.82571678933832,,Na h-Eileanan Siar
2019-10-01,Na h-Eileanan Siar,107.91663185884434,,Na h-Eileanan Siar
2019-11-01,Na h-Eileanan Siar,108.08419375307716,,Na h-Eileanan Siar
2019-12-01,Na h-Eileanan Siar,108.06395781825162,,Na h-Eileanan Siar
2020-01-01,Na h-Eileanan Siar,108.17370910377116,,Na h-Eileanan Siar
2020-02-01,Na h-Eileanan Siar,108.70945481174448,,Na h-Eileanan Siar
2020-03-01,Na h-Eileanan Siar,110.31331483630844,,Na h-Eileanan Siar
2020-04-01,Na h-Eileanan Siar,103.87409729245502,,Na h-Eileanan Siar
2020-05-01,Na h-Eileanan Siar,102.54272919395748,,Na h-Eileanan Siar
2020-06-01,Na h-Eileanan Siar,102.19798511587894,,Na h-Eileanan Siar
2020-07-01,Na h-Eileanan Siar,104.6015911470229,,Na h-Eileanan Siar
2020-08-01,Na h-Eileanan Siar,106.26357727247682,,Na h-Eileanan Siar
2020-09-01,Na h-Eileanan Siar,107.41048020575421,,Na h-Eileanan Siar
2020-10-01,Na h-Eileanan Siar,107.76763512396622,,Na h-Eileanan Siar
2020-11-01,Na h-Eileanan Siar,108.98513276444022,,Na h-Eileanan Siar
2020-12-01,Na h-Eileanan Siar,109.71985183420931,,Na h-Eileanan Siar
2021-01-01,Na h-Eileanan Siar,110.0860982593719,,Na h-Eileanan Siar
2021-02-01,Na h-Eileanan Siar,110.2328243392883,,Na h-Eileanan Siar
2021-03-01,Na h-Eileanan Siar,110.10644528299206,,Na h-Eileanan Siar
2021-04-01,Na h-Eileanan Siar,112.00250438578561,,Na h-Eileanan Siar
2021-05-01,Na h-Eileanan Siar,112.83287535126276,,Na h-Eileanan Siar
2021-06-01,Na h-Eileanan Siar,113.5514865458139,,Na h-Eileanan Siar
2021-07-01,Na h-Eileanan Siar,115.05084756306734,,Na h-Eileanan Siar
2021-08-01,Na h-Eileanan Siar,114.94409567500216,,Na h-Eileanan Siar
2021-09-01,Na h-Eileanan Siar,115.71136820514279,,Na h-Eileanan Siar
2021-10-01,Na h-Eileanan Siar,115.42888717466535,,Na h-Eileanan Siar
2021-11-01,Na h-Eileanan Siar,115.38137227543623,,Na h-Eileanan Siar
2021-12-01,Na h-Eileanan Siar,117.25906173515367,,Na h-Eileanan Siar
2022-01-01,Na h-Eileanan Siar,117.8999063299284,,Na h-Eileanan Siar
2022-02-01,Na h-Eileanan Siar,118.5251096224225,,Na h-Eileanan Siar
2022-03-01,Na h-Eileanan Siar,119.14332320796,,Na h-Eileanan Siar
2022-04-01,Na h-Eileanan Siar,122.44540207922677,,Na h-Eileanan Siar
2022-05-01,Na h-Eileanan Siar,123.46302431689278,,Na h-Eileanan Siar
2022-06-01,Na h-Eileanan Siar,124.29763887432392,,Na h-Eileanan Siar
2022-07-01,Na h-Eileanan Siar,124.56471855431708,,Na h-Eileanan Siar
2022-08-01,Na h-Eileanan Siar,124.41302902705766,,Na h-Eileanan Siar
2022-09-01,Na h-Eileanan Siar,126.10741753212244,,Na h-Eileanan Siar
2022-10-01,Na h-Eileanan Siar,128.39512240207745,,Na h-Eileanan Siar
2022-11-01,Na h-Eileanan Siar,131.89106899413986,,Na h-Eileanan Siar
2022-12-01,Na h-Eileanan Siar,130.2139614619641,,Na h-Eileanan Siar
2023-01-01,Na h-Eileanan Siar,130.30464991032912,,Na h-Eileanan Siar
2023-02-01,Na h-Eileanan Siar,134.6579264965438,,Na h-Eileanan Siar
2023-03-01,Na h-Eileanan Siar,132.80980443039886,,Na h-Eileanan Siar
2023-04-01,Na h-Eileanan Siar,135.51911793719663,,Na h-Eileanan Siar
2023-05-01,Na h-Eileanan Siar,134.5703885263938,,Na h-Eileanan Siar
2023-06-01,Na h-Eileanan Siar,135.39703135192397,,Na h-Eileanan Siar
2023-07-01,Na h-Eileanan Siar,136.03165941775254,,Na h-Eileanan Siar
2023-08-01,Na h-Eileanan Siar,136.3629262032694,,Na h-Eileanan Siar
2023-09-01,Na h-Eileanan Siar,136.6988098390901,,Na h-Eileanan Siar
2023-10-01,Na h-Eileanan Siar,137.27578282051783,,Na h-Eileanan Siar
2023-11-01,Na h-Eileanan Siar,138.3077888353095,,Na h-Eileanan Siar
2023-12-01,Na h-Eileanan Siar,138.08845511923826,,Na h-Eileanan Siar
2024-01-01,Na h-Eileanan Siar,137.7288695782003,,Na h-Eileanan Siar
2024-02-01,Na h-Eileanan Siar,139.8235376715433,,Na h-Eileanan Siar
2014-07-01,Orkney Islands,100.0,,Orkney Islands
2014-08-01,Orkney Islands,99.59932260661158,,Orkney Islands
2014-09-01,Orkney Islands,99.93760431494358,,Orkney Islands
2014-10-01,Orkney Islands,99.69551974423226,,Orkney Islands
2014-11-01,Orkney Islands,100.05912127592809,,Orkney Islands
2014-12-01,Orkney Islands,99.85841591362836,,Orkney Islands
2015-01-01,Orkney Islands,100.75628049861976,,Orkney Islands
2015-02-01,Orkney Islands,100.30522495645491,,Orkney Islands
2015-03-01,Orkney Islands,100.91876168213673,,Orkney Islands
2015-04-01,Orkney Islands,103.09539672650044,,Orkney Islands
2015-05-01,Orkney Islands,101.71496041148409,,Orkney Islands
2015-06-01,Orkney Islands,101.5818750085271,,Orkney Islands
2015-07-01,Orkney Islands,102.3961682591513,,Orkney Islands
2015-08-01,Orkney Islands,102.44685338378349,,Orkney Islands
2015-09-01,Orkney Islands,101.70962812717441,,Orkney Islands
2015-10-01,Orkney Islands,102.81507660753024,,Orkney Islands
2015-11-01,Orkney Islands,104.38735577819516,,Orkney Islands
2015-12-01,Orkney Islands,103.531001150591,,Orkney Islands
2016-01-01,Orkney Islands,102.76233929245475,,Orkney Islands
2016-02-01,Orkney Islands,102.12357369921823,,Orkney Islands
2016-03-01,Orkney Islands,102.68355450754252,,Orkney Islands
2016-04-01,Orkney Islands,102.23370981458659,,Orkney Islands
2016-05-01,Orkney Islands,101.71183380554558,,Orkney Islands
2016-06-01,Orkney Islands,102.83463779122913,,Orkney Islands
2016-07-01,Orkney Islands,102.14209457585032,,Orkney Islands
2016-08-01,Orkney Islands,101.69935012074383,,Orkney Islands
2016-09-01,Orkney Islands,103.28482925320732,,Orkney Islands
2016-10-01,Orkney Islands,104.01816046423843,,Orkney Islands
2016-11-01,Orkney Islands,103.33065392678967,,Orkney Islands
2016-12-01,Orkney Islands,104.46211008381579,,Orkney Islands
2017-01-01,Orkney Islands,104.16822049507246,,Orkney Islands
2017-02-01,Orkney Islands,105.25793930518856,,Orkney Islands
2017-03-01,Orkney Islands,105.23675228640165,,Orkney Islands
2017-04-01,Orkney Islands,104.94223737647064,,Orkney Islands
2017-05-01,Orkney Islands,105.21570738606647,,Orkney Islands
2017-06-01,Orkney Islands,105.40824946449767,,Orkney Islands
2017-07-01,Orkney Islands,105.76905978980113,,Orkney Islands
2017-08-01,Orkney Islands,106.4628593322934,,Orkney Islands
2017-09-01,Orkney Islands,107.63687712324968,,Orkney Islands
2017-10-01,Orkney Islands,106.05038610740971,,Orkney Islands
2017-11-01,Orkney Islands,106.75305952602928,,Orkney Islands
2017-12-01,Orkney Islands,106.34601522600245,,Orkney Islands
2018-01-01,Orkney Islands,106.79856585427969,,Orkney Islands
2018-02-01,Orkney Islands,107.51958392265118,,Orkney Islands
2018-03-01,Orkney Islands,107.3108687644108,,Orkney Islands
2018-04-01,Orkney Islands,108.11873826101588,,Orkney Islands
2018-05-01,Orkney Islands,107.79372473133928,,Orkney Islands
2018-06-01,Orkney Islands,108.26240864625922,,Orkney Islands
2018-07-01,Orkney Islands,107.28458253557508,,Orkney Islands
2018-08-01,Orkney Islands,107.2976972263026,,Orkney Islands
2018-09-01,Orkney Islands,107.27114949951566,,Orkney Islands
2018-10-01,Orkney Islands,106.21289571461705,,Orkney Islands
2018-11-01,Orkney Islands,106.8569992769013,,Orkney Islands
2018-12-01,Orkney Islands,106.02712415922724,,Orkney Islands
2019-01-01,Orkney Islands,106.43028009841417,,Orkney Islands
2019-02-01,Orkney Islands,106.46679885577592,,Orkney Islands
2019-03-01,Orkney Islands,108.46838376074983,,Orkney Islands
2019-04-01,Orkney Islands,106.70800229208639,,Orkney Islands
2019-05-01,Orkney Islands,107.69994360739834,,Orkney Islands
2019-06-01,Orkney Islands,107.06491857181189,,Orkney Islands
2019-07-01,Orkney Islands,105.91111570943256,,Orkney Islands
2019-08-01,Orkney Islands,107.36143450954354,,Orkney Islands
2019-09-01,Orkney Islands,107.17279784616645,,Orkney Islands
2019-10-01,Orkney Islands,108.92591990431448,,Orkney Islands
2019-11-01,Orkney Islands,108.19860883089952,,Orkney Islands
2019-12-01,Orkney Islands,108.6244241360335,,Orkney Islands
2020-01-01,Orkney Islands,108.62882980803776,,Orkney Islands
2020-02-01,Orkney Islands,109.28270543506437,,Orkney Islands
2020-03-01,Orkney Islands,108.88757634603228,,Orkney Islands
2020-04-01,Orkney Islands,105.51387189783843,,Orkney Islands
2020-05-01,Orkney Islands,104.9112726082033,,Orkney Islands
2020-06-01,Orkney Islands,105.44919094807787,,Orkney Islands
2020-07-01,Orkney Islands,107.07576505204945,,Orkney Islands
2020-08-01,Orkney Islands,107.46324248363932,,Orkney Islands
2020-09-01,Orkney Islands,108.72915975023534,,Orkney Islands
2020-10-01,Orkney Islands,109.83648419415427,,Orkney Islands
2020-11-01,Orkney Islands,111.40492048188389,,Orkney Islands
2020-12-01,Orkney Islands,111.7434466339529,,Orkney Islands
2021-01-01,Orkney Islands,110.82674851173557,,Orkney Islands
2021-02-01,Orkney Islands,111.25298448748676,,Orkney Islands
2021-03-01,Orkney Islands,111.0699131826802,,Orkney Islands
2021-04-01,Orkney Islands,112.93027213978088,,Orkney Islands
2021-05-01,Orkney Islands,112.48844861224174,,Orkney Islands
2021-06-01,Orkney Islands,111.695791474712,,Orkney Islands
2021-07-01,Orkney Islands,112.64285178296124,,Orkney Islands
2021-08-01,Orkney Islands,114.17453055433018,,Orkney Islands
2021-09-01,Orkney Islands,114.450030015417,,Orkney Islands
2021-10-01,Orkney Islands,115.58455024626286,,Orkney Islands
2021-11-01,Orkney Islands,115.97662663095136,,Orkney Islands
2021-12-01,Orkney Islands,117.21711037942215,,Orkney Islands
2022-01-01,Orkney Islands,118.2434386753196,,Orkney Islands
2022-02-01,Orkney Islands,118.67635421830305,,Orkney Islands
2022-03-01,Orkney Islands,118.6137936758426,,Orkney Islands
2022-04-01,Orkney Islands,120.5561095016986,,Orkney Islands
2022-05-01,Orkney Islands,121.15180751931673,,Orkney Islands
2022-06-01,Orkney Islands,122.48654990972636,,Orkney Islands
2022-07-01,Orkney Islands,123.67443846157344,,Orkney Islands
2022-08-01,Orkney Islands,123.54471842355392,,Orkney Islands
2022-09-01,Orkney Islands,125.31671949683248,,Orkney Islands
2022-10-01,Orkney Islands,125.35771782779337,,Orkney Islands
2022-11-01,Orkney Islands,127.6802005120812,,Orkney Islands
2022-12-01,Orkney Islands,126.05543983955397,,Orkney Islands
2023-01-01,Orkney Islands,126.72471542201222,,Orkney Islands
2023-02-01,Orkney Islands,130.969452491507,,Orkney Islands
2023-03-01,Orkney Islands,131.24068839904132,,Orkney Islands
2023-04-01,Orkney Islands,131.8658163056479,,Orkney Islands
2023-05-01,Orkney Islands,133.66678111939314,,Orkney Islands
2023-06-01,Orkney Islands,135.56481852042185,,Orkney Islands
2023-07-01,Orkney Islands,134.27946513436447,,Orkney Islands
2023-08-01,Orkney Islands,134.98274681995753,,Orkney Islands
2023-09-01,Orkney Islands,135.86970807733064,,Orkney Islands
2023-10-01,Orkney Islands,136.20049730088638,,Orkney Islands
2023-11-01,Orkney Islands,139.56100178728167,,Orkney Islands
2023-12-01,Orkney Islands,140.10839658551893,,Orkney Islands
2024-01-01,Orkney Islands,140.70408323366092,,Orkney Islands
2024-02-01,Orkney Islands,141.6930855393907,,Orkney Islands
2014-07-01,Shetland Islands,100.0,,Shetland Islands
2014-08-01,Shetland Islands,99.69634570495171,,Shetland Islands
2014-09-01,Shetland Islands,100.86025676136026,,Shetland Islands
2014-10-01,Shetland Islands,101.22298157095055,,Shetland Islands
2014-11-01,Shetland Islands,100.84574349277861,,Shetland Islands
2014-12-01,Shetland Islands,101.23675019125848,,Shetland Islands
2015-01-01,Shetland Islands,100.56473461528097,,Shetland Islands
2015-02-01,Shetland Islands,99.48069261579124,,Shetland Islands
2015-03-01,Shetland Islands,98.53429258284977,,Shetland Islands
2015-04-01,Shetland Islands,99.30669927980347,,Shetland Islands
2015-05-01,Shetland Islands,99.40043648922521,,Shetland Islands
2015-06-01,Shetland Islands,98.98950860623556,,Shetland Islands
2015-07-01,Shetland Islands,99.53048820431056,,Shetland Islands
2015-08-01,Shetland Islands,98.95956784742938,,Shetland Islands
2015-09-01,Shetland Islands,98.56526184100424,,Shetland Islands
2015-10-01,Shetland Islands,98.49039888485603,,Shetland Islands
2015-11-01,Shetland Islands,99.45288995598871,,Shetland Islands
2015-12-01,Shetland Islands,94.67794717870648,,Shetland Islands
2016-01-01,Shetland Islands,96.63226182747525,,Shetland Islands
2016-02-01,Shetland Islands,96.27457998243146,,Shetland Islands
2016-03-01,Shetland Islands,95.01717501752228,,Shetland Islands
2016-04-01,Shetland Islands,93.02800198223896,,Shetland Islands
2016-05-01,Shetland Islands,92.66625774908826,,Shetland Islands
2016-06-01,Shetland Islands,93.13986142390537,,Shetland Islands
2016-07-01,Shetland Islands,94.08389480243247,,Shetland Islands
2016-08-01,Shetland Islands,93.1546622299392,,Shetland Islands
2016-09-01,Shetland Islands,92.78478216144188,,Shetland Islands
2016-10-01,Shetland Islands,92.84287578592188,,Shetland Islands
2016-11-01,Shetland Islands,92.04615374236815,,Shetland Islands
2016-12-01,Shetland Islands,92.92274852921828,,Shetland Islands
2017-01-01,Shetland Islands,93.45947773392913,,Shetland Islands
2017-02-01,Shetland Islands,93.97591342999335,,Shetland Islands
2017-03-01,Shetland Islands,95.3118824741536,,Shetland Islands
2017-04-01,Shetland Islands,95.39092209611411,,Shetland Islands
2017-05-01,Shetland Islands,95.11254897859509,,Shetland Islands
2017-06-01,Shetland Islands,95.73144753984246,,Shetland Islands
2017-07-01,Shetland Islands,95.05850299671164,,Shetland Islands
2017-08-01,Shetland Islands,95.19782595144207,,Shetland Islands
2017-09-01,Shetland Islands,95.28817906623392,,Shetland Islands
2017-10-01,Shetland Islands,95.07268449130993,,Shetland Islands
2017-11-01,Shetland Islands,96.81867088319451,,Shetland Islands
2017-12-01,Shetland Islands,97.11023385973945,,Shetland Islands
2018-01-01,Shetland Islands,95.1564021264353,,Shetland Islands
2018-02-01,Shetland Islands,95.90682695380501,,Shetland Islands
2018-03-01,Shetland Islands,95.50945756760052,,Shetland Islands
2018-04-01,Shetland Islands,95.9690419484334,,Shetland Islands
2018-05-01,Shetland Islands,96.69241613702944,,Shetland Islands
2018-06-01,Shetland Islands,96.69103374543225,,Shetland Islands
2018-07-01,Shetland Islands,96.55112097028702,,Shetland Islands
2018-08-01,Shetland Islands,97.1827301614733,,Shetland Islands
2018-09-01,Shetland Islands,98.09346449120746,,Shetland Islands
2018-10-01,Shetland Islands,98.23207597506254,,Shetland Islands
2018-11-01,Shetland Islands,98.46453525966716,,Shetland Islands
2018-12-01,Shetland Islands,97.72348489051514,,Shetland Islands
2019-01-01,Shetland Islands,99.08949053929898,,Shetland Islands
2019-02-01,Shetland Islands,99.19120506983087,,Shetland Islands
2019-03-01,Shetland Islands,101.82136912727333,,Shetland Islands
2019-04-01,Shetland Islands,99.77120128834474,,Shetland Islands
2019-05-01,Shetland Islands,100.48598621715028,,Shetland Islands
2019-06-01,Shetland Islands,99.57261244105989,,Shetland Islands
2019-07-01,Shetland Islands,99.61776319381266,,Shetland Islands
2019-08-01,Shetland Islands,100.20683158758163,,Shetland Islands
2019-09-01,Shetland Islands,100.8062107794768,,Shetland Islands
2019-10-01,Shetland Islands,101.82290266035182,,Shetland Islands
2019-11-01,Shetland Islands,101.70110105831847,,Shetland Islands
2019-12-01,Shetland Islands,102.79539856027048,,Shetland Islands
2020-01-01,Shetland Islands,101.7901823728409,,Shetland Islands
2020-02-01,Shetland Islands,101.81041321306846,,Shetland Islands
2020-03-01,Shetland Islands,101.70976035928321,,Shetland Islands
2020-04-01,Shetland Islands,97.10143816280377,,Shetland Islands
2020-05-01,Shetland Islands,96.76441846416589,,Shetland Islands
2020-06-01,Shetland Islands,97.52189533187001,,Shetland Islands
2020-07-01,Shetland Islands,100.67038988345922,,Shetland Islands
2020-08-01,Shetland Islands,101.93335390577789,,Shetland Islands
2020-09-01,Shetland Islands,101.16823517732453,,Shetland Islands
2020-10-01,Shetland Islands,101.82631255962484,,Shetland Islands
2020-11-01,Shetland Islands,103.05459514155339,,Shetland Islands
2020-12-01,Shetland Islands,104.48746062073218,,Shetland Islands
2021-01-01,Shetland Islands,102.36797413755446,,Shetland Islands
2021-02-01,Shetland Islands,101.60141034908486,,Shetland Islands
2021-03-01,Shetland Islands,103.22080284806583,,Shetland Islands
2021-04-01,Shetland Islands,104.56482662726567,,Shetland Islands
2021-05-01,Shetland Islands,104.14980686514836,,Shetland Islands
2021-06-01,Shetland Islands,104.00567687403732,,Shetland Islands
2021-07-01,Shetland Islands,105.08734115997991,,Shetland Islands
2021-08-01,Shetland Islands,104.84655803477145,,Shetland Islands
2021-09-01,Shetland Islands,104.02027492930357,,Shetland Islands
2021-10-01,Shetland Islands,104.08470543686505,,Shetland Islands
2021-11-01,Shetland Islands,104.27301666342204,,Shetland Islands
2021-12-01,Shetland Islands,104.70862484439338,,Shetland Islands
2022-01-01,Shetland Islands,107.49996838931214,,Shetland Islands
2022-02-01,Shetland Islands,106.90321389826283,,Shetland Islands
2022-03-01,Shetland Islands,107.65161490433425,,Shetland Islands
2022-04-01,Shetland Islands,109.25050008476825,,Shetland Islands
2022-05-01,Shetland Islands,108.95909930883738,,Shetland Islands
2022-06-01,Shetland Islands,109.33314867039181,,Shetland Islands
2022-07-01,Shetland Islands,109.48452239347208,,Shetland Islands
2022-08-01,Shetland Islands,109.46598728693706,,Shetland Islands
2022-09-01,Shetland Islands,111.173226163947,,Shetland Islands
2022-10-01,Shetland Islands,112.16680814369471,,Shetland Islands
2022-11-01,Shetland Islands,115.32427533834404,,Shetland Islands
2022-12-01,Shetland Islands,113.97986448949698,,Shetland Islands
2023-01-01,Shetland Islands,113.99455470420304,,Shetland Islands
2023-02-01,Shetland Islands,117.29583486149045,,Shetland Islands
2023-03-01,Shetland Islands,114.00241406123021,,Shetland Islands
2023-04-01,Shetland Islands,116.46360562896587,,Shetland Islands
2023-05-01,Shetland Islands,116.26970585397866,,Shetland Islands
2023-06-01,Shetland Islands,117.48414608804742,,Shetland Islands
2023-07-01,Shetland Islands,116.55830498293926,,Shetland Islands
2023-08-01,Shetland Islands,116.85409623458278,,Shetland Islands
2023-09-01,Shetland Islands,118.39862577741556,,Shetland Islands
2023-10-01,Shetland Islands,118.12903361132183,,Shetland Islands
2023-11-01,Shetland Islands,119.78669070971284,,Shetland Islands
2023-12-01,Shetland Islands,120.11322266410012,,Shetland Islands
2024-01-01,Shetland Islands,119.64999245582825,,Shetland Islands
2024-02-01,Shetland Islands,121.30609758925281,,Shetland Islands
2014-07-01,Angus and Dundee City,100.0,,Angus and Dundee City
2014-08-01,Angus and Dundee City,99.9690499265767,,Angus and Dundee City
2014-09-01,Angus and Dundee City,100.54739889814095,,Angus and Dundee City
2014-10-01,Angus and Dundee City,100.75948044414558,,Angus and Dundee City
2014-11-01,Angus and Dundee City,101.47321626274577,,Angus and Dundee City
2014-12-01,Angus and Dundee City,101.89511999563814,,Angus and Dundee City
2015-01-01,Angus and Dundee City,103.05574164390518,,Angus and Dundee City
2015-02-01,Angus and Dundee City,102.91705381261802,,Angus and Dundee City
2015-03-01,Angus and Dundee City,101.51517807023119,,Angus and Dundee City
2015-04-01,Angus and Dundee City,100.23881205142435,,Angus and Dundee City
2015-05-01,Angus and Dundee City,100.94594778001647,,Angus and Dundee City
2015-06-01,Angus and Dundee City,101.01532527374712,,Angus and Dundee City
2015-07-01,Angus and Dundee City,101.43709281579687,,Angus and Dundee City
2015-08-01,Angus and Dundee City,100.81602030727565,,Angus and Dundee City
2015-09-01,Angus and Dundee City,100.7958006633809,,Angus and Dundee City
