STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,SECTOR,Institutional sector,STANDARD_REVENUE,Revenue category,CTRY_SPECIFIC_REVENUE,Country-specific revenue category,UNIT_MEASURE,Unit of measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,REVENUE_CODE,Revenue code,DECIMALS,Decimals,CURRENCY,Currency
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1314,Social security funds,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2004,,31.635937,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1314,Social security funds,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2005,,32.207585,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1314,Social security funds,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2006,,33.262728,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1314,Social security funds,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2007,,34.866226,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1314,Social security funds,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2008,,36.81429,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1314,Social security funds,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2009,,38.105653,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1314,Social security funds,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2010,,38.273146,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1314,Social security funds,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2011,,40.902588,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1314,Social security funds,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2012,,41.80193,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1314,Social security funds,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2013,,42.715976,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1314,Social security funds,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2014,,43.386445,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1314,Social security funds,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2015,,44.128071,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1314,Social security funds,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2016,,44.626075,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1314,Social security funds,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2017,,45.111308,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1314,Social security funds,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2018,,45.942095,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1314,Social security funds,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2019,,47.077363,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1314,Social security funds,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2020,,48.915878,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1314,Social security funds,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2021,,50.494631,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1314,Social security funds,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2022,,52.165512,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1314,Social security funds,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2023,,53.501479,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1314,Social security funds,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,55.043699,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,GBR,United Kingdom,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,1990,,151.917,,A,Normal value,9,Billions,TOTALTAX,,3,Three,GBP,Pound sterling
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,GBR,United Kingdom,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,1991,,158.596,,A,Normal value,9,Billions,TOTALTAX,,3,Three,GBP,Pound sterling
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,GBR,United Kingdom,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,1992,,160.358,,A,Normal value,9,Billions,TOTALTAX,,3,Three,GBP,Pound sterling
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,AUS,Australia,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2005,,244.788,,A,Normal value,9,Billions,TOTALTAX,,3,Three,AUD,Australian dollar
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,AUS,Australia,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2006,,260.072,,A,Normal value,9,Billions,TOTALTAX,,3,Three,AUD,Australian dollar
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,AUS,Australia,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2007,,283.474,,A,Normal value,9,Billions,TOTALTAX,,3,Three,AUD,Australian dollar
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,AUS,Australia,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2008,,275.446,,A,Normal value,9,Billions,TOTALTAX,,3,Three,AUD,Australian dollar
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,AUS,Australia,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2009,,264.814,,A,Normal value,9,Billions,TOTALTAX,,3,Three,AUD,Australian dollar
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,AUS,Australia,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2010,,285.935,,A,Normal value,9,Billions,TOTALTAX,,3,Three,AUD,Australian dollar
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,AUS,Australia,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2011,,313.657,,A,Normal value,9,Billions,TOTALTAX,,3,Three,AUD,Australian dollar
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,AUS,Australia,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2012,,334.37,,A,Normal value,9,Billions,TOTALTAX,,3,Three,AUD,Australian dollar
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,AUS,Australia,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2013,,347.867279,,A,Normal value,9,Billions,TOTALTAX,,3,Three,AUD,Australian dollar
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,AUS,Australia,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2014,,351.596,,A,Normal value,9,Billions,TOTALTAX,,3,Three,AUD,Australian dollar
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,AUS,Australia,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2015,,365.485,,A,Normal value,9,Billions,TOTALTAX,,3,Three,AUD,Australian dollar
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,AUS,Australia,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2016,,384.863,,A,Normal value,9,Billions,TOTALTAX,,3,Three,AUD,Australian dollar
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,AUS,Australia,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2017,,423.707,,A,Normal value,9,Billions,TOTALTAX,,3,Three,AUD,Australian dollar
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,AUS,Australia,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2018,,451.935,,A,Normal value,9,Billions,TOTALTAX,,3,Three,AUD,Australian dollar
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,AUS,Australia,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2019,,443.808,,A,Normal value,9,Billions,TOTALTAX,,3,Three,AUD,Australian dollar
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,AUS,Australia,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2020,,477.006,,A,Normal value,9,Billions,TOTALTAX,,3,Three,AUD,Australian dollar
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,1990,,29.365043,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,1991,,29.92619,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,1992,,31.172615,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,1993,,29.524348,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,1994,,32.380653,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,1995,,33.025549,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,1996,,35.050514,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,1997,,35.611943,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,1998,,40.748432,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,1999,,39.908966,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2000,,47.306525,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2001,,43.385291,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2002,,43.173408,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2003,,43.775252,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2004,,45.306343,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2005,,47.533454,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2006,,50.90937,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2007,,53.404244,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2008,,58.90414,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2009,,56.375277,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2010,,58.482455,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2011,,59.263262,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2012,,59.016345,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2013,,60.592258,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2014,,60.487002,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2015,,63.835886,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2016,,63.748945,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2017,,68.877776,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2018,,68.759904,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2019,,71.022375,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2020,,65.098238,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2021,,75.029355,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2022,,71.118216,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
