date,value,series
2019-09-01,1.7,CPI
2019-10-01,1.5,CPI
2019-11-01,1.5,CPI
2019-12-01,1.3,CPI
2020-01-01,1.8,CPI
2020-02-01,1.7,CPI
2020-03-01,1.5,CPI
2020-04-01,0.8,CPI
2020-05-01,0.5,CPI
2020-06-01,0.6,CPI
2020-07-01,1.0,CPI
2020-08-01,0.2,CPI
2020-09-01,0.5,CPI
2020-10-01,0.7,CPI
2020-11-01,0.3,CPI
2020-12-01,0.6,CPI
2021-01-01,0.7,CPI
2021-02-01,0.4,CPI
2021-03-01,0.7,CPI
2021-04-01,1.5,CPI
2021-05-01,2.1,CPI
2021-06-01,2.5,CPI
2021-07-01,2.0,CPI
2021-08-01,3.2,CPI
2021-09-01,3.1,CPI
2021-10-01,4.2,CPI
2021-11-01,5.1,CPI
2021-12-01,5.4,CPI
2022-01-01,5.5,CPI
2022-02-01,6.2,CPI
2022-03-01,7.0,CPI
2022-04-01,9.0,CPI
2022-05-01,9.1,CPI
2022-06-01,9.4,CPI
2022-07-01,10.1,CPI
2022-08-01,9.9,CPI
2022-09-01,10.1,CPI
2022-10-01,11.1,CPI
2022-11-01,10.7,CPI
2022-12-01,10.5,CPI
2023-01-01,10.1,CPI
2023-02-01,10.4,CPI
2023-03-01,10.1,CPI
2023-04-01,8.7,CPI
2023-05-01,8.7,CPI
2023-06-01,7.9,CPI
2023-07-01,6.8,CPI
2023-08-01,6.7,CPI
2023-09-01,6.7,CPI
2023-10-01,4.6,CPI
2023-11-01,3.9,CPI
2023-12-01,4.0,CPI
2024-01-01,4.0,CPI
2024-02-01,3.4,CPI
2024-03-01,3.2,CPI
2024-04-01,2.3,CPI
2024-05-01,2.0,CPI
2024-06-01,2.0,CPI
2024-07-01,2.2,CPI
2024-08-01,2.2,CPI
2024-09-01,1.7,CPI
2024-10-01,2.3,CPI
2014-10-01,1.6477857878475888,OOH
2014-11-01,1.6443987667009274,OOH
2014-12-01,1.642710472279263,OOH
2015-01-01,1.9507186858316095,OOH
2015-02-01,1.846153846153853,OOH
2015-03-01,1.9487179487179596,OOH
2015-04-01,1.9447287615148356,OOH
2015-05-01,1.8386108273748647,OOH
2015-06-01,1.9387755102040938,OOH
2015-07-01,1.8329938900203624,OOH
2015-08-01,1.7258883248731038,OOH
2015-09-01,1.8255578093306468,OOH
2015-10-01,1.823708206686936,OOH
2015-11-01,1.921132457027297,OOH
2015-12-01,1.9191919191919204,OOH
2016-01-01,1.9133937562940684,OOH
2016-02-01,2.0140986908358416,OOH
2016-03-01,2.1126760563380254,OOH
2016-04-01,2.208835341365467,OOH
2016-05-01,2.407221664994985,OOH
2016-06-01,2.302302302302306,OOH
2016-07-01,2.400000000000002,OOH
2016-08-01,2.4950099800399306,OOH
2016-09-01,2.39043824701195,OOH
2016-10-01,2.686567164179099,OOH
2016-11-01,2.5793650793650924,OOH
2016-12-01,2.6759167492566682,OOH
2017-01-01,2.5691699604742935,OOH
2017-02-01,2.566633761105641,OOH
2017-03-01,2.4630541871921263,OOH
2017-04-01,2.259332023575644,OOH
2017-05-01,2.0568070519098924,OOH
2017-06-01,1.9569471624266255,OOH
2017-07-01,1.953125,OOH
2017-08-01,1.850048685491723,OOH
2017-09-01,1.9455252918287869,OOH
2017-10-01,1.5503875968992276,OOH
2017-11-01,1.4506769825918697,OOH
2017-12-01,1.254826254826269,OOH
2018-01-01,1.1560693641618602,OOH
2018-02-01,1.1549566891241536,OOH
2018-03-01,1.1538461538461497,OOH
2018-04-01,1.1527377521613813,OOH
2018-05-01,1.151631477927073,OOH
2018-06-01,1.151631477927073,OOH
2018-07-01,1.1494252873563093,OOH
2018-08-01,1.051625239005749,OOH
2018-09-01,1.0496183206107013,OOH
2018-10-01,1.1450381679389388,OOH
2018-11-01,1.143946615824576,OOH
2018-12-01,1.2392755004766443,OOH
2019-01-01,1.1428571428571566,OOH
2019-02-01,1.141769743101806,OOH
2019-03-01,1.1406844106463865,OOH
2019-04-01,1.139601139601143,OOH
2019-05-01,1.1385199240986577,OOH
2019-06-01,1.2333965844402162,OOH
2019-07-01,1.1363636363636465,OOH
2019-08-01,1.1352885525071077,OOH
2019-09-01,1.1331444759206777,OOH
2019-10-01,1.132075471698113,OOH
2019-11-01,1.1310084825636224,OOH
2019-12-01,1.2241054613935987,OOH
2020-01-01,1.3182674199623268,OOH
2020-02-01,1.2229539040451431,OOH
2020-03-01,1.2218045112782017,OOH
2020-04-01,1.1267605633802802,OOH
2020-05-01,1.1257035647279645,OOH
2020-06-01,1.1246485473289658,OOH
2020-07-01,1.1235955056179803,OOH
2020-08-01,1.1225444340505097,OOH
2020-09-01,1.1204481792717047,OOH
2020-10-01,1.1194029850746245,OOH
2020-11-01,1.2115563839701693,OOH
2020-12-01,1.209302325581385,OOH
2021-01-01,1.3011152416356975,OOH
2021-02-01,1.3940520446096727,OOH
2021-03-01,1.29990714948931,OOH
2021-04-01,1.392757660167132,OOH
2021-05-01,1.4842300556586308,OOH
2021-06-01,1.575532900834098,OOH
2021-07-01,1.6666666666666607,OOH
2021-08-01,1.757631822386685,OOH
2021-09-01,1.7543859649122862,OOH
2021-10-01,1.9372693726937174,OOH
2021-11-01,2.02578268876612,OOH
2021-12-01,2.205882352941191,OOH
2022-01-01,2.3853211009174258,OOH
2022-02-01,2.4747937671860676,OOH
2022-03-01,2.7497708524289566,OOH
2022-04-01,2.930402930402942,OOH
2022-05-01,3.1078610603290535,OOH
2022-06-01,3.193430656934315,OOH
2022-07-01,3.3697632058287796,OOH
2022-08-01,3.4545454545454435,OOH
2022-09-01,3.62976406533575,OOH
2022-10-01,3.619909502262453,OOH
2022-11-01,3.790613718411562,OOH
2022-12-01,3.866906474820131,OOH
2023-01-01,3.8530465949820902,OOH
2023-02-01,3.9355992844364973,OOH
2023-03-01,4.014272970562005,OOH
2023-04-01,4.0035587188612,OOH
2023-05-01,4.166666666666674,OOH
2023-06-01,4.420866489831998,OOH
2023-07-01,4.493392070484581,OOH
2023-08-01,4.7451669595782064,OOH
2023-09-01,4.903677758318725,OOH
2023-10-01,5.327510917030565,OOH
2023-11-01,5.3043478260869525,OOH
2023-12-01,5.281385281385287,OOH
2024-01-01,5.349439171699721,OOH
2024-02-01,6.024096385542177,OOH
2024-03-01,6.2607204116638115,OOH
2024-04-01,6.586826347305386,OOH
2024-05-01,6.638297872340426,OOH
2024-06-01,6.77392040643523,OOH
2024-07-01,6.99831365935919,OOH
2024-08-01,7.130872483221484,OOH
2024-09-01,7.262103505843065,OOH
2024-10-01,7.379767827529027,OOH
