date,series,value
2019-07-01,Value,101.6
2019-08-01,Value,101.0
2019-09-01,Value,100.8
2019-10-01,Value,100.5
2019-11-01,Value,99.7
2019-12-01,Value,100.0
2020-01-01,Value,101.0
2020-02-01,Value,99.8
2020-03-01,Value,93.1
2020-04-01,Value,76.0
2020-05-01,Value,85.5
2020-06-01,Value,97.5
2020-07-01,Value,101.9
2020-08-01,Value,103.0
2020-09-01,Value,104.4
2020-10-01,Value,105.5
2020-11-01,Value,100.5
2020-12-01,Value,102.3
2021-01-01,Value,93.7
2021-02-01,Value,95.4
2021-03-01,Value,99.5
2021-04-01,Value,107.9
2021-05-01,Value,107.0
2021-06-01,Value,109.2
2021-07-01,Value,106.9
2021-08-01,Value,107.4
2021-09-01,Value,107.6
2021-10-01,Value,108.3
2021-11-01,Value,109.8
2021-12-01,Value,110.5
2022-01-01,Value,109.9
2022-02-01,Value,110.1
2022-03-01,Value,111.1
2022-04-01,Value,111.5
2022-05-01,Value,111.4
2022-06-01,Value,113.2
2022-07-01,Value,114.8
2022-08-01,Value,112.8
2022-09-01,Value,111.8
2022-10-01,Value,114.0
2022-11-01,Value,113.9
2022-12-01,Value,113.5
2023-01-01,Value,114.3
2023-02-01,Value,115.6
2023-03-01,Value,114.6
2023-04-01,Value,116.3
2023-05-01,Value,116.1
2023-06-01,Value,117.0
2023-07-01,Value,115.7
2023-08-01,Value,116.8
2023-09-01,Value,116.5
2023-10-01,Value,116.8
2023-11-01,Value,118.1
2023-12-01,Value,113.0
2024-01-01,Value,118.1
2024-02-01,Value,118.1
2024-03-01,Value,117.8
2024-04-01,Value,115.5
2024-05-01,Value,118.9
2024-06-01,Value,117.7
2024-07-01,Value,118.5
2019-07-01,Volume,101.2
2019-08-01,Volume,100.8
2019-09-01,Volume,100.6
2019-10-01,Volume,100.3
2019-11-01,Volume,100.0
2019-12-01,Volume,99.5
2020-01-01,Volume,100.1
2020-02-01,Volume,99.0
2020-03-01,Volume,93.7
2020-04-01,Volume,77.0
2020-05-01,Volume,86.7
2020-06-01,Volume,98.7
2020-07-01,Volume,102.6
2020-08-01,Volume,104.1
2020-09-01,Volume,105.6
2020-10-01,Volume,106.4
2020-11-01,Volume,101.4
2020-12-01,Volume,103.3
2021-01-01,Volume,94.4
2021-02-01,Volume,95.7
2021-03-01,Volume,100.0
2021-04-01,Volume,108.5
2021-05-01,Volume,106.1
2021-06-01,Volume,107.2
2021-07-01,Volume,104.5
2021-08-01,Volume,104.9
2021-09-01,Volume,105.1
2021-10-01,Volume,104.7
2021-11-01,Volume,104.3
2021-12-01,Volume,104.8
2022-01-01,Volume,103.2
2022-02-01,Volume,102.5
2022-03-01,Volume,101.9
2022-04-01,Volume,101.6
2022-05-01,Volume,100.0
2022-06-01,Volume,100.0
2022-07-01,Volume,100.3
2022-08-01,Volume,98.7
2022-09-01,Volume,97.6
2022-10-01,Volume,98.6
2022-11-01,Volume,97.5
2022-12-01,Volume,97.4
2023-01-01,Volume,97.5
2023-02-01,Volume,98.2
2023-03-01,Volume,97.3
2023-04-01,Volume,98.0
2023-05-01,Volume,97.2
2023-06-01,Volume,98.0
2023-07-01,Volume,96.9
2023-08-01,Volume,97.3
2023-09-01,Volume,96.2
2023-10-01,Volume,96.2
2023-11-01,Volume,97.6
2023-12-01,Volume,94.1
2024-01-01,Volume,97.7
2024-02-01,Volume,97.8
2024-03-01,Volume,97.5
2024-04-01,Volume,96.1
2024-05-01,Volume,98.7
2024-06-01,Volume,97.8
2024-07-01,Volume,98.2
