date,series,value
2014-10-01,Electricity,100.2
2014-11-01,Electricity,100.2
2014-12-01,Electricity,100.2
2015-01-01,Electricity,100.2
2015-02-01,Electricity,100.2
2015-03-01,Electricity,100.2
2015-04-01,Electricity,100.0
2015-05-01,Electricity,100.0
2015-06-01,Electricity,99.9
2015-07-01,Electricity,99.9
2015-08-01,Electricity,99.9
2015-09-01,Electricity,99.9
2015-10-01,Electricity,99.9
2015-11-01,Electricity,99.9
2015-12-01,Electricity,99.9
2016-01-01,Electricity,99.9
2016-02-01,Electricity,99.9
2016-03-01,Electricity,99.9
2016-04-01,Electricity,99.7
2016-05-01,Electricity,99.7
2016-06-01,Electricity,99.7
2016-07-01,Electricity,99.7
2016-08-01,Electricity,99.7
2016-09-01,Electricity,99.7
2016-10-01,Electricity,99.7
2016-11-01,Electricity,99.7
2016-12-01,Electricity,99.7
2017-01-01,Electricity,99.7
2017-02-01,Electricity,99.7
2017-03-01,Electricity,100.7
2017-04-01,Electricity,103.2
2017-05-01,Electricity,107.4
2017-06-01,Electricity,107.4
2017-07-01,Electricity,108.7
2017-08-01,Electricity,108.7
2017-09-01,Electricity,108.7
2017-10-01,Electricity,111.1
2017-11-01,Electricity,111.1
2017-12-01,Electricity,111.1
2018-01-01,Electricity,111.1
2018-02-01,Electricity,111.1
2018-03-01,Electricity,111.1
2018-04-01,Electricity,112.1
2018-05-01,Electricity,112.2
2018-06-01,Electricity,114.7
2018-07-01,Electricity,116.7
2018-08-01,Electricity,116.7
2018-09-01,Electricity,118.8
2018-10-01,Electricity,121.2
2018-11-01,Electricity,121.2
2018-12-01,Electricity,121.2
2019-01-01,Electricity,115.3
2019-02-01,Electricity,115.4
2019-03-01,Electricity,115.4
2019-04-01,Electricity,127.9
2019-05-01,Electricity,127.9
2019-06-01,Electricity,127.9
2019-07-01,Electricity,127.9
2019-08-01,Electricity,127.9
2019-09-01,Electricity,127.9
2019-10-01,Electricity,125.2
2019-11-01,Electricity,125.2
2019-12-01,Electricity,125.2
2020-01-01,Electricity,125.2
2020-02-01,Electricity,125.2
2020-03-01,Electricity,125.2
2020-04-01,Electricity,125.4
2020-05-01,Electricity,125.4
2020-06-01,Electricity,125.4
2020-07-01,Electricity,125.3
2020-08-01,Electricity,125.3
2020-09-01,Electricity,125.3
2020-10-01,Electricity,121.2
2020-11-01,Electricity,121.2
2020-12-01,Electricity,121.2
2021-01-01,Electricity,121.2
2021-02-01,Electricity,121.2
2021-03-01,Electricity,121.2
2021-04-01,Electricity,132.3
2021-05-01,Electricity,132.3
2021-06-01,Electricity,132.3
2021-07-01,Electricity,132.5
2021-08-01,Electricity,132.5
2021-09-01,Electricity,132.5
2021-10-01,Electricity,144.0
2021-11-01,Electricity,144.0
2021-12-01,Electricity,144.0
2022-01-01,Electricity,144.5
2022-02-01,Electricity,144.5
2022-03-01,Electricity,144.5
2022-04-01,Electricity,203.2
2022-05-01,Electricity,203.2
2022-06-01,Electricity,203.2
2022-07-01,Electricity,204.1
2022-08-01,Electricity,204.1
2022-09-01,Electricity,204.1
2022-10-01,Electricity,238.6
2022-11-01,Electricity,238.1
2022-12-01,Electricity,238.1
2023-01-01,Electricity,240.9
2023-02-01,Electricity,240.9
2023-03-01,Electricity,240.9
2023-04-01,Electricity,238.3
2023-05-01,Electricity,238.3
2023-06-01,Electricity,238.3
2023-07-01,Electricity,217.7
2023-08-01,Electricity,217.7
2023-09-01,Electricity,217.7
2023-10-01,Electricity,201.4
2023-11-01,Electricity,201.4
2023-12-01,Electricity,201.4
2024-01-01,Electricity,209.6
2024-02-01,Electricity,209.6
2024-03-01,Electricity,209.6
2024-04-01,Electricity,188.1
2024-05-01,Electricity,188.1
2024-06-01,Electricity,188.1
2024-07-01,Electricity,175.3
