date,value
2016-10-01,9.291076154983315
2016-10-31,9.52410881053759
2016-11-30,6.923703382403708
2016-12-31,5.503996742411509
2017-01-30,1.013039206139844
2017-03-02,0.3015925004647286
2017-04-01,-1.354333566439749
2017-05-02,-0.6472686713819016
2017-06-01,1.0034788920658215
2017-07-01,2.4180070286012807
2017-08-01,-0.1831950923721095
2017-08-31,0.5226747634264797
2017-10-01,-0.1879752494091207
2017-10-31,-1.3710641160692845
2017-12-01,-0.9006169943434799
2017-12-31,0.7505289155240007
2018-01-31,3.3457558402011216
2018-03-02,4.760682323156324
2018-04-01,4.049633963900966
2018-05-02,4.755902166119313
2018-06-01,3.8086343799516698
2018-07-02,5.223560862906872
2018-08-01,4.748333584144042
2018-09-01,7.108536121168129
2018-10-01,7.8148043233864755
2018-10-31,8.757291952517107
2018-12-01,11.589136650526264
2018-12-31,12.059185425832323
2019-01-31,12.765453628050665
2019-03-02,12.054803615215064
2019-04-02,11.579177990032491
2019-05-02,11.104747404109167
2019-06-02,12.991714394469176
2019-07-02,12.044844954721292
2019-08-01,12.514495383607604
2019-09-01,11.803447024352252
2019-10-01,12.74593465348287
2019-11-01,11.32622801349067
2019-12-01,9.434082519673892
2020-01-01,7.069099825612788
2020-01-31,6.358449812777188
2020-03-01,5.174564253277509
2020-04-01,4.227296467109873
2020-05-01,3.043809254029945
2020-06-01,-1.447148282241706
2020-07-01,-4.047952056795353
2020-08-01,3.27285844538671
2020-08-31,8.939336266343268
2020-10-01,15.78770791470076
2020-10-31,22.635282870218745
2020-11-30,25.939964768472212
2020-12-31,26.409615197358526
2021-01-30,28.29737888055805
2021-03-02,29.00324873635664
2021-04-01,27.819761523276718
2021-05-02,28.99886692573938
2021-06-01,30.177175635362545
2021-07-01,31.592102118317744
2021-08-01,24.739348659343
2021-08-31,17.1779369196314
2021-10-01,4.183478360937272
2021-10-31,-4.5594288597555135
2021-12-01,-7.632671488133717
2021-12-31,-7.870882647144747
2022-01-31,-9.99964591429356
2022-03-02,-15.199261731302066
2022-04-01,-38.11493622031213
2022-05-02,-39.53464286030434
2022-06-01,-40.71813007338428
2022-07-02,-35.28707498650048
2022-08-01,-34.10836793045758
2022-09-01,-32.22140094009756
2022-10-01,-37.18439898377404
2022-10-31,-21.832924659413813
2022-12-01,-20.65421760337092
2022-12-31,-19.948347747572303
2023-01-31,-23.021192029530745
2023-03-02,-19.480290704365
2023-04-02,0.5959705046606487
2023-05-02,2.719555268352714
2023-06-02,8.62225251622155
2023-07-02,10.510016199421074
2023-08-01,11.21588605521967
2023-09-01,10.504837695964312
2023-10-01,22.78585781688458
2023-11-01,13.098471234962425
2023-12-01,10.261448033496514
2024-01-01,10.259057954978012
2024-01-31,17.815291191232845
2024-03-01,20.411713155169217
2024-04-01,28.20456416475609
2024-05-01,30.56397000894067
2024-06-01,28.908442288455927
2024-07-01,27.488337302043966
2024-08-01,26.304451742544288
2024-08-31,27.483557145006955
2024-10-01,23.465038462559868
