date,value
2005-01-01,26723
2005-02-01,26895
2005-03-01,26876
2005-04-01,26893
2005-05-01,26968
2005-06-01,26988
2005-07-01,27135
2005-08-01,27117
2005-09-01,27139
2005-10-01,27139
2005-11-01,27170
2005-12-01,27304
2006-01-01,27591
2006-02-01,27627
2006-03-01,27684
2006-04-01,27645
2006-05-01,27639
2006-06-01,27700
2006-07-01,27589
2006-08-01,27645
2006-09-01,27671
2006-10-01,27790
2006-11-01,27684
2006-12-01,27670
2007-01-01,27964
2007-02-01,27898
2007-03-01,28019
2007-04-01,28142
2007-05-01,28083
2007-06-01,28158
2007-07-01,28195
2007-08-01,28158
2007-09-01,28324
2007-10-01,28509
2007-11-01,28626
2007-12-01,28669
2008-01-01,28450
2008-02-01,28511
2008-03-01,28422
2008-04-01,28318
2008-05-01,28405
2008-06-01,28317
2008-07-01,28165
2008-08-01,28287
2008-09-01,28324
2008-10-01,28246
2008-11-01,28517
2008-12-01,28229
2009-01-01,28170
2009-02-01,28279
2009-03-01,28368
2009-04-01,28457
2009-05-01,28402
2009-06-01,28312
2009-07-01,28183
2009-08-01,28101
2009-09-01,28091
2009-10-01,28259
2009-11-01,28206
2009-12-01,28113
2010-01-01,28134
2010-02-01,28032
2010-03-01,28015
2010-04-01,28247
2010-05-01,28334
2010-06-01,28385
2010-07-01,28437
2010-08-01,28524
2010-09-01,28605
2010-10-01,28678
2010-11-01,28624
2010-12-01,28554
2011-01-01,28320
2011-02-01,28202
2011-03-01,28320
2011-04-01,28382
2011-05-01,28518
2011-06-01,28576
2011-07-01,28356
2011-08-01,28533
2011-09-01,28608
2011-10-01,28754
2011-11-01,28902
2011-12-01,28999
2012-01-01,29097
2012-02-01,29245
2012-03-01,29149
2012-04-01,29104
2012-05-01,29082
2012-06-01,29131
2012-07-01,29317
2012-08-01,29269
2012-09-01,29158
2012-10-01,28873
2012-11-01,28774
2012-12-01,28751
2013-01-01,28710
2013-02-01,28665
2013-03-01,28775
2013-04-01,28915
2013-05-01,29016
2013-06-01,29169
2013-07-01,29328
2013-08-01,29345
2013-09-01,29357
2013-10-01,29365
2013-11-01,29351
2013-12-01,29301
2014-01-01,28556
2014-02-01,28615
2014-03-01,28256
2014-04-01,28275
2014-05-01,28448
2014-06-01,28057
2014-07-01,28479
2014-08-01,28746
2014-09-01,28138
2014-10-01,28333
2014-11-01,28490
2014-12-01,28288
2015-01-01,28225
2015-02-01,28408
2015-03-01,28331
2015-04-01,28285
2015-05-01,28394
2015-06-01,28099
2015-07-01,28294
2015-08-01,28371
2015-09-01,28295
2015-10-01,28137
2015-11-01,28281
2015-12-01,28347
2016-01-01,28205
2016-02-01,28546
2016-03-01,28554
2016-04-01,28233
2016-05-01,28265
2016-06-01,28342
2016-07-01,28400
2016-08-01,28213
2016-09-01,28374
2016-10-01,28110
2016-11-01,28097
2016-12-01,28148
2017-01-01,28451
2017-02-01,28331
2017-03-01,28631
2017-04-01,28418
2017-05-01,28213
2017-06-01,28616
2017-07-01,28285
2017-08-01,28274
2017-09-01,28447
2017-10-01,28290
2017-11-01,28332
2017-12-01,28446
2018-01-01,28439
2018-02-01,28576
2018-03-01,28591
2018-04-01,28456
2018-05-01,28364
2018-06-01,28491
2018-07-01,28210
2018-08-01,28401
2018-09-01,28293
2018-10-01,28506
2018-11-01,28572
2018-12-01,28545
2019-01-01,28900
2019-02-01,28675
2019-03-01,28327
2019-04-01,28886
2019-05-01,28664
2019-06-01,28859
2019-07-01,28983
2019-08-01,29133
2019-09-01,29176
2019-10-01,29342
2019-11-01,29263
2019-12-01,29366
2020-01-01,30094
2020-02-01,30177
2020-03-01,31932
2020-04-01,33313
2020-05-01,32791
2020-06-01,31921
2020-07-01,32168
2020-08-01,31766
2020-09-01,31745
2020-10-01,31882
2020-11-01,31975
2020-12-01,32133
2021-01-01,31634
2021-02-01,31410
2021-03-01,30823
2021-04-01,30850
2021-05-01,31276
2021-06-01,31467
2021-07-01,31156
2021-08-01,30915
2021-09-01,30603
2021-10-01,30730
2021-11-01,30772
2021-12-01,30433
2022-01-01,30475
2022-02-01,30697
2022-03-01,30579
2022-04-01,30270
2022-05-01,29958
2022-06-01,30309
2022-07-01,30771
2022-08-01,30384
2022-09-01,30431
2022-10-01,30414
2022-11-01,29986
2022-12-01,30162
2023-01-01,30063
2023-02-01,30355
2023-03-01,30630
2023-04-01,30149
2023-05-01,30318
2023-06-01,30718
2023-07-01,30485
