Line,Start Date Time,End Date Time,Service Status,Status Message
Northern,06/01/2025 10:31,06/01/2025 10:32,Severe Delays,"Severe delays between Battersea Power Station and Camden Town via Charing Cross northbound while we fix a signal failure at Waterloo. Tickets are being accepted on London Buses, Thameslink, Southeastern and Southwestern Railway services via reasonable routes."
Northern,06/01/2025 10:32,06/01/2025 11:07,Severe Delays,"Severe delays between Battersea Power Station and Camden Town via Charing Cross while we fix a signal failure at Waterloo. Tickets are being accepted on London Buses, Thameslink, Southeastern and Southwestern Railway services via reasonable routes."
Northern,06/01/2025 11:07,06/01/2025 11:07,Minor Delays,"Severe delays between Battersea Power Station and Camden Town via Charing Cross while we fix a signal failure at Waterloo. Tickets are being accepted on London Buses, Thameslink, Southeastern and Southwestern Railway services via reasonable routes."
Northern,06/01/2025 11:07,06/01/2025 11:41,Severe Delays,"Severe delays between Battersea Power Station and Camden Town via Charing Cross while we fix a signal failure at Waterloo. MINOR DELAYS on the rest of the line. Tickets are being accepted on London Buses, Thameslink, Southeastern and Southwestern Railway services via reasonable routes."
Northern,06/01/2025 11:07,06/01/2025 11:41,Minor Delays,"Severe delays between Battersea Power Station and Camden Town via Charing Cross while we fix a signal failure at Waterloo. MINOR DELAYS on the rest of the line. Tickets are being accepted on London Buses, Thameslink, Southeastern and Southwestern Railway services via reasonable routes."
District,06/01/2025 11:23,06/01/2025 11:42,Minor Delays,Minor delays between Aldgate East and Upminster eastbound while we respond to a customer incident at Bromley-By-Bow. GOOD SERVICE on the rest of the line.
Piccadilly,06/01/2025 11:25,06/01/2025 11:26,Severe Delays,"No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. SEVERE DELAYS to the rest of the line due to an earlier signal failure at Osterley. Tickets are being accepted on London Buses, Elizabeth Line, Great Northern, London Overground and Southwestern Railway services via reasonable routes."
Piccadilly,06/01/2025 11:25,06/01/2025 11:26,Severe Delays,"No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. SEVERE DELAYS to the rest of the line due to an earlier signal failure at Osterley. Tickets are being accepted on London Buses, Elizabeth Line, Great Northern, London Overground and Southwestern Railway services via reasonable routes."
Piccadilly,06/01/2025 11:25,06/01/2025 11:26,Minor Delays,"No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. SEVERE DELAYS to the rest of the line due to an earlier signal failure at Osterley. Tickets are being accepted on London Buses, Elizabeth Line, Great Northern, London Overground and Southwestern Railway services via reasonable routes."
Piccadilly,06/01/2025 11:26,06/01/2025 12:48,Part Closure,"No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. SEVERE DELAYS between Acton Town and Rayners Lane/Heathrow Airport due to an earlier signal failure at Osterley. MINOR DELAYS on the rest of the line. Tickets are being accepted on London Buses, Elizabeth Line, Great Northern, London Overground and Southwestern Railway services via reasonable routes."
Piccadilly,06/01/2025 11:26,06/01/2025 12:48,Severe Delays,"No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. SEVERE DELAYS between Acton Town and Rayners Lane/Heathrow Airport due to an earlier signal failure at Osterley. MINOR DELAYS on the rest of the line. Tickets are being accepted on London Buses, Elizabeth Line, Great Northern, London Overground and Southwestern Railway services via reasonable routes."
Piccadilly,06/01/2025 11:26,06/01/2025 12:48,Severe Delays,"No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. SEVERE DELAYS between Acton Town and Rayners Lane/Heathrow Airport due to an earlier signal failure at Osterley. MINOR DELAYS on the rest of the line. Tickets are being accepted on London Buses, Elizabeth Line, Great Northern, London Overground and Southwestern Railway services via reasonable routes."
Piccadilly,06/01/2025 11:26,06/01/2025 12:48,Minor Delays,"No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. SEVERE DELAYS between Acton Town and Rayners Lane/Heathrow Airport due to an earlier signal failure at Osterley. MINOR DELAYS on the rest of the line. Tickets are being accepted on London Buses, Elizabeth Line, Great Northern, London Overground and Southwestern Railway services via reasonable routes."
Northern,06/01/2025 11:41,06/01/2025 12:58,Minor Delays,Minor delays due to an earlier signal failure at Waterloo.
District,06/01/2025 11:42,06/01/2025 12:22,Severe Delays,"Severe delays between Barking and Upminster, and MINOR DELAYS between Aldgate East and Barking due to an earlier customer incident at Bromley-By-Bow. GOOD SERVICE on the rest of the line. Tickets are being accepted on London Buses and C2C services via reasonable routes."
District,06/01/2025 11:43,06/01/2025 12:22,Minor Delays,"Severe delays between Barking and Upminster, and MINOR DELAYS between Aldgate East and Barking due to an earlier customer incident at Bromley-By-Bow. GOOD SERVICE on the rest of the line. Tickets are being accepted on London Buses and C2C services via reasonable routes."
Metropolitan,06/01/2025 12:29,06/01/2025 12:29,Severe Delays,"Severe delays between Baker Street and Aldgate, and MINOR DELAYS rest of the line while we fix a signal failure at Rickmansworth. Tickets are being accepted on London Buses and London Overground services via reasonable rout"
Metropolitan,06/01/2025 12:29,06/01/2025 12:29,Minor Delays,"Severe delays between Baker Street and Aldgate, and MINOR DELAYS rest of the line while we fix a signal failure at Rickmansworth. Tickets are being accepted on London Buses and London Overground services via reasonable rout"
Metropolitan,06/01/2025 12:29,06/01/2025 12:33,Severe Delays,"Severe delays between Baker Street and Aldgate, and MINOR DELAYS rest of the line while we fix a signal failure at Rickmansworth. Tickets are being accepted on London Buses and London Overground services via reasonable route."
Metropolitan,06/01/2025 12:29,06/01/2025 12:33,Minor Delays,"Severe delays between Baker Street and Aldgate, and MINOR DELAYS rest of the line while we fix a signal failure at Rickmansworth. Tickets are being accepted on London Buses and London Overground services via reasonable route."
Metropolitan,06/01/2025 12:33,06/01/2025 12:39,Severe Delays,"Severe delays between Baker Street and Aldgate, and MINOR DELAYS rest of the line due to an earlier signal failure at Rickmansworth. Tickets are being accepted on London Buses and London Overground services via reasonable route."
Metropolitan,06/01/2025 12:33,06/01/2025 12:39,Minor Delays,"Severe delays between Baker Street and Aldgate, and MINOR DELAYS rest of the line due to an earlier signal failure at Rickmansworth. Tickets are being accepted on London Buses and London Overground services via reasonable route."
Metropolitan,06/01/2025 12:39,06/01/2025 12:49,Severe Delays,"Severe delays between Baker Street and Aldgate, and MINOR DELAYS rest of the line due to an earlier signal failure at Rickmansworth. Tickets are being accepted on London Buses and London Overground services via reasonable route."
Metropolitan,06/01/2025 12:39,06/01/2025 12:49,Minor Delays,"Severe delays between Baker Street and Aldgate, and MINOR DELAYS rest of the line due to an earlier signal failure at Rickmansworth. Tickets are being accepted on London Buses and London Overground services via reasonable route."
Piccadilly,06/01/2025 12:48,06/01/2025 18:13,Severe Delays,"No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. SEVERE DELAYS on the rest of line due to an earlier signal failure at Osterley and an earlier faulty train at Arnos Grove. Tickets are being accepted on London Buses, Elizabeth Line, Great Northern, London Overground and Southwestern Railway services via reasonable routes."
Piccadilly,06/01/2025 12:48,06/01/2025 18:13,Part Closure,"No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. SEVERE DELAYS on the rest of line due to an earlier signal failure at Osterley and an earlier faulty train at Arnos Grove. Tickets are being accepted on London Buses, Elizabeth Line, Great Northern, London Overground and Southwestern Railway services via reasonable routes."
Metropolitan,06/01/2025 12:49,06/01/2025 12:53,Minor Delays,Minor delays due to an earlier signal failure at Rickmansworth. Tickets are being accepted on London Buses and London Overground services via reasonable route.
Metropolitan,06/01/2025 12:53,06/01/2025 13:03,Minor Delays,Minor delays due to an earlier signal failure at Rickmansworth.
Piccadilly,06/01/2025 18:13,07/01/2025 01:15,Severe Delays,"No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. SEVERE DELAYS between Acton Town and Rayners lane. MINOR DELAYS on the rest of the line due to shortage of trains. Tickets are being accepted on London Buses, Elizabeth Line, Great Northern, London Overground and Southwestern Railway services via reasonable routes."
Piccadilly,06/01/2025 18:13,07/01/2025 01:15,Minor Delays,"No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. SEVERE DELAYS between Acton Town and Rayners lane. MINOR DELAYS on the rest of the line due to shortage of trains. Tickets are being accepted on London Buses, Elizabeth Line, Great Northern, London Overground and Southwestern Railway services via reasonable routes."
Piccadilly,06/01/2025 18:13,07/01/2025 01:15,Part Closure,"No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. SEVERE DELAYS between Acton Town and Rayners lane. MINOR DELAYS on the rest of the line due to shortage of trains. Tickets are being accepted on London Buses, Elizabeth Line, Great Northern, London Overground and Southwestern Railway services via reasonable routes."
Metropolitan,06/01/2025 23:55,07/01/2025 01:14,Minor Delays,Minor delays between Rickmansworth and Amersham/Chesham while we fix a signal failure at Rickmansworth. GOOD SERVICE on the rest of the line.
Metropolitan,06/01/2025 23:55,07/01/2025 01:14,Minor Delays,Minor delays between Rickmansworth and Amersham/Chesham while we fix a signal failure at Rickmansworth. GOOD SERVICE on the rest of the line.
Piccadilly,07/01/2025 04:17,07/01/2025 06:38,Part Closure,No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey.
Bakerloo,07/01/2025 05:26,07/01/2025 05:54,Part Suspended,No service between Queen's Park and Harrow & Wealdstone due to late finish to  engineering work. GOOD SERVICE on the rest of the line. London Underground tickets will be accepted on local bus services.
Bakerloo,07/01/2025 05:54,07/01/2025 06:13,Minor Delays,Minor delays between Queen's Park and Harrow & Wealdstone due to late finish to engineering work earlier. GOOD SERVICE on the rest of the line.
Piccadilly,07/01/2025 06:38,07/01/2025 08:02,Severe Delays,No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. Severe delays Acton Town to Rayners Lane due to a shortage of trains. GOOD SERVICE on the rest of the line.
Piccadilly,07/01/2025 06:38,07/01/2025 08:02,Part Closure,No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. Severe delays Acton Town to Rayners Lane due to a shortage of trains. GOOD SERVICE on the rest of the line.
Piccadilly,07/01/2025 08:02,07/01/2025 08:03,Minor Delays,No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. Minor delays on the rest of the line.
Piccadilly,07/01/2025 08:02,07/01/2025 08:03,Part Closure,No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. Minor delays on the rest of the line.
Piccadilly,07/01/2025 08:03,07/01/2025 08:11,Minor Delays,No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. Minor delays on the rest of the line.
Piccadilly,07/01/2025 08:03,07/01/2025 08:11,Part Closure,No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. Minor delays on the rest of the line.
Piccadilly,07/01/2025 08:11,07/01/2025 13:09,Minor Delays,No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. MINOR DELAYS on the rest of the line due to a shortage of trains.
Piccadilly,07/01/2025 08:11,07/01/2025 13:09,Part Closure,No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. MINOR DELAYS on the rest of the line due to a shortage of trains.
Bakerloo,07/01/2025 10:16,07/01/2025 10:17,Part Suspended,No service between Stonebridge Park and Harrow & Wealdstone due to an earlier signalling problem at North Wembley. GOOD SERVICE on the rest of the line.
Bakerloo,07/01/2025 10:17,07/01/2025 12:14,Part Suspended,No service between Stonebridge Park and Harrow & Wealdstone due to an earlier signalling problem at North Wembley. Valid tickets are accepted on London Buses. GOOD SERVICE on the rest of the line.
Bakerloo,07/01/2025 12:14,07/01/2025 13:15,Severe Delays,Severe delays between Stonebridge Park and Harrow & Wealdstone due to an earlier signalling problem at North Wembley. Valid tickets are accepted on London Buses. GOOD SERVICE on the rest of the line.
Piccadilly,07/01/2025 13:09,07/01/2025 13:10,Part Suspended,No service between Northfields and Heathrow while we respond to a customer incident at Hounslow Central . MINOR DELAYS on the rest of the line due to a shortage of trains. No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey.
Piccadilly,07/01/2025 13:09,07/01/2025 13:10,Minor Delays,No service between Northfields and Heathrow while we respond to a customer incident at Hounslow Central . MINOR DELAYS on the rest of the line due to a shortage of trains. No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey.
Piccadilly,07/01/2025 13:10,07/01/2025 13:15,Part Suspended,No service between Northfields and Heathrow while we respond to a customer incident at Hounslow Central . MINOR DELAYS on the rest of the line due to a shortage of trains. No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey.
Piccadilly,07/01/2025 13:10,07/01/2025 13:16,Part Suspended,No service between Northfields and Heathrow while we respond to a customer incident at Hounslow Central . MINOR DELAYS on the rest of the line due to a shortage of trains. No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey.
Piccadilly,07/01/2025 13:10,07/01/2025 13:15,Minor Delays,No service between Northfields and Heathrow while we respond to a customer incident at Hounslow Central . MINOR DELAYS on the rest of the line due to a shortage of trains. No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey.
Piccadilly,07/01/2025 13:15,07/01/2025 13:16,Minor Delays,No service between Northfields and Heathrow while we respond to a customer incident at Hounslow Central . MINOR DELAYS on the rest of the line due to a shortage of trains. No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey.
Bakerloo,07/01/2025 13:15,07/01/2025 13:17,Minor Delays,Minor delays between Stonebridge Park and Harrow & Wealdstone due to an earlier signalling problem at North Wembley. Valid tickets are accepted on London Buses. GOOD SERVICE on the rest of the line.
Piccadilly,07/01/2025 13:16,07/01/2025 13:26,Part Suspended,No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. MINOR DELAYS on the rest of the line due to a shortage of trains and an earlier customer incident.
Piccadilly,07/01/2025 13:16,07/01/2025 13:26,Minor Delays,No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. MINOR DELAYS on the rest of the line due to a shortage of trains and an earlier customer incident.
Bakerloo,07/01/2025 13:17,07/01/2025 13:32,Minor Delays,Minor delays between Stonebridge Park and Harrow & Wealdstone due to an earlier signalling problem at North Wembley. Valid tickets are accepted on London Buses. GOOD SERVICE on the rest of the line.
Piccadilly,07/01/2025 13:26,07/01/2025 17:08,Part Closure,No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. MINOR DELAYS on the rest of the line due to a shortage of trains and an earlier customer incident.
Piccadilly,07/01/2025 13:26,07/01/2025 17:08,Minor Delays,No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. MINOR DELAYS on the rest of the line due to a shortage of trains and an earlier customer incident.
Piccadilly,07/01/2025 17:08,07/01/2025 19:20,Part Closure,No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. MINOR DELAYS on the rest of the line due to a shortage of trains.
Piccadilly,07/01/2025 17:08,07/01/2025 19:20,Minor Delays,No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. MINOR DELAYS on the rest of the line due to a shortage of trains.
Northern,07/01/2025 17:14,07/01/2025 17:37,Minor Delays,Minor delays between Edgware and Colindale while we fix a points failure at Colindale. GOOD SERVICE on the rest of the line.
Bakerloo,07/01/2025 19:15,07/01/2025 20:15,Minor Delays,Minor delays between Elephant & Castle and Embankment due to an earlier signal failure at Embankment. GOOD SERVICE on the rest of the line.
Piccadilly,07/01/2025 19:20,07/01/2025 19:20,Severe Delays,No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. MINOR DELAYS on the rest of the line due to a shortage of trains.
Piccadilly,07/01/2025 19:20,07/01/2025 19:20,Minor Delays,No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. MINOR DELAYS on the rest of the line due to a shortage of trains.
Piccadilly,07/01/2025 19:20,08/01/2025 01:12,Part Closure,No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. SEVERE DELAYS between Acton Town and Rayners Lane. MINOR DELAYS on the rest of the line due to a shortage of trains.
Piccadilly,07/01/2025 19:20,08/01/2025 01:12,Severe Delays,No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. SEVERE DELAYS between Acton Town and Rayners Lane. MINOR DELAYS on the rest of the line due to a shortage of trains.
Piccadilly,07/01/2025 19:20,08/01/2025 01:12,Minor Delays,No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. SEVERE DELAYS between Acton Town and Rayners Lane. MINOR DELAYS on the rest of the line due to a shortage of trains.
Bakerloo,07/01/2025 20:15,07/01/2025 20:18,Severe Delays,Severe delays between Elephant & Castle and Queens Park while we fix a signal failure at Embankment. GOOD SERVICE on the rest of the line.
Bakerloo,07/01/2025 20:18,07/01/2025 21:07,Severe Delays,Severe delays between Elephant & Castle and Queens Park while we fix a signal failure at Embankment. GOOD SERVICE on the rest of the line. Valid tickets are being accepted on London Buses.
Central,07/01/2025 21:01,07/01/2025 21:02,Severe Delays,Severe delays between Northolt and West Ruislip due to a faulty train. GOOD SERVICE on the rest of the line.
Bakerloo,07/01/2025 21:07,07/01/2025 21:09,Severe Delays,Severe delays due to a signal failure at Embankment. Tickets are being accepted on London Buses.
Bakerloo,07/01/2025 21:09,07/01/2025 21:29,Severe Delays,Severe delays due to a signal failure at Embankment. Tickets are being accepted on London Buses and London Overground.
Bakerloo,07/01/2025 21:29,08/01/2025 01:11,Part Suspended,No service between Queen's Park and Harrow & Wealdstone due to a signal failure at Embankment. Tickets are valid on London Buses and London Overground Lioness Line. SEVERE DELAYS on the rest of the line.
Bakerloo,07/01/2025 21:29,08/01/2025 01:11,Severe Delays,No service between Queen's Park and Harrow & Wealdstone due to a signal failure at Embankment. Tickets are valid on London Buses and London Overground Lioness Line. SEVERE DELAYS on the rest of the line.
District,08/01/2025 05:16,08/01/2025 05:16,Part Suspended,"District line: No service between Upminster and Tower Hill, westbound only while we fix a faulty train at Upminster. GOOD SERVICE on the rest of the line."
District,08/01/2025 05:16,08/01/2025 05:30,Part Suspended,"No service between Upminster and Tower Hill, westbound only while we fix a faulty train at Upminster. GOOD SERVICE on the rest of the line."
District,08/01/2025 05:30,08/01/2025 05:43,Part Suspended,"No service between Upminster and Tower Hill, westbound only while we fix a faulty train at Upminster. Tickets are valid on London Buses & C2C. GOOD SERVICE on the rest of the line."
District,08/01/2025 05:43,08/01/2025 05:53,Severe Delays,Severe delays while we fix a faulty train at Upminster. Tickets are valid on London Buses & C2C.
Metropolitan,08/01/2025 05:48,08/01/2025 06:06,Minor Delays,Minor delays between Moor Park and Amersham due to train cancellations. The next southbound train will be at 06:37. GOOD SERVICE on the rest of the line.
Piccadilly,08/01/2025 05:51,08/01/2025 06:12,Part Closure,No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. GOOD SERVICE on the rest of the line.
District,08/01/2025 05:53,08/01/2025 10:19,Severe Delays,"Severe delays while we fix a faulty train at Upminster. Tickets are valid on London Buses, South Western Railway & C2C."
Metropolitan,08/01/2025 06:06,08/01/2025 06:07,Minor Delays,Minor delays between Moor Park and Amersham due to train cancellations. The next southbound train will be at 06:37. MINOR DELAYS Moor Park to Watford due to a faulty train at Moor Park. GOOD SERVICE on the rest of the line.
Metropolitan,08/01/2025 06:06,08/01/2025 06:07,Minor Delays,Minor delays between Moor Park and Amersham due to train cancellations. The next southbound train will be at 06:37. MINOR DELAYS Moor Park to Watford due to a faulty train at Moor Park. GOOD SERVICE on the rest of the line.
Metropolitan,08/01/2025 06:07,08/01/2025 06:40,Minor Delays,Minor delays between Moor Park and Amersham due to train cancellations. The next southbound train will be at 06:37. GOOD SERVICE on the rest of the line.
Piccadilly,08/01/2025 06:12,08/01/2025 07:16,Severe Delays,No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. SEVERE DELAYS between Acton Town and Rayners Lane due to a shortage of trains. GOOD SERVICE on the rest of the line.
Piccadilly,08/01/2025 06:12,08/01/2025 07:16,Part Closure,No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. SEVERE DELAYS between Acton Town and Rayners Lane due to a shortage of trains. GOOD SERVICE on the rest of the line.
Piccadilly,08/01/2025 07:16,08/01/2025 12:19,Minor Delays,No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. MINOR DELAYS on the rest of the line due to a shortage of trains.
Piccadilly,08/01/2025 07:16,08/01/2025 12:19,Part Closure,No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. MINOR DELAYS on the rest of the line due to a shortage of trains.
Metropolitan,08/01/2025 07:56,08/01/2025 08:08,Part Suspended,No service between Harrow-on-the-Hill and Uxbridge while we help a person ill on a train at Eastcote. GOOD SERVICE on the rest of the line. Tickets are being accepted on London Buses.
Metropolitan,08/01/2025 08:08,08/01/2025 08:27,Severe Delays,Severe delays between Harrow-on-the-Hill and Uxbridge due to an earlier person ill on a train at Eastcote. GOOD SERVICE on the rest of the line. Tickets are being accepted on London Buses.
Metropolitan,08/01/2025 08:27,08/01/2025 09:07,Minor Delays,Severe delays between Harrow-on-the-Hill and Uxbridge due to an earlier person ill on a train at Eastcote. MINOR DELAYS between Harrow-on-the-Hill and Baker Street. Tickets are being accepted on London Buses.
Metropolitan,08/01/2025 08:27,08/01/2025 09:07,Severe Delays,Severe delays between Harrow-on-the-Hill and Uxbridge due to an earlier person ill on a train at Eastcote. MINOR DELAYS between Harrow-on-the-Hill and Baker Street. Tickets are being accepted on London Buses.
Metropolitan,08/01/2025 09:07,08/01/2025 09:32,Minor Delays,Minor delays between Baker Street and Uxbridge due to an earlier customer incident at Eastcote.
Bakerloo,08/01/2025 09:40,08/01/2025 09:44,Part Suspended,No service between Stonebridge Park and Harrow & Wealdstone while we fix a faulty train at South Kenton.  Tickets are being accepted on London Buses via reasonable routes. GOOD SERVICE on the rest of the line.
Bakerloo,08/01/2025 09:44,08/01/2025 09:44,Part Suspended,No service between Stonebridge Park and Harrow & Wealdstone while Network Rail fix a faulty train at South Kenton.  Tickets are being accepted on London Buses via reasonable routes. GOOD SERVICE on the rest of the line.
Bakerloo,08/01/2025 09:44,08/01/2025 10:11,Part Suspended,No service between Stonebridge Park and Harrow & Wealdstone while Network Rail fix a faulty train at South Kenton. Tickets are being accepted on London Buses via reasonable routes. GOOD SERVICE on the rest of the line.
Bakerloo,08/01/2025 10:11,08/01/2025 10:11,Part Suspended,No service between Queen's Park and Harrow & Wealdstone while Network Rail fix a faulty train at South Kenton and we respond to a customer incident at Queen's Park Tickets are being accepted on London Buses via reasonable routes. GOOD SERVICE on the rest of the line.
Bakerloo,08/01/2025 10:11,08/01/2025 10:11,Part Suspended,No service between Queen's Park and Harrow & Wealdstone while Network Rail fix a faulty train at South Kenton and we respond to a customer incident at Queen's Park. Tickets are being accepted on London Buses via reasonable routes. GOOD SERVICE on the rest of the line.
Bakerloo,08/01/2025 10:11,08/01/2025 10:39,Severe Delays,No service between Queen's Park and Harrow & Wealdstone while Network Rail fix a faulty train at South Kenton and we respond to a customer incident at Queen's Park. SEVERE DELAYS on the rest of the line. Tickets are being accepted on London Buses via reasonable routes.
Bakerloo,08/01/2025 10:11,08/01/2025 10:39,Part Suspended,No service between Queen's Park and Harrow & Wealdstone while Network Rail fix a faulty train at South Kenton and we respond to a customer incident at Queen's Park. SEVERE DELAYS on the rest of the line. Tickets are being accepted on London Buses via reasonable routes.
District,08/01/2025 10:19,08/01/2025 11:00,Minor Delays,Minors delays due to an earlier faulty train at Upminster.
Metropolitan,08/01/2025 10:20,08/01/2025 10:29,Part Suspended,No service between Moor Park and Watford while we fix a signal failure at Watford. GOOD SERVICE on the rest of the line. Tickets are being accepted on London Buses via reasonable routes.
Metropolitan,08/01/2025 10:29,08/01/2025 11:34,Part Suspended,No service between Harrow-on-the-Hill and Watford while we fix a signal failure at Watford. GOOD SERVICE on the rest of the line. Tickets are being accepted on London Buses via reasonable routes.
Bakerloo,08/01/2025 10:39,08/01/2025 10:59,Part Suspended,No service between Stonebridge Park and Harrow & Wealdstone while Network Rail fix a faulty train at South Kenton and we respond to a customer incident at Queen's Park. SEVERE DELAYS on the rest of the line. Tickets are being accepted on London Buses via reasonable routes.
Bakerloo,08/01/2025 10:39,08/01/2025 10:59,Severe Delays,No service between Stonebridge Park and Harrow & Wealdstone while Network Rail fix a faulty train at South Kenton and we respond to a customer incident at Queen's Park. SEVERE DELAYS on the rest of the line. Tickets are being accepted on London Buses via reasonable routes.
Bakerloo,08/01/2025 10:59,08/01/2025 11:53,Part Suspended,No service between Stonebridge Park and Harrow & Wealdstone while Network Rail fix a faulty train at South Kenton and we respond to a customer incident at Queen's Park. SEVERE DELAYS on the rest of the line. Tickets are being accepted on London Buses and Thameslink services via reasonable routes.
Bakerloo,08/01/2025 10:59,08/01/2025 11:53,Severe Delays,No service between Stonebridge Park and Harrow & Wealdstone while Network Rail fix a faulty train at South Kenton and we respond to a customer incident at Queen's Park. SEVERE DELAYS on the rest of the line. Tickets are being accepted on London Buses and Thameslink services via reasonable routes.
Metropolitan,08/01/2025 11:34,08/01/2025 11:35,Severe Delays,Severe delays between Harrow-on-the-Hill and Watford while we fix a signal failure at Watford. GOOD SERVICE on the rest of the line. Tickets are being accepted on London Buses via reasonable routes.
Metropolitan,08/01/2025 11:35,08/01/2025 12:10,Severe Delays,Severe delays between Harrow-on-the-Hill and Watford due to an earlier signal failure at Watford. GOOD SERVICE on the rest of the line. Tickets are being accepted on London Buses via reasonable routes.
