Line,Start Date Time,End Date Time,Service Status,Status Message
District,30/01/2020 06:13,30/01/2020 06:23,Part Suspended,Part suspended from Earls Court to Wimbledon due to an on going signal failure. Good service on the rest of the line.
Metropolitan,30/01/2020 06:14,30/01/2020 06:21,Part Suspended,Part suspended between Wembley Park and Aldgate while we fix a faulty train at Finchley Road. GOOD SERVICE on the rest of the line.
Metropolitan,30/01/2020 06:21,30/01/2020 06:21,Part Suspended,Part suspended between Wembley Park and Aldgate while we fix a faulty train at Finchley Road. GOOD SERVICE on the rest of the line. Tickets are being accepted on local buses and Chitern services.
Metropolitan,30/01/2020 06:21,30/01/2020 06:25,Part Suspended,Part suspended between Wembley Park and Aldgate while we fix a faulty train at Finchley Road. GOOD SERVICE on the rest of the line. Tickets are being accepted on local buses and Chiltern services.
District,30/01/2020 06:23,30/01/2020 06:24,Minor Delays,Part suspended from Earls Court to Wimbledon due to an on going signal failure. Good service on the rest of the line. Tickets are being accepted on local buses.
District,30/01/2020 06:23,30/01/2020 06:24,Part Suspended,Part suspended from Earls Court to Wimbledon due to an on going signal failure. Good service on the rest of the line. Tickets are being accepted on local buses.
District,30/01/2020 06:24,30/01/2020 06:24,Part Suspended,Part suspended from Earls Court to Wimbledon due to an on going signal failure. Good service on the rest of the line. Tickets are being accepted on local buses.
District,30/01/2020 06:24,30/01/2020 06:43,Part Suspended,No service from Earls Court to Wimbledon while we fix a signal failure. GOOD SERVICE on the rest of the line. Tickets are being accepted on local buses.
Metropolitan,30/01/2020 06:25,30/01/2020 06:29,Part Suspended,No service between Wembley Park and Aldgate while we fix a faulty train at Finchley Road. GOOD SERVICE on the rest of the line. Tickets are being accepted on local buses and Chiltern services.
Metropolitan,30/01/2020 06:29,30/01/2020 06:29,Severe Delays,No service between Wembley Park and Aldgate while we fix a faulty train at Finchley Road. SEVERE DELAYS on the rest of the line. Tickets are being accepted on local buses and Chiltern services.
Metropolitan,30/01/2020 06:29,30/01/2020 06:29,Part Suspended,No service between Wembley Park and Aldgate while we fix a faulty train at Finchley Road. SEVERE DELAYS on the rest of the line. Tickets are being accepted on local buses and Chiltern services.
Metropolitan,30/01/2020 06:29,30/01/2020 06:29,Severe Delays,No service between Wembley Park and Aldgate while we fix a faulty train at Finchley Road. SEVERE DELAYS on the rest of the line. Tickets are being accepted on local buses and Chiltern services.
Metropolitan,30/01/2020 06:29,30/01/2020 06:33,Part Suspended,No service between Wembley Park and Aldgate while we fix a faulty train at Finchley Road. SEVERE DELAYS on the rest of the line. Tickets are being accepted on local buses and Chiltern services.
Metropolitan,30/01/2020 06:30,30/01/2020 06:33,Severe Delays,No service between Wembley Park and Aldgate while we fix a faulty train at Finchley Road. SEVERE DELAYS on the rest of the line. Tickets are being accepted on local buses and Chiltern services.
Metropolitan,30/01/2020 06:30,30/01/2020 06:33,Severe Delays,No service between Wembley Park and Aldgate while we fix a faulty train at Finchley Road. SEVERE DELAYS on the rest of the line. Tickets are being accepted on local buses and Chiltern services.
Metropolitan,30/01/2020 06:30,30/01/2020 06:33,Severe Delays,No service between Wembley Park and Aldgate while we fix a faulty train at Finchley Road. SEVERE DELAYS on the rest of the line. Tickets are being accepted on local buses and Chiltern services.
Metropolitan,30/01/2020 06:30,30/01/2020 06:33,Severe Delays,No service between Wembley Park and Aldgate while we fix a faulty train at Finchley Road. SEVERE DELAYS on the rest of the line. Tickets are being accepted on local buses and Chiltern services.
Metropolitan,30/01/2020 06:33,30/01/2020 07:15,Severe Delays,SEVERE DELAYS due to an earlier faulty train at Finchley Road. Tickets are being accepted on local buses and Chiltern services.
District,30/01/2020 06:43,30/01/2020 06:44,Minor Delays,No service from Earls Court to Wimbledon while we fix a signal failure. Minor delays from Edgware Road to Earls Court. GOOD SERVICE on the rest of the line. Tickets are being accepted on local buses.
District,30/01/2020 06:43,30/01/2020 06:44,Part Suspended,No service from Earls Court to Wimbledon while we fix a signal failure. Minor delays from Edgware Road to Earls Court. GOOD SERVICE on the rest of the line. Tickets are being accepted on local buses.
District,30/01/2020 06:44,30/01/2020 06:55,Minor Delays,No service between Earls Court and Wimbledon while we fix a signal failure. Minor delays from Edgware Road to Earls Court. GOOD SERVICE on the rest of the line. Tickets are being accepted on local buses.
District,30/01/2020 06:44,30/01/2020 06:55,Part Suspended,No service between Earls Court and Wimbledon while we fix a signal failure. Minor delays from Edgware Road to Earls Court. GOOD SERVICE on the rest of the line. Tickets are being accepted on local buses.
C&H,30/01/2020 06:47,30/01/2020 06:48,Severe Delays,SEVERE DELAYS anti-clockwise due to an earlier faulty train at Paddington. Good service on the rest of the line.
C&H,30/01/2020 06:48,30/01/2020 07:00,Severe Delays,SEVERE DELAYS anti-clockwise only due to an earlier faulty train at Paddington. Good service clockwise.
District,30/01/2020 06:55,30/01/2020 06:56,Severe Delays,Severe delays between Earls Court and Wimbledon while we fix a signal failure. Minor delays from Edgware Road to Earls Court. GOOD SERVICE on the rest of the line. Tickets are being accepted on local buses.
District,30/01/2020 06:55,30/01/2020 06:56,Minor Delays,Severe delays between Earls Court and Wimbledon while we fix a signal failure. Minor delays from Edgware Road to Earls Court. GOOD SERVICE on the rest of the line. Tickets are being accepted on local buses.
District,30/01/2020 06:56,30/01/2020 07:05,Severe Delays,Severe delays between Earls Court and Wimbledon while we fix a signal failure. Minor delays from Edgware Road to Earls Court. Tickets are being accepted on local buses and South West Railways.
District,30/01/2020 06:56,30/01/2020 07:05,Minor Delays,Severe delays between Earls Court and Wimbledon while we fix a signal failure. Minor delays from Edgware Road to Earls Court. Tickets are being accepted on local buses and South West Railways.
C&H,30/01/2020 07:00,30/01/2020 07:12,Minor Delays,Minor delays anticlockwise due to an earlier faulty train at Paddington.
C&H,30/01/2020 07:00,30/01/2020 07:00,Severe Delays,Minor delays anticlockwise due to an earlier faulty train at Paddington.
District,30/01/2020 07:05,30/01/2020 07:12,Severe Delays,Severe delays between Earl's Court and Wimbledon due to a signal failure. Minor delays between Edgware Road and Earls Court. Tickets valid on local buses and South West Railways.
District,30/01/2020 07:05,30/01/2020 07:12,Minor Delays,Severe delays between Earl's Court and Wimbledon due to a signal failure. Minor delays between Edgware Road and Earls Court. Tickets valid on local buses and South West Railways.
District,30/01/2020 07:12,30/01/2020 07:20,Severe Delays,Severe delays between Earl's Court and Wimbledon due to a signal failure at Parsons green. Minor delays between Edgware Road and Earls Court. Tickets valid on local buses and South West Railways.
District,30/01/2020 07:12,30/01/2020 07:20,Minor Delays,Severe delays between Earl's Court and Wimbledon due to a signal failure at Parsons green. Minor delays between Edgware Road and Earls Court. Tickets valid on local buses and South West Railways.
Metropolitan,30/01/2020 07:15,30/01/2020 08:27,Severe Delays,Severe delays due to an earlier faulty train at Finchley Road. Tickets are being accepted on local buses and Chiltern Railways.
District,30/01/2020 07:20,30/01/2020 08:07,Severe Delays,Severe delays between Earl's Court and Wimbledon due to a signal failure at Parsons green. Minor delays between Edgware Road and Earl's Court. Tickets valid on local buses and South West Railways.
District,30/01/2020 07:20,30/01/2020 08:07,Minor Delays,Severe delays between Earl's Court and Wimbledon due to a signal failure at Parsons green. Minor delays between Edgware Road and Earl's Court. Tickets valid on local buses and South West Railways.
District,30/01/2020 08:07,30/01/2020 08:07,Severe Delays,Severe delays between Wimbledon and Edgware Road due to a signal failure at Parsons green. Tickets valid on local buses and South West Railways.
District,30/01/2020 08:07,30/01/2020 08:07,Minor Delays,Severe delays between Wimbledon and Edgware Road due to a signal failure at Parsons green. Tickets valid on local buses and South West Railways.
District,30/01/2020 08:07,30/01/2020 08:09,Severe Delays,Severe delays between Wimbledon and Edgware Road due to an earlier signal failure at Parsons green. Tickets valid on local buses and South West Railways.
District,30/01/2020 08:07,30/01/2020 08:09,Minor Delays,Severe delays between Wimbledon and Edgware Road due to an earlier signal failure at Parsons green. Tickets valid on local buses and South West Railways.
District,30/01/2020 08:09,30/01/2020 09:01,Severe Delays,Severe delays between Wimbledon and Edgware Road due to an earlier signal failure at Parsons green. Tickets valid on local buses and South West Railways.
District,30/01/2020 08:09,30/01/2020 09:01,Minor Delays,Severe delays between Wimbledon and Edgware Road due to an earlier signal failure at Parsons green. Tickets valid on local buses and South West Railways.
Metropolitan,30/01/2020 08:27,30/01/2020 09:04,Severe Delays,Severe delays between Baker Street and Aldgate due to an earlier faulty train at Finchley Road. Tickets are being accepted on local buses and Chiltern Railways. Minor delays on the rest of the line.
Metropolitan,30/01/2020 08:27,30/01/2020 09:04,Minor Delays,Severe delays between Baker Street and Aldgate due to an earlier faulty train at Finchley Road. Tickets are being accepted on local buses and Chiltern Railways. Minor delays on the rest of the line.
District,30/01/2020 09:01,30/01/2020 11:38,Severe Delays,Severe delays between Earl's Court and Edgware Road due to an earlier signal failure at Parsons Green.
Metropolitan,30/01/2020 09:04,30/01/2020 09:27,Severe Delays,Severe delays between Aldgate and Baker Street northbound due to an earlier faulty train at Finchley Road. Minor delays on the rest of the line.
Metropolitan,30/01/2020 09:04,30/01/2020 09:27,Minor Delays,Severe delays between Aldgate and Baker Street northbound due to an earlier faulty train at Finchley Road. Minor delays on the rest of the line.
Metropolitan,30/01/2020 09:27,30/01/2020 10:59,Minor Delays,Minor delays due to an earlier faulty train at Finchley Road.
Metropolitan,30/01/2020 10:59,30/01/2020 11:57,Minor Delays,Minor delays Between Harrow-on-the-Hill and Uxbridge / Watford / Amersham and Chesham due to an earlier faulty train at Finchley Road.
Metropolitan,30/01/2020 10:59,30/01/2020 11:57,Minor Delays,Minor delays Between Harrow-on-the-Hill and Uxbridge / Watford / Amersham and Chesham due to an earlier faulty train at Finchley Road.
Metropolitan,30/01/2020 10:59,30/01/2020 11:57,Minor Delays,Minor delays Between Harrow-on-the-Hill and Uxbridge / Watford / Amersham and Chesham due to an earlier faulty train at Finchley Road.
Metropolitan,30/01/2020 10:59,30/01/2020 11:57,Minor Delays,Minor delays Between Harrow-on-the-Hill and Uxbridge / Watford / Amersham and Chesham due to an earlier faulty train at Finchley Road.
District,30/01/2020 12:19,30/01/2020 12:20,Minor Delays,Minor delays between Earl's Court and Wimbledon due to an earlier signal failure at Parsons Green. GOOD SERVICE on the rest of the line.
District,30/01/2020 12:20,30/01/2020 12:45,Minor Delays,Minor delays between Earl's Court and Wimbledon due to an earlier signal failure at Parsons Green. GOOD SERVICE on the rest of the line.
Jubilee,30/01/2020 15:21,30/01/2020 15:28,Minor Delays,Minor delays between Willesden Green and Stanmore while we fix a faulty train at Wembley Park. GOOD SERVICE on the rest of the line.
Jubilee,30/01/2020 15:28,30/01/2020 15:43,Minor Delays,Minor delays between West Hampstead and Stanmore while we fix a faulty train at Wembley Park. GOOD SERVICE on the rest of the line.
Jubilee,30/01/2020 15:43,30/01/2020 15:47,Part Suspended,"No service between Wembley Park and Stanmore. SEVERE DELAYS while we fix a signal failure at Wembley Park. London Underground tickets can be used on DLR, London Overground, Southeastern and Thameslink"
Jubilee,30/01/2020 15:43,30/01/2020 15:47,Severe Delays,"No service between Wembley Park and Stanmore. SEVERE DELAYS while we fix a signal failure at Wembley Park. London Underground tickets can be used on DLR, London Overground, Southeastern and Thameslink"
Jubilee,30/01/2020 15:47,30/01/2020 18:20,Part Suspended,"No service between Wembley Park and Stanmore. SEVERE DELAYS on the rest of the line while we fix a signal failure at Wembley Park. London Underground tickets can be used on DLR, London Overground, Southeastern and Thameslink, C2C and London Bus services."
Jubilee,30/01/2020 15:47,30/01/2020 18:20,Severe Delays,"No service between Wembley Park and Stanmore. SEVERE DELAYS on the rest of the line while we fix a signal failure at Wembley Park. London Underground tickets can be used on DLR, London Overground, Southeastern and Thameslink, C2C and London Bus services."
Jubilee,30/01/2020 18:20,30/01/2020 19:03,Part Suspended,"No service between Willesden Green and Stanmore. SEVERE DELAYS on the rest of the line while we fix a signal failure at Wembley Park. London Underground tickets can be used on DLR, London Overground, Southeastern and Thameslink, C2C and London Bus services."
Jubilee,30/01/2020 18:20,30/01/2020 19:03,Severe Delays,"No service between Willesden Green and Stanmore. SEVERE DELAYS on the rest of the line while we fix a signal failure at Wembley Park. London Underground tickets can be used on DLR, London Overground, Southeastern and Thameslink, C2C and London Bus services."
Jubilee,30/01/2020 19:03,30/01/2020 19:03,Severe Delays,"Severe delays due to an earlier signal failure at Wembley Park. London Underground tickets can be used on DLR, London Overground, Southeastern and Thameslink, C2C and London Bus services. London Underground tickets can be used on DLR, London Overground, Southeastern and Thameslink, C2C and London Bus services."
Jubilee,30/01/2020 19:03,30/01/2020 22:02,Severe Delays,"Severe delays due to an earlier signal failure at Wembley Park. London Underground tickets can be used on DLR, London Overground, Southeastern and Thameslink, C2C and London Bus services."
Jubilee,30/01/2020 22:02,30/01/2020 22:30,Minor Delays,Minor delays due to an earlier signal failure at Wembley Park.
District,31/01/2020 05:19,31/01/2020 05:23,Part Suspended,Part suspended between Earls Court and Whitechapel due to late running of engineering work. GOOD SERVICE on the rest of the line. Tickets being accepted on local buses.
C&H,31/01/2020 05:22,31/01/2020 05:25,Suspended,No service on the entire line due to late finish a late finish to engineering work.
District,31/01/2020 05:23,31/01/2020 05:48,Part Suspended,No service between Earl's Court and Whitechapel due to late running of engineering work. GOOD SERVICE on the rest of the line. Tickets being accepted on local buses.
C&H,31/01/2020 05:25,31/01/2020 05:50,Suspended,No service on the entire line due to late finish of engineering work.
District,31/01/2020 05:48,31/01/2020 06:10,Minor Delays,Minor delays Earl's Court and Whitechapel due to late running of engineering work. GOOD SERVICE on the rest of the line.
C&H,31/01/2020 05:50,31/01/2020 06:15,Severe Delays,Severe delays due to late finish of engineering work.
C&H,31/01/2020 06:15,31/01/2020 06:44,Minor Delays,Minor delays due to late finish of engineering work.
Victoria,31/01/2020 06:42,31/01/2020 06:43,Part Suspended,No service between King's Cross St. Pancras and Walthamstow Central northbound only. SEVERE DELAYS on the rest of the line.
Victoria,31/01/2020 06:42,31/01/2020 06:43,Severe Delays,No service between King's Cross St. Pancras and Walthamstow Central northbound only. SEVERE DELAYS on the rest of the line.
Victoria,31/01/2020 06:43,31/01/2020 06:55,Part Suspended,No service between King's Cross St. Pancras and Walthamstow Central northbound only while we respond to fire alert at Finsbury Park. SEVERE DELAYS on the rest of the line.
Victoria,31/01/2020 06:43,31/01/2020 06:55,Severe Delays,No service between King's Cross St. Pancras and Walthamstow Central northbound only while we respond to fire alert at Finsbury Park. SEVERE DELAYS on the rest of the line.
Victoria,31/01/2020 06:55,31/01/2020 06:56,Part Suspended,"No service between King's Cross St. Pancras and Walthamstow Central northbound only while we respond to fire alert at Finsbury Park. SEVERE DELAYS on the rest of the line. London Underground tickets are accepted on Greater Anglia, Great Northern, London Underground, South Western Railway and Southeastern services"
Victoria,31/01/2020 06:55,31/01/2020 06:56,Severe Delays,"No service between King's Cross St. Pancras and Walthamstow Central northbound only while we respond to fire alert at Finsbury Park. SEVERE DELAYS on the rest of the line. London Underground tickets are accepted on Greater Anglia, Great Northern, London Underground, South Western Railway and Southeastern services"
Victoria,31/01/2020 06:56,31/01/2020 06:59,Part Suspended,"No service between King's Cross St. Pancras and Walthamstow Central northbound only while we respond to fire alert at Finsbury Park. SEVERE DELAYS on the rest of the line. London Underground tickets are accepted on Greater Anglia, Great Northern, London Overground, South Western Railway and Southeastern services"
Victoria,31/01/2020 06:56,31/01/2020 06:59,Severe Delays,"No service between King's Cross St. Pancras and Walthamstow Central northbound only while we respond to fire alert at Finsbury Park. SEVERE DELAYS on the rest of the line. London Underground tickets are accepted on Greater Anglia, Great Northern, London Overground, South Western Railway and Southeastern services"
Victoria,31/01/2020 06:59,31/01/2020 07:03,Part Suspended,"No service between King's Cross St. Pancras and Walthamstow Central while we respond to fire alert at Finsbury Park. SEVERE DELAYS on the rest of the line. London Underground tickets are accepted on Greater Anglia, Great Northern, London Overground, South Western Railway and Southeastern services"
Victoria,31/01/2020 06:59,31/01/2020 07:03,Severe Delays,"No service between King's Cross St. Pancras and Walthamstow Central while we respond to fire alert at Finsbury Park. SEVERE DELAYS on the rest of the line. London Underground tickets are accepted on Greater Anglia, Great Northern, London Overground, South Western Railway and Southeastern services"
Victoria,31/01/2020 07:03,31/01/2020 07:43,Part Suspended,"No service between King's Cross St. Pancras and Walthamstow Central while we respond to a fire alert at Finsbury Park. SEVERE DELAYS on the rest of the line. London Underground tickets are accepted on Greater Anglia, Great Northern, London Overground, South Western Railway and Southeastern services."
Victoria,31/01/2020 07:03,31/01/2020 07:43,Severe Delays,"No service between King's Cross St. Pancras and Walthamstow Central while we respond to a fire alert at Finsbury Park. SEVERE DELAYS on the rest of the line. London Underground tickets are accepted on Greater Anglia, Great Northern, London Overground, South Western Railway and Southeastern services."
Piccadilly,31/01/2020 07:24,31/01/2020 07:25,Minor Delays,Minor delays Acton Town to Heathrow all terminals while we fix a signal failure at Boston Manor. GOOD SERVICE on the rest of the line.
Piccadilly,31/01/2020 07:25,31/01/2020 07:31,Minor Delays,Minor delays between Acton Town and Heathrow all terminals while we fix a signal failure at Boston Manor. GOOD SERVICE on the rest of the line.
Piccadilly,31/01/2020 07:31,31/01/2020 07:36,Part Suspended,No service between Northfields and Heathrow all terminals while we fix a signal failure at Boston Manor. GOOD SERVICE on the rest of the line.
Piccadilly,31/01/2020 07:36,31/01/2020 08:22,Part Suspended,No service between Northfields and Heathrow all terminals while we fix a signal failure at Boston Manor. GOOD SERVICE on the rest of the line. London Underground tickets are accepted on TfL rail.
Victoria,31/01/2020 07:43,31/01/2020 10:04,Severe Delays,"Severe delays due to an earlier fire alert at Finsbury Park. London Underground tickets are accepted on Greater Anglia, Great Northern, London Overground, South Western Railway and Southeastern services."
Bakerloo,31/01/2020 07:49,31/01/2020 08:20,Minor Delays,Minor delays between Queen's Park and Elephant & Castle due to an earlier faulty train Lambeth North. GOOD SERVICE on the rest of the line.
Piccadilly,31/01/2020 08:22,31/01/2020 09:32,Severe Delays,SEVERE DELAYS due to an earlier fire alert at Manor House and whilst we fix a signal failure at Boston Manor. London Underground tickets will be accepted on TfL Rail.
Piccadilly,31/01/2020 09:32,31/01/2020 12:23,Severe Delays,Severe delays between Acton Town and Heathrow / Uxbridge and MINOR delays between Cockfosters and Acton Town due to an earlier fire alert at Manor House and whilst we fix a signal failure at Boston Manor. London Underground tickets will be accepted on TfL Rail.
Piccadilly,31/01/2020 09:32,31/01/2020 12:23,Severe Delays,Severe delays between Acton Town and Heathrow / Uxbridge and MINOR delays between Cockfosters and Acton Town due to an earlier fire alert at Manor House and whilst we fix a signal failure at Boston Manor. London Underground tickets will be accepted on TfL Rail.
Piccadilly,31/01/2020 09:32,31/01/2020 12:23,Minor Delays,Severe delays between Acton Town and Heathrow / Uxbridge and MINOR delays between Cockfosters and Acton Town due to an earlier fire alert at Manor House and whilst we fix a signal failure at Boston Manor. London Underground tickets will be accepted on TfL Rail.
Victoria,31/01/2020 10:04,31/01/2020 11:01,Minor Delays,Minor delays due to an earlier fire alert at Finsbury Park.
Piccadilly,31/01/2020 12:23,31/01/2020 12:58,Minor Delays,Minor delays between Acton Town and Heathrow / Uxbridge and MINOR delays between Arnos Grove and Cockfosters due to an earlier fire alert at Manor House and an earlier signal failure at Boston Manor.
Piccadilly,31/01/2020 12:23,31/01/2020 12:58,Minor Delays,Minor delays between Acton Town and Heathrow / Uxbridge and MINOR delays between Arnos Grove and Cockfosters due to an earlier fire alert at Manor House and an earlier signal failure at Boston Manor.
Piccadilly,31/01/2020 12:23,31/01/2020 12:58,Minor Delays,Minor delays between Acton Town and Heathrow / Uxbridge and MINOR delays between Arnos Grove and Cockfosters due to an earlier fire alert at Manor House and an earlier signal failure at Boston Manor.
Piccadilly,31/01/2020 12:58,31/01/2020 13:59,Minor Delays,Minor delays between Acton Town and Heathrow / Uxbridge due to an earlier fire alert at Manor House and an earlier signal failure at Boston Manor.
Piccadilly,31/01/2020 12:58,31/01/2020 13:59,Minor Delays,Minor delays between Acton Town and Heathrow / Uxbridge due to an earlier fire alert at Manor House and an earlier signal failure at Boston Manor.
Piccadilly,31/01/2020 13:59,31/01/2020 14:40,Minor Delays,Minor delays between Acton Town and Uxbridge due to an earlier fire alert at Manor House and an earlier signal failure at Boston Manor.
Central,31/01/2020 16:15,31/01/2020 16:24,Part Suspended,No service White City to Liverpool Street Eastbound only MINOR DELAYS to the rest of the line while the emergency services deal with a casualty on the track.
Central,31/01/2020 16:15,31/01/2020 16:24,Minor Delays,No service White City to Liverpool Street Eastbound only MINOR DELAYS to the rest of the line while the emergency services deal with a casualty on the track.
Central,31/01/2020 16:24,31/01/2020 16:26,Part Suspended,No service White City to Liverpool Street while the emergency services deal with a casualty on the track. Minor delays on the rest of the line.
Central,31/01/2020 16:24,31/01/2020 16:26,Minor Delays,No service White City to Liverpool Street while the emergency services deal with a casualty on the track. Minor delays on the rest of the line.
Central,31/01/2020 16:26,31/01/2020 16:56,Part Suspended,No service between White City and Liverpool Street while the emergency services deal with a casualty on the track. Tickets valid on local buses. Minor delays on the rest of the line.
Central,31/01/2020 16:26,31/01/2020 16:56,Minor Delays,No service between White City and Liverpool Street while the emergency services deal with a casualty on the track. Tickets valid on local buses. Minor delays on the rest of the line.
Central,31/01/2020 16:56,31/01/2020 17:14,Severe Delays,No service between White City and Liverpool Street while the emergency services deal with a casualty on the track. Tickets valid on local buses. SEVERE DELAYS Liverpool Street to Epping/ Hainault Via Newbury park. Minor delays on the rest of the line.
Central,31/01/2020 16:56,31/01/2020 17:14,Severe Delays,No service between White City and Liverpool Street while the emergency services deal with a casualty on the track. Tickets valid on local buses. SEVERE DELAYS Liverpool Street to Epping/ Hainault Via Newbury park. Minor delays on the rest of the line.
Central,31/01/2020 16:56,31/01/2020 17:14,Part Suspended,No service between White City and Liverpool Street while the emergency services deal with a casualty on the track. Tickets valid on local buses. SEVERE DELAYS Liverpool Street to Epping/ Hainault Via Newbury park. Minor delays on the rest of the line.
Central,31/01/2020 16:57,31/01/2020 17:14,Minor Delays,No service between White City and Liverpool Street while the emergency services deal with a casualty on the track. Tickets valid on local buses. SEVERE DELAYS Liverpool Street to Epping/ Hainault Via Newbury park. Minor delays on the rest of the line.
Central,31/01/2020 17:14,31/01/2020 17:25,Severe Delays,No service between White City and Liverpool Street while the emergency services deal with a casualty on the track. Tickets valid on local buses. Severe delays between Liverpool Street and Epping/ Hainault Via Newbury park. Minor delays on the rest of the line.
Central,31/01/2020 17:14,31/01/2020 17:25,Severe Delays,No service between White City and Liverpool Street while the emergency services deal with a casualty on the track. Tickets valid on local buses. Severe delays between Liverpool Street and Epping/ Hainault Via Newbury park. Minor delays on the rest of the line.
Central,31/01/2020 17:14,31/01/2020 17:25,Part Suspended,No service between White City and Liverpool Street while the emergency services deal with a casualty on the track. Tickets valid on local buses. Severe delays between Liverpool Street and Epping/ Hainault Via Newbury park. Minor delays on the rest of the line.
Central,31/01/2020 17:14,31/01/2020 17:25,Minor Delays,No service between White City and Liverpool Street while the emergency services deal with a casualty on the track. Tickets valid on local buses. Severe delays between Liverpool Street and Epping/ Hainault Via Newbury park. Minor delays on the rest of the line.
Central,31/01/2020 17:25,31/01/2020 17:41,Severe Delays,Severe delays due to an earlier customer incident Tickets valid on local buses. Severe delays between Liverpool Street and Epping/ Hainault Via Newbury park. Minor delays on the rest of the line.
Waterloo & City,31/01/2020 17:29,31/01/2020 18:49,Minor Delays,Minor delays due to a faulty train.
Central,31/01/2020 17:41,31/01/2020 20:29,Severe Delays,Severe delays due to an earlier customer incident Tickets valid on local buses.
Central,31/01/2020 20:30,31/01/2020 23:27,Minor Delays,Minor delays due to an earlier customer incident.
C&H,31/01/2020 21:16,31/01/2020 21:18,Minor Delays,Minor delays due to congestion in the Aldgate area.
C&H,31/01/2020 21:18,31/01/2020 23:02,Minor Delays,Minor delays due to congestion earlier in the Aldgate area.
Victoria,31/01/2020 21:57,31/01/2020 21:59,Minor Delays,Minor delays due to customer incidents.
Victoria,31/01/2020 21:59,31/01/2020 22:01,Minor Delays,Minor delays due to an earlier customer incident.
C&H,31/01/2020 23:02,31/01/2020 23:09,Minor Delays,Minor delays due to an earlier customer incident.
C&H,31/01/2020 23:09,31/01/2020 23:43,Minor Delays,Minor delays clockwise due to an earlier customer incident. GOOD SERVICE in the anti-clockwise direction.
Piccadilly,01/02/2020 01:52,01/02/2020 01:53,Part Suspended,No service Hyde Park Corner to Heathrow due to planned engineering work.
Piccadilly,01/02/2020 01:53,01/02/2020 02:16,Part Closure,No service Hyde Park Corner to Heathrow due to planned engineering work.
Piccadilly,01/02/2020 02:16,01/02/2020 04:19,Minor Delays,No service Hyde Park Corner to Heathrow due to planned engineering work. Minor delays Cockfosters to Hyde Park Corner due to the temporary unavailability of train operators.
Piccadilly,01/02/2020 02:16,01/02/2020 04:19,Part Closure,No service Hyde Park Corner to Heathrow due to planned engineering work. Minor delays Cockfosters to Hyde Park Corner due to the temporary unavailability of train operators.
District,01/02/2020 04:16,02/02/2020 01:21,Part Closure,No service Earl's Court to Ealing Broadway / Richmond due to planned engineering work. GOOD SERVICE on the rest of the line.
District,01/02/2020 04:16,02/02/2020 01:21,Part Closure,No service Earl's Court to Ealing Broadway / Richmond due to planned engineering work. GOOD SERVICE on the rest of the line.
Piccadilly,01/02/2020 04:23,01/02/2020 04:24,Part Suspended,No service Hyde Park Corner to Hammersmith due to a late finish to engineering work. No service Hammersmith to Heathrow / Uxbridge. GOOD SERVICE on the rest of the line.
Piccadilly,01/02/2020 04:23,01/02/2020 04:24,Part Closure,No service Hyde Park Corner to Hammersmith due to a late finish to engineering work. No service Hammersmith to Heathrow / Uxbridge. GOOD SERVICE on the rest of the line.
Piccadilly,01/02/2020 04:23,01/02/2020 04:24,Part Closure,No service Hyde Park Corner to Hammersmith due to a late finish to engineering work. No service Hammersmith to Heathrow / Uxbridge. GOOD SERVICE on the rest of the line.
Piccadilly,01/02/2020 04:24,01/02/2020 04:39,Part Suspended,No service Hyde Park Corner to Hammersmith due to a late finish to engineering work. No service Hammersmith to Heathrow / Uxbridge due to planned engineering work. GOOD SERVICE on the rest of the line.
Piccadilly,01/02/2020 04:24,01/02/2020 04:39,Part Closure,No service Hyde Park Corner to Hammersmith due to a late finish to engineering work. No service Hammersmith to Heathrow / Uxbridge due to planned engineering work. GOOD SERVICE on the rest of the line.
Piccadilly,01/02/2020 04:24,01/02/2020 04:39,Part Closure,No service Hyde Park Corner to Hammersmith due to a late finish to engineering work. No service Hammersmith to Heathrow / Uxbridge due to planned engineering work. GOOD SERVICE on the rest of the line.
Piccadilly,01/02/2020 04:39,01/02/2020 04:42,Part Closure,No service Hyde Park Corner to Hammersmith due to a late finish to engineering work. GOOD SERVICE on the rest of the line.
Piccadilly,01/02/2020 04:39,01/02/2020 04:42,Part Closure,No service Hyde Park Corner to Hammersmith due to a late finish to engineering work. GOOD SERVICE on the rest of the line.
Piccadilly,01/02/2020 04:42,02/02/2020 02:36,Part Closure,No service Hammersmith to Heathrow / Uxbridge due to planned engineering work. GOOD SERVICE on the rest of the line.
Piccadilly,01/02/2020 04:42,02/02/2020 01:22,Part Closure,No service Hammersmith to Heathrow / Uxbridge due to planned engineering work. GOOD SERVICE on the rest of the line.
Central,01/02/2020 07:40,01/02/2020 07:41,Part Suspended,No service Leytonstone to Hainault via Newbury Park. GOOD SERVICE on the rest.
Central,01/02/2020 07:41,01/02/2020 07:49,Part Suspended,No service Leytonstone to Hainault via Newbury Park while we deal with a trespasser on the track.. GOOD SERVICE on the rest.
Central,01/02/2020 07:49,01/02/2020 07:50,Part Suspended,Minor delays Leytonstone to Newbury Park due to an earlier customer incident. GOOD SERVICE on the rest.
Central,01/02/2020 07:50,01/02/2020 07:59,Minor Delays,Minor delays Leytonstone to Newbury Park due to an earlier customer incident. GOOD SERVICE on the rest.
C&H,01/02/2020 15:19,01/02/2020 17:51,Minor Delays,Minor delays to the anti clockwise direction due to temporary unavailability of train operators.
