STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,SECTOR,Institutional sector,STANDARD_REVENUE,Revenue category,CTRY_SPECIFIC_REVENUE,Country-specific revenue category,UNIT_MEASURE,Unit of measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,REVENUE_CODE,Revenue code,DECIMALS,Decimals,CURRENCY,Currency
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,IRL,Ireland,TAX_REV,Tax revenue,S13,General government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,122.094228,,A,Normal value,9,Billions,TOTALTAX,,3,Three,EUR,Euro
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,LUX,Luxembourg,TAX_REV,Tax revenue,S13,General government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,35.729223,,A,Normal value,9,Billions,TOTALTAX,,3,Three,EUR,Euro
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,NLD,Netherlands,TAX_REV,Tax revenue,S13,General government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,432.61,,A,Normal value,9,Billions,TOTALTAX,,3,Three,EUR,Euro
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,ITA,Italy,TAX_REV,Tax revenue,S13,General government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,940.385501,,A,Normal value,9,Billions,TOTALTAX,,3,Three,EUR,Euro
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,FIN,Finland,TAX_REV,Tax revenue,S13,General government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,116.504,,A,Normal value,9,Billions,TOTALTAX,,3,Three,EUR,Euro
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,DEU,Germany,TAX_REV,Tax revenue,S13,General government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,1645.939,,A,Normal value,9,Billions,TOTALTAX,,3,Three,EUR,Euro
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,FRA,France,TAX_REV,Tax revenue,S13,General government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,1269.053,,A,Normal value,9,Billions,TOTALTAX,,3,Three,EUR,Euro
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,BEL,Belgium,TAX_REV,Tax revenue,S13,General government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,261.3807,,A,Normal value,9,Billions,TOTALTAX,,3,Three,EUR,Euro
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,ISL,Iceland,TAX_REV,Tax revenue,S1314,Social security funds,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,0,,A,Normal value,9,Billions,TOTALTAX,,3,Three,ISK,Iceland krona
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,NOR,Norway,TAX_REV,Tax revenue,S1314,Social security funds,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,0,,A,Normal value,9,Billions,TOTALTAX,,3,Three,NOK,Norwegian krone
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,NZL,New Zealand,TAX_REV,Tax revenue,S1314,Social security funds,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,0,,A,Normal value,9,Billions,TOTALTAX,,3,Three,NZD,New Zealand dollar
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,JPN,Japan,TAX_REV,Tax revenue,S13,General government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,,,A,Normal value,9,Billions,TOTALTAX,,3,Three,JPY,Yen
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,USA,United States,TAX_REV,Tax revenue,S1314,Social security funds,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,1747.11344,,A,Normal value,9,Billions,TOTALTAX,,3,Three,USD,US dollar
