,LOCATION,TIME,Trade
1692,NZL,2003 Apr,-1.559851
1693,NZL,2003 Jul,5.948316
1694,NZL,2003 Oct,6.816575
1695,NZL,2004 Jan,13.06745
1696,NZL,2004 Apr,0.3551007
1697,NZL,2004 Jul,-4.689728
1698,NZL,2004 Oct,13.19897
1699,NZL,2005 Jan,2.987011
1700,NZL,2005 Apr,-2.868917
1701,NZL,2005 Jul,-3.360804
1702,NZL,2005 Oct,2.665104
1703,NZL,2006 Jan,-1.423501
1704,NZL,2006 Apr,3.427024
1705,NZL,2006 Jul,6.513722
1706,NZL,2006 Oct,-2.086661
1707,NZL,2007 Jan,5.20754
1708,NZL,2007 Apr,4.271953
1709,NZL,2007 Jul,5.558048
1710,NZL,2007 Oct,19.92363
1711,NZL,2008 Jan,1.70023
1712,NZL,2008 Apr,-1.380718
1713,NZL,2008 Jul,-0.1135289
1714,NZL,2008 Oct,-18.29733
1715,NZL,2009 Jan,-13.69618
1716,NZL,2009 Apr,6.739543
1717,NZL,2009 Jul,8.459316
1718,NZL,2009 Oct,4.568498
1719,NZL,2010 Jan,8.315686
1720,NZL,2010 Apr,4.685535
1721,NZL,2010 Jul,1.78511
1722,NZL,2010 Oct,6.828892
1723,NZL,2011 Jan,3.90441
1724,NZL,2011 Apr,12.68209
1725,NZL,2011 Jul,-0.5299003
1726,NZL,2011 Oct,-5.586393
1727,NZL,2012 Jan,0.6033136
1728,NZL,2012 Apr,-0.7201885
1729,NZL,2012 Jul,2.992095
1730,NZL,2012 Oct,-3.003997
1731,NZL,2013 Jan,3.123013
1732,NZL,2013 Apr,-2.20698
1733,NZL,2013 Jul,3.73252
1734,NZL,2013 Oct,13.04544
1735,NZL,2014 Jan,2.724617
1736,NZL,2014 Apr,-4.362631
1737,NZL,2014 Jul,-6.160548
1738,NZL,2014 Oct,-4.968357
1739,NZL,2015 Jan,-3.563355
1740,NZL,2015 Apr,-5.284243
1741,NZL,2015 Jul,-5.275719
1742,NZL,2015 Oct,-2.827615
1743,NZL,2016 Jan,1.432024
1744,NZL,2016 Apr,4.493503
1745,NZL,2016 Jul,0.9240353
1746,NZL,2016 Oct,-1.283497
1747,NZL,2017 Jan,5.257097
1748,NZL,2017 Apr,5.398916
1749,NZL,2017 Jul,3.215336
1750,NZL,2017 Oct,2.401733
1751,NZL,2018 Jan,-0.2207205
1752,NZL,2018 Apr,-0.01233446
1753,NZL,2018 Jul,0.6126738
1754,NZL,2018 Oct,-2.38908
1755,NZL,2019 Jan,3.626819
1767,NOR,2000 Jan,5.833014
1768,NOR,2000 Apr,0.3537843
1769,NOR,2000 Jul,11.41443
1770,NOR,2000 Oct,-0.6854085
1771,NOR,2001 Jan,-3.712413
1772,NOR,2001 Apr,-0.8388306
1773,NOR,2001 Jul,0.9322553
1774,NOR,2001 Oct,-8.78688
1775,NOR,2002 Jan,-5.562686
1776,NOR,2002 Apr,12.74897
1777,NOR,2002 Jul,5.87315
1778,NOR,2002 Oct,3.798176
1779,NOR,2003 Jan,5.279726
1780,NOR,2003 Apr,-1.048144
1781,NOR,2003 Jul,-4.379305
1782,NOR,2003 Oct,12.25743
1783,NOR,2004 Jan,3.516551
1784,NOR,2004 Apr,6.854342
1785,NOR,2004 Jul,4.404397
1786,NOR,2004 Oct,7.005622
1787,NOR,2005 Jan,8.374318
1788,NOR,2005 Apr,4.501906
1789,NOR,2005 Jul,7.31467
1790,NOR,2005 Oct,-0.6904719
1791,NOR,2006 Jan,8.736001
1792,NOR,2006 Apr,7.463346
1793,NOR,2006 Jul,-0.8378138
1794,NOR,2006 Oct,-4.133193
1795,NOR,2007 Jan,0.5160449
1796,NOR,2007 Apr,8.681024
1797,NOR,2007 Jul,4.880997
1798,NOR,2007 Oct,12.91577
1799,NOR,2008 Jan,12.21943
1800,NOR,2008 Apr,13.42814
1801,NOR,2008 Jul,-7.772137
1802,NOR,2008 Oct,-28.08766
1803,NOR,2009 Jan,-13.05065
1804,NOR,2009 Apr,-6.693012
1805,NOR,2009 Jul,11.52249
1806,NOR,2009 Oct,6.651522
1807,NOR,2010 Jan,5.347044
1808,NOR,2010 Apr,-6.271009
1809,NOR,2010 Jul,-1.284508
1810,NOR,2010 Oct,12.9557
1811,NOR,2011 Jan,10.59416
1812,NOR,2011 Apr,7.003311
1813,NOR,2011 Jul,1.10983
1814,NOR,2011 Oct,-6.025753
1815,NOR,2012 Jan,8.593598
1816,NOR,2012 Apr,-4.258428
1817,NOR,2012 Jul,-7.180106
1818,NOR,2012 Oct,3.379052
1819,NOR,2013 Jan,2.399966
1820,NOR,2013 Apr,-4.608871
1821,NOR,2013 Jul,1.032366
1822,NOR,2013 Oct,1.323458
1823,NOR,2014 Jan,1.05326
1824,NOR,2014 Apr,-5.299767
1825,NOR,2014 Jul,-5.973152
1826,NOR,2014 Oct,-8.002657
1827,NOR,2015 Jan,-16.32277
1828,NOR,2015 Apr,1.611231
1829,NOR,2015 Jul,-4.585138
1830,NOR,2015 Oct,-12.22391
1831,NOR,2016 Jan,-10.77731
1832,NOR,2016 Apr,8.744112
1833,NOR,2016 Jul,-0.4597053
1834,NOR,2016 Oct,8.11348
1835,NOR,2017 Jan,6.071942
1836,NOR,2017 Apr,0.1735997
1837,NOR,2017 Jul,3.128263
1838,NOR,2017 Oct,2.605646
1839,NOR,2018 Jan,11.56165
1840,NOR,2018 Apr,2.736108
1841,NOR,2018 Jul,3.97315
1842,NOR,2018 Oct,-8.525516
1843,NOR,2019 Jan,-6.087871
1855,POL,2000 Jan,6.265685
1856,POL,2000 Apr,1.261264
1857,POL,2000 Jul,4.262383
1858,POL,2000 Oct,2.928053
1859,POL,2001 Jan,10.80045
1860,POL,2001 Apr,-2.795031
1861,POL,2001 Jul,0.2681749
1862,POL,2001 Oct,-0.1124697
1863,POL,2002 Jan,4.377661
1864,POL,2002 Apr,5.34835
1865,POL,2002 Jul,6.017124
1866,POL,2002 Oct,8.126881
1867,POL,2003 Jan,5.210321
1868,POL,2003 Apr,11.02223
1869,POL,2003 Jul,3.139533
1870,POL,2003 Oct,10.20235
1871,POL,2004 Jan,11.66788
1872,POL,2004 Apr,6.091906
1873,POL,2004 Jul,7.013555
1874,POL,2004 Oct,11.51985
1875,POL,2005 Jan,5.578328
1876,POL,2005 Apr,-3.665316
1877,POL,2005 Jul,1.77202
1878,POL,2005 Oct,7.506879
1879,POL,2006 Jan,5.670121
1880,POL,2006 Apr,8.352274
1881,POL,2006 Jul,5.446696
1882,POL,2006 Oct,7.852811
1883,POL,2007 Jan,2.544507
1884,POL,2007 Apr,6.780288
1885,POL,2007 Jul,6.009101
1886,POL,2007 Oct,11.6188
1887,POL,2008 Jan,10.32855
1888,POL,2008 Apr,6.098476
1889,POL,2008 Jul,-1.196591
1890,POL,2008 Oct,-26.42473
1891,POL,2009 Jan,-12.61347
1892,POL,2009 Apr,7.401138
1893,POL,2009 Jul,12.7208
1894,POL,2009 Oct,9.759417
1895,POL,2010 Jan,-1.20688
1896,POL,2010 Apr,-2.152221
1897,POL,2010 Jul,4.854285
1898,POL,2010 Oct,7.408297
1899,POL,2011 Jan,6.137033
1900,POL,2011 Apr,8.863679
1901,POL,2011 Jul,-2.653364
1902,POL,2011 Oct,-4.557375
1903,POL,2012 Jan,0.4629402
1904,POL,2012 Apr,-1.616957
1905,POL,2012 Jul,1.831473
1906,POL,2012 Oct,3.505393
1907,POL,2013 Jan,4.24156
1908,POL,2013 Apr,-1.552609
1909,POL,2013 Jul,6.263953
1910,POL,2013 Oct,2.777478
1911,POL,2014 Jan,2.643574
1912,POL,2014 Apr,3.675506
1913,POL,2014 Jul,-4.131557
1914,POL,2014 Oct,-3.274417
1915,POL,2015 Jan,-6.87906
1916,POL,2015 Apr,1.276939
1917,POL,2015 Jul,0.2067087
1918,POL,2015 Oct,-0.7615122
1919,POL,2016 Jan,-0.8249038
1920,POL,2016 Apr,5.339096
1921,POL,2016 Jul,-1.108001
1922,POL,2016 Oct,0.4084482
1923,POL,2017 Jan,3.549054
1924,POL,2017 Apr,6.883739
1925,POL,2017 Jul,7.557591
1926,POL,2017 Oct,1.919563
1927,POL,2018 Jan,6.608012
1928,POL,2018 Apr,-0.2684901
1929,POL,2018 Jul,-1.744835
1930,POL,2018 Oct,-1.060117
1931,POL,2019 Jan,2.566121
1943,PRT,2000 Jan,-1.048949
1944,PRT,2000 Apr,-5.204154
1945,PRT,2000 Jul,5.690542
1946,PRT,2000 Oct,1.589439
1947,PRT,2001 Jan,-0.430654
1948,PRT,2001 Apr,-3.318739
1949,PRT,2001 Jul,-3.686792
1950,PRT,2001 Oct,2.311096
1951,PRT,2002 Jan,-0.9688615
1952,PRT,2002 Apr,8.937099
1953,PRT,2002 Jul,4.329151
1954,PRT,2002 Oct,1.996715
1955,PRT,2003 Jan,11.63657
1956,PRT,2003 Apr,3.601256
1957,PRT,2003 Jul,-0.4827622
1958,PRT,2003 Oct,6.161662
1959,PRT,2004 Jan,6.102857
1960,PRT,2004 Apr,-1.73354
1961,PRT,2004 Jul,-0.4297235
1962,PRT,2004 Oct,4.844885
1963,PRT,2005 Jan,9.202973
1964,PRT,2005 Apr,-4.00673
1965,PRT,2005 Jul,0.5727938
1966,PRT,2005 Oct,2.168308
1967,PRT,2006 Jan,2.235225
1968,PRT,2006 Apr,10.35946
1969,PRT,2006 Jul,6.021078
1970,PRT,2006 Oct,5.636623
1971,PRT,2007 Jan,0.7669703
1972,PRT,2007 Apr,3.275065
1973,PRT,2007 Jul,2.238991
1974,PRT,2007 Oct,6.547835
1975,PRT,2008 Jan,9.59042
1976,PRT,2008 Apr,1.344824
1977,PRT,2008 Jul,-4.823944
1978,PRT,2008 Oct,-23.65934
1979,PRT,2009 Jan,-13.60927
1980,PRT,2009 Apr,6.645541
1981,PRT,2009 Jul,10.57984
1982,PRT,2009 Oct,8.535361
1983,PRT,2010 Jan,-2.834716
1984,PRT,2010 Apr,-5.328293
1985,PRT,2010 Jul,6.465786
1986,PRT,2010 Oct,9.785769
1987,PRT,2011 Jan,4.346225
1988,PRT,2011 Apr,9.282523
1989,PRT,2011 Jul,0.2376103
1990,PRT,2011 Oct,-2.057514
1991,PRT,2012 Jan,-1.656928
1992,PRT,2012 Apr,-2.319494
1993,PRT,2012 Jul,-1.110657
1994,PRT,2012 Oct,0.9709343
1995,PRT,2013 Jan,7.189699
1996,PRT,2013 Apr,0.4378356
1997,PRT,2013 Jul,1.688799
1998,PRT,2013 Oct,2.79105
1999,PRT,2014 Jan,-0.7125163
2000,PRT,2014 Apr,2.070922
2001,PRT,2014 Jul,-2.893057
2002,PRT,2014 Oct,-3.473894
2003,PRT,2015 Jan,-10.99181
2004,PRT,2015 Apr,2.345351
2005,PRT,2015 Jul,-2.075162
2006,PRT,2015 Oct,-1.721676
2007,PRT,2016 Jan,-2.148203
2008,PRT,2016 Apr,4.68061
2009,PRT,2016 Jul,2.022719
2010,PRT,2016 Oct,0.000505183
2011,PRT,2017 Jan,2.788375
2012,PRT,2017 Apr,1.35486
2013,PRT,2017 Jul,10.33968
2014,PRT,2017 Oct,4.0958
2015,PRT,2018 Jan,4.546972
2016,PRT,2018 Apr,-1.730729
2017,PRT,2018 Jul,-2.223283
2018,PRT,2018 Oct,-3.539488
2019,PRT,2019 Jan,3.710505
2031,SVK,2000 Jan,6.711709
2032,SVK,2000 Apr,1.923598
2033,SVK,2000 Jul,0.007295516
2034,SVK,2000 Oct,-0.9771359
2035,SVK,2001 Jan,6.409868
2036,SVK,2001 Apr,-1.073992
2037,SVK,2001 Jul,0.1369282
2038,SVK,2001 Oct,-3.388375
2039,SVK,2002 Jan,3.913489
2040,SVK,2002 Apr,7.843196
2041,SVK,2002 Jul,11.44266
2042,SVK,2002 Oct,10.31002
2043,SVK,2003 Jan,15.53645
2044,SVK,2003 Apr,16.46272
2045,SVK,2003 Jul,3.343861
2046,SVK,2003 Oct,11.42228
2047,SVK,2004 Jan,4.501932
2048,SVK,2004 Apr,9.396338
2049,SVK,2004 Jul,-1.526772
2050,SVK,2004 Oct,10.84664
2051,SVK,2005 Jan,6.41482
2052,SVK,2005 Apr,-1.958709
2053,SVK,2005 Jul,7.091519
2054,SVK,2005 Oct,2.952662
2055,SVK,2006 Jan,8.621611
2056,SVK,2006 Apr,12.26218
2057,SVK,2006 Jul,12.37699
2058,SVK,2006 Oct,13.91314
2059,SVK,2007 Jan,14.24138
2060,SVK,2007 Apr,7.488431
2061,SVK,2007 Jul,5.3382
2062,SVK,2007 Oct,13.48557
2063,SVK,2008 Jan,11.98986
2064,SVK,2008 Apr,11.52214
2065,SVK,2008 Jul,0.4393949
2066,SVK,2008 Oct,-23.36929
2067,SVK,2009 Jan,-14.24964
2068,SVK,2009 Apr,6.814204
2069,SVK,2009 Jul,10.32437
2070,SVK,2009 Oct,10.27602
2071,SVK,2010 Jan,-3.302342
2072,SVK,2010 Apr,-1.344813
2073,SVK,2010 Jul,8.327325
2074,SVK,2010 Oct,10.84337
2075,SVK,2011 Jan,4.020382
2076,SVK,2011 Apr,5.49669
2077,SVK,2011 Jul,1.206226
2078,SVK,2011 Oct,-1.69169
2079,SVK,2012 Jan,-1.081749
2080,SVK,2012 Apr,2.297376
2081,SVK,2012 Jul,-1.279088
2082,SVK,2012 Oct,2.009903
2083,SVK,2013 Jan,2.010624
2084,SVK,2013 Apr,1.345603
2085,SVK,2013 Jul,0.9704669
2086,SVK,2013 Oct,4.894062
2087,SVK,2014 Jan,1.682495
2088,SVK,2014 Apr,-1.430276
2089,SVK,2014 Jul,-4.714807
2090,SVK,2014 Oct,-5.453502
2091,SVK,2015 Jan,-6.435303
2092,SVK,2015 Apr,-1.80968
2093,SVK,2015 Jul,1.981803
2094,SVK,2015 Oct,-0.4941605
2095,SVK,2016 Jan,-0.8945429
2096,SVK,2016 Apr,5.342849
2097,SVK,2016 Jul,-1.89461
2098,SVK,2016 Oct,-0.003355482
2099,SVK,2017 Jan,-0.4600404
2100,SVK,2017 Apr,4.838952
2101,SVK,2017 Jul,9.332774
2102,SVK,2017 Oct,2.329167
2103,SVK,2018 Jan,4.067674
2104,SVK,2018 Apr,0.9739888
2105,SVK,2018 Jul,-1.85047
2106,SVK,2018 Oct,-0.8759005
2107,SVK,2019 Jan,2.047125
2119,ESP,2000 Jan,3.126433
2120,ESP,2000 Apr,1.888113
2121,ESP,2000 Jul,0.07055549
2122,ESP,2000 Oct,3.248172
2123,ESP,2001 Jan,1.940418
2124,ESP,2001 Apr,-5.667369
2125,ESP,2001 Jul,2.570594
2126,ESP,2001 Oct,-1.756553
2127,ESP,2002 Jan,-0.6519575
2128,ESP,2002 Apr,6.189463
2129,ESP,2002 Jul,8.029734
2130,ESP,2002 Oct,2.46243
2131,ESP,2003 Jan,9.50165
2132,ESP,2003 Apr,5.819281
2133,ESP,2003 Jul,-1.281939
2134,ESP,2003 Oct,7.337183
2135,ESP,2004 Jan,7.288539
2136,ESP,2004 Apr,-0.6378309
2137,ESP,2004 Jul,1.046792
2138,ESP,2004 Oct,9.677557
2139,ESP,2005 Jan,-0.927164
2140,ESP,2005 Apr,-0.7424649
2141,ESP,2005 Jul,0.07502076
2142,ESP,2005 Oct,0.7015966
2143,ESP,2006 Jan,2.940075
2144,ESP,2006 Apr,7.474337
2145,ESP,2006 Jul,1.513206
2146,ESP,2006 Oct,6.162847
2147,ESP,2007 Jan,2.874662
2148,ESP,2007 Apr,4.611986
2149,ESP,2007 Jul,4.101633
2150,ESP,2007 Oct,5.771696
2151,ESP,2008 Jan,7.334848
2152,ESP,2008 Apr,3.575038
2153,ESP,2008 Jul,-0.8292248
2154,ESP,2008 Oct,-26.45436
2155,ESP,2009 Jan,-9.473535
2156,ESP,2009 Apr,9.37757
2157,ESP,2009 Jul,8.412684
2158,ESP,2009 Oct,5.544924
2159,ESP,2010 Jan,-2.4568
2160,ESP,2010 Apr,-2.623446
2161,ESP,2010 Jul,5.543528
2162,ESP,2010 Oct,11.62249
2163,ESP,2011 Jan,7.078001
2164,ESP,2011 Apr,4.363944
2165,ESP,2011 Jul,-0.08084471
2166,ESP,2011 Oct,-4.399353
2167,ESP,2012 Jan,-2.150126
2168,ESP,2012 Apr,-1.071738
2169,ESP,2012 Jul,2.277276
2170,ESP,2012 Oct,3.748474
2171,ESP,2013 Jan,3.045868
2172,ESP,2013 Apr,-0.59132
2173,ESP,2013 Jul,1.665556
2174,ESP,2013 Oct,-0.2352979
2175,ESP,2014 Jan,3.620353
2176,ESP,2014 Apr,0.4469732
2177,ESP,2014 Jul,-0.9558456
2178,ESP,2014 Oct,-8.120851
2179,ESP,2015 Jan,-6.724257
2180,ESP,2015 Apr,0.2118896
2181,ESP,2015 Jul,0.009853944
2182,ESP,2015 Oct,-1.549498
2183,ESP,2016 Jan,1.392039
2184,ESP,2016 Apr,3.087504
2185,ESP,2016 Jul,1.091578
2186,ESP,2016 Oct,-0.3844084
2187,ESP,2017 Jan,3.164603
2188,ESP,2017 Apr,1.605981
2189,ESP,2017 Jul,7.807832
2190,ESP,2017 Oct,4.466124
2191,ESP,2018 Jan,3.154433
2192,ESP,2018 Apr,-1.868032
2193,ESP,2018 Jul,-1.640229
2194,ESP,2018 Oct,-1.492411
2195,ESP,2019 Jan,-0.951915
2207,SWE,2000 Jan,-1.295675
2208,SWE,2000 Apr,2.905975
2209,SWE,2000 Jul,-0.8119655
2210,SWE,2000 Oct,-3.752804
2211,SWE,2001 Jan,-2.458425
2212,SWE,2001 Apr,-8.102276
2213,SWE,2001 Jul,-0.5004802
2214,SWE,2001 Oct,-0.2444597
2215,SWE,2002 Jan,4.262392
2216,SWE,2002 Apr,2.015177
2217,SWE,2002 Jul,4.290704
2218,SWE,2002 Oct,4.180933
2219,SWE,2003 Jan,9.617639
2220,SWE,2003 Apr,6.010691
2221,SWE,2003 Jul,-0.4289401
2222,SWE,2003 Oct,7.52883
2223,SWE,2004 Jan,5.674452
2224,SWE,2004 Apr,5.038883
2225,SWE,2004 Jul,-0.0277468
2226,SWE,2004 Oct,9.03749
2227,SWE,2005 Jan,0.3748077
2228,SWE,2005 Apr,-0.9622018
2229,SWE,2005 Jul,0.1581141
2230,SWE,2005 Oct,-2.438205
2231,SWE,2006 Jan,7.50532
2232,SWE,2006 Apr,5.259815
2233,SWE,2006 Jul,2.840364
2234,SWE,2006 Oct,6.799462
2235,SWE,2007 Jan,-0.7037275
2236,SWE,2007 Apr,3.554015
2237,SWE,2007 Jul,3.427608
2238,SWE,2007 Oct,7.789026
2239,SWE,2008 Jan,7.55686
2240,SWE,2008 Apr,2.78482
2241,SWE,2008 Jul,-5.043134
2242,SWE,2008 Oct,-26.554
2243,SWE,2009 Jan,-16.12177
2244,SWE,2009 Apr,5.262409
2245,SWE,2009 Jul,10.47767
2246,SWE,2009 Oct,3.695966
2247,SWE,2010 Jan,1.935921
2248,SWE,2010 Apr,2.727335
2249,SWE,2010 Jul,7.554523
2250,SWE,2010 Oct,10.35179
2251,SWE,2011 Jan,5.458257
2252,SWE,2011 Apr,2.906025
2253,SWE,2011 Jul,0.07663372
2254,SWE,2011 Oct,-7.607802
2255,SWE,2012 Jan,-1.163628
2256,SWE,2012 Apr,-1.772263
2257,SWE,2012 Jul,-0.1914594
2258,SWE,2012 Oct,-2.852523
2259,SWE,2013 Jan,3.697749
2260,SWE,2013 Apr,-6.457164
2261,SWE,2013 Jul,2.985283
2262,SWE,2013 Oct,-0.1315363
2263,SWE,2014 Jan,2.30338
2264,SWE,2014 Apr,-0.3873746
2265,SWE,2014 Jul,-3.071939
2266,SWE,2014 Oct,-7.539717
2267,SWE,2015 Jan,-8.453694
2268,SWE,2015 Apr,1.598943
2269,SWE,2015 Jul,-1.46282
2270,SWE,2015 Oct,-1.043029
2271,SWE,2016 Jan,-2.167592
2272,SWE,2016 Apr,3.433398
2273,SWE,2016 Jul,-0.6976296
2274,SWE,2016 Oct,1.538911
2275,SWE,2017 Jan,0.9024705
2276,SWE,2017 Apr,3.237364
2277,SWE,2017 Jul,8.461603
2278,SWE,2017 Oct,2.582313
2279,SWE,2018 Jan,4.798579
2280,SWE,2018 Apr,-4.739781
2281,SWE,2018 Jul,0.4476556
2282,SWE,2018 Oct,0.3745913
2283,SWE,2019 Jan,0.08155131
2295,CHE,2000 Jan,-5.628059
2296,CHE,2000 Apr,-1.315413
2297,CHE,2000 Jul,3.28903
2298,CHE,2000 Oct,-1.148073
2299,CHE,2001 Jan,7.451064
2300,CHE,2001 Apr,-5.33055
2301,CHE,2001 Jul,0.9754051
2302,CHE,2001 Oct,-0.4202674
2303,CHE,2002 Jan,5.142068
2304,CHE,2002 Apr,6.082043
2305,CHE,2002 Jul,6.514289
2306,CHE,2002 Oct,-0.7230586
2307,CHE,2003 Jan,6.67278
2308,CHE,2003 Apr,2.374563
2309,CHE,2003 Jul,-0.8122956
2310,CHE,2003 Oct,9.349033
2311,CHE,2004 Jan,6.942042
2312,CHE,2004 Apr,-1.435029
2313,CHE,2004 Jul,3.209339
2314,CHE,2004 Oct,5.925203
2315,CHE,2005 Jan,2.64902
2316,CHE,2005 Apr,0.2693681
2317,CHE,2005 Jul,-2.509217
2318,CHE,2005 Oct,0.7790775
2319,CHE,2006 Jan,4.796081
2320,CHE,2006 Apr,6.302477
2321,CHE,2006 Jul,3.599322
2322,CHE,2006 Oct,4.826893
2323,CHE,2007 Jan,2.736972
2324,CHE,2007 Apr,2.760465
2325,CHE,2007 Jul,4.56599
2326,CHE,2007 Oct,3.959532
2327,CHE,2008 Jan,9.830664
2328,CHE,2008 Apr,8.991074
2329,CHE,2008 Jul,-4.723066
2330,CHE,2008 Oct,-17.69285
2331,CHE,2009 Jan,-5.301129
2332,CHE,2009 Apr,3.221652
2333,CHE,2009 Jul,7.466545
2334,CHE,2009 Oct,4.875853
2335,CHE,2010 Jan,0.1077435
2336,CHE,2010 Apr,-3.08196
2337,CHE,2010 Jul,7.483778
2338,CHE,2010 Oct,6.852873
2339,CHE,2011 Jan,5.989519
2340,CHE,2011 Apr,8.616634
2341,CHE,2011 Jul,0.5402501
2342,CHE,2011 Oct,-5.566615
2343,CHE,2012 Jan,-1.355248
2344,CHE,2012 Apr,-1.913634
2345,CHE,2012 Jul,-0.09589346
2346,CHE,2012 Oct,0.8446766
2347,CHE,2013 Jan,0.9418372
2348,CHE,2013 Apr,-1.447776
2349,CHE,2013 Jul,2.327759
2350,CHE,2013 Oct,1.633941
2351,CHE,2014 Jan,3.95368
2352,CHE,2014 Apr,0.9530342
2353,CHE,2014 Jul,-0.7345822
2354,CHE,2014 Oct,-5.388835
2355,CHE,2015 Jan,-2.455981
2356,CHE,2015 Apr,-1.138122
2357,CHE,2015 Jul,-0.9502565
2358,CHE,2015 Oct,1.516828
2359,CHE,2016 Jan,-1.382031
2360,CHE,2016 Apr,3.79523
2361,CHE,2016 Jul,1.432582
2362,CHE,2016 Oct,-4.082174
2363,CHE,2017 Jan,2.592641
2364,CHE,2017 Apr,2.392574
2365,CHE,2017 Jul,3.820476
2366,CHE,2017 Oct,0.5836481
2367,CHE,2018 Jan,5.408305
2368,CHE,2018 Apr,-1.737766
2369,CHE,2018 Jul,-3.82636
2370,CHE,2018 Oct,4.2728
2371,CHE,2019 Jan,0.6159571
2383,TUR,2000 Jan,2.224796
2384,TUR,2000 Apr,-0.5524148
2385,TUR,2000 Jul,-3.526177
2386,TUR,2000 Oct,5.179683
2387,TUR,2001 Jan,6.947965
2388,TUR,2001 Apr,4.712596
2389,TUR,2001 Jul,-1.597404
2390,TUR,2001 Oct,1.788514
2391,TUR,2002 Jan,3.28687
2392,TUR,2002 Apr,2.421816
2393,TUR,2002 Jul,10.63138
2394,TUR,2002 Oct,7.056848
2395,TUR,2003 Jan,8.862026
2396,TUR,2003 Apr,3.17133
2397,TUR,2003 Jul,9.464858
2398,TUR,2003 Oct,4.730348
2399,TUR,2004 Jan,7.767671
2400,TUR,2004 Apr,10.83511
2401,TUR,2004 Jul,4.908036
2402,TUR,2004 Oct,6.636328
2403,TUR,2005 Jan,4.792985
2404,TUR,2005 Apr,-0.2783343
2405,TUR,2005 Jul,1.601162
2406,TUR,2005 Oct,4.415881
2407,TUR,2006 Jan,3.104924
2408,TUR,2006 Apr,7.159043
2409,TUR,2006 Jul,3.179511
2410,TUR,2006 Oct,6.953754
2411,TUR,2007 Jan,3.986717
2412,TUR,2007 Apr,7.719182
2413,TUR,2007 Jul,5.045303
2414,TUR,2007 Oct,10.08683
2415,TUR,2008 Jan,11.99015
2416,TUR,2008 Apr,4.028337
2417,TUR,2008 Jul,5.83858
2418,TUR,2008 Oct,-29.03031
2419,TUR,2009 Jan,-4.428394
2420,TUR,2009 Apr,-8.507219
2421,TUR,2009 Jul,13.69676
2422,TUR,2009 Oct,5.280018
2423,TUR,2010 Jan,-2.985585
2424,TUR,2010 Apr,6.570576
2425,TUR,2010 Jul,-1.480627
2426,TUR,2010 Oct,9.800296
2427,TUR,2011 Jan,4.908397
2428,TUR,2011 Apr,4.380015
2429,TUR,2011 Jul,4.112014
2430,TUR,2011 Oct,-3.655796
2431,TUR,2012 Jan,6.694744
2432,TUR,2012 Apr,6.871022
2433,TUR,2012 Jul,3.23022
2434,TUR,2012 Oct,-4.604763
2435,TUR,2013 Jan,6.300529
2436,TUR,2013 Apr,-1.021261
2437,TUR,2013 Jul,1.238157
2438,TUR,2013 Oct,2.064932
2439,TUR,2014 Jan,4.780653
2440,TUR,2014 Apr,-4.404969
2441,TUR,2014 Jul,0.3383824
2442,TUR,2014 Oct,-3.121726
2443,TUR,2015 Jan,0.01574096
2444,TUR,2015 Apr,-7.202524
2445,TUR,2015 Jul,-1.051019
2446,TUR,2015 Oct,-2.558013
2447,TUR,2016 Jan,2.313105
2448,TUR,2016 Apr,2.127476
2449,TUR,2016 Jul,-1.58144
2450,TUR,2016 Oct,3.081846
2451,TUR,2017 Jan,5.249687
2452,TUR,2017 Apr,3.442467
2453,TUR,2017 Jul,-2.23354
2454,TUR,2017 Oct,3.168105
2455,TUR,2018 Jan,4.226254
2456,TUR,2018 Apr,-0.9870734
2457,TUR,2018 Jul,4.82922
2458,TUR,2018 Oct,-0.5046718
2459,TUR,2019 Jan,1.341052
2471,GBR,2000 Jan,2.006282
2472,GBR,2000 Apr,-1.366814
2473,GBR,2000 Jul,-1.185905
2474,GBR,2000 Oct,1.233986
2475,GBR,2001 Jan,2.228135
2476,GBR,2001 Apr,-6.163585
2477,GBR,2001 Jul,0.1802232
2478,GBR,2001 Oct,-1.851394
2479,GBR,2002 Jan,0.2670269
2480,GBR,2002 Apr,5.304541
2481,GBR,2002 Jul,2.798958
2482,GBR,2002 Oct,-2.192596
2483,GBR,2003 Jan,5.189332
2484,GBR,2003 Apr,0.6028925
2485,GBR,2003 Jul,1.570241
2486,GBR,2003 Oct,4.790846
2487,GBR,2004 Jan,5.553982
2488,GBR,2004 Apr,-0.2472314
2489,GBR,2004 Jul,3.286772
2490,GBR,2004 Oct,6.297967
2491,GBR,2005 Jan,0.3299049
2492,GBR,2005 Apr,3.894269
2493,GBR,2005 Jul,1.660396
2494,GBR,2005 Oct,3.552773
2495,GBR,2006 Jan,12.44074
2496,GBR,2006 Apr,10.83244
2497,GBR,2006 Jul,-17.84984
2498,GBR,2006 Oct,0.9967391
2499,GBR,2007 Jan,-0.07873169
2500,GBR,2007 Apr,4.009708
2501,GBR,2007 Jul,2.613473
2502,GBR,2007 Oct,4.934044
2503,GBR,2008 Jan,1.977936
2504,GBR,2008 Apr,4.185401
2505,GBR,2008 Jul,-3.127303
2506,GBR,2008 Oct,-22.8356
2507,GBR,2009 Jan,-13.32438
2508,GBR,2009 Apr,5.568687
2509,GBR,2009 Jul,8.848783
2510,GBR,2009 Oct,5.239865
2511,GBR,2010 Jan,-1.212736
