Date,Value
1947-01-01,14213
1947-04-01,14111
1947-07-01,14018
1947-10-01,14171
1948-01-01,14326
1948-04-01,14505
1948-07-01,14525
1948-10-01,14474
1949-01-01,14212
1949-04-01,14107
1949-07-01,14192
1949-10-01,14009
1950-01-01,14500
1950-04-01,14889
1950-07-01,15398
1950-10-01,15623
1951-01-01,15769
1951-04-01,15979
1951-07-01,16234
1951-10-01,16192
1952-01-01,16299
1952-04-01,16271
1952-07-01,16317
1952-10-01,16776
1953-01-01,17025
1953-04-01,17093
1953-07-01,16920
1953-10-01,16586
1954-01-01,16436
1954-04-01,16387
1954-07-01,16496
1954-10-01,16737
1955-01-01,17144
1955-04-01,17353
1955-07-01,17508
1955-10-01,17528
1956-01-01,17388
1956-04-01,17461
1956-07-01,17364
1956-10-01,17562
1957-01-01,17595
1957-04-01,17485
1957-07-01,17578
1957-10-01,17317
1958-01-01,16805
1958-04-01,16850
1958-07-01,17166
1958-10-01,17486
1959-01-01,17745
1959-04-01,18075
1959-07-01,18011
1959-10-01,17983
1960-01-01,18279
1960-04-01,18072
1960-07-01,18070
1960-10-01,17768
1961-01-01,17828
1961-04-01,18061
1961-07-01,18331
1961-10-01,18610
1962-01-01,18875
1962-04-01,18979
1962-07-01,19138
1962-10-01,19124
1963-01-01,19269
1963-04-01,19422
1963-07-01,19774
1963-10-01,19827
1964-01-01,20182
1964-04-01,20337
1964-07-01,20580
1964-10-01,20571
1965-01-01,21011
1965-04-01,21219
1965-07-01,21618
1965-10-01,22044
1966-01-01,22525
1966-04-01,22543
1966-07-01,22664
1966-10-01,22780
1967-01-01,22926
1967-04-01,22883
1967-07-01,23035
1967-10-01,23144
1968-01-01,23566
1968-04-01,23905
1968-07-01,24025
1968-10-01,24054
1969-01-01,24380
1969-04-01,24399
1969-07-01,24491
1969-10-01,24300
1970-01-01,24204
1970-04-01,24163
1970-07-01,24303
1970-10-01,23960
1971-01-01,24535
1971-04-01,24597
1971-07-01,24723
1971-10-01,24705
1972-01-01,25099
1972-04-01,25608
1972-07-01,25783
1972-10-01,26146
1973-01-01,26735
1973-04-01,26966
1973-07-01,26758
1973-10-01,26946
1974-01-01,26660
1974-04-01,26666
1974-07-01,26347
1974-10-01,26177
1975-01-01,25806
1975-04-01,25928
1975-07-01,26294
1975-10-01,26579
1976-01-01,27119
1976-04-01,27260
1976-07-01,27339
1976-10-01,27464
1977-01-01,27724
1977-04-01,28195
1977-07-01,28623
1977-10-01,28543
1978-01-01,28567
1978-04-01,29596
1978-07-01,29806
1978-10-01,30119
1979-01-01,30096
1979-04-01,30050
1979-07-01,30182
1979-10-01,30164
1980-01-01,30174
1980-04-01,29470
1980-07-01,29347
1980-10-01,29813
1981-01-01,30335
1981-04-01,30042
1981-07-01,30319
1981-10-01,29911
1982-01-01,29384
1982-04-01,29453
1982-07-01,29265
1982-10-01,29205
1983-01-01,29530
1983-04-01,30140
1983-07-01,30667
1983-10-01,31233
1984-01-01,31783
1984-04-01,32267
1984-07-01,32498
1984-10-01,32686
1985-01-01,32941
1985-04-01,33161
1985-07-01,33581
1985-10-01,33746
1986-01-01,33994
1986-04-01,34075
1986-07-01,34316
1986-10-01,34418
1987-01-01,34607
1987-04-01,34907
1987-07-01,35123
1987-10-01,35638
1988-01-01,35751
1988-04-01,36145
1988-07-01,36262
1988-10-01,36654
1989-01-01,36953
1989-04-01,37151
1989-07-01,37323
1989-10-01,37295
1990-01-01,37617
1990-04-01,37636
1990-07-01,37529
1990-10-01,37056
1991-01-01,36769
1991-04-01,36938
1991-07-01,36993
1991-10-01,36995
1992-01-01,37328
1992-04-01,37607
1992-07-01,37839
1992-10-01,38102
1993-01-01,38053
1993-04-01,38158
1993-07-01,38210
1993-10-01,38606
1994-01-01,38876
1994-04-01,39288
1994-07-01,39390
1994-10-01,39720
1995-01-01,39754
1995-04-01,39760
1995-07-01,39969
1995-10-01,40117
1996-01-01,40317
1996-04-01,40873
1996-07-01,41106
1996-10-01,41401
1997-01-01,41558
1997-04-01,42128
1997-07-01,42514
1997-10-01,42745
1998-01-01,43062
1998-04-01,43342
1998-07-01,43748
1998-10-01,44321
1999-01-01,44627
1999-04-01,44876
1999-07-01,45326
1999-10-01,45932
2000-01-01,45983
2000-04-01,46704
2000-07-01,46624
2000-10-01,46777
2001-01-01,46519
2001-04-01,46698
2001-07-01,46390
2001-10-01,46400
2002-01-01,46683
2002-04-01,46866
2002-07-01,46936
2002-10-01,46883
2003-01-01,47027
2003-04-01,47342
2003-07-01,48012
2003-10-01,48450
2004-01-01,48633
2004-04-01,48905
2004-07-01,49243
2004-10-01,49623
2005-01-01,50068
2005-04-01,50204
2005-07-01,50470
2005-10-01,50629
2006-01-01,51200
2006-04-01,51210
2006-07-01,51155
2006-10-01,51455
2007-01-01,51492
2007-04-01,51705
2007-07-01,51882
2007-10-01,52066
2008-01-01,51740
2008-04-01,51923
2008-07-01,51523
2008-10-01,50281
2009-01-01,49594
2009-04-01,49408
2009-07-01,49473
2009-10-01,49886
2010-01-01,50036
2010-04-01,50424
2010-07-01,50706
2010-10-01,50859
2011-01-01,50646
2011-04-01,50897
2011-07-01,50769
2011-10-01,51232
2012-01-01,51559
2012-04-01,51702
2012-07-01,51684
2012-10-01,51634
2013-01-01,51998
2013-04-01,51982
2013-07-01,52284
2013-10-01,52544
2014-01-01,52266
2014-04-01,52840
2014-07-01,53340
2014-10-01,53464
2015-01-01,53806
2015-04-01,54021
2015-07-01,54081
2015-10-01,54045
2016-01-01,54267
2016-04-01,54334
2016-07-01,54549
2016-10-01,54714
2017-01-01,54866
2017-04-01,55057
2017-07-01,55413
2017-10-01,55877
2018-01-01,56195
2018-04-01,56512
2018-07-01,56831
2018-10-01,56851
2019-01-01,57100
2019-04-01,57418
2019-07-01,57845
2019-10-01,58017
2020-01-01,57279
2020-04-01,52393
2020-07-01,56479
2020-10-01,56993
2021-01-01,57882
2021-04-01,58842
2021-07-01,59169
2021-10-01,60117
2022-01-01,59836
2022-04-01,59688
2022-07-01,60080
2022-10-01,60376
2023-01-01,60611
