SDZ,Area,Series,Count,Population,Value
N21000024,Ballyclare_F,Economically inactive: Looking after home or family,102,3187,0.03200502039535613
N21000025,Ballyclare_G,Economically inactive: Looking after home or family,36,1404,0.02564102564102564
N21000026,Ballyclare_H,Economically inactive: Looking after home or family,35,1600,0.021875
N21000027,Three_Mile_Water_A,Economically inactive: Looking after home or family,106,2217,0.04781235904375282
N21000028,Three_Mile_Water_B,Economically inactive: Looking after home or family,36,1359,0.026490066225165563
N21000029,Three_Mile_Water_C,Economically inactive: Looking after home or family,44,2052,0.021442495126705652
N21000030,Three_Mile_Water_D,Economically inactive: Looking after home or family,54,1959,0.027565084226646247
N21000031,Three_Mile_Water_E,Economically inactive: Looking after home or family,58,2520,0.023015873015873017
N21000032,Three_Mile_Water_F,Economically inactive: Looking after home or family,116,1898,0.06111696522655427
N21000033,Three_Mile_Water_G,Economically inactive: Looking after home or family,40,2796,0.01430615164520744
N21000034,Three_Mile_Water_H,Economically inactive: Looking after home or family,62,2269,0.027324812692816218
N21000035,Three_Mile_Water_J,Economically inactive: Looking after home or family,88,1461,0.06023271731690623
N21000036,Three_Mile_Water_K,Economically inactive: Looking after home or family,70,2122,0.03298774740810556
N21000037,Macedon_A,Economically inactive: Looking after home or family,39,1669,0.023367285799880167
N21000038,Macedon_B,Economically inactive: Looking after home or family,56,2078,0.026948989412897015
N21000039,Macedon_C,Economically inactive: Looking after home or family,65,2211,0.02939846223428313
N21000040,Macedon_D,Economically inactive: Looking after home or family,94,1785,0.05266106442577031
N21000041,Macedon_E,Economically inactive: Looking after home or family,77,1677,0.045915324985092425
N21000042,Macedon_F,Economically inactive: Looking after home or family,112,1672,0.06698564593301436
N21000043,Macedon_G,Economically inactive: Looking after home or family,106,1898,0.05584826132771338
N21000044,Macedon_H,Economically inactive: Looking after home or family,25,1306,0.01914241960183767
N21000045,Macedon_J,Economically inactive: Looking after home or family,79,2049,0.038555392874572963
N21000046,Macedon_K,Economically inactive: Looking after home or family,89,1888,0.047139830508474576
N21000047,Macedon_L,Economically inactive: Looking after home or family,142,2090,0.06794258373205742
N21000048,Glengormley_Urban_A,Economically inactive: Looking after home or family,68,1502,0.045272969374167776
N21000049,Glengormley_Urban_B,Economically inactive: Looking after home or family,57,2081,0.02739067755886593
N21000050,Glengormley_Urban_C,Economically inactive: Looking after home or family,52,2325,0.022365591397849462
N21000051,Glengormley_Urban_D,Economically inactive: Looking after home or family,55,2143,0.025664955669622024
N21000052,Glengormley_Urban_E,Economically inactive: Looking after home or family,92,1683,0.05466428995840761
N21000053,Glengormley_Urban_F,Economically inactive: Looking after home or family,41,1898,0.02160168598524763
N21000054,Glengormley_Urban_G,Economically inactive: Looking after home or family,48,1858,0.02583423035522067
N21000055,Glengormley_Urban_H,Economically inactive: Looking after home or family,39,1307,0.029839326702371844
N21000056,Glengormley_Urban_J,Economically inactive: Looking after home or family,58,2187,0.026520347508001828
N21000057,Glengormley_Urban_K,Economically inactive: Looking after home or family,34,2119,0.01604530438886267
N21000058,Glengormley_Urban_L,Economically inactive: Looking after home or family,56,2539,0.02205592753052383
N21000059,Airport_A,Economically inactive: Looking after home or family,37,1547,0.023917259211376857
N21000060,Airport_B,Economically inactive: Looking after home or family,45,1761,0.02555366269165247
N21000061,Airport_C,Economically inactive: Looking after home or family,97,2443,0.03970528039295947
N21000062,Airport_D,Economically inactive: Looking after home or family,67,2503,0.026767878545745107
N21000063,Airport_E,Economically inactive: Looking after home or family,56,2938,0.01906058543226685
N21000064,Airport_F,Economically inactive: Looking after home or family,93,2962,0.03139770425388251
N21000065,Airport_G,Economically inactive: Looking after home or family,81,2509,0.03228377839776803
N21000066,Airport_H,Economically inactive: Looking after home or family,115,2885,0.03986135181975736
N21000067,Airport_J,Economically inactive: Looking after home or family,82,2481,0.03305118903667876
N21000068,Armagh_A,Economically inactive: Looking after home or family,129,3814,0.03382275825904562
N21000069,Armagh_B,Economically inactive: Looking after home or family,53,1826,0.029025191675794086
N21000070,Armagh_C,Economically inactive: Looking after home or family,138,3019,0.04571050016561776
N21000071,Armagh_D,Economically inactive: Looking after home or family,198,3589,0.05516857063248816
N21000072,Armagh_E,Economically inactive: Looking after home or family,106,2786,0.03804737975592247
N21000073,Armagh_F,Economically inactive: Looking after home or family,128,2306,0.055507372072853424
N21000074,Armagh_G,Economically inactive: Looking after home or family,118,3067,0.038474078904466906
N21000075,Armagh_H,Economically inactive: Looking after home or family,92,2503,0.036755892928485814
N21000076,Armagh_J,Economically inactive: Looking after home or family,122,3327,0.03666967237751728
N21000077,Armagh_K,Economically inactive: Looking after home or family,143,3533,0.040475516558165864
N21000078,Armagh_L,Economically inactive: Looking after home or family,150,2635,0.056925996204933584
N21000079,Portadown_A,Economically inactive: Looking after home or family,89,2965,0.030016863406408096
N21000080,Portadown_B,Economically inactive: Looking after home or family,107,3020,0.03543046357615894
N21000081,Portadown_C,Economically inactive: Looking after home or family,54,1820,0.02967032967032967
N21000082,Portadown_D,Economically inactive: Looking after home or family,149,2448,0.060866013071895424
N21000083,Portadown_E,Economically inactive: Looking after home or family,88,2013,0.04371584699453552
N21000084,Portadown_F,Economically inactive: Looking after home or family,57,1475,0.03864406779661017
N21000085,Portadown_G,Economically inactive: Looking after home or family,110,2043,0.05384238864415076
N21000086,Portadown_H,Economically inactive: Looking after home or family,53,1901,0.027880063124671225
N21000087,Portadown_J,Economically inactive: Looking after home or family,78,2919,0.02672147995889003
N21000088,Portadown_K,Economically inactive: Looking after home or family,115,2360,0.048728813559322036
N21000089,Portadown_L,Economically inactive: Looking after home or family,71,1901,0.03734876380852183
N21000090,Portadown_N,Economically inactive: Looking after home or family,63,1526,0.04128440366972477
N21000091,Portadown_P,Economically inactive: Looking after home or family,54,1409,0.0383250532292406
N21000092,Portadown_Q,Economically inactive: Looking after home or family,85,2203,0.03858374943259192
N21000093,Portadown_R,Economically inactive: Looking after home or family,96,2921,0.0328654570352619
N21000094,Craigavon_A,Economically inactive: Looking after home or family,97,3080,0.03149350649350649
N21000095,Craigavon_B,Economically inactive: Looking after home or family,93,2685,0.034636871508379886
N21000096,Craigavon_C,Economically inactive: Looking after home or family,69,2027,0.034040453872718306
N21000097,Craigavon_D,Economically inactive: Looking after home or family,125,1680,0.0744047619047619
N21000098,Craigavon_E,Economically inactive: Looking after home or family,214,2544,0.08411949685534591
N21000099,Craigavon_F,Economically inactive: Looking after home or family,60,2672,0.02245508982035928
N21000100,Craigavon_G,Economically inactive: Looking after home or family,98,2340,0.04188034188034188
N21000101,Craigavon_H,Economically inactive: Looking after home or family,45,1858,0.024219590958019375
N21000102,Craigavon_J,Economically inactive: Looking after home or family,65,2664,0.024399399399399398
N21000103,Craigavon_K,Economically inactive: Looking after home or family,51,1378,0.03701015965166909
N21000104,Craigavon_L,Economically inactive: Looking after home or family,55,1596,0.03446115288220551
N21000105,Craigavon_N,Economically inactive: Looking after home or family,69,2721,0.025358324145534728
N21000106,Craigavon_P,Economically inactive: Looking after home or family,51,1945,0.02622107969151671
N21000107,Lurgan_A,Economically inactive: Looking after home or family,92,2824,0.032577903682719546
N21000108,Lurgan_B,Economically inactive: Looking after home or family,87,2447,0.03555373927257867
N21000109,Lurgan_C,Economically inactive: Looking after home or family,58,2367,0.024503591043515
N21000110,Lurgan_D,Economically inactive: Looking after home or family,79,2854,0.027680448493342676
N21000111,Lurgan_E,Economically inactive: Looking after home or family,174,2858,0.06088173547935619
N21000112,Lurgan_F,Economically inactive: Looking after home or family,144,2815,0.05115452930728242
N21000113,Lurgan_G,Economically inactive: Looking after home or family,73,1585,0.04605678233438486
N21000114,Lurgan_H,Economically inactive: Looking after home or family,46,2041,0.02253797158255757
N21000115,Lurgan_J,Economically inactive: Looking after home or family,70,2250,0.03111111111111111
N21000116,Lurgan_K,Economically inactive: Looking after home or family,79,1694,0.046635182998819365
N21000117,Lurgan_L,Economically inactive: Looking after home or family,82,1404,0.0584045584045584
N21000118,Lurgan_N,Economically inactive: Looking after home or family,87,2146,0.04054054054054054
N21000119,Lurgan_P,Economically inactive: Looking after home or family,80,2139,0.03740065451145395
N21000120,Lurgan_Q,Economically inactive: Looking after home or family,95,1801,0.05274847307051638
N21000121,Lurgan_R,Economically inactive: Looking after home or family,111,2524,0.04397781299524564
N21000122,Lurgan_S,Economically inactive: Looking after home or family,75,2627,0.02854967643700038
N21000123,Lurgan_T,Economically inactive: Looking after home or family,59,1823,0.03236423477783873
N21000124,Lagan_River_A,Economically inactive: Looking after home or family,52,1935,0.026873385012919897
N21000125,Lagan_River_B,Economically inactive: Looking after home or family,30,1931,0.015535991714137753
N21000126,Lagan_River_C,Economically inactive: Looking after home or family,50,1521,0.03287310979618672
N21000127,Lagan_River_D,Economically inactive: Looking after home or family,41,1726,0.023754345307068367
N21000128,Lagan_River_E,Economically inactive: Looking after home or family,54,1977,0.027314112291350532
N21000129,Lagan_River_F,Economically inactive: Looking after home or family,114,2980,0.03825503355704698
N21000130,Lagan_River_G,Economically inactive: Looking after home or family,82,2611,0.031405591727307544
N21000131,Lagan_River_H,Economically inactive: Looking after home or family,36,1689,0.021314387211367674
N21000132,Lagan_River_J,Economically inactive: Looking after home or family,73,1955,0.037340153452685425
N21000133,Lagan_River_K,Economically inactive: Looking after home or family,82,2424,0.03382838283828383
N21000134,Lagan_River_L,Economically inactive: Looking after home or family,37,1430,0.025874125874125874
N21000135,Lagan_River_N,Economically inactive: Looking after home or family,98,2625,0.037333333333333336
N21000136,Banbridge_A,Economically inactive: Looking after home or family,90,2305,0.039045553145336226
N21000137,Banbridge_B,Economically inactive: Looking after home or family,91,1957,0.04649974450689831
N21000138,Banbridge_C,Economically inactive: Looking after home or family,40,1926,0.020768431983385256
N21000139,Banbridge_D,Economically inactive: Looking after home or family,160,2926,0.05468215994531784
N21000140,Banbridge_E,Economically inactive: Looking after home or family,110,2524,0.043581616481774964
N21000141,Banbridge_F,Economically inactive: Looking after home or family,70,2074,0.033751205400192864
N21000142,Banbridge_G,Economically inactive: Looking after home or family,92,1525,0.06032786885245902
N21000143,Banbridge_H,Economically inactive: Looking after home or family,115,2959,0.0388644812436634
N21000144,Banbridge_J,Economically inactive: Looking after home or family,57,2511,0.022700119474313024
N21000145,Banbridge_K,Economically inactive: Looking after home or family,93,3032,0.03067282321899736
N21000146,Banbridge_L,Economically inactive: Looking after home or family,115,3400,0.033823529411764704
N21000147,Banbridge_N,Economically inactive: Looking after home or family,121,2918,0.041466758053461276
N21000148,Banbridge_P,Economically inactive: Looking after home or family,90,2396,0.037562604340567615
N21000149,Banbridge_Q,Economically inactive: Looking after home or family,129,2490,0.051807228915662654
N21000150,Cusher_A,Economically inactive: Looking after home or family,39,1410,0.027659574468085105
N21000151,Cusher_B,Economically inactive: Looking after home or family,85,2738,0.0310445580715851
N21000152,Cusher_C,Economically inactive: Looking after home or family,46,1832,0.025109170305676855
N21000153,Cusher_D,Economically inactive: Looking after home or family,52,1778,0.02924634420697413
N21000154,Cusher_E,Economically inactive: Looking after home or family,83,2975,0.027899159663865546
N21000155,Cusher_F,Economically inactive: Looking after home or family,68,1713,0.0396964389959136
N21000156,Cusher_G,Economically inactive: Looking after home or family,68,2345,0.028997867803837955
N21000157,Cusher_H,Economically inactive: Looking after home or family,89,2524,0.03526148969889065
N21000158,Cusher_J,Economically inactive: Looking after home or family,78,1906,0.040923399790136414
N21000159,Cusher_K,Economically inactive: Looking after home or family,134,3592,0.037305122494432075
N21000160,Cusher_L,Economically inactive: Looking after home or family,148,3382,0.04376108811354228
N21000161,Oldpark_A,Economically inactive: Looking after home or family,135,2707,0.049870705578130774
N21000162,Oldpark_B,Economically inactive: Looking after home or family,81,1676,0.04832935560859188
N21000163,Oldpark_C,Economically inactive: Looking after home or family,83,1998,0.04154154154154154
N21000164,Oldpark_D,Economically inactive: Looking after home or family,94,2127,0.044193700047014575
N21000165,Oldpark_E,Economically inactive: Looking after home or family,110,2310,0.047619047619047616
N21000166,Oldpark_F,Economically inactive: Looking after home or family,88,1555,0.05659163987138264
N21000167,Oldpark_G,Economically inactive: Looking after home or family,106,2192,0.048357664233576646
N21000168,Oldpark_H,Economically inactive: Looking after home or family,125,1551,0.08059316569954868
N21000169,Oldpark_J,Economically inactive: Looking after home or family,93,1337,0.06955871353777113
N21000170,Oldpark_K,Economically inactive: Looking after home or family,121,1830,0.06612021857923497
N21000171,Oldpark_L,Economically inactive: Looking after home or family,159,2262,0.07029177718832891
N21000172,Oldpark_N,Economically inactive: Looking after home or family,179,2386,0.07502095557418273
N21000173,Oldpark_P,Economically inactive: Looking after home or family,77,1275,0.0603921568627451
N21000174,Oldpark_Q,Economically inactive: Looking after home or family,176,2046,0.08602150537634409
N21000175,Oldpark_R,Economically inactive: Looking after home or family,215,2293,0.09376362843436546
N21000176,Oldpark_S,Economically inactive: Looking after home or family,90,1459,0.061686086360520906
N21000177,Oldpark_T,Economically inactive: Looking after home or family,124,1572,0.07888040712468193
N21000178,Oldpark_U,Economically inactive: Looking after home or family,114,1775,0.06422535211267606
N21000179,Castle_A,Economically inactive: Looking after home or family,61,1702,0.035840188014101056
N21000180,Castle_B,Economically inactive: Looking after home or family,92,1939,0.04744713769984528
N21000181,Castle_C,Economically inactive: Looking after home or family,96,1751,0.0548258138206739
N21000182,Castle_D,Economically inactive: Looking after home or family,39,1797,0.021702838063439065
N21000183,Castle_E,Economically inactive: Looking after home or family,67,1595,0.04200626959247649
N21000184,Castle_F,Economically inactive: Looking after home or family,27,1388,0.019452449567723344
N21000185,Castle_G,Economically inactive: Looking after home or family,77,2406,0.03200332502078138
N21000186,Castle_H,Economically inactive: Looking after home or family,84,2411,0.03484031522189963
N21000187,Castle_J,Economically inactive: Looking after home or family,50,2442,0.020475020475020474
N21000188,Castle_K,Economically inactive: Looking after home or family,47,1486,0.031628532974428
N21000189,Castle_L,Economically inactive: Looking after home or family,101,2040,0.049509803921568625
N21000190,Castle_N,Economically inactive: Looking after home or family,52,1140,0.0456140350877193
N21000191,Castle_P,Economically inactive: Looking after home or family,53,1296,0.04089506172839506
N21000192,Castle_Q,Economically inactive: Looking after home or family,38,2146,0.017707362534948742
N21000193,Castle_R,Economically inactive: Looking after home or family,112,2219,0.050473186119873815
N21000194,Castle_S,Economically inactive: Looking after home or family,89,1580,0.056329113924050635
N21000195,Castle_T,Economically inactive: Looking after home or family,119,1967,0.060498220640569395
N21000196,Castle_U,Economically inactive: Looking after home or family,180,2371,0.07591733445803459
N21000197,Titanic_A,Economically inactive: Looking after home or family,46,1248,0.03685897435897436
N21000198,Titanic_B,Economically inactive: Looking after home or family,96,1760,0.05454545454545454
N21000199,Titanic_C,Economically inactive: Looking after home or family,41,1885,0.021750663129973476
N21000200,Titanic_D,Economically inactive: Looking after home or family,65,2020,0.03217821782178218
N21000201,Titanic_E,Economically inactive: Looking after home or family,71,1518,0.046772068511198944
N21000202,Titanic_F,Economically inactive: Looking after home or family,146,1993,0.07325639739086803
N21000203,Titanic_G,Economically inactive: Looking after home or family,30,1096,0.02737226277372263
N21000204,Titanic_H,Economically inactive: Looking after home or family,174,2370,0.07341772151898734
N21000205,Titanic_J,Economically inactive: Looking after home or family,68,1905,0.03569553805774278
N21000206,Titanic_K,Economically inactive: Looking after home or family,37,1405,0.026334519572953737
N21000207,Titanic_L,Economically inactive: Looking after home or family,99,1669,0.059316956261234274
N21000208,Titanic_N,Economically inactive: Looking after home or family,97,1586,0.06116015132408575
N21000209,Titanic_P,Economically inactive: Looking after home or family,117,1684,0.06947743467933491
N21000210,Titanic_Q,Economically inactive: Looking after home or family,62,1836,0.03376906318082789
N21000211,Titanic_R,Economically inactive: Looking after home or family,43,1991,0.021597187343043698
N21000212,Titanic_S,Economically inactive: Looking after home or family,72,1472,0.04891304347826087
N21000213,Titanic_T,Economically inactive: Looking after home or family,110,1860,0.05913978494623656
N21000214,Titanic_U,Economically inactive: Looking after home or family,62,1179,0.05258693808312129
N21000215,Titanic_W,Economically inactive: Looking after home or family,87,1457,0.05971173644474949
N21000216,Titanic_X,Economically inactive: Looking after home or family,37,1240,0.029838709677419355
N21000217,Titanic_Y,Economically inactive: Looking after home or family,64,1629,0.039287906691221605
N21000218,Titanic_Z,Economically inactive: Looking after home or family,59,1320,0.0446969696969697
N21000219,Ormiston_A,Economically inactive: Looking after home or family,63,1898,0.033192834562697573
N21000220,Ormiston_B,Economically inactive: Looking after home or family,60,2079,0.02886002886002886
N21000221,Ormiston_C,Economically inactive: Looking after home or family,64,2472,0.025889967637540454
N21000222,Ormiston_D,Economically inactive: Looking after home or family,54,2219,0.02433528616493916
N21000223,Ormiston_E,Economically inactive: Looking after home or family,47,1938,0.024251805985552117
N21000224,Ormiston_F,Economically inactive: Looking after home or family,44,2482,0.017727639000805803
N21000225,Ormiston_G,Economically inactive: Looking after home or family,45,2151,0.02092050209205021
N21000226,Ormiston_H,Economically inactive: Looking after home or family,37,1872,0.019764957264957264
N21000227,Ormiston_J,Economically inactive: Looking after home or family,33,1960,0.01683673469387755
N21000228,Ormiston_K,Economically inactive: Looking after home or family,55,1989,0.027652086475615886
N21000229,Ormiston_L,Economically inactive: Looking after home or family,112,2126,0.05268109125117592
N21000230,Ormiston_N,Economically inactive: Looking after home or family,42,2362,0.017781541066892465
N21000231,Ormiston_P,Economically inactive: Looking after home or family,49,2241,0.02186523873270861
N21000232,Ormiston_Q,Economically inactive: Looking after home or family,52,1126,0.046181172291296625
N21000233,Ormiston_R,Economically inactive: Looking after home or family,47,1758,0.026734926052332197
N21000234,Ormiston_S,Economically inactive: Looking after home or family,70,1884,0.037154989384288746
N21000235,Ormiston_T,Economically inactive: Looking after home or family,78,2059,0.03788246721709568
N21000236,Lisnasharragh_A,Economically inactive: Looking after home or family,60,1744,0.034403669724770644
N21000237,Lisnasharragh_B,Economically inactive: Looking after home or family,64,2562,0.02498048399687744
N21000238,Lisnasharragh_C,Economically inactive: Looking after home or family,20,1291,0.015491866769945779
N21000239,Lisnasharragh_D,Economically inactive: Looking after home or family,41,1522,0.026938239159001315
N21000240,Lisnasharragh_E,Economically inactive: Looking after home or family,36,1871,0.019241047568145375
N21000241,Lisnasharragh_F,Economically inactive: Looking after home or family,34,1914,0.017763845350052248
N21000242,Lisnasharragh_G,Economically inactive: Looking after home or family,32,1501,0.021319120586275817
N21000243,Lisnasharragh_H,Economically inactive: Looking after home or family,58,1278,0.04538341158059468
N21000244,Lisnasharragh_J,Economically inactive: Looking after home or family,69,1929,0.03576982892690513
N21000245,Lisnasharragh_K,Economically inactive: Looking after home or family,61,1978,0.03083923154701719
N21000246,Lisnasharragh_L,Economically inactive: Looking after home or family,91,1849,0.04921579232017307
N21000247,Lisnasharragh_N,Economically inactive: Looking after home or family,94,2797,0.03360743653914909
N21000248,Lisnasharragh_P,Economically inactive: Looking after home or family,50,2641,0.01893222264293828
N21000249,Lisnasharragh_Q,Economically inactive: Looking after home or family,36,1820,0.01978021978021978
N21000250,Lisnasharragh_R,Economically inactive: Looking after home or family,37,2472,0.014967637540453074
N21000251,Botanic_A,Economically inactive: Looking after home or family,102,3374,0.03023117960877297
N21000252,Botanic_B,Economically inactive: Looking after home or family,111,1626,0.06826568265682657
N21000253,Botanic_C,Economically inactive: Looking after home or family,71,2313,0.030696065715520967
N21000254,Botanic_D,Economically inactive: Looking after home or family,142,1815,0.07823691460055096
N21000255,Botanic_E,Economically inactive: Looking after home or family,94,1807,0.05201992252351965
N21000256,Botanic_F,Economically inactive: Looking after home or family,105,1858,0.05651237890204521
N21000257,Botanic_G,Economically inactive: Looking after home or family,91,1522,0.059789750328515114
N21000258,Botanic_H,Economically inactive: Looking after home or family,56,2833,0.019767031415460642
N21000259,Botanic_J,Economically inactive: Looking after home or family,25,1909,0.013095861707700367
N21000260,Botanic_K,Economically inactive: Looking after home or family,65,2030,0.03201970443349754
N21000261,Botanic_L,Economically inactive: Looking after home or family,34,2156,0.015769944341372914
N21000262,Botanic_N,Economically inactive: Looking after home or family,70,2732,0.02562225475841874
N21000263,Botanic_P,Economically inactive: Looking after home or family,48,2315,0.020734341252699785
N21000264,Botanic_Q,Economically inactive: Looking after home or family,19,2694,0.007052709725315516
N21000265,Botanic_R,Economically inactive: Looking after home or family,49,2710,0.01808118081180812
N21000266,Botanic_S,Economically inactive: Looking after home or family,51,2101,0.02427415516420752
N21000267,Botanic_T,Economically inactive: Looking after home or family,64,1797,0.035614913745130775
N21000268,Botanic_U,Economically inactive: Looking after home or family,43,1307,0.03289977046671767
N21000269,Botanic_W,Economically inactive: Looking after home or family,79,2416,0.03269867549668874
N21000270,Botanic_X,Economically inactive: Looking after home or family,50,3639,0.013740038472107722
N21000271,Botanic_Y,Economically inactive: Looking after home or family,54,2967,0.01820020222446916
N21000272,Botanic_Z,Economically inactive: Looking after home or family,42,1806,0.023255813953488372
N21000273,Balmoral_A,Economically inactive: Looking after home or family,62,2265,0.027373068432671083
N21000274,Balmoral_B,Economically inactive: Looking after home or family,23,1278,0.017996870109546165
N21000275,Balmoral_C,Economically inactive: Looking after home or family,62,1569,0.039515615041427664
N21000276,Balmoral_D,Economically inactive: Looking after home or family,46,2134,0.02155576382380506
N21000277,Balmoral_E,Economically inactive: Looking after home or family,68,2229,0.03050695379093764
N21000278,Balmoral_F,Economically inactive: Looking after home or family,68,2014,0.033763654419066536
N21000279,Balmoral_G,Economically inactive: Looking after home or family,83,1824,0.04550438596491228
N21000280,Balmoral_H,Economically inactive: Looking after home or family,33,1548,0.02131782945736434
N21000281,Balmoral_J,Economically inactive: Looking after home or family,90,2168,0.04151291512915129
N21000282,Balmoral_K,Economically inactive: Looking after home or family,68,1514,0.04491413474240423
N21000283,Balmoral_L,Economically inactive: Looking after home or family,46,1971,0.023338406900050734
N21000284,Balmoral_N,Economically inactive: Looking after home or family,68,2125,0.032
N21000285,Balmoral_P,Economically inactive: Looking after home or family,67,1855,0.03611859838274933
N21000286,Collin_A,Economically inactive: Looking after home or family,66,1732,0.03810623556581986
N21000287,Collin_B,Economically inactive: Looking after home or family,266,2902,0.09166092350103378
N21000288,Collin_C,Economically inactive: Looking after home or family,132,1909,0.06914614981665794
N21000289,Collin_D,Economically inactive: Looking after home or family,76,2401,0.03165347771761766
N21000290,Collin_E,Economically inactive: Looking after home or family,148,2344,0.06313993174061433
N21000291,Collin_F,Economically inactive: Looking after home or family,69,1787,0.03861219921656407
N21000292,Collin_G,Economically inactive: Looking after home or family,253,2729,0.09270795163063393
N21000293,Collin_H,Economically inactive: Looking after home or family,45,2765,0.0162748643761302
N21000294,Collin_J,Economically inactive: Looking after home or family,59,1947,0.030303030303030304
N21000295,Collin_K,Economically inactive: Looking after home or family,149,2077,0.07173808377467501
N21000296,Collin_L,Economically inactive: Looking after home or family,57,2125,0.026823529411764704
N21000297,Collin_N,Economically inactive: Looking after home or family,142,2607,0.05446873801304181
N21000298,Collin_P,Economically inactive: Looking after home or family,142,2278,0.06233538191395961
N21000299,Collin_Q,Economically inactive: Looking after home or family,106,2394,0.04427736006683375
N21000300,Collin_R,Economically inactive: Looking after home or family,57,1912,0.02981171548117155
N21000301,Black_Mountain_A,Economically inactive: Looking after home or family,254,3149,0.08066052715147666
N21000302,Black_Mountain_B,Economically inactive: Looking after home or family,183,2205,0.08299319727891157
N21000303,Black_Mountain_C,Economically inactive: Looking after home or family,116,1863,0.062265163714439076
N21000304,Black_Mountain_D,Economically inactive: Looking after home or family,113,2696,0.04191394658753709
N21000305,Black_Mountain_E,Economically inactive: Looking after home or family,150,2328,0.06443298969072164
N21000306,Black_Mountain_F,Economically inactive: Looking after home or family,184,2411,0.07631688096225632
N21000307,Black_Mountain_G,Economically inactive: Looking after home or family,101,2800,0.036071428571428574
N21000308,Black_Mountain_H,Economically inactive: Looking after home or family,109,2128,0.051221804511278196
N21000309,Black_Mountain_J,Economically inactive: Looking after home or family,157,2626,0.05978674790555979
N21000310,Black_Mountain_K,Economically inactive: Looking after home or family,113,1857,0.06085083467959074
N21000311,Black_Mountain_L,Economically inactive: Looking after home or family,102,2438,0.04183757178014766
N21000312,Black_Mountain_N,Economically inactive: Looking after home or family,122,2389,0.05106739221431561
N21000313,Black_Mountain_P,Economically inactive: Looking after home or family,129,2561,0.05037094884810621
N21000314,Black_Mountain_Q,Economically inactive: Looking after home or family,85,1788,0.04753914988814318
N21000315,Black_Mountain_R,Economically inactive: Looking after home or family,103,2637,0.03905953735305271
N21000316,Court_A,Economically inactive: Looking after home or family,70,1574,0.044472681067344345
N21000317,Court_B,Economically inactive: Looking after home or family,79,1870,0.04224598930481283
N21000318,Court_C,Economically inactive: Looking after home or family,108,1577,0.06848446417247939
N21000319,Court_D,Economically inactive: Looking after home or family,120,1695,0.07079646017699115
N21000320,Court_E,Economically inactive: Looking after home or family,52,2396,0.021702838063439065
N21000321,Court_F,Economically inactive: Looking after home or family,86,1196,0.07190635451505016
N21000322,Court_G,Economically inactive: Looking after home or family,107,1275,0.08392156862745098
N21000323,Court_H,Economically inactive: Looking after home or family,106,1831,0.05789186237028946
N21000324,Court_J,Economically inactive: Looking after home or family,84,1937,0.04336602994321115
N21000325,Court_K,Economically inactive: Looking after home or family,116,1621,0.0715607649599013
N21000326,Court_L,Economically inactive: Looking after home or family,64,1368,0.04678362573099415
N21000327,Court_N,Economically inactive: Looking after home or family,125,1678,0.07449344457687723
N21000328,Court_P,Economically inactive: Looking after home or family,105,1503,0.06986027944111776
N21000329,Court_Q,Economically inactive: Looking after home or family,82,1288,0.06366459627329192
N21000330,Court_R,Economically inactive: Looking after home or family,93,1521,0.0611439842209073
N21000331,Court_S,Economically inactive: Looking after home or family,181,2189,0.08268615806304248
N21000332,Court_T,Economically inactive: Looking after home or family,90,1435,0.0627177700348432
N21000333,Court_U,Economically inactive: Looking after home or family,61,1267,0.04814522494080505
