SDZ,Area,Series,Count,Population,Value
N21000100,Craigavon_G,Economically active: Employee (including full-time students),976,2340,0.4170940170940171
N21000101,Craigavon_H,Economically active: Employee (including full-time students),800,1858,0.43057050592034446
N21000102,Craigavon_J,Economically active: Employee (including full-time students),1265,2664,0.47484984984984985
N21000103,Craigavon_K,Economically active: Employee (including full-time students),513,1378,0.3722786647314949
N21000104,Craigavon_L,Economically active: Employee (including full-time students),670,1596,0.4197994987468672
N21000105,Craigavon_N,Economically active: Employee (including full-time students),1132,2721,0.41602352076442484
N21000106,Craigavon_P,Economically active: Employee (including full-time students),832,1945,0.42776349614395887
N21000107,Lurgan_A,Economically active: Employee (including full-time students),1183,2824,0.41890934844192634
N21000108,Lurgan_B,Economically active: Employee (including full-time students),916,2447,0.3743359215365754
N21000109,Lurgan_C,Economically active: Employee (including full-time students),1172,2367,0.4951415293620617
N21000110,Lurgan_D,Economically active: Employee (including full-time students),1244,2854,0.43587946741415556
N21000111,Lurgan_E,Economically active: Employee (including full-time students),957,2858,0.33484954513645904
N21000112,Lurgan_F,Economically active: Employee (including full-time students),1201,2815,0.4266429840142096
N21000113,Lurgan_G,Economically active: Employee (including full-time students),553,1585,0.3488958990536278
N21000114,Lurgan_H,Economically active: Employee (including full-time students),958,2041,0.4693777560019598
N21000115,Lurgan_J,Economically active: Employee (including full-time students),961,2250,0.4271111111111111
N21000116,Lurgan_K,Economically active: Employee (including full-time students),635,1694,0.37485242030696575
N21000117,Lurgan_L,Economically active: Employee (including full-time students),363,1404,0.25854700854700857
N21000118,Lurgan_N,Economically active: Employee (including full-time students),927,2146,0.4319664492078285
N21000119,Lurgan_P,Economically active: Employee (including full-time students),911,2139,0.42589995324918184
N21000120,Lurgan_Q,Economically active: Employee (including full-time students),680,1801,0.3775680177679067
N21000121,Lurgan_R,Economically active: Employee (including full-time students),961,2524,0.3807448494453249
N21000122,Lurgan_S,Economically active: Employee (including full-time students),1053,2627,0.40083745717548536
N21000123,Lurgan_T,Economically active: Employee (including full-time students),786,1823,0.43115743280307184
N21000124,Lagan_River_A,Economically active: Employee (including full-time students),844,1935,0.43617571059431526
N21000125,Lagan_River_B,Economically active: Employee (including full-time students),856,1931,0.4432936302433972
N21000126,Lagan_River_C,Economically active: Employee (including full-time students),571,1521,0.37541091387245235
N21000127,Lagan_River_D,Economically active: Employee (including full-time students),823,1726,0.4768250289687138
N21000128,Lagan_River_E,Economically active: Employee (including full-time students),907,1977,0.4587759231158321
N21000129,Lagan_River_F,Economically active: Employee (including full-time students),1237,2980,0.41510067114093957
N21000130,Lagan_River_G,Economically active: Employee (including full-time students),1072,2611,0.41057066258138647
N21000131,Lagan_River_H,Economically active: Employee (including full-time students),808,1689,0.4783895796329189
N21000132,Lagan_River_J,Economically active: Employee (including full-time students),723,1955,0.3698209718670077
N21000133,Lagan_River_K,Economically active: Employee (including full-time students),898,2424,0.3704620462046205
N21000134,Lagan_River_L,Economically active: Employee (including full-time students),625,1430,0.4370629370629371
N21000135,Lagan_River_N,Economically active: Employee (including full-time students),897,2625,0.3417142857142857
N21000136,Banbridge_A,Economically active: Employee (including full-time students),935,2305,0.40563991323210413
N21000137,Banbridge_B,Economically active: Employee (including full-time students),716,1957,0.3658661216147164
N21000138,Banbridge_C,Economically active: Employee (including full-time students),845,1926,0.4387331256490135
N21000139,Banbridge_D,Economically active: Employee (including full-time students),983,2926,0.3359535201640465
N21000140,Banbridge_E,Economically active: Employee (including full-time students),946,2524,0.37480190174326466
N21000141,Banbridge_F,Economically active: Employee (including full-time students),774,2074,0.37319189971070393
N21000142,Banbridge_G,Economically active: Employee (including full-time students),464,1525,0.3042622950819672
N21000143,Banbridge_H,Economically active: Employee (including full-time students),1291,2959,0.4362960459614735
N21000144,Banbridge_J,Economically active: Employee (including full-time students),1101,2511,0.43847072879330945
N21000145,Banbridge_K,Economically active: Employee (including full-time students),1284,3032,0.4234828496042216
N21000146,Banbridge_L,Economically active: Employee (including full-time students),1163,3400,0.34205882352941175
N21000147,Banbridge_N,Economically active: Employee (including full-time students),1120,2918,0.3838245373543523
N21000148,Banbridge_P,Economically active: Employee (including full-time students),872,2396,0.3639398998330551
N21000149,Banbridge_Q,Economically active: Employee (including full-time students),915,2490,0.3674698795180723
N21000150,Cusher_A,Economically active: Employee (including full-time students),589,1410,0.4177304964539007
N21000151,Cusher_B,Economically active: Employee (including full-time students),1156,2738,0.42220598977355733
N21000152,Cusher_C,Economically active: Employee (including full-time students),788,1832,0.43013100436681223
N21000153,Cusher_D,Economically active: Employee (including full-time students),641,1778,0.36051743532058494
N21000154,Cusher_E,Economically active: Employee (including full-time students),1103,2975,0.3707563025210084
N21000155,Cusher_F,Economically active: Employee (including full-time students),702,1713,0.4098073555166375
N21000156,Cusher_G,Economically active: Employee (including full-time students),969,2345,0.41321961620469083
N21000157,Cusher_H,Economically active: Employee (including full-time students),896,2524,0.3549920760697306
N21000158,Cusher_J,Economically active: Employee (including full-time students),758,1906,0.39769150052465896
N21000159,Cusher_K,Economically active: Employee (including full-time students),1324,3592,0.3685968819599109
N21000160,Cusher_L,Economically active: Employee (including full-time students),1153,3382,0.34092253104671794
N21000161,Oldpark_A,Economically active: Employee (including full-time students),1022,2707,0.37753971185814555
N21000162,Oldpark_B,Economically active: Employee (including full-time students),625,1676,0.37291169451073986
N21000163,Oldpark_C,Economically active: Employee (including full-time students),866,1998,0.43343343343343343
N21000164,Oldpark_D,Economically active: Employee (including full-time students),848,2127,0.3986835919134932
N21000165,Oldpark_E,Economically active: Employee (including full-time students),883,2310,0.38225108225108223
N21000166,Oldpark_F,Economically active: Employee (including full-time students),496,1555,0.3189710610932476
N21000167,Oldpark_G,Economically active: Employee (including full-time students),844,2192,0.38503649635036497
N21000168,Oldpark_H,Economically active: Employee (including full-time students),435,1551,0.2804642166344294
N21000169,Oldpark_J,Economically active: Employee (including full-time students),421,1337,0.31488406881077036
N21000170,Oldpark_K,Economically active: Employee (including full-time students),599,1830,0.3273224043715847
N21000171,Oldpark_L,Economically active: Employee (including full-time students),674,2262,0.2979664014146773
N21000172,Oldpark_N,Economically active: Employee (including full-time students),620,2386,0.2598491198658843
N21000173,Oldpark_P,Economically active: Employee (including full-time students),388,1275,0.3043137254901961
N21000174,Oldpark_Q,Economically active: Employee (including full-time students),477,2046,0.23313782991202345
N21000175,Oldpark_R,Economically active: Employee (including full-time students),574,2293,0.25032708242477103
N21000176,Oldpark_S,Economically active: Employee (including full-time students),384,1459,0.26319396847155585
N21000177,Oldpark_T,Economically active: Employee (including full-time students),409,1572,0.26017811704834604
N21000178,Oldpark_U,Economically active: Employee (including full-time students),476,1775,0.26816901408450705
N21000179,Castle_A,Economically active: Employee (including full-time students),706,1702,0.41480611045828436
N21000180,Castle_B,Economically active: Employee (including full-time students),722,1939,0.37235688499226405
N21000181,Castle_C,Economically active: Employee (including full-time students),618,1751,0.35294117647058826
N21000182,Castle_D,Economically active: Employee (including full-time students),684,1797,0.3806343906510851
N21000183,Castle_E,Economically active: Employee (including full-time students),640,1595,0.4012539184952978
N21000184,Castle_F,Economically active: Employee (including full-time students),558,1388,0.4020172910662824
N21000185,Castle_G,Economically active: Employee (including full-time students),1069,2406,0.44430590191188696
N21000186,Castle_H,Economically active: Employee (including full-time students),956,2411,0.39651596847781
N21000187,Castle_J,Economically active: Employee (including full-time students),1034,2442,0.42342342342342343
N21000188,Castle_K,Economically active: Employee (including full-time students),670,1486,0.4508748317631225
N21000189,Castle_L,Economically active: Employee (including full-time students),679,2040,0.33284313725490194
N21000190,Castle_N,Economically active: Employee (including full-time students),378,1140,0.33157894736842103
N21000191,Castle_P,Economically active: Employee (including full-time students),540,1296,0.4166666666666667
N21000192,Castle_Q,Economically active: Employee (including full-time students),880,2146,0.41006523765144454
N21000193,Castle_R,Economically active: Employee (including full-time students),808,2219,0.36412798557908965
N21000194,Castle_S,Economically active: Employee (including full-time students),613,1580,0.3879746835443038
N21000195,Castle_T,Economically active: Employee (including full-time students),618,1967,0.31418403660396543
N21000196,Castle_U,Economically active: Employee (including full-time students),695,2371,0.29312526360185576
N21000197,Titanic_A,Economically active: Employee (including full-time students),505,1248,0.4046474358974359
N21000198,Titanic_B,Economically active: Employee (including full-time students),933,1760,0.5301136363636364
N21000199,Titanic_C,Economically active: Employee (including full-time students),843,1885,0.4472148541114058
N21000200,Titanic_D,Economically active: Employee (including full-time students),965,2020,0.4777227722772277
N21000201,Titanic_E,Economically active: Employee (including full-time students),682,1518,0.4492753623188406
N21000202,Titanic_F,Economically active: Employee (including full-time students),552,1993,0.2769693928750627
N21000203,Titanic_G,Economically active: Employee (including full-time students),510,1096,0.4653284671532847
N21000204,Titanic_H,Economically active: Employee (including full-time students),720,2370,0.3037974683544304
N21000205,Titanic_J,Economically active: Employee (including full-time students),919,1905,0.48241469816272964
N21000206,Titanic_K,Economically active: Employee (including full-time students),642,1405,0.45693950177935944
N21000207,Titanic_L,Economically active: Employee (including full-time students),699,1669,0.41881366087477534
N21000208,Titanic_N,Economically active: Employee (including full-time students),520,1586,0.32786885245901637
N21000209,Titanic_P,Economically active: Employee (including full-time students),565,1684,0.3355106888361045
N21000210,Titanic_Q,Economically active: Employee (including full-time students),905,1836,0.4929193899782135
N21000211,Titanic_R,Economically active: Employee (including full-time students),859,1991,0.43144148669010546
N21000212,Titanic_S,Economically active: Employee (including full-time students),571,1472,0.38790760869565216
N21000213,Titanic_T,Economically active: Employee (including full-time students),689,1860,0.3704301075268817
N21000214,Titanic_U,Economically active: Employee (including full-time students),564,1179,0.47837150127226463
N21000215,Titanic_W,Economically active: Employee (including full-time students),464,1457,0.31846259437199725
N21000216,Titanic_X,Economically active: Employee (including full-time students),579,1240,0.4669354838709677
N21000217,Titanic_Y,Economically active: Employee (including full-time students),842,1629,0.5168815224063843
N21000218,Titanic_Z,Economically active: Employee (including full-time students),623,1320,0.471969696969697
N21000219,Ormiston_A,Economically active: Employee (including full-time students),722,1898,0.3804004214963119
N21000220,Ormiston_B,Economically active: Employee (including full-time students),870,2079,0.4184704184704185
N21000221,Ormiston_C,Economically active: Employee (including full-time students),834,2472,0.33737864077669905
N21000222,Ormiston_D,Economically active: Employee (including full-time students),945,2219,0.42586750788643535
N21000223,Ormiston_E,Economically active: Employee (including full-time students),786,1938,0.4055727554179567
N21000224,Ormiston_F,Economically active: Employee (including full-time students),944,2482,0.38033843674456086
N21000225,Ormiston_G,Economically active: Employee (including full-time students),860,2151,0.399814039981404
N21000226,Ormiston_H,Economically active: Employee (including full-time students),874,1872,0.4668803418803419
N21000227,Ormiston_J,Economically active: Employee (including full-time students),964,1960,0.49183673469387756
N21000228,Ormiston_K,Economically active: Employee (including full-time students),922,1989,0.4635495223730518
N21000229,Ormiston_L,Economically active: Employee (including full-time students),772,2126,0.36312323612417685
N21000230,Ormiston_N,Economically active: Employee (including full-time students),953,2362,0.40347163420829807
N21000231,Ormiston_P,Economically active: Employee (including full-time students),898,2241,0.4007139669790272
N21000232,Ormiston_Q,Economically active: Employee (including full-time students),459,1126,0.40763765541740676
N21000233,Ormiston_R,Economically active: Employee (including full-time students),740,1758,0.42093287827076226
N21000234,Ormiston_S,Economically active: Employee (including full-time students),760,1884,0.4033970276008493
N21000235,Ormiston_T,Economically active: Employee (including full-time students),881,2059,0.42787761049052936
N21000236,Lisnasharragh_A,Economically active: Employee (including full-time students),862,1744,0.49426605504587157
N21000237,Lisnasharragh_B,Economically active: Employee (including full-time students),1182,2562,0.4613583138173302
N21000238,Lisnasharragh_C,Economically active: Employee (including full-time students),720,1291,0.557707203718048
N21000239,Lisnasharragh_D,Economically active: Employee (including full-time students),749,1522,0.4921156373193167
N21000240,Lisnasharragh_E,Economically active: Employee (including full-time students),819,1871,0.4377338321753073
N21000241,Lisnasharragh_F,Economically active: Employee (including full-time students),773,1914,0.4038662486938349
N21000242,Lisnasharragh_G,Economically active: Employee (including full-time students),685,1501,0.4563624250499667
N21000243,Lisnasharragh_H,Economically active: Employee (including full-time students),464,1278,0.36306729264475746
N21000244,Lisnasharragh_J,Economically active: Employee (including full-time students),797,1929,0.4131674442716433
N21000245,Lisnasharragh_K,Economically active: Employee (including full-time students),869,1978,0.43933265925176945
N21000246,Lisnasharragh_L,Economically active: Employee (including full-time students),673,1849,0.363980530016225
N21000247,Lisnasharragh_N,Economically active: Employee (including full-time students),1141,2797,0.40793707543796925
N21000248,Lisnasharragh_P,Economically active: Employee (including full-time students),1151,2641,0.43581976524043925
N21000249,Lisnasharragh_Q,Economically active: Employee (including full-time students),868,1820,0.47692307692307695
N21000250,Lisnasharragh_R,Economically active: Employee (including full-time students),1101,2472,0.44538834951456313
N21000251,Botanic_A,Economically active: Employee (including full-time students),1097,3374,0.3251333728512152
N21000252,Botanic_B,Economically active: Employee (including full-time students),491,1626,0.3019680196801968
N21000253,Botanic_C,Economically active: Employee (including full-time students),744,2313,0.3216601815823606
N21000254,Botanic_D,Economically active: Employee (including full-time students),547,1815,0.30137741046831956
N21000255,Botanic_E,Economically active: Employee (including full-time students),771,1807,0.4266740453790813
N21000256,Botanic_F,Economically active: Employee (including full-time students),660,1858,0.35522066738428415
N21000257,Botanic_G,Economically active: Employee (including full-time students),593,1522,0.3896189224704336
N21000258,Botanic_H,Economically active: Employee (including full-time students),1277,2833,0.45075891281327213
N21000259,Botanic_J,Economically active: Employee (including full-time students),867,1909,0.4541644840230487
N21000260,Botanic_K,Economically active: Employee (including full-time students),1065,2030,0.5246305418719212
N21000261,Botanic_L,Economically active: Employee (including full-time students),1070,2156,0.4962894248608534
N21000262,Botanic_N,Economically active: Employee (including full-time students),1305,2732,0.47767203513909223
N21000263,Botanic_P,Economically active: Employee (including full-time students),1125,2315,0.48596112311015116
N21000264,Botanic_Q,Economically active: Employee (including full-time students),1308,2694,0.48552338530066813
N21000265,Botanic_R,Economically active: Employee (including full-time students),1350,2710,0.4981549815498155
N21000266,Botanic_S,Economically active: Employee (including full-time students),1050,2101,0.4997620180866254
N21000267,Botanic_T,Economically active: Employee (including full-time students),824,1797,0.4585420144685587
N21000268,Botanic_U,Economically active: Employee (including full-time students),712,1307,0.5447589900535578
N21000269,Botanic_W,Economically active: Employee (including full-time students),1227,2416,0.507864238410596
N21000270,Botanic_X,Economically active: Employee (including full-time students),1057,3639,0.2904644133003572
N21000271,Botanic_Y,Economically active: Employee (including full-time students),1285,2967,0.4330974047859791
N21000272,Botanic_Z,Economically active: Employee (including full-time students),640,1806,0.35437430786268
N21000273,Balmoral_A,Economically active: Employee (including full-time students),936,2265,0.41324503311258276
N21000274,Balmoral_B,Economically active: Employee (including full-time students),635,1278,0.4968701095461659
N21000275,Balmoral_C,Economically active: Employee (including full-time students),609,1569,0.3881453154875717
N21000276,Balmoral_D,Economically active: Employee (including full-time students),923,2134,0.43252108716026244
N21000277,Balmoral_E,Economically active: Employee (including full-time students),695,2229,0.31179901301031854
N21000278,Balmoral_F,Economically active: Employee (including full-time students),766,2014,0.38033763654419067
N21000279,Balmoral_G,Economically active: Employee (including full-time students),702,1824,0.3848684210526316
N21000280,Balmoral_H,Economically active: Employee (including full-time students),619,1548,0.39987080103359174
N21000281,Balmoral_J,Economically active: Employee (including full-time students),836,2168,0.3856088560885609
N21000282,Balmoral_K,Economically active: Employee (including full-time students),592,1514,0.3910171730515192
N21000283,Balmoral_L,Economically active: Employee (including full-time students),708,1971,0.3592085235920852
N21000284,Balmoral_N,Economically active: Employee (including full-time students),876,2125,0.41223529411764703
N21000285,Balmoral_P,Economically active: Employee (including full-time students),775,1855,0.41778975741239893
N21000286,Collin_A,Economically active: Employee (including full-time students),663,1732,0.3827944572748268
N21000287,Collin_B,Economically active: Employee (including full-time students),706,2902,0.24328049620951067
N21000288,Collin_C,Economically active: Employee (including full-time students),614,1909,0.321634363541121
N21000289,Collin_D,Economically active: Employee (including full-time students),1003,2401,0.4177426072469804
N21000290,Collin_E,Economically active: Employee (including full-time students),695,2344,0.29650170648464164
N21000291,Collin_F,Economically active: Employee (including full-time students),670,1787,0.3749300503637381
N21000292,Collin_G,Economically active: Employee (including full-time students),691,2729,0.2532063026749725
N21000293,Collin_H,Economically active: Employee (including full-time students),1301,2765,0.4705244122965642
N21000294,Collin_J,Economically active: Employee (including full-time students),926,1947,0.4756034925526451
N21000295,Collin_K,Economically active: Employee (including full-time students),563,2077,0.27106403466538276
N21000296,Collin_L,Economically active: Employee (including full-time students),992,2125,0.4668235294117647
N21000297,Collin_N,Economically active: Employee (including full-time students),1004,2607,0.3851169927119294
N21000298,Collin_P,Economically active: Employee (including full-time students),716,2278,0.31431079894644426
N21000299,Collin_Q,Economically active: Employee (including full-time students),1032,2394,0.43107769423558895
N21000300,Collin_R,Economically active: Employee (including full-time students),840,1912,0.4393305439330544
N21000301,Black_Mountain_A,Economically active: Employee (including full-time students),831,3149,0.26389329946014606
N21000302,Black_Mountain_B,Economically active: Employee (including full-time students),590,2205,0.2675736961451247
N21000303,Black_Mountain_C,Economically active: Employee (including full-time students),664,1863,0.3564143853998926
N21000304,Black_Mountain_D,Economically active: Employee (including full-time students),1109,2696,0.41135014836795253
N21000305,Black_Mountain_E,Economically active: Employee (including full-time students),660,2328,0.28350515463917525
N21000306,Black_Mountain_F,Economically active: Employee (including full-time students),663,2411,0.2749896308585649
N21000307,Black_Mountain_G,Economically active: Employee (including full-time students),1118,2800,0.3992857142857143
N21000308,Black_Mountain_H,Economically active: Employee (including full-time students),607,2128,0.28524436090225563
N21000309,Black_Mountain_J,Economically active: Employee (including full-time students),864,2626,0.32901751713632904
N21000310,Black_Mountain_K,Economically active: Employee (including full-time students),610,1857,0.32848680667743674
N21000311,Black_Mountain_L,Economically active: Employee (including full-time students),927,2438,0.3802296964725185
N21000312,Black_Mountain_N,Economically active: Employee (including full-time students),854,2389,0.35747174550020927
N21000313,Black_Mountain_P,Economically active: Employee (including full-time students),877,2561,0.3424443576727841
N21000314,Black_Mountain_Q,Economically active: Employee (including full-time students),624,1788,0.348993288590604
N21000315,Black_Mountain_R,Economically active: Employee (including full-time students),1037,2637,0.3932499051952977
N21000316,Court_A,Economically active: Employee (including full-time students),578,1574,0.36721728081321475
N21000317,Court_B,Economically active: Employee (including full-time students),658,1870,0.3518716577540107
N21000318,Court_C,Economically active: Employee (including full-time students),449,1577,0.284717818642993
N21000319,Court_D,Economically active: Employee (including full-time students),504,1695,0.2973451327433628
N21000320,Court_E,Economically active: Employee (including full-time students),1107,2396,0.4620200333889816
N21000321,Court_F,Economically active: Employee (including full-time students),395,1196,0.3302675585284281
N21000322,Court_G,Economically active: Employee (including full-time students),314,1275,0.24627450980392157
N21000323,Court_H,Economically active: Employee (including full-time students),537,1831,0.2932823593664664
N21000324,Court_J,Economically active: Employee (including full-time students),762,1937,0.39339184305627256
N21000325,Court_K,Economically active: Employee (including full-time students),397,1621,0.24491054904380014
N21000326,Court_L,Economically active: Employee (including full-time students),539,1368,0.39400584795321636
N21000327,Court_N,Economically active: Employee (including full-time students),527,1678,0.3140643623361144
N21000328,Court_P,Economically active: Employee (including full-time students),420,1503,0.27944111776447106
N21000329,Court_Q,Economically active: Employee (including full-time students),435,1288,0.33773291925465837
N21000330,Court_R,Economically active: Employee (including full-time students),481,1521,0.3162393162393162
N21000331,Court_S,Economically active: Employee (including full-time students),550,2189,0.25125628140703515
