SDZ,Area,Series,Count,Population,Value
N21000085,Portadown_G,Economically inactive: Student,69,2043,0.033773861967694566
N21000086,Portadown_H,Economically inactive: Student,79,1901,0.041557075223566546
N21000087,Portadown_J,Economically inactive: Student,113,2919,0.03871188763275094
N21000088,Portadown_K,Economically inactive: Student,70,2360,0.029661016949152543
N21000089,Portadown_L,Economically inactive: Student,53,1901,0.027880063124671225
N21000090,Portadown_N,Economically inactive: Student,60,1526,0.039318479685452164
N21000091,Portadown_P,Economically inactive: Student,41,1409,0.029098651525904896
N21000092,Portadown_Q,Economically inactive: Student,95,2203,0.04312301407172038
N21000093,Portadown_R,Economically inactive: Student,97,2921,0.033207805546045875
N21000094,Craigavon_A,Economically inactive: Student,119,3080,0.038636363636363635
N21000095,Craigavon_B,Economically inactive: Student,89,2685,0.03314711359404097
N21000096,Craigavon_C,Economically inactive: Student,80,2027,0.03946719289590528
N21000097,Craigavon_D,Economically inactive: Student,62,1680,0.036904761904761905
N21000098,Craigavon_E,Economically inactive: Student,85,2544,0.03341194968553459
N21000099,Craigavon_F,Economically inactive: Student,61,2672,0.02282934131736527
N21000100,Craigavon_G,Economically inactive: Student,74,2340,0.03162393162393162
N21000101,Craigavon_H,Economically inactive: Student,71,1858,0.03821313240043057
N21000102,Craigavon_J,Economically inactive: Student,73,2664,0.027402402402402402
N21000103,Craigavon_K,Economically inactive: Student,48,1378,0.03483309143686502
N21000104,Craigavon_L,Economically inactive: Student,50,1596,0.03132832080200501
N21000105,Craigavon_N,Economically inactive: Student,102,2721,0.037486218302094816
N21000106,Craigavon_P,Economically inactive: Student,61,1945,0.031362467866323906
N21000107,Lurgan_A,Economically inactive: Student,103,2824,0.03647308781869688
N21000108,Lurgan_B,Economically inactive: Student,83,2447,0.033919084593379646
N21000109,Lurgan_C,Economically inactive: Student,83,2367,0.03506548373468526
N21000110,Lurgan_D,Economically inactive: Student,101,2854,0.03538892782060266
N21000111,Lurgan_E,Economically inactive: Student,96,2858,0.03358992302309307
N21000112,Lurgan_F,Economically inactive: Student,84,2815,0.02984014209591474
N21000113,Lurgan_G,Economically inactive: Student,47,1585,0.02965299684542587
N21000114,Lurgan_H,Economically inactive: Student,62,2041,0.030377266046055854
N21000115,Lurgan_J,Economically inactive: Student,86,2250,0.03822222222222222
N21000116,Lurgan_K,Economically inactive: Student,37,1694,0.021841794569067298
N21000117,Lurgan_L,Economically inactive: Student,35,1404,0.02492877492877493
N21000118,Lurgan_N,Economically inactive: Student,87,2146,0.04054054054054054
N21000119,Lurgan_P,Economically inactive: Student,62,2139,0.028985507246376812
N21000120,Lurgan_Q,Economically inactive: Student,56,1801,0.031093836757357024
N21000121,Lurgan_R,Economically inactive: Student,83,2524,0.03288431061806656
N21000122,Lurgan_S,Economically inactive: Student,71,2627,0.02702702702702703
N21000123,Lurgan_T,Economically inactive: Student,59,1823,0.03236423477783873
N21000124,Lagan_River_A,Economically inactive: Student,69,1935,0.03565891472868217
N21000125,Lagan_River_B,Economically inactive: Student,75,1931,0.038839979285344384
N21000126,Lagan_River_C,Economically inactive: Student,59,1521,0.03879026955950033
N21000127,Lagan_River_D,Economically inactive: Student,54,1726,0.031286210892236384
N21000128,Lagan_River_E,Economically inactive: Student,77,1977,0.03894790085988872
N21000129,Lagan_River_F,Economically inactive: Student,109,2980,0.03657718120805369
N21000130,Lagan_River_G,Economically inactive: Student,89,2611,0.03408655687476063
N21000131,Lagan_River_H,Economically inactive: Student,63,1689,0.037300177619893425
N21000132,Lagan_River_J,Economically inactive: Student,100,1955,0.05115089514066496
N21000133,Lagan_River_K,Economically inactive: Student,93,2424,0.038366336633663366
N21000134,Lagan_River_L,Economically inactive: Student,50,1430,0.03496503496503497
N21000135,Lagan_River_N,Economically inactive: Student,116,2625,0.04419047619047619
N21000136,Banbridge_A,Economically inactive: Student,69,2305,0.029934924078091105
N21000137,Banbridge_B,Economically inactive: Student,70,1957,0.03576903423607562
N21000138,Banbridge_C,Economically inactive: Student,77,1926,0.03997923156801662
N21000139,Banbridge_D,Economically inactive: Student,112,2926,0.03827751196172249
N21000140,Banbridge_E,Economically inactive: Student,78,2524,0.030903328050713153
N21000141,Banbridge_F,Economically inactive: Student,65,2074,0.0313404050144648
N21000142,Banbridge_G,Economically inactive: Student,74,1525,0.04852459016393443
N21000143,Banbridge_H,Economically inactive: Student,105,2959,0.03548496113551876
N21000144,Banbridge_J,Economically inactive: Student,86,2511,0.03424930306650737
N21000145,Banbridge_K,Economically inactive: Student,111,3032,0.03660949868073879
N21000146,Banbridge_L,Economically inactive: Student,130,3400,0.03823529411764706
N21000147,Banbridge_N,Economically inactive: Student,94,2918,0.03221384509938314
N21000148,Banbridge_P,Economically inactive: Student,95,2396,0.03964941569282137
N21000149,Banbridge_Q,Economically inactive: Student,78,2490,0.03132530120481928
N21000150,Cusher_A,Economically inactive: Student,50,1410,0.03546099290780142
N21000151,Cusher_B,Economically inactive: Student,84,2738,0.030679327976625273
N21000152,Cusher_C,Economically inactive: Student,63,1832,0.034388646288209604
N21000153,Cusher_D,Economically inactive: Student,80,1778,0.04499437570303712
N21000154,Cusher_E,Economically inactive: Student,94,2975,0.03159663865546219
N21000155,Cusher_F,Economically inactive: Student,47,1713,0.027437244600116754
N21000156,Cusher_G,Economically inactive: Student,79,2345,0.03368869936034115
N21000157,Cusher_H,Economically inactive: Student,102,2524,0.04041204437400951
N21000158,Cusher_J,Economically inactive: Student,68,1906,0.035676810073452254
N21000159,Cusher_K,Economically inactive: Student,137,3592,0.03814031180400891
N21000160,Cusher_L,Economically inactive: Student,175,3382,0.051744529863985804
N21000161,Oldpark_A,Economically inactive: Student,138,2707,0.05097894347986701
N21000162,Oldpark_B,Economically inactive: Student,55,1676,0.03281622911694511
N21000163,Oldpark_C,Economically inactive: Student,66,1998,0.03303303303303303
N21000164,Oldpark_D,Economically inactive: Student,99,2127,0.0465444287729196
N21000165,Oldpark_E,Economically inactive: Student,95,2310,0.04112554112554113
N21000166,Oldpark_F,Economically inactive: Student,82,1555,0.052733118971061095
N21000167,Oldpark_G,Economically inactive: Student,94,2192,0.04288321167883212
N21000168,Oldpark_H,Economically inactive: Student,78,1551,0.05029013539651837
N21000169,Oldpark_J,Economically inactive: Student,41,1337,0.030665669409124907
N21000170,Oldpark_K,Economically inactive: Student,72,1830,0.03934426229508197
N21000171,Oldpark_L,Economically inactive: Student,149,2262,0.0658709106984969
N21000172,Oldpark_N,Economically inactive: Student,141,2386,0.05909471919530595
N21000173,Oldpark_P,Economically inactive: Student,47,1275,0.03686274509803922
N21000174,Oldpark_Q,Economically inactive: Student,82,2046,0.04007820136852395
N21000175,Oldpark_R,Economically inactive: Student,109,2293,0.04753597906672481
N21000176,Oldpark_S,Economically inactive: Student,73,1459,0.050034270047978065
N21000177,Oldpark_T,Economically inactive: Student,71,1572,0.045165394402035625
N21000178,Oldpark_U,Economically inactive: Student,92,1775,0.051830985915492955
N21000179,Castle_A,Economically inactive: Student,62,1702,0.036427732079905996
N21000180,Castle_B,Economically inactive: Student,79,1939,0.0407426508509541
N21000181,Castle_C,Economically inactive: Student,68,1751,0.038834951456310676
N21000182,Castle_D,Economically inactive: Student,83,1797,0.04618809126321647
N21000183,Castle_E,Economically inactive: Student,61,1595,0.03824451410658307
N21000184,Castle_F,Economically inactive: Student,56,1388,0.040345821325648415
N21000185,Castle_G,Economically inactive: Student,87,2406,0.03615960099750624
N21000186,Castle_H,Economically inactive: Student,82,2411,0.034010783907092494
N21000187,Castle_J,Economically inactive: Student,118,2442,0.04832104832104832
N21000188,Castle_K,Economically inactive: Student,47,1486,0.031628532974428
N21000189,Castle_L,Economically inactive: Student,109,2040,0.053431372549019605
N21000190,Castle_N,Economically inactive: Student,40,1140,0.03508771929824561
N21000191,Castle_P,Economically inactive: Student,31,1296,0.023919753086419752
N21000192,Castle_Q,Economically inactive: Student,676,2146,0.315004659832246
N21000193,Castle_R,Economically inactive: Student,96,2219,0.043262730959891846
N21000194,Castle_S,Economically inactive: Student,71,1580,0.04493670886075949
N21000195,Castle_T,Economically inactive: Student,62,1967,0.0315200813421454
N21000196,Castle_U,Economically inactive: Student,122,2371,0.051455082243778996
N21000197,Titanic_A,Economically inactive: Student,30,1248,0.02403846153846154
N21000198,Titanic_B,Economically inactive: Student,57,1760,0.03238636363636364
N21000199,Titanic_C,Economically inactive: Student,46,1885,0.02440318302387268
N21000200,Titanic_D,Economically inactive: Student,50,2020,0.024752475247524754
N21000201,Titanic_E,Economically inactive: Student,45,1518,0.029644268774703556
N21000202,Titanic_F,Economically inactive: Student,70,1993,0.035122930255895635
N21000203,Titanic_G,Economically inactive: Student,30,1096,0.02737226277372263
N21000204,Titanic_H,Economically inactive: Student,105,2370,0.04430379746835443
N21000205,Titanic_J,Economically inactive: Student,76,1905,0.03989501312335958
N21000206,Titanic_K,Economically inactive: Student,55,1405,0.03914590747330961
N21000207,Titanic_L,Economically inactive: Student,62,1669,0.03714799281006591
N21000208,Titanic_N,Economically inactive: Student,60,1586,0.03783102143757881
N21000209,Titanic_P,Economically inactive: Student,52,1684,0.030878859857482184
N21000210,Titanic_Q,Economically inactive: Student,62,1836,0.03376906318082789
N21000211,Titanic_R,Economically inactive: Student,60,1991,0.030135610246107485
N21000212,Titanic_S,Economically inactive: Student,52,1472,0.035326086956521736
N21000213,Titanic_T,Economically inactive: Student,72,1860,0.03870967741935484
N21000214,Titanic_U,Economically inactive: Student,34,1179,0.02883799830364716
N21000215,Titanic_W,Economically inactive: Student,65,1457,0.04461221688400824
N21000216,Titanic_X,Economically inactive: Student,41,1240,0.03306451612903226
N21000217,Titanic_Y,Economically inactive: Student,60,1629,0.03683241252302026
N21000218,Titanic_Z,Economically inactive: Student,41,1320,0.03106060606060606
N21000219,Ormiston_A,Economically inactive: Student,69,1898,0.03635405690200211
N21000220,Ormiston_B,Economically inactive: Student,77,2079,0.037037037037037035
N21000221,Ormiston_C,Economically inactive: Student,94,2472,0.03802588996763754
N21000222,Ormiston_D,Economically inactive: Student,87,2219,0.039206849932401984
N21000223,Ormiston_E,Economically inactive: Student,62,1938,0.03199174406604747
N21000224,Ormiston_F,Economically inactive: Student,171,2482,0.06889605157131345
N21000225,Ormiston_G,Economically inactive: Student,76,2151,0.03533240353324035
N21000226,Ormiston_H,Economically inactive: Student,47,1872,0.025106837606837608
N21000227,Ormiston_J,Economically inactive: Student,44,1960,0.022448979591836733
N21000228,Ormiston_K,Economically inactive: Student,57,1989,0.02865761689291101
N21000229,Ormiston_L,Economically inactive: Student,71,2126,0.03339604891815616
N21000230,Ormiston_N,Economically inactive: Student,70,2362,0.029635901778154106
N21000231,Ormiston_P,Economically inactive: Student,65,2241,0.02900490852298081
N21000232,Ormiston_Q,Economically inactive: Student,38,1126,0.03374777975133215
N21000233,Ormiston_R,Economically inactive: Student,78,1758,0.04436860068259386
N21000234,Ormiston_S,Economically inactive: Student,62,1884,0.032908704883227176
N21000235,Ormiston_T,Economically inactive: Student,83,2059,0.04031083050024284
N21000236,Lisnasharragh_A,Economically inactive: Student,56,1744,0.03211009174311927
N21000237,Lisnasharragh_B,Economically inactive: Student,63,2562,0.02459016393442623
N21000238,Lisnasharragh_C,Economically inactive: Student,47,1291,0.03640588690937258
N21000239,Lisnasharragh_D,Economically inactive: Student,64,1522,0.04204993429697766
N21000240,Lisnasharragh_E,Economically inactive: Student,54,1871,0.028861571352218066
N21000241,Lisnasharragh_F,Economically inactive: Student,69,1914,0.03605015673981191
N21000242,Lisnasharragh_G,Economically inactive: Student,34,1501,0.022651565622918056
N21000243,Lisnasharragh_H,Economically inactive: Student,44,1278,0.03442879499217527
N21000244,Lisnasharragh_J,Economically inactive: Student,60,1929,0.03110419906687403
N21000245,Lisnasharragh_K,Economically inactive: Student,83,1978,0.04196157735085945
N21000246,Lisnasharragh_L,Economically inactive: Student,57,1849,0.030827474310438075
N21000247,Lisnasharragh_N,Economically inactive: Student,100,2797,0.03575259206292456
N21000248,Lisnasharragh_P,Economically inactive: Student,89,2641,0.03369935630443014
N21000249,Lisnasharragh_Q,Economically inactive: Student,83,1820,0.0456043956043956
N21000250,Lisnasharragh_R,Economically inactive: Student,88,2472,0.03559870550161812
N21000251,Botanic_A,Economically inactive: Student,1296,3374,0.38411381149970364
N21000252,Botanic_B,Economically inactive: Student,64,1626,0.03936039360393604
N21000253,Botanic_C,Economically inactive: Student,736,2313,0.3182014699524427
N21000254,Botanic_D,Economically inactive: Student,111,1815,0.06115702479338843
N21000255,Botanic_E,Economically inactive: Student,106,1807,0.05866076369673492
N21000256,Botanic_F,Economically inactive: Student,129,1858,0.06942949407965554
N21000257,Botanic_G,Economically inactive: Student,56,1522,0.03679369250985545
N21000258,Botanic_H,Economically inactive: Student,782,2833,0.27603247440875395
N21000259,Botanic_J,Economically inactive: Student,513,1909,0.26872708224201153
N21000260,Botanic_K,Economically inactive: Student,283,2030,0.1394088669950739
N21000261,Botanic_L,Economically inactive: Student,507,2156,0.23515769944341372
N21000262,Botanic_N,Economically inactive: Student,559,2732,0.20461200585651537
N21000263,Botanic_P,Economically inactive: Student,88,2315,0.03801295896328294
N21000264,Botanic_Q,Economically inactive: Student,926,2694,0.3437268002969562
N21000265,Botanic_R,Economically inactive: Student,610,2710,0.22509225092250923
N21000266,Botanic_S,Economically inactive: Student,249,2101,0.1185149928605426
N21000267,Botanic_T,Economically inactive: Student,78,1797,0.04340567612687813
N21000268,Botanic_U,Economically inactive: Student,109,1307,0.08339709257842387
N21000269,Botanic_W,Economically inactive: Student,100,2416,0.041390728476821195
N21000270,Botanic_X,Economically inactive: Student,1396,3639,0.3836218741412476
N21000271,Botanic_Y,Economically inactive: Student,271,2967,0.09133805190428042
N21000272,Botanic_Z,Economically inactive: Student,114,1806,0.06312292358803986
N21000273,Balmoral_A,Economically inactive: Student,126,2265,0.05562913907284768
N21000274,Balmoral_B,Economically inactive: Student,50,1278,0.03912363067292645
N21000275,Balmoral_C,Economically inactive: Student,59,1569,0.03760356915232632
N21000276,Balmoral_D,Economically inactive: Student,73,2134,0.03420805998125586
N21000277,Balmoral_E,Economically inactive: Student,130,2229,0.05832211754149843
N21000278,Balmoral_F,Economically inactive: Student,73,2014,0.03624627606752731
N21000279,Balmoral_G,Economically inactive: Student,83,1824,0.04550438596491228
N21000280,Balmoral_H,Economically inactive: Student,64,1548,0.041343669250646
N21000281,Balmoral_J,Economically inactive: Student,81,2168,0.03736162361623616
N21000282,Balmoral_K,Economically inactive: Student,52,1514,0.034346103038309116
N21000283,Balmoral_L,Economically inactive: Student,88,1971,0.044647387113140535
N21000284,Balmoral_N,Economically inactive: Student,71,2125,0.033411764705882356
N21000285,Balmoral_P,Economically inactive: Student,68,1855,0.036657681940700806
N21000286,Collin_A,Economically inactive: Student,68,1732,0.03926096997690531
N21000287,Collin_B,Economically inactive: Student,173,2902,0.05961405926946933
N21000288,Collin_C,Economically inactive: Student,73,1909,0.03823991618648507
N21000289,Collin_D,Economically inactive: Student,85,2401,0.03540191586838817
N21000290,Collin_E,Economically inactive: Student,104,2344,0.04436860068259386
N21000291,Collin_F,Economically inactive: Student,77,1787,0.04308897593732513
N21000292,Collin_G,Economically inactive: Student,120,2729,0.043972150971051664
N21000293,Collin_H,Economically inactive: Student,145,2765,0.05244122965641953
N21000294,Collin_J,Economically inactive: Student,74,1947,0.03800719054956343
N21000295,Collin_K,Economically inactive: Student,86,2077,0.041405873856523834
N21000296,Collin_L,Economically inactive: Student,93,2125,0.04376470588235294
N21000297,Collin_N,Economically inactive: Student,131,2607,0.05024932873034139
N21000298,Collin_P,Economically inactive: Student,89,2278,0.03906935908691835
N21000299,Collin_Q,Economically inactive: Student,125,2394,0.052213868003341685
N21000300,Collin_R,Economically inactive: Student,80,1912,0.04184100418410042
N21000301,Black_Mountain_A,Economically inactive: Student,148,3149,0.04699904731660845
N21000302,Black_Mountain_B,Economically inactive: Student,159,2205,0.07210884353741497
N21000303,Black_Mountain_C,Economically inactive: Student,98,1863,0.052603327965646804
N21000304,Black_Mountain_D,Economically inactive: Student,137,2696,0.0508160237388724
N21000305,Black_Mountain_E,Economically inactive: Student,111,2328,0.04768041237113402
N21000306,Black_Mountain_F,Economically inactive: Student,109,2411,0.0452094566569888
N21000307,Black_Mountain_G,Economically inactive: Student,132,2800,0.047142857142857146
N21000308,Black_Mountain_H,Economically inactive: Student,77,2128,0.03618421052631579
N21000309,Black_Mountain_J,Economically inactive: Student,91,2626,0.034653465346534656
N21000310,Black_Mountain_K,Economically inactive: Student,111,1857,0.05977382875605816
N21000311,Black_Mountain_L,Economically inactive: Student,77,2438,0.03158326497128794
N21000312,Black_Mountain_N,Economically inactive: Student,72,2389,0.0301381331100879
N21000313,Black_Mountain_P,Economically inactive: Student,128,2561,0.049980476376415464
N21000314,Black_Mountain_Q,Economically inactive: Student,54,1788,0.030201342281879196
N21000315,Black_Mountain_R,Economically inactive: Student,93,2637,0.03526734926052332
N21000316,Court_A,Economically inactive: Student,53,1574,0.033672172808132145
N21000317,Court_B,Economically inactive: Student,71,1870,0.03796791443850268
N21000318,Court_C,Economically inactive: Student,56,1577,0.03551046290424857
N21000319,Court_D,Economically inactive: Student,65,1695,0.038348082595870206
N21000320,Court_E,Economically inactive: Student,94,2396,0.03923205342237062
N21000321,Court_F,Economically inactive: Student,47,1196,0.039297658862876256
N21000322,Court_G,Economically inactive: Student,45,1275,0.03529411764705882
N21000323,Court_H,Economically inactive: Student,60,1831,0.03276897870016385
N21000324,Court_J,Economically inactive: Student,73,1937,0.03768714506969541
N21000325,Court_K,Economically inactive: Student,59,1621,0.03639728562615669
N21000326,Court_L,Economically inactive: Student,52,1368,0.038011695906432746
N21000327,Court_N,Economically inactive: Student,87,1678,0.05184743742550656
N21000328,Court_P,Economically inactive: Student,81,1503,0.05389221556886228
N21000329,Court_Q,Economically inactive: Student,46,1288,0.03571428571428571
N21000330,Court_R,Economically inactive: Student,73,1521,0.04799474030243261
N21000331,Court_S,Economically inactive: Student,87,2189,0.039744175422567384
N21000332,Court_T,Economically inactive: Student,74,1435,0.05156794425087108
N21000333,Court_U,Economically inactive: Student,53,1267,0.041831097079715863
N21000334,Court_W,Economically inactive: Student,97,2045,0.04743276283618582
N21000335,Court_X,Economically inactive: Student,111,2210,0.050226244343891405
N21000336,Benbradagh_A,Economically inactive: Student,100,3005,0.033277870216306155
N21000337,Benbradagh_B,Economically inactive: Student,67,1852,0.036177105831533475
N21000338,Benbradagh_C,Economically inactive: Student,49,1465,0.033447098976109216
N21000339,Benbradagh_D,Economically inactive: Student,126,2975,0.042352941176470586
N21000340,Benbradagh_E,Economically inactive: Student,132,3308,0.03990326481257558
N21000341,Benbradagh_F,Economically inactive: Student,158,3346,0.04722056186491333
N21000342,Benbradagh_G,Economically inactive: Student,85,1868,0.045503211991434686
N21000343,Limavady_A,Economically inactive: Student,88,2860,0.03076923076923077
N21000344,Limavady_B,Economically inactive: Student,43,1228,0.03501628664495114
N21000345,Limavady_C,Economically inactive: Student,85,2268,0.03747795414462081
N21000346,Limavady_D,Economically inactive: Student,163,3232,0.050433168316831686
N21000347,Limavady_E,Economically inactive: Student,112,2739,0.04089083607155896
N21000348,Limavady_F,Economically inactive: Student,67,2095,0.03198090692124105
N21000349,Limavady_G,Economically inactive: Student,57,1808,0.03152654867256637
N21000350,Bann_A,Economically inactive: Student,26,1155,0.022510822510822513
N21000351,Bann_B,Economically inactive: Student,103,2783,0.037010420409629895
N21000352,Bann_C,Economically inactive: Student,95,2402,0.0395503746877602
N21000353,Bann_D,Economically inactive: Student,140,3529,0.03967129498441485
N21000354,Bann_E,Economically inactive: Student,77,1863,0.041331186258722494
N21000355,Bann_F,Economically inactive: Student,43,1252,0.034345047923322686
N21000356,Bann_G,Economically inactive: Student,142,2857,0.049702485124256214
N21000357,Bann_H,Economically inactive: Student,58,1694,0.03423848878394333
N21000358,Coleraine_A,Economically inactive: Student,106,2830,0.03745583038869258
N21000359,Coleraine_B,Economically inactive: Student,281,2729,0.10296812019054599
N21000360,Coleraine_C,Economically inactive: Student,102,2624,0.038871951219512195
N21000361,Coleraine_D,Economically inactive: Student,47,1288,0.036490683229813664
N21000362,Coleraine_E,Economically inactive: Student,59,1877,0.03143313798614811
N21000363,Coleraine_F,Economically inactive: Student,83,2351,0.03530412590387069
N21000364,Coleraine_G,Economically inactive: Student,71,2188,0.03244972577696526
N21000365,Coleraine_H,Economically inactive: Student,78,2775,0.02810810810810811
N21000366,Coleraine_J,Economically inactive: Student,109,2793,0.039026136770497676
N21000367,Coleraine_K,Economically inactive: Student,97,2171,0.04467987102717642
N21000368,Causeway_A,Economically inactive: Student,42,1427,0.02943237561317449
N21000369,Causeway_B,Economically inactive: Student,44,1286,0.03421461897356143
N21000370,Causeway_C,Economically inactive: Student,42,1247,0.03368083400160385
N21000371,Causeway_D,Economically inactive: Student,76,1783,0.04262478968031408
N21000372,Causeway_E,Economically inactive: Student,145,3081,0.04706264199935086
N21000373,Causeway_F,Economically inactive: Student,88,2068,0.0425531914893617
N21000374,Causeway_G,Economically inactive: Student,288,2653,0.10855635130041462
N21000375,Causeway_H,Economically inactive: Student,170,3132,0.05427841634738186
N21000376,Causeway_J,Economically inactive: Student,58,1999,0.029014507253626812
N21000377,Causeway_K,Economically inactive: Student,111,2985,0.0371859296482412
N21000378,Causeway_L,Economically inactive: Student,97,2882,0.03365718251214434
N21000379,The_Glens_A,Economically inactive: Student,130,3155,0.04120443740095087
