SDZ,Area,Series,Count,Population,Value
N21000169,Oldpark_J,Economically inactive: Long-term sick or disabled,162,1337,0.1211667913238594
N21000170,Oldpark_K,Economically inactive: Long-term sick or disabled,222,1830,0.12131147540983607
N21000171,Oldpark_L,Economically inactive: Long-term sick or disabled,287,2262,0.1268788682581786
N21000172,Oldpark_N,Economically inactive: Long-term sick or disabled,317,2386,0.13285834031852473
N21000173,Oldpark_P,Economically inactive: Long-term sick or disabled,184,1275,0.14431372549019608
N21000174,Oldpark_Q,Economically inactive: Long-term sick or disabled,329,2046,0.16080156402737047
N21000175,Oldpark_R,Economically inactive: Long-term sick or disabled,322,2293,0.14042738770170082
N21000176,Oldpark_S,Economically inactive: Long-term sick or disabled,307,1459,0.21041809458533242
N21000177,Oldpark_T,Economically inactive: Long-term sick or disabled,279,1572,0.17748091603053434
N21000178,Oldpark_U,Economically inactive: Long-term sick or disabled,269,1775,0.15154929577464787
N21000179,Castle_A,Economically inactive: Long-term sick or disabled,99,1702,0.058166862514688604
N21000180,Castle_B,Economically inactive: Long-term sick or disabled,156,1939,0.08045384218669417
N21000181,Castle_C,Economically inactive: Long-term sick or disabled,134,1751,0.07652769845802398
N21000182,Castle_D,Economically inactive: Long-term sick or disabled,21,1797,0.011686143572621035
N21000183,Castle_E,Economically inactive: Long-term sick or disabled,147,1595,0.09216300940438872
N21000184,Castle_F,Economically inactive: Long-term sick or disabled,33,1388,0.02377521613832853
N21000185,Castle_G,Economically inactive: Long-term sick or disabled,116,2406,0.04821280133000831
N21000186,Castle_H,Economically inactive: Long-term sick or disabled,174,2411,0.07216922438822065
N21000187,Castle_J,Economically inactive: Long-term sick or disabled,95,2442,0.038902538902538905
N21000188,Castle_K,Economically inactive: Long-term sick or disabled,102,1486,0.06864064602960969
N21000189,Castle_L,Economically inactive: Long-term sick or disabled,198,2040,0.09705882352941177
N21000190,Castle_N,Economically inactive: Long-term sick or disabled,126,1140,0.11052631578947368
N21000191,Castle_P,Economically inactive: Long-term sick or disabled,92,1296,0.07098765432098765
N21000192,Castle_Q,Economically inactive: Long-term sick or disabled,78,2146,0.036346691519105315
N21000193,Castle_R,Economically inactive: Long-term sick or disabled,225,2219,0.10139702568724651
N21000194,Castle_S,Economically inactive: Long-term sick or disabled,115,1580,0.07278481012658228
N21000195,Castle_T,Economically inactive: Long-term sick or disabled,249,1967,0.1265887137773259
N21000196,Castle_U,Economically inactive: Long-term sick or disabled,273,2371,0.11514129059468578
N21000197,Titanic_A,Economically inactive: Long-term sick or disabled,132,1248,0.10576923076923077
N21000198,Titanic_B,Economically inactive: Long-term sick or disabled,124,1760,0.07045454545454545
N21000199,Titanic_C,Economically inactive: Long-term sick or disabled,111,1885,0.05888594164456233
N21000200,Titanic_D,Economically inactive: Long-term sick or disabled,104,2020,0.05148514851485148
N21000201,Titanic_E,Economically inactive: Long-term sick or disabled,96,1518,0.06324110671936758
N21000202,Titanic_F,Economically inactive: Long-term sick or disabled,313,1993,0.15704967385850477
N21000203,Titanic_G,Economically inactive: Long-term sick or disabled,76,1096,0.06934306569343066
N21000204,Titanic_H,Economically inactive: Long-term sick or disabled,283,2370,0.11940928270042193
N21000205,Titanic_J,Economically inactive: Long-term sick or disabled,116,1905,0.06089238845144357
N21000206,Titanic_K,Economically inactive: Long-term sick or disabled,62,1405,0.04412811387900356
N21000207,Titanic_L,Economically inactive: Long-term sick or disabled,148,1669,0.08867585380467345
N21000208,Titanic_N,Economically inactive: Long-term sick or disabled,232,1586,0.14627994955863807
N21000209,Titanic_P,Economically inactive: Long-term sick or disabled,214,1684,0.12707838479809977
N21000210,Titanic_Q,Economically inactive: Long-term sick or disabled,135,1836,0.07352941176470588
N21000211,Titanic_R,Economically inactive: Long-term sick or disabled,89,1991,0.04470115519839277
N21000212,Titanic_S,Economically inactive: Long-term sick or disabled,169,1472,0.11480978260869565
N21000213,Titanic_T,Economically inactive: Long-term sick or disabled,204,1860,0.10967741935483871
N21000214,Titanic_U,Economically inactive: Long-term sick or disabled,81,1179,0.06870229007633588
N21000215,Titanic_W,Economically inactive: Long-term sick or disabled,171,1457,0.11736444749485243
N21000216,Titanic_X,Economically inactive: Long-term sick or disabled,76,1240,0.06129032258064516
N21000217,Titanic_Y,Economically inactive: Long-term sick or disabled,87,1629,0.053406998158379376
N21000218,Titanic_Z,Economically inactive: Long-term sick or disabled,88,1320,0.06666666666666667
N21000219,Ormiston_A,Economically inactive: Long-term sick or disabled,135,1898,0.07112750263435196
N21000220,Ormiston_B,Economically inactive: Long-term sick or disabled,84,2079,0.04040404040404041
N21000221,Ormiston_C,Economically inactive: Long-term sick or disabled,31,2472,0.012540453074433657
N21000222,Ormiston_D,Economically inactive: Long-term sick or disabled,68,2219,0.03064443442992339
N21000223,Ormiston_E,Economically inactive: Long-term sick or disabled,112,1938,0.05779153766769866
N21000224,Ormiston_F,Economically inactive: Long-term sick or disabled,27,2482,0.010878323932312651
N21000225,Ormiston_G,Economically inactive: Long-term sick or disabled,45,2151,0.02092050209205021
N21000226,Ormiston_H,Economically inactive: Long-term sick or disabled,54,1872,0.028846153846153848
N21000227,Ormiston_J,Economically inactive: Long-term sick or disabled,53,1960,0.027040816326530614
N21000228,Ormiston_K,Economically inactive: Long-term sick or disabled,50,1989,0.02513826043237808
N21000229,Ormiston_L,Economically inactive: Long-term sick or disabled,229,2126,0.1077140169332079
N21000230,Ormiston_N,Economically inactive: Long-term sick or disabled,48,2362,0.02032176121930567
N21000231,Ormiston_P,Economically inactive: Long-term sick or disabled,58,2241,0.025881302989736725
N21000232,Ormiston_Q,Economically inactive: Long-term sick or disabled,102,1126,0.0905861456483126
N21000233,Ormiston_R,Economically inactive: Long-term sick or disabled,18,1758,0.010238907849829351
N21000234,Ormiston_S,Economically inactive: Long-term sick or disabled,102,1884,0.054140127388535034
N21000235,Ormiston_T,Economically inactive: Long-term sick or disabled,135,2059,0.06556580864497329
N21000236,Lisnasharragh_A,Economically inactive: Long-term sick or disabled,93,1744,0.053325688073394495
N21000237,Lisnasharragh_B,Economically inactive: Long-term sick or disabled,53,2562,0.02068696330991413
N21000238,Lisnasharragh_C,Economically inactive: Long-term sick or disabled,39,1291,0.030209140201394268
N21000239,Lisnasharragh_D,Economically inactive: Long-term sick or disabled,72,1522,0.04730617608409987
N21000240,Lisnasharragh_E,Economically inactive: Long-term sick or disabled,97,1871,0.0518439337252806
N21000241,Lisnasharragh_F,Economically inactive: Long-term sick or disabled,19,1914,0.009926854754440962
N21000242,Lisnasharragh_G,Economically inactive: Long-term sick or disabled,54,1501,0.03597601598934044
N21000243,Lisnasharragh_H,Economically inactive: Long-term sick or disabled,153,1278,0.11971830985915492
N21000244,Lisnasharragh_J,Economically inactive: Long-term sick or disabled,65,1929,0.033696215655780196
N21000245,Lisnasharragh_K,Economically inactive: Long-term sick or disabled,128,1978,0.06471183013144591
N21000246,Lisnasharragh_L,Economically inactive: Long-term sick or disabled,154,1849,0.08328826392644673
N21000247,Lisnasharragh_N,Economically inactive: Long-term sick or disabled,121,2797,0.04326063639613872
N21000248,Lisnasharragh_P,Economically inactive: Long-term sick or disabled,53,2641,0.020068156001514577
N21000249,Lisnasharragh_Q,Economically inactive: Long-term sick or disabled,48,1820,0.026373626373626374
N21000250,Lisnasharragh_R,Economically inactive: Long-term sick or disabled,36,2472,0.014563106796116505
N21000251,Botanic_A,Economically inactive: Long-term sick or disabled,155,3374,0.04593953764078246
N21000252,Botanic_B,Economically inactive: Long-term sick or disabled,239,1626,0.14698646986469865
N21000253,Botanic_C,Economically inactive: Long-term sick or disabled,161,2313,0.06960657155209685
N21000254,Botanic_D,Economically inactive: Long-term sick or disabled,225,1815,0.12396694214876033
N21000255,Botanic_E,Economically inactive: Long-term sick or disabled,145,1807,0.08024349750968456
N21000256,Botanic_F,Economically inactive: Long-term sick or disabled,223,1858,0.12002152852529602
N21000257,Botanic_G,Economically inactive: Long-term sick or disabled,148,1522,0.09724047306176084
N21000258,Botanic_H,Economically inactive: Long-term sick or disabled,142,2833,0.050123543946346626
N21000259,Botanic_J,Economically inactive: Long-term sick or disabled,114,1909,0.059717129387113675
N21000260,Botanic_K,Economically inactive: Long-term sick or disabled,65,2030,0.03201970443349754
N21000261,Botanic_L,Economically inactive: Long-term sick or disabled,82,2156,0.038033395176252316
N21000262,Botanic_N,Economically inactive: Long-term sick or disabled,83,2732,0.030380673499267936
N21000263,Botanic_P,Economically inactive: Long-term sick or disabled,101,2315,0.04362850971922246
N21000264,Botanic_Q,Economically inactive: Long-term sick or disabled,26,2694,0.009651076466221232
N21000265,Botanic_R,Economically inactive: Long-term sick or disabled,67,2710,0.024723247232472326
N21000266,Botanic_S,Economically inactive: Long-term sick or disabled,48,2101,0.02284626368396002
N21000267,Botanic_T,Economically inactive: Long-term sick or disabled,118,1797,0.06566499721758487
N21000268,Botanic_U,Economically inactive: Long-term sick or disabled,66,1307,0.0504973221117062
N21000269,Botanic_W,Economically inactive: Long-term sick or disabled,132,2416,0.054635761589403975
N21000270,Botanic_X,Economically inactive: Long-term sick or disabled,48,3639,0.013190436933223413
N21000271,Botanic_Y,Economically inactive: Long-term sick or disabled,30,2967,0.010111223458038422
N21000272,Botanic_Z,Economically inactive: Long-term sick or disabled,25,1806,0.013842746400885935
N21000273,Balmoral_A,Economically inactive: Long-term sick or disabled,45,2265,0.019867549668874173
N21000274,Balmoral_B,Economically inactive: Long-term sick or disabled,32,1278,0.025039123630672927
N21000275,Balmoral_C,Economically inactive: Long-term sick or disabled,75,1569,0.04780114722753346
N21000276,Balmoral_D,Economically inactive: Long-term sick or disabled,79,2134,0.037019681349578254
N21000277,Balmoral_E,Economically inactive: Long-term sick or disabled,26,2229,0.011664423508299685
N21000278,Balmoral_F,Economically inactive: Long-term sick or disabled,109,2014,0.054121151936444886
N21000279,Balmoral_G,Economically inactive: Long-term sick or disabled,146,1824,0.0800438596491228
N21000280,Balmoral_H,Economically inactive: Long-term sick or disabled,52,1548,0.03359173126614987
N21000281,Balmoral_J,Economically inactive: Long-term sick or disabled,168,2168,0.07749077490774908
N21000282,Balmoral_K,Economically inactive: Long-term sick or disabled,121,1514,0.07992073976221929
N21000283,Balmoral_L,Economically inactive: Long-term sick or disabled,27,1971,0.0136986301369863
N21000284,Balmoral_N,Economically inactive: Long-term sick or disabled,69,2125,0.03247058823529412
N21000285,Balmoral_P,Economically inactive: Long-term sick or disabled,123,1855,0.06630727762803235
N21000286,Collin_A,Economically inactive: Long-term sick or disabled,143,1732,0.0825635103926097
N21000287,Collin_B,Economically inactive: Long-term sick or disabled,371,2902,0.12784286698828395
N21000288,Collin_C,Economically inactive: Long-term sick or disabled,259,1909,0.1356731272917758
N21000289,Collin_D,Economically inactive: Long-term sick or disabled,128,2401,0.053311120366513955
N21000290,Collin_E,Economically inactive: Long-term sick or disabled,308,2344,0.13139931740614336
N21000291,Collin_F,Economically inactive: Long-term sick or disabled,140,1787,0.07834359261331841
N21000292,Collin_G,Economically inactive: Long-term sick or disabled,350,2729,0.1282521069989007
N21000293,Collin_H,Economically inactive: Long-term sick or disabled,97,2765,0.03508137432188065
N21000294,Collin_J,Economically inactive: Long-term sick or disabled,73,1947,0.03749357986646122
N21000295,Collin_K,Economically inactive: Long-term sick or disabled,278,2077,0.13384689455946075
N21000296,Collin_L,Economically inactive: Long-term sick or disabled,59,2125,0.02776470588235294
N21000297,Collin_N,Economically inactive: Long-term sick or disabled,210,2607,0.0805523590333717
N21000298,Collin_P,Economically inactive: Long-term sick or disabled,275,2278,0.12071992976294996
N21000299,Collin_Q,Economically inactive: Long-term sick or disabled,151,2394,0.06307435254803676
N21000300,Collin_R,Economically inactive: Long-term sick or disabled,90,1912,0.04707112970711297
N21000301,Black_Mountain_A,Economically inactive: Long-term sick or disabled,518,3149,0.16449666560812956
N21000302,Black_Mountain_B,Economically inactive: Long-term sick or disabled,332,2205,0.15056689342403629
N21000303,Black_Mountain_C,Economically inactive: Long-term sick or disabled,166,1863,0.08910359634997315
N21000304,Black_Mountain_D,Economically inactive: Long-term sick or disabled,209,2696,0.07752225519287834
N21000305,Black_Mountain_E,Economically inactive: Long-term sick or disabled,391,2328,0.16795532646048109
N21000306,Black_Mountain_F,Economically inactive: Long-term sick or disabled,409,2411,0.1696391538780589
N21000307,Black_Mountain_G,Economically inactive: Long-term sick or disabled,189,2800,0.0675
N21000308,Black_Mountain_H,Economically inactive: Long-term sick or disabled,278,2128,0.13063909774436092
N21000309,Black_Mountain_J,Economically inactive: Long-term sick or disabled,293,2626,0.11157654226961157
N21000310,Black_Mountain_K,Economically inactive: Long-term sick or disabled,182,1857,0.09800753904146473
