SDZ,Area,Series,Count,Population,Value
N21000039,Macedon_C,Economically inactive: Other,39,2211,0.017639077340569877
N21000040,Macedon_D,Economically inactive: Other,64,1785,0.035854341736694675
N21000041,Macedon_E,Economically inactive: Other,49,1677,0.029218843172331546
N21000042,Macedon_F,Economically inactive: Other,44,1672,0.02631578947368421
N21000043,Macedon_G,Economically inactive: Other,104,1898,0.0547945205479452
N21000044,Macedon_H,Economically inactive: Other,33,1306,0.02526799387442573
N21000045,Macedon_J,Economically inactive: Other,61,2049,0.02977061981454368
N21000046,Macedon_K,Economically inactive: Other,74,1888,0.03919491525423729
N21000047,Macedon_L,Economically inactive: Other,73,2090,0.034928229665071774
N21000048,Glengormley_Urban_A,Economically inactive: Other,50,1502,0.033288948069241014
N21000049,Glengormley_Urban_B,Economically inactive: Other,40,2081,0.019221528111484865
N21000050,Glengormley_Urban_C,Economically inactive: Other,24,2325,0.01032258064516129
N21000051,Glengormley_Urban_D,Economically inactive: Other,40,2143,0.018665422305179653
N21000052,Glengormley_Urban_E,Economically inactive: Other,42,1683,0.024955436720142603
N21000053,Glengormley_Urban_F,Economically inactive: Other,26,1898,0.0136986301369863
N21000054,Glengormley_Urban_G,Economically inactive: Other,25,1858,0.013455328310010764
N21000055,Glengormley_Urban_H,Economically inactive: Other,24,1307,0.018362662586074982
N21000056,Glengormley_Urban_J,Economically inactive: Other,44,2187,0.020118884316415182
N21000057,Glengormley_Urban_K,Economically inactive: Other,25,2119,0.011798017932987258
N21000058,Glengormley_Urban_L,Economically inactive: Other,41,2539,0.016148089799133517
N21000059,Airport_A,Economically inactive: Other,23,1547,0.014867485455720749
N21000060,Airport_B,Economically inactive: Other,34,1761,0.019307211811470756
N21000061,Airport_C,Economically inactive: Other,41,2443,0.016782644289807615
N21000062,Airport_D,Economically inactive: Other,39,2503,0.01558130243707551
N21000063,Airport_E,Economically inactive: Other,36,2938,0.012253233492171545
N21000064,Airport_F,Economically inactive: Other,96,2962,0.03241053342336259
N21000065,Airport_G,Economically inactive: Other,41,2509,0.01634117178158629
N21000066,Airport_H,Economically inactive: Other,71,2885,0.02461005199306759
N21000067,Airport_J,Economically inactive: Other,52,2481,0.020959290608625555
N21000068,Armagh_A,Economically inactive: Other,76,3814,0.019926586261143155
N21000069,Armagh_B,Economically inactive: Other,44,1826,0.024096385542168676
N21000070,Armagh_C,Economically inactive: Other,105,3019,0.03477972838688308
N21000071,Armagh_D,Economically inactive: Other,132,3589,0.03677904708832544
N21000072,Armagh_E,Economically inactive: Other,64,2786,0.02297200287150036
N21000073,Armagh_F,Economically inactive: Other,123,2306,0.05333911535125759
N21000074,Armagh_G,Economically inactive: Other,66,3067,0.021519400065210303
N21000075,Armagh_H,Economically inactive: Other,49,2503,0.019576508190171794
N21000076,Armagh_J,Economically inactive: Other,72,3327,0.02164111812443643
N21000077,Armagh_K,Economically inactive: Other,78,3533,0.02207755448627229
N21000078,Armagh_L,Economically inactive: Other,99,2635,0.03757115749525617
N21000079,Portadown_A,Economically inactive: Other,60,2965,0.02023608768971332
N21000080,Portadown_B,Economically inactive: Other,54,3020,0.017880794701986755
N21000081,Portadown_C,Economically inactive: Other,34,1820,0.01868131868131868
N21000082,Portadown_D,Economically inactive: Other,127,2448,0.051879084967320264
N21000083,Portadown_E,Economically inactive: Other,86,2013,0.04272230501738698
N21000084,Portadown_F,Economically inactive: Other,86,1475,0.05830508474576271
N21000085,Portadown_G,Economically inactive: Other,76,2043,0.03720019579050416
N21000086,Portadown_H,Economically inactive: Other,30,1901,0.015781167806417674
N21000087,Portadown_J,Economically inactive: Other,79,2919,0.027064063035286058
N21000088,Portadown_K,Economically inactive: Other,68,2360,0.0288135593220339
N21000089,Portadown_L,Economically inactive: Other,100,1901,0.052603892688058915
N21000090,Portadown_N,Economically inactive: Other,25,1526,0.0163826998689384
N21000091,Portadown_P,Economically inactive: Other,31,1409,0.0220014194464159
N21000092,Portadown_Q,Economically inactive: Other,34,2203,0.015433499773036768
N21000093,Portadown_R,Economically inactive: Other,49,2921,0.016775077028414926
N21000094,Craigavon_A,Economically inactive: Other,43,3080,0.01396103896103896
N21000095,Craigavon_B,Economically inactive: Other,43,2685,0.01601489757914339
N21000096,Craigavon_C,Economically inactive: Other,28,2027,0.013813517513566848
N21000097,Craigavon_D,Economically inactive: Other,54,1680,0.03214285714285714
N21000098,Craigavon_E,Economically inactive: Other,103,2544,0.0404874213836478
N21000099,Craigavon_F,Economically inactive: Other,46,2672,0.01721556886227545
N21000100,Craigavon_G,Economically inactive: Other,49,2340,0.02094017094017094
N21000101,Craigavon_H,Economically inactive: Other,34,1858,0.01829924650161464
N21000102,Craigavon_J,Economically inactive: Other,53,2664,0.019894894894894894
N21000103,Craigavon_K,Economically inactive: Other,38,1378,0.027576197387518143
N21000104,Craigavon_L,Economically inactive: Other,26,1596,0.016290726817042606
N21000105,Craigavon_N,Economically inactive: Other,35,2721,0.012862918044836457
N21000106,Craigavon_P,Economically inactive: Other,22,1945,0.011311053984575836
N21000107,Lurgan_A,Economically inactive: Other,43,2824,0.015226628895184136
N21000108,Lurgan_B,Economically inactive: Other,50,2447,0.02043318348998774
N21000109,Lurgan_C,Economically inactive: Other,26,2367,0.010984368398817067
N21000110,Lurgan_D,Economically inactive: Other,45,2854,0.015767344078486335
N21000111,Lurgan_E,Economically inactive: Other,118,2858,0.041287613715885234
N21000112,Lurgan_F,Economically inactive: Other,73,2815,0.025932504440497335
N21000113,Lurgan_G,Economically inactive: Other,75,1585,0.0473186119873817
N21000114,Lurgan_H,Economically inactive: Other,34,2041,0.016658500734933857
N21000115,Lurgan_J,Economically inactive: Other,34,2250,0.015111111111111112
N21000116,Lurgan_K,Economically inactive: Other,64,1694,0.03778040141676505
N21000117,Lurgan_L,Economically inactive: Other,50,1404,0.03561253561253561
N21000118,Lurgan_N,Economically inactive: Other,38,2146,0.017707362534948742
N21000119,Lurgan_P,Economically inactive: Other,28,2139,0.013090229079008883
N21000120,Lurgan_Q,Economically inactive: Other,63,1801,0.03498056635202665
N21000121,Lurgan_R,Economically inactive: Other,94,2524,0.03724247226624406
N21000122,Lurgan_S,Economically inactive: Other,47,2627,0.017891130567186907
N21000123,Lurgan_T,Economically inactive: Other,43,1823,0.023587493143170598
N21000124,Lagan_River_A,Economically inactive: Other,18,1935,0.009302325581395349
N21000125,Lagan_River_B,Economically inactive: Other,27,1931,0.013982392542723977
N21000126,Lagan_River_C,Economically inactive: Other,14,1521,0.009204470742932281
N21000127,Lagan_River_D,Economically inactive: Other,19,1726,0.01100811123986095
N21000128,Lagan_River_E,Economically inactive: Other,29,1977,0.014668689934243804
N21000129,Lagan_River_F,Economically inactive: Other,60,2980,0.020134228187919462
N21000130,Lagan_River_G,Economically inactive: Other,42,2611,0.0160857908847185
N21000131,Lagan_River_H,Economically inactive: Other,21,1689,0.012433392539964476
N21000132,Lagan_River_J,Economically inactive: Other,24,1955,0.012276214833759591
N21000133,Lagan_River_K,Economically inactive: Other,32,2424,0.013201320132013201
N21000134,Lagan_River_L,Economically inactive: Other,17,1430,0.011888111888111888
N21000135,Lagan_River_N,Economically inactive: Other,39,2625,0.014857142857142857
N21000136,Banbridge_A,Economically inactive: Other,48,2305,0.020824295010845987
N21000137,Banbridge_B,Economically inactive: Other,58,1957,0.02963719979560552
N21000138,Banbridge_C,Economically inactive: Other,26,1926,0.013499480789200415
N21000139,Banbridge_D,Economically inactive: Other,117,2926,0.039986329460013674
N21000140,Banbridge_E,Economically inactive: Other,75,2524,0.029714738510301108
N21000141,Banbridge_F,Economically inactive: Other,31,2074,0.014946962391513982
N21000142,Banbridge_G,Economically inactive: Other,57,1525,0.037377049180327866
N21000143,Banbridge_H,Economically inactive: Other,50,2959,0.01689760054072322
N21000144,Banbridge_J,Economically inactive: Other,32,2511,0.012743926722421346
N21000145,Banbridge_K,Economically inactive: Other,42,3032,0.013852242744063324
N21000146,Banbridge_L,Economically inactive: Other,69,3400,0.020294117647058824
N21000147,Banbridge_N,Economically inactive: Other,54,2918,0.018505825908156272
N21000148,Banbridge_P,Economically inactive: Other,29,2396,0.012103505843071787
N21000149,Banbridge_Q,Economically inactive: Other,68,2490,0.027309236947791166
N21000150,Cusher_A,Economically inactive: Other,29,1410,0.02056737588652482
N21000151,Cusher_B,Economically inactive: Other,44,2738,0.016070124178232285
N21000152,Cusher_C,Economically inactive: Other,26,1832,0.014192139737991267
N21000153,Cusher_D,Economically inactive: Other,24,1778,0.013498312710911136
N21000154,Cusher_E,Economically inactive: Other,56,2975,0.018823529411764704
N21000155,Cusher_F,Economically inactive: Other,39,1713,0.02276707530647986
N21000156,Cusher_G,Economically inactive: Other,33,2345,0.014072494669509595
N21000157,Cusher_H,Economically inactive: Other,44,2524,0.017432646592709985
N21000158,Cusher_J,Economically inactive: Other,30,1906,0.015739769150052464
N21000159,Cusher_K,Economically inactive: Other,67,3592,0.018652561247216037
N21000160,Cusher_L,Economically inactive: Other,79,3382,0.023358959195742164
N21000161,Oldpark_A,Economically inactive: Other,99,2707,0.0365718507572959
N21000162,Oldpark_B,Economically inactive: Other,45,1676,0.02684964200477327
N21000163,Oldpark_C,Economically inactive: Other,53,1998,0.026526526526526525
N21000164,Oldpark_D,Economically inactive: Other,62,2127,0.02914903620122238
N21000165,Oldpark_E,Economically inactive: Other,69,2310,0.02987012987012987
N21000166,Oldpark_F,Economically inactive: Other,52,1555,0.033440514469453377
N21000167,Oldpark_G,Economically inactive: Other,71,2192,0.03239051094890511
N21000168,Oldpark_H,Economically inactive: Other,68,1551,0.04384268214055448
N21000169,Oldpark_J,Economically inactive: Other,55,1337,0.04113687359760658
N21000170,Oldpark_K,Economically inactive: Other,82,1830,0.04480874316939891
N21000171,Oldpark_L,Economically inactive: Other,97,2262,0.04288240495137047
N21000172,Oldpark_N,Economically inactive: Other,100,2386,0.041911148365465216
N21000173,Oldpark_P,Economically inactive: Other,44,1275,0.034509803921568626
N21000174,Oldpark_Q,Economically inactive: Other,96,2046,0.0469208211143695
N21000175,Oldpark_R,Economically inactive: Other,123,2293,0.05364151766245094
N21000176,Oldpark_S,Economically inactive: Other,96,1459,0.06579849211788896
N21000177,Oldpark_T,Economically inactive: Other,75,1572,0.04770992366412214
N21000178,Oldpark_U,Economically inactive: Other,120,1775,0.0676056338028169
N21000179,Castle_A,Economically inactive: Other,54,1702,0.03172737955346651
N21000180,Castle_B,Economically inactive: Other,55,1939,0.028365136668385766
N21000181,Castle_C,Economically inactive: Other,73,1751,0.04169046259280411
N21000182,Castle_D,Economically inactive: Other,21,1797,0.011686143572621035
N21000183,Castle_E,Economically inactive: Other,49,1595,0.030721003134796237
N21000184,Castle_F,Economically inactive: Other,13,1388,0.009365994236311239
N21000185,Castle_G,Economically inactive: Other,39,2406,0.016209476309226933
N21000186,Castle_H,Economically inactive: Other,58,2411,0.024056408129406886
N21000187,Castle_J,Economically inactive: Other,35,2442,0.014332514332514333
N21000188,Castle_K,Economically inactive: Other,44,1486,0.029609690444145357
N21000189,Castle_L,Economically inactive: Other,63,2040,0.030882352941176472
N21000190,Castle_N,Economically inactive: Other,47,1140,0.0412280701754386
N21000191,Castle_P,Economically inactive: Other,42,1296,0.032407407407407406
N21000192,Castle_Q,Economically inactive: Other,72,2146,0.033550792171481825
N21000193,Castle_R,Economically inactive: Other,104,2219,0.04686795853988283
N21000194,Castle_S,Economically inactive: Other,48,1580,0.030379746835443037
N21000195,Castle_T,Economically inactive: Other,97,1967,0.04931367564819522
N21000196,Castle_U,Economically inactive: Other,123,2371,0.0518768452129903
N21000197,Titanic_A,Economically inactive: Other,24,1248,0.019230769230769232
N21000198,Titanic_B,Economically inactive: Other,48,1760,0.02727272727272727
N21000199,Titanic_C,Economically inactive: Other,57,1885,0.030238726790450927
N21000200,Titanic_D,Economically inactive: Other,58,2020,0.028712871287128714
N21000201,Titanic_E,Economically inactive: Other,38,1518,0.025032938076416336
N21000202,Titanic_F,Economically inactive: Other,84,1993,0.042147516307074764
N21000203,Titanic_G,Economically inactive: Other,43,1096,0.03923357664233577
N21000204,Titanic_H,Economically inactive: Other,102,2370,0.043037974683544304
N21000205,Titanic_J,Economically inactive: Other,55,1905,0.028871391076115485
N21000206,Titanic_K,Economically inactive: Other,27,1405,0.019217081850533807
N21000207,Titanic_L,Economically inactive: Other,71,1669,0.04254044337926902
N21000208,Titanic_N,Economically inactive: Other,66,1586,0.0416141235813367
N21000209,Titanic_P,Economically inactive: Other,74,1684,0.043942992874109264
N21000210,Titanic_Q,Economically inactive: Other,63,1836,0.03431372549019608
N21000211,Titanic_R,Economically inactive: Other,46,1991,0.023103967855349072
N21000212,Titanic_S,Economically inactive: Other,58,1472,0.03940217391304348
N21000213,Titanic_T,Economically inactive: Other,99,1860,0.0532258064516129
N21000214,Titanic_U,Economically inactive: Other,36,1179,0.030534351145038167
N21000215,Titanic_W,Economically inactive: Other,64,1457,0.04392587508579272
N21000216,Titanic_X,Economically inactive: Other,29,1240,0.02338709677419355
N21000217,Titanic_Y,Economically inactive: Other,62,1629,0.03806015960712093
N21000218,Titanic_Z,Economically inactive: Other,41,1320,0.03106060606060606
N21000219,Ormiston_A,Economically inactive: Other,36,1898,0.018967334035827187
N21000220,Ormiston_B,Economically inactive: Other,39,2079,0.01875901875901876
N21000221,Ormiston_C,Economically inactive: Other,23,2472,0.0093042071197411
N21000222,Ormiston_D,Economically inactive: Other,22,2219,0.009914375844975214
N21000223,Ormiston_E,Economically inactive: Other,34,1938,0.017543859649122806
N21000224,Ormiston_F,Economically inactive: Other,27,2482,0.010878323932312651
N21000225,Ormiston_G,Economically inactive: Other,16,2151,0.007438400743840074
N21000226,Ormiston_H,Economically inactive: Other,33,1872,0.017628205128205128
N21000227,Ormiston_J,Economically inactive: Other,23,1960,0.01173469387755102
N21000228,Ormiston_K,Economically inactive: Other,20,1989,0.010055304172951232
N21000229,Ormiston_L,Economically inactive: Other,77,2126,0.03621825023518344
N21000230,Ormiston_N,Economically inactive: Other,23,2362,0.009737510584250635
N21000231,Ormiston_P,Economically inactive: Other,32,2241,0.0142793395805444
N21000232,Ormiston_Q,Economically inactive: Other,29,1126,0.02575488454706927
N21000233,Ormiston_R,Economically inactive: Other,17,1758,0.009670079635949944
N21000234,Ormiston_S,Economically inactive: Other,43,1884,0.022823779193205943
N21000235,Ormiston_T,Economically inactive: Other,42,2059,0.020398251578436135
N21000236,Lisnasharragh_A,Economically inactive: Other,34,1744,0.0194954128440367
N21000237,Lisnasharragh_B,Economically inactive: Other,42,2562,0.01639344262295082
N21000238,Lisnasharragh_C,Economically inactive: Other,21,1291,0.016266460108443067
N21000239,Lisnasharragh_D,Economically inactive: Other,42,1522,0.02759526938239159
N21000240,Lisnasharragh_E,Economically inactive: Other,46,1871,0.024585783003741316
N21000241,Lisnasharragh_F,Economically inactive: Other,26,1914,0.013584117032392894
N21000242,Lisnasharragh_G,Economically inactive: Other,24,1501,0.015989340439706862
N21000243,Lisnasharragh_H,Economically inactive: Other,48,1278,0.03755868544600939
N21000244,Lisnasharragh_J,Economically inactive: Other,34,1929,0.01762571280456195
N21000245,Lisnasharragh_K,Economically inactive: Other,65,1978,0.03286147623862487
N21000246,Lisnasharragh_L,Economically inactive: Other,49,1849,0.02650081124932396
N21000247,Lisnasharragh_N,Economically inactive: Other,54,2797,0.019306399713979263
N21000248,Lisnasharragh_P,Economically inactive: Other,34,2641,0.012873911397198031
N21000249,Lisnasharragh_Q,Economically inactive: Other,36,1820,0.01978021978021978
N21000250,Lisnasharragh_R,Economically inactive: Other,30,2472,0.012135922330097087
N21000251,Botanic_A,Economically inactive: Other,58,3374,0.017190278601066984
N21000252,Botanic_B,Economically inactive: Other,82,1626,0.05043050430504305
N21000253,Botanic_C,Economically inactive: Other,74,2313,0.03199308257674016
N21000254,Botanic_D,Economically inactive: Other,86,1815,0.047382920110192836
N21000255,Botanic_E,Economically inactive: Other,68,1807,0.03763143331488655
N21000256,Botanic_F,Economically inactive: Other,81,1858,0.043595263724434875
N21000257,Botanic_G,Economically inactive: Other,59,1522,0.03876478318002628
N21000258,Botanic_H,Economically inactive: Other,102,2833,0.03600423579244617
N21000259,Botanic_J,Economically inactive: Other,78,1909,0.040859088528025146
N21000260,Botanic_K,Economically inactive: Other,78,2030,0.03842364532019704
N21000261,Botanic_L,Economically inactive: Other,75,2156,0.034786641929499075
N21000262,Botanic_N,Economically inactive: Other,88,2732,0.032210834553440704
N21000263,Botanic_P,Economically inactive: Other,58,2315,0.025053995680345574
N21000264,Botanic_Q,Economically inactive: Other,46,2694,0.017074981440237565
N21000265,Botanic_R,Economically inactive: Other,64,2710,0.023616236162361623
N21000266,Botanic_S,Economically inactive: Other,61,2101,0.029033793431699192
N21000267,Botanic_T,Economically inactive: Other,50,1797,0.027824151363383415
N21000268,Botanic_U,Economically inactive: Other,53,1307,0.04055087987758225
N21000269,Botanic_W,Economically inactive: Other,81,2416,0.03352649006622516
N21000270,Botanic_X,Economically inactive: Other,37,3639,0.010167628469359714
N21000271,Botanic_Y,Economically inactive: Other,39,2967,0.01314459049544995
N21000272,Botanic_Z,Economically inactive: Other,20,1806,0.01107419712070875
N21000273,Balmoral_A,Economically inactive: Other,23,2265,0.010154525386313467
N21000274,Balmoral_B,Economically inactive: Other,24,1278,0.018779342723004695
N21000275,Balmoral_C,Economically inactive: Other,36,1569,0.022944550669216062
N21000276,Balmoral_D,Economically inactive: Other,27,2134,0.012652296157450796
N21000277,Balmoral_E,Economically inactive: Other,28,2229,0.01256168685509197
N21000278,Balmoral_F,Economically inactive: Other,53,2014,0.02631578947368421
N21000279,Balmoral_G,Economically inactive: Other,49,1824,0.0268640350877193
N21000280,Balmoral_H,Economically inactive: Other,13,1548,0.008397932816537468
N21000281,Balmoral_J,Economically inactive: Other,64,2168,0.02952029520295203
N21000282,Balmoral_K,Economically inactive: Other,38,1514,0.02509907529722589
N21000283,Balmoral_L,Economically inactive: Other,25,1971,0.012683916793505834
N21000284,Balmoral_N,Economically inactive: Other,31,2125,0.014588235294117647
N21000285,Balmoral_P,Economically inactive: Other,33,1855,0.01778975741239892
N21000286,Collin_A,Economically inactive: Other,26,1732,0.015011547344110854
N21000287,Collin_B,Economically inactive: Other,104,2902,0.03583735354927636
N21000288,Collin_C,Economically inactive: Other,74,1909,0.03876375065479309
N21000289,Collin_D,Economically inactive: Other,47,2401,0.019575177009579343
N21000290,Collin_E,Economically inactive: Other,74,2344,0.031569965870307165
N21000291,Collin_F,Economically inactive: Other,33,1787,0.01846670397313934
N21000292,Collin_G,Economically inactive: Other,125,2729,0.04580432392817882
N21000293,Collin_H,Economically inactive: Other,37,2765,0.013381555153707052
N21000294,Collin_J,Economically inactive: Other,39,1947,0.020030816640986132
N21000295,Collin_K,Economically inactive: Other,84,2077,0.04044294655753491
N21000296,Collin_L,Economically inactive: Other,34,2125,0.016
N21000297,Collin_N,Economically inactive: Other,71,2607,0.027234369006520907
N21000298,Collin_P,Economically inactive: Other,72,2278,0.03160667251975417
N21000299,Collin_Q,Economically inactive: Other,53,2394,0.022138680033416874
N21000300,Collin_R,Economically inactive: Other,38,1912,0.0198744769874477
N21000301,Black_Mountain_A,Economically inactive: Other,156,3149,0.049539536360749446
N21000302,Black_Mountain_B,Economically inactive: Other,91,2205,0.04126984126984127
N21000303,Black_Mountain_C,Economically inactive: Other,77,1863,0.041331186258722494
N21000304,Black_Mountain_D,Economically inactive: Other,63,2696,0.02336795252225519
N21000305,Black_Mountain_E,Economically inactive: Other,101,2328,0.04338487972508591
N21000306,Black_Mountain_F,Economically inactive: Other,128,2411,0.05309000414765657
N21000307,Black_Mountain_G,Economically inactive: Other,61,2800,0.021785714285714287
N21000308,Black_Mountain_H,Economically inactive: Other,75,2128,0.03524436090225564
N21000309,Black_Mountain_J,Economically inactive: Other,120,2626,0.0456968773800457
N21000310,Black_Mountain_K,Economically inactive: Other,47,1857,0.025309639203015617
N21000311,Black_Mountain_L,Economically inactive: Other,65,2438,0.026661197703035273
N21000312,Black_Mountain_N,Economically inactive: Other,81,2389,0.03390539974884889
N21000313,Black_Mountain_P,Economically inactive: Other,97,2561,0.03787582975400234
N21000314,Black_Mountain_Q,Economically inactive: Other,48,1788,0.026845637583892617
N21000315,Black_Mountain_R,Economically inactive: Other,67,2637,0.02540766021994691
N21000316,Court_A,Economically inactive: Other,44,1574,0.02795425667090216
N21000317,Court_B,Economically inactive: Other,59,1870,0.03155080213903743
N21000318,Court_C,Economically inactive: Other,57,1577,0.03614457831325301
N21000319,Court_D,Economically inactive: Other,57,1695,0.033628318584070796
N21000320,Court_E,Economically inactive: Other,46,2396,0.019198664440734557
N21000321,Court_F,Economically inactive: Other,59,1196,0.04933110367892977
N21000322,Court_G,Economically inactive: Other,63,1275,0.04941176470588235
N21000323,Court_H,Economically inactive: Other,72,1831,0.03932277444019661
N21000324,Court_J,Economically inactive: Other,80,1937,0.041300980898296334
N21000325,Court_K,Economically inactive: Other,76,1621,0.04688463911165947
N21000326,Court_L,Economically inactive: Other,45,1368,0.03289473684210526
N21000327,Court_N,Economically inactive: Other,60,1678,0.03575685339690107
N21000328,Court_P,Economically inactive: Other,65,1503,0.04324683965402528
N21000329,Court_Q,Economically inactive: Other,70,1288,0.05434782608695652
N21000330,Court_R,Economically inactive: Other,37,1521,0.024326101249178174
N21000331,Court_S,Economically inactive: Other,100,2189,0.04568296025582458
N21000332,Court_T,Economically inactive: Other,61,1435,0.04250871080139373
N21000333,Court_U,Economically inactive: Other,51,1267,0.04025256511444357
N21000334,Court_W,Economically inactive: Other,113,2045,0.05525672371638142
N21000335,Court_X,Economically inactive: Other,112,2210,0.05067873303167421
N21000336,Benbradagh_A,Economically inactive: Other,97,3005,0.032279534109816974
N21000337,Benbradagh_B,Economically inactive: Other,32,1852,0.017278617710583154
N21000338,Benbradagh_C,Economically inactive: Other,51,1465,0.0348122866894198
N21000339,Benbradagh_D,Economically inactive: Other,56,2975,0.018823529411764704
N21000340,Benbradagh_E,Economically inactive: Other,106,3308,0.03204353083434099
N21000341,Benbradagh_F,Economically inactive: Other,102,3346,0.030484160191273164
N21000342,Benbradagh_G,Economically inactive: Other,40,1868,0.021413276231263382
N21000343,Limavady_A,Economically inactive: Other,347,2860,0.12132867132867133
N21000344,Limavady_B,Economically inactive: Other,79,1228,0.06433224755700326
N21000345,Limavady_C,Economically inactive: Other,52,2268,0.02292768959435626
N21000346,Limavady_D,Economically inactive: Other,68,3232,0.02103960396039604
N21000347,Limavady_E,Economically inactive: Other,129,2739,0.047097480832420595
N21000348,Limavady_F,Economically inactive: Other,51,2095,0.0243436754176611
N21000349,Limavady_G,Economically inactive: Other,36,1808,0.01991150442477876
N21000350,Bann_A,Economically inactive: Other,24,1155,0.02077922077922078
N21000351,Bann_B,Economically inactive: Other,57,2783,0.020481494789795184
N21000352,Bann_C,Economically inactive: Other,54,2402,0.022481265611990008
N21000353,Bann_D,Economically inactive: Other,75,3529,0.021252479455936526
N21000354,Bann_E,Economically inactive: Other,37,1863,0.019860440150295224
N21000355,Bann_F,Economically inactive: Other,63,1252,0.050319488817891375
N21000356,Bann_G,Economically inactive: Other,53,2857,0.01855092754637732
N21000357,Bann_H,Economically inactive: Other,59,1694,0.03482880755608028
N21000358,Coleraine_A,Economically inactive: Other,124,2830,0.04381625441696113
N21000359,Coleraine_B,Economically inactive: Other,54,2729,0.01978746793697325
N21000360,Coleraine_C,Economically inactive: Other,79,2624,0.03010670731707317
N21000361,Coleraine_D,Economically inactive: Other,51,1288,0.039596273291925464
N21000362,Coleraine_E,Economically inactive: Other,69,1877,0.036760788492274904
N21000363,Coleraine_F,Economically inactive: Other,60,2351,0.02552105487026797
N21000364,Coleraine_G,Economically inactive: Other,105,2188,0.047989031078610606
N21000365,Coleraine_H,Economically inactive: Other,53,2775,0.0190990990990991
N21000366,Coleraine_J,Economically inactive: Other,52,2793,0.01861797350519155
N21000367,Coleraine_K,Economically inactive: Other,34,2171,0.01566098572086596
N21000368,Causeway_A,Economically inactive: Other,24,1427,0.016818500350385426
N21000369,Causeway_B,Economically inactive: Other,59,1286,0.045878693623639194
N21000370,Causeway_C,Economically inactive: Other,57,1247,0.04570970328789094
N21000371,Causeway_D,Economically inactive: Other,61,1783,0.034212002243409985
N21000372,Causeway_E,Economically inactive: Other,65,3081,0.02109704641350211
N21000373,Causeway_F,Economically inactive: Other,32,2068,0.015473887814313346
N21000374,Causeway_G,Economically inactive: Other,68,2653,0.025631360723709008
N21000375,Causeway_H,Economically inactive: Other,70,3132,0.02234993614303959
N21000376,Causeway_J,Economically inactive: Other,40,1999,0.02001000500250125
N21000377,Causeway_K,Economically inactive: Other,66,2985,0.022110552763819097
N21000378,Causeway_L,Economically inactive: Other,98,2882,0.034004163775156145
N21000379,The_Glens_A,Economically inactive: Other,60,3155,0.01901743264659271
