date,value
1992-03-01,983597.6663
1992-04-01,999227.5971
1992-05-01,1012273.553
1992-06-01,1035075.336
1992-07-01,1109234.904
1992-08-01,1076992.438
1992-09-01,1044244.342
1992-10-01,1015647.241
1993-11-01,1021846.892
1993-12-01,1013268.48
1993-01-01,1007395.997
1993-02-01,1001106.018
1993-03-01,980215.9381
1993-04-01,1000299.392
1993-05-01,1027575.574
1993-06-01,1070383.869
1993-07-01,1089863.397
1993-08-01,1107346.15
1993-09-01,1103540.299
1993-10-01,1103086.964
1994-11-01,1099637.718
1994-12-01,1099800.873
1994-01-01,1113209.912
1994-02-01,1119842.956
1994-03-01,1144140.58
1994-04-01,1151855.332
1994-05-01,1121746.647
1994-06-01,1082307.871
1994-07-01,1103025.879
1994-08-01,1108889.87
1994-09-01,1134048.201
1994-10-01,1133835.038
1995-11-01,1145553.228
1995-12-01,1153114.763
1995-01-01,1151991.623
1995-02-01,1161962.555
1995-03-01,1171002.986
1995-04-01,1193147.718
1995-05-01,1160363.484
1995-06-01,1108301.912
1995-07-01,1111120.808
1995-08-01,1097792.063
1995-09-01,1114460.727
1995-10-01,1129016.879
1996-11-01,1131698.833
1996-12-01,1136820.718
1996-01-01,1146607.002
1996-02-01,1138981.188
1996-03-01,1140483.934
1996-04-01,1137028.139
1996-05-01,1150385.767
1996-06-01,1136556.591
1996-07-01,1132682.436
1996-08-01,1115902.72
1996-09-01,1106266.463
1996-10-01,1123849.012
1997-11-01,1133998.157
1997-12-01,1147214.295
1997-01-01,1136629.084
1997-02-01,1142892.645
1997-03-01,1134551.855
1997-04-01,1155711.059
1997-05-01,1157384.778
1997-06-01,1190652.804
1997-07-01,1210427.351
1997-08-01,1212668.216
1997-09-01,1207124.555
1997-10-01,1203106.656
1998-11-01,1198626.624
1998-12-01,1194663.657
1998-01-01,1208128.635
1998-02-01,1212283.388
1998-03-01,1203811.881
1998-04-01,1218368.563
1998-05-01,1219328.096
1998-06-01,1228501.84
1998-07-01,1264803.568
1998-08-01,1285168.563
1998-09-01,1267404.699
1998-10-01,1276061.881
1999-11-01,1284272.286
1999-12-01,1268233.118
1999-01-01,1269270.881
1999-02-01,1272130.374
1999-03-01,1277799.623
1999-04-01,1271777.671
1999-05-01,1247932.319
1999-06-01,1262154.643
1999-07-01,1255875.988
1999-08-01,1248461.337
1999-09-01,1240089.464
1999-10-01,1222099.62
2000-11-01,1218522.416
2000-12-01,1225752.238
2000-01-01,1229819.219
2000-02-01,1234244.193
2000-03-01,1247513.943
2000-04-01,1273676.555
2000-05-01,1287783.969
2000-06-01,1271174.507
2000-07-01,1269539.325
2000-08-01,1274872.006
2000-09-01,1274870.973
2000-10-01,1283392.183
2001-11-01,1290990.802
2001-12-01,1295685.606
2001-01-01,1293402.098
2001-02-01,1278806.446
2001-03-01,1296574.486
2001-04-01,1294272.828
2001-05-01,1302581.709
2001-06-01,1296923.231
2001-07-01,1311368.615
2001-08-01,1297133.165
2001-09-01,1272960.131
2001-10-01,1290905.554
2002-11-01,1278478.666
2002-12-01,1287394.152
2002-01-01,1275409.3
2002-02-01,1284250.554
2002-03-01,1274185.325
2002-04-01,1276765.152
2002-05-01,1300231.301
2002-06-01,1299266.261
2002-07-01,1314323.729
2002-08-01,1320021.037
2002-09-01,1348224.258
2002-10-01,1360268.729
2003-11-01,1371270.693
2003-12-01,1367126.435
2003-01-01,1383459.947
2003-02-01,1393875.498
2003-03-01,1401857.504
2003-04-01,1409132.063
2003-05-01,1401720.568
2003-06-01,1395105.377
2003-07-01,1405249.269
2003-08-01,1418117.318
2003-09-01,1413222.506
2003-10-01,1404385.686
2004-11-01,1401124.786
2004-12-01,1412296.468
2004-01-01,1416643.446
2004-02-01,1421450.107
2004-03-01,1420858.645
2004-04-01,1423831.646
2004-05-01,1424497.037
2004-06-01,1434332.394
2004-07-01,1417608.066
2004-08-01,1419813.08
2004-09-01,1422649.452
2004-10-01,1432560.281
2005-11-01,1458630.344
2005-12-01,1447015.208
2005-01-01,1464412.833
2005-02-01,1471017.755
2005-03-01,1468388.245
2005-04-01,1462502.446
2005-05-01,1450392.47
2005-06-01,1474804.803
2005-07-01,1488831.545
